,complaintid,buildingid,boroughid,borough,housenumber,streetname,zip,block,lot,apartment,communityboard,receiveddate,statusid,status,statusdate
572,7419870,668027,4,QUEENS,184-13,JAMAICA AVENUE,11423,9905,28,2F,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
573,7419871,676589,4,QUEENS,1851,MADISON STREET,11385,3470,54,3L,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-22T00:00:00.000
574,7419873,118638,2,BRONX,442,WALES AVENUE,10455,2576,11,3A,1,2015-04-01T00:00:00.000,2,CLOSE,2015-04-05T00:00:00.000
575,7419874,763173,5,STATEN ISLAND,452,MORNINGSTAR ROAD,10303,1178,66,2NDFL,1,2015-04-01T00:00:00.000,2,CLOSE,2015-04-25T00:00:00.000
576,7419875,363173,3,BROOKLYN,379,ROCKAWAY PARKWAY,11212,4672,54,1F,17,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
577,7419876,99400,2,BRONX,660,NEREID AVENUE,10470,5041,26,6A,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-25T00:00:00.000
578,7419877,95891,2,BRONX,1591,METROPOLITAN AVENUE,10462,3944,7501,4D,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
579,7419878,224407,3,BROOKLYN,1020,CONEY ISLAND AVENUE,11230,5429,22,2R,14,2015-04-01T00:00:00.000,2,CLOSE,2015-04-14T00:00:00.000
580,7419879,763173,5,STATEN ISLAND,452,MORNINGSTAR ROAD,10303,1178,66,2NDFL,1,2015-04-01T00:00:00.000,2,CLOSE,2015-04-15T00:00:00.000
581,7419880,37712,1,MANHATTAN,9,WEST 107 STREET,10025,1843,26,BLDG,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
582,7419881,694908,4,QUEENS,106-10,SHORE FRONT PARKWAY,11694,16177,55,2S,14,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
583,7419882,12791,1,MANHATTAN,139,EAST 27 STREET,10016,883,31,6B,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
584,7419883,51777,2,BRONX,3750,BRONX BOULEVARD,10467,4649,21,BLDG,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
585,7419884,37712,1,MANHATTAN,9,WEST 107 STREET,10025,1843,26,BLDG,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
586,7419885,299324,3,BROOKLYN,330,GATES AVENUE,11216,1812,15,2,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
587,8320251,411338,4,QUEENS,21-24,CRESCENT STREET,11105,869,40,D7,1,2016-12-28T00:00:00.000,2,CLOSE,2017-01-01T00:00:00.000
588,7419888,108629,2,BRONX,1534,SELWYN AVENUE,10457,2820,9,3C,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-18T00:00:00.000
589,8320252,811224,4,QUEENS,106-20,SHORE FRONT PARKWAY,11694,16177,35,9R,14,2016-12-28T00:00:00.000,2,CLOSE,2017-01-03T00:00:00.000
590,7419891,17326,1,MANHATTAN,501 1/2,EAST 83 STREET,10028,1580,104,5E,8,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
591,8320254,278392,3,BROOKLYN,921,EAST 83 STREET,11236,8020,130,BSMT,18,2016-12-28T00:00:00.000,2,CLOSE,2017-01-11T00:00:00.000
592,7419893,333080,3,BROOKLYN,276,MARION STREET,11233,1519,16,6,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
593,7419894,97807,2,BRONX,632,MORRIS PARK AVENUE,10460,4030,4,2,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-11T00:00:00.000
594,7419895,67324,2,BRONX,220,EAST 204 STREET,10458,3309,10,5A,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
595,7419896,97523,2,BRONX,2200,MORRIS AVENUE,10453,3170,21,B4,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-10T00:00:00.000
596,7419897,218950,3,BROOKLYN,278,CHAUNCEY STREET,11233,1513,14,2R,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-21T00:00:00.000
597,7419898,33345,1,MANHATTAN,412,WEST 46 STREET,10036,1055,41,BLDG,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
598,7419899,15367,1,MANHATTAN,229,EAST 67 STREET,10065,1422,19,BLDG,8,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
599,7419900,363173,3,BROOKLYN,379,ROCKAWAY PARKWAY,11212,4672,54,1F,17,2015-04-01T00:00:00.000,2,CLOSE,2015-04-14T00:00:00.000
600,7419872,928755,1,MANHATTAN,250,EAST 49 STREET,10017,1322,7502,12C,6,2015-04-01T00:00:00.000,2,CLOSE,2015-06-13T00:00:00.000
601,7419901,228613,3,BROOKLYN,712,CROWN STREET,11213,1419,6,F16,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-09T00:00:00.000
602,7419905,234592,3,BROOKLYN,548,DRIGGS AVENUE,11211,2320,25,12,1,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
603,7419911,26984,1,MANHATTAN,101,POST AVENUE,10034,2219,1,4A,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-10T00:00:00.000
604,7419913,641109,4,QUEENS,148-81,BROOKVILLE BOULEVARD,11422,13747,5,2FL,13,2015-04-01T00:00:00.000,2,CLOSE,2015-04-14T00:00:00.000
605,7419914,333366,3,BROOKLYN,235,MARTENSE STREET,11226,5088,66,1R,17,2015-04-01T00:00:00.000,2,CLOSE,2015-04-05T00:00:00.000
606,7419915,69944,2,BRONX,763,EAST 223 STREET,10466,4837,15,2NDFL,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
607,7419919,37712,1,MANHATTAN,9,WEST 107 STREET,10025,1843,26,BLDG,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
608,7419920,14668,1,MANHATTAN,210,EAST 60 STREET,10022,1414,43,2,8,2015-04-01T00:00:00.000,2,CLOSE,2015-04-10T00:00:00.000
609,7419923,293950,3,BROOKLYN,1069,FLUSHING AVENUE,11237,3013,27,2L,1,2015-04-01T00:00:00.000,2,CLOSE,2015-04-21T00:00:00.000
610,7419924,391591,3,BROOKLYN,1315,WEST 7 STREET,11204,6578,100,BLDG,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
611,7419925,205689,3,BROOKLYN,1469,BEDFORD AVENUE,11216,1239,1,2B,8,2015-04-01T00:00:00.000,2,CLOSE,2015-04-05T00:00:00.000
612,7419928,804011,1,MANHATTAN,2187,AMSTERDAM AVENUE,10032,2112,15,D,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-09T00:00:00.000
613,7419930,371699,3,BROOKLYN,145,SOMERS STREET,11233,1540,52,2R,16,2015-04-01T00:00:00.000,2,CLOSE,2015-04-12T00:00:00.000
614,7419931,109544,2,BRONX,972,SHERMAN AVENUE,10456,2446,15,5B,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
615,7419932,9951,1,MANHATTAN,334,CONVENT AVENUE,10031,2059,17,12,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
616,7419933,6218,1,MANHATTAN,307,AUDUBON AVENUE,10033,2152,61,3I,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-18T00:00:00.000
617,7419935,65479,2,BRONX,1590,EAST 172 STREET,10472,3776,44,2B,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-06T00:00:00.000
618,7419937,89503,2,BRONX,935,KELLY STREET,10459,2703,18,5G,2,2015-04-01T00:00:00.000,2,CLOSE,2015-04-10T00:00:00.000
619,7419938,77323,2,BRONX,1036,FAILE STREET,10459,2748,7501,C,2,2015-04-01T00:00:00.000,2,CLOSE,2015-04-10T00:00:00.000
620,7419939,347649,3,BROOKLYN,354,OCEAN AVENUE,11226,5053,38,37,14,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
621,7419940,14035,1,MANHATTAN,401,EAST 50 STREET,10022,1362,1,25,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
622,7419941,55124,2,BRONX,3915,CARPENTER AVENUE,10466,4819,15,1G,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
623,8320263,941249,2,BRONX,1085,GERARD AVENUE,10452,2487,32,BLDG,4,2016-12-28T00:00:00.000,2,CLOSE,2017-01-04T00:00:00.000
624,7419944,404428,4,QUEENS,123-15,18 AVENUE,11356,4086,1,1L,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-28T00:00:00.000
625,7419945,21859,1,MANHATTAN,80,FT WASHINGTON AVENUE,10032,2137,40,61,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-13T00:00:00.000
626,7419947,311851,3,BROOKLYN,255,HERZL STREET,11212,3556,3,1,16,2015-04-01T00:00:00.000,2,CLOSE,2015-04-24T00:00:00.000
627,7419948,805173,1,MANHATTAN,43,MURRAY STREET,10007,133,7501,4FL,1,2015-04-01T00:00:00.000,2,CLOSE,2015-04-06T00:00:00.000
628,8320264,278392,3,BROOKLYN,921,EAST 83 STREET,11236,8020,130,BSMT,18,2016-12-28T00:00:00.000,2,CLOSE,2017-01-04T00:00:00.000
629,7419950,363340,3,BROOKLYN,99,ROCKAWAY PARKWAY,11212,4616,75,1R,17,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
630,7419951,108767,2,BRONX,3866,SETON AVENUE,10466,4939,95,1F,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-05T00:00:00.000
631,7419953,351589,3,BROOKLYN,1517,PARK PLACE,11213,1368,68,7F,8,2015-04-01T00:00:00.000,2,CLOSE,2015-04-10T00:00:00.000
632,7419956,65029,2,BRONX,101,EAST 168 STREET,10452,2466,1,1F,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-10T00:00:00.000
633,7419957,510438,4,QUEENS,35-12,99 STREET,11368,1739,11,C3,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
634,7419959,305038,3,BROOKLYN,357,GROVE STREET,11237,3319,47,2L,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-14T00:00:00.000
635,7419963,903404,2,BRONX,1489,GRAND CONCOURSE,10452,2834,1,2B,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-09T00:00:00.000
636,7419966,14035,1,MANHATTAN,401,EAST 50 STREET,10022,1362,1,25,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
637,7419968,6205,1,MANHATTAN,240,AUDUBON AVENUE,10033,2133,80,24,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-06T00:00:00.000
638,7419969,349517,3,BROOKLYN,1316,PACIFIC STREET,11216,1207,34,6,8,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
639,7419970,804158,1,MANHATTAN,180,CABRINI BOULEVARD,10033,2179,10,BLDG,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
640,7419971,2098,1,MANHATTAN,2243,3 AVENUE,10035,1787,1,602,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-10T00:00:00.000
641,7419975,21273,1,MANHATTAN,331,EDGECOMBE AVENUE,10031,2053,90,2C,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
642,7419903,228675,3,BROOKLYN,836,CROWN STREET,11213,1420,24,BSMT,9,2015-04-01T00:00:00.000,2,CLOSE,2015-05-22T00:00:00.000
643,7419973,14035,1,MANHATTAN,401,EAST 50 STREET,10022,1362,1,25,6,2015-04-01T00:00:00.000,2,CLOSE,2015-06-05T00:00:00.000
644,7419917,347749,3,BROOKLYN,55,OCEAN AVENUE,11225,5024,19,B1,9,2015-04-01T00:00:00.000,2,CLOSE,2015-08-18T00:00:00.000
645,7419974,37541,1,MANHATTAN,301,WEST 105 STREET,10025,1891,52,1R,7,2015-04-01T00:00:00.000,2,CLOSE,2015-09-28T00:00:00.000
646,7419977,35116,1,MANHATTAN,310,WEST 73 STREET,10023,1184,24,BLDG,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
647,7419979,327345,3,BROOKLYN,45,LINDEN BOULEVARD,11226,5083,86,2A,14,2015-04-01T00:00:00.000,2,CLOSE,2015-04-05T00:00:00.000
648,7419980,35115,1,MANHATTAN,308,WEST 73 STREET,10023,1184,23,BLDG,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
649,7419981,396049,3,BROOKLYN,1091,WILLMOHR STREET,11212,4670,7,BLDG,17,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
650,7419982,116945,2,BRONX,2336,DR M L KING JR BOULEVARD,10468,3212,46,7N,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
651,7419983,21273,1,MANHATTAN,331,EDGECOMBE AVENUE,10031,2053,90,2C,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-21T00:00:00.000
652,7419988,380801,3,BROOKLYN,17,TEHAMA STREET,11218,5309,43,BLDG,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
653,7419989,98103,2,BRONX,235,MT HOPE PLACE,10457,2804,48,2A,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
654,7419992,21859,1,MANHATTAN,80,FT WASHINGTON AVENUE,10032,2137,40,BLDG,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-13T00:00:00.000
655,7419994,11966,1,MANHATTAN,444,EAST 13 STREET,10009,440,30,BLDG,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
656,7419995,48340,2,BRONX,2326,BATHGATE AVENUE,10458,3052,28,3,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
657,7419996,500001,4,QUEENS,87-39,90 STREET,11421,8932,50,1FL,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-28T00:00:00.000
658,7419997,21859,1,MANHATTAN,80,FT WASHINGTON AVENUE,10032,2137,40,BLDG,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-13T00:00:00.000
659,7419998,380801,3,BROOKLYN,17,TEHAMA STREET,11218,5309,43,2F,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-14T00:00:00.000
660,7419999,60417,2,BRONX,1682,DAVIDSON AVENUE,10453,2861,19,5A,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-11T00:00:00.000
661,7420000,500001,4,QUEENS,87-39,90 STREET,11421,8932,50,1FL,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-28T00:00:00.000
662,7420002,120825,2,BRONX,1776,WEEKS AVENUE,10457,2797,23,2D,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-11T00:00:00.000
663,7420004,27531,1,MANHATTAN,165,SEAMAN AVENUE,10034,2242,5,6B,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-09T00:00:00.000
664,7420005,170127,3,BROOKLYN,217,73 STREET,11209,5907,75,2,10,2015-04-01T00:00:00.000,2,CLOSE,2015-04-10T00:00:00.000
665,7420007,21859,1,MANHATTAN,80,FT WASHINGTON AVENUE,10032,2137,40,BLDG,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-13T00:00:00.000
666,7420008,21859,1,MANHATTAN,80,FT WASHINGTON AVENUE,10032,2137,40,BLDG,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-13T00:00:00.000
667,7420009,805423,1,MANHATTAN,118,VERMILYEA AVENUE,10034,2235,29,C31,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-09T00:00:00.000
668,7420011,877395,2,BRONX,2384,HOFFMAN STREET,10458,3065,35,4A,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-16T00:00:00.000
669,7420012,21859,1,MANHATTAN,80,FT WASHINGTON AVENUE,10032,2137,40,BLDG,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-13T00:00:00.000
670,7420013,125619,2,BRONX,1001,WOODYCREST AVENUE,10452,2512,45,6D,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-10T00:00:00.000
671,7420016,21859,1,MANHATTAN,80,FT WASHINGTON AVENUE,10032,2137,40,BLDG,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-13T00:00:00.000
672,8320266,81890,2,BRONX,2871,GRAND CONCOURSE,10468,3319,113,2D,7,2016-12-28T00:00:00.000,2,CLOSE,2017-01-06T00:00:00.000
673,7420018,119863,2,BRONX,2268,WASHINGTON AVENUE,10457,3050,20,19,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
674,7420023,37012,1,MANHATTAN,307,WEST 93 STREET,10025,1252,46,4E+7,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
675,7420024,21859,1,MANHATTAN,80,FT WASHINGTON AVENUE,10032,2137,40,BLDG,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-13T00:00:00.000
676,7420027,932121,5,STATEN ISLAND,271,SAND LANE,10305,3110,4,1,2,2015-04-01T00:00:00.000,2,CLOSE,2015-04-18T00:00:00.000
677,7420028,21859,1,MANHATTAN,80,FT WASHINGTON AVENUE,10032,2137,40,51,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-13T00:00:00.000
678,8320267,51372,2,BRONX,3021,BRIGGS AVENUE,10458,3308,77,2A,7,2016-12-28T00:00:00.000,2,CLOSE,2017-01-05T00:00:00.000
679,7420030,510648,4,QUEENS,65-09,99 STREET,11374,2115,1,6F,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
680,7420031,289768,3,BROOKLYN,185,ERASMUS STREET,11226,5105,43,C8,17,2015-04-01T00:00:00.000,2,CLOSE,2015-04-17T00:00:00.000
681,7420032,107706,2,BRONX,1963,RYER AVENUE,10457,2814,82,2G,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
682,7420033,578267,4,QUEENS,115-30,175 STREET,11434,12405,123,2FL,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-25T00:00:00.000
683,7420034,641662,4,QUEENS,67-67,BURNS STREET,11375,3166,95,BLDG,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
684,7420035,21859,1,MANHATTAN,80,FT WASHINGTON AVENUE,10032,2137,40,52,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-13T00:00:00.000
685,7420039,285041,3,BROOKLYN,474,EAST 98 STREET,11212,4694,67,B5,17,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
686,7420040,79810,2,BRONX,4305,FURMAN AVENUE,10466,5043,1,3E,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
687,7420042,110176,2,BRONX,586,SOUTHERN BOULEVARD,10455,2603,22,21,2,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
688,7420043,119207,2,BRONX,2435,WALTON AVENUE,10468,3188,48,5B,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
689,7420045,41576,1,MANHATTAN,572,WEST 141 STREET,10031,2072,59,6A,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
690,7420010,36144,1,MANHATTAN,345,WEST 84 STREET,10024,1246,15,5,7,2015-04-01T00:00:00.000,2,CLOSE,2015-08-27T00:00:00.000
691,7420015,42029,1,MANHATTAN,271,WEST 146 STREET,10039,2032,6,2,10,2015-04-01T00:00:00.000,2,CLOSE,2015-08-12T00:00:00.000
692,7420046,106524,2,BRONX,1545,RHINELANDER AVENUE,10461,4222,93,5J,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
693,7420048,21859,1,MANHATTAN,80,FT WASHINGTON AVENUE,10032,2137,40,53,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-13T00:00:00.000
694,7420050,885697,3,BROOKLYN,306,EAST 29 STREET,11226,5194,109,BASE,17,2015-04-01T00:00:00.000,2,CLOSE,2015-04-21T00:00:00.000
695,7420051,88948,2,BRONX,2483,JEROME AVENUE,10468,3200,16,3C,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-16T00:00:00.000
696,7420052,9747,1,MANHATTAN,370,COLUMBUS AVENUE,10024,1149,33,2D,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-09T00:00:00.000
697,7420053,21859,1,MANHATTAN,80,FT WASHINGTON AVENUE,10032,2137,40,BLDG,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-13T00:00:00.000
698,7420056,77561,2,BRONX,709,FAIRMOUNT PLACE,10457,2950,30,C9,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
699,7420057,32401,1,MANHATTAN,51,WEST 35 STREET,10018,837,12,26,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
700,7420058,278840,3,BROOKLYN,734,EAST 84 STREET,11236,8004,50,2NDFL,18,2015-04-01T00:00:00.000,2,CLOSE,2015-04-21T00:00:00.000
701,7420059,344011,3,BROOKLYN,644,NEW YORK AVENUE,11203,4814,7502,BLDG,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
702,7420060,21859,1,MANHATTAN,80,FT WASHINGTON AVENUE,10032,2137,40,BLDG,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-13T00:00:00.000
703,7420061,102706,2,BRONX,716,PENFIELD STREET,10470,5113,38,BLDG,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
704,7420063,21859,1,MANHATTAN,80,FT WASHINGTON AVENUE,10032,2137,40,BLDG,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-13T00:00:00.000
705,7420064,66141,2,BRONX,800,EAST 179 STREET,10460,3107,16,APT9,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
706,7420065,51013,2,BRONX,1106,BOYNTON AVENUE,10472,3741,5,1D,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
707,7420066,181864,3,BROOKLYN,364,93 STREET,11209,6107,29,C11,10,2015-04-01T00:00:00.000,2,CLOSE,2015-04-18T00:00:00.000
708,7420067,810767,4,QUEENS,32-25,93 STREET,11369,1423,71,B15,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-06T00:00:00.000
709,7420068,125695,2,BRONX,957,WOODYCREST AVENUE,10452,2511,68,BLDG,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
710,7420069,344011,3,BROOKLYN,644,NEW YORK AVENUE,11203,4814,7502,1,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-15T00:00:00.000
711,7420070,21859,1,MANHATTAN,80,FT WASHINGTON AVENUE,10032,2137,40,57,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-13T00:00:00.000
712,7420071,21859,1,MANHATTAN,80,FT WASHINGTON AVENUE,10032,2137,40,BLDG,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-13T00:00:00.000
713,7420072,306891,3,BROOKLYN,243,HANCOCK STREET,11216,1834,72,1,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
714,7420073,60116,2,BRONX,2125,CRUGER AVENUE,10462,4287,40,5C,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-21T00:00:00.000
715,8320274,808045,3,BROOKLYN,49,CUMBERLAND STREET,11205,2030,56,BLDG,2,2016-12-28T00:00:00.000,2,CLOSE,2017-01-28T00:00:00.000
716,7420075,344011,3,BROOKLYN,644,NEW YORK AVENUE,11203,4814,7502,1,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
717,8320277,103224,2,BRONX,918,PIERCE AVENUE,10462,4058,38,1,11,2016-12-28T00:00:00.000,2,CLOSE,2017-01-01T00:00:00.000
718,7420078,21859,1,MANHATTAN,80,FT WASHINGTON AVENUE,10032,2137,40,BLDG,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-13T00:00:00.000
719,7420079,49315,2,BRONX,266,BEDFORD PARK BOULEVARD,10458,3297,11,BLDG,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
720,7420080,125695,2,BRONX,957,WOODYCREST AVENUE,10452,2511,68,30A,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-06T00:00:00.000
721,7420081,27201,1,MANHATTAN,1793,RIVERSIDE DRIVE,10034,2246,130,3G,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-05T00:00:00.000
722,7420082,21859,1,MANHATTAN,80,FT WASHINGTON AVENUE,10032,2137,40,42,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-13T00:00:00.000
723,7420085,10025,1,MANHATTAN,6,CONVENT AVENUE,10027,1967,73,1FL,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-24T00:00:00.000
724,7420087,821540,2,BRONX,1927,CROTONA AVENUE,10457,2946,128,BLDG,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
725,7420088,21859,1,MANHATTAN,80,FT WASHINGTON AVENUE,10032,2137,40,43,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-13T00:00:00.000
726,7420089,681087,4,QUEENS,204-19,MURDOCK AVENUE,11412,10999,77,2FL,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
727,7420090,10025,1,MANHATTAN,6,CONVENT AVENUE,10027,1967,73,1FL,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-24T00:00:00.000
728,7420091,19376,1,MANHATTAN,184,EAST 111 STREET,10029,1638,140,1A,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
729,7420093,75322,2,BRONX,538,EDISON AVENUE,10465,5440,18,2,10,2015-04-01T00:00:00.000,2,CLOSE,2015-04-21T00:00:00.000
730,7420094,21859,1,MANHATTAN,80,FT WASHINGTON AVENUE,10032,2137,40,44,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-13T00:00:00.000
731,7420095,21935,1,MANHATTAN,36,GRAMERCY PARK,10003,876,7503,BLDG,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-09T00:00:00.000
732,7420096,21859,1,MANHATTAN,80,FT WASHINGTON AVENUE,10032,2137,40,BLDG,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-13T00:00:00.000
733,7420097,119101,2,BRONX,1982,WALTON AVENUE,10453,2829,6,4E,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-12T00:00:00.000
734,7420098,8090,1,MANHATTAN,3612,BROADWAY,10031,2080,59,BLDG,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
735,7420100,360555,3,BROOKLYN,63,MALCOLM X BOULEVARD,11221,1612,5,2B,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
736,7420062,837902,3,BROOKLYN,278,MILFORD STREET,11208,4040,33,2,5,2015-04-01T00:00:00.000,2,CLOSE,2015-08-17T00:00:00.000
737,7420077,3618,1,MANHATTAN,2496,ADAM C POWELL BOULEVARD,10030,2030,36,7,10,2015-04-01T00:00:00.000,2,CLOSE,2015-09-09T00:00:00.000
738,7420101,21859,1,MANHATTAN,80,FT WASHINGTON AVENUE,10032,2137,40,46,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-13T00:00:00.000
