,complaintid,buildingid,boroughid,borough,housenumber,streetname,zip,block,lot,apartment,communityboard,receiveddate,statusid,status,statusdate
234,8320194,680746,4,QUEENS,22-30,MOTT AVENUE,11691,15661,12,4R,14,2016-12-28T00:00:00.000,2,CLOSE,2017-01-07T00:00:00.000
235,7419446,112037,2,BRONX,1050,SUMMIT AVENUE,10452,2525,20,1D,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-09T00:00:00.000
236,7419447,873260,3,BROOKLYN,2313,PACIFIC STREET,11233,1435,54,1,16,2015-04-01T00:00:00.000,2,CLOSE,2015-04-11T00:00:00.000
237,7419452,328452,3,BROOKLYN,34,LOGAN STREET,11208,4101,33,2FL,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-06T00:00:00.000
238,7419453,329640,3,BROOKLYN,15,MACKAY PLACE,11209,5881,38,BLDG,10,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
239,7419454,355151,3,BROOKLYN,1153,PRESIDENT STREET,11225,1275,66,2E,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
240,7419455,873260,3,BROOKLYN,2313,PACIFIC STREET,11233,1435,54,1,16,2015-04-01T00:00:00.000,2,CLOSE,2015-04-11T00:00:00.000
241,7419458,89073,2,BRONX,1465,JESUP AVENUE,10452,2872,207,1J,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
242,7419459,52012,2,BRONX,2420,BRONX PARK EAST,10467,4424,12,4H,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
243,7419460,324116,3,BROOKLYN,245,LENOX ROAD,11226,5066,79,1D,17,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
244,7419463,382458,3,BROOKLYN,229,TROY AVENUE,11213,1377,7,7,8,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
245,7419464,815027,4,QUEENS,22-59,DIX AVENUE,11691,15661,31,3E,14,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
246,7419465,631944,4,QUEENS,402,BEACH 25 STREET,11691,15774,50,BLDG,14,2015-04-01T00:00:00.000,2,CLOSE,2015-04-21T00:00:00.000
247,7419466,59959,2,BRONX,2431,CROTONA AVENUE,10458,3105,45,5,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
248,7419467,380440,3,BROOKLYN,316,SUYDAM STREET,11237,3220,28,1L,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-24T00:00:00.000
249,7419468,808943,3,BROOKLYN,37,NEW LOTS AVENUE,11212,3628,1,5C,16,2015-04-01T00:00:00.000,2,CLOSE,2015-04-16T00:00:00.000
250,7419469,5622,1,MANHATTAN,1697,AMSTERDAM AVENUE,10031,2059,32,33,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
251,7419470,317673,3,BROOKLYN,992,JEFFERSON AVENUE,11221,1488,39,BLDG,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
252,7419472,506626,4,QUEENS,26-11,96 STREET,11369,1376,53,1R,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
253,7419473,52012,2,BRONX,2420,BRONX PARK EAST,10467,4424,12,6G,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
254,7419474,323973,3,BROOKLYN,385,LEGION STREET,11212,3595,18,1F,16,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
255,7419478,98863,2,BRONX,1451,NEEDHAM AVENUE,10469,4717,45,BSNT,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
256,7419480,43555,1,MANHATTAN,534,WEST 187 STREET,10033,2156,72,7,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
257,7419482,956227,2,BRONX,104,SUNSET BOULEVARD,10473,3432,7501,104,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
258,8320198,531992,4,QUEENS,101-11,118 STREET,11419,9486,70,1STFL,9,2016-12-28T00:00:00.000,2,CLOSE,2017-01-09T00:00:00.000
259,7419489,37670,1,MANHATTAN,209,WEST 107 STREET,10025,1879,23,BLDG,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
260,7419491,55615,2,BRONX,1381,CASTLE HILL AVENUE,10462,3935,53,B15,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
261,7419494,296023,3,BROOKLYN,816,FRANKLIN AVENUE,11225,1185,46,3B,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-14T00:00:00.000
262,8320199,445360,4,QUEENS,97-30,57 AVENUE,11368,1918,65,12L,4,2016-12-28T00:00:00.000,2,CLOSE,2017-01-04T00:00:00.000
263,7419500,46462,2,BRONX,1047,AVENUE ST JOHN,10455,2603,208,2H,2,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
264,7419507,32401,1,MANHATTAN,51,WEST 35 STREET,10018,837,12,BLDG,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
265,8320200,101163,2,BRONX,3203,PARK AVENUE,10451,2421,36,5Q,4,2016-12-28T00:00:00.000,2,CLOSE,2017-01-04T00:00:00.000
266,7419517,808,1,MANHATTAN,128,2 AVENUE,10003,449,6,E1,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
267,7419520,811181,4,QUEENS,80-12,AUSTIN STREET,11415,3335,30,2B,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
268,7419522,234789,3,BROOKLYN,125,DUMONT AVENUE,11212,3554,48,2B,16,2015-04-01T00:00:00.000,2,CLOSE,2015-04-09T00:00:00.000
269,7419523,629934,4,QUEENS,82-67,AUSTIN STREET,11415,3353,1,416,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
270,7419524,671271,4,QUEENS,42-65,KISSENA BOULEVARD,11355,5180,1,BLDG,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
271,7419528,293933,3,BROOKLYN,1042,FLUSHING AVENUE,11237,3155,22,BLDG,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
272,7419448,424681,4,QUEENS,96-10,37 AVENUE,11368,1759,1,D11,3,2015-04-01T00:00:00.000,2,CLOSE,2015-06-23T00:00:00.000
273,7419515,28046,1,MANHATTAN,1640,ST NICHOLAS AVENUE,10040,2161,17,1E,12,2015-04-01T00:00:00.000,2,CLOSE,2015-06-08T00:00:00.000
274,7419450,633317,4,QUEENS,3-37,BEACH 68 STREET,11692,15916,58,2,14,2015-04-01T00:00:00.000,2,CLOSE,2015-07-07T00:00:00.000
275,7419456,25494,1,MANHATTAN,27,MONROE STREET,10002,276,14,BLDG,3,2015-04-01T00:00:00.000,2,CLOSE,2015-07-08T00:00:00.000
276,7419518,66387,2,BRONX,265,EAST 182 STREET,10457,3150,45,17,5,2015-04-01T00:00:00.000,2,CLOSE,2015-07-28T00:00:00.000
277,7419486,311238,3,BROOKLYN,126,HERKIMER STREET,11216,1867,20,10,3,2015-04-01T00:00:00.000,2,CLOSE,2015-08-18T00:00:00.000
278,7419531,811841,4,QUEENS,20-47,SEAGIRT BOULEVARD,11691,15815,220,5G,14,2015-04-01T00:00:00.000,2,CLOSE,2015-04-10T00:00:00.000
279,7419534,948155,3,BROOKLYN,642,ELDERT LANE,11208,4257,1,BLDG,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
280,7419535,65812,2,BRONX,255,EAST 176 STREET,10457,2802,46,2F,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-21T00:00:00.000
281,7419537,17309,1,MANHATTAN,424,EAST 83 STREET,10028,1562,34,1W,8,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
282,7419539,96760,2,BRONX,2090,MOHEGAN AVENUE,10460,3123,46,5D,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
283,7419540,19546,1,MANHATTAN,239,EAST 115 STREET,10029,1665,21,F5,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
284,7419541,14035,1,MANHATTAN,401,EAST 50 STREET,10022,1362,1,BLDG,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
285,7419542,27343,1,MANHATTAN,736,RIVERSIDE DRIVE,10031,2097,47,1E,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-05T00:00:00.000
286,7419543,19547,1,MANHATTAN,241,EAST 115 STREET,10029,1665,22,F3,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
287,7419544,809899,3,BROOKLYN,448,WILSON AVENUE,11221,3376,39,2DFL,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-18T00:00:00.000
288,7419546,27396,1,MANHATTAN,900,RIVERSIDE DRIVE,10032,2136,167,BLDG,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-01T00:00:00.000
289,7419547,305929,3,BROOKLYN,433,HALSEY STREET,11233,1659,44,2FL,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
290,7419548,110042,2,BRONX,1345,SOUTHERN BOULEVARD,10459,2976,87,3D,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-18T00:00:00.000
291,7419549,207846,3,BROOKLYN,2349,BENSON AVENUE,11214,6863,6,3A,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
292,7419550,95695,2,BRONX,1307,MERRIAM AVENUE,10452,2532,43,BLDG,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
293,7419551,211961,3,BROOKLYN,2407,BRIGHAM STREET,11235,7429,74,1STFLR,15,2015-04-01T00:00:00.000,2,CLOSE,2015-04-21T00:00:00.000
294,7419552,6209,1,MANHATTAN,27,AUDUBON AVENUE,10032,2123,52,BLDG,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
295,7419553,561847,4,QUEENS,109-66,153 STREET,11433,12142,20,BLDG,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-25T00:00:00.000
296,7419555,66460,2,BRONX,786,EAST 182 STREET,10460,3110,63,4H,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-16T00:00:00.000
297,8320201,808173,3,BROOKLYN,121,EAST 86 STREET,11236,4746,11,1J,17,2016-12-28T00:00:00.000,2,CLOSE,2017-01-19T00:00:00.000
298,7419557,811253,4,QUEENS,141,BEACH 56 PLACE,11692,15926,1,207,14,2015-04-01T00:00:00.000,2,CLOSE,2015-04-10T00:00:00.000
299,7419558,671271,4,QUEENS,42-65,KISSENA BOULEVARD,11355,5180,1,BLDG,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
300,7419559,62756,2,BRONX,347,EAST 138 STREET,10454,2301,46,BLDG,1,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
301,7419560,4168,1,MANHATTAN,2816,FREDERICK DOUGLASS BOULEVARD,10039,2035,1,6N,10,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
302,7419561,948155,3,BROOKLYN,642,ELDERT LANE,11208,4257,1,BLDG,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
303,7419562,53808,2,BRONX,890,BRYANT AVENUE,10474,2761,149,6D,2,2015-04-01T00:00:00.000,2,CLOSE,2015-04-21T00:00:00.000
304,7419563,239893,3,BROOKLYN,465,EAST 7 STREET,11218,5376,76,4P,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
305,7419564,671271,4,QUEENS,42-65,KISSENA BOULEVARD,11355,5180,1,BLDG,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
306,7419566,347157,3,BROOKLYN,1033,OCEAN AVENUE,11226,5220,77,2,14,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
307,7419567,66454,2,BRONX,747,EAST 182 STREET,10457,3099,4,19,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-14T00:00:00.000
308,7419568,808040,3,BROOKLYN,2078,CROPSEY AVENUE,11214,6469,1,3D,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
309,7419569,66460,2,BRONX,786,EAST 182 STREET,10460,3110,63,4H,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-15T00:00:00.000
310,7419570,55303,2,BRONX,4429,CARPENTER AVENUE,10470,5066,56,1,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-17T00:00:00.000
311,7419571,9144,1,MANHATTAN,275,CENTRAL PARK WEST,10024,1201,34,19D,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-01T00:00:00.000
312,7419572,97945,2,BRONX,1105,MORRISON AVENUE,10472,3744,39,1B,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
313,7419575,948155,3,BROOKLYN,642,ELDERT LANE,11208,4257,1,BLDG,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
314,7419576,14035,1,MANHATTAN,401,EAST 50 STREET,10022,1362,1,BLDG,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
315,7419577,360672,3,BROOKLYN,1220,REMSEN AVENUE,11236,8026,48,1,18,2015-04-01T00:00:00.000,2,CLOSE,2015-04-05T00:00:00.000
316,7419578,104328,2,BRONX,1390,PROSPECT AVENUE,10459,2971,19,1A,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-09T00:00:00.000
317,7419579,317673,3,BROOKLYN,992,JEFFERSON AVENUE,11221,1488,39,8,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
318,7419581,8026,1,MANHATTAN,3413,BROADWAY,10031,2087,34,BLDG,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-06T00:00:00.000
319,7419582,948155,3,BROOKLYN,642,ELDERT LANE,11208,4257,1,2C,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
320,8320202,306278,3,BROOKLYN,823,HALSEY STREET,11233,1491,57,3L,3,2016-12-28T00:00:00.000,2,CLOSE,2017-01-13T00:00:00.000
321,7419584,804916,1,MANHATTAN,13,HAMILTON TERRACE,10031,2050,100,6A,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
322,7419545,37231,1,MANHATTAN,27,WEST 96 STREET,10025,1832,16,5D,7,2015-04-01T00:00:00.000,2,CLOSE,2015-06-25T00:00:00.000
323,7419554,14035,1,MANHATTAN,401,EAST 50 STREET,10022,1362,1,BLDG,6,2015-04-01T00:00:00.000,2,CLOSE,2015-06-02T00:00:00.000
324,7419585,303313,3,BROOKLYN,75,GRANT AVENUE,11208,4112,18,2B,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-21T00:00:00.000
325,7419586,37738,1,MANHATTAN,241,WEST 108 STREET,10025,1880,7,6A,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-16T00:00:00.000
326,7419588,8157,1,MANHATTAN,3885,BROADWAY,10032,2137,80,7,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-14T00:00:00.000
327,7419589,37466,1,MANHATTAN,111,WEST 104 STREET,10025,1859,24,BLDG,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-20T00:00:00.000
328,7419590,6126,1,MANHATTAN,23,ARDEN STREET,10040,2174,189,BLDG,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
329,7419591,927455,2,BRONX,2438A,BEAUMONT AVENUE,10458,3105,13,1A,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
330,7419592,61018,2,BRONX,3345,DECATUR AVENUE,10467,3352,63,2B,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
331,7419593,27338,1,MANHATTAN,710,RIVERSIDE DRIVE,10031,2095,20,3D,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-24T00:00:00.000
332,7419594,79703,2,BRONX,1165,FULTON AVENUE,10456,2609,51,1HBSMT,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-16T00:00:00.000
333,7419595,706055,4,QUEENS,67-70,YELLOWSTONE BOULEVARD,11375,2136,33,5R,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
334,7419597,120819,2,BRONX,1767,WEEKS AVENUE,10457,2796,42,3F,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-16T00:00:00.000
335,7419598,33979,1,MANHATTAN,436,WEST 52 STREET,10019,1061,51,12E,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-17T00:00:00.000
336,7419599,359152,3,BROOKLYN,226,QUINCY STREET,11216,1807,36,2,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
337,8320204,282362,3,BROOKLYN,126,EAST 93 STREET,11212,4611,13,2R,17,2016-12-28T00:00:00.000,2,CLOSE,2017-01-04T00:00:00.000
338,7419602,358223,3,BROOKLYN,489,PUTNAM AVENUE,11221,1825,44,2,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-16T00:00:00.000
339,7419603,120819,2,BRONX,1767,WEEKS AVENUE,10457,2796,42,3F,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-28T00:00:00.000
340,7419605,149493,3,BROOKLYN,1254,42 STREET,11219,5598,27,C6,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-11T00:00:00.000
341,7419606,114469,2,BRONX,2454,TIEBOUT AVENUE,10458,3022,58,6B,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
342,8320205,31104,1,MANHATTAN,246,WEST 21 STREET,10011,770,65,23,4,2016-12-28T00:00:00.000,2,CLOSE,2017-01-04T00:00:00.000
343,7419608,268599,3,BROOKLYN,462,EAST 52 STREET,11203,4723,19,BLDG,17,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
344,7419609,321709,3,BROOKLYN,432,KOSCIUSZKO STREET,11221,1605,39,3R,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-14T00:00:00.000
345,7419611,60449,2,BRONX,1975,DAVIDSON AVENUE,10453,2870,61,4G,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
346,7419613,67103,2,BRONX,320,EAST 197 STREET,10458,3288,25,5D,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
347,7419614,388456,3,BROOKLYN,702,WARWICK STREET,11207,4310,15,1,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-21T00:00:00.000
348,7419615,28300,1,MANHATTAN,950,ST NICHOLAS AVENUE,10032,2108,9,3,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
349,7419616,43713,1,MANHATTAN,646,WEST 207 STREET,10034,2240,21,BLDG,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
350,7419617,808,1,MANHATTAN,128,2 AVENUE,10003,449,6,C3,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
351,7419618,808,1,MANHATTAN,128,2 AVENUE,10003,449,6,BLDG,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
352,7419619,354135,3,BROOKLYN,2212,PITKIN AVENUE,11207,4009,22,1R,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-23T00:00:00.000
353,7419620,808,1,MANHATTAN,128,2 AVENUE,10003,449,6,BLDG,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
354,7419622,700220,4,QUEENS,42-37,UNION STREET,11355,5181,6,15B,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-06T00:00:00.000
355,7419623,811186,4,QUEENS,120,BEACH 19 STREET,11691,15638,1,BLDG,14,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
356,7419624,808394,3,BROOKLYN,600,GATES AVENUE,11221,1816,1,5B,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-09T00:00:00.000
357,8320206,98099,2,BRONX,226,MT HOPE PLACE,10457,2802,17,1A,5,2016-12-28T00:00:00.000,2,CLOSE,2017-01-04T00:00:00.000
358,7419627,67001,2,BRONX,230,EAST 196 STREET,10458,3300,44,BLDG,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
359,7419628,43523,1,MANHATTAN,603,WEST 185 STREET,10033,2166,53,3,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-15T00:00:00.000
360,7419629,80058,2,BRONX,1015,GERARD AVENUE,10452,2486,30,4G,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
361,7419630,393006,3,BROOKLYN,1684,WEST 10 STREET,11223,6621,42,5D,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-10T00:00:00.000
362,7419632,32921,1,MANHATTAN,351,WEST 42 STREET,10036,1033,6,1518,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-24T00:00:00.000
363,7419633,19910,1,MANHATTAN,453,EAST 117 STREET,10035,1711,121,4B,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-30T00:00:00.000
364,7419634,427527,4,QUEENS,52-05,39 ROAD,11377,1235,70,3A,2,2015-04-01T00:00:00.000,2,CLOSE,2015-04-21T00:00:00.000
365,7419596,120819,2,BRONX,1767,WEEKS AVENUE,10457,2796,42,3F,5,2015-04-01T00:00:00.000,2,CLOSE,2015-05-01T00:00:00.000
366,7419612,41678,1,MANHATTAN,605,WEST 142 STREET,10031,2089,24,6,9,2015-04-01T00:00:00.000,2,CLOSE,2015-06-05T00:00:00.000
367,7419621,396817,3,BROOKLYN,170,WILSON AVENUE,11237,3234,32,3L,4,2015-04-01T00:00:00.000,2,CLOSE,2015-06-20T00:00:00.000
368,7419604,59241,2,BRONX,2584,CRESTON AVENUE,10468,3168,1,23,7,2015-04-01T00:00:00.000,2,CLOSE,2015-07-16T00:00:00.000
369,7419610,814331,1,MANHATTAN,546,MAIN STREET,10044,1373,30,1118,8,2015-04-01T00:00:00.000,2,CLOSE,2015-07-29T00:00:00.000
370,7419635,20373,1,MANHATTAN,134,EAST 122 STREET,10035,1770,159,7D,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
371,7419636,236520,3,BROOKLYN,780,EAST 2 STREET,11218,5408,31,BLDG,14,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
372,7419637,686676,4,QUEENS,64-04,PALMETTO STREET,11385,3617,7,2,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-17T00:00:00.000
373,7419638,287261,3,BROOKLYN,1569,EAST NEW YORK AVENUE,11212,1461,27,2L,16,2015-04-01T00:00:00.000,2,CLOSE,2015-04-11T00:00:00.000
374,8320207,362421,3,BROOKLYN,265,ROCHESTER AVENUE,11213,1392,10,2C,8,2016-12-28T00:00:00.000,2,CLOSE,2017-01-23T00:00:00.000
375,7419640,288435,3,BROOKLYN,104,ELDERT STREET,11207,3415,36,1FL,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-06T00:00:00.000
376,7419642,117026,2,BRONX,2183,VALENTINE AVENUE,10457,3149,147,1D,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-05T00:00:00.000
377,7419643,806886,2,BRONX,20,RICHMAN PLAZA,10453,2882,229,16F,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
378,7419646,48151,2,BRONX,2248,BASSFORD AVENUE,10457,3050,98,3N,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
379,8320208,105071,2,BRONX,351,QUINCY AVENUE,10465,5579,86,1FL,10,2016-12-28T00:00:00.000,2,CLOSE,2017-01-04T00:00:00.000
380,7419649,23660,1,MANHATTAN,630,LENOX AVENUE,10037,1737,69,4H,10,2015-04-01T00:00:00.000,2,CLOSE,2015-04-06T00:00:00.000
381,7419650,65960,2,BRONX,245,EAST 178 STREET,10457,2811,1,1F,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-14T00:00:00.000
382,7419651,415418,4,QUEENS,23-05,29 STREET,11105,842,64,BLDG,1,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
383,7419652,807988,3,BROOKLYN,8,COLUMBIA PLACE,11201,258,17,GRFL,2,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
384,7419653,9778,1,MANHATTAN,476,COLUMBUS AVENUE,10024,1213,36,1A,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-09T00:00:00.000
385,8320212,92449,2,BRONX,991,EAST 173 STREET,10460,3002,47,3D,3,2016-12-28T00:00:00.000,2,CLOSE,2017-01-05T00:00:00.000
386,7419655,34184,1,MANHATTAN,49,WEST 55 STREET,10019,1271,14,3R,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-15T00:00:00.000
387,7419656,352599,3,BROOKLYN,150,PATCHEN AVENUE,11221,1652,43,4L,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
388,7419657,699233,4,QUEENS,84-09,TALBOT STREET,11415,3357,12,A21,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-10T00:00:00.000
389,7419658,838109,1,MANHATTAN,452,ST NICHOLAS AVENUE,10027,1958,41,1B,10,2015-04-01T00:00:00.000,2,CLOSE,2015-04-21T00:00:00.000
390,7419659,234759,3,BROOKLYN,1017,DUMONT AVENUE,11208,4067,50,1F,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-17T00:00:00.000
391,8320213,116892,2,BRONX,2170,DR M L KING JR BOULEVARD,10453,3211,9,4S,5,2016-12-28T00:00:00.000,2,CLOSE,2017-01-04T00:00:00.000
392,7419662,81919,2,BRONX,3034,GRAND CONCOURSE,10458,3308,1,D2N,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
393,7419663,55833,2,BRONX,762,CAULDWELL AVENUE,10456,2629,11,3,1,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
394,7419664,94228,2,BRONX,2048,MAPES AVENUE,10460,3108,2,BSMT,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
395,7419665,292832,3,BROOKLYN,606,FLATBUSH AVENUE,11225,5026,154,11225,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
396,7419667,59160,2,BRONX,2076,CRESTON AVENUE,10453,3160,14,A22,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
397,7419668,426133,4,QUEENS,22-06,38 STREET,11105,806,33,3A,1,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
398,7419670,809424,3,BROOKLYN,9747,SHORE ROAD,11209,6129,1,A7,10,2015-04-01T00:00:00.000,2,CLOSE,2015-04-05T00:00:00.000
399,7419671,352599,3,BROOKLYN,150,PATCHEN AVENUE,11221,1652,43,3L,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-09T00:00:00.000
400,7419672,357354,3,BROOKLYN,930,PROSPECT PLACE,11213,1235,27,C,8,2015-04-01T00:00:00.000,2,CLOSE,2015-04-05T00:00:00.000
401,7419673,87876,2,BRONX,842,HUNTS POINT AVENUE,10474,2762,14,1,2,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
402,7419674,6185,1,MANHATTAN,165,AUDUBON AVENUE,10033,2130,29,61,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-06T00:00:00.000
