school_year,location_name,location_code,borough,geographical_district_code,register,schools,nypd_site_code,nypd_site_name,schools_in_building,major_n,oth_n,nocrim_n,prop_n,vio_n,engroupa,rangea,avgofmajor_n,avgofoth_n,avgofnocrim_n,avgofprop_n,avgofvio_n,geocode,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,postcode,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,building_name
2016 - 17,616 QUINCY STREET CONSOLIDATED LOCATION,K308,K,16,420,2,1048,PS 305K,P.S. 308 Clara Cardwell|  Teaching Firms of America-Professional Preparatory|  616 QUINCY STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '30.079916', 'longitude': '-93.767893', 'human_address': '{""address"": ""616 QUINCY STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",23204.0,,,,,11221.0,40.688695,-73.935499,3.0,36.0,293.0,3044493.0,3016300001.0,Stuyvesant Heights                                                         ,616 QUINCY STREET CONSOLIDATED LOCATION
2016 - 17,325 BUSHWICK AVENUE CONSOLIDATED LOCATION,K147,K,14,318,2,92,PS 145K,P.S. 147 Isaac Remsen |  Young Women's Leadership School of Brooklyn |  325 BUSHWICK AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '40.704801', 'longitude': '-73.939232', 'human_address': '{""address"": ""325 BUSHWICK AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",17213.0,36.0,2.0,30.0,56.0,11206.0,40.705204,-73.939407,1.0,34.0,485.0,3071418.0,3030910001.0,Bushwick South                                                             ,325 BUSHWICK AVENUE CONSOLIDATED LOCATION
2016 - 17,The Lexington Academy,M072,M,4,1526,3,689,PS 064M,New York City Lab Middle School for Collaborative |  N.Y.C. Lab School for Collaborative Studies |  N.Y.C. Museum School |  333 WEST  17 STREET CONSOLIDATED LOCATION,0,2,10,1,1,8C,1501-1750,0.66,3.26,7.31,1.77,1.74,"{'latitude': '42.726789', 'longitude': '-71.156402', 'human_address': '{""address"": ""131 EAST 104 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",7060.0,,,,,10029.0,40.791179,-73.947776,11.0,8.0,166.0,1081340.0,1016320011.0,East Harlem South                                                          ,333 WEST  17 STREET CONSOLIDATED LOCATION
2016 - 17,DeWitt Clinton High School,X440,X,10,2637,6,336,EVANDER CHILDS HS,West Bronx Academy for the Future|  Knowledge and Power Preparatory Academy Internatio|  Belmont Preparatory High School|  Fordham High School for the Arts|  Fordham Leadership Academy for Business and Techno|  Bronx High School for Law and Community Service|    500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,3,7,20,3,7,11C,2501-3000,3.14,13,34.86,8.29,5.29,"{'latitude': '40.880901', 'longitude': '-73.886187', 'human_address': '{""address"": ""100 WEST MOSHOLU PARKWAY SOUTH"", ""city"": """", ""state"": """", ""zip"": """"}'}",11606.0,24.0,5.0,40.0,34.0,10468.0,40.882178,-73.88691,7.0,11.0,409.0,2095215.0,2032510201.0,Van Cortlandt Village                                                      ,500 EAST FORDHAM ROAD CONSOLIDATED LOCATION
2016 - 17,I.S. 228 David A. Boody,K228,K,21,1379,1,270,PS 225K,J.H.S. 227 Edward B. Shallow,0,0,6,0,0,7C,1251-1500,0.64,3.02,5.77,1.72,1.54,"{'latitude': '31.153602', 'longitude': '-99.335403', 'human_address': '{""address"": ""228 AVENUE S"", ""city"": """", ""state"": """", ""zip"": """"}'}",2107.0,,,,,11223.0,40.6013,-73.976953,11.0,47.0,410.0,3190273.0,3070840001.0,Bensonhurst East                                                           ,
2016 - 17,In-Tech Academy (M.S. / High School 368),X368,X,10,400,3,456,MS 254X,Academy for Scholarship and Entrepreneurship: A Co |  New World High School |  The Bronxwood Preparatory Academy |  921 EAST 228TH STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '40.877814', 'longitude': '-73.911868', 'human_address': '{""address"": ""2975 TIBBETT AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",11272.0,48.0,4.0,39.0,33.0,10463.0,40.879368,-73.909896,8.0,11.0,29302.0,2112838.0,2057160725.0,Spuyten Duyvil-Kingsbridge                                                 ,921 EAST 228TH STREET CONSOLIDATED LOCATION
2016 - 17,Food and Finance High School,M288,M,2,407,4,534,CHOIR ACADEMY,The Urban Assembly School for Emergency Management|Manhattan Early College School for Advertising|Urban Assembly Maker Academy|Murry Bergtraum High School for Business Careers|411 PEARL STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '25.826427', 'longitude': '-80.127267', 'human_address': '{""address"": ""525 WEST 50TH STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",24833.0,,,,,10019.0,40.765184,-73.992953,4.0,3.0,135.0,1083802.0,1010790029.0,Clinton                                                                    ,411 PEARL STREET CONSOLIDATED LOCATION
2016 - 17,Aspirations Diploma Plus High School,K646,K,23,247,1,64,PS 036K,I.S. 340,0,0,1,0,0,2C,1-250,0.24,0.71,1.71,0.51,0.32,"{'latitude': '40.677151', 'longitude': '-73.904197', 'human_address': '{""address"": ""1495 HERKIMER STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",13516.0,55.0,2.0,37.0,46.0,11207.0,40.67715,-73.903953,16.0,37.0,367.0,3042309.0,3015540016.0,Ocean Hill                                                                 ,
2016 - 17,Earth School,M364,M,1,247,3,687,PS 061M,P.S. 064 Robert Simon |  Earth School |  Tompkins Square Middle School |  600 EAST  6 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'latitude': '45.185051', 'longitude': '-89.691868', 'human_address': '{""address"": ""600 EAST 6 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",19174.0,,,,,10009.0,40.72438,-73.98138,3.0,2.0,2601.0,1004627.0,1003870001.0,Lower East Side                                                            ,600 EAST  6 STREET CONSOLIDATED LOCATION
2016 - 17,P.S. X088 - S. Silverstein Little Sparrow School,X088,X,9,989,1,1134,MOSHOLU NEW BEGINNINGS,P.S. 085 Great Expectations,0,0,1,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,"{'latitude': '40.837101', 'longitude': '-73.913706', 'human_address': '{""address"": ""1340 SHERIDAN AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",10934.0,50.0,5.0,42.0,27.0,10456.0,40.837275,-73.913574,4.0,16.0,17902.0,2094533.0,2028300017.0,East Concourse-Concourse Village                                           ,
2016 - 17,I.S. 281 Joseph B Cavallaro,K281,K,21,211,2,#N/A,#N/A,M.S. 442 Carroll Gardens School for Innovation |Pre-Kcenter @ Bishop Ford School Site,0,0,0,0,0,2C,1-250,0.24,0.71,1.71,0.51,0.32,"{'latitude': '39.751528', 'longitude': '-104.885878', 'human_address': '{""address"": ""8787 24 AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",20975.0,,,,,11214.0,40.595341,-73.993457,11.0,47.0,304.0,3186626.0,3068910001.0,Bensonhurst East                                                           ,PRE-K CENTER @ 500 19TH STREET - BROOKLYN
2016 - 17,High School for Innovation in Advertising and Medi,K617,K,18,1478,4,10,BUSHWICK HS CAMPUS,Origins High School| Professional Pathways High School| New Visions Charter High School for Advanced Math| New Visions Charter High School for the Humanities| 3000 AVENUE X CONSOLIDATED LOCATION,3,7,7,4,5,7C,1251-1500,0.64,3.02,5.77,1.72,1.54,"{'latitude': '40.640813', 'longitude': '-73.897499', 'human_address': '{""address"": ""1600 ROCKAWAY PARKWAY"", ""city"": """", ""state"": """", ""zip"": """"}'}",13827.0,5.0,2.0,8.0,42.0,11236.0,40.641474,-73.898254,18.0,46.0,990.0,3230949.0,3082220001.0,Canarsie                                                                   ,3000 AVENUE X CONSOLIDATED LOCATION
2016 - 17,456 WHITE PLAINS ROAD CONSOLIDATED LOCATION,X174,X,8,276,1,1026,HOSTOS-LINCOLN ACADEMY,P.S. 170 | 1598 Townsend Avenue,0,1,0,1,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,"{'latitude': '35.006166', 'longitude': '-81.729256', 'human_address': '{""address"": ""456 WHITE PLAINS ROAD"", ""city"": """", ""state"": """", ""zip"": """"}'}",23236.0,,,,,10473.0,40.814833,-73.85658,9.0,18.0,4.0,2020580.0,2034780018.0,Soundview-Castle Hill-Clason Point-Harding Park                            ,
2016 - 17,330 18 STREET CONSOLIDATED LOCATION,K845,K,15,563,2,317,SOUTH BROOKLYN COMMUNITY HS,P.S. 295 |  New Voices School of Academic & Creative Arts |  330 18 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"{'latitude': '35.375251', 'longitude': '-119.00591', 'human_address': '{""address"": ""330 18 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",6398.0,,,,,,,,,,,,,,330 18 STREET CONSOLIDATED LOCATION
2016 - 17,P.S. 176 Cambria Heights,Q176,Q,29,945,1,859,JHS 168Q,P.S. 173 Fresh Meadows,0,1,0,0,1,5C,751-1000,0.38,1.71,2.38,0.98,0.82,"{'latitude': '41.615667', 'longitude': '-81.518679', 'human_address': '{""address"": ""120 45 235 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",8116.0,,,,,11411.0,40.685492,-73.729982,13.0,27.0,614.0,4276382.0,4128200001.0,Cambria Heights                                                            ,
2016 - 17,The Bilingual Bicultural School,M182,M,4,457,2,586,PS 075M,P.S. 083 Luis Munoz Rivera |  The Bilingual Bicultural School |  219 EAST 109 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '37.28798', 'longitude': '-76.77001', 'human_address': '{""address"": ""219 EAST 109 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",23516.0,,,,,10029.0,40.793194,-73.942548,11.0,8.0,180.0,1052436.0,1016590012.0,East Harlem North                                                          ,219 EAST 109 STREET CONSOLIDATED LOCATION
2016 - 17,P.S. 062 Inocensio Casanova,X062,X,8,539,2,426,CS 057X,P.S. 061 Francisco Oller |  E.S.M.T- I.S. 190 |  1550 CROTONA PARK EAST CONSOLIDATED LOCATION,0,0,2,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,"{'latitude': '27.438628', 'longitude': '-82.684013', 'human_address': '{""address"": ""660 FOX STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",3689.0,,,,,10455.0,40.814031,-73.900609,2.0,8.0,83.0,2005089.0,2026830065.0,Longwood                                                                   ,1550 CROTONA PARK EAST CONSOLIDATED LOCATION
2016 - 17,154 WEST  93 STREET CONSOLIDATED LOCATION,M118,M,3,756,3,692,PS 116M,M.S. 256 Academic & Athletic Excellence |  Community Action School - MS 258 |  P.S. 333 Manhattan School for Children |  154 WEST  93 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A,"{'latitude': '33.951918', 'longitude': '-118.276016', 'human_address': '{""address"": ""154 WEST 93 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",22352.0,,,,,10025.0,40.791728,-73.970845,7.0,6.0,177.0,1032522.0,1012230005.0,Upper West Side                                                            ,154 WEST  93 STREET CONSOLIDATED LOCATION
2016 - 17,M.S. 223 The Laboratory School of Finance and Tech,X223,X,7,409,3,354,MS 144X,Kappa |  I.S. 219 New Venture School |  Frederick Douglass Academy III Secondary School |  3630 THIRD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '41.573318', 'longitude': '-72.701902', 'human_address': '{""address"": ""360 EAST 145 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",12746.0,,,,,10454.0,40.813983,-73.920782,1.0,8.0,43.0,2097038.0,2023060054.0,Mott Haven-Port Morris                                                     ,3630 THIRD AVENUE CONSOLIDATED LOCATION
2016 - 17,P.S. 156 Waverly,K156,K,23,957,2,190,MS 136K,P.S. 346 Abe Stark |  Frederick Douglass Academy VIII Middle School |  1400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,0,0,3,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,"{'latitude': '38.748514', 'longitude': '-121.281008', 'human_address': '{""address"": ""104 SUTTER AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",20884.0,,,,,11212.0,40.665965,-73.918107,16.0,41.0,900.0,3081276.0,3035350016.0,Brownsville                                                                ,1400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION
2016 - 17,P.S. 081 Thaddeus Stevens,K081,K,16,315,2,158,IS 078K,P.S. 081 Thaddeus Stevens; P.S.004 | 990 DEKALB AVENUE,0,1,2,1,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,"{'latitude': '36.812042', 'longitude': '-76.351273', 'human_address': '{""address"": ""990 DEKALB AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",14270.0,,,,,11221.0,40.693161,-73.935765,3.0,36.0,289.0,3043248.0,3016020019.0,Stuyvesant Heights                                                         ,
2016 - 17,Bushwick Leaders High School for Academic Excellen,K556,K,32,461,1,293,PS 295K,P.S. 361 East Flatbush Early Childhood School,0,0,1,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,"{'latitude': '40.694887', 'longitude': '-73.927855', 'human_address': '{""address"": ""797 BUSHWICK AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",18181.0,42.0,2.0,30.0,53.0,11221.0,40.695056,-73.92814,4.0,34.0,393.0,3073761.0,3032420001.0,Bushwick South                                                             ,
2016 - 17,512 CARROLL STREET CONSOLIDATED LOCATION,K834,K,15,,2,1444,PS 163 Bath Beach,P.S. 372 -The Children's School | The Children's School | 512 CARROLL STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,"{'latitude': '28.558325', 'longitude': '-81.764104', 'human_address': '{""address"": ""512 CARROLL STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",17830.0,,,,,11215.0,40.676668,-73.985258,6.0,39.0,119.0,3007707.0,3004550001.0,Park Slope-Gowanus                                                         ,512 CARROLL STREET CONSOLIDATED LOCATION
2016 - 17,Bronx Academy for Software Engineering (BASE),X264,X,10,455,4,448,JOHN F. KENNEDY HS,"H.E.R.O. High (Health, Education, and Research Occ |  Mott Haven Community High School |  Samuel Gompers Career and Technical Education High |  New Visions Charter High School for the Humanities455 SOUTHERN BLVD CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '40.855858', 'longitude': '-73.882656', 'human_address': '{""address"": ""2474 CROTONA AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",10936.0,35.0,5.0,22.0,31.0,10458.0,40.855698,-73.882715,6.0,15.0,393.0,2012887.0,2031040007.0,Belmont                                                                    ,455 SOUTHERN BLVD CONSOLIDATED LOCATION
2016 - 17,160 EAST 120 STREET CONSOLIDATED LOCATION,M007,M,4,134,2,676,PS 002M,P.S. 007 Samuel Stern |  Global Technology Preparatory |  160 EAST 120 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'latitude': '40.773477', 'longitude': '-111.886448', 'human_address': '{""address"": ""160 EAST 120 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",11574.0,,,,,10035.0,40.801007,-73.939349,11.0,8.0,196.0,1083501.0,1017680021.0,East Harlem North                                                          ,160 EAST 120 STREET CONSOLIDATED LOCATION
2016 - 17,Bedford Stuyvesant Collegiate -Uncommon Collegiate Charter High School,K648,K,13,122,4,5,BOYS AND GIRLS HS,Brooklyn Academy High School|Bedford Stuyvesant Preparatory High School|Bedford Stuyvesant Collegiate -Uncommon Collegiate Charter High School|Brownsville Collegiate Charter School|832 MARCY AVENUE CONSOLIDATED LOCATION ,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'latitude': '40.685105', 'longitude': '-73.947157', 'human_address': '{""address"": ""832 MARCY AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",17618.0,69.0,2.0,49.0,51.0,11216.0,40.685004,-73.947152,3.0,36.0,249.0,3051641.0,3018230038.0,Bedford                                                                    ,832 MARCY AVENUE CONSOLIDATED LOCATION 
2016 - 17,The Forward School,X287,X,11,670,2,389,PS 103X,P.S. 111 Seton Falls I Bronx Charter School for Better Learning | 3740 Baychester Avenue,0,2,1,0,2,4C,501-750,0.28,1.11,1.74,0.75,0.53,"{'latitude': '40.880906', 'longitude': '-73.860905', 'human_address': '{""address"": ""3710 BARNES AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",11605.0,29.0,5.0,2.0,30.0,10467.0,40.880873,-73.860904,12.0,12.0,390.0,2058396.0,2046750020.0,Williamsbridge-Olinville                                                   ,
2016 - 17,511 WEST 182ND STREET CONSOLIDATED LOCATION,M143,M,6,806,2,533,Percy E. Sutton Educ. Complex/Formerly BREAD & ROSES HS,J.H.S. 143 Eleanor Roosevelt |  Washington Heights Expeditionary Learning School |  511 WEST 182ND STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A,"{'latitude': '40.849185', 'longitude': '-73.931585', 'human_address': '{""address"": ""511 WEST 182ND STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",13091.0,47.0,4.0,39.0,22.0,10033.0,40.848908,-73.930948,12.0,10.0,269.0,1063703.0,1021550035.0,Washington Heights North                                                   ,511 WEST 182ND STREET CONSOLIDATED LOCATION
2016 - 17,P.S. Q233,Q233,Q,28,1015,1,1381,Frank Sinatra School of The Arts HS,"High School for Construction Trades, Engineering a",0,1,6,1,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,"{'latitude': '42.280056', 'longitude': '-71.13141', 'human_address': '{""address"": ""91 30 METROPOLITAN AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",10067.0,,,,,11375.0,40.711367,-73.856698,6.0,29.0,645.0,4447233.0,4038860800.0,Forest Hills                                                               ,
2016 - 17,P.S. 115 Alexander Humboldt,M115,M,6,443,1,596,PS 108M,East Side Middle School,0,1,0,0,1,3C,251-500,0.27,0.9,1.67,0.63,0.44,"{'latitude': '39.565503', 'longitude': '-90.650657', 'human_address': '{""address"": ""586 WEST 177 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",32219.0,,,,,10033.0,40.846542,-73.935205,12.0,10.0,261.0,1063228.0,1021330040.0,Washington Heights South                                                   ,
2016 - 17,P.S. K134,K134,K,22,1029,2,317,SOUTH BROOKLYN COMMUNITY HS,P.S. 295 |  New Voices School of Academic & Creative Arts |  330 18 STREET CONSOLIDATED LOCATION,0,0,0,0,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,"{'latitude': '32.501673', 'longitude': '-84.964833', 'human_address': '{""address"": ""4001 18 AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",1403.0,,,,,11218.0,40.63228,-73.973898,14.0,44.0,480.0,3127692.0,3054160048.0,Flatbush                                                                   ,330 18 STREET CONSOLIDATED LOCATION
2016 - 17,James Weldon Johnson,M057,M,4,602,4,552,JHS 052M,"Henry Street School for International Studies |  University Neighborhood Middle School |  Collaborative Academy of Science, Technology, & La | Manhattan Charter School II  |220 HENRY STREET CONSOLIDATED LOCATION",1,1,4,0,2,4C,501-750,0.28,1.11,1.74,0.75,0.53,"{'latitude': '41.840689', 'longitude': '-73.406223', 'human_address': '{""address"": ""176 EAST 115 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",14151.0,,,,,10029.0,40.797577,-73.94128,11.0,8.0,182.0,1083184.0,1016400139.0,East Harlem North                                                          ,220 HENRY STREET CONSOLIDATED LOCATION
2016 - 17,130 ROCHESTER AVENUE CONSOLIDATED LOCATION,K335,K,16,78,2,154,IS 030K,P.S. 335 Granville T. Woods |  M.S. 584 |  130 ROCHESTER AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'latitude': '40.588152', 'longitude': '-73.702658', 'human_address': '{""address"": ""130 ROCHESTER AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",26003.0,,,,,11213.0,40.674656,-73.927794,8.0,36.0,307.0,3035887.0,3013550023.0,Crown Heights North                                                        ,130 ROCHESTER AVENUE CONSOLIDATED LOCATION
2016 - 17,P.S. 201 The Discovery School for Inquiry and Rese,Q201,Q,25,478,1,854,IS 192Q,Goldie Maple Academy,0,0,4,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,"{'latitude': '40.736534', 'longitude': '-73.813364', 'human_address': '{""address"": ""65 11 155 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",14509.0,25.0,3.0,24.0,65.0,11367.0,40.736653,-73.813346,8.0,24.0,122702.0,4146992.0,4067920100.0,Pomonok-Flushing Heights-Hillcrest                                         ,
2016 - 17,School of Science & Technology,K152,K,22,342,1,94,PS 150K,P.S. 151 Lyndon B. Johnson,0,0,0,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,"{'latitude': '29.80732', 'longitude': '-95.390033', 'human_address': '{""address"": ""725 EAST 23 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",12266.0,,,,,11210.0,40.632562,-73.954724,14.0,45.0,772.0,3205780.0,3075510026.0,Flatbush                                                                   ,
