,borough,geographical_district,admin_district,ats_code,location_name,grade_level,bldg_id,bldg_name,ownership,room_number,square_feet,room_function,shared_with_other_schools,inside_v_outside,space_used_for_any_other_purpose_beside_pe
287,Manhattan,2,2,02M289,I.S. 289,Junior High-Intermediate-Middle,M089,P.S./I.S. 89 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"8,600",OUTDOOR YARD,Y,Outside,N
288,Manhattan,2,2,02M290,P.S. 290 Manhattan New School,Elementary,M190,P.S. 290 - MANHATTAN,DOE Owned,403,638,MULTI-PURPOSE CLASSROOM,N,Inside,Y
289,Manhattan,2,2,02M290,P.S. 290 Manhattan New School,Elementary,M190,P.S. 290 - MANHATTAN,DOE Owned,404,550,MULTI-PURPOSE CLASSROOM,N,Inside,Y
290,Manhattan,2,2,02M290,P.S. 290 Manhattan New School,Elementary,M190,P.S. 290 - MANHATTAN,DOE Owned,501,594,MULTI-PURPOSE CLASSROOM,N,Inside,Y
291,Manhattan,2,2,02M290,P.S. 290 Manhattan New School,Elementary,M190,P.S. 290 - MANHATTAN,DOE Owned,1 FLOOR,"7,784",GYM/CAFETERIA,N,Inside,Y
292,Manhattan,2,2,02M290,P.S. 290 Manhattan New School,Elementary,M190,P.S. 290 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"2,207",OUTDOOR YARD,N,Outside,N
293,Manhattan,2,2,02M290,P.S. 290 Manhattan New School,Elementary,M190,P.S. 290 - MANHATTAN,DOE Owned,OUTDOOR YARD 2,"1,907",OUTDOOR YARD,N,Outside,N
294,Manhattan,2,2,02M290,P.S. 290 Manhattan New School,Elementary,M190,P.S. 290 - MANHATTAN,DOE Owned,PCAF,"4,840",GYM/CAFETERIA,N,Inside,Y
295,Manhattan,2,2,02M294,Essex Street Academy,High school,M445,SEWARD PARK HS - MANHATTAN,DOE Owned,098B,760,DANCE ROOM,Y,Inside,N
296,Manhattan,2,2,02M294,Essex Street Academy,High school,M445,SEWARD PARK HS - MANHATTAN,DOE Owned,600B,"3,025",WEIGHT ROOM,Y,Inside,N
297,Manhattan,2,2,02M294,Essex Street Academy,High school,M445,SEWARD PARK HS - MANHATTAN,DOE Owned,B24,667,MULTI-PURPOSE ROOM,Y,Inside,Y
298,Manhattan,2,2,02M294,Essex Street Academy,High school,M445,SEWARD PARK HS - MANHATTAN,DOE Owned,GYM1,"4,620",GYMNASIUM,Y,Inside,N
299,Manhattan,2,2,02M294,Essex Street Academy,High school,M445,SEWARD PARK HS - MANHATTAN,DOE Owned,GYM2,"4,620",GYMNASIUM,Y,Inside,N
300,Manhattan,2,2,02M294,Essex Street Academy,High school,M445,SEWARD PARK HS - MANHATTAN,DOE Owned,POOL,"5,472",SWIMMING POOL,Y,Inside,N
301,Manhattan,2,2,02M296,High School of Hospitality Management,High school,M535,PARK WEST HS (ECF) - MANHATTAN,DOE Owned,175,231,MULTI-PURPOSE NON CLASSROOM,Y,Inside,Y
302,Manhattan,2,2,02M296,High School of Hospitality Management,High school,M535,PARK WEST HS (ECF) - MANHATTAN,DOE Owned,468,777,MULTI-PURPOSE CLASSROOM,Y,Inside,Y
303,Manhattan,2,2,02M296,High School of Hospitality Management,High school,M535,PARK WEST HS (ECF) - MANHATTAN,DOE Owned,513,"1,242",DANCE ROOM,Y,Inside,N
304,Manhattan,2,2,02M296,High School of Hospitality Management,High school,M535,PARK WEST HS (ECF) - MANHATTAN,DOE Owned,375-D,660,MULTI-PURPOSE CLASSROOM,Y,Inside,Y
305,Manhattan,2,2,02M296,High School of Hospitality Management,High school,M535,PARK WEST HS (ECF) - MANHATTAN,DOE Owned,569-GYM,"4,756",GYMNASIUM,Y,Inside,N
306,Manhattan,2,2,02M296,High School of Hospitality Management,High school,M535,PARK WEST HS (ECF) - MANHATTAN,DOE Owned,580-GYM,"9,804",GYMNASIUM,Y,Inside,N
307,Manhattan,2,2,02M296,High School of Hospitality Management,High school,M535,PARK WEST HS (ECF) - MANHATTAN,DOE Owned,G35,"1,326",MULTI-PURPOSE CLASSROOM,Y,Inside,Y
308,Manhattan,2,2,02M298,Pace High School,High school,M131,I.S. 131 - MANHATTAN,DOE Owned,106,"1,720",DANCE ROOM,Y,Inside,N
309,Manhattan,2,2,02M298,Pace High School,High school,M131,I.S. 131 - MANHATTAN,DOE Owned,C40,984,DANCE ROOM,Y,Inside,N
310,Manhattan,2,2,02M298,Pace High School,High school,M131,I.S. 131 - MANHATTAN,DOE Owned,GYM,"5,220",GYMNASIUM,Y,Inside,N
311,Manhattan,2,2,02M298,Pace High School,High school,M131,I.S. 131 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"7,998",OUTDOOR YARD,Y,Outside,N
312,Manhattan,2,2,02M300,"Urban Assembly School of Design and Construction, The",High school,M535,PARK WEST HS (ECF) - MANHATTAN,DOE Owned,175,231,MULTI-PURPOSE NON CLASSROOM,Y,Inside,Y
313,Manhattan,2,2,02M300,"Urban Assembly School of Design and Construction, The",High school,M535,PARK WEST HS (ECF) - MANHATTAN,DOE Owned,468,777,MULTI-PURPOSE CLASSROOM,Y,Inside,Y
314,Manhattan,2,2,02M300,"Urban Assembly School of Design and Construction, The",High school,M535,PARK WEST HS (ECF) - MANHATTAN,DOE Owned,513,"1,242",DANCE ROOM,Y,Inside,N
315,Manhattan,2,2,02M300,"Urban Assembly School of Design and Construction, The",High school,M535,PARK WEST HS (ECF) - MANHATTAN,DOE Owned,375-D,660,MULTI-PURPOSE CLASSROOM,Y,Inside,Y
316,Manhattan,2,2,02M300,"Urban Assembly School of Design and Construction, The",High school,M535,PARK WEST HS (ECF) - MANHATTAN,DOE Owned,569-GYM,"4,756",GYMNASIUM,Y,Inside,N
317,Manhattan,2,2,02M300,"Urban Assembly School of Design and Construction, The",High school,M535,PARK WEST HS (ECF) - MANHATTAN,DOE Owned,580-GYM,"9,804",GYMNASIUM,Y,Inside,N
318,Manhattan,2,2,02M300,"Urban Assembly School of Design and Construction, The",High school,M535,PARK WEST HS (ECF) - MANHATTAN,DOE Owned,G35,"1,326",MULTI-PURPOSE CLASSROOM,Y,Inside,Y
319,Manhattan,2,2,02M303,"Facing History School, The",High school,M535,PARK WEST HS (ECF) - MANHATTAN,DOE Owned,175,231,MULTI-PURPOSE NON CLASSROOM,Y,Inside,Y
320,Manhattan,2,2,02M303,"Facing History School, The",High school,M535,PARK WEST HS (ECF) - MANHATTAN,DOE Owned,468,777,MULTI-PURPOSE CLASSROOM,Y,Inside,Y
321,Manhattan,2,2,02M303,"Facing History School, The",High school,M535,PARK WEST HS (ECF) - MANHATTAN,DOE Owned,513,"1,242",DANCE ROOM,Y,Inside,N
322,Manhattan,2,2,02M303,"Facing History School, The",High school,M535,PARK WEST HS (ECF) - MANHATTAN,DOE Owned,375-D,660,MULTI-PURPOSE CLASSROOM,Y,Inside,Y
323,Manhattan,2,2,02M303,"Facing History School, The",High school,M535,PARK WEST HS (ECF) - MANHATTAN,DOE Owned,569-GYM,"4,756",GYMNASIUM,Y,Inside,N
324,Manhattan,2,2,02M303,"Facing History School, The",High school,M535,PARK WEST HS (ECF) - MANHATTAN,DOE Owned,580-GYM,"9,804",GYMNASIUM,Y,Inside,N
325,Manhattan,2,2,02M303,"Facing History School, The",High school,M535,PARK WEST HS (ECF) - MANHATTAN,DOE Owned,G35,"1,326",MULTI-PURPOSE CLASSROOM,Y,Inside,Y
326,Manhattan,2,2,02M305,"Urban Assembly Academy of Government and Law, The",High school,M445,SEWARD PARK HS - MANHATTAN,DOE Owned,098B,760,DANCE ROOM,Y,Inside,N
327,Manhattan,2,2,02M305,"Urban Assembly Academy of Government and Law, The",High school,M445,SEWARD PARK HS - MANHATTAN,DOE Owned,600B,"3,025",WEIGHT ROOM,Y,Inside,N
328,Manhattan,2,2,02M305,"Urban Assembly Academy of Government and Law, The",High school,M445,SEWARD PARK HS - MANHATTAN,DOE Owned,B24,667,MULTI-PURPOSE ROOM,Y,Inside,Y
329,Manhattan,2,2,02M305,"Urban Assembly Academy of Government and Law, The",High school,M445,SEWARD PARK HS - MANHATTAN,DOE Owned,GYM1,"4,620",GYMNASIUM,Y,Inside,N
330,Manhattan,2,2,02M305,"Urban Assembly Academy of Government and Law, The",High school,M445,SEWARD PARK HS - MANHATTAN,DOE Owned,GYM2,"4,620",GYMNASIUM,Y,Inside,N
331,Manhattan,2,2,02M305,"Urban Assembly Academy of Government and Law, The",High school,M445,SEWARD PARK HS - MANHATTAN,DOE Owned,POOL,"5,472",SWIMMING POOL,Y,Inside,N
332,Manhattan,2,2,02M308,Lower Manhattan Arts Academy,High school,M445,SEWARD PARK HS - MANHATTAN,DOE Owned,098B,760,DANCE ROOM,Y,Inside,N
333,Manhattan,2,2,02M308,Lower Manhattan Arts Academy,High school,M445,SEWARD PARK HS - MANHATTAN,DOE Owned,600B,"3,025",WEIGHT ROOM,Y,Inside,N
334,Manhattan,2,2,02M308,Lower Manhattan Arts Academy,High school,M445,SEWARD PARK HS - MANHATTAN,DOE Owned,B24,667,MULTI-PURPOSE ROOM,Y,Inside,Y
335,Manhattan,2,2,02M308,Lower Manhattan Arts Academy,High school,M445,SEWARD PARK HS - MANHATTAN,DOE Owned,GYM1,"4,620",GYMNASIUM,Y,Inside,N
336,Manhattan,2,2,02M308,Lower Manhattan Arts Academy,High school,M445,SEWARD PARK HS - MANHATTAN,DOE Owned,GYM2,"4,620",GYMNASIUM,Y,Inside,N
337,Manhattan,2,2,02M308,Lower Manhattan Arts Academy,High school,M445,SEWARD PARK HS - MANHATTAN,DOE Owned,POOL,"5,472",SWIMMING POOL,Y,Inside,N
338,Manhattan,2,2,02M312,New York City Lab Middle School for Collaborative Studies,Junior High-Intermediate-Middle,M070,I.S. 70 - MANHATTAN,DOE Owned,116,286,WEIGHT ROOM,Y,Inside,N
339,Manhattan,2,2,02M312,New York City Lab Middle School for Collaborative Studies,Junior High-Intermediate-Middle,M070,I.S. 70 - MANHATTAN,DOE Owned,GYM.,"6,500",GYMNASIUM,Y,Inside,N
340,Manhattan,2,2,02M312,New York City Lab Middle School for Collaborative Studies,Junior High-Intermediate-Middle,M070,I.S. 70 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"7,464",OUTDOOR YARD,Y,Outside,N
341,Manhattan,2,2,02M312,New York City Lab Middle School for Collaborative Studies,Junior High-Intermediate-Middle,M070,I.S. 70 - MANHATTAN,DOE Owned,OUTDOOR YARD 2,"5,000",OUTDOOR YARD,Y,Outside,N
342,Manhattan,2,2,02M313,"James Baldwin School, The: A School for Expeditionary Learning",High school,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,DOE Owned,606,"1,420",AUXILIARY EXERCISE ROOM,Y,Inside,N
343,Manhattan,2,2,02M313,"James Baldwin School, The: A School for Expeditionary Learning",High school,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,DOE Owned,608,594,WEIGHT ROOM,Y,Inside,N
344,Manhattan,2,2,02M313,"James Baldwin School, The: A School for Expeditionary Learning",High school,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,DOE Owned,618,777,DANCE ROOM,Y,Inside,N
345,Manhattan,2,2,02M313,"James Baldwin School, The: A School for Expeditionary Learning",High school,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,DOE Owned,622,861,AUXILIARY EXERCISE ROOM,Y,Inside,N
346,Manhattan,2,2,02M313,"James Baldwin School, The: A School for Expeditionary Learning",High school,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,DOE Owned,GYME,"7,260",GYMNASIUM,Y,Inside,N
347,Manhattan,2,2,02M313,"James Baldwin School, The: A School for Expeditionary Learning",High school,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,DOE Owned,GYMW,"5,940",GYMNASIUM,Y,Inside,N
348,Manhattan,2,2,02M316,"Urban Assembly School of Business for Young Women, the",High school,M282,BROADWAY EDUCATION CAMPUS - MANHATTAN,Tax Levy Lease,150,"3,168",GYMNASIUM,Y,Inside,N
349,Manhattan,2,2,02M316,"Urban Assembly School of Business for Young Women, the",High school,M282,BROADWAY EDUCATION CAMPUS - MANHATTAN,Tax Levy Lease,631,"1,014",DANCE ROOM,Y,Inside,N
350,Manhattan,2,2,02M316,"Urban Assembly School of Business for Young Women, the",High school,M282,BROADWAY EDUCATION CAMPUS - MANHATTAN,Tax Levy Lease,633,"1,600",MULTI-PURPOSE CLASSROOM,Y,Inside,Y
351,Manhattan,2,2,02M316,"Urban Assembly School of Business for Young Women, the",High school,M282,BROADWAY EDUCATION CAMPUS - MANHATTAN,Tax Levy Lease,727,940,DANCE ROOM,Y,Inside,N
352,Manhattan,2,2,02M316,"Urban Assembly School of Business for Young Women, the",High school,M282,BROADWAY EDUCATION CAMPUS - MANHATTAN,Tax Levy Lease,150A,"1,350",WEIGHT ROOM,Y,Inside,N
353,Manhattan,2,2,02M340,Sixth Avenue Elementary School,Elementary,M340,THE SIXTH AVENUE EDUCATIONAL CAMPUS - MANHATTAN,DOE Owned,102,"1,344",DANCE ROOM,Y,Inside,N
354,Manhattan,2,2,02M340,Sixth Avenue Elementary School,Elementary,M340,THE SIXTH AVENUE EDUCATIONAL CAMPUS - MANHATTAN,DOE Owned,606,650,MULTI-PURPOSE CLASSROOM,Y,Inside,Y
355,Manhattan,2,2,02M340,Sixth Avenue Elementary School,Elementary,M340,THE SIXTH AVENUE EDUCATIONAL CAMPUS - MANHATTAN,DOE Owned,611,"1,560",GYMNASIUM,Y,Inside,N
356,Manhattan,2,2,02M343,The Peck Slip School,Elementary,M343,THE PECK SLIP SCHOOL - MANHATTAN,DOE Owned,126,"1,332",AUXILIARY EXERCISE ROOM,Y,Inside,N
357,Manhattan,2,2,02M343,The Peck Slip School,Elementary,M343,THE PECK SLIP SCHOOL - MANHATTAN,DOE Owned,517,"2,760",GYM/AUDITORIUM,Y,Inside,Y
358,Manhattan,2,2,02M347,The 47 American Sign Language & English Lower School,K-8,M047,J.H.S. 47 (SCH FOR THE DEAF) - M,DOE Owned,508,740,WEIGHT ROOM,Y,Inside,N
359,Manhattan,2,2,02M347,The 47 American Sign Language & English Lower School,K-8,M047,J.H.S. 47 (SCH FOR THE DEAF) - M,DOE Owned,GYM,"5,184",GYMNASIUM,Y,Inside,N
360,Manhattan,2,2,02M347,The 47 American Sign Language & English Lower School,K-8,M047,J.H.S. 47 (SCH FOR THE DEAF) - M,DOE Owned,OUTDOOR YARD 1,"10,087",OUTDOOR YARD,Y,Outside,N
361,Manhattan,2,2,02M374,Gramercy Arts High School,High school,M460,WASHINGTON IRVING HS - MANHATTAN,DOE Owned,243,506,MULTI-PURPOSE CLASSROOM,Y,Inside,Y
362,Manhattan,2,2,02M374,Gramercy Arts High School,High school,M460,WASHINGTON IRVING HS - MANHATTAN,DOE Owned,246,"2,024",MULTI-PURPOSE CLASSROOM,Y,Inside,Y
363,Manhattan,2,2,02M374,Gramercy Arts High School,High school,M460,WASHINGTON IRVING HS - MANHATTAN,DOE Owned,248,713,MULTI-PURPOSE CLASSROOM,Y,Inside,Y
364,Manhattan,2,2,02M374,Gramercy Arts High School,High school,M460,WASHINGTON IRVING HS - MANHATTAN,DOE Owned,249,264,MULTI-PURPOSE CLASSROOM,Y,Inside,Y
365,Manhattan,2,2,02M374,Gramercy Arts High School,High school,M460,WASHINGTON IRVING HS - MANHATTAN,DOE Owned,300,575,MULTI-PURPOSE CLASSROOM,Y,Inside,Y
366,Manhattan,2,2,02M374,Gramercy Arts High School,High school,M460,WASHINGTON IRVING HS - MANHATTAN,DOE Owned,301,552,MULTI-PURPOSE CLASSROOM,Y,Inside,Y
367,Manhattan,2,2,02M374,Gramercy Arts High School,High school,M460,WASHINGTON IRVING HS - MANHATTAN,DOE Owned,804,"1,320",GYMNASIUM,Y,Inside,N
368,Manhattan,2,2,02M374,Gramercy Arts High School,High school,M460,WASHINGTON IRVING HS - MANHATTAN,DOE Owned,826,"3,060",GYMNASIUM,Y,Inside,N
369,Manhattan,2,2,02M374,Gramercy Arts High School,High school,M460,WASHINGTON IRVING HS - MANHATTAN,DOE Owned,838,575,WEIGHT ROOM,Y,Inside,N
370,Manhattan,2,2,02M374,Gramercy Arts High School,High school,M460,WASHINGTON IRVING HS - MANHATTAN,DOE Owned,1046,"3,800",GYMNASIUM,Y,Inside,N
371,Manhattan,2,2,02M374,Gramercy Arts High School,High school,M460,WASHINGTON IRVING HS - MANHATTAN,DOE Owned,1148,989,DANCE ROOM,Y,Inside,N
372,Manhattan,2,2,02M374,Gramercy Arts High School,High school,M460,WASHINGTON IRVING HS - MANHATTAN,DOE Owned,245/7,"1,403",MULTI-PURPOSE CLASSROOM,Y,Inside,Y
373,Manhattan,4,4,04M102,P.S. 102 Jacques Cartier,Elementary,M102,P.S. 102 - MANHATTAN,DOE Owned,GYM,"3,864",GYMNASIUM,Y,Inside,N
374,Manhattan,2,2,02M374,Gramercy Arts High School,High school,M460,WASHINGTON IRVING HS - MANHATTAN,DOE Owned,804A,"1,173",WEIGHT ROOM,Y,Inside,N
375,Manhattan,2,2,02M374,Gramercy Arts High School,High school,M460,WASHINGTON IRVING HS - MANHATTAN,DOE Owned,B. GYM,598,GYMNASIUM,Y,Inside,N
376,Manhattan,2,2,02M374,Gramercy Arts High School,High school,M460,WASHINGTON IRVING HS - MANHATTAN,DOE Owned,B53,888,DANCE ROOM,Y,Inside,N
377,Manhattan,2,2,02M374,Gramercy Arts High School,High school,M460,WASHINGTON IRVING HS - MANHATTAN,DOE Owned,B54,"3,975",WEIGHT ROOM,Y,Inside,N
378,Manhattan,2,2,02M376,NYC iSchool,High school,M615,CHELSEA VOC HS - MANHATTAN,DOE Owned,102,"1,081",WEIGHT ROOM,Y,Inside,N
379,Manhattan,2,2,02M376,NYC iSchool,High school,M615,CHELSEA VOC HS - MANHATTAN,DOE Owned,103,"1,248",MULTI-PURPOSE CLASSROOM,Y,Inside,Y
380,Manhattan,2,2,02M376,NYC iSchool,High school,M615,CHELSEA VOC HS - MANHATTAN,DOE Owned,GYM,"2,072",MULTI-PURPOSE NON CLASSROOM,Y,Inside,Y
381,Manhattan,2,2,02M392,MANHATTAN BUSINESS ACADEMY,High school,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,DOE Owned,606,"1,420",AUXILIARY EXERCISE ROOM,Y,Inside,N
382,Manhattan,2,2,02M392,MANHATTAN BUSINESS ACADEMY,High school,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,DOE Owned,608,594,WEIGHT ROOM,Y,Inside,N
383,Manhattan,2,2,02M392,MANHATTAN BUSINESS ACADEMY,High school,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,DOE Owned,618,777,DANCE ROOM,Y,Inside,N
384,Manhattan,2,2,02M392,MANHATTAN BUSINESS ACADEMY,High school,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,DOE Owned,622,861,AUXILIARY EXERCISE ROOM,Y,Inside,N
385,Manhattan,2,2,02M392,MANHATTAN BUSINESS ACADEMY,High school,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,DOE Owned,GYME,"7,260",GYMNASIUM,Y,Inside,N
386,Manhattan,2,2,02M392,MANHATTAN BUSINESS ACADEMY,High school,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,DOE Owned,GYMW,"5,940",GYMNASIUM,Y,Inside,N
387,Manhattan,2,2,02M393,Business Of Sports School,High school,M625,HS OF GRAPHIC COMMUNICATION ARTS-M,DOE Owned,201,448,MULTI-PURPOSE NON CLASSROOM,Y,Inside,Y
388,Manhattan,2,2,02M393,Business Of Sports School,High school,M625,HS OF GRAPHIC COMMUNICATION ARTS-M,DOE Owned,202,"1,479",MULTI-PURPOSE CLASSROOM,Y,Inside,Y
389,Manhattan,2,2,02M393,Business Of Sports School,High school,M625,HS OF GRAPHIC COMMUNICATION ARTS-M,DOE Owned,243,612,MULTI-PURPOSE CLASSROOM,Y,Inside,Y
390,Manhattan,2,2,02M393,Business Of Sports School,High school,M625,HS OF GRAPHIC COMMUNICATION ARTS-M,DOE Owned,310,874,MULTI-PURPOSE ROOM,Y,Inside,Y
391,Manhattan,2,2,02M393,Business Of Sports School,High school,M625,HS OF GRAPHIC COMMUNICATION ARTS-M,DOE Owned,341,"1,089",MULTI-PURPOSE ROOM,Y,Inside,Y
392,Manhattan,2,2,02M393,Business Of Sports School,High school,M625,HS OF GRAPHIC COMMUNICATION ARTS-M,DOE Owned,343,360,MULTI-PURPOSE ROOM,Y,Inside,Y
393,Manhattan,2,2,02M393,Business Of Sports School,High school,M625,HS OF GRAPHIC COMMUNICATION ARTS-M,DOE Owned,346,"1,085",MULTI-PURPOSE ROOM,Y,Inside,Y
394,Manhattan,2,2,02M393,Business Of Sports School,High school,M625,HS OF GRAPHIC COMMUNICATION ARTS-M,DOE Owned,644,640,WEIGHT ROOM,Y,Inside,N
395,Manhattan,2,2,02M393,Business Of Sports School,High school,M625,HS OF GRAPHIC COMMUNICATION ARTS-M,DOE Owned,236A,608,MULTI-PURPOSE CLASSROOM,Y,Inside,Y
396,Manhattan,2,2,02M393,Business Of Sports School,High school,M625,HS OF GRAPHIC COMMUNICATION ARTS-M,DOE Owned,346B,"1,050",MULTI-PURPOSE ROOM,Y,Inside,Y
397,Manhattan,2,2,02M393,Business Of Sports School,High school,M625,HS OF GRAPHIC COMMUNICATION ARTS-M,DOE Owned,B18,"6,016",GYMNASIUM,Y,Inside,N
398,Manhattan,2,2,02M394,Emma Lazarus High School,High school,M131,I.S. 131 - MANHATTAN,DOE Owned,106,"1,720",DANCE ROOM,Y,Inside,N
399,Manhattan,2,2,02M394,Emma Lazarus High School,High school,M131,I.S. 131 - MANHATTAN,DOE Owned,C40,984,DANCE ROOM,Y,Inside,N
400,Manhattan,2,2,02M394,Emma Lazarus High School,High school,M131,I.S. 131 - MANHATTAN,DOE Owned,GYM,"5,220",GYMNASIUM,Y,Inside,N
401,Manhattan,2,2,02M394,Emma Lazarus High School,High school,M131,I.S. 131 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"7,998",OUTDOOR YARD,Y,Outside,N
402,Manhattan,2,2,02M397,Spruce Street School,K-8,M971,THE SPRUCE STREET EDUCATIONAL CAMPUS - MANHATTAN,DOE Owned,223,"1,220",ADAPTIVE PHYSICAL EDUCATION,Y,Inside,N
403,Manhattan,2,2,02M397,Spruce Street School,K-8,M971,THE SPRUCE STREET EDUCATIONAL CAMPUS - MANHATTAN,DOE Owned,345,"5,046",GYMNASIUM,Y,Inside,N
404,Manhattan,2,2,02M397,Spruce Street School,K-8,M971,THE SPRUCE STREET EDUCATIONAL CAMPUS,DOE Owned,OUTDOOR YARD 1,"5,000",OUTDOOR YARD,Y,Outside,N
405,Manhattan,2,2,02M399,The High School For Language And Diplomacy,High school,M460,WASHINGTON IRVING HS - MANHATTAN,DOE Owned,243,506,MULTI-PURPOSE CLASSROOM,Y,Inside,Y
406,Manhattan,2,2,02M399,The High School For Language And Diplomacy,High school,M460,WASHINGTON IRVING HS - MANHATTAN,DOE Owned,246,"2,024",MULTI-PURPOSE CLASSROOM,Y,Inside,Y
407,Manhattan,2,2,02M399,The High School For Language And Diplomacy,High school,M460,WASHINGTON IRVING HS - MANHATTAN,DOE Owned,248,713,MULTI-PURPOSE CLASSROOM,Y,Inside,Y
408,Manhattan,2,2,02M399,The High School For Language And Diplomacy,High school,M460,WASHINGTON IRVING HS - MANHATTAN,DOE Owned,249,264,MULTI-PURPOSE CLASSROOM,Y,Inside,Y
409,Manhattan,2,2,02M399,The High School For Language And Diplomacy,High school,M460,WASHINGTON IRVING HS - MANHATTAN,DOE Owned,300,575,MULTI-PURPOSE CLASSROOM,Y,Inside,Y
410,Manhattan,2,2,02M399,The High School For Language And Diplomacy,High school,M460,WASHINGTON IRVING HS - MANHATTAN,DOE Owned,301,552,MULTI-PURPOSE CLASSROOM,Y,Inside,Y
411,Manhattan,2,2,02M399,The High School For Language And Diplomacy,High school,M460,WASHINGTON IRVING HS - MANHATTAN,DOE Owned,804,"1,320",GYMNASIUM,Y,Inside,N
412,Manhattan,2,2,02M399,The High School For Language And Diplomacy,High school,M460,WASHINGTON IRVING HS - MANHATTAN,DOE Owned,826,"3,060",GYMNASIUM,Y,Inside,N
413,Manhattan,2,2,02M399,The High School For Language And Diplomacy,High school,M460,WASHINGTON IRVING HS - MANHATTAN,DOE Owned,838,575,WEIGHT ROOM,Y,Inside,N
414,Manhattan,2,2,02M399,The High School For Language And Diplomacy,High school,M460,WASHINGTON IRVING HS - MANHATTAN,DOE Owned,1046,"3,800",GYMNASIUM,Y,Inside,N
415,Manhattan,2,2,02M399,The High School For Language And Diplomacy,High school,M460,WASHINGTON IRVING HS - MANHATTAN,DOE Owned,1148,989,DANCE ROOM,Y,Inside,N
416,Manhattan,2,2,02M399,The High School For Language And Diplomacy,High school,M460,WASHINGTON IRVING HS - MANHATTAN,DOE Owned,245/7,"1,403",MULTI-PURPOSE CLASSROOM,Y,Inside,Y
417,Manhattan,2,2,02M399,The High School For Language And Diplomacy,High school,M460,WASHINGTON IRVING HS - MANHATTAN,DOE Owned,804A,"1,173",WEIGHT ROOM,Y,Inside,N
418,Manhattan,2,2,02M399,The High School For Language And Diplomacy,High school,M460,WASHINGTON IRVING HS - MANHATTAN,DOE Owned,B. GYM,598,GYMNASIUM,Y,Inside,N
419,Manhattan,2,2,02M399,The High School For Language And Diplomacy,High school,M460,WASHINGTON IRVING HS - MANHATTAN,DOE Owned,B53,888,DANCE ROOM,Y,Inside,N
420,Manhattan,2,2,02M399,The High School For Language And Diplomacy,High school,M460,WASHINGTON IRVING HS - MANHATTAN,DOE Owned,B54,"3,975",WEIGHT ROOM,Y,Inside,N
421,Manhattan,2,2,02M400,High School for Environmental Studies,High school,M834,HS FOR ENVIRONMENTAL STUDIES - M,Tax Levy Lease,3062,"10,400",GYMNASIUM,Y,Inside,N
422,Manhattan,2,2,02M400,High School for Environmental Studies,High school,M834,HS FOR ENVIRONMENTAL STUDIES - M,Tax Levy Lease,3082,"1,296",WEIGHT ROOM,Y,Inside,N
423,Manhattan,2,2,02M400,High School for Environmental Studies,High school,M834,HS FOR ENVIRONMENTAL STUDIES - M,Tax Levy Lease,3089,"1,804",DANCE ROOM,Y,Inside,N
424,Manhattan,2,2,02M400,High School for Environmental Studies,High school,M834,HS FOR ENVIRONMENTAL STUDIES - M,Tax Levy Lease,4000,120,MULTI-PURPOSE NON CLASSROOM,Y,Inside,Y
425,Manhattan,2,2,02M400,High School for Environmental Studies,High school,M834,HS FOR ENVIRONMENTAL STUDIES - M,Tax Levy Lease,4070,480,MULTI-PURPOSE NON CLASSROOM,Y,Inside,Y
426,Manhattan,2,2,02M400,High School for Environmental Studies,High school,M834,HS FOR ENVIRONMENTAL STUDIES - M,Tax Levy Lease,6002,342,MULTI-PURPOSE NON CLASSROOM,Y,Inside,Y
427,Manhattan,2,2,02M400,High School for Environmental Studies,High school,M834,HS FOR ENVIRONMENTAL STUDIES - M,Tax Levy Lease,4070B,660,MULTI-PURPOSE NON CLASSROOM,Y,Inside,Y
428,Manhattan,2,2,02M407,Institute for Collaborative Education,Secondary School,M475,HEALTH PROFESSIONS HS (OL STY) - M,DOE Owned,116,"2,756",GYMNASIUM,Y,Inside,N
429,Manhattan,2,2,02M407,Institute for Collaborative Education,Secondary School,M475,HEALTH PROFESSIONS HS (OL STY) - M,DOE Owned,122,"1,683",WEIGHT ROOM,Y,Inside,N
430,Manhattan,2,2,02M407,Institute for Collaborative Education,Secondary School,M475,HEALTH PROFESSIONS HS (OL STY) - M,DOE Owned,322,"1,248",DANCE ROOM,Y,Inside,N
431,Manhattan,2,2,02M407,Institute for Collaborative Education,Secondary School,M475,HEALTH PROFESSIONS HS (OL STY) - M,DOE Owned,B12,690,MULTI-PURPOSE NON CLASSROOM,Y,Inside,Y
