project_id,project_name,project_start_date,house_number,street_name,borough,community_board,council_district,reporting_construction_type,extended_affordability_status,prevailing_wage_status,extremely_low_income_units,very_low_income_units,low_income_units,moderate_income_units,middle_income_units,other_income_units,studio_units,_1_br_units,_2_br_units,_3_br_units,_4_br_units,_5_br_units,_6_br_units,unknown_br_units,counted_rental_units,counted_homeownership_units,all_counted_units,total_units,building_id,postcode,bbl,census_tract,neighborhood_tabulation_area,latitude,longitude,latitude_internal,longitude_internal,project_completion_date,building_completion_date,bin
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,651,GREENE AVENUE,Brooklyn,BK-03,36.0,Preservation,No,Non Prevailing Wage,0,3,1,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4,304358.0,11221.0,3017950055.0,263.0,BK75,40.689347,-73.94302,40.68958,-73.942854,,,3050252.0
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,1925,FULTON STREET,Brooklyn,BK-03,41.0,Preservation,No,Non Prevailing Wage,0,19,16,0,0,1,8,14,9,5,0,0,0,0,36,0,36,36,297646.0,11233.0,3015300001.0,379.0,BK35,40.67876,-73.919439,40.67903,-73.91949,,,3041573.0
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,593,GATES AVENUE,Brooklyn,BK-03,36.0,Preservation,No,Non Prevailing Wage,5,4,5,1,0,0,0,8,7,0,0,0,0,0,15,0,15,15,299516.0,11221.0,3018100061.0,265.0,BK75,40.687085,-73.943126,40.68731,-73.943105,,,3051020.0
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,501,CLINTON AVENUE,Brooklyn,BK-02,35.0,Preservation,No,Non Prevailing Wage,2,4,0,0,0,1,1,2,3,1,0,0,0,0,7,0,7,7,222894.0,11238.0,3020110028.0,199.0,BK69,40.683142,-73.966811,40.68326,-73.96658,,,3321985.0
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,1369,ATLANTIC AVENUE,Brooklyn,BK-03,36.0,Preservation,No,Non Prevailing Wage,0,9,6,0,0,1,2,6,8,0,0,0,0,0,16,0,16,16,185649.0,11216.0,3018680063.0,247.0,BK61,40.678212,-73.944965,40.67856,-73.944879,,,3053999.0
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,898,ROCKAWAY AVENUE,Brooklyn,BK-16,42.0,Preservation,No,Non Prevailing Wage,0,2,1,0,0,0,0,1,2,0,0,0,0,0,3,0,3,3,362769.0,11212.0,3036250036.0,916.0,BK81,40.657564,-73.907651,40.6576,-73.907961,,,3082839.0
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,9,MAC DONOUGH STREET,Brooklyn,BK-03,36.0,Preservation,No,Non Prevailing Wage,0,9,3,0,0,0,5,3,0,4,0,0,0,0,12,0,12,12,334948.0,11216.0,3018510068.0,269.0,BK75,40.680801,-73.945641,40.681,-73.945785,,,3053341.0
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,518,CHESTER STREET,Brooklyn,BK-16,42.0,Preservation,No,Non Prevailing Wage,0,2,2,0,0,0,1,3,0,0,0,0,0,0,4,0,4,4,219550.0,11212.0,3036130042.0,916.0,BK81,40.658734,-73.908921,40.65871,-73.909202,,,3082597.0
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,1204,BEDFORD AVENUE,Brooklyn,BK-03,36.0,Preservation,No,Non Prevailing Wage,0,4,2,0,0,0,1,3,2,0,0,0,0,0,6,0,6,6,205561.0,11216.0,3019960036.0,227.0,BK69,40.682959,-73.953842,40.68293,-73.954134,,,3057348.0
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,464,NOSTRAND AVENUE,Brooklyn,BK-03,36.0,Preservation,No,Non Prevailing Wage,1,5,2,0,0,0,1,0,4,3,0,0,0,0,8,0,8,8,346836.0,11216.0,3018320049.0,245.0,BK75,40.683045,-73.950121,40.68296,-73.950402,,,3052224.0
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,544,BRISTOL STREET,Brooklyn,BK-16,42.0,Preservation,No,Non Prevailing Wage,0,2,4,0,0,0,1,5,0,0,0,0,0,0,6,0,6,6,213537.0,11212.0,3036230036.0,916.0,BK81,40.657414,-73.909543,40.6575,-73.90981,,,3082753.0
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,618,CHESTER STREET,Brooklyn,BK-16,42.0,Preservation,No,Non Prevailing Wage,0,3,1,0,0,0,1,1,2,0,0,0,0,0,4,0,4,4,219614.0,11212.0,3036240058.0,916.0,BK81,40.656455,-73.908337,40.65628,-73.908571,,,3082812.0
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,1055,BEDFORD AVENUE,Brooklyn,BK-03,36.0,Preservation,No,Non Prevailing Wage,1,5,3,0,0,0,0,3,6,0,0,0,0,0,9,0,9,9,205471.0,11216.0,3017970007.0,243.0,BK75,40.687754,-73.954773,40.68775,-73.954462,,,3050324.0
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,31,BREVOORT PLACE,Brooklyn,BK-03,36.0,Preservation,No,Non Prevailing Wage,2,2,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4,211821.0,11216.0,3020170052.0,227.0,BK69,40.68011,-73.954136,40.68034,-73.954258,,,3057773.0
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,1371,ATLANTIC AVENUE,Brooklyn,BK-03,36.0,Preservation,No,Non Prevailing Wage,1,10,5,0,0,0,2,6,8,0,0,0,0,0,16,0,16,16,185651.0,11216.0,3018680061.0,247.0,BK61,40.678209,-73.944908,40.67856,-73.944771,,,3053998.0
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,19,ARLINGTON PLACE,Brooklyn,BK-03,36.0,Preservation,No,Non Prevailing Wage,0,3,2,0,0,0,2,0,3,0,0,0,0,0,5,0,5,5,184823.0,11216.0,3018430001.0,245.0,BK75,40.681009,-73.951183,40.68104,-73.950945,,,3052991.0
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,250,GREENE AVENUE,Brooklyn,BK-02,35.0,Preservation,No,Non Prevailing Wage,0,9,0,0,0,0,0,3,3,3,0,0,0,0,9,0,9,9,304053.0,11238.0,3019660022.0,231.0,BK69,40.687252,-73.961061,40.68702,-73.961076,,,3056259.0
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,7,DECATUR STREET,Brooklyn,BK-03,36.0,Preservation,No,Non Prevailing Wage,1,3,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,4,232346.0,11216.0,3018550078.0,269.0,BK75,40.68039,-73.942721,40.68059,-73.942948,,,3053555.0
65392,TAINO TOWERS.HUDMF.FY19,2019-06-27T00:00:00.000,219,EAST 122 STREET,Manhattan,MN-11,8.0,Preservation,Yes,Non Prevailing Wage,120,24,3,1,0,0,28,28,0,92,0,0,0,0,148,0,148,148,20396.0,10035.0,1017870060.0,194.0,MN34,40.80151,-73.936596,40.80173,-73.936151,2019-06-27T00:00:00.000,2019-06-27T00:00:00.000,1054627.0
66644,EBENEZER PLAZA PHASE 1B,2019-06-27T00:00:00.000,96,NEW LOTS AVENUE,Brooklyn,BK-16,42.0,New Construction,No,Non Prevailing Wage,30,24,64,0,0,0,12,57,21,28,0,0,0,0,118,0,118,118,985451.0,11212.0,3038620001.0,920.0,BK81,40.657993,-73.901703,40.65764,-73.901325,,,
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,1160,FULTON STREET,Brooklyn,BK-03,36.0,Preservation,No,Non Prevailing Wage,1,3,0,0,0,0,0,0,1,3,0,0,0,0,4,0,4,4,297291.0,11216.0,3020170027.0,227.0,BK69,40.680906,-73.954658,40.68065,-73.954626,,,3057755.0
65392,TAINO TOWERS.HUDMF.FY19,2019-06-27T00:00:00.000,2243,3 AVENUE,Manhattan,MN-11,8.0,Preservation,Yes,Non Prevailing Wage,157,30,15,4,1,1,42,74,46,46,0,0,0,0,208,0,208,208,2098.0,10035.0,1017870001.0,194.0,MN34,40.801859,-73.937148,40.80193,-73.936632,2019-06-27T00:00:00.000,2019-06-27T00:00:00.000,1054626.0
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,486,GATES AVENUE,Brooklyn,BK-03,36.0,Preservation,No,Non Prevailing Wage,1,3,4,0,0,0,0,5,3,0,0,0,0,0,8,0,8,8,299448.0,11216.0,3018140010.0,265.0,BK75,40.686664,-73.946632,40.68645,-73.946534,,,3051165.0
65392,TAINO TOWERS.HUDMF.FY19,2019-06-27T00:00:00.000,2385,2 AVENUE,Manhattan,MN-11,8.0,Preservation,Yes,Non Prevailing Wage,174,23,10,1,0,0,42,28,138,0,0,0,0,0,208,0,208,208,1338.0,10035.0,1017870070.0,194.0,MN34,40.800872,-73.934866,40.80124,-73.935437,2019-06-27T00:00:00.000,2019-06-27T00:00:00.000,1054628.0
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,655A,GREENE AVENUE,Brooklyn,BK-03,36.0,Preservation,No,Non Prevailing Wage,1,1,1,0,0,0,0,2,0,1,0,0,0,0,3,0,3,3,304362.0,11221.0,3017950052.0,263.0,BK75,40.68936,-73.942897,40.68961,-73.942659,,,3050249.0
65392,TAINO TOWERS.HUDMF.FY19,2019-06-27T00:00:00.000,2391,2 AVENUE,Manhattan,MN-11,8.0,Preservation,Yes,Non Prevailing Wage,69,14,7,1,1,0,0,0,0,64,0,0,28,0,92,0,92,92,1339.0,10035.0,1017870080.0,194.0,MN34,40.801081,-73.934718,40.80153,-73.935371,2019-06-27T00:00:00.000,2019-06-27T00:00:00.000,1054629.0
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,585,GREENE AVENUE,Brooklyn,BK-03,36.0,Preservation,No,Non Prevailing Wage,2,0,1,0,0,0,0,2,0,1,0,0,0,0,3,0,3,3,304300.0,11216.0,3017990030.0,263.0,BK75,40.688947,-73.94633,40.68876,-73.946031,,,3050437.0
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,676,GREENE AVENUE,Brooklyn,BK-03,36.0,Preservation,No,Non Prevailing Wage,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4,304382.0,11221.0,3018010014.0,279.0,BK35,40.689508,-73.941466,40.68926,-73.941596,,,3050510.0
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,103,HALSEY STREET,Brooklyn,BK-03,36.0,Preservation,No,Non Prevailing Wage,1,3,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4,305434.0,11216.0,3018380086.0,249.0,BK75,40.681897,-73.949123,40.68208,-73.949476,,,3052725.0
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,307,TOMPKINS AVENUE,Brooklyn,BK-03,36.0,Preservation,No,Non Prevailing Wage,0,5,1,0,0,1,0,3,4,0,0,0,0,0,7,0,7,7,381608.0,11216.0,3018100007.0,265.0,BK75,40.687475,-73.944723,40.6874,-73.944417,,,3050977.0
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,891,MOTHER GASTON BOULEVARD,Brooklyn,BK-16,42.0,Preservation,No,Non Prevailing Wage,1,4,1,0,0,0,0,0,4,2,0,0,0,0,6,0,6,6,377994.0,11212.0,3038680022.0,922.0,BK81,40.656446,-73.903457,40.65647,-73.903136,,,3086002.0
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,157,HALSEY STREET,Brooklyn,BK-03,36.0,Preservation,No,Non Prevailing Wage,0,4,7,0,0,0,0,7,4,0,0,0,0,0,11,0,11,11,305679.0,11216.0,3018380055.0,249.0,BK75,40.682092,-73.94745,40.68231,-73.947428,,,3052697.0
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,46,HALSEY STREET,Brooklyn,BK-03,36.0,Preservation,No,Non Prevailing Wage,0,2,2,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4,305955.0,11216.0,3018420029.0,245.0,BK75,40.681555,-73.951936,40.68134,-73.951842,,,3052960.0
64406,1184 RIVER AVE,2019-06-27T00:00:00.000,1164,RIVER AVENUE,Bronx,BX-04,16.0,New Construction,No,Non Prevailing Wage,62,51,136,0,0,1,57,112,51,30,0,0,0,0,250,0,250,250,989393.0,10452.0,,197.0,BX63,40.834696,-73.921889,,,,,
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,105,HERKIMER STREET,Brooklyn,BK-03,36.0,Preservation,No,Non Prevailing Wage,0,7,7,0,0,1,0,0,1,14,0,0,0,0,15,0,15,15,311117.0,11216.0,3018600059.0,247.0,BK61,40.67968,-73.950264,40.67988,-73.950012,,,3323680.0
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,221,HALSEY STREET,Brooklyn,BK-03,36.0,Preservation,No,Non Prevailing Wage,0,2,1,0,0,0,0,2,0,1,0,0,0,0,3,0,3,3,305733.0,11216.0,3018390048.0,267.0,BK75,40.682428,-73.944501,40.68266,-73.944443,,,3052766.0
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,68,DECATUR STREET,Brooklyn,BK-03,36.0,Preservation,No,Non Prevailing Wage,2,1,1,0,0,0,0,1,3,0,0,0,0,0,4,0,4,4,232324.0,11216.0,3018570065.0,269.0,BK75,40.68056,-73.941063,40.68038,-73.94076,,,3053658.0
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,116,JEFFERSON AVENUE,Brooklyn,BK-03,36.0,Preservation,No,Non Prevailing Wage,1,3,1,0,0,1,0,2,2,0,2,0,0,0,6,0,6,6,316728.0,11216.0,3018320013.0,245.0,BK75,40.68298,-73.952605,40.68273,-73.952746,,,3052200.0
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,865,THOMAS S BOYLAND STREET,Brooklyn,BK-16,42.0,Preservation,No,Non Prevailing Wage,3,2,1,0,0,0,0,0,0,6,0,0,0,0,6,0,6,6,313945.0,11212.0,3036000009.0,916.0,BK81,40.659334,-73.911,40.65931,-73.910798,,,3082335.0
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,41,CLIFTON PLACE,Brooklyn,BK-02,35.0,Preservation,No,Non Prevailing Wage,1,5,0,0,0,0,0,0,3,3,0,0,0,0,6,0,6,6,222695.0,11238.0,3019480067.0,231.0,BK69,40.687878,-73.962273,40.68807,-73.962557,,,3055610.0
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,769,THOMAS S BOYLAND STREET,Brooklyn,BK-16,42.0,Preservation,No,Non Prevailing Wage,0,5,1,0,0,0,1,5,0,0,0,0,0,0,6,0,6,6,313888.0,11212.0,3035870024.0,916.0,BK81,40.661607,-73.911581,40.66171,-73.911303,,,3082139.0
67523,SUS. 1769 JEROME AVE,2019-06-27T00:00:00.000,1769,JEROME AVENUE,Bronx,BX-05,14.0,New Construction,No,Non Prevailing Wage,105,0,69,0,0,1,110,6,53,5,1,0,0,0,175,0,175,175,989049.0,10453.0,2028610163.0,217.0,BX36,40.848423,-73.911846,40.84852,-73.912168,,,
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,2019-06-27T00:00:00.000,447,TOMPKINS AVENUE,Brooklyn,BK-03,36.0,Preservation,No,Non Prevailing Wage,0,5,2,1,0,0,0,8,0,0,0,0,0,0,8,0,8,8,381700.0,11216.0,3018460005.0,269.0,BK75,40.682142,-73.943661,40.68213,-73.943372,,,3053078.0
64027,SENDERO VERDE B,2019-06-27T00:00:00.000,60,EAST 112 STREET,Manhattan,MN-11,8.0,New Construction,No,Non Prevailing Wage,83,54,86,52,0,1,72,84,73,47,0,0,0,0,276,0,276,276,988996.0,10029.0,1016170020.0,17402.0,MN33,40.796931,-73.945507,40.79677,-73.946059,,,
67459,5 TELLERS HDFC INC.GHPP.FY19,2019-06-27T00:00:00.000,300,EAST 162 STREET,Bronx,BX-04,17.0,Preservation,No,Non Prevailing Wage,9,10,2,0,0,0,0,1,11,9,0,0,0,0,21,0,21,21,64494.0,10451.0,2024210022.0,173.0,BX14,40.826156,-73.916833,40.82591,-73.916855,,,2001933.0
64027,SENDERO VERDE B,2019-06-27T00:00:00.000,75,EAST 111 STREET,Manhattan,MN-11,8.0,New Construction,No,Non Prevailing Wage,25,18,22,20,0,0,20,38,27,0,0,0,0,0,85,0,85,85,990498.0,10029.0,1016170020.0,17402.0,MN33,40.79636,-73.946114,40.79677,-73.946059,,,
68700,CONFIDENTIAL,2019-06-26T00:00:00.000,----,----,Staten Island,SI-01,49.0,Preservation,No,Non Prevailing Wage,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,,,,,,,,,,,
67805,1520 SEDGWICK AVENUE HDFC.PLP.FY19,2019-06-26T00:00:00.000,1520,SEDGWICK AVENUE,Bronx,BX-05,16.0,Preservation,Yes,Non Prevailing Wage,0,0,87,14,0,1,0,34,34,34,0,0,0,0,102,0,102,102,108415.0,10453.0,2028800017.0,20501.0,BX36,40.846785,-73.924929,40.84699,-73.924419,2019-06-26T00:00:00.000,2019-06-26T00:00:00.000,2009171.0
67154,2126 MAPES AVENUE,2019-06-26T00:00:00.000,2126-28,MAPES AVENUE,Bronx,BX-06,15.0,New Construction,No,Non Prevailing Wage,8,4,17,0,0,1,2,6,16,6,0,0,0,0,30,0,30,30,989040.0,10460.0,2031110035.0,36501.0,BX17,40.847537,-73.884742,40.8473,-73.884508,,,
68709,CONFIDENTIAL,2019-06-26T00:00:00.000,----,----,Brooklyn,BK-18,46.0,Preservation,No,Non Prevailing Wage,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,2,2,,,,,,,,,,,,
63777,APEX PLACE,2019-06-26T00:00:00.000,110-41,COLONIAL AVENUE,Queens,QN-06,29.0,New Construction,No,Non Prevailing Wage,14,29,28,72,0,1,12,48,72,12,0,0,0,0,144,0,144,144,985432.0,11375.0,4021590002.0,745.0,QN17,40.7373,-73.848505,40.73676,-73.849802,,,
68698,CONFIDENTIAL,2019-06-26T00:00:00.000,----,----,Staten Island,SI-02,50.0,Preservation,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,,,,,,,,,,,
63777,APEX PLACE,2019-06-26T00:00:00.000,108-75,62 DRIVE,Queens,QN-06,29.0,New Construction,No,Non Prevailing Wage,11,23,23,58,0,0,11,46,46,12,0,0,0,0,115,0,115,115,985433.0,11375.0,4021590020.0,745.0,QN17,40.736236,-73.849168,40.73665,-73.848936,,,
63777,APEX PLACE,2019-06-26T00:00:00.000,61-11,108 STREET,Queens,QN-06,29.0,New Construction,No,Non Prevailing Wage,19,37,37,90,0,0,16,74,77,16,0,0,0,0,183,0,183,183,985431.0,,,,,,,,,,,
68211,HALLETTS POINT 7,2019-06-25T00:00:00.000,3-24,27 AVENUE,Queens,QN-01,22.0,New Construction,No,Non Prevailing Wage,0,81,81,0,0,0,40,40,82,0,0,0,0,0,162,0,162,163,989031.0,,,,,,,,,,,
68649,1176 NELSON AVENUE,2019-06-25T00:00:00.000,1176,NELSON AVENUE,Bronx,BX-04,16.0,New Construction,No,Non Prevailing Wage,0,0,0,0,10,0,2,5,3,0,0,0,0,0,10,0,10,31,979390.0,10452.0,2025150003.0,199.0,BX26,40.837111,-73.925764,40.83677,-73.925656,,,
68347,HIGHBRIDGE-1133 OGDEN AVENUE.HPO.FY19,2019-06-25T00:00:00.000,1131,OGDEN AVENUE,Bronx,BX-04,16.0,Preservation,Yes,Non Prevailing Wage,0,20,291,88,0,1,26,125,224,25,0,0,0,0,400,0,400,400,100145.0,10452.0,2025260090.0,199.0,BX26,40.836286,-73.927496,40.83637,-73.927853,2019-06-25T00:00:00.000,2019-06-25T00:00:00.000,2088158.0
61678,PARK HAVEN,2019-06-25T00:00:00.000,345,ST ANNS AVENUE,Bronx,BX-01,8.0,New Construction,No,Non Prevailing Wage,67,34,76,0,0,1,48,73,41,16,0,0,0,0,178,0,178,178,981992.0,10454.0,2022680027.0,41.0,BX39,40.809498,-73.915766,40.8095,-73.916146,,,
68718,CONFIDENTIAL,2019-06-25T00:00:00.000,----,----,Staten Island,SI-01,49.0,Preservation,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,,,,,,,,,,,
68703,CONFIDENTIAL,2019-06-25T00:00:00.000,----,----,Queens,QN-13,27.0,Preservation,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,,,,,,,,,,,
68694,CONFIDENTIAL,2019-06-25T00:00:00.000,----,----,Staten Island,SI-01,49.0,Preservation,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,,,,,,,,,,,
68650,669 MACDONOUGH STREET,2019-06-25T00:00:00.000,669,MAC DONOUGH STREET,Brooklyn,BK-03,41.0,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,7,990642.0,11233.0,3014970064.0,377.0,BK35,40.683824,-73.919314,40.68403,-73.919372,,,
67458,RB HARMAN HDFC.GHPP.FY19,2019-06-24T00:00:00.000,251,HARMAN STREET,Brooklyn,BK-04,37.0,Preservation,No,Non Prevailing Wage,2,3,1,0,0,0,0,6,0,0,0,0,0,0,6,0,6,6,307978.0,11237.0,3032780036.0,431.0,BK77,40.698994,-73.919776,40.69913,-73.919974,,,3074789.0
65320,BREAKING GROUND.453 EAST 142ND ST.BETANCES V,2019-06-24T00:00:00.000,445,EAST 142 STREET,Bronx,BX-01,8.0,New Construction,No,Prevailing Wage,151,0,0,0,0,1,130,22,0,0,0,0,0,0,152,0,152,152,988893.0,10454.0,,41.0,BX39,40.811114,-73.919734,,,,,
54577,1019 FULTON STREET,2019-06-24T00:00:00.000,1019,FULTON STREET,Brooklyn,BK-02,35.0,New Construction,No,Non Prevailing Wage,0,0,10,5,0,0,4,7,4,0,0,0,0,0,15,0,15,50,971035.0,11238.0,3019910007.0,227.0,BK69,40.682297,-73.961194,40.68245,-73.96118,,,
67458,RB HARMAN HDFC.GHPP.FY19,2019-06-24T00:00:00.000,73,LINDEN STREET,Brooklyn,BK-04,34.0,Preservation,No,Non Prevailing Wage,4,6,2,0,0,0,0,4,5,3,0,0,0,0,12,0,12,12,327776.0,11221.0,3033220028.0,399.0,BK78,40.691903,-73.920888,40.69218,-73.920981,,,3076073.0
66565,MHANY DUMONT HDFC.PLP.FY19,2019-06-21T00:00:00.000,948,DUMONT AVENUE,Brooklyn,BK-05,42.0,Preservation,No,Non Prevailing Wage,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,2,185041.0,11207.0,3040800023.0,1120.0,BK82,40.667917,-73.883474,40.6677,-73.88342,,,3090534.0
68714,CONFIDENTIAL,2019-06-21T00:00:00.000,----,----,Staten Island,SI-01,49.0,Preservation,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,,,,,,,,,,,
66565,MHANY DUMONT HDFC.PLP.FY19,2019-06-21T00:00:00.000,781,BELMONT AVENUE,Brooklyn,BK-05,37.0,Preservation,No,Non Prevailing Wage,1,5,2,0,0,1,0,3,4,2,0,0,0,0,9,0,9,9,207556.0,11208.0,3040200032.0,1166.0,BK82,40.672808,-73.880855,40.673,-73.880992,,,3089294.0
68641,1857 BARNES AVENUE APARTMENTS,2019-06-21T00:00:00.000,1857,BARNES AVENUE,Bronx,BX-11,13.0,New Construction,No,Non Prevailing Wage,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2,0,2,6,47435.0,10462.0,2040530047.0,232.0,BX37,40.847643,-73.863196,40.84747,-73.863414,,,
66565,MHANY DUMONT HDFC.PLP.FY19,2019-06-21T00:00:00.000,960,DUMONT AVENUE,Brooklyn,BK-05,42.0,Preservation,No,Non Prevailing Wage,1,4,1,0,0,0,1,5,0,0,0,0,0,0,6,0,6,6,234966.0,11207.0,3040800027.0,1120.0,BK82,40.667966,-73.883131,40.66775,-73.883074,,,3090538.0
59104,THE BRONXWOOD TOWER INC.HRP.FY19,2019-06-21T00:00:00.000,855,EAST 233 STREET,Bronx,BX-12,12.0,Preservation,No,Non Prevailing Wage,1,107,0,0,0,1,0,24,37,48,0,0,0,0,0,109,109,109,72098.0,10466.0,2050000001.0,430.0,BX62,40.89194,-73.852775,40.89211,-73.852507,,,2068251.0
66565,MHANY DUMONT HDFC.PLP.FY19,2019-06-21T00:00:00.000,964,DUMONT AVENUE,Brooklyn,BK-05,42.0,Preservation,No,Non Prevailing Wage,1,3,5,1,0,0,3,3,2,2,0,0,0,0,10,0,10,10,234969.0,11207.0,3040800029.0,1120.0,BK82,40.667983,-73.883016,40.66778,-73.882879,,,3090540.0
66565,MHANY DUMONT HDFC.PLP.FY19,2019-06-21T00:00:00.000,956,DUMONT AVENUE,Brooklyn,BK-05,42.0,Preservation,No,Non Prevailing Wage,0,0,6,0,0,0,1,4,1,0,0,0,0,0,6,0,6,6,234964.0,11207.0,3040800026.0,1120.0,BK82,40.66795,-73.883243,40.66774,-73.883164,,,3090537.0
60824,CONFIDENTIAL,2019-06-21T00:00:00.000,----,----,Bronx,BX-02,17.0,New Construction,No,Non Prevailing Wage,37,24,0,0,0,1,13,8,34,7,0,0,0,0,62,0,62,62,,,,,,,,,,,,
66565,MHANY DUMONT HDFC.PLP.FY19,2019-06-21T00:00:00.000,954,DUMONT AVENUE,Brooklyn,BK-05,42.0,Preservation,No,Non Prevailing Wage,0,2,3,1,0,0,1,5,0,0,0,0,0,0,6,0,6,6,234962.0,11207.0,3040800025.0,1120.0,BK82,40.667942,-73.883301,40.66773,-73.883251,,,3090536.0
66565,MHANY DUMONT HDFC.PLP.FY19,2019-06-21T00:00:00.000,950,DUMONT AVENUE,Brooklyn,BK-05,42.0,Preservation,No,Non Prevailing Wage,0,3,3,0,0,0,1,5,0,0,0,0,0,0,6,0,6,6,234960.0,11207.0,3040800024.0,1120.0,BK82,40.667925,-73.883416,40.66772,-73.883337,,,3090535.0
61641,CASA PASIVA LLC.YR15.FY19,2019-06-20T00:00:00.000,108,GROVE STREET,Brooklyn,BK-04,34.0,Preservation,No,Non Prevailing Wage,0,11,11,0,0,1,0,0,17,6,0,0,0,0,23,0,23,23,304938.0,11221.0,3033230011.0,417.0,BK78,40.693401,-73.920554,40.69312,-73.920493,,,3076081.0
68696,CONFIDENTIAL,2019-06-20T00:00:00.000,----,----,Staten Island,SI-01,49.0,Preservation,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,,,,,,,,,,,
68651,CONFIDENTIAL,2019-06-20T00:00:00.000,----,----,Brooklyn,BK-15,48.0,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,
