,dbn,school_name,school_type,program,language
478,32K545 ,EBC High School for Public Service - Bushwick ,High school ,Transitional Bilingual Education ,Spanish 
479,32K562 ,Evergreen Middle School for Urban Exploration ,Junior High-Intermediate-Middle ,Transitional Bilingual Education ,Spanish 
480,75K231 ,P.S. K231 ,K-8 ,Transitional Bilingual Education ,Chinese 
481,75K370 ,P.S. 370 ,K-12 all grades ,Transitional Bilingual Education ,Yiddish 
482,75K373 ,P.S. 373 - Brooklyn Transition Center ,High school ,Dual Language ,Spanish 
483,75K373 ,P.S. 373 - Brooklyn Transition Center ,High school ,Transitional Bilingual Education ,Spanish 
484,75K396 ,P.S. K396 ,K-8 ,Transitional Bilingual Education ,Yiddish 
485,75K721 ,P.S. K721 - Brooklyn Occupational Training Center ,High school ,Transitional Bilingual Education ,Chinese 
486,75K721 ,P.S. K721 - Brooklyn Occupational Training Center ,High school ,Transitional Bilingual Education ,Spanish 
487,75K721 ,P.S. K721 - Brooklyn Occupational Training Center ,High school ,Transitional Bilingual Education ,Yiddish 
488,75K811 ,P.S. K811 Connie Lekas School ,Secondary School ,Transitional Bilingual Education ,Spanish 
489,75M079 ,P.S. M079 - Horan School ,Secondary School ,Dual Language ,Spanish 
490,75M079 ,P.S. M079 - Horan School ,Secondary School ,Transitional Bilingual Education ,Spanish 
491,75M751 ,Manhattan School for Career Development ,High school ,Transitional Bilingual Education ,Spanish 
492,75Q255 ,P.S. Q255 ,K-12 all grades ,Transitional Bilingual Education ,Spanish 
493,75Q721 ,John F. Kennedy Jr. School ,High school ,Dual Language ,Spanish 
494,75Q721 ,John F. Kennedy Jr. School ,High school ,Transitional Bilingual Education ,Spanish 
495,75Q811 ,P.S. Q811 ,K-12 all grades ,Transitional Bilingual Education ,Spanish 
496,75X010 ,P.S. X010 ,K-12 all grades ,Transitional Bilingual Education ,Spanish 
497,75X017 ,P.S. X017 ,K-8 ,Transitional Bilingual Education ,Spanish 
498,75X168 ,P.S. 168 ,K-12 all grades ,Transitional Bilingual Education ,Spanish 
499,75X176 ,P.S. X176 ,K-12 all grades ,Transitional Bilingual Education ,Spanish 
500,75X186 ,P186X Walter J. Damrosch School ,K-12 all grades ,Dual Language ,Spanish 
501,75X186 ,P186X Walter J. Damrosch School ,K-12 all grades ,Transitional Bilingual Education ,Spanish 
502,75X469 ,P469X - The Bronx School for Continuous Learners ,K-8 ,Transitional Bilingual Education ,Spanish 
503,75X721 ,P.S. X721 - Stephen McSweeney School ,High school ,Transitional Bilingual Education ,Spanish 
504,75X754 ,J. M. Rapport School Career Development ,High school ,Transitional Bilingual Education ,Spanish 
505,75X811 ,P.S. X811 ,Secondary School ,Transitional Bilingual Education ,Spanish 
506,79M973 ,Restart Academy ,K-12 all grades ,Transitional Bilingual Education ,Spanish 
507,79Q950 ,Pathways to Graduation ,HSE ,Transitional Bilingual Education ,Spanish 
