,borough,geographical,admin_district,ats_code,location_name,grade_level,building_code,building_name,address,building_ownership,room_no,area,function,is_school_co_located,inside_v_outside,is_the_space_shared,space_used_for_any
338,M,2,2,02M425,Leadership and Public Service High School,High school,M894,Hs For Leadership & Public Ser - M,90 Trinity Place,Tax Levy Lease,GYM_B,2173.0,Gymnasium,false,Inside,false,False
339,M,2,2,02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,High school,M620,Norman Thomas Hs (Ecf) - Manhattan,111 East 33Rd Street,DOE Owned,1014/18,5402.0,Gymnasium,true,Inside,true,False
340,M,2,2,02M449,Vanguard High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,643,420.0,Dance Room,true,Inside,true,False
341,M,2,2,02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,High school,M620,Norman Thomas Hs (Ecf) - Manhattan,111 East 33Rd Street,DOE Owned,340,814.0,Dance Room,true,Inside,true,False
342,M,2,2,02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,High school,M620,Norman Thomas Hs (Ecf) - Manhattan,111 East 33Rd Street,DOE Owned,908-910,6956.0,Gymnasium,true,Inside,true,False
343,M,2,2,02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,High school,M620,Norman Thomas Hs (Ecf) - Manhattan,111 East 33Rd Street,DOE Owned,912,2774.0,Gymnasium,true,Inside,true,False
344,M,2,2,02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,High school,M620,Norman Thomas Hs (Ecf) - Manhattan,111 East 33Rd Street,DOE Owned,914,2380.0,Gymnasium,true,Inside,true,False
345,M,2,2,02M432,Murray Hill Academy,High school,M620,Norman Thomas Hs (Ecf) - Manhattan,111 East 33Rd Street,DOE Owned,1014/18,5402.0,Gymnasium,true,Inside,true,False
346,M,2,2,02M432,Murray Hill Academy,High school,M620,Norman Thomas Hs (Ecf) - Manhattan,111 East 33Rd Street,DOE Owned,340,814.0,Dance Room,true,Inside,true,False
347,M,2,2,02M432,Murray Hill Academy,High school,M620,Norman Thomas Hs (Ecf) - Manhattan,111 East 33Rd Street,DOE Owned,908-910,6956.0,Gymnasium,true,Inside,true,False
348,M,2,2,02M432,Murray Hill Academy,High school,M620,Norman Thomas Hs (Ecf) - Manhattan,111 East 33Rd Street,DOE Owned,912,2774.0,Gymnasium,true,Inside,true,False
349,M,2,2,02M432,Murray Hill Academy,High school,M620,Norman Thomas Hs (Ecf) - Manhattan,111 East 33Rd Street,DOE Owned,914,2380.0,Gymnasium,true,Inside,true,False
350,M,2,2,02M437,Hudson High School of Learning Technologies,High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,606,1420.0,Auxiliary Exercise Room,true,Inside,true,False
351,M,2,2,02M437,Hudson High School of Learning Technologies,High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,608,594.0,Weight Room,true,Inside,true,False
352,M,2,2,02M437,Hudson High School of Learning Technologies,High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,618,777.0,Dance Room,true,Inside,true,False
353,M,2,2,02M437,Hudson High School of Learning Technologies,High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,622,861.0,Auxiliary Exercise Room,true,Inside,true,False
354,M,2,2,02M437,Hudson High School of Learning Technologies,High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,GYME,7260.0,Gymnasium,true,Inside,true,False
355,M,2,2,02M437,Hudson High School of Learning Technologies,High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,GYMW,5940.0,Gymnasium,true,Inside,true,False
356,M,2,2,02M438,International High School at Union Square,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,1046,3800.0,Gymnasium,true,Inside,true,False
357,M,2,2,02M438,International High School at Union Square,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,1148,989.0,Dance Room,true,Inside,true,False
358,M,2,2,02M438,International High School at Union Square,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,804,1320.0,Gymnasium,true,Inside,true,False
359,M,2,2,02M438,International High School at Union Square,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,804A,1173.0,Weight Room,true,Inside,true,False
360,M,2,2,02M438,International High School at Union Square,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,826,3060.0,Gymnasium,true,Inside,true,False
361,M,2,2,02M438,International High School at Union Square,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,838,575.0,Weight Room,true,Inside,true,False
362,M,2,2,02M438,International High School at Union Square,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,B. GYM,598.0,Gymnasium,true,Inside,true,False
363,M,2,2,02M438,International High School at Union Square,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,B53,888.0,Dance Room,true,Inside,true,False
364,M,2,2,02M438,International High School at Union Square,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,B54,3975.0,Weight Room,true,Inside,true,False
365,M,2,2,02M439,Manhattan Village Academy,High school,M873,Manhattan Village Academy - M,43 West 22 Street,Tax Levy Lease,3 FLOOR,2400.0,Gymnasium/Auditorium/Dance Room,false,Inside,false,True
366,M,2,2,02M442,"Ballet Tech, NYC Public School for Dance",K-12 all grades,M905,Ballet Tech/Pub. Scl For Dance - M,890 Broadway,Tax Levy Lease,7-1,2322.0,Dance Room,false,Inside,false,False
367,M,2,2,02M442,"Ballet Tech, NYC Public School for Dance",K-12 all grades,M905,Ballet Tech/Pub. Scl For Dance - M,890 Broadway,Tax Levy Lease,7-2,2580.0,Dance Room,false,Inside,false,False
368,M,2,2,02M449,Vanguard High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,268,875.0,Weight Room,true,Inside,true,False
369,M,2,2,02M449,Vanguard High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,2FL GYM,7740.0,Gymnasium,true,Inside,true,False
370,M,2,2,02M449,Vanguard High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,318,903.0,Dance Room,true,Inside,true,False
371,M,2,2,02M449,Vanguard High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,3FL GYM,7740.0,Gymnasium,true,Inside,true,False
372,M,2,2,02M449,Vanguard High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,505,836.0,Dance Room,true,Inside,true,False
373,M,2,2,02M449,Vanguard High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,641,1104.0,Dance Room,true,Inside,true,False
374,M,2,2,02M449,Vanguard High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,BALCGYM,900.0,Gymnasium,true,Inside,true,False
375,M,2,2,02M449,Vanguard High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,POOL,5135.0,Swimming Pool,true,Inside,true,False
376,M,2,2,02M459,Manhattan International High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,268,875.0,Weight Room,true,Inside,true,False
377,M,2,2,02M459,Manhattan International High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,2FL GYM,7740.0,Gymnasium,true,Inside,true,False
378,M,2,2,02M459,Manhattan International High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,318,903.0,Dance Room,true,Inside,true,False
379,M,2,2,02M459,Manhattan International High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,3FL GYM,7740.0,Gymnasium,true,Inside,true,False
380,M,2,2,02M459,Manhattan International High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,505,836.0,Dance Room,true,Inside,true,False
381,M,2,2,02M459,Manhattan International High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,641,1104.0,Dance Room,true,Inside,true,False
382,M,2,2,02M459,Manhattan International High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,643,420.0,Dance Room,true,Inside,true,False
383,M,2,2,02M459,Manhattan International High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,BALCGYM,900.0,Gymnasium,true,Inside,true,False
384,M,2,2,02M459,Manhattan International High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,POOL,5135.0,Swimming Pool,true,Inside,true,False
385,M,2,2,02M475,Stuyvesant High School,High school,M477,Stuyvesant Hs (New) - Manhattan,345 Chambers Street,DOE Owned,180,6764.0,Swimming Pool,true,Inside,true,False
386,M,2,2,02M475,Stuyvesant High School,High school,M477,Stuyvesant Hs (New) - Manhattan,345 Chambers Street,DOE Owned,G380,6480.0,Gymnasium,true,Inside,true,False
387,M,2,2,02M475,Stuyvesant High School,High school,M477,Stuyvesant Hs (New) - Manhattan,345 Chambers Street,DOE Owned,G382,2704.0,Dance Room,true,Inside,true,False
388,M,2,2,02M475,Stuyvesant High School,High school,M477,Stuyvesant Hs (New) - Manhattan,345 Chambers Street,DOE Owned,G580,900.0,Weight Room,true,Inside,true,False
389,M,2,2,02M475,Stuyvesant High School,High school,M477,Stuyvesant Hs (New) - Manhattan,345 Chambers Street,DOE Owned,G680,5760.0,Gymnasium,true,Inside,true,False
390,M,2,2,02M475,Stuyvesant High School,High school,M477,Stuyvesant Hs (New) - Manhattan,345 Chambers Street,DOE Owned,G682,1872.0,Dance Room,true,Inside,true,False
391,M,2,2,02M489,High School of Economics and Finance,High school,M833,Hs For Economics & Finance - M,100 Trinity Place,Tax Levy Lease,104,483.0,Weight Room,false,Inside,false,False
392,M,2,2,02M489,High School of Economics and Finance,High school,M833,Hs For Economics & Finance - M,100 Trinity Place,Tax Levy Lease,GYM,2475.0,Gymnasium,false,Inside,false,False
393,M,2,2,02M500,Unity Center for Urban Technologies,High school,M620,Norman Thomas Hs (Ecf) - Manhattan,111 East 33Rd Street,DOE Owned,1014/18,5402.0,Gymnasium,true,Inside,true,False
394,M,2,2,02M500,Unity Center for Urban Technologies,High school,M620,Norman Thomas Hs (Ecf) - Manhattan,111 East 33Rd Street,DOE Owned,340,814.0,Dance Room,true,Inside,true,False
395,M,2,2,02M500,Unity Center for Urban Technologies,High school,M620,Norman Thomas Hs (Ecf) - Manhattan,111 East 33Rd Street,DOE Owned,908-910,6956.0,Gymnasium,true,Inside,true,False
396,M,2,2,02M500,Unity Center for Urban Technologies,High school,M620,Norman Thomas Hs (Ecf) - Manhattan,111 East 33Rd Street,DOE Owned,912,2774.0,Gymnasium,true,Inside,true,False
397,M,2,2,02M500,Unity Center for Urban Technologies,High school,M620,Norman Thomas Hs (Ecf) - Manhattan,111 East 33Rd Street,DOE Owned,914,2380.0,Gymnasium,true,Inside,true,False
398,M,2,2,02M507,Urban Assembly Gateway School for Technology,High school,M625,Hs Of Graphic Communication Arts-M,439 West 49Th Street,DOE Owned,247B,816.0,Dance Room,true,Inside,true,False
399,M,2,2,02M507,Urban Assembly Gateway School for Technology,High school,M625,Hs Of Graphic Communication Arts-M,439 West 49Th Street,DOE Owned,644,640.0,Weight Room,true,Inside,true,False
400,M,2,2,02M507,Urban Assembly Gateway School for Technology,High school,M625,Hs Of Graphic Communication Arts-M,439 West 49Th Street,DOE Owned,B18,6016.0,Gymnasium,true,Inside,true,False
401,M,2,2,02M519,Talent Unlimited High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,268,875.0,Weight Room,true,Inside,true,False
402,M,2,2,02M519,Talent Unlimited High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,2FL GYM,7740.0,Gymnasium,true,Inside,true,False
403,M,2,2,02M519,Talent Unlimited High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,318,903.0,Dance Room,true,Inside,true,False
404,M,2,2,02M519,Talent Unlimited High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,3FL GYM,7740.0,Gymnasium,true,Inside,true,False
405,M,2,2,02M519,Talent Unlimited High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,505,836.0,Dance Room,true,Inside,true,False
406,M,2,2,02M519,Talent Unlimited High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,641,1104.0,Dance Room,true,Inside,true,False
407,K,15,15,15K295,P.S. 295,Elementary,K845,P.S. 295 - Brooklyn,330 18 Street,DOE Owned,B107,825.0,Dance Room,true,Inside,true,False
408,M,2,2,02M519,Talent Unlimited High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,643,420.0,Dance Room,true,Inside,true,False
409,M,2,2,02M519,Talent Unlimited High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,BALCGYM,900.0,Gymnasium,true,Inside,true,False
410,M,2,2,02M519,Talent Unlimited High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,POOL,5135.0,Swimming Pool,true,Inside,true,False
411,M,2,2,02M520,Murry Bergtraum High School for Business Careers,High school,M520,Murry Bergtraum Hs (Ecf) - M,411 Pearl Street,DOE Owned,250,6882.0,Gymnasium/Auditorium/Cafeteria,true,Inside,true,True
412,M,2,2,02M520,Murry Bergtraum High School for Business Careers,High school,M520,Murry Bergtraum Hs (Ecf) - M,411 Pearl Street,DOE Owned,GYM #1,5106.0,Gymnasium,true,Inside,true,False
413,M,2,2,02M520,Murry Bergtraum High School for Business Careers,High school,M520,Murry Bergtraum Hs (Ecf) - M,411 Pearl Street,DOE Owned,GYM #2,11840.0,Gymnasium,true,Inside,true,False
414,X,7,7,07X049,P.S. 049 Willis Avenue,Elementary,X049,P.S. 49 - Bronx,383 East 139 Street,DOE Owned,GYM,4144.0,Gymnasium,true,Inside,true,False
415,M,2,2,02M527,P.S. 527 - East Side School for Social Action,Elementary,M816,P.S. 527 - East Side School For Social Action,323 East 91 Street,Tax Levy Lease,100,3500.0,Gymnasium/Auditorium,false,Inside,false,True
416,M,2,2,02M527,P.S. 527 - East Side School for Social Action,Elementary,M816,P.S. 527 - East Side School For Social Action,323 East 91 Street,Tax Levy Lease,209,588.0,Auxiliary Exercise Room,false,Inside,false,False
417,M,2,2,02M529,Jacqueline Kennedy Onassis High School,High school,M486,J. K. Onassis Hs For Int Careers-M,120 West 46 Street,DOE Owned,207,1696.0,Gymnasium,false,Inside,false,False
418,M,2,2,02M531,Repertory Company High School for Theatre Arts,High school,M896,Nyc Public School Repertory Co - M,123 West 43 Street,Tax Levy Lease,307,928.0,Dance Room,false,Inside,false,False
419,M,2,2,02M533,Union Square Academy for Health Sciences,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,1046,3800.0,Gymnasium,true,Inside,true,False
420,M,2,2,02M533,Union Square Academy for Health Sciences,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,1148,989.0,Dance Room,true,Inside,true,False
421,M,2,2,02M533,Union Square Academy for Health Sciences,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,804,1320.0,Gymnasium,true,Inside,true,False
422,M,2,2,02M533,Union Square Academy for Health Sciences,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,804A,1173.0,Weight Room,true,Inside,true,False
423,M,2,2,02M533,Union Square Academy for Health Sciences,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,826,3060.0,Gymnasium,true,Inside,true,False
424,M,2,2,02M533,Union Square Academy for Health Sciences,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,838,575.0,Weight Room,true,Inside,true,False
425,M,2,2,02M533,Union Square Academy for Health Sciences,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,B. GYM,598.0,Gymnasium,true,Inside,true,False
426,M,2,2,02M533,Union Square Academy for Health Sciences,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,B53,888.0,Dance Room,true,Inside,true,False
427,M,2,2,02M533,Union Square Academy for Health Sciences,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,B54,3975.0,Weight Room,true,Inside,true,False
428,M,2,2,02M534,Harvest Collegiate High School,High school,M883,Legacy Hs For Integr. Studies - M,34 West 14 Street,Tax Levy Lease,431,1596.0,Dance Room,true,Inside,true,False
429,M,2,2,02M542,Manhattan Bridges High School,High school,M535,Park West Hs (Ecf) - Manhattan,525 West 50Th Street,DOE Owned,513,1242.0,Dance Room,true,Inside,true,False
430,M,2,2,02M542,Manhattan Bridges High School,High school,M535,Park West Hs (Ecf) - Manhattan,525 West 50Th Street,DOE Owned,569-GYM,4756.0,Gymnasium,true,Inside,true,False
431,M,2,2,02M542,Manhattan Bridges High School,High school,M535,Park West Hs (Ecf) - Manhattan,525 West 50Th Street,DOE Owned,580-GYM,9804.0,Gymnasium,true,Inside,true,False
432,M,2,2,02M543,New Design High School,High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,098B,760.0,Dance Room,true,Inside,true,False
433,M,2,2,02M543,New Design High School,High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,600B,3025.0,Weight Room,true,Inside,true,False
434,M,2,2,02M543,New Design High School,High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,GYM1,4620.0,Gymnasium,true,Inside,true,False
435,M,2,2,02M543,New Design High School,High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,GYM2,4620.0,Gymnasium,true,Inside,true,False
436,M,2,2,02M543,New Design High School,High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,POOL,5472.0,Swimming Pool,true,Inside,true,False
437,M,2,2,02M544,Independence High School,High school,M834,Hs For Environmental Studies - M,850 10Th Avenue,Tax Levy Lease,3062,10400.0,Gymnasium,true,Inside,true,False
438,M,2,2,02M544,Independence High School,High school,M834,Hs For Environmental Studies - M,850 10Th Avenue,Tax Levy Lease,3082,1296.0,Weight Room,true,Inside,true,False
439,M,2,2,02M544,Independence High School,High school,M834,Hs For Environmental Studies - M,850 10Th Avenue,Tax Levy Lease,3089,1804.0,Dance Room,true,Inside,true,False
440,M,2,2,02M545,High School for Dual Language and Asian Studies,High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,098B,760.0,Dance Room,true,Inside,true,False
441,M,2,2,02M545,High School for Dual Language and Asian Studies,High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,600B,3025.0,Weight Room,true,Inside,true,False
442,X,7,7,07X277,P.S. 277,Elementary,X027,P.S. 277 - Bronx,519 St Anns Avenue,DOE Owned,510/512,1488.0,Gymnasium,true,Inside,true,False
443,M,2,2,02M545,High School for Dual Language and Asian Studies,High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,GYM1,4620.0,Gymnasium,true,Inside,true,False
444,M,2,2,02M545,High School for Dual Language and Asian Studies,High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,GYM2,4620.0,Gymnasium,true,Inside,true,False
445,M,2,2,02M545,High School for Dual Language and Asian Studies,High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,POOL,5472.0,Swimming Pool,true,Inside,true,False
446,M,2,2,02M546,Academy for Software Engineering,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,1046,3800.0,Gymnasium,true,Inside,true,False
447,M,2,2,02M546,Academy for Software Engineering,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,1148,989.0,Dance Room,true,Inside,true,False
448,M,2,2,02M546,Academy for Software Engineering,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,804,1320.0,Gymnasium,true,Inside,true,False
449,M,2,2,02M546,Academy for Software Engineering,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,804A,1173.0,Weight Room,true,Inside,true,False
450,M,2,2,02M546,Academy for Software Engineering,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,826,3060.0,Gymnasium,true,Inside,true,False
451,M,2,2,02M546,Academy for Software Engineering,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,838,575.0,Weight Room,true,Inside,true,False
452,M,2,2,02M546,Academy for Software Engineering,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,B. GYM,598.0,Gymnasium,true,Inside,true,False
453,M,2,2,02M546,Academy for Software Engineering,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,B53,888.0,Dance Room,true,Inside,true,False
454,M,2,2,02M546,Academy for Software Engineering,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,B54,3975.0,Weight Room,true,Inside,true,False
455,M,2,2,02M550,Liberty High School Academy for Newcomers,High school,M451,Liberty Hs - Manhattan,250 West 18 Street,DOE Owned,210,1024.0,Weight Room,false,Inside,false,False
456,M,2,2,02M551,Urban Assembly New York Harbor School,High school,M877,New York Harbor School - Manhattan,"10 South Street, Slip 7",Tax Levy Lease,218,1225.0,Weight Room,false,Inside,true,False
457,M,2,2,02M560,High School M560 - City As School,High school,M641,City-As-School(Old 95) - Manhattan,16 Clarkson Street,DOE Owned,GYM,2257.0,Gymnasium,true,Inside,true,False
458,M,2,2,02M565,Urban Academy Laboratory High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,268,875.0,Weight Room,true,Inside,true,False
459,M,2,2,02M565,Urban Academy Laboratory High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,2FL GYM,7740.0,Gymnasium,true,Inside,true,False
460,M,2,2,02M565,Urban Academy Laboratory High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,318,903.0,Dance Room,true,Inside,true,False
461,M,2,2,02M565,Urban Academy Laboratory High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,3FL GYM,7740.0,Gymnasium,true,Inside,true,False
462,M,2,2,02M565,Urban Academy Laboratory High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,505,836.0,Dance Room,true,Inside,true,False
463,M,2,2,02M565,Urban Academy Laboratory High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,641,1104.0,Dance Room,true,Inside,true,False
464,M,2,2,02M565,Urban Academy Laboratory High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,643,420.0,Dance Room,true,Inside,true,False
465,M,2,2,02M565,Urban Academy Laboratory High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,BALCGYM,900.0,Gymnasium,true,Inside,true,False
466,M,2,2,02M565,Urban Academy Laboratory High School,High school,M480,Julia Richman Ed. Complex - M,317 East 67 Street,DOE Owned,POOL,5135.0,Swimming Pool,true,Inside,true,False
467,M,2,2,02M570,Satellite Academy High School,High school,M920,Satellite Academy - Manhattan,120 West 30 Street,Tax Levy Lease,306,440.0,Auxiliary Exercise Room,false,Inside,false,False
468,M,2,2,02M575,Manhattan Comprehensive Night and Day High School,High school,M661,Mnht Comp Night&Day (Ol Bacn X)-M,240 2 Avenue,DOE Owned,406,2604.0,Gymnasium,false,Inside,false,False
469,M,2,2,02M575,Manhattan Comprehensive Night and Day High School,High school,M661,Mnht Comp Night&Day (Ol Bacn X)-M,240 2 Avenue,DOE Owned,TRACKS,1426.0,Gymnasium,false,Inside,false,False
470,X,7,7,07X277,P.S. 277,Elementary,X027,P.S. 277 - Bronx,519 St Anns Avenue,DOE Owned,Outdoor Yard 1,9862.0,Outdoor Yard,true,Outdoor,true,False
471,M,2,2,02M580,Richard R. Green High School of Teaching,High school,M282,Broadway Education Campus - M,7 Beaver Street,Tax Levy Lease,150,3168.0,Gymnasium,true,Inside,true,False
472,M,2,2,02M580,Richard R. Green High School of Teaching,High school,M282,Broadway Education Campus - M,7 Beaver Street,Tax Levy Lease,150A,1350.0,Weight Room,true,Inside,true,False
473,M,2,2,02M580,Richard R. Green High School of Teaching,High school,M282,Broadway Education Campus - M,7 Beaver Street,Tax Levy Lease,631,1014.0,Dance Room,true,Inside,true,False
474,M,2,2,02M580,Richard R. Green High School of Teaching,High school,M282,Broadway Education Campus - M,7 Beaver Street,Tax Levy Lease,727,940.0,Dance Room,true,Inside,true,False
475,M,2,2,02M586,Harvey Milk High School,High school,M807,Harvey Milk School - Manhattan,2-10 Astor Place,Tax Levy Lease,335,1224.0,Multi-Purpose Room,true,Inside,true,True
476,M,2,2,02M600,The High School of Fashion Industries,High school,M600,Fashion Industries Voc Hs - M,225 West 24 Street,DOE Owned,1001,2028.0,Gymnasium,true,Inside,true,False
477,M,2,2,02M600,The High School of Fashion Industries,High school,M600,Fashion Industries Voc Hs - M,225 West 24 Street,DOE Owned,1026,775.0,Weight Room,true,Inside,true,False
478,M,2,2,02M600,The High School of Fashion Industries,High school,M600,Fashion Industries Voc Hs - M,225 West 24 Street,DOE Owned,301,5824.0,Gymnasium,true,Inside,true,False
479,M,2,2,02M605,Humanities Preparatory Academy,High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,606,1420.0,Auxiliary Exercise Room,true,Inside,true,False
480,M,2,2,02M605,Humanities Preparatory Academy,High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,608,594.0,Weight Room,true,Inside,true,False
481,M,2,2,02M605,Humanities Preparatory Academy,High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,618,777.0,Dance Room,true,Inside,true,False
482,M,2,2,02M605,Humanities Preparatory Academy,High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,622,861.0,Auxiliary Exercise Room,true,Inside,true,False
483,M,2,2,02M605,Humanities Preparatory Academy,High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,GYME,7260.0,Gymnasium,true,Inside,true,False
484,M,2,2,02M605,Humanities Preparatory Academy,High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,GYMW,5940.0,Gymnasium,true,Inside,true,False
485,M,2,2,02M615,Chelsea Career and Technical Education High School,High school,M615,Chelsea Voc Hs - Manhattan,131 Avenue Of The Americas,DOE Owned,102,1081.0,Weight Room,true,Inside,true,False
486,M,2,2,02M630,Art and Design High School,High school,M488,Midtown East Campus - Manhattan,231-249 East 56 Street,DOE Owned,426,1980.0,Weight Room,true,Inside,true,False
487,M,2,2,02M630,Art and Design High School,High school,M488,Midtown East Campus - Manhattan,231-249 East 56 Street,DOE Owned,502,3280.0,Gymnasium,true,Inside,true,False
488,M,2,2,02M630,Art and Design High School,High school,M488,Midtown East Campus - Manhattan,231-249 East 56 Street,DOE Owned,L223,2793.0,Gymnasium,true,Inside,true,False
489,M,2,2,02M630,Art and Design High School,High school,M488,Midtown East Campus - Manhattan,231-249 East 56 Street,DOE Owned,Outdoor Yard 1,4352.0,Outdoor Yard,true,Outdoor,true,False
490,M,2,2,02M655,Life Sciences Secondary School,Secondary School,M645,Old Manhattan Voc/Tech Hs - M,320 East 96 Street,DOE Owned,307,780.0,Weight Room,false,Inside,false,False
491,M,2,2,02M655,Life Sciences Secondary School,Secondary School,M645,Old Manhattan Voc/Tech Hs - M,320 East 96 Street,DOE Owned,316,1440.0,Dance Room,false,Inside,false,False
492,M,2,2,02M896,Lower Manhattan Community Middle School,Junior High-Intermediate-Middle,M282,Broadway Education Campus - M,26 Broadway,Tax Levy Lease,150,3168.0,Gymnasium,true,Inside,true,False
