,report_date,building_id,dob_violations,hpd_violations,fdny_violations,total_open_violations
430,2018-03-31T00:00:00.000,TQ86,13,29,0,42.0
431,2018-03-31T00:00:00.000,TQ87,2,5,0,7.0
432,2018-03-31T00:00:00.000,TQ88,0,26,4,30.0
433,2018-03-31T00:00:00.000,TQ89,13,29,1,43.0
434,2018-03-31T00:00:00.000,TQ90,9,65,2,76.0
435,2018-03-31T00:00:00.000,TQ91,17,66,1,84.0
436,2018-03-31T00:00:00.000,TQ92,16,33,0,49.0
437,2018-03-31T00:00:00.000,TQ93,2,35,3,40.0
438,2018-03-31T00:00:00.000,TQ94,6,4,0,10.0
439,2018-03-31T00:00:00.000,TQ95,1,10,1,12.0
440,2018-03-31T00:00:00.000,TQ96,3,7,0,10.0
441,2018-03-31T00:00:00.000,TQ97,35,40,1,76.0
442,2018-03-31T00:00:00.000,TQ98,19,43,3,65.0
443,2018-03-31T00:00:00.000,TQ99,0,0,0,0.0
444,2018-03-31T00:00:00.000,TQ100,2,29,0,31.0
445,2018-03-31T00:00:00.000,TQ101,6,25,4,35.0
446,2018-03-31T00:00:00.000,TQ102,13,28,0,41.0
447,2018-03-31T00:00:00.000,TQ103,4,0,0,4.0
448,2018-03-31T00:00:00.000,TQ104,36,32,0,68.0
449,2018-03-31T00:00:00.000,TQ105,14,2,2,18.0
450,2018-03-31T00:00:00.000,TQ106,9,61,6,76.0
451,2018-03-31T00:00:00.000,TQ107,0,3,0,3.0
452,2018-03-31T00:00:00.000,TQ108,1,6,0,7.0
453,2018-03-31T00:00:00.000,TQ109,4,0,1,5.0
454,2018-03-31T00:00:00.000,TQ110,0,0,0,0.0
455,2018-03-31T00:00:00.000,TQ111,1,9,1,11.0
456,2018-03-31T00:00:00.000,TQ112,12,37,0,49.0
457,2018-03-31T00:00:00.000,TQ113,7,9,0,16.0
458,2018-03-31T00:00:00.000,TQ114,15,50,0,65.0
459,2017-12-31T00:00:00.000,TQ01,0,2,3,5.0
460,2017-12-31T00:00:00.000,TQ02,0,2,0,2.0
461,2017-12-31T00:00:00.000,TQ03,1,49,4,54.0
462,2017-12-31T00:00:00.000,TQ04,0,4,4,8.0
463,2017-12-31T00:00:00.000,TQ05,13,49,4,66.0
464,2017-12-31T00:00:00.000,TQ06,1,22,4,27.0
465,2017-12-31T00:00:00.000,TQ07,0,1,6,7.0
466,2017-12-31T00:00:00.000,TQ08,33,0,6,39.0
467,2017-12-31T00:00:00.000,TQ09,8,11,0,19.0
468,2017-12-31T00:00:00.000,TQ10,6,17,2,25.0
469,2017-12-31T00:00:00.000,TQ11,21,9,1,31.0
470,2017-12-31T00:00:00.000,TQ12,1,0,0,1.0
471,2017-12-31T00:00:00.000,TQ13,0,8,0,8.0
472,2017-12-31T00:00:00.000,TQ14,7,20,1,28.0
473,2017-12-31T00:00:00.000,TQ15,2,1,0,3.0
474,2017-12-31T00:00:00.000,TQ16,0,0,0,0.0
475,2017-12-31T00:00:00.000,TQ17,72,42,2,116.0
476,2017-12-31T00:00:00.000,TQ18,3,51,0,54.0
477,2017-12-31T00:00:00.000,TQ19,17,8,0,25.0
478,2017-12-31T00:00:00.000,TQ20,3,0,3,6.0
479,2017-12-31T00:00:00.000,TQ21,2,17,3,22.0
480,2017-12-31T00:00:00.000,TQ22,0,3,0,3.0
481,2017-12-31T00:00:00.000,TQ23,0,2,0,2.0
482,2017-12-31T00:00:00.000,TQ24,10,3,1,14.0
483,2017-12-31T00:00:00.000,TQ25,5,13,3,21.0
484,2017-12-31T00:00:00.000,TQ26,12,47,9,68.0
485,2017-12-31T00:00:00.000,TQ27,7,13,2,22.0
486,2017-12-31T00:00:00.000,TQ28,0,109,3,112.0
487,2017-12-31T00:00:00.000,TQ29,6,48,2,56.0
488,2017-12-31T00:00:00.000,TQ30,5,3,2,10.0
489,2017-12-31T00:00:00.000,TQ31,23,13,0,36.0
490,2017-12-31T00:00:00.000,TQ32,0,0,0,0.0
491,2017-12-31T00:00:00.000,TQ33,8,19,0,27.0
492,2017-12-31T00:00:00.000,TQ34,32,40,3,75.0
493,2017-12-31T00:00:00.000,TQ35,0,7,2,9.0
494,2017-12-31T00:00:00.000,TQ36,6,39,3,48.0
495,2017-12-31T00:00:00.000,TQ37,7,2,0,9.0
496,2017-12-31T00:00:00.000,TQ38,6,8,1,15.0
497,2017-12-31T00:00:00.000,TQ39,1,2,0,3.0
498,2017-12-31T00:00:00.000,TQ40,0,0,3,3.0
499,2017-12-31T00:00:00.000,TQ41,0,4,0,4.0
500,2017-12-31T00:00:00.000,TQ42,10,12,0,22.0
501,2017-12-31T00:00:00.000,TQ43,14,14,9,37.0
502,2017-12-31T00:00:00.000,TQ44,0,13,1,14.0
503,2017-12-31T00:00:00.000,TQ45,54,68,7,129.0
504,2017-12-31T00:00:00.000,TQ46,11,27,0,38.0
505,2017-12-31T00:00:00.000,TQ47,0,0,5,5.0
506,2017-12-31T00:00:00.000,TQ48,2,16,0,18.0
507,2017-12-31T00:00:00.000,TQ49,43,101,2,146.0
508,2017-12-31T00:00:00.000,TQ50,1,5,2,8.0
509,2017-12-31T00:00:00.000,TQ51,6,12,1,19.0
510,2017-12-31T00:00:00.000,TQ52,20,17,1,38.0
511,2017-12-31T00:00:00.000,TQ53,2,6,0,8.0
512,2017-12-31T00:00:00.000,TQ54,2,43,1,46.0
513,2017-12-31T00:00:00.000,TQ55,8,8,0,16.0
514,2017-12-31T00:00:00.000,TQ56,3,32,2,37.0
515,2017-12-31T00:00:00.000,TQ57,11,5,3,19.0
516,2017-12-31T00:00:00.000,TQ58,3,2,0,5.0
517,2017-12-31T00:00:00.000,TQ59,0,0,0,0.0
518,2017-12-31T00:00:00.000,TQ60,0,9,2,11.0
519,2017-12-31T00:00:00.000,TQ61,6,2,2,10.0
520,2017-12-31T00:00:00.000,TQ62,3,12,0,15.0
521,2017-12-31T00:00:00.000,TQ63,2,7,1,10.0
522,2017-12-31T00:00:00.000,TQ64,17,1,1,19.0
523,2017-12-31T00:00:00.000,TQ65,5,4,1,10.0
524,2017-12-31T00:00:00.000,TQ66,2,13,2,17.0
525,2017-12-31T00:00:00.000,TQ67,17,3,0,20.0
526,2017-12-31T00:00:00.000,TQ68,0,6,0,6.0
527,2017-12-31T00:00:00.000,TQ69,1,0,1,2.0
528,2017-12-31T00:00:00.000,TQ70,5,13,3,21.0
529,2017-12-31T00:00:00.000,TQ71,7,94,2,103.0
530,2017-12-31T00:00:00.000,TQ72,0,11,3,14.0
531,2017-12-31T00:00:00.000,TQ73,6,7,0,13.0
532,2017-12-31T00:00:00.000,TQ74,14,23,1,38.0
533,2017-12-31T00:00:00.000,TQ75,3,15,0,18.0
534,2017-12-31T00:00:00.000,TQ76,7,5,0,12.0
535,2017-12-31T00:00:00.000,TQ77,7,0,2,9.0
536,2017-12-31T00:00:00.000,TQ78,0,5,3,8.0
537,2017-12-31T00:00:00.000,TQ79,3,7,1,11.0
538,2017-12-31T00:00:00.000,TQ80,20,48,6,74.0
539,2017-12-31T00:00:00.000,TQ81,0,0,0,0.0
540,2017-12-31T00:00:00.000,TQ82,13,150,3,166.0
541,2017-12-31T00:00:00.000,TQ83,3,61,2,66.0
542,2017-12-31T00:00:00.000,TQ84,1,19,1,21.0
543,2017-12-31T00:00:00.000,TQ85,5,5,2,12.0
544,2017-12-31T00:00:00.000,TQ86,12,29,0,41.0
545,2017-12-31T00:00:00.000,TQ87,2,5,0,7.0
546,2017-12-31T00:00:00.000,TQ88,0,26,4,30.0
547,2017-12-31T00:00:00.000,TQ89,11,29,1,41.0
548,2017-12-31T00:00:00.000,TQ90,3,64,2,69.0
549,2017-12-31T00:00:00.000,TQ91,15,62,1,78.0
550,2017-12-31T00:00:00.000,TQ92,15,33,0,48.0
551,2017-12-31T00:00:00.000,TQ93,2,36,3,41.0
552,2017-12-31T00:00:00.000,TQ94,3,8,0,11.0
553,2017-12-31T00:00:00.000,TQ95,1,10,1,12.0
554,2017-12-31T00:00:00.000,TQ96,5,7,0,12.0
555,2017-12-31T00:00:00.000,TQ97,26,35,0,61.0
556,2017-12-31T00:00:00.000,TQ98,8,43,3,54.0
557,2017-12-31T00:00:00.000,TQ99,0,0,0,0.0
558,2017-12-31T00:00:00.000,TQ100,2,29,0,31.0
559,2017-12-31T00:00:00.000,TQ101,6,25,3,34.0
560,2017-12-31T00:00:00.000,TQ102,11,27,1,39.0
561,2017-12-31T00:00:00.000,TQ103,4,10,0,14.0
562,2017-12-31T00:00:00.000,TQ104,36,41,0,77.0
563,2017-12-31T00:00:00.000,TQ105,13,2,2,17.0
564,2017-12-31T00:00:00.000,TQ106,9,39,4,52.0
565,2017-12-31T00:00:00.000,TQ107,0,3,0,3.0
566,2017-12-31T00:00:00.000,TQ108,1,6,0,7.0
567,2017-12-31T00:00:00.000,TQ109,4,0,1,5.0
568,2017-12-31T00:00:00.000,TQ110,0,0,0,0.0
569,2017-12-31T00:00:00.000,TQ111,1,13,1,15.0
570,2017-12-31T00:00:00.000,TQ112,5,44,0,49.0
571,2017-12-31T00:00:00.000,TQ113,7,9,0,16.0
572,2017-12-31T00:00:00.000,TQ114,13,49,0,62.0
573,2017-09-30T00:00:00.000,TQ01,0,50,3,53.0
574,2017-09-30T00:00:00.000,TQ02,9,5,0,14.0
575,2017-09-30T00:00:00.000,TQ03,1,49,4,54.0
576,2017-09-30T00:00:00.000,TQ04,0,0,4,4.0
577,2017-09-30T00:00:00.000,TQ05,13,18,1,32.0
578,2017-09-30T00:00:00.000,TQ06,1,22,4,27.0
579,2017-09-30T00:00:00.000,TQ07,0,2,6,8.0
580,2017-09-30T00:00:00.000,TQ08,33,0,6,39.0
581,2017-09-30T00:00:00.000,TQ09,8,11,0,19.0
582,2017-09-30T00:00:00.000,TQ10,6,16,5,27.0
583,2017-09-30T00:00:00.000,TQ11,19,0,0,19.0
584,2017-09-30T00:00:00.000,TQ12,1,0,0,1.0
585,2017-09-30T00:00:00.000,TQ13,0,8,0,8.0
586,2017-09-30T00:00:00.000,TQ14,6,37,2,45.0
587,2017-09-30T00:00:00.000,TQ15,2,1,0,3.0
588,2017-09-30T00:00:00.000,TQ16,0,0,0,0.0
589,2017-09-30T00:00:00.000,TQ17,68,42,3,113.0
590,2017-09-30T00:00:00.000,TQ18,3,53,0,56.0
591,2017-09-30T00:00:00.000,TQ19,17,6,0,23.0
592,2017-09-30T00:00:00.000,TQ20,8,9,3,20.0
593,2017-09-30T00:00:00.000,TQ21,2,15,3,20.0
594,2017-09-30T00:00:00.000,TQ22,0,3,1,4.0
595,2017-09-30T00:00:00.000,TQ23,0,2,0,2.0
596,2017-09-30T00:00:00.000,TQ24,10,3,0,13.0
597,2017-09-30T00:00:00.000,TQ25,5,12,1,18.0
598,2017-09-30T00:00:00.000,TQ26,7,53,6,66.0
599,2017-09-30T00:00:00.000,TQ27,7,12,2,21.0
600,2017-09-30T00:00:00.000,TQ28,0,79,3,82.0
601,2017-09-30T00:00:00.000,TQ29,4,94,1,99.0
602,2017-09-30T00:00:00.000,TQ30,5,3,2,10.0
603,2017-09-30T00:00:00.000,TQ31,23,12,0,35.0
604,2017-09-30T00:00:00.000,TQ32,0,0,1,1.0
605,2017-09-30T00:00:00.000,TQ33,6,19,0,25.0
606,2017-09-30T00:00:00.000,TQ34,24,39,3,66.0
607,2017-09-30T00:00:00.000,TQ35,0,6,1,7.0
608,2017-09-30T00:00:00.000,TQ36,4,30,3,37.0
609,2017-09-30T00:00:00.000,TQ37,7,1,0,8.0
610,2017-09-30T00:00:00.000,TQ38,6,8,1,15.0
611,2017-09-30T00:00:00.000,TQ39,8,2,0,10.0
612,2017-09-30T00:00:00.000,TQ40,0,0,3,3.0
613,2017-09-30T00:00:00.000,TQ41,0,3,0,3.0
614,2017-09-30T00:00:00.000,TQ42,11,6,0,17.0
615,2017-09-30T00:00:00.000,TQ43,14,13,9,36.0
616,2017-09-30T00:00:00.000,TQ44,0,2,1,3.0
617,2017-09-30T00:00:00.000,TQ45,42,73,4,119.0
618,2017-09-30T00:00:00.000,TQ46,7,26,0,33.0
619,2017-09-30T00:00:00.000,TQ47,0,0,5,5.0
620,2017-09-30T00:00:00.000,TQ48,3,16,1,20.0
621,2017-09-30T00:00:00.000,TQ49,45,100,2,147.0
622,2017-09-30T00:00:00.000,TQ50,6,5,2,13.0
623,2017-09-30T00:00:00.000,TQ51,6,11,1,18.0
624,2017-09-30T00:00:00.000,TQ52,16,16,1,33.0
625,2017-09-30T00:00:00.000,TQ53,2,7,0,9.0
626,2017-09-30T00:00:00.000,TQ54,2,43,1,46.0
627,2017-09-30T00:00:00.000,TQ55,8,7,0,15.0
628,2017-09-30T00:00:00.000,TQ56,3,31,2,36.0
629,2017-09-30T00:00:00.000,TQ57,11,5,3,19.0
630,2017-09-30T00:00:00.000,TQ58,2,2,0,4.0
631,2017-09-30T00:00:00.000,TQ59,0,0,0,0.0
632,2017-09-30T00:00:00.000,TQ60,0,8,2,10.0
633,2017-09-30T00:00:00.000,TQ61,6,2,2,10.0
634,2017-09-30T00:00:00.000,TQ62,3,16,0,19.0
635,2017-09-30T00:00:00.000,TQ63,2,7,1,10.0
636,2017-09-30T00:00:00.000,TQ64,3,2,1,6.0
637,2017-09-30T00:00:00.000,TQ65,3,4,1,8.0
638,2017-09-30T00:00:00.000,TQ66,2,13,2,17.0
639,2017-09-30T00:00:00.000,TQ67,18,3,0,21.0
640,2017-09-30T00:00:00.000,TQ68,0,6,0,6.0
641,2017-09-30T00:00:00.000,TQ69,1,0,1,2.0
642,2017-09-30T00:00:00.000,TQ70,5,12,1,18.0
643,2017-09-30T00:00:00.000,TQ71,7,95,2,104.0
644,2017-09-30T00:00:00.000,TQ72,0,10,2,12.0
645,2017-09-30T00:00:00.000,TQ73,7,7,0,14.0
646,2017-09-30T00:00:00.000,TQ74,13,23,1,37.0
647,2017-09-30T00:00:00.000,TQ75,1,14,0,15.0
648,2017-09-30T00:00:00.000,TQ76,5,5,0,10.0
649,2017-09-30T00:00:00.000,TQ77,5,0,2,7.0
650,2017-09-30T00:00:00.000,TQ78,0,4,3,7.0
651,2017-09-30T00:00:00.000,TQ79,3,7,1,11.0
652,2017-09-30T00:00:00.000,TQ80,19,77,6,102.0
653,2017-09-30T00:00:00.000,TQ81,0,0,0,0.0
654,2017-09-30T00:00:00.000,TQ82,13,146,3,162.0
655,2017-09-30T00:00:00.000,TQ83,3,60,2,65.0
656,2017-09-30T00:00:00.000,TQ84,1,19,1,21.0
657,2017-09-30T00:00:00.000,TQ85,5,5,2,
658,2017-09-30T00:00:00.000,TQ86,12,11,1,24.0
659,2017-09-30T00:00:00.000,TQ87,2,3,0,5.0
660,2017-09-30T00:00:00.000,TQ88,0,26,4,30.0
661,2017-09-30T00:00:00.000,TQ89,8,28,1,37.0
662,2017-09-30T00:00:00.000,TQ90,3,25,2,30.0
663,2017-09-30T00:00:00.000,TQ91,13,61,1,75.0
664,2017-09-30T00:00:00.000,TQ92,26,33,0,59.0
665,2017-09-30T00:00:00.000,TQ93,1,36,3,40.0
666,2017-09-30T00:00:00.000,TQ94,3,8,0,11.0
667,2017-09-30T00:00:00.000,TQ95,1,10,1,12.0
668,2017-09-30T00:00:00.000,TQ96,5,7,0,12.0
669,2017-09-30T00:00:00.000,TQ97,18,105,0,123.0
670,2017-09-30T00:00:00.000,TQ98,8,32,2,42.0
671,2017-09-30T00:00:00.000,TQ99,0,0,0,0.0
672,2017-09-30T00:00:00.000,TQ100,2,29,0,31.0
673,2017-09-30T00:00:00.000,TQ101,5,24,3,32.0
674,2017-09-30T00:00:00.000,TQ102,11,28,1,40.0
675,2017-09-30T00:00:00.000,TQ103,5,10,0,15.0
676,2017-09-30T00:00:00.000,TQ104,36,34,0,70.0
677,2017-09-30T00:00:00.000,TQ105,9,0,2,11.0
678,2017-09-30T00:00:00.000,TQ106,9,82,3,94.0
679,2017-09-30T00:00:00.000,TQ107,0,2,0,2.0
680,2017-09-30T00:00:00.000,TQ108,1,12,0,13.0
681,2017-09-30T00:00:00.000,TQ109,4,1,1,6.0
682,2017-09-30T00:00:00.000,TQ110,0,0,0,0.0
683,2017-09-30T00:00:00.000,TQ111,1,10,1,12.0
684,2017-09-30T00:00:00.000,TQ112,5,44,0,49.0
685,2017-09-30T00:00:00.000,TQ113,9,9,0,18.0
686,2017-06-30T00:00:00.000,TQ01,29,52,10,91.0
687,2017-06-30T00:00:00.000,TQ02,9,5,0,14.0
688,2017-06-30T00:00:00.000,TQ03,1,53,4,58.0
689,2017-06-30T00:00:00.000,TQ04,0,0,4,4.0
690,2017-06-30T00:00:00.000,TQ05,13,16,1,30.0
691,2017-06-30T00:00:00.000,TQ06,1,22,4,27.0
692,2017-06-30T00:00:00.000,TQ07,0,2,6,8.0
693,2017-06-30T00:00:00.000,TQ08,32,0,6,38.0
694,2017-06-30T00:00:00.000,TQ09,9,11,0,20.0
695,2017-06-30T00:00:00.000,TQ10,6,16,5,27.0
696,2017-06-30T00:00:00.000,TQ11,19,13,0,32.0
697,2017-06-30T00:00:00.000,TQ12,1,0,0,1.0
698,2017-06-30T00:00:00.000,TQ13,0,8,0,8.0
699,2017-06-30T00:00:00.000,TQ14,6,34,2,42.0
700,2017-06-30T00:00:00.000,TQ15,2,1,0,3.0
701,2017-06-30T00:00:00.000,TQ16,0,0,0,0.0
702,2017-06-30T00:00:00.000,TQ17,66,42,2,110.0
703,2017-06-30T00:00:00.000,TQ18,3,45,0,48.0
704,2017-06-30T00:00:00.000,TQ19,17,6,0,23.0
705,2017-06-30T00:00:00.000,TQ20,7,9,1,17.0
706,2017-06-30T00:00:00.000,TQ21,2,15,3,20.0
707,2017-06-30T00:00:00.000,TQ22,2,3,0,5.0
708,2017-06-30T00:00:00.000,TQ23,0,2,0,2.0
709,2017-06-30T00:00:00.000,TQ24,10,3,2,15.0
710,2017-06-30T00:00:00.000,TQ25,4,1,1,6.0
711,2017-06-30T00:00:00.000,TQ26,0,27,5,32.0
712,2017-06-30T00:00:00.000,TQ27,7,12,2,21.0
713,2017-06-30T00:00:00.000,TQ28,0,79,3,82.0
714,2017-06-30T00:00:00.000,TQ29,3,89,4,96.0
715,2017-06-30T00:00:00.000,TQ30,5,3,1,9.0
716,2017-06-30T00:00:00.000,TQ31,20,12,0,32.0
717,2017-06-30T00:00:00.000,TQ32,0,0,1,1.0
718,2017-06-30T00:00:00.000,TQ33,6,19,0,25.0
719,2017-06-30T00:00:00.000,TQ34,24,39,3,66.0
720,2017-06-30T00:00:00.000,TQ35,0,6,1,7.0
721,2017-06-30T00:00:00.000,TQ36,4,28,1,33.0
722,2017-06-30T00:00:00.000,TQ37,7,1,0,8.0
723,2017-06-30T00:00:00.000,TQ38,6,8,0,14.0
724,2017-06-30T00:00:00.000,TQ39,9,2,0,11.0
725,2017-06-30T00:00:00.000,TQ40,0,0,3,3.0
726,2017-06-30T00:00:00.000,TQ41,0,3,0,3.0
727,2017-06-30T00:00:00.000,TQ42,11,6,0,17.0
728,2017-06-30T00:00:00.000,TQ43,14,13,6,33.0
729,2017-06-30T00:00:00.000,TQ44,0,2,0,2.0
730,2017-06-30T00:00:00.000,TQ45,36,75,1,112.0
731,2017-06-30T00:00:00.000,TQ46,6,25,0,31.0
732,2017-06-30T00:00:00.000,TQ47,0,0,5,5.0
733,2017-06-30T00:00:00.000,TQ48,7,20,0,27.0
734,2017-06-30T00:00:00.000,TQ49,45,102,2,149.0
735,2017-06-30T00:00:00.000,TQ50,5,5,2,12.0
736,2017-06-30T00:00:00.000,TQ51,6,11,0,17.0
737,2017-06-30T00:00:00.000,TQ52,12,16,1,29.0
738,2017-06-30T00:00:00.000,TQ53,2,7,0,9.0
739,2017-06-30T00:00:00.000,TQ54,2,43,1,46.0
740,2017-06-30T00:00:00.000,TQ55,8,7,0,15.0
741,2017-06-30T00:00:00.000,TQ56,3,31,2,36.0
742,2017-06-30T00:00:00.000,TQ57,11,5,3,19.0
743,2017-06-30T00:00:00.000,TQ58,2,2,0,4.0
744,2017-06-30T00:00:00.000,TQ59,0,0,0,0.0
745,2017-06-30T00:00:00.000,TQ60,0,8,2,10.0
746,2017-06-30T00:00:00.000,TQ61,6,2,2,10.0
747,2017-06-30T00:00:00.000,TQ62,3,16,0,19.0
748,2017-06-30T00:00:00.000,TQ63,2,7,1,10.0
749,2017-06-30T00:00:00.000,TQ64,3,2,1,6.0
750,2017-06-30T00:00:00.000,TQ65,3,4,1,8.0
751,2017-06-30T00:00:00.000,TQ66,2,13,2,17.0
752,2017-06-30T00:00:00.000,TQ67,16,4,0,20.0
753,2017-06-30T00:00:00.000,TQ68,0,6,0,6.0
754,2017-06-30T00:00:00.000,TQ69,2,0,1,3.0
755,2017-06-30T00:00:00.000,TQ70,5,12,6,23.0
756,2017-06-30T00:00:00.000,TQ71,7,65,2,74.0
757,2017-06-30T00:00:00.000,TQ72,0,10,2,12.0
758,2017-06-30T00:00:00.000,TQ73,6,9,1,16.0
759,2017-06-30T00:00:00.000,TQ74,13,23,5,41.0
760,2017-06-30T00:00:00.000,TQ75,1,14,0,15.0
761,2017-06-30T00:00:00.000,TQ76,5,5,0,10.0
762,2017-06-30T00:00:00.000,TQ77,5,0,1,6.0
763,2017-06-30T00:00:00.000,TQ78,0,4,3,7.0
764,2017-06-30T00:00:00.000,TQ79,3,7,1,11.0
765,2017-06-30T00:00:00.000,TQ80,20,86,5,111.0
766,2017-06-30T00:00:00.000,TQ81,0,0,0,0.0
767,2017-06-30T00:00:00.000,TQ82,9,146,2,157.0
768,2017-06-30T00:00:00.000,TQ83,3,61,2,66.0
769,2017-06-30T00:00:00.000,TQ84,1,19,1,21.0
770,2017-06-30T00:00:00.000,TQ85,4,6,1,11.0
771,2017-06-30T00:00:00.000,TQ86,12,11,0,23.0
772,2017-06-30T00:00:00.000,TQ87,2,3,0,5.0
773,2017-06-30T00:00:00.000,TQ88,0,27,4,31.0
774,2017-06-30T00:00:00.000,TQ89,6,28,0,34.0
775,2017-06-30T00:00:00.000,TQ90,3,25,1,29.0
776,2017-06-30T00:00:00.000,TQ91,10,61,0,71.0
777,2017-06-30T00:00:00.000,TQ92,24,34,0,58.0
778,2017-06-30T00:00:00.000,TQ93,1,37,3,41.0
779,2017-06-30T00:00:00.000,TQ94,3,8,0,11.0
780,2017-06-30T00:00:00.000,TQ95,1,15,1,17.0
781,2017-06-30T00:00:00.000,TQ96,5,7,0,12.0
782,2017-06-30T00:00:00.000,TQ97,16,100,0,116.0
783,2017-06-30T00:00:00.000,TQ98,6,34,0,40.0
784,2017-06-30T00:00:00.000,TQ99,0,0,0,0.0
785,2017-06-30T00:00:00.000,TQ100,2,30,0,32.0
786,2017-06-30T00:00:00.000,TQ101,5,24,3,32.0
787,2017-06-30T00:00:00.000,TQ102,11,25,1,37.0
788,2017-06-30T00:00:00.000,TQ103,2,1,0,3.0
789,2017-06-30T00:00:00.000,TQ104,36,30,0,66.0
790,2017-06-30T00:00:00.000,TQ105,2,0,1,3.0
791,2017-06-30T00:00:00.000,TQ106,9,90,0,99.0
792,2017-06-30T00:00:00.000,TQ107,0,2,0,2.0
793,2017-06-30T00:00:00.000,TQ108,1,13,0,14.0
794,2017-06-30T00:00:00.000,TQ109,4,1,0,5.0
795,2017-06-30T00:00:00.000,TQ110,0,0,0,0.0
796,2017-06-30T00:00:00.000,TQ111,1,2,0,3.0
797,2017-06-30T00:00:00.000,TQ112,3,44,0,47.0
798,2017-03-31T00:00:00.000,TQ01,21,55,11,87.0
799,2017-03-31T00:00:00.000,TQ02,9,7,0,16.0
800,2017-03-31T00:00:00.000,TQ03,1,43,6,50.0
801,2017-03-31T00:00:00.000,TQ04,2,0,4,6.0
802,2017-03-31T00:00:00.000,TQ05,12,3,1,16.0
803,2017-03-31T00:00:00.000,TQ06,3,22,4,29.0
804,2017-03-31T00:00:00.000,TQ07,0,2,5,7.0
805,2017-03-31T00:00:00.000,TQ08,32,0,6,38.0
806,2017-03-31T00:00:00.000,TQ09,12,11,0,23.0
807,2017-03-31T00:00:00.000,TQ10,6,16,5,27.0
808,2017-03-31T00:00:00.000,TQ11,19,21,0,40.0
809,2017-03-31T00:00:00.000,TQ12,1,0,0,1.0
810,2017-03-31T00:00:00.000,TQ13,0,8,0,8.0
811,2017-03-31T00:00:00.000,TQ14,7,35,5,47.0
812,2017-03-31T00:00:00.000,TQ15,2,1,0,3.0
813,2017-03-31T00:00:00.000,TQ16,0,0,0,0.0
814,2017-03-31T00:00:00.000,TQ17,60,42,2,104.0
815,2017-03-31T00:00:00.000,TQ18,3,44,0,47.0
816,2017-03-31T00:00:00.000,TQ19,17,4,0,21.0
817,2017-03-31T00:00:00.000,TQ20,6,9,1,16.0
818,2017-03-31T00:00:00.000,TQ21,2,15,3,20.0
819,2017-03-31T00:00:00.000,TQ22,8,4,0,12.0
820,2017-03-31T00:00:00.000,TQ23,0,5,1,6.0
821,2017-03-31T00:00:00.000,TQ24,10,3,2,15.0
822,2017-03-31T00:00:00.000,TQ25,5,1,1,7.0
823,2017-03-31T00:00:00.000,TQ26,0,27,5,32.0
824,2017-03-31T00:00:00.000,TQ27,7,12,2,21.0
825,2017-03-31T00:00:00.000,TQ28,0,79,6,85.0
826,2017-03-31T00:00:00.000,TQ29,3,92,4,99.0
827,2017-03-31T00:00:00.000,TQ30,5,3,1,9.0
828,2017-03-31T00:00:00.000,TQ31,18,12,0,30.0
829,2017-03-31T00:00:00.000,TQ32,0,0,1,1.0
830,2017-03-31T00:00:00.000,TQ33,1,0,0,1.0
831,2017-03-31T00:00:00.000,TQ34,19,39,3,61.0
832,2017-03-31T00:00:00.000,TQ35,0,7,4,11.0
833,2017-03-31T00:00:00.000,TQ36,2,29,2,33.0
834,2017-03-31T00:00:00.000,TQ37,7,1,2,10.0
835,2017-03-31T00:00:00.000,TQ38,5,8,1,14.0
836,2017-03-31T00:00:00.000,TQ39,9,2,0,11.0
837,2017-03-31T00:00:00.000,TQ40,0,0,3,3.0
838,2017-03-31T00:00:00.000,TQ41,0,3,0,3.0
839,2017-03-31T00:00:00.000,TQ42,11,6,0,17.0
840,2017-03-31T00:00:00.000,TQ43,14,15,3,32.0
841,2017-03-31T00:00:00.000,TQ44,0,2,0,2.0
842,2017-03-31T00:00:00.000,TQ45,23,92,1,116.0
843,2017-03-31T00:00:00.000,TQ46,6,25,0,31.0
844,2017-03-31T00:00:00.000,TQ47,0,7,5,12.0
845,2017-03-31T00:00:00.000,TQ48,4,20,0,24.0
846,2017-03-31T00:00:00.000,TQ49,45,102,2,149.0
847,2017-03-31T00:00:00.000,TQ50,3,5,2,10.0
848,2017-03-31T00:00:00.000,TQ51,6,11,0,17.0
849,2017-03-31T00:00:00.000,TQ52,8,16,1,25.0
850,2017-03-31T00:00:00.000,TQ53,2,7,0,9.0
851,2017-03-31T00:00:00.000,TQ54,2,43,1,46.0
852,2017-03-31T00:00:00.000,TQ55,8,6,0,14.0
853,2017-03-31T00:00:00.000,TQ56,3,31,2,36.0
854,2017-03-31T00:00:00.000,TQ57,11,5,3,19.0
855,2017-03-31T00:00:00.000,TQ58,2,15,0,17.0
856,2017-03-31T00:00:00.000,TQ59,0,0,0,0.0
857,2017-03-31T00:00:00.000,TQ60,0,8,2,10.0
858,2017-03-31T00:00:00.000,TQ61,6,2,2,10.0
859,2017-03-31T00:00:00.000,TQ62,3,19,0,22.0
860,2017-03-31T00:00:00.000,TQ63,2,7,1,10.0
861,2017-03-31T00:00:00.000,TQ64,3,2,1,6.0
862,2017-03-31T00:00:00.000,TQ65,3,9,2,14.0
863,2017-03-31T00:00:00.000,TQ66,1,13,2,16.0
864,2017-03-31T00:00:00.000,TQ67,16,4,2,22.0
865,2017-03-31T00:00:00.000,TQ68,0,6,0,6.0
