,school_year,building_code,dbn,location_name,location_code,address,borough,geographical_district_code,register,building_name,schools,schools_in_building,major_n,oth_n,nocrim_n,prop_n,vio_n,engroupa,rangea,avgofmajor_n,avgofoth_n,avgofnocrim_n,avgofprop_n,avgofvio_n,borough_name,postcode,latitude,longitude,community_board,community_council,census_tract,bin,bbl,nta
0,2015-16,K415,84K736 ,New American Academy Charter School,K736 ,5800 TILDEN AVENUE,K,18.0,261,5800 TILDEN AVENUE CONSOLIDATED LOCATION,4,It Takes a Village Academy |  Kurt Hahn Expeditionary Learning School |  Cultural Academy for the Arts and Sciences | New American Academy Charter School |  5800 TILDEN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11203.0,40.648657,-73.922171,17.0,45.0,936.0,3104598.0,3047420001.0,Rugby-Remsen Village                                                       
1,2015-16,M488,02M630,Art and Design High School,M630,231-249 EAST 56 STREET,M,2.0,1442,231-249 EAST 56 STREET CONSOLIDATED LOCATION,2,P.S. 059 Beekman Hill International |  Art and Design High School |  231-249 EAST 56 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,7C,1251-1500,N/A,N/A,N/A,N/A,N/A,MANHATTAN,10022.0,40.75924,-73.967203,6.0,4.0,108.0,1088892.0,1013300013.0,Turtle Bay-East Midtown                                                    
2,2015-16,K195,22K195,P.S. 195 Manhattan Beach,K195,131 IRWIN STREET,K,22.0,458,,1,P.S. 195 Manhattan Beach,0,1,0,1,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,BROOKLYN ,11235.0,40.579451,-73.943819,15.0,48.0,620.0,3246519.0,3087520035.0,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
3,2015-16,K415,18K629,Cultural Academy for the Arts and Sciences,K629,5800 TILDEN AVENUE,K,18.0,354,5800 TILDEN AVENUE CONSOLIDATED LOCATION,4,It Takes a Village Academy |  Kurt Hahn Expeditionary Learning School |  Cultural Academy for the Arts and Sciences | New American Academy Charter School |  5800 TILDEN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11203.0,40.648657,-73.922171,17.0,45.0,936.0,3104598.0,3047420001.0,Rugby-Remsen Village                                                       
4,2015-16,M075,03M075,P.S. 075 Emily Dickinson,M075,735 WEST END AVENUE,M,3.0,569,735 WEST END AVENUE CONSOLDATED LOCATION ,2,P.S. 075 Emily Dickinson| M.S. 250 West Side Collaborative Middle School| 735 WEST END AVENUE CONSOLDATED LOCATION ,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,MANHATTAN,10025.0,40.795157,-73.973292,7.0,6.0,183.0,1034190.0,1012530065.0,Upper West Side                                                            
5,2015-16,M488,02M059,P.S. 059 Beekman Hill International,M059,231-249 EAST 56 STREET,M,2.0,573,231-249 EAST 56 STREET CONSOLIDATED LOCATION,2,P.S. 059 Beekman Hill International |  Art and Design High School |  231-249 EAST 56 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,MANHATTAN,10022.0,40.75924,-73.967203,6.0,4.0,108.0,1088892.0,1013300013.0,Turtle Bay-East Midtown                                                    
6,2015-16,K075,32K075,P.S. 075 Mayda Cortiella,K075,95 GROVE STREET,K,32.0,446,,1,P.S. 075 Mayda Cortiella,1,0,2,1,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,BROOKLYN ,11221.0,40.693313,-73.920666,4.0,34.0,419.0,3075879.0,3033140001.0,Bushwick South                                                             
7,2015-16,K194,22K194,P.S. 194 Raoul Wallenberg,K194,3117 AVENUE W,K,22.0,495,,1,P.S. 194 Raoul Wallenberg,0,0,1,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,BROOKLYN ,11229.0,40.596757,-73.933499,15.0,46.0,570.0,3201629.0,3073930001.0,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
8,2015-16,K291,32K291,J.H.S. 291 Roland Hayes,K291,231 PALMETTO STREET,K,32.0,349,231 PALMETTO STREET CONSOLIDATED LOCATION,3,"J.H.S. 291 Roland Hayes |  Bushwick Community High School | Math, Engineering, and Science Academy Charter Hig |  231 PALMETTO STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11221.0,40.695362,-73.915142,4.0,37.0,433.0,3076460.0,3033430001.0,Bushwick North                                                             
9,2015-16,K415,18K569,Kurt Hahn Expeditionary Learning School,K569,5800 TILDEN AVENUE,K,18.0,357,5800 TILDEN AVENUE CONSOLIDATED LOCATION,4,It Takes a Village Academy |  Kurt Hahn Expeditionary Learning School |  Cultural Academy for the Arts and Sciences | New American Academy Charter School |  5800 TILDEN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11203.0,40.648657,-73.922171,17.0,45.0,936.0,3104598.0,3047420001.0,Rugby-Remsen Village                                                       
10,2015-16,K819,19K409,East New York Family Academy,K409,2057 LINDEN BOULEVARD,K,19.0,491,,1,East New York Family Academy,0,0,1,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,BROOKLYN ,11207.0,40.661072,-73.886942,5.0,42.0,1104.0,3097444.0,3043280015.0,East New York                                                              
11,2015-16,M072,04M072,The Lexington Academy,M072,131 EAST 104 STREET,M,4.0,638,,1,The Lexington Academy,1,4,2,2,3,4C,501-750,0.28,1.11,1.74,0.75,0.53,MANHATTAN,10029.0,40.791179,-73.947776,11.0,8.0,166.0,1081340.0,1016320011.0,East Harlem South                                                          
12,2015-16,M176,06M314,Muscota,M314,4862 BROADWAY,M,6.0,270,4862 BROADWAY CONSOLIDATED LOCATION,2,Amistad Dual Language School |  Muscota |  4862 BROADWAY CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,MANHATTAN,10034.0,40.866706,-73.923948,12.0,10.0,291.0,1064900.0,1022340007.0,Marble Hill-Inwood                                                         
13,2015-16,M485,03M485,Fiorello H. LaGuardia High School of Music & Art a,M485,100 AMSTERDAM AVENUE,M,3.0,2713,,1,Fiorello H. LaGuardia High School of Music & Art a,0,4,2,2,0,11C,2501-3000,3.14,13,34.86,8.29,5.29,MANHATTAN,10023.0,40.773629,-73.985273,7.0,6.0,151.0,1030341.0,1011560030.0,Lincoln Square                                                             
14,2015-16,K028,16K028,P.S. 028 The Warren Prep Academy,K028,1001 HERKIMER STREET,K,16.0,199,,1,P.S. 028 The Warren Prep Academy,0,1,0,1,0,2C,1-250,0.24,0.71,1.71,0.51,0.32,BROOKLYN ,11233.0,40.678049,-73.92032,3.0,41.0,301.0,3042090.0,3015480019.0,Ocean Hill                                                                 
15,2015-16,K073,,251 MCDOUGAL STREET CONSOLIDATED LOCATION,,251 MCDOUGAL STREET,K,23.0,383,251 MCDOUGAL STREET CONSOLIDATED LOCATION,2,Brooklyn Landmark Elementary School |  Brooklyn Environmental Exploration School (BEES) |  251 MCDOUGAL STREET CONSOLIDATED LOCATION,0,0,0,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,BROOKLYN ,11233.0,40.680318,-73.910644,16.0,37.0,369.0,3041561.0,3015280001.0,Ocean Hill                                                                 
16,2015-16,K147,14K147,P.S. 147 Isaac Remsen,K147,325 BUSHWICK AVENUE,K,14.0,297,325 BUSHWICK AVENUE CONSOLIDATED LOCATION,2,P.S. 147 Isaac Remsen |  Young Women's Leadership School of Brooklyn |  325 BUSHWICK AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11206.0,40.705204,-73.939407,1.0,34.0,485.0,3071418.0,3030910001.0,Bushwick South                                                             
17,2015-16,K192,20K192,P.S. 192 - The Magnet School for Math and Science,K192,4715 18 AVENUE,K,20.0,687,,1,P.S. 192 - The Magnet School for Math and Science,0,2,0,2,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,BROOKLYN ,11204.0,40.629303,-73.979995,12.0,44.0,476.0,3128909.0,3054450001.0,Borough Park                                                               
18,2015-16,K238,21K238,P.S. 238 Anne Sullivan,K238,1633 EAST  8 STREET,K,21.0,556,,1,P.S. 238 Anne Sullivan,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,BROOKLYN ,11223.0,40.608862,-73.965058,15.0,44.0,420.0,3176229.0,3066400013.0,Homecrest                                                                  
19,2015-16,K290,19K290,P.S. 290 Juan Morel Campos,K290,135 SCHENCK AVENUE,K,19.0,591,,1,P.S. 290 Juan Morel Campos,0,0,1,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,BROOKLYN ,11207.0,40.67789,-73.889758,5.0,37.0,1198.0,3087821.0,3039490018.0,East New York                                                              
20,2015-16,K320,,46 MCKEEVER PLACE CONSOLIDATED LOCATION,,46 MCKEEVER PLACE,K,17.0,642,46 MCKEEVER PLACE CONSOLIDATED LOCATION,2,Ebbets Field Middle School |  P.S. 375 Jackie Robinson School |  46 MCKEEVER PLACE CONSOLIDATED LOCATION,0,4,4,2,2,4C,501-750,0.28,1.11,1.74,0.75,0.53,BROOKLYN ,11225.0,40.665035,-73.959031,9.0,35.0,325.0,3034356.0,3013010001.0,Crown Heights South                                                        
21,2015-16,K415,18K563,It Takes a Village Academy,K563,5800 TILDEN AVENUE,K,18.0,608,5800 TILDEN AVENUE CONSOLIDATED LOCATION,4,It Takes a Village Academy |  Kurt Hahn Expeditionary Learning School |  Cultural Academy for the Arts and Sciences | New American Academy Charter School |  5800 TILDEN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11203.0,40.648657,-73.922171,17.0,45.0,936.0,3104598.0,3047420001.0,Rugby-Remsen Village                                                       
22,2015-16,K480,,400 IRVING AVENUE CONSOLIDATED LOCATION,,400 IRVING AVENUE,K,32.0,1189,400 IRVING AVENUE CONSOLIDATED LOCATION,4,The Brooklyn School for Math and Research |  Academy for Environmental Leadership |  Bushwick School for Social Justice |  Academy of Urban Planning |  400 IRVING AVENUE CONSOLIDATED LOCATION,0,11,26,4,5,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,BROOKLYN ,11237.0,40.69697,-73.910791,4.0,37.0,435.0,3076908.0,3033650098.0,Bushwick North                                                             
23,2015-16,K814,19K089,P.S. 089 Cypress Hills,K089,265 WARWICK STREET,K,19.0,458,,1,P.S. 089 Cypress Hills,0,0,1,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,BROOKLYN ,11207.0,40.677697,-73.886936,5.0,37.0,1170.0,3397079.0,3039520047.0,East New York                                                              
24,2015-16,M022,01M539,"New Explorations into Science, Technology and Math",M539,111 COLUMBIA STREET,M,1.0,1753,,1,"New Explorations into Science, Technology and Math",0,3,2,3,0,9C,1751-2000,0.9,3.5,7.25,2.55,1.45,MANHATTAN,10002.0,40.718895,-73.979308,3.0,2.0,2201.0,1004070.0,1003350001.0,Lower East Side                                                            
25,2015-16,M070,,333 WEST  17 STREET CONSOLIDATED LOCATION,,333 WEST  17 STREET,M,2.0,1524,333 WEST  17 STREET CONSOLIDATED LOCATION,3,New York City Lab Middle School for Collaborative |  N.Y.C. Lab School for Collaborative Studies |  N.Y.C. Museum School |  333 WEST  17 STREET CONSOLIDATED LOCATION,0,0,5,0,0,8C,1501-1750,0.54,2.15,4.33,1.29,1.06,MANHATTAN,10011.0,40.742129,-74.002198,4.0,3.0,83.0,1079152.0,1007410010.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
26,2015-16,M126,02M126,P.S. 126 Jacob August Riis,M126,80 CATHERINE STREET,M,2.0,759,,1,P.S. 126 Jacob August Riis,0,1,2,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,MANHATTAN,10038.0,40.710729,-73.996631,3.0,1.0,25.0,1083357.0,1001110160.0,Chinatown                                                                  
27,2015-16,M176,06M311,Amistad Dual Language School,M311,4862 BROADWAY,M,6.0,431,4862 BROADWAY CONSOLIDATED LOCATION,2,Amistad Dual Language School |  Muscota |  4862 BROADWAY CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,MANHATTAN,10034.0,40.866706,-73.923948,12.0,10.0,291.0,1064900.0,1022340007.0,Marble Hill-Inwood                                                         
28,2015-16,M445,02M294,Essex Street Academy,M294,350 GRAND STREET,M,2.0,356,350 GRAND STREET CONSOLIDATED LOCATION,5,"Essex Street Academy |  Urban Assembly Academy of Government and Law, The |  Lower Manhattan Arts Academy |  New Design High School |  High School for Dual Language and Asian Studies |  350 GRAND STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,MANHATTAN,10002.0,40.716778,-73.989337,3.0,1.0,18.0,1005283.0,1004080030.0,Chinatown                                                                  
29,2015-16,M480,,317 EAST  67 STREET CONSOLIDATED LOCATION,,317 EAST  67 STREET,M,2.0,1806,317 EAST  67 STREET CONSOLIDATED LOCATION,5,Ella Baker School |  Vanguard High School |  Manhattan International High School |  Talent Unlimited High School |  Urban Academy Laboratory High School |  317 EAST  67 STREET CONSOLIDATED LOCATION,0,2,2,0,2,9C,1751-2000,0.9,3.5,7.25,2.55,1.45,MANHATTAN,10065.0,40.765359,-73.960059,8.0,5.0,118.0,1083343.0,1014420001.0,Lenox Hill-Roosevelt Island                                                
30,2015-16,K054,13K054,P.S. 054 Samuel C. Barnes,K054,195 SANFORD STREET,K,13.0,241,,1,P.S. 054 Samuel C. Barnes,1,0,0,1,0,2C,1-250,0.24,0.71,1.71,0.51,0.32,BROOKLYN ,11205.0,40.693018,-73.953034,3.0,33.0,241.0,3049020.0,3017650015.0,Bedford                                                                    
31,2015-16,K027,,27 HUNTINGTON STREET CONSOLIDATED LOCATION,,27 HUNTINGTON STREET,K,15.0,525,27 HUNTINGTON STREET CONSOLIDATED LOCATION,2,Red Hook Neighborhood School|Summit Academy Charter School|27 HUNTINGTON STREET CONSOLIDATED LOCATION,0,1,1,0,1,4C,501-750,0.28,1.11,1.74,0.75,0.53,BROOKLYN ,11231.0,40.677564,-74.005166,6.0,38.0,59.0,3008342.0,3005250001.0,Carroll Gardens-Columbia Street-Red Hook                                   
32,2015-16,K049,,223 GRAHAM AVENUE CONSOLIDATED LOCATION,,223 GRAHAM AVENUE,K,14.0,1460,223 GRAHAM AVENUE CONSOLIDATED LOCATION,3,"Brooklyn Latin School, The |  Green School: An Academy for Environmental Careers |  Lyons Community School 223 GRAHAM AVENUE CONSOLIDATED LOCATION",1,3,19,3,1,7C,1251-1500,0.64,3.02,5.77,1.72,1.54,BROOKLYN ,11206.0,40.709941,-73.943641,1.0,34.0,505.0,3070825.0,3030250001.0,East Williamsburg                                                          
33,2015-16,K073,23K664,Brooklyn Environmental Exploration School (BEES),K664,251 MCDOUGAL STREET,K,23.0,113,251 MCDOUGAL STREET CONSOLIDATED LOCATION,3,P.S. 073 Thomas S. Boyland |  Brooklyn Landmark Elementary School |  Brooklyn Environmental Exploration School (BEES) |  251 MCDOUGAL STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11233.0,40.680318,-73.910644,16.0,37.0,369.0,3041561.0,3015280001.0,Ocean Hill                                                                 
34,2015-16,K114,18K114,P.S. 114 Ryder Elementary,K114,1077 REMSEN AVENUE,K,18.0,603,,1,P.S. 114 Ryder Elementary,1,0,0,0,1,4C,501-750,0.28,1.11,1.74,0.75,0.53,BROOKLYN ,11236.0,40.642792,-73.908806,18.0,46.0,964.0,3229159.0,3081600022.0,Canarsie                                                                   
35,2015-16,K145,32K145,P.S. 145 Andrew Jackson,K145,100 NOLL STREET,K,32.0,709,,1,P.S. 145 Andrew Jackson,0,1,1,1,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,BROOKLYN ,11206.0,40.701692,-73.932338,4.0,34.0,425.0,3071915.0,3031530011.0,Bushwick South                                                             
36,2015-16,K169,15K169,P.S. 169 Sunset Park,K169,4305 7 AVENUE,K,15.0,1624,,1,P.S. 169 Sunset Park,0,0,2,0,0,8C,1501-1750,0.42,1.78,3.44,1.02,0.87,BROOKLYN ,11232.0,40.64629,-74.001903,7.0,38.0,92.0,3011002.0,3007320001.0,Sunset Park East                                                           
37,2015-16,K191,17K191,P.S. 191 Paul Robeson,K191,1600 PARK PLACE,K,17.0,186,,1,P.S. 191 Paul Robeson,1,0,0,1,0,2C,1-250,0.24,0.71,1.71,0.51,0.32,BROOKLYN ,11233.0,40.672005,-73.924329,8.0,41.0,359.0,3036635.0,3013750012.0,Crown Heights North                                                        
38,2015-16,K321,15K321,P.S. 321 William Penn,K321,180 7 AVENUE,K,15.0,1459,,1,P.S. 321 William Penn,0,0,0,0,0,7C,1251-1500,0.64,3.02,5.77,1.72,1.54,BROOKLYN ,11215.0,40.67146,-73.977783,6.0,39.0,155.0,3337516.0,3009710028.0,Park Slope-Gowanus                                                         
39,2015-16,K237,,50 AVENUE P CONSOLIDATED LOCATION,,50 AVENUE P,K,20.0,871,50 AVENUE P CONSOLIDATED LOCATION,2,The Academy of Talented Scholars |  Brooklyn School of Inquiry |  50 AVENUE P CONSOLIDATED LOCATION,0,0,0,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,BROOKLYN ,11204.0,40.60731,-73.986595,11.0,44.0,428.0,3396829.0,3066180001.0,Bensonhurst East                                                           
40,2015-16,K263,23K323,P.S./I.S. 323,K323,210 CHESTER STREET,K,23.0,443,210 CHESTER STREET CONSOLIDATED LOCATION,2,P.S./I.S. 323 |  Mott Hall Bridges Academy |  210 CHESTER STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11212.0,40.666545,-73.910904,16.0,41.0,924.0,3081442.0,3035420001.0,Brownsville                                                                
41,2015-16,K289,17K289,P.S. 289 George V. Brower,K289,900 ST MARKS AVENUE,K,17.0,396,,1,P.S. 289 George V. Brower,0,1,1,1,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,BROOKLYN ,11213.0,40.674794,-73.942639,8.0,36.0,341.0,3031050.0,3012290028.0,Crown Heights North                                                        
42,2015-16,K305,13K301,Satellite East Middle School,K301,344 MONROE STREET,K,13.0,96,344 MONROE STREET CONSOLIDATED LOCATION,2,Satellite East Middle School |  P.S. 305 Dr. Peter Ray |  344 MONROE STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11216.0,40.686076,-73.945229,3.0,36.0,265.0,3051458.0,3018190014.0,Bedford                                                                    
43,2015-16,K320,17K375,P.S. 375 Jackie Robinson School,K375,46 MCKEEVER PLACE,K,17.0,454,46 MCKEEVER PLACE CONSOLIDATED LOCATION,2,Ebbets Field Middle School |  P.S. 375 Jackie Robinson School |  46 MCKEEVER PLACE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11225.0,40.665035,-73.959031,9.0,35.0,325.0,3034356.0,3013010001.0,Crown Heights South                                                        
44,2015-16,K377,,200 WOODBINE STREET CONSOLIDATED LOCATION,,200 WOODBINE STREET,K,32.0,690,200 WOODBINE STREET CONSOLIDATED LOCATION,2,P.S. 377 Alejandrina B. De Gautier|ACHIEVEMENT FIRST NORTH BROOKLYN PREP CHARTER SCHOOL(BN)|200 WOODBINE STREET CONSOLIDATED LOCATION,0,3,0,2,1,4C,501-750,0.28,1.11,1.74,0.75,0.53,BROOKLYN ,11221.0,40.694018,-73.915263,4.0,37.0,415.0,3076784.0,3033600001.0,Bushwick South                                                             
45,2015-16,K410,,2800 OCEAN PARKWAY CONSOLIDATED LOCATION,,2800 OCEAN PARKWAY,K,21.0,2108,2800 OCEAN PARKWAY CONSOLIDATED LOCATION,2,Abraham Lincoln High School |  Abraham Lincoln Yabc |  2800 OCEAN PARKWAY CONSOLIDATED LOCATION,4,3,19,3,4,10C,2001-2500,1.69,7.16,17.44,3.63,3.94,BROOKLYN ,11235.0,40.581681,-73.967308,13.0,47.0,354.0,3196293.0,3072540001.0,West Brighton                                                              
46,2015-16,K781,15K529,West Brooklyn Community High School,K529,1053 41ST STREET,K,15.0,223,,1,West Brooklyn Community High School,0,0,1,0,0,2C,1-250,0.24,0.71,1.71,0.51,0.32,BROOKLYN ,11219.0,40.642834,-73.992948,12.0,39.0,110.0,3328583.0,3055870038.0,Sunset Park East                                                           
47,2015-16,K480,32K552,Academy of Urban Planning,K552,400 IRVING AVENUE,K,32.0,227,400 IRVING AVENUE CONSOLIDATED LOCATION,4,The Brooklyn School for Math and Research |  Academy for Environmental Leadership |  Bushwick School for Social Justice |  Academy of Urban Planning |  400 IRVING AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11237.0,40.69697,-73.910791,4.0,37.0,435.0,3076908.0,3033650098.0,Bushwick North                                                             
48,2015-16,K590,17K590,Medgar Evers College Preparatory School,K590,1186 CARROLL STREET,K,17.0,1247,,1,Medgar Evers College Preparatory School,0,2,2,2,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,BROOKLYN ,11225.0,40.667195,-73.951167,9.0,35.0,321.0,3348092.0,3012890025.0,Crown Heights South                                                        
49,2015-16,K807,20K163,P.S. 163 Bath Beach,K163,109 BAY 14TH STREET,K,20.0,629,,1,P.S. 163 Bath Beach,0,0,3,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,BROOKLYN ,11214.0,40.606792,-74.00806,11.0,43.0,180.0,3392297.0,3063990040.0,Bath Beach                                                                 
50,2015-16,KBXX,18K797,NEW HOPE ACADEMY CHARTER SCHOOL(BS),K797,475 EAST   57 STREET,K,18.0,382,,1,NEW HOPE ACADEMY CHARTER SCHOOL(BS),0,0,0,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,BROOKLYN ,11203.0,40.643889,-73.922732,17.0,45.0,946.0,3221961.0,3079150010.0,Rugby-Remsen Village                                                       
51,2015-16,M020,01M020,P.S. 020 Anna Silver,M020,166 ESSEX STREET,M,1.0,581,,1,P.S. 020 Anna Silver,1,3,4,1,3,4C,501-750,0.28,1.11,1.74,0.75,0.53,MANHATTAN,10002.0,40.72154,-73.986648,3.0,1.0,3001.0,1004325.0,1003550001.0,Chinatown                                                                  
52,2015-16,M046,05M046,P.S. 046 Arthur Tappan,M046,2987 FREDERICK DGLS BLVD,M,5.0,773,,1,P.S. 046 Arthur Tappan,2,5,4,3,3,5C,751-1000,0.38,1.71,2.38,0.98,0.82,,,,,,,,,,
53,2015-16,M070,02M414,N.Y.C. Museum School,M414,333 WEST  17 STREET,M,2.0,446,333 WEST  17 STREET CONSOLIDATED LOCATION,3,New York City Lab Middle School for Collaborative |  N.Y.C. Lab School for Collaborative Studies |  N.Y.C. Museum School |  333 WEST  17 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,MANHATTAN,10011.0,40.742129,-74.002198,4.0,3.0,83.0,1079152.0,1007410010.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
54,2015-16,M099,84M385      ,Success Academy Charter School - Harlem 3,M385,410 EAST 100 STREET,M,4.0,777,410 EAST 100 STREET CONSOLIDATED LOCATION,3,M.S. 224 Manhattan East School for Arts & Academic |Success Academy Charter School - Harlem 3 |Renaissance Charter High School for Innovation |410 EAST 100 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A,MANHATTAN,10029.0,40.785671,-73.942548,11.0,8.0,162.0,1052998.0,1016930001.0,East Harlem South                                                          
55,2015-16,M125,,425 WEST 123 STREET CONSOLIDATED LOCATION,,433 WEST 123 STREET,M,5.0,1564,425 WEST 123 STREET CONSOLIDATED LOCATION,3,P.S. 125 Ralph Bunche|Columbia Secondary School|KIPP STAR College Prep Charter School|425 WEST 123 STREET CONSOLIDATED LOCATION,0,2,1,2,0,8C,1501-1750,0.54,2.15,4.33,1.29,1.06,MANHATTAN,10027.0,40.810511,-73.955997,9.0,7.0,20901.0,1059526.0,1019640012.0,Morningside Heights                                                        
56,2015-16,M144,,134 WEST 122 STREET CONSOLIDATED LOCATION,,134 WEST 122 STREET,M,3.0,596,134 WEST 122 STREET CONSOLIDATED LOCATION,2,P.S. 242 - The Young Diplomats Magnet Academy |  Future Leaders Institute Charter School |  134 WEST 122 STREET CONSOLIDATED LOCATION,2,1,2,3,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,MANHATTAN,10027.0,40.8063,-73.948013,10.0,9.0,220.0,1057683.0,1019060011.0,Central Harlem South                                                       
57,2015-16,M175,05M175,P.S. 175 Henry H Garnet,M175,175 WEST 134 STREET,M,5.0,362,,1,P.S. 175 Henry H Garnet,0,3,2,2,1,3C,251-500,0.27,0.9,1.67,0.63,0.44,MANHATTAN,10030.0,40.814422,-73.943664,10.0,9.0,228.0,1058248.0,1019190006.0,Central Harlem North-Polo Grounds                                          
58,2015-16,M207,03M149,P.S. 149 Sojourner Truth,M149,41 WEST 117 STREET,M,3.0,285,,1,P.S. 149 Sojourner Truth,0,1,2,0,1,3C,251-500,0.27,0.9,1.67,0.63,0.44,MANHATTAN,10026.0,40.802136,-73.947828,10.0,9.0,190.0,1051434.0,1016010001.0,Central Harlem South                                                       
59,2015-16,M440,,351 WEST  18 STREET CONSOLIDATED LOCATION,,351 WEST  18 STREET,M,2.0,2430,351 WEST  18 STREET CONSOLIDATED LOCATION,6,"James Baldwin School, The: A School for Expedition |  MANHATTAN BUSINESS ACADEMY |  Landmark High School |  Quest to Learn |  Hudson High School of Learning Technologies |  Humanities Preparatory Academy |  351 WEST  18 STREET CONSOLIDATED LOCATION",3,16,14,12,6,10C,2001-2500,1.69,7.16,17.44,3.63,3.94,MANHATTAN,10011.0,40.742867,-74.002136,4.0,3.0,89.0,1013096.0,1007420007.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
60,2015-16,M470,03M402,The Urban Assembly School for Green Careers,M402,145 WEST  84 STREET,M,3.0,333,145 WEST  84 STREET CONSOLIDATED LOCATION,5,The Urban Assembly School for Green Careers|The Global Learning Collaborative|Innovation Diploma Plus|FRANK McCOURT HIGH SCHOOL|Success Academy Charter School - Upper West|145 WEST  84 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,MANHATTAN,10024.0,40.785803,-73.974614,7.0,6.0,169.0,1032128.0,1012150001.0,Upper West Side                                                            
61,2015-16,M480,02M565,Urban Academy Laboratory High School,M565,317 EAST  67 STREET,M,2.0,159,317 EAST  67 STREET CONSOLIDATED LOCATION,5,Ella Baker School |  Vanguard High School |  Manhattan International High School |  Talent Unlimited High School |  Urban Academy Laboratory High School |  317 EAST  67 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,MANHATTAN,10065.0,40.765359,-73.960059,8.0,5.0,118.0,1083343.0,1014420001.0,Lenox Hill-Roosevelt Island                                                
