,school_year,building_code,dbn,location_name,location_code,address,borough,geographical_district_code,register,building_name,schools,schools_in_building,major_n,oth_n,nocrim_n,prop_n,vio_n,engroupa,rangea,avgofmajor_n,avgofoth_n,avgofnocrim_n,avgofprop_n,avgofvio_n,borough_name,postcode,latitude,longitude,community_board,community_council,census_tract,bin,bbl,nta
123,2015-16,M465,,549 AUDUBON AVENUE CONSOLIDATED LOCATION,,549 AUDUBON AVENUE,M,6.0,2045,549 AUDUBON AVENUE CONSOLIDATED LOCATION,5,George Washington Yabc |  The College Academy |  High School for Media and Communications |  High School for Law and Public Service |  High School for Health Careers and Sciences |  549 AUDUBON AVENUE CONSOLIDATED LOCATION,2,7,18,2,7,10C,2001-2500,1.69,7.16,17.44,3.63,3.94,MANHATTAN,10040.0,40.855954,-73.927051,12.0,10.0,277.0,1076751.0,1021600018.0,Washington Heights North                                                   
124,2015-16,M475,02M420,High School for Health Professions and Human Servi,M420,345 EAST  15TH STREET,M,2.0,1700,345 EAST  15TH STREET CONSOLIDATED LOCATION,3,P.S. M226 |  Institute for Collaborative Education |  High School for Health Professions and Human Servi |  345 EAST  15TH STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,8C,1501-1750,N/A,N/A,N/A,N/A,N/A,MANHATTAN,10003.0,40.732447,-73.983031,6.0,2.0,48.0,1020419.0,1009220008.0,Gramercy                                                                   
125,2015-16,M480,02M519,Talent Unlimited High School,M519,317 EAST  67 STREET,M,2.0,509,317 EAST  67 STREET CONSOLIDATED LOCATION,5,Ella Baker School |  Vanguard High School |  Manhattan International High School |  Talent Unlimited High School |  Urban Academy Laboratory High School |  317 EAST  67 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,MANHATTAN,10065.0,40.765359,-73.960059,8.0,5.0,118.0,1083343.0,1014420001.0,Lenox Hill-Roosevelt Island                                                
126,2015-16,K002,84K704,EXPLORE CHARTER SCHOOL(BS),K704,655 PARKSIDE AVENUE,K,17.0,529,655 PARKSIDE AVENUE CONSOLIDATED LOCATION,3,Parkside Preparatory Academy |  P.S. K141 |Explore Charter High School |655 PARKSIDE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11226.0,40.656183,-73.951583,9.0,40.0,802.0,3378201.0,3050500051.0,Prospect Lefferts Gardens-Wingate                                          
127,2015-16,K009,13K009,P.S. 009 Teunis G. Bergen,K009,80 UNDERHILL AVENUE,K,13.0,838,80 UNDERHILL AVENUE CONSOLIDATED LOCATION,2,P.S. 009 Teunis G. Bergen|Brooklyn East Collegiate Charter School|80 UNDERHILL AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11238.0,40.678297,-73.965541,8.0,35.0,205.0,3028204.0,3011450026.0,Prospect Heights                                                           
128,2015-16,K012,,430 HOWARD AVENUE CONSOLIDATED LOCATION,,430 HOWARD AVENUE,K,23.0,234,430 HOWARD AVENUE CONSOLIDATED LOCATION,2,Dr. Jacqueline Peek-Davis School |  Ronald Edmonds Learning Center II |  430 HOWARD AVENUE CONSOLIDATED LOCATION,1,3,1,2,2,2C,1-250,0.24,0.71,1.71,0.51,0.32,BROOKLYN ,11233.0,40.673073,-73.919594,16.0,41.0,363.0,3039174.0,3014570032.0,Ocean Hill                                                                 
129,2015-16,K015,15K015,P.S. 015 Patrick F. Daly,K015,71 SULLIVAN STREET,K,15.0,457,,1,P.S. 015 Patrick F. Daly,1,2,0,2,1,3C,251-500,0.27,0.9,1.67,0.63,0.44,BROOKLYN ,11231.0,40.677343,-74.011558,6.0,38.0,53.0,3008585.0,3005660001.0,Carroll Gardens-Columbia Street-Red Hook                                   
130,2015-16,K019,14K414,Brooklyn Arbor Elementary School,K414,325 SOUTH  3 STREET,K,14.0,583,325 SOUTH  3 STREET CONSOLIDATED LOCATION,1,Brooklyn Arbor Elementary School |  325 SOUTH  3 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11211.0,40.709647,-73.95465,1.0,34.0,527.0,3063188.0,3024230001.0,North Side-South Side                                                      
131,2015-16,K091,17K091,P.S. 091 The Albany Avenue School,K091,532 ALBANY AVENUE,K,17.0,356,,1,P.S. 091 The Albany Avenue School,2,1,0,2,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,BROOKLYN ,11203.0,40.661886,-73.93994,9.0,41.0,806.0,3106599.0,3047940026.0,Prospect Lefferts Gardens-Wingate                                          
132,2015-16,K025,16K534,Upper School @ P.S. 25,K534,787 LAFAYETTE AVENUE,K,16.0,87,787 LAFAYETTE AVENUE CONSOLIDATED LOCATION,2,P.S. 025 Eubie Blake School |  Upper School @ P.S. 25 |  787 LAFAYETTE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11221.0,40.691037,-73.941342,3.0,36.0,281.0,3049858.0,3017870014.0,Stuyvesant Heights                                                         
133,2015-16,K092,17K092,P.S. 092 Adrian Hegeman,K092,601 PARKSIDE AVENUE,K,17.0,476,,1,P.S. 092 Adrian Hegeman,0,0,1,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,BROOKLYN ,11226.0,40.656046,-73.953742,9.0,40.0,802.0,3115866.0,3050490055.0,Prospect Lefferts Gardens-Wingate                                          
134,2015-16,K033,14K330,The School for the Urban Environment,K330,70 TOMPKINS AVENUE,K,14.0,82,70 TOMPKINS AVENUE CONSOLIDATED LOCATION,4,Foundations Academy|  The Urban Assembly School for the Urban Environmen|  P.S. 368|  Success Academy Charter School - Bed-Stuy 1|  70 TOMPKINS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11206.0,40.697152,-73.946641,3.0,36.0,257.0,3048517.0,3017430018.0,Bedford                                                                    
135,2015-16,K035,,272 MACDONOUGH STREET CONSOLIDATED LOCATION,,272 MACDONOUGH STREET,K,16.0,390,272 MACDONOUGH STREET CONSOLIDATED LOCATION,2,Brooklyn Brownstone School |  M.S. 035 Stephen Decatur |  272 MACDONOUGH STREET CONSOLIDATED LOCATION,2,0,1,1,1,3C,251-500,0.27,0.9,1.67,0.63,0.44,BROOKLYN ,11233.0,40.681896,-73.935963,3.0,36.0,273.0,3047054.0,3016740011.0,Stuyvesant Heights                                                         
136,2015-16,K044,13K044,P.S. 044 Marcus Garvey,K044,432 MONROE STREET,K,13.0,223,,1,P.S. 044 Marcus Garvey,0,0,8,0,0,2C,1-250,0.24,0.71,1.71,0.51,0.32,BROOKLYN ,11221.0,40.686592,-73.940747,3.0,36.0,277.0,3051540.0,3018210001.0,Stuyvesant Heights                                                         
137,2015-16,K049,14K454,Green School: An Academy for Environmental Careers,K454,223 GRAHAM AVENUE,K,14.0,261,223 GRAHAM AVENUE CONSOLIDATED LOCATION,3,"Brooklyn Latin School, The |  Green School: An Academy for Environmental Careers |  Lyons Community School 223 GRAHAM AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11206.0,40.709941,-73.943641,1.0,34.0,505.0,3070825.0,3030250001.0,East Williamsburg                                                          
138,2015-16,K056,13K056,P.S. 056 Lewis H. Latimer,K056,170 GATES AVENUE,K,13.0,200,170 GATES AVENUE CONSOLIDATED LOCATION,2,P.S. 056 Lewis H. Latimer|  The Urban Assembly Unison School |  170 GATES AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11238.0,40.68505,-73.960659,2.0,35.0,231.0,3056874.0,3019830010.0,Clinton Hill                                                               
139,2015-16,K057,,125 STUYVESANT AVENUE CONSOLIDATED LOCATION,,125 STUYVESANT AVENUE,K,16.0,355,125 STUYVESANT AVENUE CONSOLIDATED LOCATION,3,J.H.S. 057 Whitelaw Reid |  Fredrick Douglass Academy IV Secondary School |  The Brooklyn Academy of Global Finance |  125 STUYVESANT AVENUE CONSOLIDATED LOCATION,1,4,1,5,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,BROOKLYN ,11221.0,40.691274,-73.933697,3.0,36.0,291.0,3043822.0,3016160001.0,Stuyvesant Heights                                                         
140,2015-16,K067,13K067,P.S. 067 Charles A. Dorsey,K067,51 SAINT EDWARDS STREET,K,13.0,228,,1,P.S. 067 Charles A. Dorsey,0,2,2,0,2,2C,1-250,0.24,0.71,1.71,0.51,0.32,BROOKLYN ,11205.0,40.695633,-73.978215,2.0,35.0,2901.0,3332507.0,3020390002.0,Fort Greene                                                                
141,2015-16,K073,23K073,P.S. 073 Thomas S. Boyland,K073,251 MCDOUGAL STREET,K,23.0,31,251 MCDOUGAL STREET CONSOLIDATED LOCATION,3,P.S. 073 Thomas S. Boyland |  Brooklyn Landmark Elementary School |  Brooklyn Environmental Exploration School (BEES) |  251 MCDOUGAL STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11233.0,40.680318,-73.910644,16.0,37.0,369.0,3041561.0,3015280001.0,Ocean Hill                                                                 
142,2015-16,K086,32K086,P.S. 086 The Irvington,K086,220 IRVING AVENUE,K,32.0,413,,1,P.S. 086 The Irvington,0,0,0,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,BROOKLYN ,11237.0,40.700774,-73.91748,4.0,37.0,431.0,3075109.0,3032890027.0,Bushwick North                                                             
143,2015-16,K096,,99 AVENUE P CONSOLIDATED LOCATION ,,99 AVENUE P,K,21.0,641,99 AVENUE P CONSOLIDATED LOCATION ,2,IS 096 Seth Low|  Success Academy Charter School| 99 AVENUE P CONSOLIDTED LOCATION,0,1,3,0,1,4C,501-750,0.28,1.11,1.74,0.75,0.53,BROOKLYN ,11204.0,40.60754,-73.984661,11.0,44.0,430.0,3174076.0,3065950033.0,Bensonhurst East                                                           
144,2015-16,K106,32K106,P.S. 106 Edward Everett Hale,K106,1328 PUTNAM AVENUE,K,32.0,505,,1,P.S. 106 Edward Everett Hale,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,BROOKLYN ,11221.0,40.693879,-73.913056,4.0,37.0,435.0,3077286.0,3033770001.0,Bushwick North                                                             
145,2015-16,K112,20K112,P.S. 112 Lefferts Park,K112,7115 15 AVENUE,K,20.0,614,,1,P.S. 112 Lefferts Park,0,1,1,1,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,BROOKLYN ,11228.0,40.61978,-74.000792,11.0,43.0,190.0,3157760.0,3061800001.0,Bensonhurst West                                                           
146,2015-16,K119,22K119,P.S. 119 Amersfort,K119,3829 AVENUE K,K,22.0,405,,1,P.S. 119 Amersfort,0,0,3,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,BROOKLYN ,11210.0,40.625662,-73.938265,18.0,45.0,734.0,3215816.0,3077860001.0,Flatlands                                                                  
147,2015-16,K126,84K693      ,Northside Charter High School,K693,424 LEONARD STREET,K,14.0,392,424 LEONARD STREET CONSOLIDATED LOCATION,3,John Ericsson Middle School 126| Citizens of the World Charter School 1 Williamsbur| Northside Charter High School| 424 LEONARD STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11222.0,40.719819,-73.948625,1.0,33.0,499.0,3067788.0,3027120001.0,Greenpoint                                                                 
148,2015-16,K136,15K136,I.S. 136 Charles O. Dewey,K136,4004 4 AVENUE,K,15.0,495,4004 4 AVENUE CONSOLIDATED LOCATION,2,I.S. 136 Charles O. Dewey | Sunset Park Prep |  4004 4 AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11232.0,40.651977,-74.006862,7.0,38.0,82.0,3010580.0,3007130020.0,Sunset Park West                                                           
149,2015-16,K142,15K448,Brooklyn Secondary School for Collaborative Studie,K448,610 HENRY STREET,K,15.0,679,610 HENRY STREET CONSOLIDATED LOCATION,2,P.S. 146 |  Brooklyn Secondary School for Collaborative Studie |  610 HENRY STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11231.0,40.68007,-74.001377,6.0,39.0,63.0,3336036.0,3003690001.0,Carroll Gardens-Columbia Street-Red Hook                                   
150,2015-16,K152,22K152,School of Science & Technology,K152,725 EAST  23 STREET,K,22.0,813,2310 GLENWOOD ROAD CONSOLIDATED LOCATION,2,School of Science & Technology |  P.S. K315 |  2310 GLENWOOD ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11210.0,40.632562,-73.954724,14.0,45.0,772.0,3205780.0,3075510026.0,Flatbush                                                                   
151,2015-16,K157,14K157,P.S./I.S. 157 The Benjamin Franklin Health & Scien,K157,850 KENT AVENUE,K,14.0,495,,1,P.S./I.S. 157 The Benjamin Franklin Health & Scien,0,0,1,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,BROOKLYN ,11205.0,40.695417,-73.959571,3.0,33.0,1237.0,3054671.0,3018970013.0,Bedford                                                                    
152,2015-16,K163,20K748,P.S. 748 Brooklyn School for Global Scholars,K748,1664 BENSON AVENUE,K,20.0,615,,1,P.S. 748 Brooklyn School for Global Scholars,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,BROOKLYN ,11214.0,40.607234,-74.007199,11.0,43.0,180.0,3167623.0,3063990026.0,Bath Beach                                                                 
153,2015-16,K167,17K532,New Bridges Elementary,K532,1025 EASTERN PARKWAY,K,17.0,412,1025 EASTERN PARKWAY CONSOLIDATED LOCATION,2,P.S. 167 The Parkway|  New Bridges Elementary|  1025 EASTERN PARKWAY CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11213.0,40.669001,-73.934635,8.0,35.0,353.0,3037303.0,3013890035.0,Crown Heights North                                                        
154,2015-16,K174,19K557,Brooklyn Gardens Elementary School,K557,574 DUMONT AVENUE,K,19.0,285,574 DUMONT AVENUE CONSOLIDATED LOCATION,3,P.S. 174 Dumont |  Brooklyn Gardens Elementary School |  School of the Future Brooklyn |  574 DUMONT AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11207.0,40.665798,-73.897723,5.0,42.0,1130.0,3084617.0,3038020015.0,East New York (Pennsylvania Ave)                                           
155,2015-16,K178,23K178,P.S. 178 Saint Clair Mckelway,K178,2163 DEAN STREET,K,23.0,364,,1,P.S. 178 Saint Clair Mckelway,0,0,0,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,BROOKLYN ,11233.0,40.675024,-73.915778,16.0,41.0,303.0,3038718.0,3014400056.0,Ocean Hill                                                                 
156,2015-16,K183,,76 RIVERDALE AVENUE CONSOLIDATED LOCATION,,76 RIVERDALE AVENUE,K,23.0,496,76 RIVERDALE AVENUE CONSOLIDATED LOCATION,2,Riverdale Avenue Community School | Riverdale Avenue Middle School |  76 RIVERDALE AVENUE CONSOLIDATED LOCATION,0,3,5,1,2,3C,251-500,0.27,0.9,1.67,0.63,0.44,BROOKLYN ,11212.0,40.660204,-73.913933,16.0,42.0,896.0,3082253.0,3035970011.0,Brownsville                                                                
157,2015-16,K190,19K311,Essence School,K311,590 SHEFFIELD AVENUE,K,19.0,124,590 SHEFFIELD AVENUE CONSOLIDATED LOCATION,2,P.S. 190 Sheffield |  Essence School |  590 SHEFFIELD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11207.0,40.662326,-73.894441,5.0,42.0,1128.0,3085491.0,3038380018.0,East New York (Pennsylvania Ave)                                           
158,2015-16,K197,,1599 EAST  22 STREET CONSOLIDATED LOCATION,,1599 EAST  22 STREET,K,22.0,923,1599 EAST  22 STREET CONSOLIDATED LOCATION,2,P.S. 197 - The Kings Highway Academy |  I. S. 381 |  1599 EAST  22 STREET CONSOLIDATED LOCATION,0,0,0,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,BROOKLYN ,11210.0,40.612623,-73.951906,14.0,48.0,546.0,3182169.0,3067690018.0,Midwood                                                                    
159,2015-16,K204,20K204,P.S. 204 Vince Lombardi,K204,8101 15 AVENUE,K,20.0,1168,,1,P.S. 204 Vince Lombardi,0,1,0,1,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,BROOKLYN ,11228.0,40.614159,-74.006638,11.0,43.0,184.0,3163702.0,3062940001.0,Bensonhurst West                                                           
160,2015-16,K210,,188 ROCHESTER AVENUE CONSOLIDATED LOCATION,,188 ROCHESTER AVENUE,K,17.0,1076,188 ROCHESTER AVENUE CONSOLIDATED LOCATION,2,M.S. K394|Explore Empower Charter School|188 ROCHESTER AVENUE CONSOLIDATED LOCATION,2,1,2,1,2,4C,501-750,0.28,1.11,1.74,0.75,0.53,BROOKLYN ,11213.0,40.672762,-73.927973,8.0,36.0,347.0,3036289.0,3013670022.0,Crown Heights North                                                        
161,2015-16,K217,22K217,P.S. 217 Colonel David Marcus School,K217,1100 NEWKIRK AVENUE,K,22.0,1214,,1,P.S. 217 Colonel David Marcus School,1,0,0,0,1,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,BROOKLYN ,11230.0,40.63398,-73.966558,14.0,40.0,526.0,3121072.0,3052320001.0,Flatbush                                                                   
162,2015-16,K222,22K222,P.S. 222 Katherine R. Snyder,K222,3301 QUENTIN ROAD,K,22.0,883,,1,P.S. 222 Katherine R. Snyder,0,0,0,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,BROOKLYN ,11234.0,40.613317,-73.938871,18.0,46.0,646.0,3212254.0,3077060001.0,Georgetown-Marine Park-Bergen Beach-Mill Basin                             
163,2015-16,K225,,1075 OCEAN VIEW AVENUE CONSOLIDATED LOCATION,,1075 OCEAN VIEW AVENUE,K,21.0,1445,1075 OCEAN VIEW AVENUE CONSOLIDATED LOCATION,2,P.S. K225 - The Eileen E. Zaglin |  P.S. K771 |  1075 OCEAN VIEW AVENUE CONSOLIDATED LOCATION,1,3,1,2,2,7C,1251-1500,0.64,3.02,5.77,1.72,1.54,BROOKLYN ,11235.0,40.579737,-73.956329,13.0,48.0,61004.0,3245498.0,3087120056.0,Brighton Beach                                                             
164,2015-16,K232,18K589,Arts & Media Preparatory Academy,K589,905 WINTHROP STREET,K,18.0,236,905 WINTHROP STREET CONSOLIDATED LOCATION,3,East Flatbush Community Research School |  Arts & Media Preparatory Academy |  Middle School of Marketing and Legal Studies |  905 WINTHROP STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11203.0,40.65843,-73.929076,17.0,41.0,880.0,3099733.0,3046060025.0,Prospect Lefferts Gardens-Wingate                                          
165,2015-16,K237,20K682,The Academy of Talented Scholars,K682,50 AVENUE P,K,20.0,350,50 AVENUE P CONSOLIDATED LOCATION,2,The Academy of Talented Scholars |  Brooklyn School of Inquiry |  50 AVENUE P CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11204.0,40.60731,-73.986595,11.0,44.0,428.0,3396829.0,3066180001.0,Bensonhurst East                                                           
166,2015-16,K281,21K281,I.S. 281 Joseph B Cavallaro,K281,8787 24 AVENUE,K,21.0,1160,,1,I.S. 281 Joseph B Cavallaro,0,3,1,3,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,BROOKLYN ,11214.0,40.595341,-73.993457,11.0,47.0,304.0,3186626.0,3068910001.0,Bensonhurst East                                                           
167,2015-16,K250,14K250,P.S. 250 George H. Lindsay,K250,108 MONTROSE AVENUE,K,14.0,633,,1,P.S. 250 George H. Lindsay,0,0,1,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,BROOKLYN ,11206.0,40.707104,-73.945475,1.0,34.0,505.0,3071199.0,3030600001.0,East Williamsburg                                                          
168,2015-16,K256,13K256,P.S. 256 Benjamin Banneker,K256,114 KOSCIUSKO STREET,K,13.0,291,,1,P.S. 256 Benjamin Banneker,0,1,2,0,1,3C,251-500,0.27,0.9,1.67,0.63,0.44,BROOKLYN ,11216.0,40.690725,-73.950433,3.0,36.0,253.0,3049769.0,3017840020.0,Bedford                                                                    
169,2015-16,K261,15K261,P.S. 261 Philip Livingston,K261,314 PACIFIC STREET,K,15.0,797,,1,P.S. 261 Philip Livingston,0,1,0,1,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,BROOKLYN ,11201.0,40.687466,-73.988288,2.0,33.0,43.0,3001070.0,3001880014.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
170,2015-16,K270,13K270,P.S. 270 Johann DeKalb,K270,241 EMERSON PLACE,K,13.0,139,241 EMERSON PLACE CONSOLIDATED LOCATION,2,P.S. 270 Johann DeKalb | Community Partnership Charter School | 241 EMERSON PLACE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11205.0,40.690202,-73.961478,2.0,35.0,193.0,3055378.0,3019330102.0,Clinton Hill                                                               
171,2015-16,K271,,1137 HERKIMER STREET CONSOLIDATED LOCATION,,1137 HERKIMER STREET,K,23.0,1171,1137 HERKIMER STREET CONSOLIDATED LOCATION,3,Mott Hall IV |  Eagle Academy for Young Men II |Ocean Hill Collegiate Charter School |1137 HERKIMER STREET CONSOLIDATED LOCATION,0,7,3,6,1,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,BROOKLYN ,11233.0,40.677805,-73.915843,16.0,41.0,301.0,3042157.0,3015500001.0,Ocean Hill                                                                 
172,2015-16,K275,,985 ROCKAWAY AVENUE CONSOLIDATED LOCATION,,985 ROCKAWAY AVENUE,K,23.0,1266,985 ROCKAWAY AVENUE CONSOLIDATED LOCATION,4,Kappa V |  Brooklyn Democracy Academy |Leadership Preparatory Brownsville Charter School |Metropolitan Diploma Plus High School |  985 ROCKAWAY AVENUE CONSOLIDATED LOCATION,1,4,4,2,3,4C,501-750,0.28,1.11,1.74,0.75,0.53,BROOKLYN ,11212.0,40.656068,-73.907245,16.0,42.0,922.0,3082940.0,3036360007.0,Brownsville                                                                
173,2015-16,K287,13K287,P.S. 287 Bailey K. Ashford,K287,50 NAVY STREET,K,13.0,198,,1,P.S. 287 Bailey K. Ashford,0,0,2,0,0,2C,1-250,0.24,0.71,1.71,0.51,0.32,BROOKLYN ,11201.0,40.697901,-73.98054,2.0,35.0,23.0,3000203.0,3001110001.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
174,2015-16,K292,,301 VERMONT STREET|300 WYONA STREET|CONSOLIDATED LOCATION,,301 VERMONT STREET,K,19.0,985,301 VERMONT STREET|300 WYONA STREET|CONSOLIDATED LOCATION,2,J.H.S. 292 Margaret S. Douglas | The Uft Charter School | 301 VERMONT STREET|300 WYONA STREET|CONSOLIDATED LOCATION,3,5,11,4,3,4C,501-750,0.28,1.11,1.74,0.75,0.53,BROOKLYN ,11207.0,40.671987,-73.893896,5.0,42.0,1144.0,3083931.0,3037400001.0,East New York (Pennsylvania Ave)                                           
175,2015-16,K297,14K297,P.S. 297 Abraham Stockton,K297,700 PARK AVENUE,K,14.0,256,,1,P.S. 297 Abraham Stockton,0,1,0,1,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,BROOKLYN ,11206.0,40.697781,-73.947809,3.0,36.0,257.0,3048508.0,3017390011.0,Bedford                                                                    
176,2015-16,K302,,350 LINWOOD STREET CONSOLIDATED LOCATION,,350 LINWOOD STREET,K,19.0,1451,350 LINWOOD STREET CONSOLIDATED LOCATION,3,Vista Academy |  Liberty Avenue Middle School | ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL| 350 LINWOOD STREET CONSOLIDATED LOCATION,0,1,3,1,0,7C,1251-1500,0.64,3.02,5.77,1.72,1.54,BROOKLYN ,11208.0,40.677104,-73.883433,5.0,37.0,1170.0,3088357.0,3039690001.0,East New York                                                              
177,2015-16,K304,16K636,Young Scholars' Academy for Discovery and Explorat,K636,280 HART STREET,K,16.0,183,280 HART STREET CONSOLIDATED LOCATION,2,Brighter Choice Community School |  Young Scholars' Academy for Discovery and Explorat |  280 HART STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11206.0,40.694086,-73.940744,3.0,36.0,281.0,3049420.0,3017730014.0,Stuyvesant Heights                                                         
178,2015-16,K307,,209 YORK STREET CONSOLIDATED LOCATION,,209 YORK STREET,K,13.0,457,209 YORK STREET CONSOLIDATED LOCATION,2,P.S. 307 Daniel Hale Williams | Satellite West Middle School | 209 YORK STREET CONSOLIDATED LOCATION,0,0,0,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,BROOKLYN ,11201.0,40.701343,-73.982314,2.0,33.0,21.0,3000158.0,3000560007.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
179,2015-16,K309,,794 MONROE STREET CONSOLIDATED LOCATION,,794 MONROE STREET,K,16.0,961,794 MONROE STREET CONSOLIDATED LOCATION,2,P.S. 309 The George E. Wibecan Preparatory Academy |Excellence Girls Charter School |794 MONROE STREET CONSOLIDATED LOCATION,0,0,0,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,BROOKLYN ,11221.0,40.688419,-73.924833,3.0,41.0,385.0,3045047.0,3016430036.0,Stuyvesant Heights                                                         
180,2015-16,K314,20K506,P.S. 506: The School of Journalism & Technology,K506,330 59 STREET,K,20.0,831,330 59 STREET CONSOLIDATED LOCATION,2,PS 503: The School of Discovery |  P.S. 506: The School of Journalism & Technology |  330 59 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A,BROOKLYN ,11220.0,40.642121,-74.018997,7.0,38.0,74.0,3016258.0,3008620012.0,Sunset Park West                                                           
181,2015-16,K319,14K319,P.S. 319,K319,360 KEAP STREET,K,14.0,140,,1,P.S. 319,0,0,0,0,0,2C,1-250,0.24,0.71,1.71,0.51,0.32,BROOKLYN ,11211.0,40.709674,-73.954217,1.0,34.0,527.0,3063189.0,3024240001.0,North Side-South Side                                                      
182,2015-16,K328,,330 ALABAMA AVENUE CONSOLIDATED LOCATION,,330 ALABAMA AVENUE,K,19.0,692,330 ALABAMA AVENUE CONSOLIDATED LOCATION,2,P.S. 328 Phyllis Wheatley|Hyde Leadership Charter School- Brooklyn|330 ALABAMA AVENUE CONSOLIDATED LOCATION,0,0,0,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,BROOKLYN ,11207.0,40.668167,-73.897835,5.0,42.0,1134.0,3084283.0,3037680001.0,East New York (Pennsylvania Ave)                                           
