development_name,borough,account_name,location,meter_amr,meter_scope,tds,edp,rc_code,funding_source,amp,vendor_name,umis_bill_id,revenue_month,service_start_date,service_end_date,days,meter_number,estimated,current_charges,consumption_gal
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898483,2010-03-01T00:00:00.000,2010-02-26T00:00:00.000,2010-03-26T00:00:00.000,28,348919902-OIL,N,361.1,166.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898484,2010-03-01T00:00:00.000,2010-02-26T00:00:00.000,2010-03-26T00:00:00.000,28,348919902-OIL,N,119.64,55.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898485,2010-03-01T00:00:00.000,2010-02-26T00:00:00.000,2010-03-26T00:00:00.000,28,348919902-OIL,N,330.65,152.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898486,2010-03-01T00:00:00.000,2010-02-26T00:00:00.000,2010-03-26T00:00:00.000,28,348919902-OIL,N,258.86,119.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898487,2010-03-01T00:00:00.000,2010-02-26T00:00:00.000,2010-03-26T00:00:00.000,28,348919902-OIL,N,258.86,119.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898488,2010-03-01T00:00:00.000,2010-02-26T00:00:00.000,2010-03-26T00:00:00.000,28,348919902-OIL,N,298.02,137.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898489,2010-03-01T00:00:00.000,2010-02-26T00:00:00.000,2010-03-26T00:00:00.000,28,348919902-OIL,N,313.24,144.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898490,2010-03-01T00:00:00.000,2010-02-26T00:00:00.000,2010-03-26T00:00:00.000,28,348919902-OIL,N,10.88,5.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898491,2010-03-01T00:00:00.000,2010-02-26T00:00:00.000,2010-03-26T00:00:00.000,28,348919902-OIL,N,145.75,67.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898492,2010-03-01T00:00:00.000,2010-02-26T00:00:00.000,2010-03-26T00:00:00.000,28,348919902-OIL,N,50.03,23.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898493,2010-04-01T00:00:00.000,2010-03-26T00:00:00.000,2010-04-27T00:00:00.000,32,348919902-OIL,N,311.12,139.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898494,2010-04-01T00:00:00.000,2010-03-26T00:00:00.000,2010-04-27T00:00:00.000,32,348919902-OIL,N,349.17,156.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898495,2010-04-01T00:00:00.000,2010-03-26T00:00:00.000,2010-04-27T00:00:00.000,32,348919902-OIL,N,364.84,163.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898496,2010-04-01T00:00:00.000,2010-03-26T00:00:00.000,2010-04-27T00:00:00.000,32,348919902-OIL,N,20.14,9.0
LOW HOUSES,BROOKLYN,LOW HOUSES,,Not Applicable,,169,276,K016900,FEDERAL,NY005011690P,"S.J. Fuel Co., Inc.",2897820,2010-02-01T00:00:00.000,2010-01-28T00:00:00.000,2010-02-26T00:00:00.000,29,0537618010-OIL,N,245.68,118.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898497,2010-04-01T00:00:00.000,2010-03-26T00:00:00.000,2010-04-27T00:00:00.000,32,348919902-OIL,N,148.11,70.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898498,2010-04-01T00:00:00.000,2010-03-26T00:00:00.000,2010-04-27T00:00:00.000,32,348919902-OIL,N,160.81,76.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898499,2010-05-01T00:00:00.000,2010-04-27T00:00:00.000,2010-05-25T00:00:00.000,28,348919902-OIL,N,120.61,57.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898500,2010-10-01T00:00:00.000,2010-09-24T00:00:00.000,2010-10-25T00:00:00.000,31,348919902-OIL,N,436.89,206.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898501,2010-11-01T00:00:00.000,2010-10-25T00:00:00.000,2010-11-23T00:00:00.000,29,348919902-OIL,N,910.58,407.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898502,2010-11-01T00:00:00.000,2010-10-25T00:00:00.000,2010-11-23T00:00:00.000,29,348919902-OIL,N,318.07,132.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898503,2010-11-01T00:00:00.000,2010-10-25T00:00:00.000,2010-11-23T00:00:00.000,29,348919902-OIL,N,479.51,199.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898504,2010-11-01T00:00:00.000,2010-10-25T00:00:00.000,2010-11-23T00:00:00.000,29,348919902-OIL,N,349.39,145.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898505,2010-11-01T00:00:00.000,2010-10-25T00:00:00.000,2010-11-23T00:00:00.000,29,348919902-OIL,N,581.7,260.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898506,2010-11-01T00:00:00.000,2010-10-25T00:00:00.000,2010-11-23T00:00:00.000,29,348919902-OIL,N,523.53,234.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898507,2010-11-01T00:00:00.000,2010-10-25T00:00:00.000,2010-11-23T00:00:00.000,29,348919902-OIL,N,315.66,131.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898508,2010-11-01T00:00:00.000,2010-10-25T00:00:00.000,2010-11-23T00:00:00.000,29,348919902-OIL,N,180.72,75.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898509,2010-11-01T00:00:00.000,2010-10-25T00:00:00.000,2010-11-23T00:00:00.000,29,348919902-OIL,N,590.35,245.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898510,2010-12-01T00:00:00.000,2010-11-23T00:00:00.000,2010-12-23T00:00:00.000,30,348919902-OIL,N,387.95,161.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898511,2010-12-01T00:00:00.000,2010-11-23T00:00:00.000,2010-12-23T00:00:00.000,30,348919902-OIL,N,428.91,178.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898512,2010-12-01T00:00:00.000,2010-11-23T00:00:00.000,2010-12-23T00:00:00.000,30,348919902-OIL,N,178.31,74.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898513,2010-12-01T00:00:00.000,2010-11-23T00:00:00.000,2010-12-23T00:00:00.000,30,348919902-OIL,N,388.09,161.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898514,2010-12-01T00:00:00.000,2010-11-23T00:00:00.000,2010-12-23T00:00:00.000,30,348919902-OIL,N,441.12,183.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898515,2010-12-01T00:00:00.000,2010-11-23T00:00:00.000,2010-12-23T00:00:00.000,30,348919902-OIL,N,404.96,168.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898516,2010-12-01T00:00:00.000,2010-11-23T00:00:00.000,2010-12-23T00:00:00.000,30,348919902-OIL,N,187.93,84.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898517,2010-12-01T00:00:00.000,2010-11-23T00:00:00.000,2010-12-23T00:00:00.000,30,348919902-OIL,N,448.16,179.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898518,2010-12-01T00:00:00.000,2010-11-23T00:00:00.000,2010-12-23T00:00:00.000,30,348919902-OIL,N,500.74,200.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898519,2010-12-01T00:00:00.000,2010-11-23T00:00:00.000,2010-12-23T00:00:00.000,30,348919902-OIL,N,573.28,220.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898520,2010-12-01T00:00:00.000,2010-11-23T00:00:00.000,2010-12-23T00:00:00.000,30,348919902-OIL,N,453.41,174.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898521,2010-12-01T00:00:00.000,2010-11-23T00:00:00.000,2010-12-23T00:00:00.000,30,348919902-OIL,N,458.62,176.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898522,2010-12-01T00:00:00.000,2010-11-23T00:00:00.000,2010-12-23T00:00:00.000,30,348919902-OIL,N,515.95,198.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898523,2010-12-01T00:00:00.000,2010-11-23T00:00:00.000,2010-12-23T00:00:00.000,30,348919902-OIL,N,466.44,179.0
LOW HOUSES,BROOKLYN,LOW HOUSES,,Not Applicable,,169,276,K016900,FEDERAL,NY005011690P,"S.J. Fuel Co., Inc.",2897821,2010-03-01T00:00:00.000,2010-02-26T00:00:00.000,2010-03-26T00:00:00.000,28,0537618010-OIL,N,576.72,277.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898524,2010-12-01T00:00:00.000,2010-11-23T00:00:00.000,2010-12-23T00:00:00.000,30,348919902-OIL,N,592.98,246.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898610,2010-01-01T00:00:00.000,2009-12-29T00:00:00.000,2010-01-28T00:00:00.000,30,348921002-OIL,N,649.52,318.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898611,2010-01-01T00:00:00.000,2009-12-29T00:00:00.000,2010-01-28T00:00:00.000,30,348921002-OIL,N,430.97,211.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898612,2010-01-01T00:00:00.000,2009-12-29T00:00:00.000,2010-01-28T00:00:00.000,30,348921002-OIL,N,416.67,204.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898613,2010-01-01T00:00:00.000,2009-12-29T00:00:00.000,2010-01-28T00:00:00.000,30,348921002-OIL,N,388.08,190.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898614,2010-01-01T00:00:00.000,2009-12-29T00:00:00.000,2010-01-28T00:00:00.000,30,348921002-OIL,N,363.57,178.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898615,2010-01-01T00:00:00.000,2009-12-29T00:00:00.000,2010-01-28T00:00:00.000,30,348921002-OIL,N,645.24,274.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898616,2010-01-01T00:00:00.000,2009-12-29T00:00:00.000,2010-01-28T00:00:00.000,30,348921002-OIL,N,303.78,129.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898617,2010-01-01T00:00:00.000,2009-12-29T00:00:00.000,2010-01-28T00:00:00.000,30,348921002-OIL,N,279.82,137.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898618,2010-01-01T00:00:00.000,2009-12-29T00:00:00.000,2010-01-28T00:00:00.000,30,348921002-OIL,N,607.56,258.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898619,2010-01-01T00:00:00.000,2009-12-29T00:00:00.000,2010-01-28T00:00:00.000,30,348921002-OIL,N,576.95,245.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898620,2010-01-01T00:00:00.000,2009-12-29T00:00:00.000,2010-01-28T00:00:00.000,30,348921002-OIL,N,579.31,246.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898621,2010-01-01T00:00:00.000,2009-12-29T00:00:00.000,2010-01-28T00:00:00.000,30,348921002-OIL,N,268.46,114.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898622,2010-01-01T00:00:00.000,2009-12-29T00:00:00.000,2010-01-28T00:00:00.000,30,348921002-OIL,N,861.89,366.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898623,2010-01-01T00:00:00.000,2009-12-29T00:00:00.000,2010-01-28T00:00:00.000,30,348921002-OIL,N,560.47,238.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898624,2010-02-01T00:00:00.000,2010-01-28T00:00:00.000,2010-02-26T00:00:00.000,29,348921002-OIL,N,501.47,237.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898625,2010-02-01T00:00:00.000,2010-01-28T00:00:00.000,2010-02-26T00:00:00.000,29,348921002-OIL,N,584.02,248.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898626,2010-02-01T00:00:00.000,2010-01-28T00:00:00.000,2010-02-26T00:00:00.000,29,348921002-OIL,N,452.14,192.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898627,2010-02-01T00:00:00.000,2010-01-28T00:00:00.000,2010-02-26T00:00:00.000,29,348921002-OIL,N,430.95,183.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898628,2010-02-01T00:00:00.000,2010-01-28T00:00:00.000,2010-02-26T00:00:00.000,29,348921002-OIL,N,192.63,91.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898629,2010-02-01T00:00:00.000,2010-01-28T00:00:00.000,2010-02-26T00:00:00.000,29,348921002-OIL,N,368.32,174.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898630,2010-02-01T00:00:00.000,2010-01-28T00:00:00.000,2010-02-26T00:00:00.000,29,348921002-OIL,N,400.08,189.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898631,2010-02-01T00:00:00.000,2010-01-28T00:00:00.000,2010-02-26T00:00:00.000,29,348921002-OIL,N,421.24,199.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898632,2010-02-01T00:00:00.000,2010-01-28T00:00:00.000,2010-02-26T00:00:00.000,29,348921002-OIL,N,183.16,90.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898633,2010-02-01T00:00:00.000,2010-01-28T00:00:00.000,2010-02-26T00:00:00.000,29,348921002-OIL,N,407.02,200.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898634,2010-02-01T00:00:00.000,2010-01-28T00:00:00.000,2010-02-26T00:00:00.000,29,348921002-OIL,N,415.16,204.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898635,2010-02-01T00:00:00.000,2010-01-28T00:00:00.000,2010-02-26T00:00:00.000,29,348921002-OIL,N,396.84,195.0
LOW HOUSES,BROOKLYN,LOW HOUSES,,Not Applicable,,169,276,K016900,FEDERAL,NY005011690P,"S.J. Fuel Co., Inc.",2897822,2010-07-01T00:00:00.000,2010-06-30T00:00:00.000,2010-07-27T00:00:00.000,27,0537618010-OIL,N,1693.97,707.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898636,2010-02-01T00:00:00.000,2010-01-28T00:00:00.000,2010-02-26T00:00:00.000,29,348921002-OIL,N,407.02,200.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898637,2010-02-01T00:00:00.000,2010-01-28T00:00:00.000,2010-02-26T00:00:00.000,29,348921002-OIL,N,411.84,192.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898638,2010-02-01T00:00:00.000,2010-01-28T00:00:00.000,2010-02-26T00:00:00.000,29,348921002-OIL,N,424.71,198.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898639,2010-02-01T00:00:00.000,2010-01-28T00:00:00.000,2010-02-26T00:00:00.000,29,348921002-OIL,N,150.15,70.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898640,2010-03-01T00:00:00.000,2010-02-26T00:00:00.000,2010-03-26T00:00:00.000,28,348921002-OIL,N,429.0,200.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898641,2010-03-01T00:00:00.000,2010-02-26T00:00:00.000,2010-03-26T00:00:00.000,28,348921002-OIL,N,431.15,201.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898642,2010-03-01T00:00:00.000,2010-02-26T00:00:00.000,2010-03-26T00:00:00.000,28,348921002-OIL,N,411.84,192.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898643,2010-03-01T00:00:00.000,2010-02-26T00:00:00.000,2010-03-26T00:00:00.000,28,348921002-OIL,N,403.26,188.0
LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,LENOX ROAD-ROCKAWAY PARKWAY,,Not Applicable,,348,763,K034800,FEDERAL,NY005011670P,"S.J. Fuel Co., Inc.",2898644,2010-03-01T00:00:00.000,2010-02-26T00:00:00.000,2010-03-26T00:00:00.000,28,348921002-OIL,N,371.98,171.0
