development_name,borough,account_name,location,meter_amr,meter_scope,tds,edp,rc_code,funding_source,amp,vendor_name,umis_bill_id,revenue_month,service_start_date,service_end_date,days,meter_number,estimated,current_charges,consumption_gal
CYPRESS HILLS,BROOKLYN,CYPRESS HILLS,,Not Applicable,,70,536,K007000,FEDERAL,NY005010700P,"S.J. Fuel Co., Inc.",2897660,2010-02-01T00:00:00.000,2010-01-28T00:00:00.000,2010-02-26T00:00:00.000,29,0558905000-OIL,N,147986.87,71078.0
CYPRESS HILLS,BROOKLYN,CYPRESS HILLS,,Not Applicable,,70,536,K007000,FEDERAL,NY005010700P,"S.J. Fuel Co., Inc.",2897661,2010-03-01T00:00:00.000,2010-02-26T00:00:00.000,2010-03-26T00:00:00.000,28,0558905000-OIL,N,79073.6,37979.0
CYPRESS HILLS,BROOKLYN,CYPRESS HILLS,,Not Applicable,,70,536,K007000,FEDERAL,NY005010700P,"S.J. Fuel Co., Inc.",2897662,2010-04-01T00:00:00.000,2010-03-26T00:00:00.000,2010-04-27T00:00:00.000,32,0558905000-OIL,N,17899.25,8597.0
CYPRESS HILLS,BROOKLYN,CYPRESS HILLS,,Not Applicable,,70,536,K007000,FEDERAL,NY005010700P,"S.J. Fuel Co., Inc.",2897663,2010-10-01T00:00:00.000,2010-09-24T00:00:00.000,2010-10-25T00:00:00.000,31,0558905000-OIL,N,1159.66,484.0
CYPRESS HILLS,BROOKLYN,CYPRESS HILLS,,Not Applicable,,70,536,K007000,FEDERAL,NY005010700P,"S.J. Fuel Co., Inc.",2897664,2010-11-01T00:00:00.000,2010-10-25T00:00:00.000,2010-11-23T00:00:00.000,29,0558905000-OIL,N,16467.71,6873.0
CYPRESS HILLS,BROOKLYN,CYPRESS HILLS,,Not Applicable,,70,536,K007000,FEDERAL,NY005010700P,"S.J. Fuel Co., Inc.",2897665,2010-12-01T00:00:00.000,2010-11-23T00:00:00.000,2010-12-23T00:00:00.000,30,0558905000-OIL,N,4106.74,1714.0
DAVIDSON,BRONX,DAVIDSON,,Not Applicable,,190,301,B019000,FEDERAL,NY005013420P,"S.J. Fuel Co., Inc.",2897178,2010-02-01T00:00:00.000,2010-01-26T00:00:00.000,2010-02-25T00:00:00.000,30,395416139300009-OIL,N,118.93,58.0
DOUGLASS ADDITION,MANHATTAN,DOUGLASS ADDITION,,Not Applicable,,148,569,M014800,FEDERAL,NY005010820P,"S.J. Fuel Co., Inc.",2896771,2010-01-01T00:00:00.000,2009-12-24T00:00:00.000,2010-01-26T00:00:00.000,33,495416018400002-OIL,N,69.95,33.0
DOUGLASS ADDITION,MANHATTAN,DOUGLASS ADDITION,,Not Applicable,,148,569,M014800,FEDERAL,NY005010820P,"S.J. Fuel Co., Inc.",2896772,2010-02-01T00:00:00.000,2010-01-26T00:00:00.000,2010-02-25T00:00:00.000,30,495416018400002-OIL,N,72.07,34.0
DOUGLASS ADDITION,MANHATTAN,DOUGLASS ADDITION,,Not Applicable,,148,569,M014800,FEDERAL,NY005010820P,"S.J. Fuel Co., Inc.",2896773,2010-06-01T00:00:00.000,2010-05-24T00:00:00.000,2010-06-23T00:00:00.000,30,495416018400002-OIL,N,105.98,50.0
DOUGLASS ADDITION,MANHATTAN,DOUGLASS ADDITION,,Not Applicable,,148,569,M014800,FEDERAL,NY005010820P,"S.J. Fuel Co., Inc.",2896774,2010-07-01T00:00:00.000,2010-06-23T00:00:00.000,2010-07-23T00:00:00.000,30,495416018400002-OIL,N,38.65,17.0
DOUGLASS ADDITION,MANHATTAN,DOUGLASS ADDITION,,Not Applicable,,148,569,M014800,FEDERAL,NY005010820P,"S.J. Fuel Co., Inc.",2896775,2010-09-01T00:00:00.000,2010-08-23T00:00:00.000,2010-09-22T00:00:00.000,30,495416018400002-OIL,N,145.52,64.0
DOUGLASS ADDITION,MANHATTAN,DOUGLASS ADDITION,,Not Applicable,,148,569,M014800,FEDERAL,NY005010820P,"S.J. Fuel Co., Inc.",2896776,2010-10-01T00:00:00.000,2010-09-22T00:00:00.000,2010-10-22T00:00:00.000,30,495416018400002-OIL,N,161.43,71.0
DOUGLASS ADDITION,MANHATTAN,DOUGLASS ADDITION,,Not Applicable,,148,569,M014800,FEDERAL,NY005010820P,"S.J. Fuel Co., Inc.",2896777,2010-11-01T00:00:00.000,2010-10-22T00:00:00.000,2010-11-22T00:00:00.000,31,495416018400002-OIL,N,197.81,87.0
DOUGLASS ADDITION,MANHATTAN,DOUGLASS ADDITION,,Not Applicable,,148,569,M014800,FEDERAL,NY005010820P,"S.J. Fuel Co., Inc.",2896778,2010-12-01T00:00:00.000,2010-11-22T00:00:00.000,2010-12-23T00:00:00.000,31,495416018400002-OIL,N,322.87,142.0
DOUGLASS I/DOUGLASS II,MANHATTAN,DOUGLASS I/DOUGLASS II,,Not Applicable,,82,0,M008200,,,"S.J. Fuel Co., Inc.",4295221,2010-01-01T00:00:00.000,2009-12-24T00:00:00.000,2010-01-26T00:00:00.000,33,495416018500017-OIL-62.7%,N,255.18,120.38
DOUGLASS I/DOUGLASS II,MANHATTAN,DOUGLASS I/DOUGLASS II,,Not Applicable,,582,0,M058200,,,"S.J. Fuel Co., Inc.",4295221,2010-01-01T00:00:00.000,2009-12-24T00:00:00.000,2010-01-26T00:00:00.000,33,495416018500017-OIL-37.3%,N,151.8,71.62
DOUGLASS I/DOUGLASS II,MANHATTAN,DOUGLASS I/DOUGLASS II,,Not Applicable,,82,0,M008200,,,"S.J. Fuel Co., Inc.",4295228,2010-02-01T00:00:00.000,2010-01-26T00:00:00.000,2010-02-25T00:00:00.000,30,495416018500017-OIL-62.7%,N,766.86,361.78
DOUGLASS I/DOUGLASS II,MANHATTAN,DOUGLASS I/DOUGLASS II,,Not Applicable,,582,0,M058200,,,"S.J. Fuel Co., Inc.",4295228,2010-02-01T00:00:00.000,2010-01-26T00:00:00.000,2010-02-25T00:00:00.000,30,495416018500017-OIL-37.3%,N,456.2,215.22
DOUGLASS I/DOUGLASS II,MANHATTAN,DOUGLASS I/DOUGLASS II,,Not Applicable,,82,0,M008200,,,"S.J. Fuel Co., Inc.",4295234,2010-03-01T00:00:00.000,2010-02-25T00:00:00.000,2010-03-26T00:00:00.000,29,495416018500017-OIL-62.7%,N,766.86,361.78
DOUGLASS I/DOUGLASS II,MANHATTAN,DOUGLASS I/DOUGLASS II,,Not Applicable,,582,0,M058200,,,"S.J. Fuel Co., Inc.",4295234,2010-03-01T00:00:00.000,2010-02-25T00:00:00.000,2010-03-26T00:00:00.000,29,495416018500017-OIL-37.3%,N,456.2,215.22
DOUGLASS I/DOUGLASS II,MANHATTAN,DOUGLASS I/DOUGLASS II,,Not Applicable,,82,0,M008200,,,"S.J. Fuel Co., Inc.",4295241,2010-04-01T00:00:00.000,2010-03-26T00:00:00.000,2010-04-26T00:00:00.000,31,495416018500017-OIL-62.7%,N,192.71,90.92
DOUGLASS I/DOUGLASS II,MANHATTAN,DOUGLASS I/DOUGLASS II,,Not Applicable,,582,0,M058200,,,"S.J. Fuel Co., Inc.",4295241,2010-04-01T00:00:00.000,2010-03-26T00:00:00.000,2010-04-26T00:00:00.000,31,495416018500017-OIL-37.3%,N,114.65,54.09
DOUGLASS I/DOUGLASS II,MANHATTAN,DOUGLASS I/DOUGLASS II,,Not Applicable,,82,0,M008200,,,"S.J. Fuel Co., Inc.",4295244,2010-05-01T00:00:00.000,2010-04-26T00:00:00.000,2010-05-24T00:00:00.000,28,495416018500017-OIL-62.7%,N,63.8,30.1
DOUGLASS I/DOUGLASS II,MANHATTAN,DOUGLASS I/DOUGLASS II,,Not Applicable,,582,0,M058200,,,"S.J. Fuel Co., Inc.",4295244,2010-05-01T00:00:00.000,2010-04-26T00:00:00.000,2010-05-24T00:00:00.000,28,495416018500017-OIL-37.3%,N,37.95,17.9
DOUGLASS I/DOUGLASS II,MANHATTAN,DOUGLASS I/DOUGLASS II,,Not Applicable,,82,0,M008200,,,"S.J. Fuel Co., Inc.",4295251,2010-06-01T00:00:00.000,2010-05-24T00:00:00.000,2010-06-23T00:00:00.000,30,495416018500017-OIL-62.7%,N,1791.56,845.2
DOUGLASS I/DOUGLASS II,MANHATTAN,DOUGLASS I/DOUGLASS II,,Not Applicable,,582,0,M058200,,,"S.J. Fuel Co., Inc.",4295251,2010-06-01T00:00:00.000,2010-05-24T00:00:00.000,2010-06-23T00:00:00.000,30,495416018500017-OIL-37.3%,N,1065.79,502.8
DOUGLASS I/DOUGLASS II,MANHATTAN,DOUGLASS I/DOUGLASS II,,Not Applicable,,82,0,M008200,,,"S.J. Fuel Co., Inc.",4295255,2010-07-01T00:00:00.000,2010-06-23T00:00:00.000,2010-07-23T00:00:00.000,30,495416018500017-OIL-62.7%,N,1301.58,572.45
DOUGLASS I/DOUGLASS II,MANHATTAN,DOUGLASS I/DOUGLASS II,,Not Applicable,,582,0,M058200,,,"S.J. Fuel Co., Inc.",4295255,2010-07-01T00:00:00.000,2010-06-23T00:00:00.000,2010-07-23T00:00:00.000,30,495416018500017-OIL-37.3%,N,774.31,340.55
DOUGLASS I/DOUGLASS II,MANHATTAN,DOUGLASS I/DOUGLASS II,,Not Applicable,,82,0,M008200,,,"S.J. Fuel Co., Inc.",4295264,2010-08-01T00:00:00.000,2010-07-23T00:00:00.000,2010-08-23T00:00:00.000,31,495416018500017-OIL-62.7%,N,1434.16,630.76
DOUGLASS I/DOUGLASS II,MANHATTAN,DOUGLASS I/DOUGLASS II,,Not Applicable,,582,0,M058200,,,"S.J. Fuel Co., Inc.",4295264,2010-08-01T00:00:00.000,2010-07-23T00:00:00.000,2010-08-23T00:00:00.000,31,495416018500017-OIL-37.3%,N,853.18,375.24
DOUGLASS I/DOUGLASS II,MANHATTAN,DOUGLASS I/DOUGLASS II,,Not Applicable,,82,0,M008200,,,"S.J. Fuel Co., Inc.",4295274,2010-09-01T00:00:00.000,2010-08-23T00:00:00.000,2010-09-22T00:00:00.000,30,495416018500017-OIL-62.7%,N,3508.43,1543.05
DOUGLASS I/DOUGLASS II,MANHATTAN,DOUGLASS I/DOUGLASS II,,Not Applicable,,582,0,M058200,,,"S.J. Fuel Co., Inc.",4295274,2010-09-01T00:00:00.000,2010-08-23T00:00:00.000,2010-09-22T00:00:00.000,30,495416018500017-OIL-37.3%,N,2087.15,917.95
DOUGLASS I/DOUGLASS II,MANHATTAN,DOUGLASS I/DOUGLASS II,,Not Applicable,,82,0,M008200,,,"S.J. Fuel Co., Inc.",4295278,2010-10-01T00:00:00.000,2010-09-22T00:00:00.000,2010-10-22T00:00:00.000,30,495416018500017-OIL-62.7%,N,1981.6,871.53
DOUGLASS I/DOUGLASS II,MANHATTAN,DOUGLASS I/DOUGLASS II,,Not Applicable,,582,0,M058200,,,"S.J. Fuel Co., Inc.",4295278,2010-10-01T00:00:00.000,2010-09-22T00:00:00.000,2010-10-22T00:00:00.000,30,495416018500017-OIL-37.3%,N,1178.84,518.47
DOUGLASS I/DOUGLASS II,MANHATTAN,DOUGLASS I/DOUGLASS II,,Not Applicable,,82,0,M008200,,,"S.J. Fuel Co., Inc.",4295286,2010-11-01T00:00:00.000,2010-10-22T00:00:00.000,2010-11-22T00:00:00.000,31,495416018500017-OIL-62.7%,N,2702.96,1188.79
DOUGLASS I/DOUGLASS II,MANHATTAN,DOUGLASS I/DOUGLASS II,,Not Applicable,,582,0,M058200,,,"S.J. Fuel Co., Inc.",4295286,2010-11-01T00:00:00.000,2010-10-22T00:00:00.000,2010-11-22T00:00:00.000,31,495416018500017-OIL-37.3%,N,1607.98,707.21
DOUGLASS I/DOUGLASS II,MANHATTAN,DOUGLASS I/DOUGLASS II,,Not Applicable,,82,0,M008200,,,"S.J. Fuel Co., Inc.",4295293,2010-12-01T00:00:00.000,2010-11-22T00:00:00.000,2010-12-23T00:00:00.000,31,495416018500017-OIL-62.7%,N,2048.6,901.0
DOUGLASS I/DOUGLASS II,MANHATTAN,DOUGLASS I/DOUGLASS II,,Not Applicable,,582,0,M058200,,,"S.J. Fuel Co., Inc.",4295293,2010-12-01T00:00:00.000,2010-11-22T00:00:00.000,2010-12-23T00:00:00.000,31,495416018500017-OIL-37.3%,N,1218.71,536.0
DREW-HAMILTON,MANHATTAN,DREW-HAMILTON,,Not Applicable,,111,434,M011100,MIXED FINANCE/LLC1,NY005011110P,"S.J. Fuel Co., Inc.",2896621,2010-01-01T00:00:00.000,2009-12-24T00:00:00.000,2010-01-26T00:00:00.000,33,495416032700015-OIL,N,2982.41,1407.0
DREW-HAMILTON,MANHATTAN,DREW-HAMILTON,,Not Applicable,,111,434,M011100,MIXED FINANCE/LLC1,NY005011110P,"S.J. Fuel Co., Inc.",2896622,2010-06-01T00:00:00.000,2010-05-24T00:00:00.000,2010-06-23T00:00:00.000,30,495416032700015-OIL,N,317.95,150.0
DREW-HAMILTON,MANHATTAN,DREW-HAMILTON,,Not Applicable,,111,434,M011100,MIXED FINANCE/LLC1,NY005011110P,"S.J. Fuel Co., Inc.",2896623,2010-10-01T00:00:00.000,2010-09-22T00:00:00.000,2010-10-22T00:00:00.000,30,495416032700015-OIL,N,1023.17,450.0
DYCKMAN,MANHATTAN,DYCKMAN,,Not Applicable,,41,373,M004100,FEDERAL,NY005000410P,"S.J. Fuel Co., Inc.",2896543,2010-06-01T00:00:00.000,2010-05-24T00:00:00.000,2010-06-23T00:00:00.000,30,495416045231008-OIL,N,1066.21,503.0
DYCKMAN,MANHATTAN,DYCKMAN,,Not Applicable,,41,373,M004100,FEDERAL,NY005000410P,"S.J. Fuel Co., Inc.",2896544,2010-07-01T00:00:00.000,2010-06-23T00:00:00.000,2010-07-23T00:00:00.000,30,495416045231008-OIL,N,538.87,237.0
DYCKMAN,MANHATTAN,DYCKMAN,,Not Applicable,,41,373,M004100,FEDERAL,NY005000410P,"S.J. Fuel Co., Inc.",2896545,2010-08-01T00:00:00.000,2010-07-23T00:00:00.000,2010-08-23T00:00:00.000,31,495416045231008-OIL,N,613.9,270.0
DYCKMAN,MANHATTAN,DYCKMAN,,Not Applicable,,41,373,M004100,FEDERAL,NY005000410P,"S.J. Fuel Co., Inc.",2896546,2010-09-01T00:00:00.000,2010-08-23T00:00:00.000,2010-09-22T00:00:00.000,30,495416045231008-OIL,N,1750.75,770.0
DYCKMAN,MANHATTAN,DYCKMAN,,Not Applicable,,41,373,M004100,FEDERAL,NY005000410P,"S.J. Fuel Co., Inc.",2896547,2010-10-01T00:00:00.000,2010-09-22T00:00:00.000,2010-10-22T00:00:00.000,30,495416045231008-OIL,N,591.16,260.0
DYCKMAN,MANHATTAN,DYCKMAN,,Not Applicable,,41,373,M004100,FEDERAL,NY005000410P,"S.J. Fuel Co., Inc.",2896548,2010-11-01T00:00:00.000,2010-10-22T00:00:00.000,2010-11-22T00:00:00.000,31,495416045231008-OIL,N,1773.49,780.0
DYCKMAN,MANHATTAN,DYCKMAN,,Not Applicable,,41,373,M004100,FEDERAL,NY005000410P,"S.J. Fuel Co., Inc.",2896549,2010-12-01T00:00:00.000,2010-11-22T00:00:00.000,2010-12-23T00:00:00.000,31,495416045231008-OIL,N,5393.22,2372.0
EAST 180TH STREET-MONTEREY AVENUE,BRONX,EAST 180TH STREET-MONTEREY AVENUE,,Not Applicable,,208,323,B020800,FEDERAL,NY005012270P,"S.J. Fuel Co., Inc.",2897182,2010-01-01T00:00:00.000,2009-12-24T00:00:00.000,2010-01-26T00:00:00.000,33,395416137000007-OIL,N,143.53,70.0
EAST 180TH STREET-MONTEREY AVENUE,BRONX,EAST 180TH STREET-MONTEREY AVENUE,,Not Applicable,,208,323,B020800,FEDERAL,NY005012270P,"S.J. Fuel Co., Inc.",2897183,2010-02-01T00:00:00.000,2010-01-26T00:00:00.000,2010-02-25T00:00:00.000,30,395416137000007-OIL,N,289.11,141.0
EAST 180TH STREET-MONTEREY AVENUE,BRONX,EAST 180TH STREET-MONTEREY AVENUE,,Not Applicable,,208,323,B020800,FEDERAL,NY005012270P,"S.J. Fuel Co., Inc.",2897184,2010-03-01T00:00:00.000,2010-02-25T00:00:00.000,2010-03-26T00:00:00.000,29,395416137000007-OIL,N,287.06,140.0
EAST 180TH STREET-MONTEREY AVENUE,BRONX,EAST 180TH STREET-MONTEREY AVENUE,,Not Applicable,,208,323,B020800,FEDERAL,NY005012270P,"S.J. Fuel Co., Inc.",2897185,2010-04-01T00:00:00.000,2010-03-26T00:00:00.000,2010-04-26T00:00:00.000,31,395416137000007-OIL,N,143.53,70.0
EAST 180TH STREET-MONTEREY AVENUE,BRONX,EAST 180TH STREET-MONTEREY AVENUE,,Not Applicable,,208,323,B020800,FEDERAL,NY005012270P,"S.J. Fuel Co., Inc.",2897186,2010-06-01T00:00:00.000,2010-05-24T00:00:00.000,2010-06-23T00:00:00.000,30,395416137000007-OIL,N,143.53,70.0
EAST 180TH STREET-MONTEREY AVENUE,BRONX,EAST 180TH STREET-MONTEREY AVENUE,,Not Applicable,,208,323,B020800,FEDERAL,NY005012270P,"S.J. Fuel Co., Inc.",2897187,2010-09-01T00:00:00.000,2010-08-23T00:00:00.000,2010-09-22T00:00:00.000,30,395416137000007-OIL,N,162.99,70.0
EAST RIVER,MANHATTAN,EAST RIVER,,Not Applicable,,9,207,M000900,FEDERAL,NY005010090P,"S.J. Fuel Co., Inc.",2896577,2010-01-01T00:00:00.000,2009-12-24T00:00:00.000,2010-01-26T00:00:00.000,33,495416036150001-OIL,N,249032.34,117485.0
EAST RIVER,MANHATTAN,EAST RIVER,,Not Applicable,,9,207,M000900,FEDERAL,NY005010090P,"S.J. Fuel Co., Inc.",2896578,2010-02-01T00:00:00.000,2010-01-26T00:00:00.000,2010-02-25T00:00:00.000,30,495416036150001-OIL,N,254212.88,119929.0
EAST RIVER,MANHATTAN,EAST RIVER,,Not Applicable,,9,207,M000900,FEDERAL,NY005010090P,"S.J. Fuel Co., Inc.",2896579,2010-03-01T00:00:00.000,2010-02-25T00:00:00.000,2010-03-26T00:00:00.000,29,495416036150001-OIL,N,156255.42,73716.0
EAST RIVER,MANHATTAN,EAST RIVER,,Not Applicable,,9,207,M000900,FEDERAL,NY005010090P,"S.J. Fuel Co., Inc.",2896580,2010-04-01T00:00:00.000,2010-03-26T00:00:00.000,2010-04-26T00:00:00.000,31,495416036150001-OIL,N,96556.34,45552.0
EAST RIVER,MANHATTAN,EAST RIVER,,Not Applicable,,9,207,M000900,FEDERAL,NY005010090P,"S.J. Fuel Co., Inc.",2896581,2010-06-01T00:00:00.000,2010-05-24T00:00:00.000,2010-06-23T00:00:00.000,30,495416036150001-OIL,N,421.82,199.0
EASTCHESTER GARDENS,BRONX,EASTCHESTER GARDENS,,Not Applicable,,34,313,B003400,FEDERAL,NY005010340P,"S.J. Fuel Co., Inc.",2897063,2010-01-01T00:00:00.000,2009-12-24T00:00:00.000,2010-01-26T00:00:00.000,33,395416160140019-OIL,N,410.09,200.0
EASTCHESTER GARDENS,BRONX,EASTCHESTER GARDENS,,Not Applicable,,34,313,B003400,FEDERAL,NY005010340P,"S.J. Fuel Co., Inc.",2897064,2010-02-01T00:00:00.000,2010-01-26T00:00:00.000,2010-02-25T00:00:00.000,30,395416160140019-OIL,N,5007.21,2442.0
EASTCHESTER GARDENS,BRONX,EASTCHESTER GARDENS,,Not Applicable,,34,313,B003400,FEDERAL,NY005010340P,"S.J. Fuel Co., Inc.",2897065,2010-03-01T00:00:00.000,2010-02-25T00:00:00.000,2010-03-26T00:00:00.000,29,395416160140019-OIL,N,2940.35,1434.0
EASTCHESTER GARDENS,BRONX,EASTCHESTER GARDENS,,Not Applicable,,34,313,B003400,FEDERAL,NY005010340P,"S.J. Fuel Co., Inc.",2897066,2010-04-01T00:00:00.000,2010-03-26T00:00:00.000,2010-04-26T00:00:00.000,31,395416160140019-OIL,N,1781.84,869.0
EASTCHESTER GARDENS,BRONX,EASTCHESTER GARDENS,,Not Applicable,,34,313,B003400,FEDERAL,NY005010340P,"S.J. Fuel Co., Inc.",2897067,2010-05-01T00:00:00.000,2010-04-26T00:00:00.000,2010-05-24T00:00:00.000,28,395416160140019-OIL,N,1353.3,660.0
EASTCHESTER GARDENS,BRONX,EASTCHESTER GARDENS,,Not Applicable,,34,313,B003400,FEDERAL,NY005010340P,"S.J. Fuel Co., Inc.",2897068,2010-06-01T00:00:00.000,2010-05-24T00:00:00.000,2010-06-23T00:00:00.000,30,395416160140019-OIL,N,264.51,129.0
EASTCHESTER GARDENS,BRONX,EASTCHESTER GARDENS,,Not Applicable,,34,313,B003400,FEDERAL,NY005010340P,"S.J. Fuel Co., Inc.",2897069,2010-07-01T00:00:00.000,2010-06-23T00:00:00.000,2010-07-23T00:00:00.000,30,395416160140019-OIL,N,493.64,212.0
EASTCHESTER GARDENS,BRONX,EASTCHESTER GARDENS,,Not Applicable,,34,313,B003400,FEDERAL,NY005010340P,"S.J. Fuel Co., Inc.",2897070,2010-08-01T00:00:00.000,2010-07-23T00:00:00.000,2010-08-23T00:00:00.000,31,395416160140019-OIL,N,8352.33,3587.0
EASTCHESTER GARDENS,BRONX,EASTCHESTER GARDENS,,Not Applicable,,34,313,B003400,FEDERAL,NY005010340P,"S.J. Fuel Co., Inc.",2897071,2010-09-01T00:00:00.000,2010-08-23T00:00:00.000,2010-09-22T00:00:00.000,30,395416160140019-OIL,N,21517.67,9241.0
EASTCHESTER GARDENS,BRONX,EASTCHESTER GARDENS,,Not Applicable,,34,313,B003400,FEDERAL,NY005010340P,"S.J. Fuel Co., Inc.",2897072,2010-10-01T00:00:00.000,2010-09-22T00:00:00.000,2010-10-22T00:00:00.000,30,395416160140019-OIL,N,4708.23,2022.0
EASTCHESTER GARDENS,BRONX,EASTCHESTER GARDENS,,Not Applicable,,34,313,B003400,FEDERAL,NY005010340P,"S.J. Fuel Co., Inc.",2897073,2010-11-01T00:00:00.000,2010-10-22T00:00:00.000,2010-11-22T00:00:00.000,31,395416160140019-OIL,N,1755.69,754.0
EASTCHESTER GARDENS,BRONX,EASTCHESTER GARDENS,,Not Applicable,,34,313,B003400,FEDERAL,NY005010340P,"S.J. Fuel Co., Inc.",2897074,2010-12-01T00:00:00.000,2010-11-22T00:00:00.000,2010-12-23T00:00:00.000,31,395416160140019-OIL,N,1620.64,696.0
EDENWALD,BRONX,EDENWALD,,Not Applicable,,57,214,B005700,FEDERAL,NY005000570P,"S.J. Fuel Co., Inc.",2896979,2010-04-01T00:00:00.000,2010-03-26T00:00:00.000,2010-04-26T00:00:00.000,31,395416185100006-OIL,N,1209.77,590.0
EDENWALD,BRONX,EDENWALD,,Not Applicable,,57,214,B005700,FEDERAL,NY005000570P,"S.J. Fuel Co., Inc.",2896980,2010-06-01T00:00:00.000,2010-05-24T00:00:00.000,2010-06-23T00:00:00.000,30,395416185100006-OIL,N,1045.73,510.0
EDENWALD,BRONX,EDENWALD,,Not Applicable,,57,214,B005700,FEDERAL,NY005000570P,"S.J. Fuel Co., Inc.",2896981,2010-07-01T00:00:00.000,2010-06-23T00:00:00.000,2010-07-23T00:00:00.000,30,395416185100006-OIL,N,2430.95,1044.0
ELLIOTT/CHELSEA ADDITION,MANHATTAN,ELLIOTT/CHELSEA ADDITION,,Not Applicable,,15,0,M001500,,,"S.J. Fuel Co., Inc.",4295387,2010-01-01T00:00:00.000,2009-12-24T00:00:00.000,2010-01-26T00:00:00.000,33,495416070202007-OIL-79.6%,N,12298.57,5802.04
ELLIOTT/CHELSEA ADDITION,MANHATTAN,ELLIOTT/CHELSEA ADDITION,,Not Applicable,,176,0,M017600,,,"S.J. Fuel Co., Inc.",4295387,2010-01-01T00:00:00.000,2009-12-24T00:00:00.000,2010-01-26T00:00:00.000,33,495416070202007-OIL-20.4%,N,3151.89,1486.96
ELLIOTT/CHELSEA ADDITION,MANHATTAN,ELLIOTT/CHELSEA ADDITION,,Not Applicable,,15,0,M001500,,,"S.J. Fuel Co., Inc.",4295394,2010-11-01T00:00:00.000,2010-10-22T00:00:00.000,2010-11-22T00:00:00.000,31,495416070202007-OIL-79.6%,N,399.98,175.92
ELLIOTT/CHELSEA ADDITION,MANHATTAN,ELLIOTT/CHELSEA ADDITION,,Not Applicable,,176,0,M017600,,,"S.J. Fuel Co., Inc.",4295394,2010-11-01T00:00:00.000,2010-10-22T00:00:00.000,2010-11-22T00:00:00.000,31,495416070202007-OIL-20.4%,N,102.51,45.08
ELLIOTT/CHELSEA ADDITION,MANHATTAN,ELLIOTT/CHELSEA ADDITION,,Not Applicable,,15,0,M001500,,,"S.J. Fuel Co., Inc.",4295398,2010-12-01T00:00:00.000,2010-11-22T00:00:00.000,2010-12-23T00:00:00.000,31,495416070202007-OIL-79.6%,N,71525.87,31457.92
ELLIOTT/CHELSEA ADDITION,MANHATTAN,ELLIOTT/CHELSEA ADDITION,,Not Applicable,,176,0,M017600,,,"S.J. Fuel Co., Inc.",4295398,2010-12-01T00:00:00.000,2010-11-22T00:00:00.000,2010-12-23T00:00:00.000,31,495416070202007-OIL-20.4%,N,18330.75,8062.08
FARRAGUT,BROOKLYN,FARRAGUT,,Not Applicable,,29,532,K002900,FEDERAL,NY005000290P,"S.J. Fuel Co., Inc.",2898142,2010-07-01T00:00:00.000,2010-06-30T00:00:00.000,2010-07-27T00:00:00.000,27,0118910000-OIL,N,208.45,87.0
FOREST,BRONX,FOREST,,Not Applicable,,59,535,B005900,FEDERAL,NY005000590P,"S.J. Fuel Co., Inc.",2897172,2010-01-01T00:00:00.000,2009-12-24T00:00:00.000,2010-01-26T00:00:00.000,33,395416139500004-OIL,N,656.14,320.0
FOREST,BRONX,FOREST,,Not Applicable,,59,535,B005900,FEDERAL,NY005000590P,"S.J. Fuel Co., Inc.",2897173,2010-02-01T00:00:00.000,2010-01-26T00:00:00.000,2010-02-25T00:00:00.000,30,395416139500004-OIL,N,732.01,357.0
FOREST,BRONX,FOREST,,Not Applicable,,59,535,B005900,FEDERAL,NY005000590P,"S.J. Fuel Co., Inc.",2897174,2010-03-01T00:00:00.000,2010-02-25T00:00:00.000,2010-03-26T00:00:00.000,29,395416139500004-OIL,N,367.03,179.0
FOREST,BRONX,FOREST,,Not Applicable,,59,535,B005900,FEDERAL,NY005000590P,"S.J. Fuel Co., Inc.",2897175,2010-04-01T00:00:00.000,2010-03-26T00:00:00.000,2010-04-26T00:00:00.000,31,395416139500004-OIL,N,219.4,107.0
FORT WASHINGTON AVENUE REHAB,MANHATTAN,FORT WASHINGTON AVENUE REHAB,,Not Applicable,,309,341,M030900,FEDERAL,NY005013090P,"S.J. Fuel Co., Inc.",2896438,2010-01-01T00:00:00.000,2009-12-24T00:00:00.000,2010-01-26T00:00:00.000,33,495416081032005-OIL,N,45405.98,21421.0
FORT WASHINGTON AVENUE REHAB,MANHATTAN,FORT WASHINGTON AVENUE REHAB,,Not Applicable,,309,341,M030900,FEDERAL,NY005013090P,"S.J. Fuel Co., Inc.",2896439,2010-02-01T00:00:00.000,2010-01-26T00:00:00.000,2010-02-25T00:00:00.000,30,495416081032005-OIL,N,39288.54,18535.0
FORT WASHINGTON AVENUE REHAB,MANHATTAN,FORT WASHINGTON AVENUE REHAB,,Not Applicable,,309,341,M030900,FEDERAL,NY005013090P,"S.J. Fuel Co., Inc.",2896440,2010-03-01T00:00:00.000,2010-02-25T00:00:00.000,2010-03-26T00:00:00.000,29,495416081032005-OIL,N,39239.79,18512.0
FORT WASHINGTON AVENUE REHAB,MANHATTAN,FORT WASHINGTON AVENUE REHAB,,Not Applicable,,309,341,M030900,FEDERAL,NY005013090P,"S.J. Fuel Co., Inc.",2896441,2010-04-01T00:00:00.000,2010-03-26T00:00:00.000,2010-04-26T00:00:00.000,31,495416081032005-OIL,N,16686.24,7872.0
