development_name,borough,account_name,location,meter_amr,meter_scope,tds,edp,rc_code,funding_source,amp,vendor_name,umis_bill_id,revenue_month,service_start_date,service_end_date,days,meter_number,estimated,current_charges,rate_class,bill_analyzed,consumption_kwh,kwh_charges,consumption_kw,kw_charges,other_charges
HAMMEL,QUEENS,HAMMEL,BLD 08,NONE,Community Center,75,226,Q207500,FEDERAL,NY005010750P,PSEG Long Island,8179432,2019-09,2019-08-27T00:00:00.000,2019-09-25T00:00:00.000,29,99268475,N,4371.11,281-Sec Com Large Gen Use,Yes,22920,2241.02,78.0,1212.43,917.66
BEACH 41ST STREET-BEACH CHANNEL DRIVE,QUEENS,BEACH 41ST STREET-BEACH CHANNEL DRIVE,BLD 02,NONE,BLD 02,165,282,Q016500,FEDERAL,NY005001650P,PSEG Long Island,8179574,2019-09,2019-08-26T00:00:00.000,2019-09-25T00:00:00.000,30,80340656,N,12420.04,285-Prim Com Large Mult Per,Exception,64160,6279.87,247.2,3685.47,2454.7
BEACH 41ST STREET-BEACH CHANNEL DRIVE,QUEENS,BEACH 41ST STREET-BEACH CHANNEL DRIVE,BLD 01,NONE,BLD 01,165,282,Q016500,FEDERAL,NY005001650P,PSEG Long Island,8179520,2019-09,2019-08-26T00:00:00.000,2019-09-25T00:00:00.000,30,80340657,N,25276.23,285-Prim Com Large Mult Per,Exception,133760,13092.2,500.2,7503.12,4680.91
OCEAN BAY APARTMENTS (OCEANSIDE),QUEENS,OCEAN BAY APARTMENTS (OCEANSIDE),BLD 04,NONE,BLD 04,51,573,Q005100,FEDERAL,NY005010980P,PSEG Long Island,8179641,2019-09,2019-08-26T00:00:00.000,2019-09-25T00:00:00.000,30,96750210,N,5677.8,281-Sec Com Large Gen Use,Exception,33440,3273.05,69.5,1117.56,1287.19
BEACH 41ST STREET-BEACH CHANNEL DRIVE,QUEENS,BEACH 41ST STREET-BEACH CHANNEL DRIVE,BLD 03,NONE,BLD 03,165,282,Q016500,FEDERAL,NY005001650P,PSEG Long Island,8179586,2019-09,2019-08-26T00:00:00.000,2019-09-25T00:00:00.000,30,80340658,N,30443.8,285-Prim Com Large Mult Per,Exception,161120,15770.15,595.6,9065.41,5608.24
BEACH 41ST STREET-BEACH CHANNEL DRIVE,QUEENS,BEACH 41ST STREET-BEACH CHANNEL DRIVE,BLD 04,NONE,BLD 04,165,282,Q016500,FEDERAL,NY005001650P,PSEG Long Island,8179602,2019-09,2019-08-26T00:00:00.000,2019-09-25T00:00:00.000,30,80340655,N,12407.16,285-Prim Com Large Mult Per,Exception,63680,6232.89,252.5,3746.66,2427.61
OCEAN BAY APARTMENTS (OCEANSIDE),QUEENS,OCEAN BAY APARTMENTS (OCEANSIDE),BLD 03,NONE,BLD 03,51,573,Q005100,FEDERAL,NY005010980P,PSEG Long Island,8179637,2019-09,2019-08-26T00:00:00.000,2019-09-25T00:00:00.000,30,96747214,N,6079.91,281-Sec Com Large Gen Use,Exception,35520,3476.64,77.0,1238.16,1365.11
OCEAN BAY APARTMENTS (OCEANSIDE),QUEENS,OCEAN BAY APARTMENTS (OCEANSIDE),BLD 02 - Community Center,NONE,Community Center,51,573,Q205100,FEDERAL,NY005010980P,PSEG Long Island,8179493,2019-09,2019-08-26T00:00:00.000,2019-09-25T00:00:00.000,30,80361609,N,1999.63,281-Sec Com Large Gen Use,Yes,8320,814.35,49.5,795.96,389.32
OCEAN BAY APARTMENTS (OCEANSIDE),QUEENS,OCEAN BAY APARTMENTS (OCEANSIDE),BLD 06,NONE,BLD 06,51,573,Q005100,FEDERAL,NY005010980P,PSEG Long Island,8179652,2019-09,2019-08-26T00:00:00.000,2019-09-25T00:00:00.000,30,96747485,N,6097.16,281-Sec Com Large Gen Use,Exception,34960,3421.83,82.5,1326.6,1348.73
OCEAN BAY APARTMENTS (OCEANSIDE),QUEENS,OCEAN BAY APARTMENTS (OCEANSIDE),BLD 02,NONE,BLD 02,51,573,Q005100,FEDERAL,NY005010980P,PSEG Long Island,8179629,2019-09,2019-08-26T00:00:00.000,2019-09-25T00:00:00.000,30,80330205,N,5941.46,281-Sec Com Large Gen Use,Exception,34480,3374.84,77.0,1238.16,1328.46
OCEAN BAY APARTMENTS (OCEANSIDE),QUEENS,OCEAN BAY APARTMENTS (OCEANSIDE),BLD 07,NONE,BLD 07,51,573,Q005100,FEDERAL,NY005010980P,PSEG Long Island,8179659,2019-09,2019-08-26T00:00:00.000,2019-09-25T00:00:00.000,30,96750012,N,5220.7,281-Sec Com Large Gen Use,Exception,30320,2967.67,67.0,1077.36,1175.67
REDFERN,QUEENS,REDFERN,BLD 02,NONE,BLD 1 - 9,55,525,Q005500,FEDERAL,NY005000550P,PSEG Long Island,8179507,2019-09,2019-08-27T00:00:00.000,2019-09-25T00:00:00.000,29,301197,N,80242.7,285-Prim Com Large Mult Per,Yes,451000,44096.93,1478.0,21283.7,14862.07
OCEAN BAY APARTMENTS (OCEANSIDE),QUEENS,OCEAN BAY APARTMENTS (OCEANSIDE),BLD 01,NONE,BLD 01,51,573,Q005100,FEDERAL,NY005010980P,PSEG Long Island,8179618,2019-09,2019-08-26T00:00:00.000,2019-09-25T00:00:00.000,30,96749508,N,6006.79,281-Sec Com Large Gen Use,Exception,34720,3398.33,79.0,1270.32,1338.14
FHA REPOSSESSED HOUSES (GROUP IX),FHA,FHA REPOSSESSED HOUSES (GROUP IX),349 BERRIMAN STREET,NONE,,283,376,Q028300,FEDERAL,NY005012090P,NEW YORK POWER AUTHORITY,8147960,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,4951709,Y,16.72,GOV/NYC/062,Yes,63,3.19,0.0,0.0,13.53
FARRAGUT,BROOKLYN,FARRAGUT,BLD 07,INTERVAL,,29,532,K002900,FEDERAL,NY005000290P,NEW YORK POWER AUTHORITY,8147669,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1232123,N,1910.13,GOV/NYC/068,Yes,0,0.0,193.8,1910.13,0.0
FHA REPOSSESSED HOUSES (GROUP IX),FHA,FHA REPOSSESSED HOUSES (GROUP IX),341 BERRIMAN STREET,NONE,,283,376,Q028300,FEDERAL,NY005012090P,NEW YORK POWER AUTHORITY,8147961,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,4652320,Y,12.42,GOV/NYC/062,Yes,47,2.38,0.0,0.0,10.04
EDENWALD,BRONX,EDENWALD,BLD 38,INTERVAL,,57,214,B005700,FEDERAL,NY005000570P,NEW YORK POWER AUTHORITY,8147209,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1929603,N,832.21,GOV/NYC/068,Yes,0,0.0,82.22,832.21,0.0
EAST NEW YORK CITY LINE,BROOKLYN,EAST NEW YORK CITY LINE,BLD 04,NONE,,263,378,K026300,FEDERAL,NY005010700P,NEW YORK POWER AUTHORITY,8147787,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7260357,N,575.64,GOV/NYC/069,Yes,4260,177.98,10.44,81.54,316.12
EDENWALD,BRONX,EDENWALD,BLD 25,INTERVAL,,57,214,B005700,FEDERAL,NY005000570P,NEW YORK POWER AUTHORITY,8147209,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1929607,N,406.89,GOV/NYC/068,Yes,0,0.0,40.2,406.89,0.0
FHA REPOSSESSED HOUSES (GROUP IX),FHA,FHA REPOSSESSED HOUSES (GROUP IX),353 BERRIMAN ST,NONE,,283,376,Q028300,FEDERAL,NY005012090P,NEW YORK POWER AUTHORITY,8147962,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,4918580,Y,38.71,GOV/NYC/062,Yes,146,7.38,0.0,0.0,31.33
DOUGLASS I,MANHATTAN,DOUGLASS I/DOUGLASS II,DOUGLASS I BLD 12,AMR,,82,569,M008200,FEDERAL,NY005010820P,NEW YORK POWER AUTHORITY,8147378,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8322194,Y,6111.9,GOV/NYC/068,Yes,128800,5347.79,0.0,0.0,764.11
CYPRESS HILLS,BROOKLYN,CYPRESS HILLS,BLD 01,INTERVAL,,70,536,K007000,FEDERAL,NY005010700P,NEW YORK POWER AUTHORITY,8147701,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1095177,N,1697.83,GOV/NYC/068,Yes,0,0.0,162.53,1697.83,0.0
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 05,NONE,,304,552,B030400,FEDERAL,NY005015300P,NEW YORK POWER AUTHORITY,8147075,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,6245330,N,554.17,GOV/NYC/062,Yes,2070,104.68,0.0,0.0,449.49
EAST NEW YORK CITY LINE,BROOKLYN,EAST NEW YORK CITY LINE,BLD 07,NONE,,263,378,K026300,FEDERAL,NY005010700P,NEW YORK POWER AUTHORITY,8147786,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,5705021,N,1714.22,GOV/NYC/069,Yes,13440,561.52,30.0,234.3,918.4
EASTCHESTER GARDENS,BRONX,EASTCHESTER GARDENS,BLD 04,AMR,,34,313,B003400,FEDERAL,NY005010340P,NEW YORK POWER AUTHORITY,8147182,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7929825,N,14157.69,GOV/NYC/068,Yes,98200,4055.22,0.0,0.0,10102.47
EDENWALD,BRONX,EDENWALD,BLD 12,INTERVAL,,57,214,B005700,FEDERAL,NY005000570P,NEW YORK POWER AUTHORITY,8147209,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1929592,N,461.55,GOV/NYC/068,Yes,0,0.0,45.6,461.55,0.0
ELLIOTT,MANHATTAN,ELLIOTT,BLD 02,INTERVAL,,15,367,M001500,FEDERAL,NY005011340P,NEW YORK POWER AUTHORITY,8147569,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1890017,N,3967.92,GOV/NYC/068,Yes,0,0.0,209.76,1963.35,2004.57
FARRAGUT,BROOKLYN,FARRAGUT,BLD 01,INTERVAL,,29,532,K002900,FEDERAL,NY005000290P,NEW YORK POWER AUTHORITY,8147669,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1232121,N,1904.22,GOV/NYC/068,Yes,0,0.0,193.2,1904.22,0.0
FHA REPOSSESSED HOUSES (GROUP III),FHA,FHA REPOSSESSED HOUSES (GROUP III),100-38 FRANCIS LEWIS BOULEVARD,NONE,,213,340,Q021300,FEDERAL,NY005012090P,NEW YORK POWER AUTHORITY,8147034,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7232244,N,1.44,GOV/NYC/062,Yes,5,0.25,0.0,0.0,1.19
FHA REPOSSESSED HOUSES (GROUP IX),FHA,FHA REPOSSESSED HOUSES (GROUP IX),359 BERRIMAN STREET,NONE,,283,376,Q028300,FEDERAL,NY005012090P,NEW YORK POWER AUTHORITY,8147959,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,4951711,Y,18.58,GOV/NYC/062,Yes,70,3.54,0.0,0.0,15.04
DOUGLASS I,MANHATTAN,DOUGLASS I/DOUGLASS II,DOUGLASS I BLD 16,AMR,,82,569,M008200,FEDERAL,NY005010820P,NEW YORK POWER AUTHORITY,8147378,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8322353,Y,1040.16,GOV/NYC/068,Yes,21920,910.12,0.0,0.0,130.04
CONEY ISLAND I (SITE 8),BROOKLYN,CONEY ISLAND I (SITE 8),BLD 01,NONE,,238,334,K023800,FEDERAL,NY005011720P,NEW YORK POWER AUTHORITY,8147686,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7404459,Y,14677.96,GOV/NYC/068,Yes,125200,5183.28,236.0,2208.96,7285.72
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 09,NONE,,335,751,B033500,FEDERAL,NY005013080P,NEW YORK POWER AUTHORITY,8147160,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,6671626,Y,475.28,GOV/NYC/062,Yes,1782,90.12,0.0,0.0,385.16
CONLON LIHFE TOWER,QUEENS,CONLON LIHFE TOWER,BLD 01,NONE,,232,347,Q023200,FEDERAL,NY005010910P,NEW YORK POWER AUTHORITY,8147012,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,5706459,Y,13043.39,GOV/NYC/068,Yes,109200,4520.88,216.0,2021.76,6500.75
DOUGLASS I,MANHATTAN,DOUGLASS I/DOUGLASS II,DOUGLASS I BLD 17,AMR,,82,569,M008200,FEDERAL,NY005010820P,NEW YORK POWER AUTHORITY,8147378,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8322358,Y,721.28,GOV/NYC/068,Yes,15200,631.11,0.0,0.0,90.17
CARVER,MANHATTAN,CARVER,CARVER BLD 11,AMR,,58,534,M005800,FEDERAL,NY005000580P,NEW YORK POWER AUTHORITY,8147418,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8094996,N,3370.83,GOV/NYC/068,Yes,33440,0.0,0.0,0.0,3370.83
CAMPOS PLAZA II,MANHATTAN,CAMPOS PLAZA II,BLD 03,NONE,,286,593,M028600,FEDERAL,NY005012570P,NEW YORK POWER AUTHORITY,8147485,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7125119,Y,2506.93,GOV/NYC/069,Yes,21280,889.08,41.6,324.9,1292.95
CARVER,MANHATTAN,CARVER,CARVER BLD 13,AMR,,58,534,M005800,FEDERAL,NY005000580P,NEW YORK POWER AUTHORITY,8147418,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8266701,N,9894.75,GOV/NYC/068,Yes,98160,0.0,0.0,0.0,9894.75
CASTLE HILL,BRONX,CASTLE HILL,BLD 12,AMR,,80,431,B008000,MIXED FINANCE/LLC1,NY005020800P,NEW YORK POWER AUTHORITY,8147122,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8350180,N,13513.38,GOV/NYC/068,Yes,109600,4537.44,224.0,2096.64,6879.3
CLAREMONT REHAB (GROUP 3),BRONX,CLAREMONT REHAB (GROUP 3),BLD 04,NONE,,308,750,B030800,FEDERAL,NY005013080P,NEW YORK POWER AUTHORITY,8147178,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7835151,Y,694.23,GOV/NYC/069,Yes,5840,244.0,11.6,90.6,359.63
CONEY ISLAND,BROOKLYN,CONEY ISLAND,BLD 03,INTERVAL,,94,671,K009400,FEDERAL,NY005011700P,NEW YORK POWER AUTHORITY,8147688,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1107052,N,3050.07,GOV/NYC/068,Yes,0,0.0,180.0,1684.8,1365.27
CONEY ISLAND I (SITES 4 & 5),BROOKLYN,CONEY ISLAND I (SITE 4 & 5),BLD 01,INTERVAL,BLD 01,216,328,K021600,FEDERAL,NY005011700P,NEW YORK POWER AUTHORITY,8147685,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1040682,N,7475.89,GOV/NYC/068,Yes,0,0.0,401.28,3755.98,3719.91
COOPER PARK,BROOKLYN,COOPER PARK,BLD 05,AMR,,69,223,K006900,FEDERAL,NY005000690P,NEW YORK POWER AUTHORITY,8147677,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7833952,Y,2983.12,GOV/NYC/068,Yes,36320,1503.65,0.0,0.0,1479.47
CYPRESS HILLS,BROOKLYN,CYPRESS HILLS,BLD 04,INTERVAL,,70,536,K007000,FEDERAL,NY005010700P,NEW YORK POWER AUTHORITY,8147701,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1095176,N,1237.46,GOV/NYC/068,Yes,0,0.0,118.46,1237.46,0.0
CYPRESS HILLS,BROOKLYN,CYPRESS HILLS,BLD 06,AMR,,70,536,K007000,FEDERAL,NY005010700P,NEW YORK POWER AUTHORITY,8147701,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8095185,N,8864.48,GOV/NYC/068,Yes,63680,2628.85,0.0,0.0,6235.63
DOUGLASS I,MANHATTAN,DOUGLASS I/DOUGLASS II,DOUGLASS I BLD 11,INTERVAL,,82,569,M008200,FEDERAL,NY005010820P,NEW YORK POWER AUTHORITY,8147378,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1661724,N,3310.44,GOV/NYC/068,Yes,0,0.0,331.2,3310.44,0.0
DREW-HAMILTON,MANHATTAN,DREW-HAMILTON,BLD 05 - Community Center,NONE,Community Center,111,434,M211100,MIXED FINANCE/LLC1,NY005021110P,NEW YORK POWER AUTHORITY,8147470,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,6728438,N,1702.94,GOV/NYC/069,Yes,12160,508.04,31.2,243.67,951.23
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 04,NONE,,304,552,B030400,FEDERAL,NY005015300P,NEW YORK POWER AUTHORITY,8147074,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7382285,N,341.67,GOV/NYC/069,Yes,3096,129.35,5.4,42.17,170.15
EAST 165TH STREET-BRYANT AVENUE,BRONX,EAST 165TH STREET-BRYANT AVENUE,BLD 02,NONE,,304,552,B030400,FEDERAL,NY005015300P,NEW YORK POWER AUTHORITY,8147303,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7116709,N,328.81,GOV/NYC/069,Yes,3060,127.85,5.04,39.36,161.6
EAST NEW YORK CITY LINE,BROOKLYN,EAST NEW YORK CITY LINE,BLD 05,NONE,,263,378,K026300,FEDERAL,NY005010700P,NEW YORK POWER AUTHORITY,8147785,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7572901,N,697.0,GOV/NYC/069,Yes,3408,142.39,14.28,111.53,443.08
EAST RIVER,MANHATTAN,EAST RIVER,BLD 09,AMR,,9,207,M000900,FEDERAL,NY005010090P,NEW YORK POWER AUTHORITY,8147497,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8362678,N,8783.67,GOV/NYC/068,Yes,57360,2381.11,0.0,0.0,6402.56
EASTCHESTER GARDENS,BRONX,EASTCHESTER GARDENS,BLD 05,AMR,,34,313,B003400,FEDERAL,NY005010340P,NEW YORK POWER AUTHORITY,8147182,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7860107,N,6343.56,GOV/NYC/068,Yes,44000,1817.0,0.0,0.0,4526.56
LINDEN,BROOKLYN,BOULEVARD/LINDEN,LINDEN BLD 19,AMR,,95,672,K009500,MIXED FINANCE/LLC2,NY005020950P,NEW YORK POWER AUTHORITY,8147654,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8232136,Y,4733.13,GOV/NYC/068,Yes,58400,2417.76,0.0,0.0,2315.37
EDENWALD,BRONX,EDENWALD,BLD 19,INTERVAL,,57,214,B005700,FEDERAL,NY005000570P,NEW YORK POWER AUTHORITY,8147209,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1929582,N,448.7,GOV/NYC/068,Yes,0,0.0,44.33,448.7,0.0
EDENWALD,BRONX,EDENWALD,BLD 40,AMR,,57,214,B005700,FEDERAL,NY005000570P,NEW YORK POWER AUTHORITY,8147209,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7929610,N,3236.45,GOV/NYC/068,Yes,22160,914.82,0.0,0.0,2321.63
ELLIOTT,MANHATTAN,ELLIOTT,BLD 01,INTERVAL,,15,367,M001500,FEDERAL,NY005011340P,NEW YORK POWER AUTHORITY,8147569,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1890006,N,4862.29,GOV/NYC/068,Yes,0,0.0,257.04,2405.9,2456.39
FARRAGUT,BROOKLYN,FARRAGUT,BLD 03,INTERVAL,,29,532,K002900,FEDERAL,NY005000290P,NEW YORK POWER AUTHORITY,8147669,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1232100,N,1834.43,GOV/NYC/068,Yes,0,0.0,186.12,1834.43,0.0
FARRAGUT,BROOKLYN,FARRAGUT,BLD 08,INTERVAL,,29,532,K002900,FEDERAL,NY005000290P,NEW YORK POWER AUTHORITY,8147669,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1232114,N,1518.64,GOV/NYC/068,Yes,0,0.0,154.08,1518.64,0.0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 05,NONE,,205,322,K020500,FEDERAL,NY005011670P,NEW YORK POWER AUTHORITY,8147833,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8514570,Y,34.61,GOV/NYC/062,Yes,128,6.47,0.0,0.0,28.14
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 01,AMR,,205,322,K020500,FEDERAL,NY005011670P,NEW YORK POWER AUTHORITY,8147846,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7885252,Y,420.19,GOV/NYC/062,Yes,1584,80.1,0.0,0.0,340.09
FHA REPOSSESSED HOUSES (GROUP IX),FHA,FHA REPOSSESSED HOUSES (GROUP IX),143 GATES AVENUE,NONE,,283,376,Q028300,FEDERAL,NY005012090P,NEW YORK POWER AUTHORITY,8147957,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,4552563,Y,78.62,GOV/NYC/062,Yes,296,14.97,0.0,0.0,63.65
BROWNSVILLE,BROOKLYN,BROWNSVILLE/VAN DYKE I,BROWNSVILLE BLD 11,INTERVAL,,16,512,K001600,FEDERAL,NY005000160P,NEW YORK POWER AUTHORITY,8147602,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1095208,N,712.15,GOV/NYC/068,Yes,0,0.0,72.72,712.15,0.0
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 49,NONE,,303,566,K030300,FEDERAL,NY005012470P,NEW YORK POWER AUTHORITY,8147922,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7390981,Y,317.87,GOV/NYC/062,Yes,1188,60.08,0.0,0.0,257.79
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 36,NONE,,303,566,K030300,FEDERAL,NY005012470P,NEW YORK POWER AUTHORITY,8147918,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7442599,Y,227.23,GOV/NYC/062,Yes,864,43.69,0.0,0.0,183.54
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 48,NONE,,303,566,K030300,FEDERAL,NY005012470P,NEW YORK POWER AUTHORITY,8147923,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,5775022,Y,402.41,GOV/NYC/062,Yes,1512,76.46,0.0,0.0,325.95
CARVER,MANHATTAN,CARVER,CARVER BLD 12,AMR,,58,534,M005800,FEDERAL,NY005000580P,NEW YORK POWER AUTHORITY,8147418,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8266723,N,9273.8,GOV/NYC/068,Yes,92000,0.0,0.0,0.0,9273.8
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 51 - Community Center,NONE,Community Center,303,566,K230300,FEDERAL,NY005012470P,NEW YORK POWER AUTHORITY,8147871,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,6484303,N,2550.28,GOV/NYC/069,Yes,21040,879.05,48.0,374.88,1296.35
BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),BLD 23,AMR,BLD 23,302,565,K030200,FEDERAL,NY005012470P,NEW YORK POWER AUTHORITY,8147907,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7972648,N,364.09,GOV/NYC/062,Yes,1368,69.18,0.0,0.0,294.91
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 38,NONE,,303,566,K030300,FEDERAL,NY005012470P,NEW YORK POWER AUTHORITY,8147873,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8444333,N,231.98,GOV/NYC/062,Yes,864,43.69,0.0,0.0,188.29
BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),BLD 22,AMR,BLD 22,302,565,K030200,FEDERAL,NY005012470P,NEW YORK POWER AUTHORITY,8147900,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8071840,N,313.07,GOV/NYC/062,Yes,1170,59.17,0.0,0.0,253.9
BREUKELEN,BROOKLYN,BREUKELEN,BLD 15,INTERVAL,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1572073,N,642.3,GOV/NYC/068,Yes,0,0.0,62.11,642.3,0.0
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 37,AMR,,303,566,K030300,FEDERAL,NY005012470P,NEW YORK POWER AUTHORITY,8147917,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8071839,N,200.62,GOV/NYC/062,Yes,756,38.23,0.0,0.0,162.39
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 34,NONE,,303,566,K030300,FEDERAL,NY005012470P,NEW YORK POWER AUTHORITY,8147920,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,9293444,Y,306.29,GOV/NYC/062,Yes,1152,58.26,2.16,0.0,248.03
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 42,NONE,,303,566,K030300,FEDERAL,NY005012470P,NEW YORK POWER AUTHORITY,8147921,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7390980,Y,179.47,GOV/NYC/062,Yes,666,33.68,0.0,0.0,145.79
BUSHWICK II CDA (GROUP E),BROOKLYN,BUSHWICK II CDA (GROUP E),BLD 04,NONE,,324,758,K032400,FEDERAL,NY005012470P,NEW YORK POWER AUTHORITY,8147901,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7706972,Y,473.27,GOV/NYC/069,Yes,4500,188.01,7.38,57.64,227.62
CAMPOS PLAZA I,MANHATTAN,CAMPOS PLAZA I,BLD 02,NONE,,257,544,M025700,SECTION 8,NY005012570P,NEW YORK POWER AUTHORITY,8147588,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,6725733,N,2499.55,GOV/NYC/069,Yes,24000,1002.72,38.0,296.78,1200.05
CARVER,MANHATTAN,CARVER,CARVER BLD 07,INTERVAL,,58,534,M005800,FEDERAL,NY005000580P,NEW YORK POWER AUTHORITY,8147418,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1094993,N,1673.57,GOV/NYC/068,Yes,0,0.0,178.8,1673.57,0.0
CARVER,MANHATTAN,CARVER,CARVER BLD 07,AMR,,58,534,M005800,FEDERAL,NY005000580P,NEW YORK POWER AUTHORITY,8147418,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8094993,N,9636.69,GOV/NYC/068,Yes,95600,0.0,0.0,0.0,9636.69
