cmplnt_num,addr_pct_cd,boro_nm,cmplnt_fr_dt,cmplnt_fr_tm,crm_atpt_cptd_cd,jurisdiction_code,juris_desc,ky_cd,law_cat_cd,ofns_desc,patrol_boro,pd_cd,pd_desc,prem_typ_desc,rpt_dt,susp_age_group,susp_race,susp_sex,vic_age_group,vic_race,vic_sex,x_coord_cd,y_coord_cd,latitude,longitude,lat_lon,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,cmplnt_to_dt,cmplnt_to_tm,loc_of_occur_desc,parks_nm,station_name,transit_district,housing_psa,hadevelopt
314773184,48,BRONX,2019-12-31T00:00:00.000,18:00:00,COMPLETED,0.0,N.Y. POLICE DEPT,105,FELONY,ROBBERY,PATROL BORO BRONX,386.0,"ROBBERY,PERSONAL ELECTRONIC DEVICE",STREET,2019-12-31T00:00:00.000,UNKNOWN,UNKNOWN,U,45-64,WHITE HISPANIC,F,1016990,244612,40.838026269000075,-73.88168118799997,"{'latitude': '40.838026269000075', 'longitude': '-73.88168118799997'}",11269.0,35.0,5.0,43.0,31.0,,,,,,,,
289837961,25,MANHATTAN,2019-12-30T00:00:00.000,20:30:00,COMPLETED,0.0,N.Y. POLICE DEPT,341,MISDEMEANOR,PETIT LARCENY,PATROL BORO MAN NORTH,338.0,"LARCENY,PETIT FROM BUILDING,UN",RESIDENCE - APT. HOUSE,2019-12-31T00:00:00.000,,,,25-44,WHITE HISPANIC,F,999296,230862,40.800334261000046,-73.94565697199994,"{'latitude': '40.800334261000046', 'longitude': '-73.94565697199994'}",13093.0,7.0,4.0,36.0,16.0,2019-12-31T00:00:00.000,10:00:00,INSIDE,,,,,
535744284,77,BROOKLYN,2019-12-24T00:00:00.000,16:55:00,COMPLETED,0.0,N.Y. POLICE DEPT,106,FELONY,FELONY ASSAULT,PATROL BORO BKLYN NORTH,109.0,"ASSAULT 2,1,UNCLASSIFIED",STREET,2019-12-31T00:00:00.000,UNKNOWN,BLACK,M,18-24,WHITE,M,1001068,183317,40.66983179600004,-73.93937555099996,"{'latitude': '40.66983179600004', 'longitude': '-73.93937555099996'}",17615.0,16.0,2.0,48.0,49.0,2019-12-24T00:00:00.000,17:00:00,,,,,,
895678119,52,BRONX,2019-12-30T00:00:00.000,19:32:00,COMPLETED,0.0,N.Y. POLICE DEPT,341,MISDEMEANOR,PETIT LARCENY,PATROL BORO BRONX,333.0,"LARCENY,PETIT FROM STORE-SHOPL",CHAIN STORE,2019-12-30T00:00:00.000,25-44,WHITE,F,UNKNOWN,UNKNOWN,D,1009690,257590,40.87367103500002,-73.90801364899994,"{'latitude': '40.87367103500002', 'longitude': '-73.90801364899994'}",11272.0,48.0,4.0,39.0,33.0,,,INSIDE,,,,,
299841674,18,MANHATTAN,2019-12-30T00:00:00.000,15:30:00,COMPLETED,0.0,N.Y. POLICE DEPT,341,MISDEMEANOR,PETIT LARCENY,PATROL BORO MAN SOUTH,301.0,"LARCENY,PETIT BY ACQUIRING LOS",STREET,2019-12-30T00:00:00.000,,,,25-44,WHITE HISPANIC,M,985766,216503,40.76093528000007,-73.99452906599998,"{'latitude': '40.76093528000007', 'longitude': '-73.99452906599998'}",13094.0,12.0,4.0,10.0,10.0,2019-12-30T00:00:00.000,16:50:00,,,,,,
136697381,94,BROOKLYN,2019-12-28T00:00:00.000,13:00:00,COMPLETED,0.0,N.Y. POLICE DEPT,341,MISDEMEANOR,PETIT LARCENY,PATROL BORO BKLYN NORTH,349.0,"LARCENY,PETIT OF LICENSE PLATE",STREET,2019-12-30T00:00:00.000,,,,UNKNOWN,UNKNOWN,D,997964,205703,40.73128148300003,-73.95051933399996,"{'latitude': '40.73128148300003', 'longitude': '-73.95051933399996'}",18182.0,36.0,2.0,38.0,57.0,2019-12-29T00:00:00.000,08:30:00,INSIDE,,,,,
628084657,69,BROOKLYN,2019-12-22T00:00:00.000,16:30:00,COMPLETED,0.0,N.Y. POLICE DEPT,344,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,PATROL BORO BKLYN SOUTH,101.0,ASSAULT 3,STREET,2019-12-30T00:00:00.000,25-44,BLACK,M,25-44,BLACK,M,1010537,168507,40.629158526000026,-73.90529923099997,"{'latitude': '40.629158526000026', 'longitude': '-73.90529923099997'}",13827.0,5.0,2.0,8.0,42.0,,,FRONT OF,,,,,
487138011,43,BRONX,2019-12-29T00:00:00.000,17:20:00,COMPLETED,0.0,N.Y. POLICE DEPT,105,FELONY,ROBBERY,PATROL BORO BRONX,386.0,"ROBBERY,PERSONAL ELECTRONIC DEVICE",STREET,2019-12-29T00:00:00.000,UNKNOWN,WHITE HISPANIC,M,25-44,BLACK,M,1018876,241924,40.83064129700006,-73.87487918899996,"{'latitude': '40.83064129700006', 'longitude': '-73.87487918899996'}",11610.0,58.0,5.0,31.0,26.0,,,FRONT OF,,,,,
227601821,18,MANHATTAN,2019-12-29T00:00:00.000,12:30:00,COMPLETED,0.0,N.Y. POLICE DEPT,233,MISDEMEANOR,SEX CRIMES,PATROL BORO MAN SOUTH,175.0,"SEXUAL ABUSE 3,2",STREET,2019-12-29T00:00:00.000,UNKNOWN,WHITE,M,25-44,WHITE,F,988353,217918,40.764818269000045,-73.98518977299993,"{'latitude': '40.764818269000045', 'longitude': '-73.98518977299993'}",12081.0,12.0,4.0,10.0,10.0,2019-12-29T00:00:00.000,13:30:00,,,,,,
536304115,13,MANHATTAN,2019-12-28T00:00:00.000,15:05:00,COMPLETED,0.0,N.Y. POLICE DEPT,578,VIOLATION,HARRASSMENT 2,PATROL BORO MAN SOUTH,637.0,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - APT. HOUSE,2019-12-28T00:00:00.000,65+,WHITE,F,18-24,ASIAN / PACIFIC ISLANDER,F,985850,210155,40.74351160900005,-73.99422735499998,"{'latitude': '40.74351160900005', 'longitude': '-73.99422735499998'}",12074.0,12.0,4.0,10.0,7.0,2019-12-28T00:00:00.000,15:10:00,INSIDE,,,,,
355744896,46,BRONX,2019-12-28T00:00:00.000,14:10:00,COMPLETED,0.0,N.Y. POLICE DEPT,578,VIOLATION,HARRASSMENT 2,PATROL BORO BRONX,638.0,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,2019-12-28T00:00:00.000,UNKNOWN,BLACK,M,25-44,BLACK HISPANIC,F,1011301,252369,40.85933619200006,-73.90220955699994,"{'latitude': '40.85933619200006', 'longitude': '-73.90220955699994'}",11606.0,6.0,5.0,29.0,29.0,2019-12-28T00:00:00.000,14:23:00,INSIDE,,,,,
754294853,19,MANHATTAN,2019-12-28T00:00:00.000,11:30:00,COMPLETED,0.0,N.Y. POLICE DEPT,109,FELONY,GRAND LARCENY,PATROL BORO MAN NORTH,407.0,"LARCENY,GRAND BY DISHONEST EMP",CHAIN STORE,2019-12-28T00:00:00.000,,,,UNKNOWN,UNKNOWN,D,993570,216847,40.76187469000007,-73.96635808399996,"{'latitude': '40.76187469000007', 'longitude': '-73.96635808399996'}",12419.0,23.0,4.0,51.0,11.0,2019-12-28T00:00:00.000,17:00:00,INSIDE,,,,,
600940250,69,BROOKLYN,2019-12-27T00:00:00.000,12:00:00,COMPLETED,0.0,N.Y. POLICE DEPT,112,FELONY,THEFT-FRAUD,PATROL BORO BKLYN SOUTH,739.0,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,2019-12-27T00:00:00.000,UNKNOWN,UNKNOWN,U,65+,BLACK,F,1007166,171344,40.636954848000066,-73.91743403899994,"{'latitude': '40.636954848000066', 'longitude': '-73.91743403899994'}",13827.0,5.0,2.0,8.0,42.0,,,INSIDE,,,,,
429316515,114,QUEENS,2019-12-27T00:00:00.000,04:20:00,COMPLETED,0.0,N.Y. POLICE DEPT,344,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,PATROL BORO QUEENS NORTH,101.0,ASSAULT 3,HOSPITAL,2019-12-27T00:00:00.000,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,E,1005115,219246,40.76843961600008,-73.92467547699994,"{'latitude': '40.76843961600008', 'longitude': '-73.92467547699994'}",16859.0,39.0,3.0,4.0,72.0,2019-12-27T00:00:00.000,04:21:00,INSIDE,,,,,
518612337,44,BRONX,2019-12-26T00:00:00.000,13:59:00,COMPLETED,0.0,N.Y. POLICE DEPT,341,MISDEMEANOR,PETIT LARCENY,PATROL BORO BRONX,339.0,"LARCENY,PETIT FROM OPEN AREAS,",STREET,2019-12-26T00:00:00.000,,,,25-44,WHITE HISPANIC,F,1006839,245065,40.83930142000003,-73.91836470099996,"{'latitude': '40.83930142000003', 'longitude': '-73.91836470099996'}",10930.0,50.0,5.0,42.0,27.0,,,INSIDE,,,,,
365001231,26,MANHATTAN,2019-12-25T00:00:00.000,17:10:00,COMPLETED,0.0,N.Y. POLICE DEPT,341,MISDEMEANOR,PETIT LARCENY,PATROL BORO MAN NORTH,321.0,"LARCENY,PETIT FROM AUTO",OTHER,2019-12-25T00:00:00.000,,,,25-44,BLACK,M,999174,238490,40.82127120900003,-73.94608066499995,"{'latitude': '40.82127120900003', 'longitude': '-73.94608066499995'}",12428.0,37.0,4.0,23.0,19.0,2019-12-25T00:00:00.000,17:15:00,,,,,,
271699374,41,BRONX,2019-12-25T00:00:00.000,11:20:00,COMPLETED,0.0,N.Y. POLICE DEPT,578,VIOLATION,HARRASSMENT 2,PATROL BORO BRONX,638.0,"HARASSMENT,SUBD 3,4,5",STREET,2019-12-25T00:00:00.000,65+,WHITE HISPANIC,M,45-64,WHITE HISPANIC,F,1015387,237462,40.818407371000035,-73.88750750299994,"{'latitude': '40.818407371000035', 'longitude': '-73.88750750299994'}",12343.0,8.0,5.0,43.0,24.0,,,INSIDE,,,,,
186563977,52,BRONX,2019-12-24T00:00:00.000,23:00:00,COMPLETED,0.0,N.Y. POLICE DEPT,341,MISDEMEANOR,PETIT LARCENY,PATROL BORO BRONX,321.0,"LARCENY,PETIT FROM AUTO",STREET,2019-12-25T00:00:00.000,UNKNOWN,UNKNOWN,U,18-24,WHITE HISPANIC,F,1014081,259196,40.87806525900004,-73.89212921499995,"{'latitude': '40.87806525900004', 'longitude': '-73.89212921499995'}",11272.0,48.0,5.0,40.0,33.0,,,,,,,,
815149872,44,BRONX,2019-12-20T00:00:00.000,17:00:00,COMPLETED,0.0,N.Y. POLICE DEPT,109,FELONY,GRAND LARCENY,PATROL BORO BRONX,421.0,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",STREET,2019-12-25T00:00:00.000,UNKNOWN,UNKNOWN,U,45-64,BLACK,F,1005731,243904,40.83611757700004,-73.92237273499995,"{'latitude': '40.83611757700004', 'longitude': '-73.92237273499995'}",10930.0,50.0,5.0,42.0,27.0,,,,,,,,
708944208,20,MANHATTAN,2019-12-24T00:00:00.000,14:45:00,COMPLETED,0.0,N.Y. POLICE DEPT,578,VIOLATION,HARRASSMENT 2,PATROL BORO MAN NORTH,638.0,"HARASSMENT,SUBD 3,4,5",STREET,2019-12-24T00:00:00.000,,,,45-64,WHITE,M,989197,222103,40.77630457400005,-73.98213988499998,"{'latitude': '40.77630457400005', 'longitude': '-73.98213988499998'}",12420.0,20.0,4.0,19.0,12.0,,,,,,,,
393137001,43,BRONX,2019-12-24T00:00:00.000,14:06:00,COMPLETED,0.0,N.Y. POLICE DEPT,106,FELONY,FELONY ASSAULT,PATROL BORO BRONX,109.0,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE - APT. HOUSE,2019-12-24T00:00:00.000,,,,<18,BLACK HISPANIC,M,1021666,238469,40.821146937000044,-73.86481670799998,"{'latitude': '40.821146937000044', 'longitude': '-73.86481670799998'}",11611.0,58.0,5.0,31.0,26.0,,,INSIDE,,,,,
491009906,68,BROOKLYN,2019-12-24T00:00:00.000,13:15:00,COMPLETED,0.0,N.Y. POLICE DEPT,107,FELONY,BURGLARY,PATROL BORO BKLYN SOUTH,231.0,"BURGLARY,TRUCK DAY",STREET,2019-12-24T00:00:00.000,,,,UNKNOWN,UNKNOWN,D,981251,169739,40.63257859700008,-74.01080626599996,"{'latitude': '40.63257859700008', 'longitude': '-74.01080626599996'}",18180.0,10.0,2.0,7.0,41.0,,,OPPOSITE OF,,,,,
163547994,100,QUEENS,2019-12-24T00:00:00.000,03:53:00,COMPLETED,0.0,N.Y. POLICE DEPT,347,MISDEMEANOR,INTOXICATED & IMPAIRED DRIVING,PATROL BORO QUEENS SOUTH,905.0,"INTOXICATED DRIVING,ALCOHOL",STREET,2019-12-24T00:00:00.000,,,,UNKNOWN,UNKNOWN,E,1023135,147347,40.571032339000055,-73.86003522499993,"{'latitude': '40.571032339000055', 'longitude': '-73.86003522499993'}",20532.0,51.0,3.0,41.0,58.0,,,,,,,,
282077551,44,BRONX,2019-12-23T00:00:00.000,17:05:00,COMPLETED,0.0,N.Y. POLICE DEPT,348,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,PATROL BORO BRONX,916.0,LEAVING SCENE-ACCIDENT-PERSONA,STREET,2019-12-23T00:00:00.000,,,,25-44,WHITE HISPANIC,F,1004152,238742,40.82195306500005,-73.92809428499999,"{'latitude': '40.82195306500005', 'longitude': '-73.92809428499999'}",10929.0,50.0,5.0,35.0,27.0,,,,,,,,
260307851,5,MANHATTAN,2019-12-23T00:00:00.000,14:41:00,COMPLETED,0.0,N.Y. POLICE DEPT,105,FELONY,ROBBERY,PATROL BORO MAN SOUTH,383.0,"ROBBERY,DELIVERY PERSON",STREET,2019-12-23T00:00:00.000,25-44,WHITE HISPANIC,M,45-64,ASIAN / PACIFIC ISLANDER,M,984998,199212,40.713475851000055,-73.99730327399999,"{'latitude': '40.713475851000055', 'longitude': '-73.99730327399999'}",11723.0,70.0,4.0,32.0,2.0,,,,,,,,
220063575,68,BROOKLYN,2019-12-22T00:00:00.000,22:10:00,COMPLETED,0.0,N.Y. POLICE DEPT,578,VIOLATION,HARRASSMENT 2,PATROL BORO BKLYN SOUTH,638.0,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,2019-12-22T00:00:00.000,45-64,BLACK,M,UNKNOWN,UNKNOWN,M,975432,167102,40.625336705000045,-74.03176756699997,"{'latitude': '40.625336705000045', 'longitude': '-74.03176756699997'}",17216.0,10.0,2.0,44.0,41.0,,,INSIDE,,,,,
820581356,40,BRONX,2019-12-22T00:00:00.000,16:50:00,COMPLETED,0.0,N.Y. POLICE DEPT,113,FELONY,FORGERY,PATROL BORO BRONX,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELO",STREET,2019-12-22T00:00:00.000,18-24,BLACK,M,UNKNOWN,UNKNOWN,E,1011097,236699,40.81632723000007,-73.90300975599996,"{'latitude': '40.81632723000007', 'longitude': '-73.90300975599996'}",10933.0,49.0,5.0,43.0,23.0,2019-12-22T00:00:00.000,17:00:00,,,,,,
778580015,111,QUEENS,2019-12-22T00:00:00.000,10:00:00,COMPLETED,0.0,N.Y. POLICE DEPT,578,VIOLATION,HARRASSMENT 2,PATROL BORO QUEENS NORTH,638.0,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,2019-12-22T00:00:00.000,65+,WHITE,M,65+,WHITE,M,1049819,208499,40.73872339300004,-73.76339222899996,"{'latitude': '40.73872339300004', 'longitude': '-73.76339222899996'}",14506.0,25.0,3.0,16.0,65.0,2019-12-22T00:00:00.000,10:03:00,REAR OF,,,,,
175176016,47,BRONX,2019-12-22T00:00:00.000,00:15:00,COMPLETED,0.0,N.Y. POLICE DEPT,105,FELONY,ROBBERY,PATROL BORO BRONX,386.0,"ROBBERY,PERSONAL ELECTRONIC DEVICE",STREET,2019-12-22T00:00:00.000,18-24,BLACK,U,45-64,BLACK,M,1023120,262337,40.88665113600007,-73.85942499899994,"{'latitude': '40.88665113600007', 'longitude': '-73.85942499899994'}",11275.0,29.0,5.0,2.0,30.0,,,FRONT OF,,,,,
439187239,44,BRONX,2019-12-22T00:00:00.000,00:02:00,ATTEMPTED,0.0,N.Y. POLICE DEPT,105,FELONY,ROBBERY,PATROL BORO BRONX,366.0,"ROBBERY,BICYCLE",STREET,2019-12-22T00:00:00.000,UNKNOWN,BLACK HISPANIC,M,45-64,BLACK,M,1006834,245208,40.839693926000045,-73.91838228899996,"{'latitude': '40.839693926000045', 'longitude': '-73.91838228899996'}",10930.0,50.0,5.0,42.0,27.0,,,,,,,,
755196195,40,BRONX,2019-12-21T00:00:00.000,20:00:00,COMPLETED,0.0,N.Y. POLICE DEPT,341,MISDEMEANOR,PETIT LARCENY,PATROL BORO BRONX,321.0,"LARCENY,PETIT FROM AUTO",STREET,2019-12-22T00:00:00.000,,,,25-44,WHITE HISPANIC,M,1007542,232103,40.80372257700003,-73.91586904699994,"{'latitude': '40.80372257700003', 'longitude': '-73.91586904699994'}",10932.0,49.0,5.0,35.0,23.0,2019-12-22T00:00:00.000,14:10:00,,,,,,
303436763,44,BRONX,2019-12-21T00:00:00.000,00:50:00,COMPLETED,0.0,N.Y. POLICE DEPT,105,FELONY,ROBBERY,PATROL BORO BRONX,366.0,"ROBBERY,BICYCLE",GROCERY/BODEGA,2019-12-21T00:00:00.000,18-24,UNKNOWN,M,25-44,WHITE HISPANIC,M,1005507,241210,40.82872386500002,-73.92319076799998,"{'latitude': '40.82872386500002', 'longitude': '-73.92319076799998'}",10930.0,50.0,5.0,35.0,27.0,,,INSIDE,,,,,
644402336,75,BROOKLYN,2019-12-20T00:00:00.000,19:53:00,COMPLETED,0.0,N.Y. POLICE DEPT,233,MISDEMEANOR,SEX CRIMES,PATROL BORO BKLYN NORTH,681.0,"CHILD, ENDANGERING WELFARE",GROCERY/BODEGA,2019-12-21T00:00:00.000,,,,<18,WHITE,M,1017141,183798,40.67110691100004,-73.88143295699997,"{'latitude': '40.67110691100004', 'longitude': '-73.88143295699997'}",17215.0,45.0,2.0,25.0,47.0,,,INSIDE,,,,,
813677874,73,BROOKLYN,2019-12-20T00:00:00.000,23:35:00,COMPLETED,0.0,N.Y. POLICE DEPT,236,MISDEMEANOR,DANGEROUS WEAPONS,PATROL BORO BKLYN NORTH,782.0,"WEAPONS, POSSESSION, ETC",STREET,2019-12-20T00:00:00.000,,,,UNKNOWN,UNKNOWN,E,1009333,178895,40.657674832000055,-73.90959816699996,"{'latitude': '40.657674832000055', 'longitude': '-73.90959816699996'}",17614.0,55.0,2.0,25.0,46.0,,,,,,,,
494964008,48,BRONX,2019-12-20T00:00:00.000,15:10:00,COMPLETED,0.0,N.Y. POLICE DEPT,105,FELONY,ROBBERY,PATROL BORO BRONX,386.0,"ROBBERY,PERSONAL ELECTRONIC DEVICE",STREET,2019-12-20T00:00:00.000,UNKNOWN,BLACK,U,<18,WHITE HISPANIC,M,1015900,247717,40.84655255400003,-73.88560571999993,"{'latitude': '40.84655255400003', 'longitude': '-73.88560571999993'}",11269.0,35.0,5.0,22.0,31.0,2019-12-20T00:00:00.000,15:15:00,,,,,,
134567076,44,BRONX,2019-12-20T00:00:00.000,12:15:00,COMPLETED,0.0,N.Y. POLICE DEPT,578,VIOLATION,HARRASSMENT 2,PATROL BORO BRONX,638.0,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,2019-12-20T00:00:00.000,25-44,BLACK,F,25-44,BLACK,F,1005346,246531,40.84332885400005,-73.92375579599997,"{'latitude': '40.84332885400005', 'longitude': '-73.92375579599997'}",10930.0,50.0,5.0,42.0,27.0,,,INSIDE,,,,,
422809798,48,BRONX,2019-12-20T00:00:00.000,09:40:00,COMPLETED,0.0,N.Y. POLICE DEPT,578,VIOLATION,HARRASSMENT 2,PATROL BORO BRONX,637.0,"HARASSMENT,SUBD 1,CIVILIAN",STREET,2019-12-20T00:00:00.000,UNKNOWN,UNKNOWN,U,18-24,UNKNOWN,M,1012975,247755,40.846666852000055,-73.89617766499998,"{'latitude': '40.846666852000055', 'longitude': '-73.89617766499998'}",,35.0,5.0,22.0,31.0,2019-12-20T00:00:00.000,10:20:00,,,,,,
123264418,73,BROOKLYN,2019-12-20T00:00:00.000,02:00:00,COMPLETED,0.0,N.Y. POLICE DEPT,341,MISDEMEANOR,PETIT LARCENY,PATROL BORO BKLYN NORTH,321.0,"LARCENY,PETIT FROM AUTO",STREET,2019-12-20T00:00:00.000,,,,45-64,WHITE,M,1010306,185838,40.67672900500003,-73.90606448399996,"{'latitude': '40.67672900500003', 'longitude': '-73.90606448399996'}",13516.0,55.0,2.0,37.0,46.0,2019-12-20T00:00:00.000,08:00:00,FRONT OF,,,,,
665301633,42,BRONX,2019-12-19T00:00:00.000,23:35:00,COMPLETED,0.0,N.Y. POLICE DEPT,118,FELONY,DANGEROUS WEAPONS,PATROL BORO BRONX,793.0,WEAPONS POSSESSION 3,STREET,2019-12-20T00:00:00.000,,,,UNKNOWN,UNKNOWN,E,1015430,243958,40.83623687500005,-73.88732196199999,"{'latitude': '40.83623687500005', 'longitude': '-73.88732196199999'}",11269.0,34.0,5.0,43.0,25.0,2019-12-19T00:00:00.000,23:38:00,FRONT OF,,,,,
183524599,47,BRONX,2019-12-19T00:00:00.000,19:16:00,COMPLETED,0.0,N.Y. POLICE DEPT,578,VIOLATION,HARRASSMENT 2,PATROL BORO BRONX,638.0,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,2019-12-19T00:00:00.000,18-24,BLACK,F,25-44,BLACK,M,1025620,260392,40.881301361000055,-73.85039557999994,"{'latitude': '40.881301361000055', 'longitude': '-73.85039557999994'}",11607.0,29.0,5.0,2.0,30.0,,,INSIDE,,,,,
473459248,77,BROOKLYN,2019-12-19T00:00:00.000,15:50:00,COMPLETED,0.0,N.Y. POLICE DEPT,344,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,PATROL BORO BKLYN NORTH,101.0,ASSAULT 3,STREET,2019-12-19T00:00:00.000,UNKNOWN,UNKNOWN,M,25-44,BLACK,M,1003404,183595,40.67059009900004,-73.93095390099995,"{'latitude': '40.67059009900004', 'longitude': '-73.93095390099995'}",17615.0,16.0,2.0,49.0,49.0,2019-12-19T00:00:00.000,16:00:00,,,,,,
835266811,44,BRONX,2019-12-19T00:00:00.000,11:30:00,COMPLETED,0.0,N.Y. POLICE DEPT,105,FELONY,ROBBERY,PATROL BORO BRONX,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",STREET,2019-12-19T00:00:00.000,25-44,BLACK,F,25-44,BLACK,M,1005774,240846,40.82772414300007,-73.92222715099996,"{'latitude': '40.82772414300007', 'longitude': '-73.92222715099996'}",10930.0,50.0,5.0,42.0,27.0,2019-12-19T00:00:00.000,11:35:00,,,,,,
354566222,42,BRONX,2019-12-19T00:00:00.000,02:50:00,COMPLETED,0.0,N.Y. POLICE DEPT,104,FELONY,RAPE,PATROL BORO BRONX,153.0,RAPE 3,ABANDONED BUILDING,2019-12-19T00:00:00.000,18-24,BLACK HISPANIC,M,<18,BLACK HISPANIC,F,1008798,238971,40.82256991600008,-73.91130716899994,"{'latitude': '40.82256991600008', 'longitude': '-73.91130716899994'}",10929.0,34.0,5.0,43.0,25.0,,,INSIDE,,,,,
394219213,46,BRONX,2019-12-18T00:00:00.000,21:45:00,COMPLETED,0.0,N.Y. POLICE DEPT,109,FELONY,GRAND LARCENY,PATROL BORO BRONX,443.0,"LARCENY,GRAND OF BICYCLE",RESTAURANT/DINER,2019-12-18T00:00:00.000,,,,25-44,WHITE HISPANIC,M,1011779,251282,40.85635122700006,-73.90048600699998,"{'latitude': '40.85635122700006', 'longitude': '-73.90048600699998'}",10935.0,6.0,5.0,22.0,29.0,,,FRONT OF,,,,,
406634172,43,BRONX,2019-12-18T00:00:00.000,13:20:00,ATTEMPTED,0.0,N.Y. POLICE DEPT,105,FELONY,ROBBERY,PATROL BORO BRONX,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",STREET,2019-12-18T00:00:00.000,UNKNOWN,UNKNOWN,U,18-24,BLACK,M,1023078,240343,40.82628443600004,-73.85970428899996,"{'latitude': '40.82628443600004', 'longitude': '-73.85970428899996'}",11611.0,58.0,5.0,31.0,26.0,,,,,,,,
610332477,113,QUEENS,2019-12-17T00:00:00.000,14:30:00,COMPLETED,0.0,N.Y. POLICE DEPT,578,VIOLATION,HARRASSMENT 2,PATROL BORO QUEENS SOUTH,638.0,"HARASSMENT,SUBD 3,4,5",STREET,2019-12-17T00:00:00.000,,,,<18,BLACK HISPANIC,M,1044336,191327,40.691629445000046,-73.78333111099995,"{'latitude': '40.691629445000046', 'longitude': '-73.78333111099995'}",24668.0,41.0,3.0,6.0,71.0,2019-12-17T00:00:00.000,14:35:00,,,,,,
727608720,10,MANHATTAN,2019-12-17T00:00:00.000,09:40:00,COMPLETED,0.0,N.Y. POLICE DEPT,578,VIOLATION,HARRASSMENT 2,PATROL BORO MAN SOUTH,638.0,"HARASSMENT,SUBD 3,4,5",STREET,2019-12-17T00:00:00.000,25-44,BLACK,M,18-24,WHITE,F,984802,211047,40.74596005300003,-73.99800931399994,"{'latitude': '40.74596005300003', 'longitude': '-73.99800931399994'}",12074.0,12.0,4.0,10.0,6.0,,,,,,,,
420183118,45,BRONX,2019-12-17T00:00:00.000,04:00:00,COMPLETED,0.0,N.Y. POLICE DEPT,110,FELONY,GRAND LARCENY OF MOTOR VEHICLE,PATROL BORO BRONX,441.0,"LARCENY,GRAND OF AUTO",STREET,2019-12-17T00:00:00.000,,,,65+,WHITE,M,1035262,245336,40.83992679200002,-73.81564200199995,"{'latitude': '40.83992679200002', 'longitude': '-73.81564200199995'}",11274.0,43.0,5.0,12.0,28.0,2019-12-17T00:00:00.000,07:00:00,FRONT OF,,,,,
550070572,62,BROOKLYN,2019-12-16T00:00:00.000,18:20:00,COMPLETED,0.0,N.Y. POLICE DEPT,578,VIOLATION,HARRASSMENT 2,PATROL BORO BKLYN SOUTH,637.0,"HARASSMENT,SUBD 1,CIVILIAN",STREET,2019-12-16T00:00:00.000,25-44,WHITE,M,25-44,WHITE,F,981769,161398,40.60968444700006,-74.00893694499997,"{'latitude': '40.60968444700006', 'longitude': '-74.00893694499997'}",13511.0,1.0,2.0,44.0,37.0,2019-12-16T00:00:00.000,18:40:00,FRONT OF,,,,,
746410047,28,MANHATTAN,2019-12-16T00:00:00.000,15:40:00,COMPLETED,0.0,N.Y. POLICE DEPT,344,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,PATROL BORO MAN NORTH,101.0,ASSAULT 3,CLOTHING/BOUTIQUE,2019-12-16T00:00:00.000,45-64,BLACK,U,<18,WHITE,F,997571,234556,40.810476043000044,-73.95188015099995,"{'latitude': '40.810476043000044', 'longitude': '-73.95188015099995'}",12424.0,18.0,4.0,36.0,18.0,2019-12-16T00:00:00.000,15:55:00,INSIDE,,,,,
381553349,43,BRONX,2019-12-16T00:00:00.000,13:40:00,COMPLETED,0.0,N.Y. POLICE DEPT,344,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,PATROL BORO BRONX,101.0,ASSAULT 3,OTHER,2019-12-16T00:00:00.000,UNKNOWN,UNKNOWN,U,45-64,WHITE HISPANIC,M,1022239,242799,40.83302909400004,-73.86272193399996,"{'latitude': '40.83302909400004', 'longitude': '-73.86272193399996'}",11610.0,58.0,5.0,31.0,26.0,,,,,,,,
