row_id,product_type,product_name,metal,concentration,units,manufacturer,made_in_country,collection_date,deleted
659,Religious powder,Gulal powder,Lead,10.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-12-03T00:00:00.000,No
1316,Dietary Supplement/Medications/Remedy,Brahmi Bati (Ayurvedic),Mercury,2.7,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,2015-02-25T00:00:00.000,No
1374,Dietary Supplement/Medications/Remedy,Chitrakadi Bati (Yavachar & Hing) (Ayurvedic),Mercury,3.1,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd",INDIA,2015-02-25T00:00:00.000,No
1188,Food-Candy,Duvalin candy,Lead,0.5,ppm,UNKNOWN OR NOT STATED,UNITED STATES,2014-08-21T00:00:00.000,No
274,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Arsenic,5.2,ppm,Ban Labs Ltd.,INDIA,2011-08-25T00:00:00.000,No
307,Food-Spice,Red Chili Powder,Lead,3.7,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-10-18T00:00:00.000,No
1193,Food-Spice,Unlabeled spice - brown seeds,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2014-08-22T00:00:00.000,No
1365,Dietary Supplement/Medications/Remedy,Sariwadi Bati (Ayurvedic),Mercury,120.0,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,2015-02-25T00:00:00.000,No
860,Other,Cardboard,Lead,3.8,ppm,General Mills,UNKNOWN OR NOT STATED,2013-07-19T00:00:00.000,No
643,Religious powder,Sindoor,Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-11-21T00:00:00.000,No
691,Jewelry,Earring,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-12-20T00:00:00.000,No
1486,Tableware/Pottery,Kansa Bowl and Spoon Set,Lead,9.9,MG/CM^2,UNKNOWN OR NOT STATED,INDIA,2015-04-16T00:00:00.000,No
670,Dietary Supplement/Medications/Remedy,Abhrak Bhasma (Ayurvedic),Lead,81.0,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,2012-12-03T00:00:00.000,No
1185,Food-Spice,Saffron,Lead,1.2,ppm,Ltd 'Tiemti',GEORGIA,2014-08-14T00:00:00.000,No
116,Food Other,Ambroxol Hydrochloride BP,Lead,-1.0,ppm,Square Pharmacuetical,BANGLADESH,2011-04-18T00:00:00.000,No
414,Food-Spice,Cumin,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-04-05T00:00:00.000,No
585,Food Other,Baby tea,Lead,-1.0,ppm,GL for Nuki Infant,ISRAEL,2012-09-07T00:00:00.000,No
1436,Food-Spice,Coriander,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-03-03T00:00:00.000,No
1090,Cosmetics,Dermaline Skin Lighting Cream,Mercury,-1.0,ppm,"Leivon Cosmetics,Inc Division",DOMINICAN REPUBLIC,2014-04-01T00:00:00.000,No
595,Food-Spice,Tunisian spice mixture,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,TUNISIA,2012-09-12T00:00:00.000,No
1307,Dietary Supplement/Medications/Remedy,Rajahpravartini Bati (Ayurvedic),Lead,35.0,ppm,Shree Baidyanath Ayurved Bahwan (P) Ltd.,INDIA,2015-02-25T00:00:00.000,No
565,Food Other,Luxury tea,Lead,0.74,ppm,Chai Bora Limited,TANZANIA - UNITED REPUBLIC OF,2012-08-20T00:00:00.000,No
1173,Cosmetics,Yoko Whitening Cream,Lead,-1.0,ppm,Siam Yoko Ltd,THAILAND,2014-08-06T00:00:00.000,No
136,Food Other,Cordyceps,Lead,-1.0,ppm,Yiyuan,UNKNOWN OR NOT STATED,2011-04-26T00:00:00.000,No
1377,Dietary Supplement/Medications/Remedy,Chandraprabha Bati (Loha & Shilajeet) (Ayurvedic),Arsenic,5.1,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd",INDIA,2015-02-25T00:00:00.000,No
1347,Religious powder,Kumkuman,Lead,2.5,ppm,Y.V.S.,INDIA,2015-02-25T00:00:00.000,No
202,Food-Spice,Chili powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-06-02T00:00:00.000,No
1016,Toys/Children's Products,2006  Ford Mustang  Toy car,Lead,-1.0,ppm,Kinsmart,CHINA,2013-12-27T00:00:00.000,No
114,Food-Spice,Chili powder,Lead,-1.0,ppm,Radhuni,BANGLADESH,2011-04-18T00:00:00.000,No
360,Dietary Supplement/Medications/Remedy,Laxmana Louh (Ayurvedic),Mercury,120.0,ppm,Vyas Pharmaceuticals,INDIA,2012-01-23T00:00:00.000,No
364,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Arsenic,100.0,ppm,Ban Labs Ltd.,INDIA,2012-01-23T00:00:00.000,No
853,Dietary Supplement/Medications/Remedy,Dhanwanthari Gulika (Ayurvedic),Mercury,15.0,ppm,Ashtavaidyan Thaikkattu Mooss Vaidyaratnam Oushad,INDIA,2013-07-17T00:00:00.000,No
511,Food-Spice,Georgian spice,Lead,11.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2012-06-15T00:00:00.000,No
6,Food-Candy,Lucas Muecas candy,Lead,-1.0,ppm,Lucas Muecas,MEXICO,2011-01-06T00:00:00.000,No
770,Food-Spice,Asafoetida (Hing),Lead,1.7,ppm,UNKNOWN OR NOT STATED,INDIA,2013-03-29T00:00:00.000,No
1214,Toys/Children's Products,Painted metal car,Lead,0.81,ppm,Mattel,THAILAND,2014-09-11T00:00:00.000,No
444,Food-Candy,CarlosV candy bar,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2012-04-30T00:00:00.000,No
493,Dietary Supplement/Medications/Remedy,Ras Raj Gutica (Ayurvedic),Lead,8.4,ppm,UNKNOWN OR NOT STATED,INDIA,2012-06-07T00:00:00.000,No
1445,Cosmetics,Kajal,Lead,5.8,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-16T00:00:00.000,No
395,Food-Spice,Orange powder,Lead,9.8,ppm,UNKNOWN OR NOT STATED,GEORGIA,2012-03-09T00:00:00.000,No
598,Dietary Supplement/Medications/Remedy,Unlabeled powder (Ayurvedic),Arsenic,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-09-20T00:00:00.000,No
830,Food-Spice,Turmeric powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-06-27T00:00:00.000,No
814,Food-Spice,Orange powder,Lead,0.98,ppm,UNKNOWN OR NOT STATED,TOGO,2013-06-17T00:00:00.000,No
330,Food Other,Breakfast cereal,Lead,0.72,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-12-05T00:00:00.000,No
1598,Food-Spice,Chili powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2015-12-11T00:00:00.000,No
224,Religious powder,Incense stick,Lead,14.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-06-13T00:00:00.000,No
1503,Jewelry,Hand Bracelet,Lead,17.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2015-06-10T00:00:00.000,No
21,Food Other,Cheetos Crunchy,Lead,-1.0,ppm,Frito Lays,DOMINICAN REPUBLIC,2011-02-07T00:00:00.000,No
245,Food-Spice,Chili powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-07-14T00:00:00.000,No
436,Toys/Children's Products,Wooden block,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BRAZIL,2012-04-23T00:00:00.000,No
282,Food-Spice,Spice,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UZBEKISTAN,2011-08-26T00:00:00.000,No
725,Food-Spice,Xarcho,Lead,1.1,ppm,UNKNOWN OR NOT STATED,GEORGIA,2013-02-21T00:00:00.000,No
90,Food-Spice,Georgian spice (Yellow flour),Lead,14000.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-04-07T00:00:00.000,No
178,Dietary Supplement/Medications/Remedy,Dehshuddhi (Ayurvedic),Arsenic,-1.0,ppm,Amit Pharmacy,INDIA,2011-05-17T00:00:00.000,No
91,Food-Spice,Uckho Suneli,Lead,8.5,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-04-07T00:00:00.000,No
1144,Food-Spice,Fakoye,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MALI,2014-06-26T00:00:00.000,No
1580,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Arsenic,2.4,ppm,Lanzhou Traditional Herbs,CHINA,2015-12-03T00:00:00.000,No
1009,Other,Decorative Beads,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,OTHER EUROPEAN,2013-12-19T00:00:00.000,No
583,Food-Spice,Shrimp powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,NIGERIA,2012-09-07T00:00:00.000,No
1130,Food Other,Orange Blossom Honey,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2014-05-22T00:00:00.000,No
534,Food-Spice,Bouillon cubes,Lead,-1.0,ppm,NESTLE NIGERIA PLC,NIGERIA,2012-07-17T00:00:00.000,No
682,Cosmetics,Kajal,Lead,6.3,ppm,Hashmi,PAKISTAN,2012-12-18T00:00:00.000,No
967,Dietary Supplement/Medications/Remedy,Madhunashini Vati (Ayurvedic),Lead,11.0,ppm,Divya Pharmacy,INDIA,2013-11-15T00:00:00.000,No
152,Food-Spice,Utskho (Fenugreak),Lead,34.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-05-04T00:00:00.000,No
863,Toys/Children's Products,Crayon,Lead,4.9,ppm,Creative Kids TM,CHINA,2013-07-19T00:00:00.000,No
645,Religious powder,Red Sindoor,Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-11-21T00:00:00.000,No
207,Food-Spice,Coriander seeds,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-06-03T00:00:00.000,No
953,Dietary Supplement/Medications/Remedy,Vasant Kusumakar Ras With Gold & Pearl (Ayurvedic),Lead,33.0,ppm,Dabur India Ltd.,INDIA,2013-11-15T00:00:00.000,No
1589,Dietary Supplement/Medications/Remedy,Shu Gan Wan (Poria & Peony Combo Extract),Arsenic,-1.0,ppm,Lanzhou Traditional Herbs,CHINA,2015-12-03T00:00:00.000,No
1537,Food-Spice,Georgian spice,Lead,18000.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2015-09-30T00:00:00.000,No
1143,Dietary Supplement/Medications/Remedy,Keroglobin liquid vitamin,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,JAMAICA,2014-06-26T00:00:00.000,No
772,Food-Spice,Coriander,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2013-03-29T00:00:00.000,No
1179,Food-Spice,Kharcho,Lead,3300.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2014-08-14T00:00:00.000,No
1126,Dietary Supplement/Medications/Remedy,Napa Paracetamol,Lead,-1.0,ppm,BEXIMCO PHARMACEUTICALS LTD,BANGLADESH,2014-05-16T00:00:00.000,No
277,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Lead,12000.0,ppm,Ban Labs Ltd.,INDIA,2011-08-25T00:00:00.000,No
836,Toys/Children's Products,Plastic toy,Lead,3.6,ppm,UNKNOWN OR NOT STATED,CHINA,2013-07-09T00:00:00.000,No
559,Toys/Children's Products,Tonka Toy truck,Lead,-1.0,ppm,Hasbro,CHINA,2012-08-10T00:00:00.000,No
1581,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Lead,3.5,ppm,Lanzhou Traditional Herbs,CHINA,2015-12-03T00:00:00.000,No
693,Dietary Supplement/Medications/Remedy,Kapah,Lead,2.0,ppm,KAPAH,AFGHANISTAN,2012-12-27T00:00:00.000,No
409,Food Other,Herb tea,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,ECUADOR,2012-04-03T00:00:00.000,No
1335,Dietary Supplement/Medications/Remedy,Kaishore Guggulu (Ayurvedic),Arsenic,2.6,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,2015-02-25T00:00:00.000,No
1392,Dietary Supplement/Medications/Remedy,Rajbati (Gandhak Bati)(Gandhak&Sonth) (Ayurvedic),Mercury,12.0,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,2015-02-25T00:00:00.000,No
900,Food-Spice,Brown seasoning powder,Lead,-1.0,ppm,Patisen Production,SENEGAL,2013-09-10T00:00:00.000,No
1209,Food Other,Fig,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,TURKEY,2014-09-10T00:00:00.000,No
661,Cosmetics,Kumkum powder,Lead,3.2,ppm,Y.V.S.&Co. Madras,INDIA,2012-12-03T00:00:00.000,No
1102,Cosmetics,Omic Soap,Mercury,-1.0,ppm,MItchell group,LEBANON,2014-04-01T00:00:00.000,No
1597,Food-Spice,Mustard seeds,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2015-12-11T00:00:00.000,No
325,Food-Spice,Turmeric powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-11-22T00:00:00.000,No
1457,Dietary Supplement/Medications/Remedy,Herbal Tablets,Mercury,3.1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-26T00:00:00.000,No
620,Food-Spice,Georgian spice,Lead,8000.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-10-16T00:00:00.000,No
1260,Food-Spice,Cinnamon,Lead,1.5,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-01-26T00:00:00.000,No
47,Dietary Supplement/Medications/Remedy,Adusol (Ayurvedic),Lead,0.015,ppm,Ajanta Medicals PVT. LTD,INDIA,2011-03-10T00:00:00.000,No
280,Food-Spice,Turmeric powder,Lead,0.72,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-08-25T00:00:00.000,No
183,Dietary Supplement/Medications/Remedy,Bal Sathi Children's Capillary (Ayurvedic),Mercury,0.1,ppm,M/S. Vaidya Jagannath G. Dwivedi,INDIA,2011-05-17T00:00:00.000,No
482,Food-Spice,Chili Powder,Lead,2.8,ppm,Unmarked package,BANGLADESH,2012-06-02T00:00:00.000,No
1062,Food-Spice,Chili powder,Lead,1.1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2014-02-28T00:00:00.000,No
60,Dietary Supplement/Medications/Remedy,Infants Gripe Mixture,Lead,-1.0,ppm,P.A. Benjamin Manufacturing Co. LTD,JAMAICA,2011-03-24T00:00:00.000,No
211,Food Other,Bon Bon Bum,Lead,-1.0,ppm,Colombina,DOMINICAN REPUBLIC,2011-06-07T00:00:00.000,No
79,Food-Spice,Safflower-yellow flower,Lead,12.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-04-04T00:00:00.000,No
1198,Food Other,Tea,Lead,0.49,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2014-08-22T00:00:00.000,No
625,Food Other,Plantain Flour,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,GHANA,2012-10-22T00:00:00.000,No
1635,Food-Spice,Seasoning powder,Lead,0.54,ppm,UNKNOWN OR NOT STATED,ALGERIA,2015-12-30T00:00:00.000,No
1287,Toys/Children's Products,Sensory Toy (red apple),Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNITED STATES,2015-02-25T00:00:00.000,No
1284,Toys/Children's Products,Sensory Toy (green pear),Lead,0.91,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-02-25T00:00:00.000,No
873,Food-Candy,Dromec - Hard candy,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-07-25T00:00:00.000,No
947,Food-Spice,Yellow brown spice,Lead,1.7,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-11-01T00:00:00.000,No
1561,Toys/Children's Products,Thomas train,Lead,4.6,ppm,Mattel Inc,CHINA,2015-11-18T00:00:00.000,No
239,Food-Spice,Chili powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2011-06-29T00:00:00.000,No
352,Jewelry,Bracelet,Lead,160.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-12-19T00:00:00.000,No
1571,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Arsenic,1.6,ppm,Lanzhou Traditional Herbs,CHINA,2015-12-03T00:00:00.000,No
573,Toys/Children's Products,Crayon,Lead,0.96,ppm,UNKNOWN OR NOT STATED,CHINA,2012-09-04T00:00:00.000,No
589,Dietary Supplement/Medications/Remedy,Bitters,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,JAMAICA,2012-09-07T00:00:00.000,No
1429,Religious powder,Holi color - Yellow,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2015-02-25T00:00:00.000,No
1604,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Tian Wang Bu Xin Wan),Arsenic,-1.0,ppm,Lanzhou Traditional Herbs,CHINA,2015-12-16T00:00:00.000,No
600,Dietary Supplement/Medications/Remedy,Unlabeled powder (Ayurvedic),Mercury,8300.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-09-20T00:00:00.000,No
369,Dietary Supplement/Medications/Remedy,Garbha Chintamani Ras(Vrihat) (Swarna Yukt) (Ayur),Lead,120.0,ppm,Shree Baidyanath,INDIA,2012-01-23T00:00:00.000,No
803,Dietary Supplement/Medications/Remedy,Herbs (Wild Jujube Tea),Lead,-1.0,ppm,Jiangyin Tianjiang Herb work Co.,CHINA,2013-06-12T00:00:00.000,No
1155,Dietary Supplement/Medications/Remedy,Bo Ying Compound,Lead,2.1,ppm,Eu Yan Sang International Limited,UNITED STATES,2014-07-29T00:00:00.000,No
442,Food-Candy,Mangopers Paletas lollipops,Lead,-1.0,ppm,Productos Karla S.A. DE C.V.,MEXICO,2012-04-30T00:00:00.000,No
1386,Dietary Supplement/Medications/Remedy,Kankayan Bati (Gulm) (Ayurvedic),Mercury,18.0,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,2015-02-25T00:00:00.000,No
560,Food-Spice,Unlabeled spice,Lead,0.6,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-08-13T00:00:00.000,No
524,Toys/Children's Products,Car toy,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-06-23T00:00:00.000,No
658,Religious powder,Asthagandha powder,Lead,9.9,ppm,UNKNOWN OR NOT STATED,INDIA,2012-12-03T00:00:00.000,No
976,Dietary Supplement/Medications/Remedy,Long Dan Xie Gan Tang,Mercury,-1.0,ppm,Meridian Pro,CHINA,2013-11-15T00:00:00.000,No
85,Food Other,Tea,Lead,3.2,ppm,UNKNOWN OR NOT STATED,MOROCCO,2011-04-06T00:00:00.000,No
961,Dietary Supplement/Medications/Remedy,Gita Madhumehantak Vati (Ayurvedic),Arsenic,24.0,ppm,Gita Bhawan Ayurved Sansthan,INDIA,2013-11-15T00:00:00.000,No
880,Food-Spice,Turmeric powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-08-06T00:00:00.000,No
1321,Dietary Supplement/Medications/Remedy,Arogyavardhini Bati (Ayurvedic),Mercury,11.0,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,2015-02-25T00:00:00.000,No
39,Jewelry,Children's jewelry set (MSA),Lead,180.0,ppm,UNKNOWN OR NOT STATED,CHINA,2011-03-09T00:00:00.000,No
1533,Toys/Children's Products,Wooden block,Lead,12.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-09-21T00:00:00.000,No
100,Food-Spice,Dhania (Coriander powder),Lead,2.6,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-04-11T00:00:00.000,No
959,Dietary Supplement/Medications/Remedy,Gita Madhumehantak Vati (Ayurvedic),Lead,66000.0,ppm,Gita Bhawan Ayurved Sansthan,INDIA,2013-11-15T00:00:00.000,No
65,Food-Spice,Cumin,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-03-25T00:00:00.000,No
851,Dietary Supplement/Medications/Remedy,Ashtavargam Kashayam (Ayurvedic),Mercury,-1.0,ppm,Thaikkattu Mooss Vaidyaratnam Oushadhasala (P) Ltd,INDIA,2013-07-17T00:00:00.000,No
987,Dietary Supplement/Medications/Remedy,Rhinathiol,Lead,-1.0,ppm,Unither Liquid Manufacturing,FRANCE,2013-11-18T00:00:00.000,No
234,Toys/Children's Products,Crayons,Lead,9.0,ppm,UNKNOWN OR NOT STATED,CHINA,2011-06-23T00:00:00.000,No
1523,Food-Spice,Mole,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2015-08-28T00:00:00.000,No
341,Food-Spice,Georgian spice,Lead,8.4,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-12-12T00:00:00.000,No
1518,Toys/Children's Products,Crayon,Lead,1.6,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-08-06T00:00:00.000,No
1502,Food Other,Farina (cereal),Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNITED STATES,2015-06-09T00:00:00.000,No
1339,Dietary Supplement/Medications/Remedy,Kaishore Guggulu (Ayurvedic),Mercury,0.89,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,2015-02-25T00:00:00.000,No
58,Food-Spice,Chili powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-03-22T00:00:00.000,No
547,Food-Spice,Turmeric powder,Lead,0.67,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-07-31T00:00:00.000,No
1364,Dietary Supplement/Medications/Remedy,Sariwadi Bati (Ayurvedic),Mercury,81.0,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,2015-02-25T00:00:00.000,No
53,Food-Candy,Dulces Vero Mango,Lead,0.44,ppm,Dulces Vero,MEXICO,2011-03-17T00:00:00.000,No
361,Dietary Supplement/Medications/Remedy,Phal (Ayurvedic),Arsenic,-1.0,ppm,Shree Aushadh Pratisthan,INDIA,2012-01-23T00:00:00.000,No
675,Food-Candy,Chocolate candy,Lead,-1.0,ppm,Kraft Foods Pakistan LTD,PAKISTAN,2012-12-11T00:00:00.000,No
351,Food Other,Chapulinas,Lead,70.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2011-12-16T00:00:00.000,No
792,Food Other,Mango,Lead,62.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2013-05-30T00:00:00.000,No
451,Food-Spice,Turmeric,Lead,-1.0,ppm,Swad,INDIA,2012-05-11T00:00:00.000,No
756,Dietary Supplement/Medications/Remedy,Homeopathic remedy for stomach disorder,Lead,-1.0,ppm,Kapsons Homoeo Clinics & Pharmacies,INDIA,2013-03-29T00:00:00.000,No
64,Food-Spice,Georgian spice,Lead,1.5,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-03-25T00:00:00.000,No
1582,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Mercury,-1.0,ppm,Lanzhou Traditional Herbs,CHINA,2015-12-03T00:00:00.000,No
269,Dietary Supplement/Medications/Remedy,Shatavari Kalpa (Ayurvedic),Lead,-1.0,ppm,The Ayurvedeeya Arkashala Ltd. Satara,INDIA,2011-08-25T00:00:00.000,No
378,Food-Spice,Asafoetida (Hing),Lead,3.6,ppm,UNKNOWN OR NOT STATED,INDIA,2012-01-23T00:00:00.000,No
1113,Toys/Children's Products,Toy helicopter,Lead,-1.0,ppm,Mattel,CHINA,2014-04-23T00:00:00.000,No
832,Food-Spice,Shan spice mix for meat & vegetable,Lead,-1.0,ppm,Shan Foods (Private) Ltd.,PAKISTAN,2013-06-27T00:00:00.000,No
619,Food-Spice,Garam Masala,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2012-10-11T00:00:00.000,No
189,Food Other,Dried Lily Bulb,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2011-05-20T00:00:00.000,No
1568,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Arsenic,1.7,ppm,Lanzhou Traditional Herbs,CHINA,2015-12-03T00:00:00.000,No
260,Food-Spice,Oregano,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-08-17T00:00:00.000,No
266,Dietary Supplement/Medications/Remedy,Mahadhanwantaram Gulika (Ayurvedic),Lead,6.6,ppm,Arya Vaidya Sala,INDIA,2011-08-25T00:00:00.000,No
366,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Mercury,70000.0,ppm,Ban Labs Ltd.,INDIA,2012-01-23T00:00:00.000,No
1207,Cosmetics,Lakme Kajal,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2014-09-08T00:00:00.000,No
1286,Toys/Children's Products,Sensory Toy (purple grapes),Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNITED STATES,2015-02-25T00:00:00.000,No
321,Food Other,Mole Poblano,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2011-11-15T00:00:00.000,No
736,Cosmetics,Tepezcohuite,Lead,-1.0,ppm,Technobotanica de Mexico,MEXICO,2013-03-15T00:00:00.000,No
1553,Food-Spice,Harde whole,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-10-07T00:00:00.000,No
293,Food Other,Fruit in syrup,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-09-08T00:00:00.000,No
672,Dietary Supplement/Medications/Remedy,Shatavari Capsules (Ayurvedic),Arsenic,-1.0,ppm,Goodcare Pharma (P) Ltd.,INDIA,2012-12-03T00:00:00.000,No
1405,Dietary Supplement/Medications/Remedy,Arshoghni Bati (Ayurvedic),Arsenic,5.4,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd",INDIA,2015-02-25T00:00:00.000,No
604,Dietary Supplement/Medications/Remedy,Swarna Malini Vasant (Ayurvedic),Arsenic,1300.0,ppm,Amrita Drugs,INDIA,2012-09-20T00:00:00.000,No
1275,Jewelry,Amulet-heart pendant,Lead,7.9,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-02-19T00:00:00.000,No
1540,Toys/Children's Products,Blue toy (Smurf),Lead,47.0,ppm,UNKNOWN OR NOT STATED,VIET NAM,2015-10-02T00:00:00.000,No
1181,Food-Spice,Utskho Suneli,Lead,2.5,ppm,UNKNOWN OR NOT STATED,GEORGIA,2014-08-14T00:00:00.000,No
653,Food-Spice,Curry,Lead,0.51,ppm,Edward Beharry,GUYANA,2012-11-29T00:00:00.000,No
597,Food-Spice,Oxtail Seasoning,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-09-19T00:00:00.000,No
1495,Food-Spice,Chili powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2015-05-21T00:00:00.000,No
