row_id,product_type,product_name,metal,concentration,units,manufacturer,made_in_country,collection_date,deleted
1050,Dietary Supplement/Medications/Remedy,Desenfriol Ito,Lead,-1.0,ppm,Desenfriol Ito,MEXICO,2014-02-04T00:00:00.000,No
700,Food-Spice,Garam Masala,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-01-25T00:00:00.000,No
717,Food-Spice,Cumin Powder,Lead,560.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-02-14T00:00:00.000,No
776,Other,Grinding Stone,Lead,3.9,ppm,UNKNOWN OR NOT STATED,INDIA,2013-03-29T00:00:00.000,No
272,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Arsenic,1200.0,ppm,Ban Labs Ltd.,INDIA,2011-08-25T00:00:00.000,No
968,Dietary Supplement/Medications/Remedy,Madhunashini Vati (Ayurvedic),Lead,6.7,ppm,Divya Pharmacy,INDIA,2013-11-15T00:00:00.000,No
602,Dietary Supplement/Medications/Remedy,Laxmi Vilas Ras (Nardiya) (Ayurvedic),Lead,2.4,ppm,Dabur,INDIA,2012-09-20T00:00:00.000,No
963,Dietary Supplement/Medications/Remedy,Gita Madhumehantak Vati (Ayurvedic),Lead,70000.0,ppm,Gita Bhawan Ayurved Sansthan,INDIA,2013-11-15T00:00:00.000,No
1566,Food-Spice,Chili Powder,Lead,7.5,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-12-03T00:00:00.000,No
400,Food-Spice,Georgian spice,Lead,18000.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-03-09T00:00:00.000,No
639,Religious powder,Turmeric,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-11-21T00:00:00.000,No
917,Food-Candy,Granulated candy packs,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2013-10-17T00:00:00.000,No
257,Food-Spice,Turmeric powder,Lead,6.7,ppm,Y.V.S. & Co.,INDIA,2011-08-08T00:00:00.000,No
826,Food-Spice,Green spices,Lead,7100.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-06-27T00:00:00.000,No
298,Food Other,Dried fish,Lead,0.66,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-09-22T00:00:00.000,No
1411,Dietary Supplement/Medications/Remedy,Shankh Bati (Ayurvedic),Arsenic,5.2,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,2015-02-25T00:00:00.000,No
368,Dietary Supplement/Medications/Remedy,Garbha Chintamani Ras(Vrihat) (Swarna Yukt) (Ayur),Lead,-1.0,ppm,Shree Baidyanath,INDIA,2012-01-23T00:00:00.000,No
582,Food-Spice,Ogbono,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,NIGERIA,2012-09-07T00:00:00.000,No
1273,Food-Spice,Chili,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2015-02-19T00:00:00.000,No
1119,Food-Spice,Georgian spice ('Zaprana' or 'Saffron'),Lead,1.7,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2014-04-29T00:00:00.000,No
141,Toys/Children's Products,Painted brown ceramic miniature pot,Lead,8900.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2011-04-28T00:00:00.000,No
764,Jewelry,Tabiz,Lead,160.0,ppm,UNKNOWN OR NOT STATED,INDIA,2013-03-29T00:00:00.000,No
1352,Dietary Supplement/Medications/Remedy,Brahmi Bati (Buddhi Vardhak) (Ayurvedic),Lead,86.0,ppm,Shree Baidyanath,INDIA,2015-02-25T00:00:00.000,No
1229,Food-Spice,Georgian spice (Yellow flower),Lead,22000.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2014-11-06T00:00:00.000,No
1437,Food-Spice,Chili powder,Lead,34.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-03-03T00:00:00.000,No
83,Food-Spice,Chili powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MOROCCO,2011-04-06T00:00:00.000,No
237,Toys/Children's Products,Football,Lead,16.0,ppm,Multitoys,BRAZIL,2011-06-27T00:00:00.000,No
1572,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Lead,2.7,ppm,Lanzhou Traditional Herbs,CHINA,2015-12-03T00:00:00.000,No
1043,Food-Spice,Clasico seasoning with lime,Lead,-1.0,ppm,Tajin,MEXICO,2014-01-17T00:00:00.000,No
1212,Toys/Children's Products,Painted metal car,Lead,-1.0,ppm,Hot Wheels,THAILAND,2014-09-11T00:00:00.000,No
471,Toys/Children's Products,Crayon,Lead,0.57,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-05-30T00:00:00.000,No
904,Dietary Supplement/Medications/Remedy,Herbal remedy for reproductive health (dark brown powder),Lead,1.6,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-09-24T00:00:00.000,No
334,Dietary Supplement/Medications/Remedy,White tablet (calcium supplement),Lead,0.87,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-12-05T00:00:00.000,No
614,Cosmetics,Eye Max,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,RUSSIAN FEDERATION,2012-10-11T00:00:00.000,No
721,Food-Spice,Spice,Lead,53.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2013-02-20T00:00:00.000,No
1538,Food-Spice,Georgian spice,Lead,9.9,ppm,UNKNOWN OR NOT STATED,GEORGIA,2015-09-30T00:00:00.000,No
1562,Toys/Children's Products,Toy pig,Lead,3.4,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-11-18T00:00:00.000,No
416,Food-Spice,Turmeric,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-04-05T00:00:00.000,No
268,Dietary Supplement/Medications/Remedy,Shatavari Kalpa (Ayurvedic),Arsenic,-1.0,ppm,The Ayurvedeeya Arkashala Ltd. Satara,INDIA,2011-08-25T00:00:00.000,No
26,Jewelry,Amulet/charm,Lead,500000.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-02-08T00:00:00.000,No
859,Dietary Supplement/Medications/Remedy,Shatavar Choorna (Ayurvedic),Mercury,-1.0,ppm,Patanjali Ayurved Limited,INDIA,2013-07-17T00:00:00.000,No
398,Food-Spice,Georgian spice,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-03-09T00:00:00.000,No
523,Toys/Children's Products,Frog/Duck,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2012-06-23T00:00:00.000,No
150,Food Other,Chocolate,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-05-03T00:00:00.000,No
1310,Dietary Supplement/Medications/Remedy,Rajahpravartini Bati (Ayurvedic),Mercury,19.0,ppm,Shree Baidyanath Ayurved Bahwan (P) Ltd.,INDIA,2015-02-25T00:00:00.000,No
626,Food-Spice,Ginger powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MOROCCO,2012-10-22T00:00:00.000,No
1521,Dietary Supplement/Medications/Remedy,Trishun (Ayurvedic),Mercury,18000.0,ppm,Zandu/ Emami Limited,INDIA,2015-08-10T00:00:00.000,No
1327,Dietary Supplement/Medications/Remedy,Agnitundi Bati (Ayurvedic),Mercury,17000.0,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,2015-02-25T00:00:00.000,No
134,Food Other,Brown bark like material,Lead,330.0,ppm,UNKNOWN OR NOT STATED,CHINA,2011-04-26T00:00:00.000,No
1586,Dietary Supplement/Medications/Remedy,Shu Gan Wan (Poria & Peony Combo Extract),Arsenic,-1.0,ppm,Lanzhou Traditional Herbs,CHINA,2015-12-03T00:00:00.000,No
842,Dietary Supplement/Medications/Remedy,Palsynorm (Ayurvedic),Mercury,0.098,ppm,Four-S Lab,INDIA,2013-07-17T00:00:00.000,No
1065,Food-Spice,Coriander powder,Lead,0.99,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2014-02-28T00:00:00.000,No
1191,Food-Spice,Crushed Red Chili Pepper flakes,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2014-08-22T00:00:00.000,No
1477,Food-Spice,Turmeric,Lead,590.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-03-30T00:00:00.000,No
927,Food-Spice,Pink Milk Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-10-22T00:00:00.000,No
684,Food-Spice,Chilli powder,Lead,-1.0,ppm,MOHO?,UNKNOWN OR NOT STATED,2012-12-18T00:00:00.000,No
923,Food-Spice,Chicken Tandoori Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-10-22T00:00:00.000,No
62,Food-Spice,Georgian spice,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-03-25T00:00:00.000,No
1005,Cosmetics,Kajal,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2013-12-12T00:00:00.000,No
377,Food Other,Gooseberry,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-01-23T00:00:00.000,No
1003,Food-Spice,Cayenne,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2013-12-10T00:00:00.000,No
468,Dietary Supplement/Medications/Remedy,Loratadina,Lead,-1.0,ppm,"PRODUCTOS MAVER, S.A. DE C.V.",MEXICO,2012-05-23T00:00:00.000,No
1577,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Arsenic,2.3,ppm,Lanzhou Traditional Herbs,CHINA,2015-12-03T00:00:00.000,No
1160,Dietary Supplement/Medications/Remedy,Chavitos,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2014-08-01T00:00:00.000,No
683,Food-Spice,Coriander powder,Lead,-1.0,ppm,MOHO (?),UNKNOWN OR NOT STATED,2012-12-18T00:00:00.000,No
594,Other,Sofa cover,Lead,6.4,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-09-12T00:00:00.000,No
1614,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Lead,3.7,ppm,Lanzhou Traditional Herbs,CHINA,2015-12-16T00:00:00.000,No
1245,Food-Spice,Curry Powder,Lead,0.81,ppm,UNKNOWN OR NOT STATED,GEORGIA,2015-01-06T00:00:00.000,No
893,Food Other,Salsa Picante,Lead,-1.0,ppm,Sala Tamazula S.A. D.E. C.V.,MEXICO,2013-09-03T00:00:00.000,No
1325,Dietary Supplement/Medications/Remedy,Agnitundi Bati (Ayurvedic),Lead,4.7,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,2015-02-25T00:00:00.000,No
166,Food-Spice,Georgian spice,Lead,11000.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-05-04T00:00:00.000,No
1174,Cosmetics,Yoko Whitening Cream,Mercury,-1.0,ppm,Siam Yoko Ltd,THAILAND,2014-08-06T00:00:00.000,No
1235,Cosmetics,Surma,Lead,720000.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2014-11-20T00:00:00.000,No
576,Food-Candy,Mini Manicho Candy,Lead,-1.0,ppm,Universal Sweet Industries S.A.,ECUADOR,2012-09-04T00:00:00.000,No
413,Religious powder,Grayish Powder (Prashad),Lead,32.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-04-05T00:00:00.000,No
31,Toys/Children's Products,Red Race Car (Rust-Eze 95),Lead,73.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-02-18T00:00:00.000,No
1285,Toys/Children's Products,Sensory Toy (yellow banana),Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNITED STATES,2015-02-25T00:00:00.000,No
1032,Dietary Supplement/Medications/Remedy,Long Dan Xie Gan Wan,Cadmium,-1.0,ppm,Lanzhou Traditional Herbs,CHINA,2014-01-15T00:00:00.000,No
1403,Dietary Supplement/Medications/Remedy,Rajahprawartini Bati (Hera Bola&Alua) (Ayurvedic),Mercury,23.0,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,2015-02-25T00:00:00.000,No
1264,Food-Spice,Curry powder,Lead,6.8,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-01-26T00:00:00.000,No
432,Dietary Supplement/Medications/Remedy,Tahtym,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-04-23T00:00:00.000,No
1541,Toys/Children's Products,Wooden toy block,Lead,52.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-10-02T00:00:00.000,No
1422,Religious powder,Holi Color - Pink,Lead,1.5,ppm,UNKNOWN OR NOT STATED,INDIA,2015-02-25T00:00:00.000,No
57,Food-Spice,Turmeric powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-03-22T00:00:00.000,No
1036,Food Other,Maggi Magic Sarap,Lead,-1.0,ppm,Nestle Phillipines Inc,PHILIPPINES,2014-01-17T00:00:00.000,No
1497,Toys/Children's Products,Wooden toy blocks,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNITED STATES,2015-05-21T00:00:00.000,No
824,Dietary Supplement/Medications/Remedy,Pure Hericium Capsules,Lead,-1.0,ppm,Aloha Medicinals Inc.,UNITED STATES,2013-06-25T00:00:00.000,No
1519,Dietary Supplement/Medications/Remedy,Trishun (Ayurvedic),Arsenic,620.0,ppm,Zandu/ Emami Limited,INDIA,2015-08-10T00:00:00.000,No
308,Dietary Supplement/Medications/Remedy,Vitamin,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-10-20T00:00:00.000,No
1478,Food-Spice,Chili powder,Lead,6.3,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-03-30T00:00:00.000,No
216,Dietary Supplement/Medications/Remedy,Kankayan Bati (Gulma) (Ayurvedic),Lead,12.0,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,2011-06-13T00:00:00.000,No
86,Food-Spice,Curry powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MOROCCO,2011-04-06T00:00:00.000,No
841,Dietary Supplement/Medications/Remedy,Energen (Ayurvedic),Mercury,0.2,ppm,Global Remedies,INDIA,2013-07-17T00:00:00.000,No
858,Dietary Supplement/Medications/Remedy,Sanjeevni Vati (Ayurvedic),Mercury,8.6,ppm,Divya Pharmacy,INDIA,2013-07-17T00:00:00.000,No
669,Dietary Supplement/Medications/Remedy,Abhrak Bhasma (Ayurvedic),Arsenic,1200.0,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,2012-12-03T00:00:00.000,No
1493,Toys/Children's Products,Toy pen,Lead,-1.0,ppm,Fisher Price,UNITED STATES,2015-05-11T00:00:00.000,No
108,Food-Spice,Turmeric powder,Lead,1.5,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-04-14T00:00:00.000,No
80,Toys/Children's Products,Yellow plastic fish with green fin,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2011-04-06T00:00:00.000,No
55,Toys/Children's Products,Painted wooden toy top,Lead,170.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2011-03-17T00:00:00.000,No
1085,Cosmetics,Neoprosone-Gel,Lead,-1.0,ppm,Technopharma Ltd,INDIA,2014-04-01T00:00:00.000,No
165,Food-Spice,Georgian spice (yellow flower),Lead,1700.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-05-04T00:00:00.000,No
1480,Food-Spice,Red pepper powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2015-04-02T00:00:00.000,No
855,Dietary Supplement/Medications/Remedy,Shilajeet Rasyan (Ayurvedic),Mercury,6.6,ppm,Divya Pharmacy,INDIA,2013-07-17T00:00:00.000,No
1220,Dietary Supplement/Medications/Remedy,Amalaki (Ayurvedic),Lead,0.19,ppm,UNKNOWN OR NOT STATED,INDIA,2014-09-23T00:00:00.000,No
609,Toys/Children's Products,Painted maracas,Lead,63000.0,ppm,UNKNOWN OR NOT STATED,ECUADOR,2012-10-04T00:00:00.000,No
1077,Cosmetics,Venus de Milo cream beauty soap,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,JORDAN,2014-04-01T00:00:00.000,No
390,Toys/Children's Products,Superman Toy,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2012-02-14T00:00:00.000,No
795,Cosmetics,Surma,Lead,530000.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-06-07T00:00:00.000,No
1230,Food-Spice,Coriander,Lead,2.3,ppm,UNKNOWN OR NOT STATED,GEORGIA,2014-11-06T00:00:00.000,No
605,Dietary Supplement/Medications/Remedy,Swarna Malini Vasant (Ayurvedic),Lead,31000.0,ppm,Amrita Drugs,INDIA,2012-09-20T00:00:00.000,No
1125,Food-Spice,Fa sauce powder,Lead,240.0,ppm,UNKNOWN OR NOT STATED,MALI,2014-04-30T00:00:00.000,No
940,Food-Spice,Mixed spices,Lead,1.0,ppm,UNKNOWN OR NOT STATED,JORDAN,2013-10-25T00:00:00.000,No
1147,Food-Spice,Turmeric,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2014-07-12T00:00:00.000,No
771,Food-Spice,Garam Masala,Lead,2.2,ppm,UNKNOWN OR NOT STATED,INDIA,2013-03-29T00:00:00.000,No
1418,Dietary Supplement/Medications/Remedy,Saptamrit Lauh (Mulethi & Lauh) (Ayurvedic),Lead,22.0,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,2015-02-25T00:00:00.000,No
958,Dietary Supplement/Medications/Remedy,Gita Madhumehantak Vati (Ayurvedic),Lead,74000.0,ppm,Gita Bhawan Ayurved Sansthan,INDIA,2013-11-15T00:00:00.000,No
833,Food Other,Basmati Rice Extra Long Kernel,Lead,-1.0,ppm,DATA CORPORATION,PAKISTAN,2013-06-27T00:00:00.000,No
882,Toys/Children's Products,Toy,Lead,4.6,ppm,Learning Curve Brand,UNITED STATES,2013-08-08T00:00:00.000,No
159,Cosmetics,Lipstick,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-05-04T00:00:00.000,No
