development_name,borough,account_name,location,meter_amr,meter_scope,tds,edp,rc_code,funding_source,amp,vendor_name,umis_bill_id,revenue_month,service_start_date,service_end_date,days,meter_number,estimated,current_charges,rate_class,bill_analyzed,consumption_mlbs
344 EAST 28TH STREET,MANHATTAN,EAST 028TH STREET,BLD 01,AMR,,185,452,M018500,MIXED FINANCE/LLC2,NY005021850P,CONSOLIDATED EDISON COMPANY OF NY,6587781,2018-02,2018-01-31T00:00:00.000,2018-02-28T00:00:00.000,28,321290,N,10336.48,SC4,Yes,308.52
GOMPERS,MANHATTAN,GOMPERS,BLD 01,AMR,,100,237,M010000,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,6822712,2018-02,2018-01-31T00:00:00.000,2018-02-28T00:00:00.000,28,22444,N,82197.51,SC3,Yes,2588.2
AMSTERDAM ADDITION,MANHATTAN,AMSTERDAM ADDITION,BLD 01,AMR,,187,453,M018700,MIXED FINANCE/LLC1,NY005021870P,CONSOLIDATED EDISON COMPANY OF NY,6587836,2018-02,2018-01-31T00:00:00.000,2018-02-28T00:00:00.000,28,321136,N,42042.43,SC3,Yes,1269.67
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 22,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6670672,2018-02,2018-01-31T00:00:00.000,2018-02-28T00:00:00.000,28,311067,N,2252.48,SC3,Yes,59.03
WSUR (SITE C) 589 AMSTERDAM AVENUE,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE C),BLD 01,AMR,,174,259,M017400,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6587725,2018-02,2018-01-31T00:00:00.000,2018-02-28T00:00:00.000,28,331154,N,38731.28,SC3,Yes,1153.34
SEWARD PARK EXTENSION,MANHATTAN,SEWARD PARK EXTENSION,BLD 01,AMR,,192,312,M019200,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,6937633,2018-02,2018-01-31T00:00:00.000,2018-02-28T00:00:00.000,28,321269,N,29566.5,SC3,Yes,921.2
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 22,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6670672,2018-02,2018-01-31T00:00:00.000,2018-02-28T00:00:00.000,28,322037,N,3735.68,SC3,Yes,97.9
SEWARD PARK EXTENSION,MANHATTAN,SEWARD PARK EXTENSION,BLD 01,AMR,,192,312,M019200,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,6937633,2018-02,2018-01-31T00:00:00.000,2018-02-28T00:00:00.000,28,332130,N,31517.91,SC3,Yes,982.0
WSUR (SITE C) 589 AMSTERDAM AVENUE,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE C),BLD 01,AMR,,174,259,M017400,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6587725,2018-02,2018-01-31T00:00:00.000,2018-02-28T00:00:00.000,28,321318,N,9743.43,SC3,Yes,290.14
WSUR (SITE B) 74 WEST 92ND STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE B),BLD 05,AMR,,173,259,M017300,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6587660,2018-02,2018-01-31T00:00:00.000,2018-02-28T00:00:00.000,28,322105,N,9722.08,SC3,Yes,291.04
FULTON,MANHATTAN,FULTON,BLD 01,AMR,,136,252,M013600,FEDERAL,NY005001360P,CONSOLIDATED EDISON COMPANY OF NY,6587704,2018-02,2018-01-31T00:00:00.000,2018-02-28T00:00:00.000,28,24012,N,223583.92,SC3,Yes,7189.0
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 19,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6587714,2018-02,2018-01-31T00:00:00.000,2018-02-28T00:00:00.000,28,322040,N,10262.31,SC3,Yes,298.16
FULTON,MANHATTAN,FULTON,BLD 01,AMR,,136,252,M013600,FEDERAL,NY005001360P,CONSOLIDATED EDISON COMPANY OF NY,6587704,2018-02,2018-01-31T00:00:00.000,2018-02-28T00:00:00.000,28,23318,N,100082.5,SC3,Yes,3218.0
THOMAS APARTMENTS,MANHATTAN,THOMAS APARTMENTS,BLD 01,AMR,,268,387,M026800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6587873,2018-02,2018-01-31T00:00:00.000,2018-02-28T00:00:00.000,28,322062,N,8576.48,SC3,Yes,239.58
STRAUS,MANHATTAN,STRAUS,BLD 01,AMR,,153,263,M015300,FEDERAL,NY005011530P,CONSOLIDATED EDISON COMPANY OF NY,6587647,2018-02,2018-01-31T00:00:00.000,2018-02-28T00:00:00.000,28,321108,N,31966.51,SC3,Yes,981.93
STRAUS,MANHATTAN,STRAUS,BLD 01,AMR,,153,263,M015300,FEDERAL,NY005011530P,CONSOLIDATED EDISON COMPANY OF NY,6587647,2018-02,2018-01-31T00:00:00.000,2018-02-28T00:00:00.000,28,332091,N,29564.95,SC3,Yes,908.16
WSUR (SITE B) 74 WEST 92ND STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE B),BLD 05,AMR,,173,259,M017300,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6587660,2018-02,2018-01-31T00:00:00.000,2018-02-28T00:00:00.000,28,331087,N,44100.46,SC3,Yes,1320.19
WISE TOWERS,MANHATTAN,WISE TOWERS,BLD 02,AMR,,127,445,M012700,MIXED FINANCE/LLC2,NY005021270P,CONSOLIDATED EDISON COMPANY OF NY,6991654,2018-02,2018-01-31T00:00:00.000,2018-02-28T00:00:00.000,28,331153,N,56013.17,SC3,Yes,1776.29
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 19,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6587714,2018-02,2018-01-31T00:00:00.000,2018-02-28T00:00:00.000,28,321022,N,23043.74,SC3,Yes,669.51
WISE TOWERS,MANHATTAN,WISE TOWERS,BLD 02,AMR,,127,445,M012700,MIXED FINANCE/LLC2,NY005021270P,CONSOLIDATED EDISON COMPANY OF NY,6991654,2018-02,2018-01-31T00:00:00.000,2018-02-28T00:00:00.000,28,342056,N,54053.34,SC3,Yes,1714.14
CAMPOS PLAZA I,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA I ALL,257,544,M025700,SECTION 8,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,6941088,2018-02,2018-01-31T00:00:00.000,2018-02-28T00:00:00.000,28,22440-544,N,28446.46,SC3,Yes,874.67
WSUR (SITE A) 120 WEST 94TH STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE A),BLD 03,AMR,,151,259,M015100,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6530193,2018-01,2017-12-29T00:00:00.000,2018-01-31T00:00:00.000,33,322112,N,17077.35,SC3,Yes,515.86
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 22,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6531053,2018-01,2017-12-29T00:00:00.000,2018-01-31T00:00:00.000,33,311067,N,3101.52,SC3,Yes,89.0
DE HOSTOS APARTMENTS,MANHATTAN,DE HOSTOS APARTMENTS,BLD 01,AMR,,155,265,M015500,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6941040,2018-01,2017-12-30T00:00:00.000,2018-01-31T00:00:00.000,32,341004,N,16296.63,SC3,Yes,563.91
THOMAS APARTMENTS,MANHATTAN,THOMAS APARTMENTS,BLD 01,AMR,,268,387,M026800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6531351,2018-01,2017-12-29T00:00:00.000,2018-01-31T00:00:00.000,33,322062,N,9539.28,SC3,Yes,290.03
GOMPERS,MANHATTAN,GOMPERS,BLD 01,AMR,,100,237,M010000,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,6936506,2018-01,2017-12-29T00:00:00.000,2018-01-31T00:00:00.000,33,22306,N,98162.51,SC3,Yes,3450.7
WISE TOWERS,MANHATTAN,WISE TOWERS,BLD 02,AMR,,127,445,M012700,MIXED FINANCE/LLC2,NY005021270P,CONSOLIDATED EDISON COMPANY OF NY,6595355,2018-01,2017-12-29T00:00:00.000,2018-01-31T00:00:00.000,33,331153,N,67597.08,SC3,Yes,2343.63
GOMPERS,MANHATTAN,GOMPERS,BLD 01,AMR,,100,237,M010000,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,6936506,2018-01,2017-12-29T00:00:00.000,2018-01-31T00:00:00.000,33,22444,N,65024.45,SC3,Yes,2285.8
AMSTERDAM ADDITION,MANHATTAN,AMSTERDAM ADDITION,BLD 01,AMR,,187,453,M018700,MIXED FINANCE/LLC1,NY005021870P,CONSOLIDATED EDISON COMPANY OF NY,6597030,2018-01,2017-12-29T00:00:00.000,2018-01-31T00:00:00.000,33,321136,N,28859.25,SC3,Yes,946.71
WSUR (SITE A) 120 WEST 94TH STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE A),BLD 03,AMR,,151,259,M015100,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6530193,2018-01,2017-12-29T00:00:00.000,2018-01-31T00:00:00.000,33,321316,N,7754.43,SC3,Yes,234.24
AMSTERDAM ADDITION,MANHATTAN,AMSTERDAM ADDITION,BLD 01,AMR,,187,453,M018700,MIXED FINANCE/LLC1,NY005021870P,CONSOLIDATED EDISON COMPANY OF NY,6597030,2018-01,2017-12-29T00:00:00.000,2018-01-31T00:00:00.000,33,331058,N,42490.05,SC3,Yes,1393.86
ROBBINS PLAZA,MANHATTAN,ROBBINS PLAZA,BLD 01,AMR,,218,329,M021800,FEDERAL,NY005011390P,CONSOLIDATED EDISON COMPANY OF NY,6597087,2018-01,2017-12-29T00:00:00.000,2018-01-31T00:00:00.000,33,321143,N,28531.58,SC3,Yes,892.73
ROBBINS PLAZA,MANHATTAN,ROBBINS PLAZA,BLD 01,AMR,,218,329,M021800,FEDERAL,NY005011390P,CONSOLIDATED EDISON COMPANY OF NY,6597087,2018-01,2017-12-29T00:00:00.000,2018-01-31T00:00:00.000,33,310029,N,5560.07,SC3,Yes,173.97
344 EAST 28TH STREET,MANHATTAN,EAST 028TH STREET,BLD 01,AMR,,185,452,M018500,MIXED FINANCE/LLC2,NY005021850P,CONSOLIDATED EDISON COMPANY OF NY,6531027,2018-01,2017-12-29T00:00:00.000,2018-01-31T00:00:00.000,33,321290,N,11185.95,SC4,Yes,363.32
344 EAST 28TH STREET,MANHATTAN,EAST 028TH STREET,BLD 01,AMR,,185,452,M018500,MIXED FINANCE/LLC2,NY005021850P,CONSOLIDATED EDISON COMPANY OF NY,6531027,2018-01,2017-12-29T00:00:00.000,2018-01-31T00:00:00.000,33,331161,N,46639.74,SC4,Yes,1514.86
WISE TOWERS,MANHATTAN,WISE TOWERS,BLD 02,AMR,,127,445,M012700,MIXED FINANCE/LLC2,NY005021270P,CONSOLIDATED EDISON COMPANY OF NY,6595355,2018-01,2017-12-29T00:00:00.000,2018-01-31T00:00:00.000,33,342056,N,66597.68,SC3,Yes,2308.98
DE HOSTOS APARTMENTS,MANHATTAN,DE HOSTOS APARTMENTS,BLD 01,AMR,,155,265,M015500,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6941040,2018-01,2017-12-30T00:00:00.000,2018-01-31T00:00:00.000,32,321021,N,69997.69,SC3,Yes,2422.12
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 22,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6531053,2018-01,2017-12-29T00:00:00.000,2018-01-31T00:00:00.000,33,322037,N,8417.68,SC3,Yes,241.55
CAMPOS PLAZA I,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA I ALL,257,544,M025700,SECTION 8,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,6825618,2018-01,2017-12-29T00:00:00.000,2018-01-31T00:00:00.000,33,22440-544,N,37313.71,SC3,Yes,1298.38
CAMPOS PLAZA I,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA I ALL,257,544,M025700,SECTION 8,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,6825618,2018-01,2017-12-29T00:00:00.000,2018-01-31T00:00:00.000,33,23358-544,N,27.3,SC3,Yes,0.95
WSUR (SITE B) 74 WEST 92ND STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE B),BLD 05,AMR,,173,259,M017300,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6530609,2018-01,2017-12-29T00:00:00.000,2018-01-31T00:00:00.000,33,322105,N,12053.31,SC3,Yes,394.2
CAMPOS PLAZA II,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA II ALL,286,593,M028600,FEDERAL,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,6825618,2018-01,2017-12-29T00:00:00.000,2018-01-31T00:00:00.000,33,22440-593,N,41407.31,SC3,Yes,1440.82
WSUR (SITE B) 74 WEST 92ND STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE B),BLD 05,AMR,,173,259,M017300,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6530609,2018-01,2017-12-29T00:00:00.000,2018-01-31T00:00:00.000,33,331087,N,54516.01,SC3,Yes,1782.93
CAMPOS PLAZA II,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA II ALL,286,593,M028600,FEDERAL,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,6825618,2018-01,2017-12-29T00:00:00.000,2018-01-31T00:00:00.000,33,23358-593,N,30.18,SC3,Yes,1.05
WSUR (SITE C) 589 AMSTERDAM AVENUE,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE C),BLD 01,AMR,,174,259,M017400,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6530935,2018-01,2017-12-29T00:00:00.000,2018-01-31T00:00:00.000,33,321318,N,8710.93,SC3,Yes,282.95
SEWARD PARK EXTENSION,MANHATTAN,SEWARD PARK EXTENSION,BLD 01,AMR,,192,312,M019200,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,6936596,2018-01,2017-12-29T00:00:00.000,2018-01-31T00:00:00.000,33,321269,N,45549.75,SC3,Yes,1540.6
SEWARD PARK EXTENSION,MANHATTAN,SEWARD PARK EXTENSION,BLD 01,AMR,,192,312,M019200,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,6936596,2018-01,2017-12-29T00:00:00.000,2018-01-31T00:00:00.000,33,332130,N,46563.87,SC3,Yes,1574.9
WSUR (SITE C) 589 AMSTERDAM AVENUE,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE C),BLD 01,AMR,,174,259,M017400,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6530935,2018-01,2017-12-29T00:00:00.000,2018-01-31T00:00:00.000,33,331154,N,49187.88,SC3,Yes,1597.73
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 19,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6530882,2018-01,2017-12-29T00:00:00.000,2018-01-31T00:00:00.000,33,321022,N,4045.8,SC3,Yes,124.21
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 19,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6530882,2018-01,2017-12-29T00:00:00.000,2018-01-31T00:00:00.000,33,322040,N,38967.12,SC3,Yes,1196.33
FULTON,MANHATTAN,FULTON,BLD 01,AMR,,136,252,M013600,FEDERAL,NY005001360P,CONSOLIDATED EDISON COMPANY OF NY,6597135,2018-01,2017-12-29T00:00:00.000,2018-01-31T00:00:00.000,33,23318,N,121041.09,SC3,Yes,4397.0
FULTON,MANHATTAN,FULTON,BLD 01,AMR,,136,252,M013600,FEDERAL,NY005001360P,CONSOLIDATED EDISON COMPANY OF NY,6597135,2018-01,2017-12-29T00:00:00.000,2018-01-31T00:00:00.000,33,24012,N,298569.84,SC3,Yes,10846.0
STRAUS,MANHATTAN,STRAUS,BLD 01,AMR,,153,263,M015300,FEDERAL,NY005011530P,CONSOLIDATED EDISON COMPANY OF NY,6595610,2018-01,2017-12-29T00:00:00.000,2018-01-31T00:00:00.000,33,321108,N,43761.87,SC3,Yes,1482.78
THOMAS APARTMENTS,MANHATTAN,THOMAS APARTMENTS,BLD 01,AMR,,268,387,M026800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6531351,2018-01,2017-12-29T00:00:00.000,2018-01-31T00:00:00.000,33,321244,N,16581.17,SC3,Yes,504.13
STRAUS,MANHATTAN,STRAUS,BLD 01,AMR,,153,263,M015300,FEDERAL,NY005011530P,CONSOLIDATED EDISON COMPANY OF NY,6595610,2018-01,2017-12-29T00:00:00.000,2018-01-31T00:00:00.000,33,332091,N,40756.53,SC3,Yes,1380.95
WSUR (SITE C) 589 AMSTERDAM AVENUE,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE C),BLD 01,AMR,,174,259,M017400,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6435209,2017-12,2017-12-01T00:00:00.000,2017-12-29T00:00:00.000,28,321318,N,6818.82,SC3,Yes,259.35
WSUR (SITE C) 589 AMSTERDAM AVENUE,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE C),BLD 01,AMR,,174,259,M017400,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6435209,2017-12,2017-12-01T00:00:00.000,2017-12-29T00:00:00.000,28,331154,N,28806.54,SC3,Yes,1095.64
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 19,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6435200,2017-12,2017-12-01T00:00:00.000,2017-12-29T00:00:00.000,28,322040,N,9365.94,SC3,Yes,331.79
FULTON,MANHATTAN,FULTON,BLD 01,AMR,,136,252,M013600,FEDERAL,NY005001360P,CONSOLIDATED EDISON COMPANY OF NY,6435194,2017-12,2017-11-30T00:00:00.000,2017-12-29T00:00:00.000,29,24012,N,188360.89,SC3,Yes,8104.0
FULTON,MANHATTAN,FULTON,BLD 01,AMR,,136,252,M013600,FEDERAL,NY005001360P,CONSOLIDATED EDISON COMPANY OF NY,6435194,2017-12,2017-11-30T00:00:00.000,2017-12-29T00:00:00.000,29,23318,N,78607.66,SC3,Yes,3382.0
SEWARD PARK EXTENSION,MANHATTAN,SEWARD PARK EXTENSION,BLD 01,AMR,,192,312,M019200,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,6435313,2017-12,2017-11-30T00:00:00.000,2017-12-29T00:00:00.000,29,321269,N,29032.49,SC3,Yes,1105.1
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 19,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6435200,2017-12,2017-12-01T00:00:00.000,2017-12-29T00:00:00.000,28,321022,N,19671.33,SC3,Yes,696.86
WSUR (SITE A) 120 WEST 94TH STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE A),BLD 03,AMR,,151,259,M015100,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6435287,2017-12,2017-12-01T00:00:00.000,2017-12-29T00:00:00.000,28,322112,N,12315.16,SC3,Yes,422.63
STRAUS,MANHATTAN,STRAUS,BLD 01,AMR,,153,263,M015300,FEDERAL,NY005011530P,CONSOLIDATED EDISON COMPANY OF NY,6435305,2017-12,2017-11-30T00:00:00.000,2017-12-29T00:00:00.000,29,321108,N,26780.07,SC3,Yes,1053.37
STRAUS,MANHATTAN,STRAUS,BLD 01,AMR,,153,263,M015300,FEDERAL,NY005011530P,CONSOLIDATED EDISON COMPANY OF NY,6435305,2017-12,2017-11-30T00:00:00.000,2017-12-29T00:00:00.000,29,332091,N,25593.06,SC3,Yes,1006.68
CAMPOS PLAZA I,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA I ALL,257,544,M025700,SECTION 8,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,6435187,2017-12,2017-11-30T00:00:00.000,2017-12-29T00:00:00.000,29,23358-544,N,0.0,SC3,Yes,0.0
GOMPERS,MANHATTAN,GOMPERS,BLD 01,AMR,,100,237,M010000,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,6435220,2017-12,2017-11-30T00:00:00.000,2017-12-29T00:00:00.000,29,22444,N,70810.36,SC3,Yes,2998.6
WISE TOWERS,MANHATTAN,WISE TOWERS,BLD 02,AMR,,127,445,M012700,MIXED FINANCE/LLC2,NY005021270P,CONSOLIDATED EDISON COMPANY OF NY,6435204,2017-12,2017-11-30T00:00:00.000,2017-12-29T00:00:00.000,29,331153,N,44928.51,SC3,Yes,1858.47
THOMAS APARTMENTS,MANHATTAN,THOMAS APARTMENTS,BLD 01,AMR,,268,387,M026800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6435301,2017-12,2017-11-30T00:00:00.000,2017-12-29T00:00:00.000,29,322062,N,6012.66,SC3,Yes,209.05
CAMPOS PLAZA II,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA II ALL,286,593,M028600,FEDERAL,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,6435187,2017-12,2017-11-30T00:00:00.000,2017-12-29T00:00:00.000,29,22440-593,N,13535.16,SC3,Yes,1039.53
WSUR (SITE A) 120 WEST 94TH STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE A),BLD 03,AMR,,151,259,M015100,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6435287,2017-12,2017-12-01T00:00:00.000,2017-12-29T00:00:00.000,28,321316,N,5985.51,SC3,Yes,205.41
SEWARD PARK EXTENSION,MANHATTAN,SEWARD PARK EXTENSION,BLD 01,AMR,,192,312,M019200,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,6435313,2017-12,2017-11-30T00:00:00.000,2017-12-29T00:00:00.000,29,332130,N,27211.88,SC3,Yes,1035.8
THOMAS APARTMENTS,MANHATTAN,THOMAS APARTMENTS,BLD 01,AMR,,268,387,M026800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6435301,2017-12,2017-11-30T00:00:00.000,2017-12-29T00:00:00.000,29,321244,N,10666.32,SC3,Yes,370.85
WISE TOWERS,MANHATTAN,WISE TOWERS,BLD 02,AMR,,127,445,M012700,MIXED FINANCE/LLC2,NY005021270P,CONSOLIDATED EDISON COMPANY OF NY,6435204,2017-12,2017-11-30T00:00:00.000,2017-12-29T00:00:00.000,29,342056,N,44148.87,SC3,Yes,1826.22
CAMPOS PLAZA II,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA II ALL,286,593,M028600,FEDERAL,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,6435187,2017-12,2017-11-30T00:00:00.000,2017-12-29T00:00:00.000,29,23358-593,N,0.0,SC3,Yes,0.0
ROBBINS PLAZA,MANHATTAN,ROBBINS PLAZA,BLD 01,AMR,,218,329,M021800,FEDERAL,NY005011390P,CONSOLIDATED EDISON COMPANY OF NY,6473419,2017-12,2017-11-30T00:00:00.000,2017-12-29T00:00:00.000,29,310029,N,27959.1,SC3,Yes,1061.33
WSUR (SITE B) 74 WEST 92ND STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE B),BLD 05,AMR,,173,259,M017300,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6435172,2017-12,2017-11-30T00:00:00.000,2017-12-29T00:00:00.000,29,331087,N,36328.01,SC3,Yes,1402.34
DE HOSTOS APARTMENTS,MANHATTAN,DE HOSTOS APARTMENTS,BLD 01,AMR,,155,265,M015500,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6435216,2017-12,2017-11-30T00:00:00.000,2017-12-29T00:00:00.000,29,321021,N,12605.3,SC3,Yes,482.81
ROBBINS PLAZA,MANHATTAN,ROBBINS PLAZA,BLD 01,AMR,,218,329,M021800,FEDERAL,NY005011390P,CONSOLIDATED EDISON COMPANY OF NY,6473419,2017-12,2017-11-30T00:00:00.000,2017-12-29T00:00:00.000,29,321143,N,6768.42,SC3,Yes,256.93
DE HOSTOS APARTMENTS,MANHATTAN,DE HOSTOS APARTMENTS,BLD 01,AMR,,155,265,M015500,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6435216,2017-12,2017-11-30T00:00:00.000,2017-12-29T00:00:00.000,29,341004,N,36849.89,SC3,Yes,1411.43
GOMPERS,MANHATTAN,GOMPERS,BLD 01,AMR,,100,237,M010000,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,6435220,2017-12,2017-11-30T00:00:00.000,2017-12-29T00:00:00.000,29,22306,N,46799.16,SC3,Yes,1981.8
344 EAST 28TH STREET,MANHATTAN,EAST 028TH STREET,BLD 01,AMR,,185,452,M018500,MIXED FINANCE/LLC2,NY005021850P,CONSOLIDATED EDISON COMPANY OF NY,6435226,2017-12,2017-11-30T00:00:00.000,2017-12-29T00:00:00.000,29,331161,N,28423.98,SC4,Yes,1079.36
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 22,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6435292,2017-12,2017-11-30T00:00:00.000,2017-12-29T00:00:00.000,29,322037,N,4232.29,SC3,Yes,139.67
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 22,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6435292,2017-12,2017-11-30T00:00:00.000,2017-12-29T00:00:00.000,29,311067,N,2067.82,SC3,Yes,68.24
CAMPOS PLAZA I,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA I ALL,257,544,M025700,SECTION 8,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,6435187,2017-12,2017-11-30T00:00:00.000,2017-12-29T00:00:00.000,29,22440-544,N,10991.38,SC3,Yes,936.77
