,neversink_date,ashokan_east_storage,ashokan_east_elevation,ashokan_west_storage,ashokan_west_elevation,ashokan_release,schoharie_storage,schoharie_elevation,schoharie_release,rondout_storage,rondout_elevation,rondout_release,neversink_storage,neversink_elevation,neversink_north_flow_release,neversink_south_flow_release,neversink_conservation_flow_release,cannonsville_release,pepacton_storage,pepacton_elevation,pepacton_north_flow_release,pepactonsouth_flow_release,pepacton_conservation_flow_release,cannonsville_storage,cannonsville_elevation
230,2018-06-19T08:00:00.000,77.69,586.59,42.72,587.8,17,17.53,1127.97,132.6,48.26,838.17,14.71,33.94,1437.49,0.0,64.9,0.0,137.65,1277.17,0.0,87.4,0.0,88.1,1145.79,265.9
231,2018-06-20T08:00:00.000,77.68,586.57,42.45,587.56,17,17.44,1127.97,136.0,48.38,838.35,14.71,33.76,1437.12,0.0,64.8,0.0,137.18,1276.9,0.0,87.4,0.0,87.76,1145.56,265.8
232,2018-06-21T08:00:00.000,77.67,586.58,42.17,587.27,15,17.3,1127.41,135.8,48.33,838.28,14.7,33.74,1437.08,0.0,64.8,0.0,136.73,1276.66,0.0,87.3,0.0,87.36,1145.29,265.6
233,2018-06-22T08:00:00.000,77.62,586.55,41.9,587.0,15,17.22,1127.13,137.8,48.36,838.32,14.71,33.64,1436.88,0.0,64.8,0.0,136.25,1276.39,0.0,87.2,0.0,86.95,1145.02,265.3
234,2018-06-23T08:00:00.000,77.62,586.54,41.64,586.72,18,17.15,1127.13,140.0,48.32,838.26,14.72,33.63,1436.86,0.0,64.8,0.0,135.93,1276.21,0.0,87.2,0.0,86.65,1144.81,265.0
235,2018-06-24T08:00:00.000,77.67,586.53,41.43,586.46,18,17.21,1127.13,140.0,48.29,838.22,14.71,33.65,1436.9,0.0,64.8,0.0,135.63,1276.04,0.0,87.2,0.0,86.44,1144.66,264.8
236,2018-06-25T08:00:00.000,77.65,586.57,41.14,586.23,18,17.18,1127.13,138.9,48.32,838.26,14.73,33.53,1436.65,0.0,64.7,0.0,135.23,1275.82,0.0,87.2,0.0,86.21,1144.5,264.8
237,2018-06-26T08:00:00.000,77.62,586.55,40.86,585.93,18,17.1,1127.13,138.5,48.31,838.24,14.72,33.49,1436.56,0.0,64.7,0.0,134.81,1275.57,0.0,87.1,0.0,85.87,1144.26,264.7
238,2018-06-27T08:00:00.000,77.78,586.54,40.75,585.65,18,17.02,1126.53,140.2,48.43,838.43,14.73,33.56,1436.7,0.0,64.8,0.0,134.5,1275.41,0.0,87.1,0.0,85.71,1144.15,264.5
239,2018-06-28T08:00:00.000,77.77,586.62,40.48,585.54,18,17.0,1126.53,139.2,48.53,838.57,14.75,33.71,1437.02,0.0,64.9,0.0,134.38,1275.34,0.0,87.0,0.0,85.85,1144.25,264.4
240,2018-06-29T08:00:00.000,77.75,586.62,40.11,585.27,17,16.93,1126.2,139.0,48.57,838.64,14.75,33.73,1437.06,0.0,64.9,0.0,134.06,1275.16,0.0,87.0,0.0,85.88,1144.27,264.5
241,2018-06-30T08:00:00.000,77.72,586.61,39.74,584.88,17,16.85,1126.2,139.9,48.61,838.7,14.77,33.73,1437.06,0.0,64.9,0.0,133.65,1274.93,0.0,87.0,0.0,85.73,1144.16,412.6
242,2018-07-01T08:00:00.000,77.73,586.59,39.37,584.48,16,16.76,1126.2,138.7,48.47,838.48,14.77,33.71,1437.02,0.0,73.7,0.0,133.22,1274.69,0.0,97.9,0.0,85.36,1143.9,463.7
243,2018-07-02T08:00:00.000,77.71,586.6,38.98,584.07,16,16.64,1125.5,138.5,48.45,838.45,14.75,33.68,1436.96,0.0,78.0,0.0,132.82,1274.47,0.0,103.3,0.0,85.03,1143.67,409.6
244,2018-07-03T08:00:00.000,77.7,586.58,38.58,583.64,17,16.54,1125.5,138.6,48.37,838.34,14.76,33.6,1436.8,0.0,78.0,0.0,132.43,1274.25,0.0,103.2,0.0,84.79,1143.5,397.5
245,2018-07-04T08:00:00.000,77.67,586.58,38.17,583.21,17,16.44,1125.5,141.5,48.35,838.31,14.76,33.57,1436.73,0.0,78.0,0.0,131.77,1273.88,0.0,103.1,0.0,84.52,1143.31,312.3
246,2018-07-05T08:00:00.000,77.66,586.56,37.82,582.76,17,16.34,1125.5,142.8,48.32,838.26,14.75,33.55,1436.69,0.0,69.4,0.0,131.52,1273.74,0.0,91.9,0.0,84.25,1143.12,267.9
247,2018-07-06T08:00:00.000,77.61,586.55,37.46,582.38,19,16.24,1124.38,142.9,48.32,838.26,14.75,33.55,1436.68,0.0,65.2,0.0,131.16,1273.54,0.0,86.4,0.0,83.99,1142.94,267.7
248,2018-07-07T08:00:00.000,77.58,586.52,37.08,581.98,19,16.13,1124.38,141.9,48.33,838.27,14.75,33.51,1436.61,0.0,65.2,0.0,130.75,1273.31,0.0,86.3,0.0,83.68,1142.72,267.6
249,2018-07-08T08:00:00.000,77.54,586.51,36.71,581.57,17,16.03,1124.38,142.6,48.39,838.37,14.74,33.48,1436.54,0.0,65.2,0.0,130.27,1273.04,0.0,86.4,0.0,83.32,1142.47,267.4
250,2018-07-09T08:00:00.000,77.53,586.48,36.33,581.17,17,16.23,1124.34,144.8,48.42,838.41,14.73,33.44,1436.47,0.0,65.1,0.0,129.8,1272.77,0.0,87.0,0.0,82.95,1142.21,267.1
251,2018-07-10T08:00:00.000,77.48,586.48,35.92,580.75,17,15.78,1123.0,145.4,48.48,838.5,14.74,33.42,1436.42,0.0,65.1,0.0,129.15,1272.39,0.0,87.0,0.0,82.56,1141.94,266.9
252,2018-07-11T08:00:00.000,77.44,586.45,35.53,580.31,17,15.65,1123.0,144.9,48.48,838.5,14.74,33.35,1436.28,0.0,65.1,0.0,128.71,1272.14,0.0,86.9,0.0,82.21,1141.68,266.6
253,2018-07-12T08:00:00.000,77.41,586.43,35.15,579.88,17,15.51,1122.21,144.2,48.49,838.52,14.75,33.31,1436.2,0.0,65.1,0.0,128.2,1271.84,0.0,86.9,0.0,81.81,1141.41,266.3
254,2018-07-13T08:00:00.000,77.27,586.4,34.9,579.44,17,15.38,1121.9,146.2,48.43,838.42,14.75,33.28,1436.12,0.0,65.1,0.0,127.73,1271.56,0.0,86.8,0.0,81.53,1141.21,266.1
255,2018-07-14T08:00:00.000,77.36,586.32,34.6,579.15,18,15.29,1121.9,148.4,48.25,838.15,14.73,33.25,1436.07,0.0,65.1,0.0,127.4,1271.38,0.0,86.8,0.0,81.51,1141.2,266.0
256,2018-07-15T08:00:00.000,77.34,586.37,34.29,578.8,19,15.19,1121.9,146.6,48.16,838.02,14.72,33.22,1436.01,0.0,65.1,0.0,126.99,1271.14,0.0,86.7,0.0,81.23,1141.0,350.0
257,2018-07-16T08:00:00.000,77.32,586.37,33.99,578.44,19,15.09,1121.9,146.1,48.17,838.03,14.72,33.19,1435.94,0.0,65.0,0.0,126.5,1270.86,0.0,86.8,0.0,80.8,1140.7,321.1
258,2018-07-17T08:00:00.000,77.38,586.35,33.7,578.08,19,15.05,1121.9,146.5,48.23,838.12,14.71,33.17,1435.9,0.0,61.0,0.0,126.18,1270.67,0.0,81.2,0.0,80.69,1140.62,233.9
259,2018-07-18T08:00:00.000,77.31,586.39,33.4,577.75,15,14.95,1120.45,145.4,48.22,838.11,14.72,33.13,1435.82,0.0,61.0,0.0,125.71,1270.4,0.0,81.2,0.0,80.54,1140.52,233.9
260,2018-07-19T08:00:00.000,77.29,586.35,33.07,577.41,19,14.84,1120.45,144.9,48.22,838.11,14.71,33.08,1435.72,0.0,61.1,0.0,125.28,1270.15,0.0,81.1,0.0,80.26,1140.32,233.7
261,2018-07-20T08:00:00.000,77.28,586.34,32.73,577.03,19,14.75,1120.45,134.5,48.29,838.22,14.73,33.04,1435.64,0.0,61.1,0.0,124.8,1269.86,0.0,80.6,0.0,79.93,1140.09,233.6
262,2018-07-21T08:00:00.000,77.28,586.33,32.45,576.63,20,14.68,1120.45,111.6,48.34,838.3,14.73,33.02,1435.57,0.0,61.0,0.0,124.31,1269.61,0.0,81.0,0.0,79.62,1139.87,233.3
263,2018-07-22T08:00:00.000,77.57,586.35,32.48,576.32,24,14.68,1120.45,92.3,48.48,838.5,14.76,33.14,1435.84,0.0,61.1,0.0,124.24,1269.56,0.0,80.9,0.0,79.34,1139.66,233.1
264,2018-07-23T08:00:00.000,77.82,586.51,34.14,576.34,26,17.86,1120.45,35.4,48.47,838.49,14.78,34.32,1438.3,0.0,61.1,0.0,124.8,1269.86,0.0,80.9,0.0,79.45,1139.74,233.0
265,2018-07-24T08:00:00.000,77.71,586.65,36.7,578.28,26,18.56,1120.45,1.9,48.16,838.02,14.77,35.26,1440.18,0.0,61.1,0.0,125.38,1270.22,0.0,81.0,0.0,79.68,1139.91,233.2
266,2018-07-25T08:00:00.000,77.59,586.59,39.09,581.16,25,18.7,1130.75,6.1,48.01,837.79,14.74,35.63,1440.92,0.0,61.1,0.0,128.68,1272.13,0.0,78.0,0.0,80.97,1140.82,233.4
267,2018-07-26T08:00:00.000,77.32,586.52,40.49,583.77,24,18.53,1130.75,2.3,47.87,837.58,14.73,35.43,1440.51,23.5,53.2,0.0,130.95,1273.42,0.0,74.7,0.0,82.75,1142.07,234.5
268,2018-07-27T08:00:00.000,77.15,586.35,41.21,585.27,249,18.46,1130.44,1.2,47.87,837.59,14.73,35.22,1440.1,59.6,58.3,0.0,132.36,1274.21,81.6,13.2,0.0,83.46,1142.57,308.3
269,2018-07-28T08:00:00.000,76.84,586.25,41.49,586.02,403,18.43,1130.44,1.1,47.71,837.35,14.72,35.04,1439.74,60.9,61.6,0.0,133.23,1274.71,108.1,0.0,0.0,83.9,1142.88,350.4
270,2018-07-29T08:00:00.000,76.56,586.07,41.57,586.3,404,18.4,1130.44,5.7,47.43,836.93,14.67,34.81,1439.29,61.1,61.6,0.0,133.95,1275.1,109.7,0.0,0.0,84.1,1143.02,354.3
271,2018-07-30T08:00:00.000,76.26,585.89,41.72,586.38,404,18.37,1130.44,30.0,47.57,837.14,14.67,34.57,1438.8,60.7,61.7,0.0,133.97,1275.11,109.8,0.0,0.0,84.2,1143.09,354.4
272,2018-07-31T08:00:00.000,76.33,585.71,41.52,586.53,254,18.39,1130.15,39.8,47.73,837.37,14.67,34.31,1438.26,60.9,61.7,0.0,133.23,1274.7,109.8,0.0,0.0,84.25,1143.12,354.5
273,2018-08-01T08:00:00.000,76.5,585.76,42.43,586.33,207,18.58,1130.1,18.5,48.19,838.07,14.7,35.13,1439.92,61.1,62.0,0.0,133.38,1274.78,109.8,0.0,0.0,84.29,1143.15,354.4
274,2018-08-02T08:00:00.000,76.62,585.86,42.65,587.25,207,18.51,1130.65,1.1,48.18,838.05,14.72,35.37,1440.4,61.0,62.2,0.0,133.41,1274.8,109.8,0.0,0.0,84.36,1143.2,354.4
275,2018-08-03T08:00:00.000,76.94,585.93,44.08,587.49,439,18.97,1130.32,29.8,48.56,838.62,14.74,35.74,1441.13,61.1,62.2,0.0,137.18,1276.92,110.1,0.0,0.0,85.77,1144.19,355.2
276,2018-08-04T08:00:00.000,76.99,586.13,45.1,588.96,599,18.6,1130.32,27.7,48.49,838.52,14.77,35.51,1440.67,61.0,62.1,0.0,139.72,1278.32,206.8,200.1,0.0,87.27,1145.23,356.5
277,2018-08-05T08:00:00.000,77.13,586.15,45.03,590.0,609,18.5,1130.32,3.6,48.11,837.94,14.76,35.41,1440.47,61.0,62.0,0.0,141.12,1279.08,225.9,226.2,0.0,88.07,1145.77,357.4
278,2018-08-06T08:00:00.000,77.13,586.23,44.66,589.93,610,18.48,1130.5,0.9,47.97,837.73,14.73,35.33,1440.32,60.7,62.0,0.0,141.51,1279.29,225.8,226.1,0.0,88.41,1146.0,509.9
279,2018-08-07T08:00:00.000,77.09,586.24,44.11,589.55,610,18.47,1130.5,0.0,47.83,837.52,14.72,35.31,1440.27,61.0,62.0,0.0,141.38,1279.22,225.8,226.2,0.0,88.8,1146.27,601.8
280,2018-08-08T08:00:00.000,77.14,586.22,43.83,588.98,609,18.55,1130.5,0.7,47.81,837.49,14.7,35.3,1440.26,60.9,62.0,0.0,142.82,1280.0,225.9,226.3,0.0,89.92,1147.02,710.1
281,2018-08-09T08:00:00.000,76.93,586.24,43.43,588.7,609,18.45,1130.48,0.0,47.71,837.34,14.69,35.28,1440.22,61.0,62.0,0.0,143.47,1280.35,225.9,226.2,0.0,90.61,1147.47,934.0
282,2018-08-10T08:00:00.000,76.99,586.12,42.98,588.29,608,18.45,1130.33,0.0,47.68,837.3,14.68,35.27,1440.19,61.1,62.0,0.0,143.4,1280.31,225.7,225.9,0.0,90.7,1147.53,968.5
283,2018-08-11T08:00:00.000,77.09,586.15,42.81,587.82,608,18.53,1130.33,0.0,47.69,837.31,14.7,35.3,1440.26,61.1,62.0,0.0,143.47,1280.35,225.7,225.9,0.0,90.99,1147.73,970.1
284,2018-08-12T08:00:00.000,77.1,586.22,42.52,587.65,608,18.49,1130.33,0.0,47.62,837.21,14.69,35.29,1440.24,60.9,62.0,0.0,143.23,1280.22,225.7,226.0,0.0,90.98,1147.72,970.9
285,2018-08-13T08:00:00.000,77.33,586.21,44.07,587.35,607,19.11,1130.35,54.9,48.06,837.87,14.7,35.65,1440.95,61.0,62.0,0.0,144.25,1280.77,225.6,223.2,0.0,90.89,1147.66,971.2
286,2018-08-14T08:00:00.000,77.48,586.36,45.4,588.95,610,18.89,1131.43,55.9,48.25,838.16,14.73,35.48,1440.61,60.9,62.0,0.0,144.86,1281.1,43.0,38.1,4.9,91.89,1148.33,972.6
287,2018-08-15T08:00:00.000,77.95,586.45,45.33,590.29,610,18.68,1130.88,12.4,48.25,838.16,14.74,35.37,1440.4,60.7,61.6,0.0,144.45,1280.88,0.3,41.6,0.0,92.37,1148.65,974.4
288,2018-08-16T08:00:00.000,78.02,586.73,45.06,590.22,610,18.47,1130.35,1.4,48.13,837.98,14.73,35.3,1440.26,60.9,61.6,0.0,143.91,1280.59,159.6,174.8,0.0,92.49,1148.73,971.2
289,2018-08-17T08:00:00.000,78.88,586.77,46.24,589.96,611,18.94,1131.56,53.9,48.41,838.39,14.74,35.87,1441.39,45.8,53.5,0.0,145.04,1281.2,152.9,163.9,0.0,93.59,1149.47,972.1
290,2018-08-18T08:00:00.000,80.23,587.29,46.12,591.1,611,18.72,1131.31,36.5,48.55,838.61,14.74,35.5,1440.65,59.8,60.8,0.0,145.69,1281.55,0.0,38.5,0.0,96.4,1151.29,977.0
291,2018-08-19T08:00:00.000,80.06,588.1,45.78,590.98,158,18.59,1131.31,10.2,48.55,838.6,14.76,35.38,1440.42,61.9,60.8,0.0,144.99,1281.17,0.0,38.4,0.0,96.83,1151.55,966.6
292,2018-08-20T08:00:00.000,79.77,588.0,45.59,590.65,14,18.54,1131.31,1.4,48.45,838.45,14.76,35.33,1440.32,61.8,60.8,0.0,144.43,1280.87,4.8,42.9,0.0,96.55,1151.37,964.5
293,2018-08-21T08:00:00.000,79.55,587.82,45.45,590.47,74,18.5,1130.52,0.0,48.33,838.28,14.78,35.3,1440.25,61.8,60.8,0.0,143.88,1280.57,194.8,188.8,0.0,96.1,1151.09,966.0
294,2018-08-22T08:00:00.000,79.14,587.69,45.25,590.34,290,18.5,1130.52,0.0,48.2,838.08,14.75,35.32,1440.29,61.8,60.8,0.0,143.53,1280.38,227.8,223.3,0.0,95.71,1150.84,965.6
295,2018-08-23T08:00:00.000,78.96,587.45,44.79,590.14,546,18.46,1130.52,0.0,48.01,837.8,14.74,35.29,1440.23,62.2,60.8,0.0,143.23,1280.22,228.0,223.4,0.0,95.23,1150.54,964.6
296,2018-08-24T08:00:00.000,78.51,587.34,44.55,589.68,600,18.44,1130.52,0.0,47.98,837.75,14.75,35.27,1440.19,62.1,60.8,0.0,142.82,1280.0,227.9,223.6,0.0,94.76,1150.24,963.8
297,2018-08-25T08:00:00.000,78.0,587.07,44.29,589.43,600,18.43,1130.52,0.0,47.95,837.71,14.75,35.24,1440.15,62.2,60.8,0.0,142.34,1279.74,227.8,223.6,0.0,94.29,1149.94,973.9
298,2018-08-26T08:00:00.000,77.51,586.76,43.99,589.17,599,18.43,1130.52,0.0,47.88,837.6,14.75,35.23,1440.13,62.2,60.8,0.0,141.88,1279.49,227.9,223.6,0.0,93.83,1149.62,969.3
299,2018-08-27T08:00:00.000,76.98,586.46,43.65,588.86,598,18.42,1130.22,5.8,47.83,837.53,14.74,35.22,1440.1,61.7,60.7,0.0,141.31,1279.18,227.8,223.6,0.0,93.28,1149.26,968.9
300,2018-08-28T08:00:00.000,76.39,586.14,43.29,588.51,607,18.39,1130.22,37.4,47.89,837.62,14.74,35.2,1440.07,61.8,61.3,0.0,140.68,1278.84,227.7,223.6,0.0,92.56,1148.78,966.7
301,2018-08-29T08:00:00.000,75.79,585.8,42.92,588.14,608,18.39,1130.12,56.9,48.03,837.81,14.74,35.16,1439.99,61.8,61.4,0.0,140.09,1278.52,227.7,223.6,0.0,91.78,1148.26,963.3
302,2018-08-30T08:00:00.000,75.17,585.43,42.48,587.76,609,18.37,1130.13,34.8,47.93,837.67,14.75,35.13,1439.92,61.8,61.5,0.0,139.42,1278.16,227.8,223.6,0.0,91.19,1147.86,955.2
303,2018-08-31T08:00:00.000,74.57,585.05,42.18,587.31,612,18.17,1129.93,271.3,47.77,837.43,14.74,35.11,1439.89,62.0,61.4,0.0,138.75,1277.79,227.7,223.6,0.0,90.55,1147.43,924.0
304,2018-09-01T08:00:00.000,73.99,584.69,42.23,587.01,612,17.75,1129.93,569.6,47.59,837.17,14.75,35.06,1439.79,62.1,61.3,0.0,138.04,1277.39,227.9,223.6,0.0,89.97,1147.04,871.5
305,2018-09-02T08:00:00.000,73.4,584.32,42.28,587.06,611,17.33,1129.93,566.6,47.55,837.11,14.73,34.88,1439.43,61.8,61.2,0.0,137.4,1277.03,199.5,223.9,0.0,89.41,1146.67,812.9
306,2018-09-03T08:00:00.000,72.84,583.95,42.14,587.11,611,17.16,1129.93,312.1,47.63,837.22,14.74,34.59,1438.85,61.7,61.1,0.0,136.68,1276.63,187.9,195.6,0.0,88.88,1146.3,750.8
307,2018-09-04T08:00:00.000,72.25,583.61,41.76,586.96,611,17.1,1126.63,127.8,47.68,837.3,14.73,34.29,1438.22,61.7,61.1,0.0,135.97,1276.23,187.7,184.1,0.0,88.32,1145.94,743.8
308,2018-09-05T08:00:00.000,71.65,583.24,41.36,586.57,612,17.08,1126.55,125.2,47.75,837.41,14.73,33.99,1437.59,61.9,61.0,0.0,135.27,1275.84,188.0,183.8,0.0,87.79,1145.58,748.3
309,2018-09-06T08:00:00.000,71.38,582.86,40.68,586.17,614,17.07,1126.55,122.2,47.76,837.42,14.73,33.73,1437.06,61.9,61.2,0.0,134.84,1275.6,187.8,183.7,0.0,87.3,1145.25,739.0
310,2018-09-07T08:00:00.000,71.16,582.7,39.92,585.47,618,17.02,1126.38,118.5,47.85,837.56,14.74,33.45,1436.49,61.7,61.2,0.0,134.2,1275.24,187.7,183.6,0.0,86.78,1144.9,733.6
311,2018-09-08T08:00:00.000,70.85,582.56,39.2,584.67,618,16.97,1126.38,121.2,47.75,837.41,14.74,33.34,1436.25,61.8,61.3,0.0,133.47,1274.83,187.9,183.4,0.0,86.21,1144.5,741.8
312,2018-09-09T08:00:00.000,70.6,582.37,38.56,583.88,618,16.9,1126.38,124.4,47.61,837.19,14.73,33.3,1436.16,61.7,61.4,0.0,132.75,1274.43,187.9,183.4,0.0,85.67,1144.12,735.5
313,2018-09-10T08:00:00.000,70.58,582.21,38.53,583.18,616,16.85,1126.0,114.9,47.87,837.58,14.72,33.7,1437.0,61.9,61.5,0.0,132.7,1274.4,187.8,183.6,0.0,85.64,1144.1,737.2
314,2018-09-11T08:00:00.000,70.41,582.19,38.23,583.15,613,16.79,1125.8,98.3,47.97,837.77,14.73,33.85,1437.31,61.9,61.4,0.0,132.29,1274.17,187.8,183.6,0.0,85.48,1143.98,745.6
315,2018-09-12T08:00:00.000,70.17,582.09,38.08,582.82,612,16.75,1125.8,91.9,48.02,837.81,14.75,33.99,1437.6,61.9,61.5,0.0,131.82,1273.91,187.7,183.5,0.0,85.13,1143.74,736.3
316,2018-09-13T08:00:00.000,69.95,581.94,37.77,582.66,614,16.72,1125.54,92.3,48.15,838.0,14.75,34.18,1438.0,61.7,61.3,0.0,131.48,1273.72,187.9,183.6,0.0,84.86,1143.55,737.1
317,2018-09-14T08:00:00.000,69.67,581.8,37.42,582.32,618,16.69,1125.54,93.3,48.11,837.95,14.75,34.29,1438.22,61.7,61.4,0.0,131.02,1273.46,222.8,207.7,0.0,84.3,1143.16,883.4
318,2018-09-15T08:00:00.000,69.34,581.62,37.06,581.94,619,16.65,1125.54,95.7,48.0,837.78,14.75,34.34,1438.33,61.8,61.4,0.0,130.5,1273.17,227.8,223.3,0.0,83.65,1142.7,964.9
319,2018-09-16T08:00:00.000,68.93,581.42,36.74,581.55,619,16.62,1125.54,102.2,47.87,837.59,14.73,34.37,1438.39,61.7,61.5,0.0,129.92,1272.84,227.9,224.1,0.0,82.94,1142.2,968.8
320,2018-09-17T08:00:00.000,68.65,581.16,36.64,581.2,621,16.7,1125.12,80.3,47.79,837.47,14.73,34.6,1438.86,61.8,61.5,0.0,129.78,1272.76,227.8,223.9,0.0,82.45,1141.86,912.8
321,2018-09-18T08:00:00.000,69.04,580.99,37.38,581.08,621,17.21,1125.44,15.9,47.99,837.77,14.74,35.47,1440.59,62.1,61.4,0.0,130.5,1273.17,227.9,224.0,0.0,82.61,1141.97,888.2
322,2018-09-19T08:00:00.000,69.21,581.23,37.12,581.9,602,17.02,1126.9,1.2,47.97,837.74,14.75,35.37,1440.39,62.1,61.2,0.0,130.39,1273.11,227.7,224.2,0.0,82.52,1141.91,740.8
323,2018-09-20T08:00:00.000,69.07,581.34,36.88,581.62,597,16.9,1126.25,1.1,48.0,837.78,14.76,35.31,1440.27,61.9,61.2,0.0,130.03,1272.9,227.9,224.2,0.0,82.38,1141.81,597.8
324,2018-09-21T08:00:00.000,68.66,581.25,36.75,581.35,599,16.87,1126.25,1.1,48.13,837.97,14.76,35.37,1440.39,61.8,61.1,0.0,129.99,1272.88,227.8,224.1,0.0,82.61,1141.97,484.6
325,2018-09-22T08:00:00.000,68.25,580.99,36.58,581.22,599,16.87,1126.25,1.1,48.21,838.09,14.77,35.36,1440.37,61.8,61.1,0.0,129.96,1272.86,227.9,224.3,0.0,82.92,1142.19,448.1
326,2018-09-23T08:00:00.000,67.86,580.74,36.28,581.03,593,16.83,1126.25,1.1,48.24,838.14,14.8,35.31,1440.27,62.0,61.3,0.0,129.68,1272.7,227.9,224.3,0.0,83.03,1142.27,448.2
327,2018-09-24T08:00:00.000,67.63,580.49,36.04,580.7,591,16.81,1126.25,0.1,48.01,837.8,14.81,35.31,1440.28,62.0,61.3,0.0,129.7,1272.7,227.9,224.3,0.0,83.12,1142.32,564.6
328,2018-09-25T08:00:00.000,67.91,580.35,37.48,580.44,598,17.27,1125.74,6.3,48.37,838.36,14.78,35.68,1441.02,62.1,61.4,0.0,131.38,1273.67,227.8,224.3,0.0,84.33,1143.18,892.7
329,2018-09-26T08:00:00.000,68.08,580.53,38.34,582.01,598,17.33,1127.02,20.0,48.38,838.34,14.77,35.64,1440.94,61.9,61.3,0.0,133.7,1274.96,227.9,224.3,0.0,85.33,1143.88,963.8
330,2018-09-27T08:00:00.000,68.54,580.63,38.76,582.94,600,17.24,1127.16,11.1,48.37,838.34,14.78,35.54,1440.73,61.8,61.1,0.0,135.59,1276.03,227.9,224.2,0.0,86.07,1144.4,964.5
331,2018-09-28T08:00:00.000,68.95,580.92,39.12,583.4,605,17.29,1127.16,9.4,48.51,838.55,14.8,35.5,1440.65,61.8,61.0,0.0,137.45,1277.06,227.9,224.3,0.0,87.36,1145.29,965.6
332,2018-09-29T08:00:00.000,69.41,581.18,38.95,583.8,605,17.13,1127.16,2.1,48.33,838.28,14.82,35.41,1440.47,61.8,61.0,0.0,138.54,1277.67,227.9,224.3,0.0,87.97,1145.71,967.7
333,2018-09-30T08:00:00.000,69.76,581.46,38.6,583.61,603,17.04,1127.16,0.4,48.04,837.84,14.79,35.37,1440.39,62.1,61.0,0.0,139.26,1278.07,228.0,224.3,0.0,88.25,1145.89,969.9
334,2018-10-01T08:00:00.000,69.94,581.68,38.25,583.22,600,17.02,1127.16,0.0,47.85,837.56,14.79,35.33,1440.31,62.1,61.0,0.0,140.0,1278.48,227.8,224.2,0.0,88.4,1145.99,971.0
335,2018-10-02T08:00:00.000,70.21,581.8,38.3,582.84,602,17.21,1127.16,1.2,47.51,837.04,14.78,35.51,1440.68,59.8,58.4,0.0,141.4,1279.23,227.9,224.3,0.0,89.43,1146.68,969.7
336,2018-10-03T08:00:00.000,70.43,581.96,38.14,582.9,602,17.11,1127.16,0.0,48.11,837.95,14.81,35.4,1440.46,62.2,60.9,0.0,142.25,1279.69,227.9,224.2,0.0,90.01,1147.07,971.7
337,2018-10-04T08:00:00.000,70.48,582.1,37.91,582.73,597,17.04,1126.54,0.0,48.09,837.92,14.8,35.37,1440.4,62.2,60.9,0.0,142.9,1280.04,227.9,224.3,0.0,90.43,1147.35,972.4
338,2018-10-05T08:00:00.000,70.25,582.13,37.72,582.47,596,16.87,1126.35,122.7,47.95,837.71,14.81,35.32,1440.29,62.1,60.9,0.0,143.27,1280.24,227.9,224.2,0.0,90.58,1147.45,971.7
339,2018-10-06T08:00:00.000,70.05,581.99,37.7,582.27,596,16.76,1126.35,327.7,47.97,837.73,14.81,35.3,1440.26,62.2,60.9,0.0,143.25,1280.23,227.8,224.3,0.0,90.59,1147.46,969.5
340,2018-10-07T08:00:00.000,69.83,581.86,37.5,582.25,596,16.85,1126.35,161.7,47.95,837.7,14.82,35.29,1440.24,62.2,60.9,0.0,143.14,1280.17,227.8,224.3,0.0,90.49,1147.39,967.8
341,2018-10-08T08:00:00.000,69.57,581.73,37.12,582.02,593,16.88,1126.35,0.5,47.92,837.66,14.81,35.28,1440.22,62.3,60.9,0.0,143.05,1280.12,227.9,224.2,0.0,90.25,1147.23,968.5
342,2018-10-09T08:00:00.000,69.13,581.56,36.83,581.62,593,16.86,1125.87,0.0,47.85,837.55,14.81,35.27,1440.2,62.3,60.9,0.0,142.81,1279.99,227.9,224.1,0.0,89.92,1147.0,967.1
343,2018-10-10T08:00:00.000,68.66,581.29,36.53,581.3,598,16.86,1125.87,0.0,47.65,837.25,14.81,35.25,1440.16,62.2,61.0,0.0,142.82,1280.0,227.8,224.0,0.0,89.59,1146.79,967.7
344,2018-10-11T08:00:00.000,68.42,580.99,36.67,580.98,603,16.94,1125.87,0.0,48.1,837.92,14.79,35.44,1440.54,62.1,61.0,0.0,143.21,1280.2,227.8,223.9,0.0,89.98,1147.05,968.4
345,2018-10-12T08:00:00.000,67.97,580.85,36.47,581.11,603,16.91,1125.87,0.0,48.09,837.92,14.81,35.37,1440.4,62.0,61.0,0.0,143.19,1280.2,227.9,224.0,0.0,90.05,1147.1,967.2
346,2018-10-13T08:00:00.000,67.5,580.55,36.23,580.9,599,16.88,1125.87,0.0,47.99,837.76,14.8,35.32,1440.29,62.0,61.0,0.0,143.21,1280.21,227.9,224.1,0.0,90.1,1147.13,967.8
347,2018-10-14T08:00:00.000,67.0,580.27,35.96,580.65,596,16.85,1125.87,0.0,47.83,837.53,14.81,35.3,1440.26,62.1,61.0,0.0,143.12,1280.17,227.8,224.2,0.0,90.01,1147.07,966.9
348,2018-10-15T08:00:00.000,66.48,579.95,35.68,580.34,597,16.86,1125.87,0.0,47.7,837.33,14.79,35.3,1440.26,62.2,60.9,0.0,143.19,1280.2,216.8,214.7,0.0,89.94,1147.02,965.9
