,neversink_date,ashokan_east_storage,ashokan_east_elevation,ashokan_west_storage,ashokan_west_elevation,ashokan_release,schoharie_storage,schoharie_elevation,schoharie_release,rondout_storage,rondout_elevation,rondout_release,neversink_storage,neversink_elevation,neversink_north_flow_release,neversink_south_flow_release,neversink_conservation_flow_release,cannonsville_release,pepacton_storage,pepacton_elevation,pepacton_north_flow_release,pepactonsouth_flow_release,pepacton_conservation_flow_release,cannonsville_storage,cannonsville_elevation
349,2018-10-16T08:00:00.000,65.93,579.62,35.38,580.06,597,16.83,1125.81,0.0,47.69,837.31,14.78,35.29,1440.24,62.0,60.9,0.0,142.95,1280.07,226.6,224.3,0.0,89.94,1147.01,974.0
350,2018-10-17T08:00:00.000,65.41,579.26,35.1,579.71,590,16.76,1125.6,0.0,47.65,837.25,14.78,35.26,1440.18,62.1,60.9,0.0,142.79,1279.98,226.5,224.3,0.0,89.77,1146.91,974.3
351,2018-10-18T08:00:00.000,64.88,578.92,34.86,579.39,590,16.83,1125.78,0.0,47.45,836.95,14.78,35.25,1440.16,62.0,60.9,0.0,142.58,1279.87,226.5,224.4,0.0,89.55,1146.76,975.1
352,2018-10-19T08:00:00.000,64.36,578.57,34.65,579.12,513,16.81,1125.71,0.0,47.41,836.89,14.76,35.26,1440.17,62.0,60.9,0.0,142.16,1279.64,226.4,224.0,0.0,89.23,1146.55,968.5
353,2018-10-20T08:00:00.000,63.87,578.22,34.44,578.85,501,16.7,1125.71,0.0,47.39,836.87,14.75,35.24,1440.15,62.0,60.9,0.0,141.73,1279.42,226.4,225.6,0.0,89.0,1146.39,968.0
354,2018-10-21T08:00:00.000,63.32,577.91,34.14,578.6,501,16.79,1125.71,0.0,47.33,836.77,14.77,35.21,1440.09,62.0,60.9,0.0,141.33,1279.19,226.5,226.0,0.0,88.65,1146.16,967.2
355,2018-10-22T08:00:00.000,62.75,577.55,33.81,578.28,501,16.78,1125.71,0.0,47.31,836.74,14.77,35.22,1440.1,62.0,60.9,0.0,140.77,1278.89,226.5,225.8,0.0,88.25,1145.89,967.0
356,2018-10-23T08:00:00.000,62.25,577.18,33.55,577.89,496,16.78,1125.71,0.0,47.27,836.69,14.76,35.21,1440.08,62.0,60.9,0.0,140.26,1278.61,226.4,225.6,0.0,87.8,1145.59,966.5
357,2018-10-24T08:00:00.000,61.8,576.85,33.25,577.58,499,16.77,1125.71,0.0,47.46,836.97,14.78,35.14,1439.94,61.9,61.0,0.0,139.61,1278.26,226.7,225.5,0.0,87.19,1145.18,965.9
358,2018-10-25T08:00:00.000,61.39,576.56,32.94,577.24,499,16.78,1125.65,0.0,47.66,837.27,14.79,35.13,1439.93,62.0,61.1,0.0,139.04,1277.94,226.4,225.3,0.0,86.5,1144.69,964.5
359,2018-10-26T08:00:00.000,60.97,576.28,32.64,576.88,494,16.75,1125.55,0.0,47.71,837.36,14.8,35.05,1439.77,61.9,61.0,0.0,138.4,1277.59,226.4,225.4,0.0,86.0,1144.35,963.8
360,2018-10-27T08:00:00.000,60.65,576.01,32.7,576.54,495,17.22,1125.55,0.0,47.78,837.45,14.8,35.21,1440.08,61.9,60.9,0.0,138.36,1277.57,226.4,225.4,0.0,85.9,1144.28,964.1
361,2018-10-28T08:00:00.000,60.65,575.8,32.81,576.6,495,17.14,1125.55,0.0,47.75,837.4,14.78,35.29,1440.23,62.0,60.9,0.0,138.22,1277.49,226.5,225.5,0.0,85.91,1144.29,968.7
362,2018-10-29T08:00:00.000,60.63,575.8,32.85,576.73,494,17.06,1125.55,0.0,47.83,837.53,14.8,35.29,1440.24,61.8,60.9,0.0,138.04,1277.38,226.6,225.5,0.0,85.73,1144.16,968.9
363,2018-10-30T08:00:00.000,60.63,575.79,32.86,576.79,494,17.0,1126.42,0.0,47.93,837.67,14.79,35.28,1440.21,62.2,60.9,0.0,137.84,1277.28,226.5,225.6,0.0,85.37,1143.91,968.7
364,2018-10-31T08:00:00.000,60.6,575.79,32.84,576.78,494,16.96,1126.2,0.0,47.95,837.72,14.81,35.25,1440.16,62.1,60.9,0.0,137.57,1277.14,226.4,225.5,0.0,84.99,1143.64,969.4
365,2018-11-01T08:00:00.000,60.67,575.77,32.81,576.77,494,16.95,1126.11,0.0,47.87,837.59,10.21,35.27,1440.19,62.1,60.9,0.0,137.52,1277.1,226.4,225.3,0.0,84.64,1143.41,968.5
366,2018-11-02T08:00:00.000,60.93,575.82,33.67,576.73,494,17.7,1126.11,7.8,47.84,837.53,10.16,35.59,1440.83,62.0,60.9,0.0,138.84,1277.85,226.6,225.7,0.0,85.04,1143.68,968.3
367,2018-11-03T08:00:00.000,61.0,575.99,35.12,577.73,415,17.58,1126.11,17.8,47.81,837.5,10.11,35.47,1440.59,61.9,61.0,0.0,140.7,1278.85,225.8,226.3,0.0,85.98,1144.34,970.1
368,2018-11-04T08:00:00.000,61.05,576.03,35.92,579.41,413,17.27,1126.11,5.1,47.69,837.32,10.04,35.4,1440.45,61.9,61.0,0.0,141.6,1279.34,225.9,226.2,0.0,86.5,1144.71,971.7
369,2018-11-05T08:00:00.000,61.1,576.06,36.67,580.3,431,17.23,1126.11,1.1,47.65,837.25,9.96,35.4,1440.46,64.2,63.1,0.0,142.21,1279.67,234.2,234.6,0.0,87.07,1145.1,1009.6
370,2018-11-06T08:00:00.000,61.33,576.1,38.02,581.12,431,17.34,1126.11,4.0,47.97,837.75,9.9,35.51,1440.68,62.2,60.9,0.0,142.99,1280.09,225.9,226.3,0.0,87.76,1145.56,968.4
371,2018-11-07T08:00:00.000,61.8,576.25,38.42,582.59,421,17.2,1127.2,0.9,48.11,837.94,10.04,35.42,1440.5,62.0,60.9,0.0,143.25,1280.23,225.9,226.3,0.0,88.13,1145.81,969.9
372,2018-11-08T08:00:00.000,62.33,576.55,38.47,583.04,406,17.11,1127.2,0.0,47.97,837.73,10.21,35.35,1440.36,62.3,60.9,0.0,143.4,1280.3,225.8,226.2,0.0,88.3,1145.93,970.4
373,2018-11-09T08:00:00.000,63.0,576.91,38.84,583.09,405,17.27,1127.2,0.0,47.93,837.67,10.23,35.42,1440.5,61.9,60.9,0.0,143.75,1280.5,225.8,226.1,0.0,88.73,1146.21,971.9
374,2018-11-10T08:00:00.000,63.53,577.34,39.01,583.5,406,17.2,1127.2,0.0,47.79,837.46,10.21,35.38,1440.41,61.7,60.9,0.0,143.71,1280.49,225.8,226.3,0.0,89.38,1146.65,973.7
375,2018-11-11T08:00:00.000,64.03,577.69,38.98,583.69,406,17.09,1127.2,0.0,47.57,837.14,10.22,35.33,1440.32,61.8,60.9,0.0,143.58,1280.41,225.9,226.2,0.0,89.64,1146.82,974.9
376,2018-11-12T08:00:00.000,64.63,578.02,38.95,583.65,402,17.05,1127.2,0.0,47.41,836.89,10.18,35.34,1440.34,61.9,60.9,0.0,143.53,1280.38,225.8,226.2,0.0,89.85,1146.96,975.1
377,2018-11-13T08:00:00.000,65.1,578.41,39.18,583.6,407,17.21,1127.2,0.0,47.53,837.09,10.13,35.38,1440.42,61.9,60.9,0.0,143.47,1280.35,225.8,226.1,0.0,90.28,1147.24,970.3
378,2018-11-14T08:00:00.000,65.51,578.72,39.09,583.85,407,17.08,1127.2,0.0,47.51,837.05,10.09,35.33,1440.32,61.9,60.9,0.0,143.34,1280.28,225.9,226.3,0.0,90.4,1147.33,969.6
379,2018-11-15T08:00:00.000,66.06,578.98,39.03,583.77,405,17.05,1126.44,0.0,47.53,837.07,10.0,35.36,1440.37,61.9,60.9,0.0,143.34,1280.28,226.0,226.1,0.0,90.55,1147.43,970.0
380,2018-11-16T08:00:00.000,66.17,579.34,38.85,583.72,405,17.03,1126.44,0.0,47.48,837.0,9.91,35.31,1440.27,61.9,60.9,0.0,143.19,1280.2,225.9,226.0,0.0,90.53,1147.42,970.3
381,2018-11-17T08:00:00.000,66.21,579.41,38.64,583.51,406,17.0,1126.44,5.6,47.62,837.21,9.88,35.29,1440.24,61.9,60.9,0.0,143.06,1280.13,226.0,226.1,0.0,90.44,1147.36,970.0
382,2018-11-18T08:00:00.000,66.26,579.44,38.39,583.27,406,16.96,1126.44,19.3,47.74,837.39,9.88,35.3,1440.25,62.1,60.9,0.0,142.94,1280.06,225.9,226.1,0.0,90.23,1147.22,969.7
383,2018-11-19T08:00:00.000,66.33,579.47,38.24,583.0,403,16.97,1126.44,31.1,47.95,837.7,9.9,35.3,1440.26,61.9,60.9,0.0,142.86,1280.02,225.8,225.9,0.0,90.07,1147.11,969.6
384,2018-11-20T08:00:00.000,66.4,579.52,38.03,582.83,405,16.94,1126.1,34.6,48.14,837.94,9.91,35.3,1440.25,61.9,60.9,0.0,142.71,1279.94,225.7,225.9,0.0,89.83,1146.95,969.2
385,2018-11-21T08:00:00.000,66.46,579.56,37.77,582.62,405,16.91,1126.12,52.3,48.09,837.91,10.04,35.26,1440.17,61.9,60.9,0.0,142.58,1279.87,226.0,226.2,0.0,89.53,1146.75,968.8
386,2018-11-22T08:00:00.000,66.5,579.6,37.46,582.33,403,16.83,1126.12,56.9,48.02,837.81,10.07,35.23,1440.12,61.9,60.9,0.0,142.38,1279.76,226.0,226.3,0.0,89.1,1146.46,967.6
387,2018-11-23T08:00:00.000,66.49,579.63,37.15,581.99,401,16.82,1125.74,63.9,47.99,837.76,10.1,35.23,1440.13,61.9,60.9,0.0,142.18,1279.65,226.0,226.3,0.0,88.61,1146.13,966.9
388,2018-11-24T08:00:00.000,66.62,579.62,37.15,581.65,404,16.91,1125.74,75.6,47.95,837.71,10.09,35.34,1440.34,61.9,60.9,0.0,142.31,1279.72,226.1,226.0,0.0,88.41,1146.0,966.6
389,2018-11-25T08:00:00.000,66.82,579.71,37.35,581.65,404,17.14,1125.74,68.5,47.72,837.36,10.09,35.39,1440.44,61.9,60.9,0.0,142.6,1279.87,226.0,226.1,0.0,88.47,1146.04,967.1
390,2018-11-26T08:00:00.000,67.69,579.84,38.84,581.87,403,17.54,1126.56,39.7,47.98,837.75,10.11,35.58,1440.81,61.9,61.0,0.0,143.47,1280.35,226.0,225.9,0.0,89.01,1146.41,968.3
391,2018-11-27T08:00:00.000,68.44,580.38,39.69,583.49,405,17.33,1127.73,4.9,48.14,837.99,10.1,35.45,1440.55,61.9,61.0,0.0,143.86,1280.53,225.8,226.3,0.0,89.8,1146.94,969.8
392,2018-11-28T08:00:00.000,69.17,580.85,39.85,584.44,405,17.17,1127.73,1.6,48.1,837.93,10.1,35.37,1440.39,61.8,61.0,0.0,143.66,1280.45,226.0,226.3,0.0,90.25,1147.23,970.6
393,2018-11-29T08:00:00.000,69.83,581.32,39.75,584.6,405,17.08,1127.73,1.3,47.91,837.65,10.09,35.32,1440.29,61.8,61.0,0.0,143.47,1280.35,226.0,226.3,0.0,90.47,1147.38,971.8
394,2018-11-30T08:00:00.000,70.43,581.72,39.56,584.49,404,17.03,1126.44,1.3,47.69,837.32,10.05,35.3,1440.26,61.9,61.0,0.0,143.36,1280.29,225.8,226.2,0.0,90.55,1147.43,971.8
395,2018-12-01T08:00:00.000,71.02,582.47,39.42,584.13,403,17.01,1126.44,1.2,47.48,837.0,10.03,35.31,1440.28,62.12,61.11,0.0,143.29,1440.28,226.67,226.5,0.0,90.61,1147.48,972.0
396,2018-12-02T08:00:00.000,71.56,582.8,39.54,584.23,405,17.21,1126.44,1.3,47.37,836.84,10.02,35.41,1440.48,62.15,61.12,0.0,143.49,1440.48,226.85,226.69,0.0,91.26,1147.91,971.9
397,2018-12-03T08:00:00.000,71.97,583.06,39.64,584.35,405,17.21,1126.44,1.2,47.28,836.7,10.02,35.38,1440.42,62.3,61.11,0.0,143.71,1440.42,226.82,226.66,0.0,91.99,1148.4,973.4
398,2018-12-04T08:00:00.000,72.37,583.31,39.7,584.43,404,17.11,1126.44,1.1,47.05,836.35,10.02,35.34,1440.33,62.23,61.09,0.0,143.67,1440.33,226.83,226.71,0.0,92.49,1148.74,968.5
399,2018-12-05T08:00:00.000,72.46,583.37,39.69,584.42,403,17.04,1126.44,1.1,46.94,836.19,10.02,35.31,1440.28,62.29,61.1,0.0,143.43,1440.28,226.77,226.62,0.0,92.77,1148.92,967.9
400,2018-12-06T08:00:00.000,72.35,583.3,39.6,584.31,405,17.0,1126.44,1.1,47.02,836.31,10.02,35.3,1440.25,62.39,61.08,0.0,143.21,1440.25,226.77,226.65,0.0,92.89,1149.0,968.0
401,2018-12-07T08:00:00.000,72.24,583.24,39.43,584.13,405,16.95,1126.44,1.1,47.25,836.65,10.05,35.28,1440.21,62.46,61.08,0.0,143.01,1440.21,226.92,226.74,0.0,92.87,1148.99,967.5
402,2018-12-08T08:00:00.000,72.11,583.15,39.21,583.89,404,16.92,1126.44,1.9,47.41,836.9,10.03,35.27,1440.19,62.49,61.09,0.0,142.86,1440.19,226.75,226.64,0.0,92.72,1148.89,967.5
403,2018-12-09T08:00:00.000,71.97,583.06,39.01,583.66,405,16.89,1126.44,21.3,47.61,837.19,10.03,35.26,1440.17,62.42,61.09,0.0,142.53,1440.17,226.64,226.3,0.0,92.44,1148.7,967.1
404,2018-12-10T08:00:00.000,71.99,583.07,38.78,583.43,405,16.89,1125.98,6.3,47.78,837.45,10.04,35.24,1440.15,62.18,61.08,0.0,142.21,1440.15,226.79,226.1,0.0,92.16,1148.51,965.6
405,2018-12-11T08:00:00.000,72.05,583.11,38.68,583.31,406,16.86,1125.84,1.0,47.58,837.15,10.03,35.23,1440.12,61.99,99.99,20.0,141.83,1440.12,226.64,225.9,0.0,91.74,1148.23,964.1
406,2018-12-12T08:00:00.000,72.03,583.1,38.6,583.23,408,16.83,1125.84,1.0,47.41,836.9,10.07,35.22,1440.1,61.27,61.98,0.0,141.36,1440.1,226.93,226.11,0.0,91.35,1147.97,963.4
407,2018-12-13T08:00:00.000,72.05,583.11,38.53,583.15,408,16.83,1125.84,1.0,47.31,836.75,10.11,35.22,1440.1,61.14,61.97,0.0,140.79,1440.1,226.72,226.08,0.0,90.89,1147.65,963.8
408,2018-12-14T08:00:00.000,72.05,583.11,38.46,583.07,408,16.84,1125.84,1.1,47.23,836.63,10.07,35.2,1440.07,61.18,62.01,0.0,140.27,1440.07,226.79,225.93,0.0,90.41,1147.34,966.9
409,2018-12-15T08:00:00.000,72.08,583.13,38.38,582.99,408,16.84,1125.84,1.1,47.15,836.51,10.23,35.22,1440.11,61.22,62.04,0.0,139.77,1440.11,226.78,225.82,0.0,89.99,1147.06,966.7
410,2018-12-16T08:00:00.000,72.13,583.16,38.41,583.02,410,16.87,1125.84,0.7,47.17,836.55,10.24,35.28,1440.22,61.07,62.03,0.0,139.42,1440.22,226.9,225.9,0.0,89.68,1146.85,966.4
411,2018-12-17T08:00:00.000,72.14,583.18,38.38,582.97,410,16.87,1125.92,0.0,47.12,836.46,10.23,35.21,1440.09,61.07,62.29,0.0,138.93,1440.09,226.64,226.19,0.0,89.25,1146.55,966.8
412,2018-12-18T08:00:00.000,72.19,583.19,38.26,582.86,409,16.81,1125.92,0.0,47.08,836.4,10.23,35.18,1440.02,61.34,62.14,0.0,138.29,1440.02,226.64,226.23,0.0,88.76,1146.23,965.9
413,2018-12-19T08:00:00.000,72.14,583.17,38.17,582.77,408,16.81,1125.92,0.0,47.07,836.39,10.23,35.16,1439.99,61.37,62.09,0.0,137.7,1439.99,226.83,226.13,0.0,88.25,1145.89,964.2
414,2018-12-20T08:00:00.000,72.44,583.35,38.44,583.06,410,16.88,1125.67,0.6,46.93,836.17,10.16,35.38,1440.42,61.26,62.06,13.77,137.82,1440.42,226.76,225.9,0.0,87.92,1145.68,963.8
415,2018-12-21T08:00:00.000,72.73,583.54,43.3,588.17,410,18.18,1125.89,95.6,47.81,837.49,10.08,35.87,1441.39,78.15,61.31,13.78,140.05,1441.39,226.75,226.55,0.0,88.97,1146.37,965.5
416,2018-12-22T08:00:00.000,73.17,583.82,45.51,590.4,244,17.55,1125.89,53.3,48.19,838.06,10.03,35.52,1440.69,78.25,60.83,0.0,141.55,1440.69,226.78,226.68,0.0,89.83,1146.95,967.3
417,2018-12-23T08:00:00.000,74.12,584.41,45.52,590.39,400,17.22,1125.89,8.7,48.23,838.12,9.96,35.41,1440.47,62.28,60.78,0.0,142.47,1440.47,226.64,226.61,0.0,90.31,1147.27,969.0
418,2018-12-24T08:00:00.000,74.94,584.93,44.93,589.83,531,17.12,1126.91,1.6,48.19,838.07,9.92,35.35,1440.35,62.38,60.76,0.0,143.06,1440.35,226.73,226.18,0.0,90.58,1147.45,969.6
419,2018-12-25T08:00:00.000,75.57,585.3,44.28,589.15,599,17.04,1126.91,1.9,48.05,837.85,9.93,35.31,1440.26,62.38,60.75,0.0,143.34,1440.26,226.79,226.39,0.0,90.64,1147.49,969.6
420,2018-12-26T08:00:00.000,75.6,585.32,44.0,588.87,604,16.97,1126.3,0.9,48.0,837.78,9.91,35.3,1440.25,62.23,60.74,0.0,143.42,1440.25,226.75,226.45,0.0,90.55,1147.43,969.8
421,2018-12-27T08:00:00.000,75.4,585.2,43.76,588.64,604,16.95,1126.3,1.0,47.69,837.32,9.94,35.3,1440.24,62.27,61.12,0.0,143.43,1440.24,226.61,226.7,0.0,90.4,1147.32,969.8
422,2018-12-28T08:00:00.000,75.21,585.09,43.7,588.56,600,17.0,1126.3,1.1,47.7,837.33,9.93,35.38,1440.42,62.33,61.13,0.0,143.53,1440.42,226.67,226.53,0.0,90.4,1147.32,970.1
423,2018-12-29T08:00:00.000,74.99,584.95,43.45,588.31,600,16.96,1126.3,1.8,47.72,837.36,9.99,35.33,1440.32,62.28,61.11,0.0,143.53,1440.32,226.78,226.59,0.0,90.28,1147.25,969.9
424,2018-12-30T08:00:00.000,74.76,584.81,43.18,588.03,597,16.93,1126.3,1.0,47.79,837.46,10.05,35.31,1440.28,62.27,61.1,0.0,143.45,1440.28,226.83,226.64,0.0,90.07,1147.11,969.2
425,2018-12-31T08:00:00.000,74.66,584.75,43.09,587.96,594,17.01,1126.06,13.8,48.09,837.92,10.04,35.43,1440.51,62.35,61.11,0.0,143.69,1440.51,226.59,226.56,0.0,90.05,1147.06,968.5
426,2019-01-01T08:00:00.000,74.47,584.62,42.99,587.85,594,17.08,1126.059692,5.8,47.94,837.69,10.05,35.41,1440.47,61.799999,61.0,0.0,143.69,1280.39,226.0,226.199997,0.0,90.17,1147.17981,969.0
427,2019-01-02T08:00:00.000,74.5,584.62,42.77,587.85,601,17.01,1126.06,1.0,47.6,837.18,9.93,35.33,1440.32,61.7,60.9,0.0,143.43,1280.33,225.7,226.2,0.0,90.13,1147.15,969.4
428,2019-01-03T08:00:00.000,74.71,584.64,42.51,587.6,602,16.98,1126.23,1.0,47.17,836.53,10.2,35.31,1440.27,61.9,60.9,0.0,143.42,1280.32,225.7,226.1,0.0,90.04,1147.09,969.4
429,2019-01-04T08:00:00.000,74.94,584.77,42.24,587.34,602,16.94,1126.14,13.0,47.03,836.32,10.23,35.3,1440.26,61.9,60.9,0.0,143.19,1280.2,225.7,225.9,0.0,89.92,1147.01,969.1
430,2019-01-05T08:00:00.000,75.16,584.92,42.14,587.07,600,17.06,1126.14,7.6,47.06,836.37,10.2,35.35,1440.36,61.7,60.9,0.0,143.23,1280.22,225.9,225.8,0.0,89.92,1147.0,965.6
431,2019-01-06T08:00:00.000,75.3,585.05,41.89,586.97,599,16.96,1126.14,13.7,47.07,836.38,10.2,35.31,1440.27,61.8,60.9,0.0,142.95,1280.07,225.8,226.0,0.0,89.85,1146.96,970.1
432,2019-01-07T08:00:00.000,75.44,585.14,41.6,586.71,599,16.93,1126.18,29.2,47.09,836.41,10.2,35.3,1440.25,62.0,60.9,0.0,142.55,1279.85,225.7,225.9,0.0,89.53,1146.76,971.0
433,2019-01-08T08:00:00.000,75.72,585.21,41.32,586.41,594,17.03,1126.15,39.4,47.16,836.52,10.19,35.31,1440.28,61.9,60.9,0.0,142.4,1279.78,225.7,226.0,0.0,89.41,1146.67,971.2
434,2019-01-09T08:00:00.000,75.9,585.39,41.06,586.12,594,16.99,1126.23,33.4,47.16,836.52,10.19,35.26,1440.17,62.0,60.8,0.0,142.23,1279.69,226.0,226.2,0.0,89.43,1146.66,971.4
435,2019-01-10T08:00:00.000,75.91,585.49,40.85,585.87,593,16.94,1126.28,33.3,47.15,836.5,10.19,35.22,1440.1,61.8,60.9,0.0,141.94,1279.52,225.9,226.2,0.0,89.19,1146.53,971.0
436,2019-01-11T08:00:00.000,75.92,585.5,40.59,585.64,592,16.86,1126.28,33.7,47.11,836.45,10.2,35.18,1440.03,61.9,60.9,0.0,141.51,1279.29,225.8,226.3,0.0,88.82,1146.27,970.1
437,2019-01-12T08:00:00.000,75.92,585.5,40.34,585.37,591,16.84,1126.28,47.9,47.2,836.59,10.21,35.2,1440.06,61.8,60.9,0.0,141.09,1279.06,225.6,226.2,0.0,88.29,1145.92,969.4
438,2019-01-13T08:00:00.000,75.9,585.5,40.09,585.11,589,16.8,1126.28,72.1,47.37,836.84,10.2,35.2,1440.07,61.8,60.9,0.0,140.57,1278.78,225.9,225.9,0.0,87.62,1145.47,968.1
439,2019-01-14T08:00:00.000,75.9,585.5,39.83,584.85,602,16.77,1125.63,71.7,47.51,837.05,10.2,35.19,1440.05,61.8,60.9,0.0,140.05,1278.5,225.7,225.7,0.0,86.89,1144.98,965.0
440,2019-01-15T08:00:00.000,75.9,585.5,39.56,584.56,602,16.78,1125.63,72.0,47.44,836.94,10.21,35.19,1440.05,61.9,60.9,0.0,139.5,1278.2,225.7,225.5,0.0,86.44,1144.66,962.8
441,2019-01-16T08:00:00.000,76.01,585.5,39.3,584.27,602,16.77,1125.63,72.2,47.31,836.75,10.23,35.17,1440.01,61.9,60.9,0.0,138.95,1277.9,225.8,225.9,0.0,85.97,1144.33,963.3
442,2019-01-17T08:00:00.000,75.72,585.56,39.0,584.0,602,16.74,1125.55,75.3,47.29,836.71,10.21,35.16,1439.99,61.9,61.0,0.0,138.4,1277.59,225.8,225.9,0.0,85.44,1143.96,962.2
443,2019-01-18T08:00:00.000,75.34,585.39,38.7,583.67,601,16.75,1125.55,81.0,47.15,836.51,10.17,35.15,1439.96,61.9,61.0,0.0,137.91,1277.32,225.8,226.7,0.0,84.91,1143.59,965.6
444,2019-01-19T08:00:00.000,75.21,585.16,38.49,583.34,599,16.76,1125.55,85.6,46.88,836.1,10.16,35.17,1440.0,61.9,60.9,0.0,137.77,1277.23,225.7,226.6,0.0,84.44,1143.26,971.1
445,2019-01-20T08:00:00.000,74.99,585.09,38.21,583.12,612,16.72,1125.55,86.7,46.91,836.16,10.09,35.17,1440.01,61.9,60.9,0.0,137.41,1277.05,225.7,225.8,0.0,83.9,1142.87,969.7
446,2019-01-21T08:00:00.000,74.49,584.96,37.8,582.78,612,16.68,1125.33,85.8,46.73,835.87,10.03,35.13,1439.92,61.9,60.9,0.0,137.09,1276.86,225.8,225.7,0.0,83.22,1142.4,967.7
447,2019-01-22T08:00:00.000,73.8,584.63,37.49,582.36,606,16.68,1125.33,100.1,46.78,835.95,9.99,35.11,1439.88,61.9,60.9,0.0,136.54,1276.55,225.8,225.4,0.0,82.56,1141.94,963.3
448,2019-01-23T08:00:00.000,73.38,584.2,37.36,582.0,614,16.83,1125.38,100.0,46.64,835.74,9.93,35.17,1440.01,61.8,60.9,0.0,136.75,1276.67,225.8,225.4,0.0,82.34,1141.77,967.2
449,2019-01-24T08:00:00.000,73.17,583.95,41.18,581.88,614,18.02,1125.38,100.3,47.66,837.28,9.92,35.71,1441.07,36.2,32.4,4.8,140.66,1278.83,226.0,226.1,0.0,85.98,1144.35,970.9
450,2019-01-25T08:00:00.000,73.59,583.8,41.81,585.99,221,17.38,1129.08,12.5,47.97,837.73,9.93,35.42,1440.49,57.7,64.8,0.0,143.47,1280.35,225.9,226.3,0.0,88.41,1146.01,976.8
451,2019-01-26T08:00:00.000,74.05,584.07,41.31,586.63,585,17.17,1129.08,1.8,48.05,837.86,9.96,35.34,1440.34,57.8,64.8,0.0,143.95,1280.62,225.7,226.1,0.0,89.44,1146.69,978.0
452,2019-01-27T08:00:00.000,74.78,584.36,40.77,586.1,592,17.09,1129.08,1.3,47.77,837.44,10.25,35.3,1440.25,57.9,64.7,0.0,143.91,1280.59,225.6,226.3,0.0,89.95,1147.03,971.1
453,2019-01-28T08:00:00.000,75.23,584.82,40.34,585.56,592,16.97,1126.4,1.2,47.72,837.36,10.26,35.27,1440.2,57.7,64.7,0.0,143.45,1280.34,225.6,226.2,0.0,90.14,1147.17,959.0
454,2019-01-29T08:00:00.000,75.34,585.09,40.35,585.11,586,16.96,1126.15,1.2,47.69,837.32,10.25,35.28,1440.21,57.8,64.7,0.0,143.21,1280.2,225.7,226.0,0.0,90.16,1147.17,959.6
455,2019-01-30T08:00:00.000,75.35,585.16,40.15,585.12,601,16.89,1126.13,4.5,47.6,837.18,10.22,35.24,1440.15,57.9,64.9,0.0,142.81,1279.99,222.5,221.0,0.1,89.85,1146.96,966.8
456,2019-01-31T08:00:00.000,75.35,585.17,39.9,584.92,617,16.85,1126.13,35.3,47.46,836.97,10.21,35.22,1440.11,57.9,64.8,0.0,142.44,1279.79,225.6,225.6,0.0,89.37,1146.64,964.5
457,2019-02-01T08:00:00.000,75.04,585.17,39.67,584.65,619,16.81,1125.75,48.3,47.33,836.77,10.21,35.21,1440.08,58.0,64.8,0.0,142.01,1279.56,225.8,225.6,0.0,88.91,1146.33,959.2
458,2019-02-02T08:00:00.000,74.48,584.98,39.5,584.38,619,16.82,1125.75,64.6,47.19,836.57,10.21,35.21,1440.09,58.1,64.8,0.0,141.62,1279.35,225.9,226.1,0.0,88.49,1146.05,967.4
459,2019-02-03T08:00:00.000,73.88,584.62,39.34,584.21,598,16.84,1125.75,68.1,47.09,836.42,10.19,35.22,1440.1,58.1,64.8,0.0,141.25,1279.15,225.7,226.0,0.0,88.16,1145.83,965.7
460,2019-02-04T08:00:00.000,73.31,584.26,39.17,584.04,586,16.93,1125.81,62.5,46.99,836.27,10.2,35.23,1440.12,58.1,64.9,0.0,140.94,1278.98,225.7,225.6,0.0,87.91,1145.66,966.5
461,2019-02-05T08:00:00.000,72.76,583.9,39.19,583.85,584,17.16,1126.03,57.5,46.96,836.2,10.19,35.27,1440.19,58.0,64.9,0.0,140.92,1278.97,225.8,225.5,0.0,88.24,1145.88,960.3
462,2019-02-06T08:00:00.000,72.26,583.55,39.52,583.88,583,17.25,1126.7,49.4,47.09,836.42,10.19,35.28,1440.21,58.1,64.9,0.0,141.22,1279.13,225.7,225.8,0.0,88.64,1146.15,964.2
463,2019-02-07T08:00:00.000,71.79,583.25,40.15,584.23,443,17.41,1126.7,20.8,47.37,836.84,10.17,35.42,1440.49,58.0,64.9,0.0,142.2,1279.69,225.7,226.3,0.0,89.94,1147.02,965.6
464,2019-02-08T08:00:00.000,71.32,582.96,41.36,584.91,412,17.4,1127.4,5.3,47.77,837.43,10.14,35.46,1440.56,58.0,65.0,0.0,143.64,1280.45,225.9,226.2,0.0,92.31,1148.62,966.5
465,2019-02-09T08:00:00.000,70.77,582.66,42.08,586.14,412,17.15,1127.4,1.5,47.89,837.62,10.08,35.38,1440.42,57.9,65.0,0.0,143.9,1280.57,225.8,226.3,0.0,93.38,1149.33,969.9
466,2019-02-10T08:00:00.000,70.21,582.31,42.58,586.9,412,17.08,1127.4,1.2,47.95,837.71,10.02,35.33,1440.31,58.0,65.0,0.0,143.8,1280.53,225.9,226.1,0.0,93.95,1149.71,975.3
467,2019-02-11T08:00:00.000,69.85,581.96,42.92,587.41,409,17.0,1127.4,1.2,47.95,837.7,9.97,35.31,1440.27,58.1,65.0,0.0,143.56,1280.4,225.9,226.0,0.0,94.26,1149.92,965.1
