cmplnt_num,cmplnt_fr_dt,cmplnt_fr_tm,addr_pct_cd,rpt_dt,ky_cd,ofns_desc,pd_cd,pd_desc,crm_atpt_cptd_cd,law_cat_cd,boro_nm,loc_of_occur_desc,prem_typ_desc,juris_desc,jurisdiction_code,parks_nm,housing_psa,x_coord_cd,y_coord_cd,susp_race,susp_sex,latitude,longitude,lat_lon,patrol_boro,vic_age_group,vic_race,vic_sex,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,cmplnt_to_dt,cmplnt_to_tm,susp_age_group,hadevelopt,transit_district,station_name
522575447,2006-08-29T00:00:00.000,13:00:00,43,2006-08-30T00:00:00.000,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,NA,1018029.0,240747.0,UNKNOWN,M,40.827414051,-73.877945775,"{'latitude': '40.827414051', 'longitude': '-73.877945775'}",PATROL BORO BRONX,25-44,BLACK HISPANIC,F,11610.0,58.0,5.0,31.0,26.0,,,,,,
403507361,2006-11-05T00:00:00.000,11:00:00,66,2006-11-05T00:00:00.000,107,BURGLARY,221,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,NA,982556.0,171385.0,,,40.637096864,-74.006105014,"{'latitude': '40.637096864', 'longitude': '-74.006105014'}",PATROL BORO BKLYN SOUTH,45-64,ASIAN / PACIFIC ISLANDER,F,18180.0,2.0,2.0,7.0,39.0,2006-11-05T00:00:00.000,17:40:00,,,,
631420068,2006-09-08T00:00:00.000,23:30:00,106,2006-09-09T00:00:00.000,347,INTOXICATED & IMPAIRED DRIVING,905,"INTOXICATED DRIVING,ALCOHOL",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,NA,1028213.0,186786.0,,,40.679260229,-73.841500185,"{'latitude': '40.679260229', 'longitude': '-73.841500185'}",PATROL BORO QUEENS SOUTH,,UNKNOWN,E,24013.0,62.0,3.0,41.0,64.0,2006-09-09T00:00:00.000,00:01:00,,,,
995609899,2011-12-13T00:00:00.000,18:40:00,79,2011-12-13T00:00:00.000,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0,NA,NA,1000788.0,189718.0,,,40.687401619,-73.940369194,"{'latitude': '40.687401619', 'longitude': '-73.940369194'}",PATROL BORO BKLYN NORTH,,UNKNOWN,D,18181.0,69.0,2.0,49.0,51.0,2011-12-13T00:00:00.000,18:49:00,,,,
480667624,2009-08-14T00:00:00.000,04:20:00,30,2009-08-14T00:00:00.000,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,MANHATTAN,,STREET,N.Y. POLICE DEPT,0,NA,NA,1000029.0,242245.0,,,40.831576128,-73.942982699,"{'latitude': '40.831576128', 'longitude': '-73.942982699'}",PATROL BORO MAN NORTH,,UNKNOWN,E,13090.0,47.0,4.0,23.0,21.0,,,,,,
605915885,2009-10-27T00:00:00.000,21:10:00,69,2009-10-29T00:00:00.000,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,NA,1010598.0,173684.0,BLACK,M,40.643368102,-73.905059257,"{'latitude': '40.643368102', 'longitude': '-73.905059257'}",PATROL BORO BKLYN SOUTH,18-24,BLACK,M,13827.0,5.0,2.0,8.0,42.0,,,,,,
820084484,2006-12-16T00:00:00.000,20:00:00,40,2006-12-16T00:00:00.000,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,NA,1007115.0,237715.0,,,40.819127068,-73.917392286,"{'latitude': '40.819127068', 'longitude': '-73.917392286'}",PATROL BORO BRONX,,UNKNOWN,E,10933.0,49.0,5.0,43.0,23.0,2006-12-16T00:00:00.000,20:05:00,,,,
799044409,2007-07-21T00:00:00.000,23:15:00,75,2007-07-22T00:00:00.000,109,GRAND LARCENY,421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,NA,1018297.0,184609.0,,,40.673328553,-73.877261612,"{'latitude': '40.673328553', 'longitude': '-73.877261612'}",PATROL BORO BKLYN NORTH,25-44,BLACK,M,17215.0,45.0,2.0,37.0,47.0,2007-07-21T00:00:00.000,23:45:00,,,,
211477358,2008-07-07T00:00:00.000,21:30:00,34,2008-07-08T00:00:00.000,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,MANHATTAN,,STREET,N.Y. POLICE DEPT,0,NA,NA,1001009.0,248745.0,,,40.849414928,-73.939425145,"{'latitude': '40.849414928', 'longitude': '-73.939425145'}",PATROL BORO MAN NORTH,25-44,WHITE,M,13091.0,47.0,4.0,39.0,22.0,2008-07-08T00:00:00.000,11:45:00,,,,
986887005,2007-09-17T00:00:00.000,16:00:00,48,2007-09-19T00:00:00.000,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BRONX,,STREET,N.Y. POLICE DEPT,0,NA,NA,1014683.0,253122.0,BLACK HISPANIC,M,40.861391939,-73.889979903,"{'latitude': '40.861391939', 'longitude': '-73.889979903'}",PATROL BORO BRONX,<18,BLACK,M,10936.0,35.0,5.0,22.0,31.0,,,<18,,,
207970722,2007-01-06T00:00:00.000,16:00:00,68,2007-02-26T00:00:00.000,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,NA,974642.0,172052.0,UNKNOWN,,40.638922587,-74.034620525,"{'latitude': '40.638922587', 'longitude': '-74.034620525'}",PATROL BORO BKLYN SOUTH,45-64,WHITE,M,18180.0,10.0,2.0,44.0,41.0,2007-02-26T00:00:00.000,12:00:00,,,,
537893224,2009-04-26T00:00:00.000,23:00:00,122,2009-04-27T00:00:00.000,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,STATEN ISLAND,FRONT OF,OTHER,N.Y. POLICE DEPT,0,NA,NA,960358.0,154920.0,,,40.591871791,-74.086027298,"{'latitude': '40.591871791', 'longitude': '-74.086027298'}",PATROL BORO STATEN ISLAND,45-64,AMERICAN INDIAN/ALASKAN NATIVE,M,10692.0,30.0,1.0,14.0,76.0,2009-04-27T00:00:00.000,11:30:00,,,,
924188035,2010-01-08T00:00:00.000,22:00:00,75,2010-01-11T00:00:00.000,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,,OTHER,N.Y. POLICE DEPT,0,NA,NA,1011975.0,185903.0,BLACK,M,40.676902346,-73.900047151,"{'latitude': '40.676902346', 'longitude': '-73.900047151'}",PATROL BORO BKLYN NORTH,18-24,BLACK,F,17214.0,45.0,2.0,37.0,47.0,,,,,,
321158154,2007-11-02T00:00:00.000,11:55:00,71,2007-11-02T00:00:00.000,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,NA,1000111.0,180775.0,,,40.662856338,-73.942831345,"{'latitude': '40.662856338', 'longitude': '-73.942831345'}",PATROL BORO BKLYN SOUTH,,UNKNOWN,E,13509.0,17.0,2.0,11.0,44.0,2007-11-02T00:00:00.000,11:56:00,,,,
103912654,2009-08-30T00:00:00.000,01:00:00,109,2009-08-30T00:00:00.000,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,QUEENS,,STREET,N.Y. POLICE DEPT,0,NA,NA,1031613.0,227025.0,,,40.78968863,-73.828958816,"{'latitude': '40.78968863', 'longitude': '-73.828958816'}",PATROL BORO QUEENS NORTH,25-44,WHITE,M,14192.0,22.0,3.0,20.0,67.0,2009-08-30T00:00:00.000,01:01:00,,,,
591753685,2008-12-09T00:00:00.000,15:10:00,110,2008-12-09T00:00:00.000,105,ROBBERY,384,"ROBBERY,POCKETBOOK/CARRIED BAG",ATTEMPTED,FELONY,QUEENS,,FOOD SUPERMARKET,N.Y. POLICE DEPT,0,NA,NA,1017225.0,209572.0,WHITE HISPANIC,M,40.741850091,-73.881003933,"{'latitude': '40.741850091', 'longitude': '-73.881003933'}",PATROL BORO QUEENS NORTH,45-64,WHITE HISPANIC,F,14784.0,66.0,3.0,5.0,68.0,2008-12-09T00:00:00.000,15:14:00,18-24,,,
289318739,2007-07-18T00:00:00.000,07:00:00,23,2007-11-30T00:00:00.000,341,PETIT LARCENY,313,"LARCENY,PETIT BY FALSE PROMISE",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,OTHER,N.Y. POLICE DEPT,0,NA,NA,1000900.0,228610.0,WHITE HISPANIC,M,40.794150256,-73.939869087,"{'latitude': '40.794150256', 'longitude': '-73.939869087'}",PATROL BORO MAN NORTH,,UNKNOWN,D,12426.0,7.0,4.0,35.0,14.0,2007-11-30T00:00:00.000,12:00:00,25-44,,,
574443172,2006-04-27T00:00:00.000,17:00:00,44,2006-04-28T00:00:00.000,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,NA,,,BLACK,M,,,,PATROL BORO BRONX,18-24,BLACK,F,,,,,,2006-04-28T00:00:00.000,22:40:00,18-24,,,
935932450,2007-04-11T00:00:00.000,17:00:00,10,2007-04-14T00:00:00.000,109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,NA,985410.0,214296.0,WHITE,M,40.754877681,-73.995814518,"{'latitude': '40.754877681', 'longitude': '-73.995814518'}",PATROL BORO MAN SOUTH,45-64,WHITE,M,12080.0,12.0,4.0,10.0,6.0,2007-04-14T00:00:00.000,18:00:00,25-44,,,
600460494,2006-11-25T00:00:00.000,11:15:00,72,2006-11-25T00:00:00.000,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,NA,979740.0,171600.0,UNKNOWN,F,40.637686007,-74.016251355,"{'latitude': '40.637686007', 'longitude': '-74.016251355'}",PATROL BORO BKLYN SOUTH,25-44,WHITE,M,18180.0,9.0,2.0,7.0,45.0,,,,,,
408536909,2010-03-23T00:00:00.000,01:06:00,109,2010-03-24T00:00:00.000,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,NA,1040656.0,225430.0,,,40.785257702,-73.796315211,"{'latitude': '40.785257702', 'longitude': '-73.796315211'}",PATROL BORO QUEENS NORTH,18-24,WHITE HISPANIC,F,14192.0,22.0,3.0,20.0,67.0,,,,,,
108113137,2009-06-30T00:00:00.000,17:00:00,83,2009-07-01T00:00:00.000,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,NA,1006101.0,193634.0,WHITE HISPANIC,F,40.69813861,-73.921199037,"{'latitude': '40.69813861', 'longitude': '-73.921199037'}",PATROL BORO BKLYN NORTH,25-44,WHITE HISPANIC,M,13828.0,42.0,2.0,37.0,53.0,2009-06-30T00:00:00.000,17:20:00,,,,
171216950,2006-02-21T00:00:00.000,21:00:00,110,2006-02-22T00:00:00.000,233,SEX CRIMES,681,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,NA,1020255.0,210816.0,WHITE HISPANIC,M,40.745252741,-73.87006287,"{'latitude': '40.745252741', 'longitude': '-73.87006287'}",PATROL BORO QUEENS NORTH,<18,WHITE HISPANIC,M,14784.0,66.0,3.0,21.0,68.0,,,,,,
314547311,2006-11-24T00:00:00.000,23:30:00,61,2006-11-25T00:00:00.000,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,NA,996790.0,152638.0,,,40.585631491,-73.95485397,"{'latitude': '40.585631491', 'longitude': '-73.95485397'}",PATROL BORO BKLYN SOUTH,25-44,WHITE,M,13826.0,32.0,2.0,15.0,36.0,2006-11-25T00:00:00.000,12:00:00,,,,
487348156,2008-10-15T00:00:00.000,15:15:00,44,2008-10-15T00:00:00.000,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BRONX,,STREET,N.Y. POLICE DEPT,0,NA,NA,1006999.0,241227.0,UNKNOWN,,40.828766808,-73.917799476,"{'latitude': '40.828766808', 'longitude': '-73.917799476'}",PATROL BORO BRONX,,UNKNOWN,F,10934.0,50.0,5.0,42.0,27.0,,,,,,
814975458,2008-11-25T00:00:00.000,13:45:00,1,2008-11-25T00:00:00.000,358,OFFENSES INVOLVING FRAUD,705,"FORGERY,ETC.-MISD.",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,CLOTHING/BOUTIQUE,N.Y. POLICE DEPT,0,NA,NA,983219.0,201849.0,,,40.720713757,-74.003720855,"{'latitude': '40.720713757', 'longitude': '-74.003720855'}",PATROL BORO MAN SOUTH,,UNKNOWN,D,12076.0,57.0,4.0,32.0,1.0,,,,,,
892316420,2008-01-05T00:00:00.000,12:00:00,71,2008-01-23T00:00:00.000,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,OPEN AREAS (OPEN LOTS),N.Y. POLICE DEPT,0,NA,NA,1002054.0,180383.0,BLACK,M,40.66177669,-73.935828946,"{'latitude': '40.66177669', 'longitude': '-73.935828946'}",PATROL BORO BKLYN SOUTH,25-44,BLACK,M,16866.0,17.0,2.0,17.0,44.0,2008-01-22T00:00:00.000,23:40:00,,,,
836522816,2008-05-14T00:00:00.000,23:00:00,42,2008-05-15T00:00:00.000,107,BURGLARY,213,"BURGLARY,COMMERCIAL,NIGHT",ATTEMPTED,FELONY,BRONX,INSIDE,CONSTRUCTION SITE,N.Y. POLICE DEPT,0,NA,NA,1011505.0,245663.0,,,40.840929587,-73.901499338,"{'latitude': '40.840929587', 'longitude': '-73.901499338'}",PATROL BORO BRONX,,UNKNOWN,D,10935.0,34.0,5.0,42.0,25.0,2008-05-14T00:00:00.000,23:10:00,,,,
103236717,2006-10-22T00:00:00.000,14:00:00,13,2006-10-22T00:00:00.000,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,NA,988521.0,209286.0,UNKNOWN,,40.741125534,-73.984588781,"{'latitude': '40.741125534', 'longitude': '-73.984588781'}",PATROL BORO MAN SOUTH,25-44,WHITE HISPANIC,F,12073.0,11.0,4.0,50.0,7.0,,,,,,
478153841,2011-11-05T00:00:00.000,17:40:00,6,2011-11-05T00:00:00.000,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0,NA,NA,985762.0,205921.0,,,40.73189034,-73.994545882,"{'latitude': '40.73189034', 'longitude': '-73.994545882'}",PATROL BORO MAN SOUTH,,UNKNOWN,D,11724.0,57.0,4.0,50.0,3.0,,,,,,
103612179,2008-07-04T00:00:00.000,17:00:00,43,2008-07-04T00:00:00.000,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,0,NA,NA,1024625.0,245571.0,,,40.840626837,-73.85408306,"{'latitude': '40.840626837', 'longitude': '-73.85408306'}",PATROL BORO BRONX,,UNKNOWN,E,11271.0,58.0,5.0,31.0,26.0,,,,,,
184674295,2008-08-09T00:00:00.000,22:20:00,44,2008-08-09T00:00:00.000,352,CRIMINAL TRESPASS,205,"TRESPASS 2, CRIMINAL",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,NA,1008846.0,245939.0,,,40.841694933,-73.911108193,"{'latitude': '40.841694933', 'longitude': '-73.911108193'}",PATROL BORO BRONX,,UNKNOWN,E,10935.0,50.0,5.0,42.0,27.0,,,,,,
713384717,2006-04-05T00:00:00.000,21:20:00,88,2006-04-05T00:00:00.000,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,NA,994759.0,188803.0,,,40.684899365,-73.962109815,"{'latitude': '40.684899365', 'longitude': '-73.962109815'}",PATROL BORO BKLYN NORTH,,UNKNOWN,E,13829.0,68.0,2.0,48.0,55.0,2006-04-05T00:00:00.000,21:24:00,,,,
911147749,2010-11-06T00:00:00.000,12:00:00,94,2010-11-06T00:00:00.000,348,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,BROOKLYN,OPPOSITE OF,STREET,N.Y. POLICE DEPT,0,NA,NA,1000879.0,201448.0,WHITE,M,40.719597542,-73.940012106,"{'latitude': '40.719597542', 'longitude': '-73.940012106'}",PATROL BORO BKLYN NORTH,25-44,BLACK,M,18182.0,36.0,2.0,30.0,57.0,2010-11-06T00:00:00.000,13:00:00,,,,
320669846,2008-07-27T00:00:00.000,13:00:00,75,2008-07-27T00:00:00.000,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,NA,1017589.0,180904.0,BLACK HISPANIC,M,40.663161856,-73.87983228,"{'latitude': '40.663161856', 'longitude': '-73.87983228'}",PATROL BORO BKLYN NORTH,25-44,BLACK,F,17215.0,45.0,2.0,25.0,47.0,,,,,,
796464968,2009-04-10T00:00:00.000,13:30:00,73,2009-04-10T00:00:00.000,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,NA,1010754.0,179173.0,BLACK,M,40.658433742,-73.90447556,"{'latitude': '40.658433742', 'longitude': '-73.90447556'}",PATROL BORO BKLYN NORTH,<18,BLACK,F,17614.0,55.0,2.0,25.0,46.0,,,25-44,,,
718836666,2010-08-26T00:00:00.000,00:01:00,44,2010-09-14T00:00:00.000,109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,BRONX,INSIDE,BANK,N.Y. POLICE DEPT,0,NA,NA,1007500.0,241369.0,,,40.829155253,-73.915988655,"{'latitude': '40.829155253', 'longitude': '-73.915988655'}",PATROL BORO BRONX,,UNKNOWN,D,10934.0,50.0,5.0,42.0,27.0,,,,,,
523025244,2008-05-15T00:00:00.000,17:50:00,76,2008-05-15T00:00:00.000,105,ROBBERY,382,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,NA,985451.0,186671.0,BLACK,M,40.679053665,-73.995671456,"{'latitude': '40.679053665', 'longitude': '-73.995671456'}",PATROL BORO BKLYN SOUTH,65+,WHITE,F,13514.0,14.0,2.0,27.0,48.0,2008-05-15T00:00:00.000,17:52:00,,,,
813177203,2007-07-12T00:00:00.000,10:00:00,115,2007-07-13T00:00:00.000,121,CRIMINAL MISCHIEF & RELATED OF,267,"MISCHIEF, CRIMINAL 3 & 2, OF M",COMPLETED,FELONY,QUEENS,,STREET,N.Y. POLICE DEPT,0,NA,NA,1018518.0,213517.0,,,40.752673201,-73.876317765,"{'latitude': '40.752673201', 'longitude': '-73.876317765'}",PATROL BORO QUEENS NORTH,,UNKNOWN,F,14783.0,65.0,3.0,5.0,73.0,2007-07-12T00:00:00.000,22:00:00,,,,
699744490,2011-08-05T00:00:00.000,21:00:00,90,2011-08-05T00:00:00.000,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,NA,453,1001414.0,195664.0,WHITE HISPANIC,M,40.703720817,-73.938096831,"{'latitude': '40.703720817', 'longitude': '-73.938096831'}",PATROL BORO BKLYN NORTH,<18,WHITE HISPANIC,F,17213.0,36.0,2.0,30.0,56.0,,,,BUSHWICK,,
985476774,2009-09-21T00:00:00.000,10:00:00,47,2009-09-21T00:00:00.000,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BRONX,,RESIDENCE - PUBLIC HOUSING,N.Y. POLICE DEPT,0,NA,NA,1026387.0,262634.0,BLACK,M,40.887451313,-73.847607787,"{'latitude': '40.887451313', 'longitude': '-73.847607787'}",PATROL BORO BRONX,25-44,WHITE HISPANIC,M,11275.0,29.0,5.0,2.0,30.0,2009-09-21T00:00:00.000,10:15:00,,,,
720630346,2010-12-05T00:00:00.000,10:00:00,106,2010-12-05T00:00:00.000,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,NA,1036357.0,187122.0,ASIAN / PACIFIC ISLANDER,F,40.68013828,-73.812135837,"{'latitude': '40.68013828', 'longitude': '-73.812135837'}",PATROL BORO QUEENS SOUTH,25-44,ASIAN / PACIFIC ISLANDER,F,24016.0,62.0,3.0,46.0,64.0,,,,,,
372740226,2010-06-25T00:00:00.000,18:00:00,113,2010-08-12T00:00:00.000,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,QUEENS,,STREET,N.Y. POLICE DEPT,0,NA,NA,1044545.0,184347.0,,,40.672469567,-73.782639913,"{'latitude': '40.672469567', 'longitude': '-73.782639913'}",PATROL BORO QUEENS SOUTH,18-24,BLACK,M,24669.0,41.0,3.0,46.0,71.0,2010-08-12T00:00:00.000,10:30:00,,,,
920461350,2011-06-10T00:00:00.000,19:30:00,101,2011-06-14T00:00:00.000,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESTAURANT/DINER,N.Y. POLICE DEPT,0,NA,NA,1052809.0,159159.0,,,40.603274007,-73.753104533,"{'latitude': '40.603274007', 'longitude': '-73.753104533'}",PATROL BORO QUEENS SOUTH,45-64,WHITE HISPANIC,M,20529.0,51.0,3.0,47.0,59.0,2011-06-10T00:00:00.000,23:30:00,,,,
598552327,2010-01-09T00:00:00.000,12:00:00,73,2010-01-09T00:00:00.000,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,NA,1010183.0,183503.0,BLACK,M,40.670320318,-73.906516906,"{'latitude': '40.670320318', 'longitude': '-73.906516906'}",PATROL BORO BKLYN NORTH,25-44,BLACK,F,17614.0,55.0,2.0,37.0,46.0,2010-01-09T00:00:00.000,12:40:00,,,,
940066743,2010-05-31T00:00:00.000,14:00:00,67,2010-06-01T00:00:00.000,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,,INSIDE,OTHER,N.Y. POLICE DEPT,0,NA,NA,1007630.0,176574.0,,,40.651308856,-73.915744102,"{'latitude': '40.651308856', 'longitude': '-73.915744102'}",PATROL BORO BKLYN SOUTH,45-64,BLACK,F,13827.0,61.0,2.0,25.0,40.0,2010-05-31T00:00:00.000,14:18:00,,,,
482273386,2006-04-07T00:00:00.000,12:00:00,9,2006-04-07T00:00:00.000,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,NA,NA,988353.0,205966.0,UNKNOWN,,40.732013031,-73.985197063,"{'latitude': '40.732013031', 'longitude': '-73.985197063'}",PATROL BORO MAN SOUTH,,UNKNOWN,D,11724.0,70.0,4.0,50.0,5.0,2006-04-07T00:00:00.000,12:07:00,,,,
215351744,2006-04-28T00:00:00.000,10:15:00,46,2006-05-01T00:00:00.000,109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,NA,1006993.0,248480.0,BLACK,F,40.848674197,-73.917796563,"{'latitude': '40.848674197', 'longitude': '-73.917796563'}",PATROL BORO BRONX,65+,BLACK,M,10931.0,6.0,5.0,29.0,29.0,2006-05-01T00:00:00.000,12:45:00,,,,
717228374,2009-01-03T00:00:00.000,20:30:00,6,2009-01-03T00:00:00.000,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,MANHATTAN,OPPOSITE OF,STREET,N.Y. POLICE DEPT,0,NA,NA,984321.0,205324.0,,,40.73025185,-73.999745274,"{'latitude': '40.73025185', 'longitude': '-73.999745274'}",PATROL BORO MAN SOUTH,,UNKNOWN,E,12075.0,57.0,4.0,32.0,3.0,2009-01-03T00:00:00.000,20:40:00,,,,
868134453,2010-11-19T00:00:00.000,01:00:00,13,2010-11-19T00:00:00.000,110,GRAND LARCENY OF MOTOR VEHICLE,455,"LARCENY,GRAND OF TRUCK",COMPLETED,FELONY,MANHATTAN,OPPOSITE OF,PARKING LOT/GARAGE (PUBLIC),N.Y. POLICE DEPT,0,NA,NA,991422.0,205488.0,,,40.730699083,-73.974124052,"{'latitude': '40.730699083', 'longitude': '-73.974124052'}",PATROL BORO MAN SOUTH,,UNKNOWN,D,11729.0,71.0,4.0,51.0,7.0,2010-11-19T00:00:00.000,01:45:00,,,,
