,_zone,district,fiscal_month_number,fiscal_year,month_name,diversion_rate_total_total_recycling_total_waste_,capture_rate_paper_total_paper_max_paper_,capture_rate_mgp_total_mgp_max_mgp_,capture_rate_total_total_recycling_leaves_recycling_max_paper_max_mgp_x100
432,Bronx,BX02,9,2019,March,13.3171623207954,34.5750018408852,52.9962075455154,42.8652217477945
433,Bronx,BX03,9,2019,March,9.6319802057066,26.1475562659375,36.9373812602874,31.0033742506279
434,Bronx,BX04,9,2019,March,12.3536241668902,30.4077586810264,48.8148952347512,38.6916469527115
435,Bronx,BX05,9,2019,March,11.1977216548994,26.7647517621904,47.3817870784683,36.0431757340532
436,Bronx,BX06,9,2019,March,14.7755803026705,36.8670471941121,48.1901118174992,41.9628426188616
437,Bronx,BX07,9,2019,March,14.6086498454186,34.1997376166074,62.6918946838725,47.0222559412605
438,Bronx,BX08,9,2019,March,20.5530425402655,36.9775521601345,79.7952014887508,50.3694716056547
439,Bronx,BX09,9,2019,March,9.8965921798558,22.0189468605146,44.7033474492237,31.3123571257671
440,Bronx,BX10,9,2019,March,20.1333772074913,36.0062025661374,79.6260110959256,51.8850756767004
441,Bronx,BX11,9,2019,March,15.7526317305356,31.623390482465,55.3215493577314,40.2502063814238
442,Bronx,BX12,9,2019,March,19.0717450694048,30.8893749551505,74.105225245401,46.6211955718172
443,Manhattan,MN01,9,2019,March,28.2893504801435,45.9028244275086,71.5134938786995,52.4933187771935
444,Manhattan,MN02,9,2019,March,27.8581954393361,40.4805142846183,82.6002375823358,51.3193484249337
445,Manhattan,MN03,9,2019,March,14.5225481253192,40.5845663849149,41.9619903432436,41.2044578134504
446,Manhattan,MN04,9,2019,March,23.9416694573434,33.9217789836802,73.467462449465,44.0982253250141
447,Manhattan,MN05,9,2019,March,21.694605915969,34.4704789174308,61.560145592715,41.4415694427512
448,Manhattan,MN06,9,2019,March,23.3190859430613,33.9404116251275,69.0917688285793,42.9860486973882
449,Manhattan,MN07,9,2019,March,27.8066625839783,41.0116106409298,80.074476031219,51.0638115069729
450,Manhattan,MN08,9,2019,March,26.9073296679003,42.1507429021801,76.6643119298254,51.0322554334186
451,Manhattan,MN09,9,2019,March,18.5606900415345,55.0460011232719,47.817440922457,51.7928832418498
452,Manhattan,MN10,9,2019,March,14.579564760066,39.0047268201197,54.7174071816996,46.0760107313422
453,Manhattan,MN11,9,2019,March,11.5118653699499,38.8911854794792,31.1405114314828,35.4030971689234
454,Manhattan,MN12,9,2019,March,16.6121700781424,43.4489056298546,57.4621425710343,49.755377514092
455,Queens East,QE07,9,2019,March,20.4679428343545,45.3580911016253,66.9978764850179,53.2355994590508
456,Queens East,QE08,9,2019,March,16.8908345822363,27.3385414383513,52.7142123202581,34.5455561431883
457,Queens East,QE10,9,2019,March,19.5432669362095,32.0349760497465,82.0231541738004,48.0103396945741
458,Queens East,QE11,9,2019,March,24.5623582971132,46.6149232070345,82.0334453060353,57.9340748850515
459,Queens East,QE12,9,2019,March,14.4493472348862,30.8056201063512,68.7032612535712,46.6716362606131
460,Queens East,QE13,9,2019,March,20.7159581631159,28.5222788970339,87.9547129246921,47.5158646110968
461,Queens East,QE14,9,2019,March,12.9808106142457,29.4663137281367,40.1177053380325,33.3437286349204
462,Queens West,QW01,9,2019,March,20.3312082900393,45.4216012234759,76.9845637334251,56.9114333337356
463,Queens West,QW02,9,2019,March,21.1509918595822,45.2057792296352,70.8646090003874,54.5463360965246
464,Queens West,QW03,9,2019,March,14.6426259620415,28.8835963885577,62.1344384520663,40.9878655209006
465,Queens West,QW04,9,2019,March,14.8779437086147,30.4610256718701,61.1881008770113,41.6465706040072
466,Queens West,QW05,9,2019,March,24.1725776366693,42.8015826111306,84.898871656137,58.1262145518659
467,Queens West,QW06,9,2019,March,20.700217726165,29.1219744282845,69.6144584482861,39.5420646819627
468,Queens West,QW09,9,2019,March,22.5424653652491,37.9709424727101,77.109240304189,52.2184159480939
469,Staten Island,SI01,9,2019,March,19.6781547907933,34.8560123596975,74.9470741950856,47.6684275299036
470,Staten Island,SI02,9,2019,March,20.1949932917693,39.4308699660752,72.6303411399458,50.0408510600519
471,Staten Island,SI03,9,2019,March,20.6438614235059,40.4914939786521,77.814612126108,52.4193218599719
472,Brooklyn North,BKN01,11,2019,May,15.696854547828,46.9103940517538,47.14131433931,47.0042838528764
473,Brooklyn North,BKN02,11,2019,May,19.4868322589153,32.556043050636,57.7109863172405,39.990033029504
474,Brooklyn North,BKN03,11,2019,May,11.7061928224176,32.6380676686706,42.6760407223029,36.7194037160721
475,Brooklyn North,BKN04,11,2019,May,14.973226928654,35.0226259345319,64.4002740727489,46.9672738922185
476,Brooklyn North,BKN05,11,2019,May,9.7857240332307,21.681721658171,43.8506352422592,30.6953726870236
477,Brooklyn North,BKN08,11,2019,May,15.6559716771166,42.5307816460306,55.1249987396114,47.6514600876041
478,Brooklyn North,BKN09,11,2019,May,14.1396838759428,32.7858619438658,47.8804845268682,38.5193039813322
479,Brooklyn North,BKN16,11,2019,May,9.7776138797554,20.8342089984853,37.90041880272,27.7731534342183
480,Brooklyn North,BKN17,11,2019,May,13.0973784173222,26.8250880022317,61.3496843718673,39.9386833282341
481,Brooklyn South,BKS06,11,2019,May,28.70253689645,44.3615069220545,82.6295004614574,55.6707703725106
482,Brooklyn South,BKS07,11,2019,May,19.5065913517984,43.9772052275111,71.4781376422237,54.4229782906674
483,Brooklyn South,BKS10,11,2019,May,23.9585159598249,49.7253400377905,76.4841703762193,59.8892379353466
484,Brooklyn South,BKS11,11,2019,May,18.1128220999722,43.3238058665641,64.5808028633009,51.3979236195067
485,Brooklyn South,BKS12,11,2019,May,15.6840989070305,46.8582119545005,47.2569420246151,47.0203314779986
486,Brooklyn South,BKS13,11,2019,May,14.6561146656956,40.1682816861013,54.0744565123295,46.2414390031719
487,Brooklyn South,BKS14,11,2019,May,14.2145562639129,35.7702588795363,56.1732496845705,42.7650180571338
488,Brooklyn South,BKS15,11,2019,May,18.6513609733077,45.6187935595773,64.0815004431125,52.6315465575013
489,Brooklyn South,BKS18,11,2019,May,14.5155930901771,35.9188944182907,74.2963492624006,49.5645927899456
490,Bronx,BX01,11,2019,May,6.9717720448607,19.9598982258564,26.1733531897507,22.6734618010166
491,Bronx,BX02,11,2019,May,13.6629304433528,34.5835802766231,60.4702988324233,45.8889260080449
492,Bronx,BX03,11,2019,May,9.8893416367888,25.477363541181,43.1943267026562,33.2147827671672
493,Bronx,BX04,11,2019,May,12.329190458328,31.3253034581549,51.6657227694375,40.208448385947
494,Bronx,BX05,11,2019,May,11.0941181189384,26.9591876617954,50.5484935992943,37.2611986568488
495,Bronx,BX06,11,2019,May,15.3253973426342,37.6943960037069,54.4469156480761,45.0106198056455
496,Bronx,BX07,11,2019,May,14.4924393727878,34.224013910922,67.3134360064327,48.6749516007003
497,Bronx,BX08,11,2019,May,20.9510969634554,44.6526514515404,81.5371145794518,57.2977552718615
498,Bronx,BX09,11,2019,May,10.0916989744304,22.763052436057,44.6329820449287,31.6551396721871
499,Bronx,BX10,11,2019,May,20.9507560332194,37.1620378755776,83.9376483475039,54.9289777200951
500,Bronx,BX11,11,2019,May,16.7588182536071,33.0776559628277,60.6219433354051,43.5398966876686
501,Bronx,BX12,11,2019,May,20.4096761940869,32.3708686869603,77.160644863121,49.3835223101311
502,Manhattan,MN01,11,2019,May,27.1707809881939,45.4577127705808,73.4604793534042,52.2019946668869
503,Manhattan,MN02,11,2019,May,25.9195202570988,38.2750194642345,84.1578771608505,49.3256035413051
504,Manhattan,MN03,11,2019,May,14.1576979312443,41.0178507184133,43.2200393487713,41.9795988742615
505,Manhattan,MN04,11,2019,May,23.404598947105,34.0438526063076,77.4982002616647,44.5095460348841
506,Manhattan,MN05,11,2019,May,20.6526998081936,33.1425588095887,65.9286556391061,41.0388742912699
507,Manhattan,MN06,11,2019,May,23.1658931171674,34.7868894721185,73.9993237804597,44.2309460096627
508,Manhattan,MN07,11,2019,May,26.8191035277701,40.8248198483114,81.5554594696977,50.6345261361172
509,Manhattan,MN08,11,2019,May,26.1019773022709,41.9081757047779,81.4555644567108,51.4329038139442
510,Manhattan,MN09,11,2019,May,18.818693430225,55.7494083402657,52.7534741980235,54.4410126394506
511,Manhattan,MN10,11,2019,May,14.1588416302212,39.4775011481,56.0588345391911,46.7189638414181
512,Manhattan,MN11,11,2019,May,11.3369766235984,38.7758750552537,32.6067417217359,36.0816677903074
513,Manhattan,MN12,11,2019,May,16.3650156378653,44.3476110006472,59.4376046413654,50.9377701521652
514,Queens East,QE07,11,2019,May,19.422987169743,45.3917580410187,65.9188476976146,53.1886325966302
515,Queens East,QE08,11,2019,May,15.9697604356478,27.2348083779752,51.1581100055384,34.3048137711835
516,Queens East,QE10,11,2019,May,18.0242745355981,38.663666303355,90.185440785886,56.9830310714682
517,Queens East,QE11,11,2019,May,23.3356754878236,56.2753023034614,94.0269732595969,69.6984935230442
518,Queens East,QE12,11,2019,May,13.0757074428729,32.6107136664033,65.2086245050598,47.5760796278962
519,Queens East,QE13,11,2019,May,20.2785876321909,36.6905262946758,91.2116799556849,56.0763667771893
520,Queens East,QE14,11,2019,May,13.6258961971264,30.9742571567517,43.3375954290089,35.6702661482847
521,Queens West,QW01,11,2019,May,18.7721077342611,47.1354329936681,73.7459658564131,57.2430025546619
522,Queens West,QW02,11,2019,May,20.4403572128357,48.1874957509448,70.047179501401,56.4905340714736
523,Queens West,QW03,11,2019,May,13.3813983387553,29.2785142168746,59.624052523309,40.804763649012
524,Queens West,QW04,11,2019,May,14.3746577817846,32.8788988039308,61.7196345109158,43.8335739264536
525,Queens West,QW05,11,2019,May,22.9318587345982,43.4790249628289,82.7774183407566,58.4058679069926
526,Queens West,QW06,11,2019,May,19.6557535168392,28.0892705839553,73.631627988378,39.057847408295
527,Queens West,QW09,11,2019,May,21.4151825659096,38.6876757270351,75.1116770731205,52.5227285309087
528,Staten Island,SI01,11,2019,May,19.963906852808,42.8391148917828,81.1800459516007,56.4718266663363
529,Staten Island,SI02,11,2019,May,17.9098747367816,46.8531982570259,77.8919436239777,57.8895048290088
530,Staten Island,SI03,11,2019,May,18.9064644756373,50.169586031345,87.4304932186482,63.4182785930979
531,Brooklyn North,BKN01,5,2019,November,15.8938988912746,55.3904998863014,43.9610116243627,50.2032382210082
532,Brooklyn North,BKN02,5,2019,November,21.2288889774518,33.1492031119071,58.9502988010154,40.2520942387938
533,Brooklyn North,BKN03,5,2019,November,12.0851894598946,40.0650601348979,40.5409909599157,40.2810608575345
534,Brooklyn North,BKN04,5,2019,November,15.1654524034848,40.4332142878676,62.7195911263896,50.5478638315152
535,Brooklyn North,BKN05,5,2019,November,10.4342203142681,27.4370665838531,40.8624522863882,33.5301642799632
536,Brooklyn North,BKN08,5,2019,November,17.1216106876532,53.662943816678,53.393549971267,53.5406796929359
537,Brooklyn North,BKN09,5,2019,November,14.0510887446922,32.4573126174629,51.3709852882683,38.9105520842472
538,Brooklyn North,BKN16,5,2019,November,10.1401919786931,25.3823492837015,34.269813695325,29.4159160005592
539,Brooklyn North,BKN17,5,2019,November,15.4462730145152,28.7514363390033,69.2388728273938,42.5655235130454
540,Brooklyn South,BKS06,5,2019,November,29.7800428224104,45.4345213015701,81.9366680896636,55.4833493690893
541,Brooklyn South,BKS07,5,2019,November,21.0101663230433,45.6920638000806,81.7115527971758,57.9817122472724
542,Brooklyn South,BKS10,5,2019,November,25.6359457101678,53.9291957573645,83.6952686710217,64.0852135673847
543,Brooklyn South,BKS11,5,2019,November,19.8414066031938,46.7762553300809,70.9608046773727,55.0278884766796
544,Brooklyn South,BKS12,5,2019,November,16.6715459619932,56.046519064934,40.2697443424454,48.8862458449631
545,Brooklyn South,BKS13,5,2019,November,14.8161328818657,44.0951986427827,47.8291012787481,45.7235482866887
546,Brooklyn South,BKS14,5,2019,November,17.233935290708,36.145857754614,55.9052356674891,42.4046276702611
547,Brooklyn South,BKS15,5,2019,November,20.329972852113,47.5186290550541,68.8867666519115,54.8093182443921
548,Brooklyn South,BKS18,5,2019,November,19.1157761130978,32.2562314700239,65.8396595100041,42.8254287361769
549,Bronx,BX01,5,2019,November,7.0885325281148,20.0451451270611,26.4597047459768,22.8425254793677
550,Bronx,BX02,5,2019,November,12.1160214690758,31.6696454595805,50.3422785044713,39.8127542478404
551,Bronx,BX03,5,2019,November,8.9843581129184,24.5560525824831,35.9438060195312,29.5222357056038
552,Bronx,BX04,5,2019,November,11.6944487612306,28.6121474357073,48.7969957026937,37.4147311376112
553,Bronx,BX05,5,2019,November,11.1383559850207,26.6276625590312,48.942034606968,36.3589285615928
554,Bronx,BX06,5,2019,November,13.3996198299319,34.663627758766,43.841153096285,38.6659335423564
555,Bronx,BX07,5,2019,November,14.6278696858612,34.6624588531468,64.9059938207205,47.8516215593608
556,Bronx,BX08,5,2019,November,22.925483463542,42.5197204901631,82.6446093786764,55.2292525691297
557,Bronx,BX09,5,2019,November,9.8291929704431,25.1614961097981,40.8157155161071,32.2661477237158
558,Bronx,BX10,5,2019,November,22.0388799321333,38.0391990383378,85.7360489408285,54.3130977987383
559,Bronx,BX11,5,2019,November,18.5250571888004,33.8524324220436,63.0773895041512,43.8238245329182
560,Bronx,BX12,5,2019,November,22.6585946100656,32.9974927824162,85.755009945785,50.9980629442188
561,Manhattan,MN01,5,2019,November,27.2529615341812,44.755884438488,75.1280332806399,51.7254867987854
562,Manhattan,MN02,5,2019,November,27.6465718847114,41.3416340939855,88.165577635996,52.0864868577752
563,Manhattan,MN03,5,2019,November,14.0312652636306,40.6893355711987,40.6643327536561,40.6784318779288
564,Manhattan,MN04,5,2019,November,23.1574393336855,33.2594807496142,77.1939524679545,43.34127639002
565,Manhattan,MN05,5,2019,November,21.4451008831195,34.5757794143744,65.190259636444,41.600990397105
566,Manhattan,MN06,5,2019,November,23.6806140888218,35.0349848297938,75.3341818608651,44.2825813764049
567,Manhattan,MN07,5,2019,November,27.6338191571055,42.4545236037423,83.0890741296349,51.7790748802011
568,Manhattan,MN08,5,2019,November,26.923027384455,42.9156009767984,82.2058318563801,51.931666560374
569,Manhattan,MN09,5,2019,November,18.1075335340214,53.3778987031595,49.8489248301541,51.8389182021384
570,Manhattan,MN10,5,2019,November,13.8321320334712,39.6436729899152,50.8674456656548,44.5383443355963
571,Manhattan,MN11,5,2019,November,11.2411309839539,38.9488959629999,30.2369654357521,35.149635415835
572,Manhattan,MN12,5,2019,November,16.2674892663525,45.2054989898427,57.6008854764761,50.6111094568036
573,Queens East,QE07,5,2019,November,22.2865771281179,47.3037603050403,69.9541157507721,55.0319350621677
574,Queens East,QE08,5,2019,November,18.0678076849808,27.1553537970259,51.7825531524289,33.935078111424
575,Queens East,QE10,5,2019,November,20.2299758737698,33.5176709275374,85.4103586944641,49.8490607137916
576,Queens East,QE11,5,2019,November,26.160753708836,47.6552054203818,78.5866207553382,57.3897753995774
577,Queens East,QE12,5,2019,November,17.8052524317346,30.4177512405097,76.1005633487444,48.560666522546
578,Queens East,QE13,5,2019,November,23.9068346049386,30.1680943190966,89.4534821456988,48.8260752194918
579,Queens East,QE14,5,2019,November,14.244943213738,32.8772407034113,47.2639294698804,37.7858985489828
580,Queens West,QW01,5,2019,November,20.1791316955496,49.271990471507,84.2564779444116,61.2085021799839
581,Queens West,QW02,5,2019,November,22.0018976890362,49.2769101171655,82.7003326733224,60.6807951958859
582,Queens West,QW03,5,2019,November,14.6625258039489,31.236894754295,70.3755273141373,44.5907775621012
583,Queens West,QW04,5,2019,November,15.1099382758282,33.9974568166529,69.3510732839243,46.0599132761172
584,Queens West,QW05,5,2019,November,24.6470446069929,45.3915496450198,93.0639898988877,61.6571199696582
585,Queens West,QW06,5,2019,November,23.754248751348,29.093539846873,75.6574548501075,39.7787229597922
586,Queens West,QW09,5,2019,November,24.7851729664762,38.7232872606327,83.2840705336467,53.9271776045798
587,Staten Island,SI01,5,2019,November,27.0684651553583,37.0467303885676,73.1146483348928,48.3978330604066
588,Staten Island,SI02,5,2019,November,27.3107354585465,41.8462820439103,70.9076244453293,50.9923126484738
589,Staten Island,SI03,5,2019,November,29.5444401607788,43.0602988337999,75.4401533476018,53.2507138622566
590,Brooklyn North,BKN01,4,2019,October,15.8328985772854,55.003220369326,45.4593779641094,50.6717571652348
591,Brooklyn North,BKN02,4,2019,October,20.4771026947453,33.6324686066464,59.7851667672985,40.8321538427993
592,Brooklyn North,BKN03,4,2019,October,12.3339465214506,39.9922749635307,42.4554650490029,41.1101912876805
593,Brooklyn North,BKN04,4,2019,October,15.1872747478847,39.1704164467149,64.3994763906785,50.6205997357179
594,Brooklyn North,BKN05,4,2019,October,10.1234091436302,26.6872373357208,42.2321155101614,33.7422645423589
595,Brooklyn North,BKN08,4,2019,October,16.2351972222937,50.88180883085,54.3738413465362,52.4666642493466
596,Brooklyn North,BKN09,4,2019,October,13.4154639607477,30.9894817626208,52.2428979962422,38.2410286636362
597,Brooklyn North,BKN16,4,2019,October,9.652880886567,24.6145570154202,35.1739285782857,29.4069170985958
598,Brooklyn North,BKN17,4,2019,October,13.4200182198092,27.160453553436,69.9938994239988,41.7749860242739
599,Brooklyn South,BKS06,4,2019,October,29.0194059722008,44.7336970054637,84.0634518775417,55.5609490830348
600,Brooklyn South,BKS07,4,2019,October,20.2552442598925,45.9765935306135,82.3208388102529,58.3770470073771
601,Brooklyn South,BKS10,4,2019,October,24.5022638123821,51.2864412673302,86.5862633158196,63.3305433715924
602,Brooklyn South,BKS11,4,2019,October,18.7663711405504,44.3173104720975,73.4403084766636,54.2539147152407
603,Brooklyn South,BKS12,4,2019,October,15.1676493973763,51.5164406717073,43.4031137473426,47.8342154689484
604,Brooklyn South,BKS13,4,2019,October,14.2084083423788,40.7662075688777,49.0597659145499,44.3830166010173
605,Brooklyn South,BKS14,4,2019,October,14.5004107519809,34.7878832328134,56.5717248585189,41.6879006936541
606,Brooklyn South,BKS15,4,2019,October,19.045891637887,45.8522088533812,70.3798749557454,54.2209115202199
607,Brooklyn South,BKS18,4,2019,October,14.6418975282589,30.5423393580307,68.3401386437815,42.4378610540879
608,Bronx,BX01,4,2019,October,7.1115719725513,19.6645660523646,27.4731477356544,23.0698774498613
609,Bronx,BX02,4,2019,October,13.1974064277115,31.5917538049656,58.5911249814834,43.3661412829624
610,Bronx,BX03,4,2019,October,9.1410310525211,24.4750685609291,37.2290381703767,30.0370566191857
611,Bronx,BX04,4,2019,October,11.5807944073125,27.7853079073769,49.0530247948173,37.0601290788733
612,Bronx,BX05,4,2019,October,10.85866488149,25.6750157028861,48.619634892517,35.6811315900872
613,Bronx,BX06,4,2019,October,14.3572435598566,35.2775095678283,45.7393713382878,39.8399126483032
614,Bronx,BX07,4,2019,October,14.2907362617113,33.3304730766299,64.5809888708497,46.9587786931853
615,Bronx,BX08,4,2019,October,20.9450427513173,42.700253271033,84.7733742525861,56.026886579926
616,Bronx,BX09,4,2019,October,9.7355029039208,25.1976301298093,41.1758674711727,32.4493369551989
617,Bronx,BX10,4,2019,October,20.2772566747808,37.1118425870172,88.5948633210829,54.6775616862575
618,Bronx,BX11,4,2019,October,16.4313504109485,33.2282390818358,64.4713387141804,43.8882101578571
619,Bronx,BX12,4,2019,October,20.3517686085568,32.9944282491485,87.6328374089182,51.6367482537867
620,Manhattan,MN01,4,2019,October,27.1959131339209,44.609726132187,75.6886019056722,51.7415035731579
621,Manhattan,MN02,4,2019,October,27.0490944208791,40.0715276668044,85.9557513190121,50.6007396474533
622,Manhattan,MN03,4,2019,October,14.5036730310291,42.4419499178118,42.3669962408809,42.4092627256059
623,Manhattan,MN04,4,2019,October,22.8271606163917,32.7903421190969,76.4864803179941,42.8174465399817
624,Manhattan,MN05,4,2019,October,20.6064201857166,32.9966315621782,63.402831836357,39.9740478227122
625,Manhattan,MN06,4,2019,October,23.3784916442452,34.9862145696134,74.6553442950065,44.0892273857936
626,Manhattan,MN07,4,2019,October,27.0526698967423,41.2318942179245,81.2533751319312,50.4157622837144
627,Manhattan,MN08,4,2019,October,26.3384143727762,41.9826466762527,80.552968449622,50.8335122197543
628,Manhattan,MN09,4,2019,October,18.8385635450237,55.9468683387007,48.6555586406734,52.7671385203516
629,Manhattan,MN10,4,2019,October,13.6683973087586,37.3221955259296,52.7260178874162,44.0397806111748
630,Manhattan,MN11,4,2019,October,11.7739392460818,41.1695261747387,30.9920947562569,36.7311627673655
631,Manhattan,MN12,4,2019,October,15.7350017453586,43.0556302222322,55.8620340147038,48.6404847533404
632,Queens East,QE07,4,2019,October,20.3903304612945,46.706966812344,73.9778670993678,56.0116456597583
633,Queens East,QE08,4,2019,October,16.5965814609654,26.3733201575063,54.5645869573377,34.13421144759
634,Queens East,QE10,4,2019,October,19.0439763343635,32.8119964036917,88.3720810209862,50.2975697568724
635,Queens East,QE11,4,2019,October,24.1017810093781,50.0485445715747,85.2205778185212,61.1176991914105
636,Queens East,QE12,4,2019,October,13.71097119052,30.8479626429437,75.6888012447587,48.6564883965836
637,Queens East,QE13,4,2019,October,22.1309916554422,30.8902301209125,91.7940506880515,50.0575555371912
638,Queens East,QE14,4,2019,October,13.599393846445,31.1869790255301,48.7085289235175,37.1652339783852
639,Queens West,QW01,4,2019,October,19.3714420885471,47.54628873027,84.9290841253788,60.301089705271
640,Queens West,QW02,4,2019,October,21.0245794059584,48.58139089863,82.909105962474,60.2938155297522
641,Queens West,QW03,4,2019,October,14.0071524783545,29.8016861327685,70.2507125418369,43.602668002298
642,Queens West,QW04,4,2019,October,14.7931880511299,33.0991417836024,71.0551128170274,46.0495070847372
643,Queens West,QW05,4,2019,October,23.3072873378778,44.403353000658,95.5922792016264,61.8687286879666
644,Queens West,QW06,4,2019,October,20.4016352692268,28.4730182291123,76.8610555074306,39.5767890086457
645,Queens West,QW09,4,2019,October,22.1465377616157,38.3888526842704,85.0923050566472,54.3238097563423
646,Staten Island,SI01,4,2019,October,19.9512359371759,37.7461006062368,79.022593542276,50.7364182050422
647,Staten Island,SI02,4,2019,October,19.2634818035873,41.8742126669577,77.3216606487336,53.0300443424816
648,Staten Island,SI03,4,2019,October,20.2139578747481,44.4202174901936,85.0960528141331,57.2214993305249
649,Brooklyn North,BKN01,3,2019,September,16.3451670535744,58.376672256202,44.1204049267258,51.9064797757016
650,Brooklyn North,BKN02,3,2019,September,20.9323980749471,36.3194000159662,58.6460380256415,42.4657932127124
651,Brooklyn North,BKN03,3,2019,September,12.6340771897271,41.7904408702063,42.4957720882498,42.1105547287485
652,Brooklyn North,BKN04,3,2019,September,15.7923781165592,42.55812516056,64.7667026785188,52.6374655614101
653,Brooklyn North,BKN05,3,2019,September,10.3208929516356,28.4151175326766,41.603158250587,34.4004964480348
654,Brooklyn North,BKN08,3,2019,September,17.2764265336907,56.4864025411911,54.7154521055678,55.682658480625
655,Brooklyn North,BKN09,3,2019,September,13.8042304220275,33.4639804533385,51.8498456659264,39.7371349636199
656,Brooklyn North,BKN16,3,2019,September,9.8516281197202,26.2646399984905,34.583021620531,30.0399290679917
657,Brooklyn North,BKN17,3,2019,September,14.0417705399962,28.9849767060772,72.1435184695162,43.7104300796352
658,Brooklyn South,BKS06,3,2019,September,29.5257756270229,47.4280040367425,84.4576216849048,57.6220417549223
659,Brooklyn South,BKS07,3,2019,September,21.0496649767095,48.309439658548,83.3927151586096,60.2796572900781
660,Brooklyn South,BKS10,3,2019,September,24.2207455852226,53.7662100691056,85.6720395033323,64.6523008516354
661,Brooklyn South,BKS11,3,2019,September,18.8212784640646,45.9747174170291,71.1562513362348,54.566516130582
662,Brooklyn South,BKS12,3,2019,September,16.0217707394054,56.851397770722,42.5018679956172,50.3388782237831
663,Brooklyn South,BKS13,3,2019,September,14.7596558247694,42.6396945111711,50.1357325471377,45.9087060673379
664,Brooklyn South,BKS14,3,2019,September,15.1148787692125,36.8824566902594,57.6307445553579,43.4544631807395
665,Brooklyn South,BKS15,3,2019,September,19.7419472841996,48.8185712158371,72.2310290976357,56.8067710671785
666,Brooklyn South,BKS18,3,2019,September,15.0647402162262,31.2091360119851,70.7823987747651,43.6634220993733
667,Bronx,BX01,3,2019,September,7.1452767245633,20.6385888183811,26.5033415621705,23.1961991722133
668,Bronx,BX02,3,2019,September,13.3714473525695,33.8443979639662,56.9897030601609,43.9380326903953
669,Bronx,BX03,3,2019,September,9.2665215845663,26.436313828282,35.6385899838964,30.4494134085408
670,Bronx,BX04,3,2019,September,12.0632524830641,30.2593055802802,49.9821343228479,38.8604032228481
671,Bronx,BX05,3,2019,September,11.149593370803,26.2179363166377,50.1097234136769,36.6371107849308
672,Bronx,BX06,3,2019,September,14.1139902252269,38.4072449860335,44.04417591746,40.8655025706045
673,Bronx,BX07,3,2019,September,14.5142110274888,34.5967832260573,64.627434586851,47.6931076932784
674,Bronx,BX08,3,2019,September,21.484742504693,44.9129101614806,85.2910356557013,57.7026547682064
675,Bronx,BX09,3,2019,September,9.8330294531103,26.629156425155,40.169443554468,32.7744020173697
676,Bronx,BX10,3,2019,September,20.6557810524567,39.5039115647301,87.5244291022724,55.8882439142589
677,Bronx,BX11,3,2019,September,16.7584374922649,35.1743683981396,65.2500880419221,45.4360359428456
678,Bronx,BX12,3,2019,September,20.4199874476127,33.8630901338084,87.3145660817625,52.1004351565781
679,Manhattan,MN01,3,2019,September,27.9272114393146,44.2186650179135,83.3097989815264,53.189043141485
680,Manhattan,MN02,3,2019,September,27.1413179701248,41.8164308538498,83.1898611954676,51.3105354449067
681,Manhattan,MN03,3,2019,September,14.6550023915827,45.3302248543346,42.2682039589801,43.9948818846071
682,Manhattan,MN04,3,2019,September,23.018917269764,33.8446343851997,74.3730097548161,43.1448212802104
683,Manhattan,MN05,3,2019,September,20.8816932223519,33.8842793262025,62.749341825556,40.5080453551119
684,Manhattan,MN06,3,2019,September,23.7173770520957,35.9896946430765,74.6091659480204,44.8518387000955
685,Manhattan,MN07,3,2019,September,27.333427489381,42.5049321464245,80.7413585399592,51.2791775587828
686,Manhattan,MN08,3,2019,September,26.8566335469421,43.8157324281079,78.5447488090541,51.785120297152
687,Manhattan,MN09,3,2019,September,18.7128054064548,59.9525434261301,48.4325241745725,54.9286793688889
688,Manhattan,MN10,3,2019,September,14.3714592491816,39.8582337189097,54.7176860487337,46.3384198054041
689,Manhattan,MN11,3,2019,September,11.6678617037834,41.8600766467585,29.6980435177521,36.5562312481034
690,Manhattan,MN12,3,2019,September,16.33251342378,45.7122441082821,56.8952641188458,50.5891432744778
691,Queens East,QE07,3,2019,September,20.3037364274622,47.6684382426741,73.7624996549704,56.5715862396492
692,Queens East,QE08,3,2019,September,17.1811781250272,27.3830760097416,54.0343126240456,34.7200059738519
693,Queens East,QE10,3,2019,September,19.5161990967449,34.7788549426704,89.7997883225662,52.0947494954149
694,Queens East,QE11,3,2019,September,24.4004828812241,52.2722418972347,87.0816356936568,63.2272685643041
695,Queens East,QE12,3,2019,September,13.9794290846366,31.7122307305881,76.7756946692542,49.6091720707413
696,Queens East,QE13,3,2019,September,22.9312141692031,30.9380969865397,93.0298159933864,50.4792714609455
697,Queens East,QE14,3,2019,September,14.4930034631081,32.1093336107453,52.5525370679958,39.084440438171
698,Queens West,QW01,3,2019,September,19.9651794679517,50.286749147338,85.0545437103684,62.1493264453749
699,Queens West,QW02,3,2019,September,21.6772568564432,50.6832868788465,84.773623285125,62.3147192379633
700,Queens West,QW03,3,2019,September,14.5930251958496,33.2266112115239,68.9827995563842,45.4264229469249
701,Queens West,QW04,3,2019,September,15.2841325158768,35.2921803851343,71.2997476565676,47.577761206123
702,Queens West,QW05,3,2019,September,23.841714653255,47.6554079427109,96.906864806891,64.4597299146749
703,Queens West,QW06,3,2019,September,20.8984761843782,29.4616773128864,77.7414417188216,40.5406023407794
