,_zone,district,fiscal_month_number,fiscal_year,month_name,diversion_rate_total_total_recycling_total_waste_,capture_rate_paper_total_paper_max_paper_,capture_rate_mgp_total_mgp_max_mgp_,capture_rate_total_total_recycling_leaves_recycling_max_paper_max_mgp_x100
32,Manhattan,MN03,10,2019,April,14.1064074527328,40.9900576497824,44.868924672963,42.6840511410294
33,Manhattan,MN04,10,2019,April,23.5672366609756,34.2263637048656,78.8648389355784,44.9772464609239
34,Manhattan,MN05,10,2019,April,21.1397076494414,34.2306405983943,66.51703102804,42.0066050848924
35,Manhattan,MN06,10,2019,April,24.0012405542628,35.3500947745209,79.2226194174801,45.9165033763141
36,Manhattan,MN07,10,2019,April,27.5121894386379,41.8417421909042,86.6266672872699,52.6278964325395
37,Manhattan,MN08,10,2019,April,26.7404554153102,42.9007772043295,83.6431581945542,52.7133113234877
38,Manhattan,MN09,10,2019,April,18.5040758617699,55.7912288461937,53.4339991478922,54.7617705681879
39,Manhattan,MN10,10,2019,April,14.6492145788832,40.0289220830186,58.8423890887226,48.2452106190766
40,Manhattan,MN11,10,2019,April,11.3369989560303,39.9407320453851,32.9118343396977,36.8710452288693
41,Manhattan,MN12,10,2019,April,16.3874734204534,43.8457752985115,62.0483034777727,51.7952523173508
42,Queens East,QE07,10,2019,April,20.2270997203441,47.3652438271265,70.1074409647988,56.0034902209323
43,Queens East,QE08,10,2019,April,16.5276222636613,27.8050305166683,56.2020346599364,36.1971402500735
44,Queens East,QE10,10,2019,April,18.977476898869,41.3276274731672,96.0854737213072,60.797627670386
45,Queens East,QE11,10,2019,April,24.1926878639499,59.7648241358549,96.1926366622258,72.7172969898576
46,Queens East,QE12,10,2019,April,13.8666753825287,35.0265667939457,68.6310147829271,50.4540236201878
47,Queens East,QE13,10,2019,April,20.0408248308452,36.4847962103334,97.5904187089531,58.211846553182
48,Queens East,QE14,10,2019,April,14.0026442106188,32.9165964737507,45.4454770844839,37.6754839769643
49,Queens West,QW01,10,2019,April,19.7697363153652,49.1006336978946,78.5464428351077,60.2851359274913
50,Queens West,QW02,10,2019,April,21.0434513048468,48.9819210853343,74.3577336513378,58.6205026199681
51,Queens West,QW03,10,2019,April,13.8866353353841,30.0283125279077,62.455957142473,42.3454155085766
52,Queens West,QW04,10,2019,April,14.943222093999,33.3771122761945,65.4707120551279,45.5673338663233
53,Queens West,QW05,10,2019,April,23.2916081740347,45.5592347045999,86.9292077249769,61.2729328179252
54,Queens West,QW06,10,2019,April,20.3674858275299,28.5364702731814,78.0942164935819,40.4721270472157
55,Queens West,QW09,10,2019,April,21.8457404844755,39.7175395071213,78.8726304751536,54.5899514076172
56,Staten Island,SI01,10,2019,April,20.1846373914586,45.2546327638932,85.5809212762943,59.5932691253666
57,Staten Island,SI02,10,2019,April,19.3363072658364,50.6301861736226,86.6471784527097,63.4365855268637
58,Staten Island,SI03,10,2019,April,19.5282416744231,52.1064310920711,90.589776907667,65.7897806384339
59,Brooklyn North,BKN01,2,2019,August,16.6465088787499,51.1888593518837,44.8184952096783,48.2830823364398
60,Brooklyn North,BKN02,2,2019,August,19.364431427518,32.5057356624591,55.9472076691007,39.4170350856099
61,Brooklyn North,BKN03,2,2019,August,12.317522846885,35.6104660747865,40.0184223295223,37.6211106288762
62,Brooklyn North,BKN04,2,2019,August,15.6570999116529,37.4995086282158,60.1276363867905,47.8210996826059
63,Brooklyn North,BKN05,2,2019,August,9.9942956048547,23.487534168248,38.9165737350874,30.5253341342913
64,Brooklyn North,BKN08,2,2019,August,15.6691829701888,46.1631242080785,49.8788276814686,47.8580046745889
65,Brooklyn North,BKN09,2,2019,August,12.7017255177733,33.5324739633426,42.2810588912784,37.0132409286478
66,Brooklyn North,BKN16,2,2019,August,9.6756398887778,21.8667943506198,31.9596143159917,26.4705318484637
67,Brooklyn North,BKN17,2,2019,August,13.3489418951003,27.6272800043533,55.9583323376125,38.8992504848652
68,Brooklyn South,BKS06,2,2019,August,26.6972365144211,43.1291620875562,76.3270968019662,52.9169803174221
69,Brooklyn South,BKS07,2,2019,August,19.9521728936397,44.7005062954135,65.8517773202258,53.1158838751973
70,Brooklyn South,BKS10,2,2019,August,22.3152530272888,53.0141250899173,70.440211176061,59.9473771852966
71,Brooklyn South,BKS11,2,2019,August,18.4900247174627,44.7403419639456,56.6827335727318,49.4918169214402
72,Brooklyn South,BKS12,2,2019,August,15.6772588434246,50.7789021169872,38.2892429695052,45.0818707273628
73,Brooklyn South,BKS13,2,2019,August,14.4931776919393,38.0432584010642,50.7320675549827,43.4857806169272
74,Brooklyn South,BKS14,2,2019,August,14.2104442749881,32.7205961795017,52.4825538275304,39.1392961574633
75,Brooklyn South,BKS15,2,2019,August,19.221176516582,46.8108492525377,57.6486097972114,51.1228287546547
76,Brooklyn South,BKS18,2,2019,August,14.3747539071291,31.2422283846465,61.0575147207391,41.81325959193
77,Bronx,BX01,2,2019,August,6.7980614816849,17.3016395024826,26.8005705635284,21.3759496051551
78,Bronx,BX02,2,2019,August,12.8551582827339,30.53206051821,55.2215750162285,41.1219613926227
79,Bronx,BX03,2,2019,August,9.1041476678656,22.6304150420325,37.7672959136947,29.122971547814
80,Bronx,BX04,2,2019,August,11.7959399774154,26.7361174324381,50.4101108001221,36.8904379268893
81,Bronx,BX05,2,2019,August,10.9686860956482,24.0353703467362,49.8022661742416,35.0873848639315
82,Bronx,BX06,2,2019,August,12.3993440218134,34.5628423565328,44.9433370765326,39.0152753973277
83,Bronx,BX07,2,2019,August,14.2685734496834,31.8053866943123,64.067363051261,45.6432907025161
84,Bronx,BX08,2,2019,August,20.954613005771,39.7490282737467,81.4707774474564,53.3002864674675
85,Bronx,BX09,2,2019,August,9.6554820152197,22.9005152824823,37.3478138009639,29.4905040230203
86,Bronx,BX10,2,2019,August,21.1145192940261,38.8578160257282,73.2647975517644,52.5471938689119
87,Bronx,BX11,2,2019,August,17.0962286669597,35.0681324605989,53.4745869187902,42.3914400759695
88,Bronx,BX12,2,2019,August,21.1956972341691,33.6903379688178,72.1668081631125,48.9988281414626
89,Manhattan,MN01,2,2019,August,25.6742160435414,44.3023263737898,60.4945096369232,48.6636313641832
90,Manhattan,MN02,2,2019,August,24.5085449628628,39.1586549829556,70.6555427370764,47.6422258215261
91,Manhattan,MN03,2,2019,August,13.0334920875048,38.5712625614271,41.4352272128009,39.7996829002841
92,Manhattan,MN04,2,2019,August,22.3725378387893,33.0040134875485,67.2831669541696,42.2369773597414
93,Manhattan,MN05,2,2019,August,19.0602529160781,31.6656636931381,51.6607862922313,37.0512764025435
94,Manhattan,MN06,2,2019,August,22.0863525291708,34.3039577233013,61.4446426837252,41.6142013659913
95,Manhattan,MN07,2,2019,August,25.8070741798678,41.4078143821057,70.7576440025028,49.3130830114496
96,Manhattan,MN08,2,2019,August,25.4813657651206,42.1833874331353,67.5391829488157,49.0128776705458
97,Manhattan,MN09,2,2019,August,17.1446865403643,56.52555614957,49.1686920884446,53.370027872167
98,Manhattan,MN10,2,2019,August,13.8912539008932,35.4891299844195,54.4883406175038,43.6383285971585
99,Manhattan,MN11,2,2019,August,11.5809809826454,41.1781756986341,31.5444188526277,37.0460357144481
100,Manhattan,MN12,2,2019,August,15.3713459271831,41.4600377832246,55.9828450670207,47.6892039973251
101,Queens East,QE07,2,2019,August,19.7091839281687,46.0850067553055,58.4036610161497,50.9861839355424
102,Queens East,QE08,2,2019,August,16.4616708392888,26.8239746776938,49.6170393083147,33.5441027647362
103,Queens East,QE10,2,2019,August,18.3464693738602,34.3878939912263,77.4919696037443,49.6704749909414
104,Queens East,QE11,2,2019,August,23.8150800882379,52.0435652576761,78.3153431799892,61.3582430091154
105,Queens East,QE12,2,2019,August,13.3003280903256,31.1945343072689,57.1517911000272,43.6907722167423
106,Queens East,QE13,2,2019,August,22.7031832705863,32.1370580033768,81.2947292113727,49.5659456739289
107,Queens East,QE14,2,2019,August,14.0732969579902,31.1124312777512,41.8485564456328,35.3839734902999
108,Queens West,QW01,2,2019,August,19.694793195888,50.251748248639,68.1962674423711,57.3912673974308
109,Queens West,QW02,2,2019,August,21.2511691906172,50.0381589942643,67.1156716738718,56.8327254840915
110,Queens West,QW03,2,2019,August,13.9759227213989,30.4309191880456,56.3073863430348,40.7262929877882
111,Queens West,QW04,2,2019,August,14.7896362315078,33.914453157312,56.9951409124312,43.0974805996141
112,Queens West,QW05,2,2019,August,22.7845489638285,46.0046978252653,79.6620701150372,59.3958314280411
113,Queens West,QW06,2,2019,August,20.3054355878114,30.1288358963008,64.8163504099831,39.471790314147
114,Queens West,QW09,2,2019,August,21.2239810866279,39.6367203787986,70.7078223722025,51.9988642323634
115,Staten Island,SI01,2,2019,August,19.816852964232,38.7492802539804,69.4265988148224,49.6259456063393
116,Staten Island,SI02,2,2019,August,17.9483892461995,42.5682346894513,67.6243507354943,51.4518986486132
117,Staten Island,SI03,2,2019,August,19.3393030853862,45.36579258607,76.07603680711,56.2541317549252
118,Brooklyn North,BKN01,6,2019,December,16.50322951788,52.2731358830163,46.839143774107,50.0469224175666
119,Brooklyn North,BKN02,6,2019,December,21.2175757587752,34.5184734012235,58.0363727355596,41.1978572535058
120,Brooklyn North,BKN03,6,2019,December,12.3685275670183,36.417045646895,41.9887229090435,38.6996663606421
121,Brooklyn North,BKN04,6,2019,December,16.2808871876813,39.3604816074195,69.0211992463132,51.5119694416298
122,Brooklyn North,BKN05,6,2019,December,10.5922786817252,26.6485647223899,43.405214018684,33.5134768443759
123,Brooklyn North,BKN08,6,2019,December,17.1292167033243,49.7218003358963,54.9698025073866,51.8718169105847
124,Brooklyn North,BKN09,6,2019,December,14.3282689588876,32.2286000767006,46.8334877399908,37.545202001742
125,Brooklyn North,BKN16,6,2019,December,10.8050743842506,25.9237194759449,39.0477473504246,31.300408839774
126,Brooklyn North,BKN17,6,2019,December,14.364932157102,28.941391796267,59.8981300268689,40.210540718481
127,Brooklyn South,BKS06,6,2019,December,30.0253811860287,48.5760467636589,79.4775188129524,57.3524595921828
128,Brooklyn South,BKS07,6,2019,December,20.6130911456854,44.9021247992701,68.8070320469259,53.6042030912022
129,Brooklyn South,BKS10,6,2019,December,25.7192391758945,55.9023007690936,72.6258535955751,61.9901581494888
130,Brooklyn South,BKS11,6,2019,December,20.0694968379654,46.4380937336561,59.9714718865569,51.3646351764142
131,Brooklyn South,BKS12,6,2019,December,16.2872639590025,50.3557550652666,44.793329913051,48.0769247824409
132,Brooklyn South,BKS13,6,2019,December,14.7493288078672,45.3910780635724,45.4147458767066,45.4017294497381
133,Brooklyn South,BKS14,6,2019,December,15.3199945950841,34.2017216532242,52.1080178555479,39.8022083700155
134,Brooklyn South,BKS15,6,2019,December,20.3910107896812,49.36632227255,59.9157560511567,53.2066215770366
135,Brooklyn South,BKS18,6,2019,December,16.4248859394678,33.272023221039,62.1745205936677,42.5087652488353
136,Bronx,BX01,6,2019,December,6.970537541668,20.3618473804397,23.3507513266011,21.7069640569273
137,Bronx,BX02,6,2019,December,13.8832962382349,38.002559050244,52.8567497259086,44.6874910365074
138,Bronx,BX03,6,2019,December,8.6842530532956,25.7296596861357,30.669644260941,27.9528343859102
139,Bronx,BX04,6,2019,December,12.0243952387005,32.1192220487845,44.4514835341948,37.6691931691797
140,Bronx,BX05,6,2019,December,11.2542928053318,29.611563584727,44.3074808058118,36.2252666967825
141,Bronx,BX06,6,2019,December,13.1730360280773,33.8287362098838,41.2723101173933,37.1786181652802
142,Bronx,BX07,6,2019,December,15.2174832784348,38.2764589248445,62.0645314475384,48.9819662372713
143,Bronx,BX08,6,2019,December,21.3819793396417,38.5802162872805,74.2923717734168,49.749776433512
144,Bronx,BX09,6,2019,December,10.6038367609735,25.7611767127907,44.7731247030912,33.5500460692703
145,Bronx,BX10,6,2019,December,22.2268757606933,41.6983651799601,80.9519535068476,55.9878077333649
146,Bronx,BX11,6,2019,December,17.3987119423267,35.8705359557534,55.5971671278401,43.0516007939113
147,Bronx,BX12,6,2019,December,20.9802845195679,34.7784030266155,73.1036285893535,48.7298946575068
148,Manhattan,MN01,6,2019,December,29.4698381976801,50.1872529300294,69.6102144954527,55.1854400603981
149,Manhattan,MN02,6,2019,December,28.5274496117251,43.7832437338024,79.243283600379,52.9083153304532
150,Manhattan,MN03,6,2019,December,14.8369383578954,44.6239061167491,40.8364478702737,42.9194106426214
151,Manhattan,MN04,6,2019,December,24.7576274496659,36.6773338240378,71.8089751727016,45.7178973378026
152,Manhattan,MN05,6,2019,December,21.4282611385822,34.8926020721185,58.3647843508585,40.9327911026172
153,Manhattan,MN06,6,2019,December,25.2327215853085,38.9416707407797,70.5638881368933,47.0791403790013
154,Manhattan,MN07,6,2019,December,28.679771009056,44.9621667841266,76.388473777509,53.049222027492
155,Manhattan,MN08,6,2019,December,28.4074048455733,46.9818217637233,74.1410423145365,53.970810861533
156,Manhattan,MN09,6,2019,December,19.1274448262168,58.6804039156761,49.3208970933301,54.4682817005726
157,Manhattan,MN10,6,2019,December,14.7728599845946,42.5851090711878,51.8793409065536,46.767855142017
158,Manhattan,MN11,6,2019,December,11.6219385763091,42.196052612194,28.8053360977544,36.1697378097985
159,Manhattan,MN12,6,2019,December,16.8561137626186,48.1124366562299,55.3793706613961,51.3828241605984
160,Queens East,QE07,6,2019,December,21.5670793734817,49.978728630346,62.8934843352851,54.6800735927523
161,Queens East,QE08,6,2019,December,17.8905830782138,28.5460747945243,50.6582172976761,34.8262057481967
162,Queens East,QE10,6,2019,December,20.4408338353599,36.8100461452144,76.6618253190574,49.5459906842525
163,Queens East,QE11,6,2019,December,26.0611021812611,49.1587105791691,73.6054767612945,56.9714774043637
164,Queens East,QE12,6,2019,December,17.0340365411116,32.1749143523469,64.4707659577831,45.6957163805513
165,Queens East,QE13,6,2019,December,22.4047340384824,30.9807510050673,82.5060706371695,47.4473586897094
166,Queens East,QE14,6,2019,December,14.5016290708038,33.9065682227016,41.1218122600918,36.533125935655
167,Queens West,QW01,6,2019,December,21.0566340831929,49.3338604263879,70.2791135666984,56.9585389404278
168,Queens West,QW02,6,2019,December,21.7283481927297,48.9719975589064,67.2838722238916,55.6380500708807
169,Queens West,QW03,6,2019,December,15.5249533752652,32.4452664525421,61.3635250246928,42.9723497645206
170,Queens West,QW04,6,2019,December,16.0784260300924,35.5586043655113,60.1971749129718,44.5277573383311
171,Queens West,QW05,6,2019,December,24.6637758135321,49.5482011657838,82.1210151648678,61.4056484535731
172,Queens West,QW06,6,2019,December,23.4709513710992,32.0274660740839,66.4192961964706,40.8776510537808
173,Queens West,QW09,6,2019,December,23.7808520558416,41.8528019006089,73.1012622791203,53.2281461301001
174,Staten Island,SI01,6,2019,December,22.1710182995017,39.4869745667395,70.3454445401554,49.3488118620478
175,Staten Island,SI02,6,2019,December,20.6802076983454,43.4203115142903,68.1710098193736,51.3302098287651
176,Staten Island,SI03,6,2019,December,22.2665731345708,48.6748566604041,72.771053699724,56.3755876053337
177,Brooklyn North,BKN01,8,2019,February,15.8663159074847,48.3024138458965,48.1651026114709,48.2461597857306
178,Brooklyn North,BKN02,8,2019,February,20.6273191757143,33.0963699175913,60.2285590705286,40.8022582509344
179,Brooklyn North,BKN03,8,2019,February,12.974599121368,35.595947704637,45.6364805838429,39.7093819989803
180,Brooklyn North,BKN04,8,2019,February,15.8154730191342,37.6314089284382,67.9182789603457,50.0394206700839
181,Brooklyn North,BKN05,8,2019,February,10.5556130517901,24.5906033182582,46.0873899610473,33.397468497472
182,Brooklyn North,BKN08,8,2019,February,16.984127890604,47.0076356903297,60.5609450794445,52.5601943357468
183,Brooklyn North,BKN09,8,2019,February,13.9980146708965,31.8132273926395,45.0631004684891,36.6365647797994
184,Brooklyn North,BKN16,8,2019,February,9.6535073494785,21.5119894996589,38.3063867514499,28.3923663122694
185,Brooklyn North,BKN17,8,2019,February,14.1545621721594,27.5173867187743,60.7682670903574,39.6216697963654
186,Brooklyn South,BKS06,8,2019,February,29.1571729626231,44.1742610601938,85.5446884514113,55.9239909468029
187,Brooklyn South,BKS07,8,2019,February,20.194542810012,41.5983891888135,70.5088500928991,52.1226339238716
188,Brooklyn South,BKS10,8,2019,February,24.330575587013,48.2781038790409,77.5254572263706,58.9249872165708
189,Brooklyn South,BKS11,8,2019,February,18.8772981563348,42.2430923509431,62.8966505442146,49.7615854596101
190,Brooklyn South,BKS12,8,2019,February,15.5184251066964,48.7679519880917,44.9821561335223,47.2169762892003
191,Brooklyn South,BKS13,8,2019,February,14.4482038213123,40.3892449746001,49.0451471167402,44.284719212369
192,Brooklyn South,BKS14,8,2019,February,15.3278708890941,32.1944617554942,56.5839458748454,39.8226714252355
193,Brooklyn South,BKS15,8,2019,February,19.2420067614503,44.4745400934866,61.8473798230195,50.7987567036309
194,Brooklyn South,BKS18,8,2019,February,15.6503019859808,29.8435523475438,63.2012103981892,40.5040872519444
195,Bronx,BX01,8,2019,February,7.0370452839854,19.1719764700443,25.7532413828251,22.1337876710812
196,Bronx,BX02,8,2019,February,13.0671857680477,34.0012006920003,51.909509979617,42.0605983522723
197,Bronx,BX03,8,2019,February,8.9797048749407,23.6556640080605,35.317309717343,28.903833370944
198,Bronx,BX04,8,2019,February,11.9018802020015,28.1602749002688,48.3993246459611,37.2685914670009
