,id,building_code,dbn,location_name,location_code,address,borough,geographical_district_code,register,schools,schools_in_building,major_n,oth_n,nocrim_n,prop_n,vio_n,engroupa,rangea,avgofmajor_n,avgofoth_n,avgofnocrim_n,avgofprop_n,avgofvio_n,geocoded_column,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,building_name
903,329,K275,84K711,LEADERSHIP PREP BROWNSVILLE CHARTER SCHOOL(BN),K711,985 Rockaway Ave,K,23,769,4,Kappa V |  Brooklyn Democracy Academy |Leadership Preparatory Brownsville Charter School |Metropolitan Diploma Plus High School |  985 ROCKAWAY AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.907168, 40.655694]}",17614,55.0,2.0,25.0,46.0,985 ROCKAWAY AVENUE CONSOLIDATED LOCATION
904,1022,M894,02M425,LEADERSHIP & PUBLIC SERVICE HS(MS),M425,90 TRINITY PLACE,M,2,419,1,LEADERSHIP & PUBLIC SERVICE HS(MS),0,4,9,2,2,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-78.878806, 42.895197]}",1943,,,,,
905,738,M098,06M098,PS 98(MANHATTAN),M098,512 WEST 212 STREET,M,6,404,1,PS 98(MANHATTAN),0,0,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-84.6595, 42.508494]}",613,,,,,
906,413,K346,19K452,Frederick Douglass Academy VIII Middle School,K452,1400 Pennsylvania Ave,K,19,331,2,P.S. 346 Abe Stark |  Frederick Douglass Academy VIII Middle School |  1400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-80.134148, 25.785643]}",24832,,,,,1400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION
907,1248,Q208,26Q208,PS/IS 208 (QUEENS),Q208,74-30 COMMONWEALTH BOULEVARD,Q,26,715,1,PS/IS 208 (QUEENS),0,0,3,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-73.726719, 40.744652]}",24335,63.0,3.0,16.0,63.0,
908,267,K228,21K228,IS 228(BS),K228,228 AVENUE S,K,21,1326,1,IS 228(BS),0,1,4,1,0,7C,1251-1500,0.65,2.79,6.71,1.48,1.47,"{'type': 'Point', 'coordinates': [-73.976811, 40.601323]}",18183,1.0,2.0,45.0,37.0,
909,1103,Q072,28Q072,MS 72(QS),Q072,133-25 GUY BREWER BOULEVARD,Q,28,380,1,MS 72(QS),0,2,4,2,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-78.075187, 34.99876]}",15369,,,,,
910,313,K269,22K269,PS 269(BROOKLYN),K269,1957 NOSTRAND AVENUE,K,22,315,2,PS 269(BROOKLYN)  | PS 361(BROOKLYN)  | 1957 Nostand Avenue Consolidated Location,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.948179, 40.637683]}",17217,60.0,2.0,26.0,43.0,1957 NOSTRAND AVENUE CONSOLIDATED LOCATION
911,1024,M896,02M531,REPERTORY COMPANY HS FOR THEATRE ARTS(MANHATTAN),M531,123 WEST 43 STREET,M,2,177,1,REPERTORY COMPANY HS FOR THEATRE ARTS(MANHATTAN),0,0,1,0,0,2C,1-250,0.25,0.88,1.69,0.57,0.45,"{'type': 'Point', 'coordinates': [-90.390634, 31.850082]}",29658,,,,,
912,50,K033,,70 TOMPKINS AVENUE CONSOLIDATED LOCATION,,70 TOMPKINS AVENUE,K,14,924,2,P.S. 368|  Success Academy Charter School - Bed-Stuy 1| 70 TOMPKINS AVENUE CONSOLIDATED LOCATION,0,0,3,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-73.946618, 40.696985]}",17213,69.0,2.0,49.0,51.0,70 TOMPKINS AVENUE CONSOLIDATED LOCATION
913,1056,Q023,79Q540,QUEENS ACADEMY HS(QUEENS),Q540,138-11 35TH AVENUE,Q,79,257,1,QUEENS ACADEMY HS(QUEENS),0,4,3,2,2,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-73.828211, 40.76529]}",13832,22.0,3.0,3.0,67.0,
914,69,K050,14K050,JHS 50(BN),K050,183 SOUTH 3RD STREET,K,14,290,1,JHS 50(BN),1,0,3,1,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-90.045948, 37.978287]}",28509,,,,,
915,203,K175,23K514,Frederick Douglass Academy VII High School,K514,226 BRISTOL STREET,K,23,123,2,Frederick Douglass Academy VII High School |  Teachers Preparatory High School |  226 BRISTOL STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-78.848003, 42.881722]}",2231,,,,,226 BRISTOL STREET CONSOLIDATED LOCATION
916,673,M044,03M334,THE ANDERSON SCHOOL(MN),M334,100 WEST 77 STREET,M,3,507,3,MS 245 COMPUTER SCHOOL(MN)| IS/JHS 247(MN)| THE ANDERSON SCHOOL(MN)|  100 WEST 77 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-81.565258, 29.478932]}",24635,,,,,100 WEST 77 STREET CONSOLIDATED LOCATION
917,181,K159,19K159,PS 159(BN),K159,2781 PITKIN AVENUE,K,19,794,1,PS 159(BN),0,0,0,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-73.869585, 40.675739]}",17215,45.0,2.0,25.0,47.0,
918,791,M136,05M148,EAGLE ACADEMY FOR YOUNG MEN OF HARLEM(MN),M148,6 EDGECOMBE AVENUE,M,5,327,4,Eagle Academy for Young Men of Harlem |  KAPPA IV |  Mott Hall High School |  Bread & Roses Integrated Arts High School |  6 EDGECOMBE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.947623, 40.817461]}",12427,18.0,4.0,36.0,20.0,6 EDGECOMBE AVENUE CONSOLIDATED LOCATION
919,186,K162,32K162,IS 162(BN),K162,1390 WILLOUGHBY AVENUE,K,32,355,1,IS 162(BN),0,1,4,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-73.920127, 40.706933]}",13828,42.0,2.0,30.0,53.0,
920,333,K278,22K278,IS 278(BS),K278,1925 STUART STREET,K,22,1097,1,IS 278(BS),0,2,2,0,1,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,"{'type': 'Point', 'coordinates': [-73.939047, 40.606504]}",13512,32.0,2.0,8.0,36.0,
921,1202,Q172,26Q172,MS 172(QS),Q172,81-14 257 STREET,Q,26,992,1,MS 172(QS),0,0,4,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-97.969379, 34.360793]}",19438,,,,,
922,1200,Q169,,18-25 212 STREET CONSOLIDATED LOCATION,,18-25 212 STREET,Q,25,775,2,P.S. 169 Bay Terrace |  BELL Academy |  18-25 212 STREET CONSOLIDATED LOCATION,0,0,1,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-106.54398, 35.103207]}",6575,,,,,18-25 212 STREET CONSOLIDATED LOCATION
923,444,K398,,60 EAST  94 STREET CONSOLIDATED LOCATION,,60 EAST  94 STREET,K,17,503,2,P.S. 398 Walter Weaver |  P.S. 770 New American Academy |  60 EAST  94 STREET CONSOLIDATED LOCATION,0,1,1,0,1,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-73.92737, 40.663934]}",17614,61.0,2.0,17.0,40.0,60 EAST  94 STREET CONSOLIDATED LOCATION
924,17,K013,19K013,P.S. 013 Roberto Clemente,K013,557 PENNSYLVANIA AVENUE,K,19,460,2,P.S. 013 Roberto Clemente| Achievement First East New York Charter School| 557 PENNSYLVANIA AVENUE CONDOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-80.282856, 40.709545]}",9598,,,,,557 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION
925,1041,Q008,28Q287,The Emerson School,Q287,108-35 167 Street,Q,28,371,3,J.H.S. 008 Richard S. Grossley |  York Early College Academy |  The Emerson School |  108-35 167 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.786934, 40.696766]}",24668,41.0,3.0,6.0,61.0,108-35 167 Street CONSOLIDATED LOCATION
926,587,K805,,49 FLATBUSH AVENUE EXTENSION CONSOLIDATED LOCATION,,49 FLATBUSH AVENUE EXTENSION,K,13,888,3,"Urban Assembly High School of Music and Art |  Science Skills Center High School for Science, Tec |  Brooklyn International High School |  49 FLATBUSH AVENUE EXTENSION CONSOLIDATED LOCATION",2,4,9,2,3,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-73.984992, 40.697187]}",16865,68.0,2.0,38.0,54.0,49 FLATBUSH AVENUE EXTENSION CONSOLIDATED LOCATION
927,372,K308,16K308,P.S. 308 Clara Cardwell,K308,616 QUINCY STREET,K,16,256,2,P.S. 308 Clara Cardwell|  Teaching Firms of America-Professional Preparatory|  616 QUINCY STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-118.990748, 35.385323]}",6400,,,,,616 QUINCY STREET CONSOLIDATED LOCATION
928,717,M083,04M083,PS 83(MANHATTAN),M083,219 EAST 109 STREET,M,4,439,2,P.S. 083 Luis Munoz Rivera |  The Bilingual Bicultural School |  219 EAST 109 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-78.909545, 39.653127]}",31972,,,,,219 EAST 109 STREET CONSOLIDATED LOCATION
929,504,K465,17K382,ACADEMY FOR COLLEGE PREPARATION & CAREER EXPLORATION(BS),K382,911 Flatbush Ave,K,17,356,7,"ERASMUS HALL HS(BS) |ACADEMY FOR COLLEGE PREPARATION & CAREER EXPLORATION(BS)|ACADEMY OF HOSPITALITY &TOURISM(BS)|ERASMUS CAMPUS BUSINESS TEC(BS) |HS FOR YOUTH & COMMUNITY DEVELOPMENT@ERASMUS(BS)|HS FOR SERVICE & LEARNING@ERASMUS(BS)|SCIENCE,TECH., & RESEARCH EARLY COLLEGE HS@ERASMUS-STAR(BROOKLYN)",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.958476, 40.649472]}",13510,60.0,2.0,11.0,43.0,911 FLATBUSH AVENUE CONSOLIDATED LOCATION
930,840,M176,06M314,MUSCOTA PS314(MN),M314,4862 BROADWAY,M,6,282,2,Amistad Dual Language School |  Muscota |  4862 BROADWAY CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.923874, 40.866747]}",13092,47.0,4.0,39.0,22.0,4862 BROADWAY CONSOLIDATED LOCATION
931,1253,Q214,25Q214,PS 214(QUEENS),Q214,31-15 140 STREET,Q,25,492,1,PS 214(QUEENS),0,0,1,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-83.12075, 29.633211]}",4298,,,,,
932,467,K422,,1065 ELTON STREET CONSOLIDATED LOCATION,,1065 ELTON STREET,K,19,926,2,Academy for Young Writers |  Spring Creek Community School |  1065 ELTON STREET CONSOLIDATED LOCATION,3,4,12,4,1,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-73.874295, 40.656944]}",17215,45.0,2.0,25.0,47.0,1065 ELTON STREET CONSOLIDATED LOCATION
933,129,K111,,35 STARR STREET CONSOLIDATED LOCATION,,35 STARR STREET,K,32,630,2,"I.S. 347 School of Humanities |  I.S. 349 Math, Science & Tech. |  35 STARR STREET CONSOLIDATED LOCATION",0,5,9,1,3,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-73.927965, 40.700184]}",18181,42.0,2.0,30.0,53.0,35 STARR STREET CONSOLIDATED LOCATION
934,340,K287,13K287,PS 287(BROOKLYN),K287,50 NAVY STREET,K,13,169,1,PS 287(BROOKLYN),0,0,2,0,0,2C,1-250,0.25,0.88,1.69,0.57,0.45,"{'type': 'Point', 'coordinates': [-73.980532, 40.697845]}",16865,68.0,2.0,48.0,54.0,
935,1089,Q056,27Q056,PS 56(QUEENS),Q056,86-10 114 STREET,Q,27,384,1,PS 56(QUEENS),0,0,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-158.188552, 21.440469]}",6856,,,,,
936,473,K435,19K507,PERFORMING ARTS & TECHNOLOGY HS(PATHS)(BN),K507,400 PENNSYLVANIA AVENUE,K,19,317,5,Thomas Jefferson|  FDNY High School for Fire and Life Safety |  High School for Civil Rights |  Performing Arts and Technology High School |  World Academy for Total Community Health High Scho |  400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-95.734698, 39.463639]}",28020,,,,,400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION
937,578,K763,15K118,THE MAURICE SENDAK COMMUNITY SCHOOL(BS),K118,211 Eighth Street,K,15,252,1,THE MAURICE SENDAK COMMUNITY SCHOOL(BS),0,1,0,1,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-95.622614, 36.990477]}",20672,,,,,
938,953,M490,03M299,HS FOR ARTS IMAGINATION & INQUIRY(MN),M299,122 AMSTERDAM AVENUE,M,3,391,5,"High School for Arts, Imagination and Inquiry |  Urban Assembly School for Media Studies, The |  High School for Law, Advocacy and Community Justic |  High School of Arts and Technology |  Manhattan / Hunter Science High School |  122 AMSTERDAM AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-74.277678, 40.657145]}",17004,,,,,122 AMSTERDAM AVENUE CONSOLIDATED LOCATION
939,361,K302,19K302,IS 302(BN),K661,350 LINWOOD STREET,K,19,440,1,IS 302(BN),0,1,3,0,1,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-73.88343, 40.677165]}",17215,45.0,2.0,37.0,47.0,
940,1137,Q112,30Q112,PS 112(QN),Q112,25-05 37 AVENUE,Q,30,434,1,PS 112(QN),0,0,1,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-73.437362, 42.153297]}",12138,,,,,
941,1236,Q200,25Q200,PS 200(QUEENS),Q200,70-10 164 STREET,Q,25,471,1,PS 200(QUEENS),1,3,0,3,1,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-106.636437, 35.163794]}",6570,,,,,
942,644,M017,,328 WEST  48 STREET CONSOLIDATED LOCATION,,328 WEST  48 STREET,M,2,759,2,P.S. 212 Midtown West |  Professional Performing Arts High School |  328 WEST  48 STREET CONSOLIDATED LOCATION,1,2,1,3,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-82.566745, 27.55681]}",3685,,,,,328 WEST  48 STREET CONSOLIDATED LOCATION
943,1238,Q202,27Q202,MS 202(QS),Q202,138-30 LAFAYETTE STREET,Q,27,1105,2,J.H.S. 202 Robert H. Goddard |  Robert H. Goddard High School of Communication Art |  138-30 LAFAYETTE STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,6C,1001-1250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-90.07619, 30.357766]}",29378,,,,,138-30 LAFAYETTE STREET CONSOLIDATED LOCATION
944,545,K525,21K525,EDWARD R MURROW HS(BS),K525,1600 AVENUE L,K,21,2921,1,EDWARD R MURROW HS(BS),0,9,20,4,2,11C,2501-3000,1.09,9.91,25.36,5.00,3.73,"{'type': 'Point', 'coordinates': [-95.962998, 28.988254]}",6637,,,,,
945,909,M445,02M543,NEW DESIGN HS(MS),M543,350 GRAND STREET,M,2,331,7,ESSEX STREET ACADEMY(MS)| THE URBAN ASSEMBLY ACADEMY OF GOVERNMENT & LAW(MANHATTAN) |LOWER MANHATTAN ARTS ACADEMY(MS)|SEWARD PARK HS(MANHATTAN)|NEW DESIGN HS(MS)| HS FOR DUAL LANGUAGE & ASIAN STUDIES(MS) |SEWARD PARK GED(MANHATTAN)|350 GRAND STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-74.747046, 40.204073]}",28083,,,,,350 GRAND STREET CONSOLIDATED LOCATION
946,31,K021,16K021,PS 21(BROOKLYN),K021,180 CHAUNCEY STREET,K,16,517,1,PS 21(BROOKLYN),0,0,3,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-74.263592, 40.523089]}",29692,,,,,
947,743,M101,04M375,MOSAIC PREPARATORY ACADEMY(MN),M375,141 EAST 111 STREET,M,4,291,1,MOSAIC PREPARATORY ACADEMY(MN),0,0,4,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-84.417656, 41.72609]}",25323,,,,,
948,338,K285,18K285,IS 285(BS),K285,5909 BEVERLEY ROAD,K,18,667,1,IS 285(BS),1,3,6,2,2,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-73.921108, 40.646854]}",16866,61.0,2.0,26.0,40.0,
949,703,M064,01M364,PS 364 EARTH SCHOOL(MANHATTAN),M364,600 EAST 6 STREET,M,1,319,3,P.S. 064 Robert Simon |  Earth School |  Tompkins Square Middle School |  600 EAST  6 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-89.286258, 31.334909]}",30905,,,,,600 EAST 6 STREET CONSOLIDATED LOCATION
950,1150,Q125,24Q125,IS 125(QN),Q125,46-02 47 AVENUE,Q,24,1514,1,IS 125(QN),0,1,0,0,0,8C,1501-1750,0.45,2.95,7.14,1.48,1.60,"{'type': 'Point', 'coordinates': [-73.918636, 40.741103]}",14787,53.0,3.0,33.0,66.0,
951,656,M030,84M384,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 2(MN),M384,144-176 East 128 St.,M,5,829,3,P.S. 030 Hernandez/Hughes|  P.S. 138|  Success Academy Charter School - Harlem 2|  144-176 EAST 128 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-84.369694, 43.009296]}",9393,,,,,144-176 East 128 St. CONSOLIDATED LOCATION
952,1026,M905,02M442,BALLET TECH NYC PUBLIC SCHOOL FOR DANCE(MS),M442,890 Broadway,M,2,145,1,BALLET TECH NYC PUBLIC SCHOOL FOR DANCE(MS),0,0,1,0,0,2C,1-250,0.25,0.88,1.69,0.57,0.45,"{'type': 'Point', 'coordinates': [-73.989902, 40.738597]}",11724,11.0,4.0,50.0,7.0,
953,615,K914,13K670,BENJAMIN BANNEKER ACADEMY(BN),K670,71-77 CLINTON AVENUE,K,13,634,1,BENJAMIN BANNEKER ACADEMY(BN),0,1,7,1,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-70.562713, 41.452304]}",418,,,,,
954,1239,Q202,27Q308,ROBERT H. GODDARD HS OF COMMUNICATION ARTS & TECHNOLOGY(QUEENS),Q308,138-30 LAFAYETTE STREET,Q,27,481,2,J.H.S. 202 Robert H. Goddard |  Robert H. Goddard High School of Communication Art |  138-30 LAFAYETTE STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-90.07619, 30.357766]}",29378,,,,,138-30 LAFAYETTE STREET CONSOLIDATED LOCATION
955,158,K137,,121 SARATOGA AVENUE CONSOLIDATED LOCATION,,121 SARATOGA AVENUE,K,23,423,2,PS 137  | IS 271 |121 Saratoga Avenue Consolidated Plan,0,2,0,2,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-77.629754, 43.16525]}",26991,,,,,121 SARATOGA AVENUE CONSOLIDATED LOCATION
956,602,K857,19K036,P036K(BROOKLYN),K036,2045 LINDEN BLVD,X,19,319,1,P036K(BROOKLYN),0,0,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-73.887067, 40.660284]}",17214,45.0,2.0,25.0,47.0,
957,1055,Q022,25Q022,PS 22(QUEENS),Q022,153-33 SANFORD AVENUE,Q,25,898,1,PS 22(QUEENS),0,0,0,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-73.811236, 40.761377]}",14190,22.0,3.0,3.0,67.0,
958,864,M199,03M199,PS 199(MANHATTAN),M199,270 WEST 70 STREET,M,3,849,1,PS 199(MANHATTAN),0,1,1,1,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-85.561104, 43.21842]}",26208,,,,,
959,12,K010,15K010,PS 10(BS),K010,511 SEVENTH AVENUE,K,15,921,1,PS 10(BS),0,2,1,2,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-108.780508, 45.673979]}",22562,,,,,
960,726,M089,02M289,IS 289(MS),M289,201 WARREN STREET,M,2,279,2,P.S. 89 |  I.S. 289 |  201 WARREN STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-89.512753, 34.359041]}",7424,,,,,201 WARREN STREET CONSOLIDATED LOCATION
961,74,K055,84K626,ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL(BN),K626,2021 Bergen Street,K,23,981,2,Brooklyn Collegiate: A College Board School l Achievement First Brownsville Charter School l 2021 BERGEN STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-75.048258, 40.068155]}",4331,,,,,2021 BERGEN STREET CONSOLIDATED LOCATION
962,179,K157,14K157,PS 157(BROOKLYN),K157,850 KENT AVENUE,K,14,452,1,PS 157(BROOKLYN),1,2,0,2,1,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-73.959525, 40.695292]}",17212,69.0,2.0,38.0,51.0,
963,1099,Q068,24Q068,PS 68 CAMBRIDGE(QUEENS),Q068,59-09 Saint Felix Ave.,Q,24,590,1,PS 68 CAMBRIDGE(QUEENS),0,0,2,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-73.897149, 40.696649]}",15310,54.0,3.0,34.0,62.0,
964,1203,Q173,26Q173,PS 173(QUEENS),Q173,174-10 67 AVENUE,Q,26,921,1,PS 173(QUEENS),0,0,1,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-87.780909, 41.574478]}",2713,,,,,
965,978,M535,07M535,PARK WEST HS(MS),M535,525 WEST 50TH STREET,M,7,SCHOOL CLOSED,7,"Food and Finance High School |  High School of Hospitality Management |  Urban Assembly School of Design and Construction, |  Facing History School, The |  Manhattan Bridges High School |  Park West HS| Park West Evening|525 WEST  50TH STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-80.127267, 25.826427]}",24833,,,,,525 WEST 50TH STREET CONSOLIDATED LOCATION
966,1149,Q124,27Q124,PS 124 OSMOND A CHURCH(QS),Q124,129-15 150 AVENUE,Q,27,1200,1,PS 124 OSMOND A CHURCH(QS),1,1,1,1,1,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,"{'type': 'Point', 'coordinates': [-114.547983, 42.742662]}",18233,,,,,
967,1007,M824,02M418,MILLENIUM HS(MS),M418,75 BROAD STREET,M,2,489,1,MILLENIUM HS(MS),0,0,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-75.308456, 40.751118]}",28472,,,,,
968,317,K270,84K702,COMMUNITY PARTNERSHIP CHARTER SCHOOL(BN),K702,241 EMERSON PLACE,K,13,377,2,P.S. 270 Johann DeKalb | Community Partnership Charter School | 241 EMERSON PLACE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.961747, 40.691543]}",17212,68.0,2.0,48.0,55.0,241 EMERSON PLACE CONSOLIDATED LOCATION
969,450,K400,21K572,Expeditionary Learning School for Community Leader,K572,2630 Benson Ave.,K,21,281,5,International High School at Lafayette |  High School of Sports Management |  Kingsborough Early College School |  Life Academy High School for Film and Music |  Expeditionary Learning School for Community Leader |  2630 BENSON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.98532, 40.594021]}",17616,21.0,2.0,45.0,35.0,2630 BENSON AVENUE CONSOLIDATED LOCATION
970,573,K660,,145 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,,145 PENNSYLVANIA AVENUE,K,19,732,2,EAST NEW YORK FAMILY ACADEMY(BN)  | WILLIAM H. MAXWELL CAREER & TECHNICAL EDUCATION HS(BROOKLYN) | 145 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,3,6,13,3,5,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-105.281046, 38.811988]}",20415,,,,,145 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION
971,597,K845,15K295,P.S. 295,K295,330 18 STREET,K,15,425,2,P.S. 295 |  New Voices School of Academic & Creative Arts |  330 18 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-95.811361, 37.533427]}",21616,,,,,330 18 STREET CONSOLIDATED LOCATION
