bbl,street_name,borough,zip,benchmarking_submission,street_number,entry_number,site_eui,weather_normalized_source_eui,energy_star_score,ghg,reported_building_square_footage,reported_facility_type,number_of_buildings,reported_bins,water_per_square_foot,latitude,longitude,community_board,community_council,census_tract,bin,nta
4041450001,  20 AVENUE,QUEENS,11356,Yes,   139-15,1354.0,121.0,326.5,N/A,769.16,76727.0,Mall (Strip Mall and Enclosed),1.0,4462126.0,,,,,,,,
4041480080,WHITESTONE EP SR W  ,QUEENS              ,11357,No DOF Record as of 08/01/12,    17-20,,,,,,,,,,,,,,,,,
4041720007, 127 STREET         ,QUEENS              ,11356,No DOF Record as of 08/01/12,    20-07,,,,,,,,,,,,,,,,,
4041730010,128 STREET          ,QUEENS              ,11356,No DOF Record as of 08/01/12,    20-05,,,,,,,,,,,,,,,,,
4041830075,  20 AVENUE         ,QUEENS              ,11357,No DOF Record as of 08/01/12,   142-02,,,,,,,,,,,,,,,,,
4041910094,  20 AVENUE         ,QUEENS              ,11357,No DOF Record as of 08/01/12,   143-10,,,,,,,,,,,,,,,,,
4042060001,  23 AVENUE         ,QUEENS              ,11356,No DOF Record as of 08/01/12,   130-17,,,,,,,,,,,,,,,,,
4042560110,GRAHAM COURT        ,QUEENS              ,11354,No DOF Record as of 08/01/12,   119-19,,,,,,,,,,,,,,,,,
4042570143,  26 AVENUE         ,QUEENS              ,11354,No DOF Record as of 08/01/12,   119-09,,,,,,,,,,,,,,,,,
4042730040,  25 AVENUE         ,QUEENS              ,11356,No DOF Record as of 08/01/12,   128-28,,,,,,,,,,,,,,,,,
4042730090,  26 AVENUE         ,QUEENS              ,11354,No DOF Record as of 08/01/12,   129-09,,,,,,,,,,,,,,,,,
4042820100,WHITESTONE EP SR W  ,QUEENS              ,11357,No DOF Record as of 08/01/12,    25-70,,,,,,,,,,,,,,,,,
4042910020,  27 AVENUE         ,QUEENS              ,11354,No DOF Record as of 08/01/12,   119-15,,,,,,,,,,,,,,,,,
4043600001,  31 AVENUE         ,QUEENS              ,11354,No DOF Record as of 08/01/12,   130-30,,,,,,,,,,,,,,,,,
4043610027,  31 AVENUE         ,QUEENS              ,11354,No DOF Record as of 08/01/12,   131-23,,,,,,,,,,,,,,,,,
4043620024,WHITESTONE EP SR W,QUEENS,11357,Yes,    30-56,1353.0,34.5,95.0,90,165.0,57106.0,Office,1.0,4464064.0,12.12,,,,,,,
4043630100,WHITESTONE EP SR W,QUEENS,11357,Yes,    30-50,1403.0,112.2,294.5,48,854.11,92745.0,Office,1.0,4540190.0,,,,,,,,
4043820001,COLLEGE POINT BLVD  ,QUEENS              ,11354,No DOF Record as of 08/01/12,    31-22,,,,,,,,,,,,,,,,,
4043850030,COLLEGE POINT BLVD,QUEENS,11354,Yes,    31-05,1019.0,,,N/A,,169696.0,Other,1.0,,,,,,,,,
4043950002, 125 STREET         ,QUEENS              ,11354,No DOF Record as of 08/01/12,    31-44,,,,,,,,,,,,,,,,,
4043950008,  31 AVENUE,QUEENS,11354,Yes,   124-16,1876.0,0.0,0.0,N/A,122.59,0.0,,1.0,,,,,,,,,
4044050029,  32 AVENUE         ,QUEENS              ,11354,No DOF Record as of 08/01/12,   133-15,,,,,,,,,,,,,,,,,
4044060032,FARRINGTON STREET   ,QUEENS              ,11354,No DOF Record as of 08/01/12,    31-06,,,,,,,,,,,,,,,,,
4045310395, 154 STREET         ,QUEENS              ,11357,No DOF Record as of 08/01/12,     7-02,,,,,,,,,,,,,,,,,
4045310460,  10 AVENUE         ,QUEENS              ,11357,No DOF Record as of 08/01/12,   152-35,,,,,,,,,,,,,,,,,
4049260014, 170 STREET         ,QUEENS              ,11358,No DOF Record as of 08/01/12,    27-40,,,,,,,,,,,,,,,,,
4049460096,COLLINS PLACE       ,QUEENS              ,11354,No DOF Record as of 08/01/12,    34-33,,,,,,,,,,,,,,,,,
4049580048,NORTHERN BOULEVARD  ,QUEENS              ,11354,No DOF Record as of 08/01/12,   135-27,,,,,,,,,,,,,,,,,
4049590037,NORTHERN BOULEVARD  ,QUEENS              ,11354,No DOF Record as of 08/01/12,   137-07,,,,,,,,,,,,,,,,,
4049630065,  39 AVENUE         ,QUEENS              ,11354,No DOF Record as of 08/01/12,   131-01,,,,,,,,,,,,,,,,,
4049630200,COLLEGE POINT BLVD  ,QUEENS              ,11355,No DOF Record as of 08/01/12,    36-30,,,,,,,,,,,,,,,,,
4049720065,  39 AVENUE,QUEENS,11354,Yes,   133-31,1622.0,,,N/A,,148680.0,Retail,1.0,,48.33,,,,,,,
4049760015,ROOSEVELT AVENUE,QUEENS,11354,Yes,   135-13,1228.0,96.7,241.9,14,1787.0,233230.0,Hotel,1.0,4112316.0,,,,,,,,
4049800005,MAIN STREET         ,QUEENS              ,11354,No DOF Record as of 08/01/12,    39-01,,,,,,,,,,,,,,,,,
4049800011,ROOSEVELT AVENUE    ,QUEENS              ,11354,No DOF Record as of 08/01/12,   136-21,,,,,,,,,,,,,,,,,
4049810009,UNION STREET,QUEENS,11354,Yes,    33-23,2057.0,0.0,0.0,N/A,1172.71,0.0,,1.0,,,,,,,,,
4050020046,  35 AVENUE,QUEENS,11354,Yes,   139-66,327.0,152.4,266.8,7,1045.94,87106.0,Senior Care Facility,1.0,,,,,,,,,
4050140004,PARSONS BOULEVARD,QUEENS,11354,Yes,    36-17,640.0,,,N/A,,114521.0,Senior Care Facility,1.0,,,,,,,,,
4050150054,  38 AVENUE         ,QUEENS              ,11354,No DOF Record as of 08/01/12,   144-61,,,,,,,,,,,,,,,,,
4050190005,ROOSEVELT AVENUE,QUEENS,11354,Yes,   136-20,292.0,97.2,205.0,60,1190.43,166738.0,Retail,1.0,4113546.0,,,,,,,,
4050430011,KISSENA BOULEVARD   ,QUEENS              ,11355,No DOF Record as of 08/01/12,    41-24,,,,,,,,,,,,,,,,,
4050450001,KISSENA BOULEVARD,QUEENS,11355,Yes,    41-61,1188.0,6.7,9.6,100,118.53,247641.0,Office,1.0,,,,,,,,,
4050660110,DELONG STREET       ,QUEENS              ,11354,No DOF Record as of 08/01/12,    40-70,,,,,,,,,,,,,,,,,
4050660255,DELONG STREET       ,QUEENS              ,11355,No DOF Record as of 08/01/12,    41-06,,,,,,,,,,,,,,,,,
4050660622,AVERY AVENUE        ,QUEENS              ,11355,No DOF Record as of 08/01/12,   131-33,,,,,,,,,,,,,,,,,
4050660644,MAPLE AVENUE        ,QUEENS              ,11355,No DOF Record as of 08/01/12,   131-10,,,,,,,,,,,,,,,,,
4051210020,MAIN STREET         ,QUEENS              ,11355,No DOF Record as of 08/01/12,    41-60,,,,,,,,,,,,,,,,,
4051810046,FRANKLIN AVENUE     ,QUEENS              ,11355,No DOF Record as of 08/01/12,   142-31,,,,,,,,,,,,,,,,,
4051830055,FRANKLIN AVENUE     ,QUEENS              ,11355,No DOF Record as of 08/01/12,   143-17,,,,,,,,,,,,,,,,,
4051990021,PARSONS BOULEVARD   ,QUEENS              ,11355,No DOF Record as of 08/01/12,    44-22,,,,,,,,,,,,,,,,,
4052680019,NORTHERN BOULEVARD  ,QUEENS              ,11354,No DOF Record as of 08/01/12,   154-08,,,,,,,,,,,,,,,,,
4053230250, 168 STREET,QUEENS,11358,Yes,    40-01,2121.0,216.5,443.7,N/A,371.83,24500.0,"Service (Vehicle Repair/Service, Postal Service)",1.0,,,,,,,,,
4053510013,STATION ROAD        ,QUEENS              ,11358,No DOF Record as of 08/01/12,   171-20,,,,,,,,,,,,,,,,,
4054280037, 170 STREET         ,QUEENS              ,11358,No DOF Record as of 08/01/12,    43-01,,,,,,,,,,,,,,,,,
4059000002,  26 AVENUE,QUEENS,11360,Yes,   212-15,1522.0,243.0,684.4,N/A,318.75,15506.0,Retail,8.0,,,,,,,,,
4059000002,  26 AVENUE,QUEENS,11360,Yes,   212-15,1523.0,121.9,407.2,N/A,159.1,13900.0,Other,8.0,4845831.0,,,,,,,,
4059000002,  26 AVENUE,QUEENS,11360,Yes,   212-15,1525.0,149.4,499.2,N/A,178.6,12729.0,Retail,8.0,,,,,,,,,
4059000002,  26 AVENUE,QUEENS,11360,Yes,   212-15,1527.0,239.5,815.4,25,887.38,39487.0,Supermarket/Grocery,8.0,4458661.0,,,,,,,,
4059000002,  26 AVENUE,QUEENS,11360,Yes,   212-15,1530.0,149.5,499.5,N/A,196.31,13982.0,Retail,8.0,,,,,,,,,
4060190108,  28 AVENUE         ,QUEENS              ,11360,No DOF Record as of 08/01/12,   216-50,,,,,,,,,,,,,,,,,
4062590016, 201 STREET         ,QUEENS              ,11361,No DOF Record as of 08/01/12,    42-41,,,,,,,,,,,,,,,,,
4063710010,BOOTH MEMORIAL AVE  ,QUEENS              ,11355,No DOF Record as of 08/01/12,   136-20,,,,,,,,,,,,,,,,,
4064010019,BOOTH MEMORIAL AVE,QUEENS,11355,Yes,   139-22,172.0,341.3,752.9,2,3259.61,129020.0,Hospital (General Medical and Surgical),1.0,4861615.0,,,,,,,,
4065070200,MELBOURNE AVENUE    ,QUEENS              ,11367,No DOF Record as of 08/01/12,   149-11,,,,,,,,,,,,,,,,,
4065170250,MELBOURNE AVENUE    ,QUEENS              ,11367,No DOF Record as of 08/01/12,   152-50,,,,,,,,,,,,,,,,,
4066850001,  76 AVENUE,QUEENS,11367,Yes,   147-06,1082.0,76.5,172.6,N/A,474.99,83794.0,College/University (Campus-Level),1.0,4144493.0,,,,,,,,
4067050001, 150 STREET         ,QUEENS              ,11367,No DOF Record as of 08/01/12,    75-31,,,,,,,,,,,,,,,,,
4067900020,JEWEL AVENUE        ,QUEENS              ,11365,No DOF Record as of 08/01/12,   158-29,,,,,,,,,,,,,,,,,
4067900022,JEWEL AVENUE,QUEENS,11365,Yes,   158-11,2581.0,253.4,393.6,18,3504.19,176600.0,Office,2.0,,,,,,,,,
4068310022,UNION TURNPIKE      ,QUEENS              ,11366,No DOF Record as of 08/01/12,   159-05,,,,,,,,,,,,,,,,,
4069840001,UTOPIA PARKWAY      ,QUEENS              ,11366,No DOF Record as of 08/01/12,    74-04,,,,,,,,,,,,,,,,,
4070210001,UTOPIA PARKWAY,QUEENS,11432,Yes,    8150A,1059.0,154.9,309.8,N/A,1488.44,137050.0,Library,25.0,,,,,,,,,
4070210001,UTOPIA PARKWAY,QUEENS,11432,Yes,    8150A,1268.0,126.0,209.4,N/A,1998.52,247424.0,Recreation,25.0,4439412.0,,,,,,,,
4070210001,UTOPIA PARKWAY,QUEENS,11432,Yes,    8150A,1269.0,275.5,446.5,1,104.81,6106.0,Office,25.0,4439412.0,,,,,,,,
4070210001,UTOPIA PARKWAY,QUEENS,11432,Yes,    8150A,1270.0,190.0,347.8,4,105.39,8258.0,Office,25.0,,,,,,,,,
4070210001,UTOPIA PARKWAY,QUEENS,11432,Yes,    8150A,1273.0,155.0,309.8,N/A,136.24,12544.0,Office,25.0,,,,,,,,,
4070210001,UTOPIA PARKWAY,QUEENS,11432,Yes,    8150A,1275.0,143.9,195.0,N/A,1202.92,142700.0,College/University (Campus-Level),25.0,,,,,,,,,
4070210001,UTOPIA PARKWAY,QUEENS,11432,Yes,    8150A,1277.0,188.9,345.3,14,835.19,66000.0,Office,25.0,,,,,,,,,
4070210001,UTOPIA PARKWAY,QUEENS,11432,Yes,    8150A,1279.0,190.0,347.8,N/A,2749.12,215389.0,College/University (Campus-Level),25.0,4439412.0,,,,,,,,
4070210001,UTOPIA PARKWAY,QUEENS,11432,Yes,    8150A,1282.0,150.5,295.0,N/A,756.62,72438.0,College/University (Campus-Level),25.0,,,,,,,,,
4070210001,UTOPIA PARKWAY,QUEENS,11432,Yes,    8150A,1291.0,183.1,323.2,14,1090.33,90000.0,Residence Hall/Dormitory,25.0,4439412.0,,,,,,,,
4070210001,UTOPIA PARKWAY,QUEENS,11432,Yes,    8150A,1293.0,304.3,547.6,1,395.26,19800.0,Office,25.0,,,,,,,,,
4070210001,UTOPIA PARKWAY,QUEENS,11432,Yes,    8150A,1294.0,183.1,323.2,N/A,1453.59,120000.0,College/University (Campus-Level),25.0,4439412.0,,,,,,,,
4070210001,UTOPIA PARKWAY,QUEENS,11432,Yes,    8150A,1298.0,118.5,235.4,43,488.36,60000.0,Residence Hall/Dormitory,25.0,,,,,,,,,
4070670054,HOR HARDING EP SR N ,QUEENS              ,11365,No DOF Record as of 08/01/12,   183-31,,,,,,,,,,,,,,,,,
4070670063,HOR HARDING EP SR N ,QUEENS              ,11365,No DOF Record as of 08/01/12,   183-15,,,,,,,,,,,,,,,,,
4071150030,  73 AVENUE,QUEENS,11366,Yes,   186-01,2558.0,94.2,314.8,22,1190.23,134506.0,Retail,1.0,,,,,,,,,
4071170004,188 STREET,QUEENS,11365,Yes,   145-51,1718.0,293.3,627.5,N/A,1796.45,84382.0,Other,1.0,,,,,,,,,
4071170130,188 STREET,QUEENS,11365,Yes,    61-11,1717.0,226.0,449.8,8,2370.61,149981.0,Retail,1.0,4153294.0,,,,,,,,
4071280002,FRANCIS LEWIS BLVD  ,QUEENS              ,11365,No DOF Record as of 08/01/12,    61-00,,,,,,,,,,,,,,,,,
4072270005,UNION TURNPIKE      ,QUEENS              ,11366,No DOF Record as of 08/01/12,   176-60,,,,,,,,,,,,,,,,,
4078700001,WINCHESTER BOULEVARD,QUEENS              ,11427,No DOF Record as of 08/01/12,    80-45,,,,,,,,,,,,,,,,,
4078800001,WINCHESTER BOULEVARD,QUEENS              ,11426,No DOF Record as of 08/01/12,    78-70,,,,,,,,,,,,,,,,,
4083360001,HOR HARDING EP SR S ,QUEENS              ,11362,No DOF Record as of 08/01/12,   249-02,,,,,,,,,,,,,,,,,
4083930001,LITTLE NECK PARKWAY,QUEENS,11362,Yes,    60-15,2113.0,24.1,48.0,N/A,241.59,147570.0,Office,3.0,,0.53,,,,,,,
4084000024,LITTLE NECK PARKWAY ,QUEENS              ,11362,No DOF Record as of 08/01/12,    55-15,,,,,,,,,,,,,,,,,
4084010001,LITTLE NECK PARKWAY ,QUEENS              ,11004,No DOF Record as of 08/01/12,    73-50,,,,,,,,,,,,,,,,,
4085200002,  76 AVENUE,QUEENS,11004,Yes,   270-05,2287.0,122.4,211.4,N/A,2522.61,260866.0,"Health Care: Inpatient (Specialty Hospitals, Excluding Children's)",26.0,4445327.0,,,,,,,,
4085200025,  76 AVENUE         ,QUEENS              ,11040,No DOF Record as of 08/01/12,   265-32,,,,,,,,,,,,,,,,,
4090280001,ATLANTIC AVENUE     ,QUEENS              ,11416,No DOF Record as of 08/01/12,    92-06,,,,,,,,,,,,,,,,,
4091310045,LIBERTY AVENUE      ,QUEENS              ,11417,No DOF Record as of 08/01/12,    78-02,,,,,,,,,,,,,,,,,
4091720067,ROCKAWAY BOULEVARD  ,QUEENS              ,11417,No DOF Record as of 08/01/12,    98-18,,,,,,,,,,,,,,,,,
4092810044,JAMAICA AVENUE      ,QUEENS              ,11418,No DOF Record as of 08/01/12,   129-01,,,,,,,,,,,,,,,,,
4093060001,  91 AVENUE,QUEENS,11418,Yes,   100-02,2385.0,53.0,74.2,N/A,187.34,60772.0,Warehouse (Unrefrigerated),1.0,4195066.0,,,,,,,,
4093420007,JAMAICA AVENUE      ,QUEENS              ,11418,No DOF Record as of 08/01/12,   134-14,,,,,,,,,,,,,,,,,
4093630008, 135 STREET         ,QUEENS              ,11418,No DOF Record as of 08/01/12,    89-40,,,,,,,,,,,,,,,,,
4093630010, 134 STREET         ,QUEENS              ,11418,No DOF Record as of 08/01/12,    89-47,,,,,,,,,,,,,,,,,
4093630012, 134 STREET         ,QUEENS              ,11418,No DOF Record as of 08/01/12,    89-45,,,,,,,,,,,,,,,,,
4093630014, 134 STREET         ,QUEENS              ,11418,No DOF Record as of 08/01/12,    89-41,,,,,,,,,,,,,,,,,
4093630016, 134 STREET         ,QUEENS              ,11418,No DOF Record as of 08/01/12,    89-37,,,,,,,,,,,,,,,,,
4093630018, 134 STREET         ,QUEENS              ,11418,No DOF Record as of 08/01/12,    89-33,,,,,,,,,,,,,,,,,
4093630020, 134 STREET         ,QUEENS              ,11418,No DOF Record as of 08/01/12,    89-29,,,,,,,,,,,,,,,,,
4093630022, 134 STREET         ,QUEENS              ,11418,No DOF Record as of 08/01/12,    89-25,,,,,,,,,,,,,,,,,
4093630033, 135 STREET         ,QUEENS              ,11418,No DOF Record as of 08/01/12,    89-02,,,,,,,,,,,,,,,,,
4093630040, 135 STREET         ,QUEENS              ,11418,No DOF Record as of 08/01/12,    89-22,,,,,,,,,,,,,,,,,
4093630042, 135 STREET         ,QUEENS              ,11418,No DOF Record as of 08/01/12,    89-26,,,,,,,,,,,,,,,,,
4093630044, 135 STREET         ,QUEENS              ,11418,No DOF Record as of 08/01/12,    89-30,,,,,,,,,,,,,,,,,
4093630046, 135 STREET         ,QUEENS              ,11418,No DOF Record as of 08/01/12,    89-34,,,,,,,,,,,,,,,,,
4093630048, 135 STREET         ,QUEENS              ,11418,No DOF Record as of 08/01/12,    89-38,,,,,,,,,,,,,,,,,
4093630050, 135 STREET         ,QUEENS              ,11418,No DOF Record as of 08/01/12,    89-42,,,,,,,,,,,,,,,,,
4093630052, 135 STREET         ,QUEENS              ,11418,No DOF Record as of 08/01/12,    89-48,,,,,,,,,,,,,,,,,
4093630054, 135 STREET         ,QUEENS              ,11418,No DOF Record as of 08/01/12,    89-52,,,,,,,,,,,,,,,,,
4093640010,VAN WYCK EXPWY SR W ,QUEENS              ,11418,No DOF Record as of 08/01/12,    89-10,,,,,,,,,,,,,,,,,
4093750174,VAN WYCK EXPWY SR W,QUEENS,11418,Yes,    91-30,1669.0,41.2,90.3,74,169.01,56529.0,Warehouse (Unrefrigerated),1.0,4196964.0,0.0,,,,,,,
4093750272,ATLANTIC AVENUE     ,QUEENS              ,11418,No DOF Record as of 08/01/12,   131-11,,,,,,,,,,,,,,,,,
4093770001, 100 STREET         ,QUEENS              ,11416,No DOF Record as of 08/01/12,    94-15,,,,,,,,,,,,,,,,,
4094520030,  97 AVENUE         ,QUEENS              ,11419,No DOF Record as of 08/01/12,   117-03,,,,,,,,,,,,,,,,,
4095390001,ROCKAWAY BOULEVARD,QUEENS,11417,Yes,   100-02,1985.0,4.2,6.2,100,13.68,54150.0,Office,1.0,4202778.0,36.49,,,,,,,
4096250013,QUEENS BOULEVARD    ,QUEENS              ,11435,No DOF Record as of 08/01/12,   139-30,,,,,,,,,,,,,,,,,
4096570001, 126 STREET         ,QUEENS              ,11415,No DOF Record as of 08/01/12,    80-25,,,,,,,,,,,,,,,,,
4096640001,  83 AVENUE         ,QUEENS              ,11435,No DOF Record as of 08/01/12,   137-02,,,,,,,,,,,,,,,,,
4096760013,SUTPHIN BOULEVARD,QUEENS,11435,Yes,    89-18,2098.0,60.6,200.6,63,344.98,60675.0,Office,1.0,4206749.0,,,,,,,,
4096950014,  88 AVENUE         ,QUEENS              ,11432,No DOF Record as of 08/01/12,   152-01,,,,,,,,,,,,,,,,,
4096980027,HILLSIDE AVENUE     ,QUEENS              ,11435,No DOF Record as of 08/01/12,   139-01,,,,,,,,,,,,,,,,,
4097240096,  87 AVENUE         ,QUEENS              ,11435,No DOF Record as of 08/01/12,   144-25,,,,,,,,,,,,,,,,,
4097490036, 152 STREET         ,QUEENS              ,11432,No DOF Record as of 08/01/12,    84-35,,,,,,,,,,,,,,,,,
4097540001,  90 AVENUE,QUEENS,11432,Yes,   155-02,2124.0,,,N/A,,56778.0,Multifamily Housing,1.0,4459168.0,88.43,,,,,,,
4097560018,PARSONS BOULEVARD,QUEENS,11432,Yes,    90-27,1342.0,10.6,35.5,N/A,186.54,187173.0,Other,1.0,4441691.0,,,,,,,,
4097570023, 160 STREET,QUEENS,11432,Yes,    90-04,1334.0,58.5,144.4,82,312.61,63492.0,Office,1.0,4208850.0,,,,,,,,
4097600001,JAMAICA AVENUE      ,QUEENS              ,11432,No DOF Record as of 08/01/12,   161-01,,,,,,,,,,,,,,,,,
4097600031, 161 STREET         ,QUEENS              ,11432,No DOF Record as of 08/01/12,    82-14,,,,,,,,,,,,,,,,,
4097610018, 162 STREET,QUEENS,11432,Yes,    89-35,1333.0,10.1,33.6,N/A,149.07,157897.0,Other,1.0,4857934.0,,,,,,,,
4097610083,JAMAICA AVENUE,QUEENS,11432,Yes,   162-29,1991.0,49.0,127.0,N/A,393.77,99375.0,Retail,1.0,4208889.0,,,,,,,,
4097630025,HILLSIDE AVENUE     ,QUEENS              ,11432,No DOF Record as of 08/01/12,   153-28,,,,,,,,,,,,,,,,,
4097630026,HILLSIDE AVENUE     ,QUEENS              ,11432,No DOF Record as of 08/01/12,   153-30,,,,,,,,,,,,,,,,,
4097630051,88 AVENUE           ,QUEENS              ,11432,No DOF Record as of 08/01/12,,,,,,,,,,,,,,,,,,
4097930001,JAMAICA AVENUE,QUEENS,11432,Yes,   163-19,1217.0,63.2,196.6,59,319.88,54978.0,Retail,1.0,4209572.0,,,,,,,,
4097950001,JAMAICA AVENUE,QUEENS,11432,Yes,   165-17,2411.0,10.9,28.3,100,88.54,101704.0,Office,1.0,4209597.0,0.0,,,,,,,
4098110016, 175 STREET         ,QUEENS              ,11432,No DOF Record as of 08/01/12,    91-31,,,,,,,,,,,,,,,,,
4098130052, 164 STREET         ,QUEENS              ,11432,No DOF Record as of 08/01/12,    88-40,,,,,,,,,,,,,,,,,
4098580011,CHAPIN PARKWAY,QUEENS,11432,Yes,   164-11,1130.0,287.0,398.1,4,1622.92,95412.0,Senior Care Facility,1.0,4210853.0,,,,,,,,
4098850008,EDGERTON BOULEVARD  ,QUEENS              ,11432,No DOF Record as of 08/01/12,    86-50,,,,,,,,,,,,,,,,,
4099380078,87 DRIVE            ,QUEENS              ,11421,No DOF Record as of 08/01/12,    86-45,,,,,,,,,,,,,,,,,
4099500001,AVON STREET         ,QUEENS              ,11432,No DOF Record as of 08/01/12,   182-17,,,,,,,,,,,,,,,,,
4099910001,  94 AVENUE         ,QUEENS              ,11435,No DOF Record as of 08/01/12,   138-54,,,,,,,,,,,,,,,,,
4100010001, 149 STREET,QUEENS,11435,Yes,    95-04,1238.0,9.9,33.1,64,49.97,53666.0,Warehouse (Unrefrigerated),1.0,4214025.0,462.74,,,,,,,
4100970020,JAMAICA AVENUE      ,QUEENS              ,11432,No DOF Record as of 08/01/12,   153-20,,,,,,,,,,,,,,,,,
4101010007,JAMAICA AVENUE      ,QUEENS              ,11432,No DOF Record as of 08/01/12,   160-16,,,,,,,,,,,,,,,,,
4101010027,UNION HALL STREET   ,QUEENS              ,11433,No DOF Record as of 08/01/12,    92-32,,,,,,,,,,,,,,,,,
4101020004,JAMAICA AVENUE      ,QUEENS              ,11432,No DOF Record as of 08/01/12,   162-10,,,,,,,,,,,,,,,,,
4101080301,LIBERTY AVENUE      ,QUEENS              ,11433,No DOF Record as of 08/01/12,   155-19,,,,,,,,,,,,,,,,,
4101140017,SOUTH ROAD          ,QUEENS              ,11433,No DOF Record as of 08/01/12,   154-21,,,,,,,,,,,,,,,,,
4101190028,GUY R BREWER BLVD   ,QUEENS              ,11433,No DOF Record as of 08/01/12,   105-08,,,,,,,,,,,,,,,,,
4101510065,ARCHER AVENUE       ,QUEENS              ,11433,No DOF Record as of 08/01/12,   163-25,,,,,,,,,,,,,,,,,
4101580001,LIBERTY AVENUE      ,QUEENS              ,11433,No DOF Record as of 08/01/12,   165-08,,,,,,,,,,,,,,,,,
4102090115, 168 STREET         ,QUEENS              ,11433,No DOF Record as of 08/01/12,    92-33,,,,,,,,,,,,,,,,,
4102150001, 175 STREET         ,QUEENS              ,11433,No DOF Record as of 08/01/12,    92-07,,,,,,,,,,,,,,,,,
4102170048,DOUGLAS AVENUE      ,QUEENS              ,11433,No DOF Record as of 08/01/12,   168-23,,,,,,,,,,,,,,,,,
4103310001,LIBERTY AVENUE      ,QUEENS              ,11433,No DOF Record as of 08/01/12,   178-02,,,,,,,,,,,,,,,,,
4103360060, 180 STREET         ,QUEENS              ,11433,No DOF Record as of 08/01/12,   109-10,,,,,,,,,,,,,,,,,
4103360080, 180 STREET         ,QUEENS              ,11433,No DOF Record as of 08/01/12,   109-48,,,,,,,,,,,,,,,,,
4103360160, 178 STREET         ,QUEENS              ,11433,No DOF Record as of 08/01/12,   109-05,,,,,,,,,,,,,,,,,
4103430033,LIBERTY AVENUE      ,QUEENS              ,11412,No DOF Record as of 08/01/12,   180-34,,,,,,,,,,,,,,,,,
4103430047,LIBERTY AVENUE      ,QUEENS              ,11412,No DOF Record as of 08/01/12,   182-20,,,,,,,,,,,,,,,,,
4103430205, 110 AVENUE,QUEENS,11433,Yes,   180-05,1671.0,85.0,124.3,N/A,324.05,65067.0,Self-Storage,1.0,4220271.0,0.0,,,,,,,
4103520079,JAMAICA AVENUE,QUEENS,11423,Yes,   184-10,310.0,,,11,,,Warehouse (Unrefrigerated),1.0,4220566.0,,,,,,,,
4103520089,JAMAICA AVENUE,QUEENS,11423,Yes,   184-60,330.0,,,1,,,Warehouse (Unrefrigerated),1.0,4220567.0,,,,,,,,
4104470007,  90 AVENUE         ,QUEENS              ,11423,No DOF Record as of 08/01/12,   191-02,,,,,,,,,,,,,,,,,
4105090052,PALERMO STREET      ,QUEENS              ,11423,No DOF Record as of 08/01/12,    87-37,,,,,,,,,,,,,,,,,
4105330001,HILLSIDE AVENUE,QUEENS,11423,Yes,   202-15,218.0,,,N/A,,,Other,1.0,,,,,,,,,
4107630023,  98 AVENUE         ,QUEENS              ,11429,No DOF Record as of 08/01/12,   217-40,,,,,,,,,,,,,,,,,
4107890250,JAMAICA AVENUE      ,QUEENS              ,11428,No DOF Record as of 08/01/12,   219-38,,,,,,,,,,,,,,,,,
4107890256,JAMAICA AVENUE      ,QUEENS              ,11428,No DOF Record as of 08/01/12,   219-42,,,,,,,,,,,,,,,,,
4108120091,  96 AVENUE,QUEENS,11429,Yes,   222-34,963.0,,,N/A,,,Warehouse (Unrefrigerated),1.0,4457714.0,,,,,,,,
4108130005,JAMAICA AVENUE      ,QUEENS              ,11428,No DOF Record as of 08/01/12,   222-22,,,,,,,,,,,,,,,,,
4109060001,203 STREET          ,QUEENS              ,11423,No DOF Record as of 08/01/12,   203-02,,,,,,,,,,,,,,,,,
4109260050,108 ROAD            ,QUEENS              ,11412,No DOF Record as of 08/01/12,   190-20,,,,,,,,,,,,,,,,,
4109750029, 113 AVENUE         ,QUEENS              ,11412,No DOF Record as of 08/01/12,   199-01,,,,,,,,,,,,,,,,,
4110180021, 115 AVENUE         ,QUEENS              ,11412,No DOF Record as of 08/01/12,   201-15,,,,,,,,,,,,,,,,,
4111980050, 221 STREET         ,QUEENS              ,11429,No DOF Record as of 08/01/12,   110-30,,,,,,,,,,,,,,,,,
4111980124,SPRINGFIELD BLVD    ,QUEENS              ,11429,No DOF Record as of 08/01/12,   110-39,,,,,,,,,,,,,,,,,
4113000001, 116 AVENUE         ,QUEENS              ,11411,No DOF Record as of 08/01/12,   218-01,,,,,,,,,,,,,,,,,
4114750011, 108 STREET         ,QUEENS              ,11420,No DOF Record as of 08/01/12,   109-35,,,,,,,,,,,,,,,,,
4115430002,ROCKAWAY BOULEVARD  ,QUEENS              ,11420,No DOF Record as of 08/01/12,   110-10,,,,,,,,,,,,,,,,,
4115430100,ROCKAWAY BOULEVARD  ,QUEENS              ,11420,No DOF Record as of 08/01/12,   112-20,,,,,,,,,,,,,,,,,
4116230001, 111 AVENUE         ,QUEENS              ,11420,No DOF Record as of 08/01/12,   118-20,,,,,,,,,,,,,,,,,
4116730001, 115 AVENUE         ,QUEENS              ,11420,No DOF Record as of 08/01/12,   130-24,,,,,,,,,,,,,,,,,
4118860001, 134 STREET,QUEENS,11430,Yes,   148-18,519.0,94.4,227.3,63,535.48,73323.0,Hotel,1.0,,90.44,,,,,,,
