bbl,street_name,borough,zip,benchmarking_submission,street_number,entry_number,site_eui,weather_normalized_source_eui,energy_star_score,ghg,reported_building_square_footage,reported_facility_type,number_of_buildings,reported_bins,water_per_square_foot,latitude,longitude,community_board,community_council,census_tract,bin,nta
2023910052,BROOK AVENUE        ,BRONX               ,10451,No DOF Record as of 08/01/12,979,,,,,,,,,,,40.826004,-73.911673,3.0,17.0,143.0,2001621.0,East Concourse-Concourse Village                                           
1015200020,LEXINGTON AVENUE,MANHATTAN,10128,Yes,1381,534.0,197.7,362.8,N/A,1943.69,121391.0,Public Assembly,1.0,1048310.0,,40.782774,-73.953181,8.0,5.0,15801.0,1048303.0,Upper East Side-Carnegie Hill                                              
4070210100,UTOPIA PARKWAY,QUEENS,11432,Yes,   81-50D,1297.0,121.8,267.9,N/A,381.55,43000.0,Recreation,1.0,,,,,,,,,
2029210001,BATHGATE AVENUE     ,BRONX               ,10457,No DOF Record as of 08/01/12,1700,,,,,,,,,,,40.841941,-73.899776,3.0,15.0,165.0,2009585.0,Claremont-Bathgate                                                         
1002160001,WEST STREET         ,MANHATTAN,10013,No DOF Record as of 08/01/12,235,,,,,,,,,,,40.72107,-74.012017,1.0,1.0,39.0,1002108.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1008280064,WEST   27 STREET,MANHATTAN,10001,Yes,28,1597.0,50.7,104.8,92,287.76,68300.0,Office,1.0,1015663.0,21.12,40.744785,-73.989491,5.0,3.0,58.0,1015663.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
5066700001,SEGUINE AVENUE      ,STATEN ISLAND       ,10309,No DOF Record as of 08/01/12,375,,,,,,,,,,,40.516725,-74.19688,3.0,51.0,198.0,5082757.0,Annadale-Huguenot-Prince's Bay-Eltingville                                 
1014610013,EAST   66 STREET,MANHATTAN,10065,Yes,425,19.0,219.7,733.9,N/A,6766.82,327993.0,Other,1.0,1045570.0,0.0,40.763695,-73.958053,8.0,5.0,116.0,1045570.0,Lenox Hill-Roosevelt Island                                                
1021240025,AUDUBON AVENUE,MANHATTAN,10032,Yes,40,939.0,371.5,852.0,N/A,4321.13,152979.0,Office,1.0,1087858.0,,40.84002,-73.938713,12.0,10.0,251.0,1087858.0,Washington Heights South                                                   
1008390060,WEST   38 STREET    ,MANHATTAN,10018,No DOF Record as of 08/01/12,22,,,,,,,,,,,40.751355,-73.983683,5.0,4.0,84.0,1015973.0,Midtown-Midtown South                                                      
2023400186,RIDER AVENUE,BRONX,10451,Yes,341,1114.0,38.2,49.2,80,259.65,104000.0,Warehouse (Unrefrigerated),5.0,,,40.813987,-73.926277,1.0,8.0,51.0,2092183.0,Mott Haven-Port Morris                                                     
3039530045,ATLANTIC AVENUE     ,BROOKLYN            ,11207,No DOF Record as of 08/01/12,2941,,,,,,,,,,,40.677756,-73.885396,5.0,37.0,1170.0,3087979.0,East New York                                                              
1014560046,   1 AVENUE,MANHATTAN,10065,Yes,1124,1632.0,151.9,436.2,N/A,482.64,38000.0,Entertainment/Culture,1.0,,,40.761261,-73.960755,8.0,5.0,10602.0,1045288.0,Lenox Hill-Roosevelt Island                                                
3054420069,  48 STREET,BROOKLYN,11219,Yes,1521,1485.0,81.8,157.3,N/A,343.14,62000.0,Other,1.0,3128817.0,,40.632546,-73.986479,12.0,44.0,234.0,3128817.0,Borough Park                                                               
1019610039,AMSTERDAM AVENUE,MANHATTAN,10027,Yes,1165,2058.0,206.9,368.9,N/A,88132.58,6385382.0,College/University (Campus-Level),2.0,,,40.807738,-73.960373,9.0,7.0,20101.0,1059497.0,Morningside Heights                                                        
2023450022,GRAND CONCOURSE     ,BRONX               ,10451,No DOF Record as of 08/01/12,391,,,,,,,,,,,40.816014,-73.928428,1.0,8.0,63.0,2000000.0,West Concourse                                                             
3014790007,BROADWAY,BROOKLYN,11221,Yes,1338,1703.0,20.0,28.0,94,109.25,74500.0,House of Worship,1.0,,,40.690007,-73.922974,3.0,41.0,375.0,3039618.0,Stuyvesant Heights                                                         
2039150023,ST LAWRENCE AVENUE  ,BRONX               ,10460,No DOF Record as of 08/01/12,1491,,,,,,,,,,,40.837628,-73.868233,9.0,18.0,218.0,2028476.0,West Farms-Bronx River                                                     
1009300020,EAST   24 STREET,MANHATTAN,10010,Yes,335,1468.0,312.9,580.3,N/A,5151.67,197092.0,College/University (Campus-Level),1.0,1020600.0,,40.737856,-73.978746,6.0,2.0,66.0,1020600.0,Murray Hill-Kips Bay                                                       
1012620042,WEST   47 STREET,MANHATTAN,10036,Yes,2,669.0,72.0,240.5,68,571.14,84466.0,Office,1.0,1034339.0,14.98,40.756852,-73.979058,5.0,4.0,96.0,1034339.0,Midtown-Midtown South                                                      
3001450035,DUFFIELD STREET,BROOKLYN,11201,Yes,248,2463.0,23.2,51.5,100,261.69,156090.0,Office,1.0,3000299.0,,40.690812,-73.984419,2.0,33.0,15.0,3413889.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
3048540007,LENOX ROAD          ,BROOKLYN            ,11203,No DOF Record as of 08/01/12,398,,,,,,,,,,,40.654391,-73.94621,17.0,40.0,818.0,3327730.0,Erasmus                                                                    
2035730025,CASTLE HILL AVENUE  ,BRONX               ,10473,No DOF Record as of 08/01/12,604,,,,,,,,,,,40.819186,-73.848055,9.0,18.0,90.0,2021926.0,Soundview-Castle Hill-Clason Point-Harding Park                            
1012920069,   5 AVENUE         ,MANHATTAN,10022,No DOF Record as of 08/01/12,731,,,,,,,,,,,40.762687,-73.974161,5.0,4.0,11202.0,1035792.0,Midtown-Midtown South                                                      
1008300017,WEST   28 STREET    ,MANHATTAN,10001,No DOF Record as of 08/01/12,29,,,,,,,,,,,40.745474,-73.989148,5.0,3.0,76.0,1015723.0,Midtown-Midtown South                                                      
2030510001,EAST  182 STREET,BRONX,10457,Yes,535,1923.0,134.3,186.0,N/A,564.53,71000.0,Multifamily Housing,1.0,,,40.853111,-73.89279,6.0,15.0,385.0,2095365.0,Claremont-Bathgate                                                         
3029270168,MASPETH AVENUE      ,BROOKLYN            ,11211,No DOF Record as of 08/01/12,300,,,,,,,,,,,40.717782,-73.932448,1.0,34.0,449.0,3400373.0,East Williamsburg                                                          
5005340025,VANDERBILT AVENUE   ,STATEN ISLAND       ,10304,No DOF Record as of 08/01/12,15,,,,,,,,,,,40.621719,-74.073986,1.0,49.0,27.0,5149730.0,Stapleton-Rosebank                                                         
3072730001,NEPTUNE AVENUE,BROOKLYN,11224,Yes,486,802.0,9.7,32.4,N/A,57.79,63542.0,Multifamily Housing,1.0,3196575.0,,40.579802,-73.971942,13.0,48.0,354.0,3196575.0,West Brighton                                                              
1008590048,PARK AVENUE SOUTH,MANHATTAN,10016,Yes,434,860.0,35.0,40.7,100,428.92,152709.0,Office,1.0,1016935.0,,40.74431,-73.98337,5.0,2.0,74.0,1016935.0,Midtown-Midtown South                                                      
1000210001,BROADWAY,MANHATTAN,10006,Yes,61,137.0,62.7,185.7,88,3712.58,650000.0,Office,1.0,1000808.0,,40.706995,-74.012335,1.0,1.0,13.0,1000808.0,Battery Park City-Lower Manhattan                                          
2045930016,BRONX BOULEVARD,BRONX,10467,Yes,3240,1931.0,28.2,40.4,100,149.95,91388.0,Office,2.0,2097380.0,,40.872282,-73.870471,12.0,15.0,376.0,2097380.0,Williamsbridge-Olinville                                                   
2059330425,WEST  261 STREET,BRONX,10471,Yes,750,1769.0,193.2,266.0,N/A,1409.96,101808.0,Residence Hall/Dormitory,4.0,,,40.911797,-73.907008,8.0,11.0,309.0,2098646.0,North Riverdale-Fieldston-Riverdale                                        
3044520135,PENNSYLVANIA AVENUE,BROOKLYN,11207,Yes,1279,1203.0,206.6,239.4,N/A,84653.85,7672280.0,Multifamily Housing,1.0,,,40.649362,-73.883427,5.0,42.0,105801.0,3098299.0,Starrett City                                                              
1008380032,WEST   36 STREET,MANHATTAN,10018,Yes,15,341.0,53.7,105.5,90,377.41,82255.0,Office,1.0,1015930.0,,40.750079,-73.984441,5.0,4.0,84.0,1015930.0,Midtown-Midtown South                                                      
4026560115,  58 ROAD,QUEENS,11378,Yes,    59-21,1319.0,50.6,137.2,18,401.69,95963.0,Warehouse (Unrefrigerated),1.0,4059714.0,3.8,,,,,,,
1008030007,WEST   27 STREET,MANHATTAN,10001,Yes,153,2196.0,64.0,124.3,94,578.28,110367.0,Office,1.0,1015062.0,,40.746084,-73.992515,5.0,3.0,95.0,1015062.0,Midtown-Midtown South                                                      
3005790001,OTSEGO STREET,BROOKLYN,11231,Yes,37,2195.0,,,N/A,,60700.0,Other,1.0,,73.44,40.674635,-74.009845,6.0,38.0,53.0,3329546.0,Carroll Gardens-Columbia Street-Red Hook                                   
1009960001,BROADWAY,MANHATTAN,10036,Yes,1500,665.0,122.6,299.4,N/A,5759.09,535421.0,Office,1.0,1022610.0,25.42,40.756856,-73.985973,5.0,4.0,119.0,1022610.0,Midtown-Midtown South                                                      
5017250510,SOUTH AVENUE,STATEN ISLAND,10314,Yes,1120,2172.0,60.8,167.9,49,374.58,74107.0,Hotel,1.0,5151613.0,,40.612403,-74.17549,2.0,50.0,29102.0,5151613.0,New Springville-Bloomfield-Travis                                          
1012810021,MADISON AVENUE      ,MANHATTAN,10017,No DOF Record as of 08/01/12,361,,,,,,,,,,,40.754914,-73.977726,5.0,4.0,94.0,1035393.0,Midtown-Midtown South                                                      
4050200023,BOWNE STREET,QUEENS,11354,Yes,    38-20,2201.0,83.6,218.9,N/A,1343.1,200000.0,Multifamily Housing,1.0,4113595.0,,,,,,,,
1001020001,NASSAU STREET,MANHATTAN,10038,Yes,154,119.0,118.2,240.4,N/A,6278.48,628399.0,College/University (Campus-Level),1.0,,,40.711437,-74.006146,1.0,1.0,1501.0,1001357.0,Battery Park City-Lower Manhattan                                          
1008680010,EAST   38 STREET,MANHATTAN,10016,Yes,7,1863.0,65.9,220.2,58,513.67,82997.0,Office,1.0,1017228.0,,40.750688,-73.982059,5.0,4.0,82.0,1017228.0,Murray Hill-Kips Bay                                                       
5021650160,TELEPORT DRIVE,STATEN ISLAND,10314,Yes,2,2181.0,64.9,175.5,83,889.72,166761.0,Office,1.0,5146614.0,,40.603721,-74.179274,2.0,50.0,29103.0,5146614.0,New Springville-Bloomfield-Travis                                          
1006560007,PIER   45           ,MANHATTAN,10014,No DOF Record as of 08/01/12,,,,,,,,,,,,40.733186,-74.011723,2.0,3.0,75.0,1012250.0,West Village                                                               
2024300045,TELLER AVENUE       ,BRONX               ,10456,No DOF Record as of 08/01/12,1160,,,,,,,,,,,40.831568,-73.912013,4.0,16.0,17701.0,2002160.0,East Concourse-Concourse Village                                           
1008400031,WEST   38 STREET    ,MANHATTAN,10018,No DOF Record as of 08/01/12,15,,,,,,,,,,,40.751306,-73.983524,5.0,4.0,84.0,1016002.0,Midtown-Midtown South                                                      
2032730001,EAST FORDHAM ROAD,BRONX,10458,Yes,441,2281.0,60.5,111.4,86,903.19,221531.0,Residence Hall/Dormitory,33.0,,,40.860733,-73.889535,6.0,15.0,397.0,2102025.0,Belmont                                                                    
1013190047,   3 AVENUE,MANHATTAN,10017,Yes,733,4.0,108.8,248.0,69,3409.92,362578.0,Office,1.0,1037596.0,,40.753074,-73.972753,6.0,4.0,90.0,1037596.0,Turtle Bay-East Midtown                                                    
1008640025,MADISON AVENUE,MANHATTAN,10016,Yes,185,1168.0,78.0,191.5,71,628.63,91800.0,Office,1.0,1017098.0,,40.747861,-73.982875,6.0,2.0,74.0,1017098.0,Midtown-Midtown South                                                      
1014620005,YORK AVENUE,MANHATTAN,10065,Yes,1275,171.0,369.1,737.9,N/A,42715.84,1369786.0,Other,3.0,,0.0,40.764199,-73.955695,8.0,5.0,116.0,1087284.0,Lenox Hill-Roosevelt Island                                                
1010220043,BROADWAY,MANHATTAN,10019,Yes,1631,71.0,102.0,237.9,70,25163.9,2841655.0,Office,1.0,,23.12,40.761522,-73.983994,5.0,3.0,131.0,1024812.0,Midtown-Midtown South                                                      
5024000118,RICHMOND HILL ROAD,STATEN ISLAND,10314,Yes,112,437.0,124.2,221.1,71,2233.95,271643.0,Retail,1.0,,,40.584301,-74.164907,2.0,51.0,27702.0,5039657.0,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   
1007870084,   8 AVENUE,MANHATTAN,10018,Yes,554,1569.0,25.0,82.1,N/A,638.62,272142.0,Other,1.0,,37.59,40.754411,-73.991836,5.0,3.0,109.0,1014469.0,Midtown-Midtown South                                                      
1021400050,RIVERSIDE DRIVE     ,MANHATTAN,10032,No DOF Record as of 08/01/12,1051,,,,,,,,,,,40.842399,-73.944074,12.0,10.0,255.0,1085495.0,Washington Heights South                                                   
4107890264,JAMAICA AVENUE,QUEENS,11428,Yes,   219-54,1509.0,16.8,44.5,64,72.9,54703.0,Warehouse (Unrefrigerated),1.0,,,,,,,,,
1013220001,   3 AVENUE,MANHATTAN,10017,Yes,777,946.0,,,N/A,,,Office,1.0,,,40.75466,-73.971598,6.0,4.0,90.0,1038000.0,Turtle Bay-East Midtown                                                    
3013350011,ATLANTIC AVENUE     ,BROOKLYN            ,11213,No DOF Record as of 08/01/12,1680,,,,,,,,,,,40.677658,-73.934958,8.0,36.0,309.0,3035549.0,Crown Heights North                                                        
3002660050,JORALEMON STREET    ,BROOKLYN            ,11201,No DOF Record as of 08/01/12,250,,,,,,,,,,,40.692319,-73.989654,2.0,33.0,9.0,3002559.0,Brooklyn Heights-Cobble Hill                                               
3019210001,WAVERLY AVENUE,BROOKLYN,11205,Yes,333,716.0,135.3,213.5,N/A,262.71,31000.0,K-12 School,1.0,3827804.0,,40.68831,-73.966852,2.0,35.0,197.0,3319502.0,Clinton Hill                                                               
1012880007,EAST   52 STREET,MANHATTAN,10022,Yes,5,2580.0,133.2,297.8,46,4010.15,350110.0,Office,1.0,1035709.0,,40.75964,-73.975916,5.0,4.0,102.0,1035709.0,Midtown-Midtown South                                                      
1013480023,   1 AVENUE         ,MANHATTAN,10022,No DOF Record as of 08/01/12,1005,,,,,,,,,,,40.757107,-73.963814,6.0,5.0,108.0,1039972.0,Turtle Bay-East Midtown                                                    
1010060013,WEST   53 STREET,MANHATTAN,10019,Yes,141,91.0,71.6,210.5,86,5802.94,898743.0,Office,1.0,,14.39,40.762625,-73.981052,5.0,4.0,131.0,1076175.0,Midtown-Midtown South                                                      
1012900037,PARK AVENUE         ,MANHATTAN,10022,No DOF Record as of 08/01/12,410,,,,,,,,,,,40.760057,-73.971895,5.0,4.0,102.0,1035752.0,Midtown-Midtown South                                                      
1005110015,BROADWAY,MANHATTAN,10012,Yes,598,246.0,49.4,157.1,N/A,356.34,78616.0,Office,1.0,1007945.0,,40.725045,-73.997085,2.0,1.0,43.0,1007945.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1008190027,WEST   17 STREET,MANHATTAN,10011,Yes,17,1173.0,77.8,165.6,N/A,364.05,55869.0,Multifamily Housing,1.0,1015415.0,,40.738283,-73.993072,5.0,3.0,54.0,1015415.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
4067890065,JEWEL AVENUE,QUEENS,11367,Yes,    70-09,1784.0,107.8,359.9,N/A,555.52,54912.0,Other,1.0,4146991.0,,,,,,,,
3036440140,AVENUE D            ,BROOKLYN            ,11236,No DOF Record as of 08/01/12,10203,,,,,,,,,,,40.652606,-73.903434,18.0,42.0,1098.0,3083084.0,East New York                                                              
1010139012,WEST   42 STREET,MANHATTAN,10036,Yes,234,629.0,302.6,886.5,N/A,8072.46,308503.0,Other,1.0,1024665.0,,40.756747,-73.988659,5.0,3.0,113.0,1024665.0,Midtown-Midtown South                                                      
1008380021,WEST   36 STREET,MANHATTAN,10018,Yes,35,1218.0,49.9,107.6,92,286.56,79832.0,Office,1.0,1015925.0,,40.750518,-73.985487,5.0,4.0,84.0,1015925.0,Midtown-Midtown South                                                      
1005000011,WOOSTER STREET      ,MANHATTAN,10012,No DOF Record as of 08/01/12,120,,,,,,,,,,,40.724996,-74.000415,2.0,1.0,49.0,1079963.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1014560035,EAST   62 STREET,MANHATTAN,10065,Yes,406,261.0,34.7,92.2,N/A,559.84,193270.0,Other,1.0,,0.0,40.761302,-73.960188,8.0,5.0,10602.0,1045287.0,Lenox Hill-Roosevelt Island                                                
3043350001,LINDEN BOULEVARD,BROOKLYN,11207,Yes,2237,2633.0,136.7,279.5,N/A,1274.12,130500.0,Other,1.0,3387645.0,,40.662938,-73.880513,5.0,42.0,1116.0,3387645.0,East New York                                                              
1019770001,BROADWAY            ,MANHATTAN,10027,No DOF Record as of 08/01/12,3080,,,,,,,,,,,40.811921,-73.961032,9.0,7.0,211.0,1059669.0,Morningside Heights                                                        
1002330002,CROSBY STREET       ,MANHATTAN,10013,No DOF Record as of 08/01/12,9,,,,,,,,,,,40.719926,-74.000289,2.0,1.0,45.0,1088790.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
3043490050,VAN SICLEN AVENUE   ,BROOKLYN            ,11207,No DOF Record as of 08/01/12,788,,,,,,,,,,,40.660294,-73.885527,5.0,42.0,1104.0,3000000.0,East New York                                                              
2025850001,EAST  133 STREET,BRONX,10454,Yes,781,1423.0,104.6,156.7,38,1077.93,143570.0,Warehouse (Unrefrigerated),1.0,2003981.0,,40.800842,-73.913318,1.0,17.0,19.0,2003981.0,Mott Haven-Port Morris                                                     
1012600024,WEST   44 STREET,MANHATTAN,10036,Yes,19,838.0,96.4,268.3,53,2181.5,249382.0,Office,1.0,1034224.0,,40.755167,-73.98083,5.0,4.0,96.0,1034224.0,Midtown-Midtown South                                                      
1000200016,BROADWAY,MANHATTAN,10006,Yes,55,138.0,86.7,248.7,72,2840.03,363378.0,Office,1.0,1000807.0,,40.706638,-74.012631,1.0,1.0,13.0,1000807.0,Battery Park City-Lower Manhattan                                          
1013740021,MADISON AVENUE,MANHATTAN,10022,Yes,637,2132.0,102.2,299.0,30,1281.0,137917.0,Medical Office,1.0,1040754.0,,40.763811,-73.971236,8.0,4.0,11401.0,1040754.0,Upper East Side-Carnegie Hill                                              
3037330001,HINSDALE STREET     ,BROOKLYN            ,11207,No DOF Record as of 08/01/12,193,,,,,,,,,,,40.670554,-73.900329,5.0,42.0,1144.0,3319614.0,East New York (Pennsylvania Ave)                                           
1002120007,VARICK STREET,MANHATTAN,10013,Yes,30,577.0,98.2,259.2,N/A,1060.83,123057.0,Office,1.0,1002733.0,,40.720626,-74.006652,1.0,1.0,33.0,1002733.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
3019200001,RYERSON STREET,BROOKLYN,11205,Yes,255,2348.0,148.8,258.4,N/A,165.53,17000.0,K-12 School,3.0,3334959.0,,40.690247,-73.96433,2.0,35.0,193.0,3055112.0,Clinton Hill                                                               
3026660125,MEEKER AVENUE,BROOKLYN,11222,Yes,927,1266.0,,,24,,,Warehouse (Unrefrigerated),1.0,,,40.727016,-73.933892,1.0,33.0,589.0,3066696.0,Greenpoint                                                                 
1008020019,WEST   26 STREET,MANHATTAN,10001,Yes,135,983.0,8.8,29.5,N/A,38.43,46300.0,Office,1.0,,,40.745293,-73.992555,5.0,3.0,95.0,1015036.0,Midtown-Midtown South                                                      
1012630061,WEST   48 STREET,MANHATTAN,10036,Yes,48,1929.0,78.0,198.9,82,801.57,118134.0,Office,1.0,,,40.75811,-73.980089,5.0,4.0,96.0,1034498.0,Midtown-Midtown South                                                      
1006450029,WEST   13 STREET    ,MANHATTAN,10014,No DOF Record as of 08/01/12,416,,,,,,,,,,,40.740569,-74.006615,2.0,3.0,79.0,1080266.0,West Village                                                               
3031630001,EVERGREEN AVENUE,BROOKLYN,11206,Yes,105,2139.0,14.4,32.3,96,154.4,145000.0,Warehouse (Unrefrigerated),1.0,3072045.0,,40.699595,-73.93195,4.0,34.0,425.0,3072045.0,Bushwick South                                                             
1009620080,   1 AVENUE,MANHATTAN,10016,Yes,522,83.0,220.4,475.2,31,54829.05,2906660.0,Hospital (General Medical and Surgical),1.0,,,40.741492,-73.975172,6.0,4.0,62.0,1087297.0,Murray Hill-Kips Bay                                                       
3088080045,KNAPP STREET,BROOKLYN,11235,Yes,2840,1145.0,161.4,366.2,7,800.64,66242.0,Senior Care Facility,1.0,3247955.0,,40.584841,-73.931171,15.0,48.0,622.0,3247955.0,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
1008400028,WEST   38 STREET,MANHATTAN,10018,Yes,21,1048.0,97.1,182.3,65,483.14,65240.0,Office,1.0,1016000.0,,40.751364,-73.983661,5.0,4.0,84.0,1016000.0,Midtown-Midtown South                                                      
3007040054,  39 STREET,BROOKLYN,11232,Yes,341,720.0,110.7,164.5,N/A,1160.09,130800.0,Other,1.0,3010432.0,,40.653278,-74.007222,7.0,38.0,84.0,3010432.0,Sunset Park West                                                           
1014180032,EAST   64 STREET    ,MANHATTAN,10065,No DOF Record as of 08/01/12,222,,,,,,,,,,,40.764383,-73.963615,8.0,4.0,110.0,1087753.0,Lenox Hill-Roosevelt Island                                                
2033440052,WAYNE AVENUE        ,BRONX               ,10467,No DOF Record as of 08/01/12,3530,,,,,,,,,,,40.881144,-73.877444,7.0,11.0,431.0,2018271.0,Norwood                                                                    
3070680030,WEST   28 STREET,BROOKLYN,11224,Yes,3020,676.0,80.8,151.8,N/A,486.42,89438.0,Multifamily Housing,1.0,3189628.0,,40.572605,-73.993766,13.0,47.0,340.0,3189628.0,Seagate-Coney Island                                                       
5021650190,TELEPORT DRIVE      ,STATEN ISLAND       ,10314,No DOF Record as of 08/01/12,5,,,,,,,,,,,40.603168,-74.180076,2.0,50.0,29103.0,5146616.0,New Springville-Bloomfield-Travis                                          
3001220010,GOLD STREET,BROOKLYN,11201,Yes,265,1517.0,24.9,57.2,72,181.32,97929.0,Warehouse (Unrefrigerated),1.0,,,40.696707,-73.983159,2.0,33.0,15.0,3329431.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
1006010013,WASHINGTON STREET,MANHATTAN,10014,Yes,584,1661.0,,,N/A,,160000.0,Warehouse (Unrefrigerated),1.0,,,40.729601,-74.00924,2.0,3.0,69.0,,West Village                                                               
1004200047,RIVINGTON STREET,MANHATTAN,10002,Yes,41,1169.0,69.3,218.5,66,995.85,157500.0,Senior Care Facility,1.0,1005601.0,,40.720928,-73.991201,3.0,1.0,18.0,1005601.0,Chinatown                                                                  
1013110052,LEXINGTON AVENUE,MANHATTAN,10022,Yes,687,1077.0,123.2,289.3,16,703.49,67657.0,Hotel,1.0,,,40.760564,-73.969386,6.0,4.0,11203.0,1036889.0,Turtle Bay-East Midtown                                                    
2036180001,LAFAYETTE AVENUE    ,BRONX               ,10473,No DOF Record as of 08/01/12,2350,,,,,,,,,,,40.823744,-73.845353,9.0,18.0,90.0,2022541.0,Soundview-Castle Hill-Clason Point-Harding Park                            
3077630001,RALPH AVENUE,BROOKLYN,11236,Yes,1900,2135.0,,,N/A,,58204.0,Other,1.0,3214956.0,,40.630799,-73.918478,18.0,46.0,720.0,3214956.0,Flatlands                                                                  
1008070028,WEST   31 STREET,MANHATTAN,10001,Yes,119,1111.0,66.1,186.4,77,1167.95,204417.0,Office,1.0,1015181.0,,40.748238,-73.989952,5.0,3.0,101.0,1015181.0,Midtown-Midtown South                                                      
3073630036,NOSTRAND AVENUE     ,BROOKLYN            ,11229,No DOF Record as of 08/01/12,3505,,,,,,,,,,,40.598631,-73.941535,15.0,46.0,570.0,3200300.0,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
1012950058,LEXINGTON AVENUE,MANHATTAN,10017,Yes,364,647.0,75.7,197.1,71,2106.98,313770.0,Office,1.0,1036150.0,,40.750514,-73.976739,5.0,4.0,80.0,1036150.0,Murray Hill-Kips Bay                                                       
4101700023, 166 STREET,QUEENS,11433,Yes,   107-37,1034.0,78.7,136.7,N/A,,93714.0,Multifamily Housing,1.0,4529896.0,51.38,,,,,,,
1008110021,BROADWAY,MANHATTAN,10018,Yes,1333,92.0,56.3,139.2,88,1909.7,387169.0,Office,2.0,1015226.0,,40.750829,-73.987761,5.0,3.0,109.0,1015226.0,Midtown-Midtown South                                                      
3030560074,MESEROLE STREET     ,BROOKLYN            ,11206,No DOF Record as of 08/01/12,246,,,,,,,,,,,40.708514,-73.938578,1.0,34.0,485.0,3325825.0,Bushwick South                                                             
2023190055,EAST  135 STREET,BRONX,10451,Yes,200,1606.0,,,N/A,,,Self-Storage,5.0,,,40.810699,-73.931313,1.0,8.0,51.0,2102476.0,Mott Haven-Port Morris                                                     
3060330001,RIDGE BOULEVARD     ,BROOKLYN            ,11209,No DOF Record as of 08/01/12,8515,,,,,,,,,,,40.624746,-74.03347,10.0,43.0,62.0,3328998.0,Bay Ridge                                                                  
1009170006,EAST   36 STREET    ,MANHATTAN,10016,No DOF Record as of 08/01/12,207,,,,,,,,,,,40.746864,-73.976823,6.0,4.0,78.0,1020203.0,Murray Hill-Kips Bay                                                       
4010500002,  75 STREET,QUEENS,11370,Yes,    25-06,1657.0,79.8,128.7,89,1495.82,300000.0,K-12 School,4.0,4437060.0,,,,,,,,
1008560011,EAST   26 STREET,MANHATTAN,10010,Yes,15,2635.0,156.0,367.7,N/A,1912.83,140026.0,Multifamily Housing,1.0,,,40.743119,-73.987387,5.0,2.0,56.0,1016877.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
3036790030,JUNIUS STREET,BROOKLYN,11212,Yes,1,914.0,97.9,212.0,N/A,572.02,80000.0,Multifamily Housing,1.0,,127.52,40.674922,-73.904306,16.0,37.0,908.0,3083426.0,Brownsville                                                                
3005950009,CONOVER STREET      ,BROOKLYN            ,11231,No DOF Record as of 08/01/12,258,,,,,,,,,,,40.675957,-74.016753,6.0,38.0,53.0,3000000.0,Carroll Gardens-Columbia Street-Red Hook                                   
1012930014,EAST   57 STREET,MANHATTAN,10022,Yes,19,58.0,131.6,361.9,41,1178.17,99936.0,Office,1.0,,19.22,40.762621,-73.973128,5.0,4.0,11202.0,1086164.0,Midtown-Midtown South                                                      
5024400002,RICHMOND AVENUE,STATEN ISLAND,10314,Yes,2795,1793.0,119.9,335.9,67,3464.64,344326.0,Retail,1.0,,,40.578557,-74.169595,2.0,51.0,27702.0,5108454.0,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   
3029790001,SCOTT AVENUE        ,BROOKLYN            ,11237,No DOF Record as of 08/01/12,114,,,,,,,,,,,40.711263,-73.923325,1.0,34.0,449.0,3346083.0,East Williamsburg                                                          
1012950033,   3 AVENUE,MANHATTAN,10017,Yes,622,785.0,,,58,,,Office,1.0,,,40.749581,-73.975324,6.0,4.0,80.0,1089024.0,Murray Hill-Kips Bay                                                       
1008040067,WEST   29 STREET,MANHATTAN,10001,Yes,146,1325.0,60.1,115.8,N/A,465.14,91000.0,Office,1.0,1015131.0,,40.747225,-73.991432,5.0,3.0,95.0,1015131.0,Midtown-Midtown South                                                      
1010100021,WEST   57 STREET,MANHATTAN,10019,Yes,119,816.0,85.7,228.2,54,864.87,113707.0,Office,2.0,1023725.0,,40.764655,-73.977972,5.0,4.0,137.0,1023725.0,Midtown-Midtown South                                                      
2049930001,EAST  233 STREET,BRONX,10466,Yes,613,897.0,0.0,0.0,N/A,245.1,0.0,Other,1.0,2097440.0,,40.894451,-73.860659,12.0,11.0,420.0,2097440.0,Williamsbridge-Olinville                                                   
2023630016,   3 AVENUE,BRONX,10455,Yes,2984,1916.0,14.5,36.2,100,192.91,171337.0,Retail,1.0,,,40.818727,-73.914241,1.0,17.0,71.0,2001182.0,Melrose South-Mott Haven North                                             
4019070025,  99 STREET,QUEENS,11368,Yes,    55-06,1751.0,102.6,151.1,N/A,405.44,64602.0,Multifamily Housing,1.0,4437300.0,,,,,,,,
