,sample_number,sample_date,sample_time,sample_site,sample_class,location,residual_free_chlorine_mg_l,turbidity_ntu,coliform_quanti_tray_mpn_100ml,e_coli_quanti_tray_mpn_100ml,fluoride_mg_l
629,1736,2020-01-17T00:00:00.000,2020-03-01 11:25:00,34150,Compliance,"SS - N/S W 151st St, 2nd SS W/O Amsterdam Ave, IFO 529 151st St. 12 """,0.62,0.59,<1,<1,
630,1753,2020-01-17T00:00:00.000,2020-03-01 08:28:00,21050,Compliance,"SS - N/S Bergen St, 2nd SS E/O Buffalo Ave, OPP 1770 Bergen St.12 """,0.48,0.58,<1,<1,
631,1759,2020-01-17T00:00:00.000,2020-03-01 11:28:00,50200,Operational,"SS - IFO 93 N/S Austin Place, BTW Victory Blvd & Ward Ave, 84 """,0.67,0.65,<1,<1,
632,1737,2020-01-17T00:00:00.000,2020-03-01 09:41:00,35000,Operational,"SS - S/S W 93rd St, BTW Columbus Ave & Central Park West, 30 """,0.53,0.63,<1,<1,
633,1768,2020-01-17T00:00:00.000,2020-03-01 12:37:00,43950,Compliance,"SS - N/S 26th Ave, BTW 210th Pl & 211st St (IFO Sony Theatres), 12 """,0.52,0.6,<1,<1,
634,1726,2020-01-17T00:00:00.000,2020-03-01 10:43:00,13600,Operational,"SS - E/S Southern Blvd, BTW E 180th & E 181st Sts, 36 """,0.81,0.69,<1,<1,
635,1721,2020-01-17T00:00:00.000,2020-03-01 08:34:00,1SCH3,Operational,Croton High Service CDC /GH5 to Tunnel No. 1 -Shaft 4,0.67,0.73,<1,<1,0.69
636,1717,2020-01-17T00:00:00.000,2020-03-01 10:35:00,10250,Compliance,"SS - W/S Nelson Ave, 1st SS N/O W 168th St (OPP school-1248 Nelson Ave), 12 """,0.6,0.69,<1,<1,
637,1722,2020-01-17T00:00:00.000,2020-03-01 08:39:00,1SCL1,Operational,"Jerome Park Reservoir (W205th St & Goulden Ave, Bx) - Croton Distribution Chamber - low pressure service tunnel, Tap in Gatehouse #5, treated water",0.71,0.64,<1,<1,0.7
638,1723,2020-01-17T00:00:00.000,2020-03-01 09:47:00,34050,Compliance,"SS - IFO 611 N/S W 181st St, 1st SS W/O St Nicholas Ave, 12 """,0.6,0.66,<1,<1,
639,1769,2020-01-17T00:00:00.000,2020-03-01 12:06:00,77050,Compliance,"SS - IFO 93-40 E/S 217th St, S/O 94th Ave (IFO - Queens Village Library)",0.51,0.62,<1,<1,
640,1770,2020-01-17T00:00:00.000,2020-03-01 11:32:00,77650,Compliance,"SS - OPP 110-52 E/S 207th St, 1st N/O 111th Ave",0.57,0.65,<1,<1,
641,1754,2020-01-17T00:00:00.000,2020-03-01 09:42:00,21950,Compliance,"SS - IFO 992 W/S Nostrand Ave, 2nd SS S/O Sullivan Pl, 12 """,0.6,0.84,<1,<1,
642,1725,2020-01-17T00:00:00.000,2020-03-01 08:18:00,10550,Compliance,"SS - W/S Stadium Ave, 1St SS N/O Randolph Pl, 12 """,0.55,0.71,<1,<1,
643,1724,2020-01-17T00:00:00.000,2020-03-01 10:07:00,3SC26,Operational,"Shaft 26 of New Croton Aqueduct, 179th St Pumping Station, Croton sampling pump tap -  Amsterdam Ave & West 179th St",0.69,0.61,<1,<1,
644,1571,2020-01-16T00:00:00.000,2020-03-01 11:51:00,32150,Compliance,"SS - W/S St Nicholas Ave, 1st SS N/O 174th St, IFO 1281 St. Nicholas Ave 12 """,0.6,0.7,<1,<1,
645,1572,2020-01-16T00:00:00.000,2020-03-01 08:44:00,32950,Compliance,"SS - W/S 1st Ave, 1st SS S/O E 25th St, IFO 421 1st Ave. 12 """,0.59,0.77,<1,<1,
646,1573,2020-01-16T00:00:00.000,2020-03-01 10:35:00,33700,Operational,"SS - IFO 69 W/S St Nicholas Ave, BTW W 113th & W 114th Sts, 48 """,0.69,0.73,<1,<1,
647,1570,2020-01-16T00:00:00.000,2020-03-01 09:19:00,30050,Compliance,"SS - IFO 8 E/S Centre Market Place, 2nd SS N/O Grand St, 12 """,0.46,0.66,<1,<1,
648,1574,2020-01-16T00:00:00.000,2020-03-01 11:26:00,34650,Compliance,"SS - IFO 1066 E/S St Nicholas Ave, BTW W 163rd & W 164th Sts, 12 """,0.52,0.59,<1,<1,
649,1575,2020-01-16T00:00:00.000,2020-03-01 12:21:00,38300,Operational,"SS - E/S Amsterdam Ave, BTW W 179th & W 180th Sts (IFO DEP Pump Station), 36 """,0.6,0.65,<1,<1,
650,1576,2020-01-16T00:00:00.000,2020-03-01 10:37:00,20900,Operational,"SS - S/S Sands St. BTW Gold St. and Manhattan Brg. Ent. Ramp, OPP 177 Sands St,48 """,0.68,0.64,<1,<1,
651,1626,2020-01-16T00:00:00.000,2020-03-01 10:37:00,4ISL5,Operational,"SS - Rikers Island, traffic island OPP James A. Thomas Ctr, 14-14 Hazen St",0.7,0.78,<1,<1,
652,1577,2020-01-16T00:00:00.000,2020-03-01 11:21:00,21150,Compliance,"SS - IFO 409 E/S Classon Ave, BTW Greene & Lexington Aves, 20 """,0.51,0.7,<1,<1,
653,1578,2020-01-16T00:00:00.000,2020-03-01 12:00:00,21450,Compliance,"SS - IFO 53 E/S Knickerbocker Ave, 1st SS N/O Grattan St, 20 """,0.65,0.75,<1,<1,
654,1624,2020-01-16T00:00:00.000,2020-03-01 10:12:00,40200,Operational,"SS - S/S 19th Ave, BTW 41st & Steinway Sts, IFO 40-14 19th Ave 60 """,0.73,0.7,<1,<1,
655,1623,2020-01-16T00:00:00.000,2020-03-01 09:42:00,40150,Compliance,"SS - N/S 27th Ave, 1st SS E/O 2nd St, IFO 2-07 27th Ave.12 """,0.3,0.67,<1,<1,
656,1618,2020-01-16T00:00:00.000,2020-03-01 08:15:00,18000,Operational,"SS -S/S of Westbound Bronx & Pelham Pkwy, on Center Median W/O Eastchester Rd, 36 """,0.74,0.74,<1,<1,
657,1615,2020-01-16T00:00:00.000,2020-03-01 08:40:00,13050,Compliance,"SS - IFO 2431 W/S Eastchester Rd, 2nd SS S/O Mace Ave, 12 """,0.66,0.68,<1,<1,
658,1616,2020-01-16T00:00:00.000,2020-03-01 10:20:00,13350,Compliance,"SS - N/S E Fordham Rd, 1st SS E/O Washington Ave, 20 """,0.68,0.64,<1,<1,
659,1619,2020-01-16T00:00:00.000,2020-03-01 09:14:00,1S03A,Operational,NYCDEP Building on E 233rd Street and Bronxwood Avenue,0.91,0.67,<1,<1,0.7
660,1617,2020-01-16T00:00:00.000,2020-03-01 11:04:00,17750,Compliance,"SS - IFO 835 W/S Hunts Point Ave, 1st SS S/O Gilbert Pl, 12 """,0.72,0.69,<1,<1,
661,1620,2020-01-16T00:00:00.000,2020-03-01 09:51:00,1S03B,Operational,SS - Shaft 3B of City Tunnel No.3 - Mosholu Ave W/O Jerome Ave (w/i Van Cortlandt Park ~200' SE/O Shaft 2 building),0.79,0.71,<1,<1,0.69
662,1614,2020-01-16T00:00:00.000,2020-03-01 11:09:00,79050,Compliance,"SS - S/S South Conduit Ave, 1st SS E/O 221st St",0.48,0.74,<1,<1,
663,1612,2020-01-16T00:00:00.000,2020-03-01 12:26:00,76300,Operational,"SS - N/S Hillside Ave & BTW 213 Pl & 214 St, 16 """,0.54,0.62,<1,<1,
664,1613,2020-01-16T00:00:00.000,2020-03-01 09:47:00,76750,Compliance,"SS - IFO 160-10 S/S 89th Ave, 2nd E/O Parsons Blvd",0.75,0.68,<1,<1,
665,1625,2020-01-16T00:00:00.000,2020-03-01 11:18:00,43650,Compliance,"SS - E/S Whitestone Expy (service Rd), 1st SS N/O Higgins St, 12 """,0.52,0.62,<1,<1,
666,1608,2020-01-16T00:00:00.000,2020-03-01 09:33:00,58150,Compliance,"SS - IFO 3262 W/S Richmond Ave, 1st SS N/O Gurley Ave, 12 """,0.67,0.64,<1,<1,
667,1607,2020-01-16T00:00:00.000,2020-03-01 08:57:00,52450,Compliance,"SS - OPP 526 N/S Travis Ave, 1st SS E/O Merrymount St, 12 """,0.72,0.68,<1,<1,
668,1609,2020-01-16T00:00:00.000,2020-03-01 08:42:00,44950,Compliance,"SS - W/S Selfridge St, 1st SS N/O Olcott St, 12 """,0.74,0.75,<1,<1,
669,1606,2020-01-16T00:00:00.000,2020-03-01 10:49:00,52000,Operational,"SS - W/S Clove Rd, Corner of S/O Richmond Terrace, 24 """,0.77,0.66,<1,<1,
670,1610,2020-01-16T00:00:00.000,2020-03-01 11:55:00,45050,Compliance,"SS - IFO 253-38 S/S 61st Ave, 1st SS W/O 255th St, 20 """,0.55,0.58,<1,<1,
671,1604,2020-01-16T00:00:00.000,2020-03-01 12:06:00,50300,Operational,"SS - N/E/S Clove Rd, N/W of Sunnyside Terrace.",0.86,0.69,<1,<1,
672,1603,2020-01-16T00:00:00.000,2020-03-01 11:42:00,50200,Operational,"SS - IFO 93 N/S Austin Place, BTW Victory Blvd & Ward Ave, 84 """,0.72,0.57,<1,<1,
673,1611,2020-01-16T00:00:00.000,2020-03-01 10:29:00,45650,Compliance,"SS - IFO 107-02 W/S 109th St, 1st SS S/O 107th Ave, 12 """,0.75,0.68,<1,<1,
674,1621,2020-01-16T00:00:00.000,2020-03-01 08:32:00,3ISL3,Operational,"SS - Wards Island, DEP Water Pollution Control Plant, BTW 1st & 2nd security gates, OPP traffic circle",0.55,0.7,<1,<1,
675,1605,2020-01-16T00:00:00.000,2020-03-01 11:13:00,51350,Compliance,"SS - W/S Clove Rd, 1st SS S/O Tyler Ave (also 1st S/O Broadway), 12 """,0.53,0.56,<1,<1,
676,1596,2020-01-16T00:00:00.000,2020-03-01 08:43:00,29350,Compliance,"SS - W/S 4th Ave, BTW 28th & 29th Sts, 20 """,0.48,0.62,<1,<1,
677,1594,2020-01-16T00:00:00.000,2020-03-01 10:37:00,23550,Compliance,"SS - E/S Nostrand Ave, 2nd SS N/O Ave K, 20 """,0.46,0.66,<1,<1,
678,1595,2020-01-16T00:00:00.000,2020-03-01 09:58:00,24300,Operational,"SS - E/S Ocean Pkwy, BTW Ave Z & Belt Pkwy, (median BTW Main & Svc Rd of Ocean Pkwy).30 """,0.77,0.68,<1,<1,
679,1587,2020-01-16T00:00:00.000,2020-03-01 12:21:00,35350,Compliance,"SS - IFO 541 N/S W 207th (Emerson) St, 1st SS E/O Sherman Ave, 12 """,0.44,0.62,<1,<1,
680,1586,2020-01-16T00:00:00.000,2020-03-01 10:57:00,1SCL1,Operational,"Jerome Park Reservoir (W205th St & Goulden Ave, Bx) - Croton Distribution Chamber - low pressure service tunnel, Tap in Gatehouse #5, treated water",0.73,0.68,<1,<1,0.69
681,1584,2020-01-16T00:00:00.000,2020-03-01 09:30:00,1S07,Operational,"SS - Shaft 7 of City Tunnel No.1 - NE/S W 167th St, 1st SE/O Sedgwick Ave IFO 1260 Sedgwick Ave",0.74,0.7,<1,<1,
682,1588,2020-01-16T00:00:00.000,2020-03-01 11:40:00,3SC26,Operational,"Shaft 26 of New Croton Aqueduct, 179th St Pumping Station, Croton sampling pump tap -  Amsterdam Ave & West 179th St",0.62,0.81,<1,<1,
683,1585,2020-01-16T00:00:00.000,2020-03-01 10:48:00,1SCH3,Operational,Croton High Service CDC /GH5 to Tunnel No. 1 -Shaft 4,0.56,0.69,<1,<1,0.69
684,1583,2020-01-16T00:00:00.000,2020-03-01 10:17:00,1S03,Operational,"Shaft 3 riser feed, Tap in Gatehouse #7 Jerome Park Reservoir (W205th St & Goulden Ave, Bx)",0.71,0.66,<1,<1,0.7
685,1582,2020-01-16T00:00:00.000,2020-03-01 12:44:00,10850,Compliance,"SS - E/S Riverdale Ave, 1st SS S/O W 260th St (IFO church), OPP 5977 Riverdale Ave. 12 """,0.46,0.72,<1,<1,
686,1597,2020-01-16T00:00:00.000,2020-03-01 09:21:00,29500,Operational,"SS - W/S Ridge Blvd, BTW Bay Ridge Ave & 68th St, 48 """,0.76,0.66,<1,<1,
687,1593,2020-01-16T00:00:00.000,2020-03-01 11:17:00,20050,Compliance,"SS - N/S Ave U, 1st SS W/O E 65th St, 12 """,0.53,0.63,<1,<1,
688,1598,2020-01-16T00:00:00.000,2020-03-01 11:50:00,29850,Compliance,"SS - IFO 1425 E/S Pennsylvania Ave, 2nd SS S/O Schroeders Ave, 20 """,0.65,0.61,<1,<1,
689,1580,2020-01-16T00:00:00.000,2020-03-01 08:34:00,42300,Operational,"SS - S/S 48th Ave, BTW 42nd & 43rd Sts, 72 """,0.69,0.71,<1,<1,
690,1579,2020-01-16T00:00:00.000,2020-03-01 09:54:00,27000,Operational,SS - IFO 355 S 5th Street BTW Keap and Hooper Streets,0.71,0.67,<1,<1,
691,1581,2020-01-16T00:00:00.000,2020-03-01 09:12:00,44350,Compliance,"SS - IFO 21-55 N/S 34th Ave, 1st SS W/O 24th St, 12 """,0.31,0.68,<1,<1,
692,1622,2020-01-16T00:00:00.000,2020-03-01 08:59:00,3ISL4,Operational,"SS - Randalls Island, OPP exit ramp to Qns, next to golf driving range, S/O of Police Launch Repair Shop",0.25,0.52,<1,<1,
693,1505,2020-01-15T00:00:00.000,2020-03-01 12:10:00,43750,Compliance,"SS - N/S 20th Ave, 2nd SS W/O Whitestone Expy, 12 """,0.54,0.74,<1,<1,
694,1501,2020-01-15T00:00:00.000,2020-03-01 10:39:00,19000,Operational,"SS - IFO 758 S/S E 233rd St, BTW Barnes & Byron Aves, 1st E/O Byron Ave 48 """,0.93,0.72,<1,<1,
695,1502,2020-01-15T00:00:00.000,2020-03-01 11:03:00,1S03A,Operational,NYCDEP Building on E 233rd Street and Bronxwood Avenue,0.99,0.67,<1,<1,0.69
696,1500,2020-01-15T00:00:00.000,2020-03-01 09:07:00,15550,Compliance,"SS - IFO 2499 W/S Grand Ave, 1st SS S/O W 190th St, OPP 24-84 Grand Ave 12 """,0.64,0.91,<1,<1,
697,1503,2020-01-15T00:00:00.000,2020-03-01 09:59:00,1S03B,Operational,SS - Shaft 3B of City Tunnel No.3 - Mosholu Ave W/O Jerome Ave (w/i Van Cortlandt Park ~200' SE/O Shaft 2 building),0.79,0.68,<1,<1,0.69
698,1485,2020-01-15T00:00:00.000,2020-03-01 10:41:00,50250,Compliance,"SS - IFO 937 N/S Victory Blvd, 2nd SS E/O Highland Ave, 20 """,0.68,0.75,<1,<1,
699,1486,2020-01-15T00:00:00.000,2020-03-01 11:06:00,50300,Operational,"SS - N/E/S Clove Rd, N/W of Sunnyside Terrace.",0.73,0.65,<1,<1,
700,1454,2020-01-15T00:00:00.000,2020-03-01 11:15:00,21100,Operational,"SS - S/S Willoughby Ave, BTW Clinton & Vanderbilt Aves, 66 """,0.61,0.68,<1,<1,
701,1487,2020-01-15T00:00:00.000,2020-03-01 10:01:00,50650,Compliance,"SS - E/S York Ave, 1st SS N/O Pauw St, 8 """,0.7,0.84,<1,<1,
702,1441,2020-01-15T00:00:00.000,2020-03-01 12:33:00,43600,Operational,"SS - E/S Union St, BTW Northern Blvd & 35th Ave, 72 """,0.51,0.53,<1,<1,
703,1442,2020-01-15T00:00:00.000,2020-03-01 12:15:00,44750,Compliance,"SS - IFO 67-02 W/S Parsons Blvd, 2nd SS N/O Jewel Ave, 12 """,0.49,0.64,<1,<1,
704,1443,2020-01-15T00:00:00.000,2020-03-01 11:19:00,47500,Operational,"SS - IFO 20-10 W/S Cross Bay Blvd, BTW W 20th & W22nd Rd, 36 """,0.65,0.66,<1,<1,
705,1445,2020-01-15T00:00:00.000,2020-03-01 10:01:00,78050,Compliance,"SS - OPP 110-38 E/S Springfield Blvd, 1st S/O 110th Rd",0.6,0.56,<1,<1,
706,1488,2020-01-15T00:00:00.000,2020-03-01 12:21:00,51150,Compliance,"SS - IFO 650 S/S Tysens La, 2nd SS E/O Falcon Ave, 12 """,0.61,0.73,<1,<1,
707,1444,2020-01-15T00:00:00.000,2020-03-01 09:21:00,76650,Compliance,"SS - IFO 87-60 W/S Chevy Chase St, 2nd S/O Henley Rd",0.63,0.61,<1,<1,
708,1440,2020-01-15T00:00:00.000,2020-03-01 08:53:00,41850,Compliance,"SS - IFO 67-02 W/S Bell Blvd, 1st SS S/O 67th Ave, 12 """,0.61,0.66,<1,<1,
709,1446,2020-01-15T00:00:00.000,2020-03-01 10:29:00,78850,Compliance,"SS - OPP 109-36 E/S 160th St, 2nd SS N/O 110th Ave",0.69,0.59,<1,<1,
710,1489,2020-01-15T00:00:00.000,2020-03-01 11:43:00,56200,Operational,"SS - IFO 855 E/S Bloomingdale Rd, BTW Wirt & Candon Aves, 20 """,0.47,0.58,<1,<1,
711,1504,2020-01-15T00:00:00.000,2020-03-01 08:11:00,40200,Operational,"SS - S/S 19th Ave, BTW 41st & Steinway Sts, IFO 40-14 19th Ave 60 """,0.73,0.7,<1,<1,
712,1499,2020-01-15T00:00:00.000,2020-03-01 11:31:00,11550,Compliance,"SS - IFO 1058 S/S E Gun Hill Rd, 1st SS E/O Hone Ave, 12 """,0.85,0.62,<1,<1,
713,1453,2020-01-15T00:00:00.000,2020-03-01 10:41:00,20900,Operational,"SS - S/S Sands St. BTW Gold St. and Manhattan Brg. Ent. Ramp, OPP 177 Sands St,48 """,0.59,0.69,<1,<1,
714,1480,2020-01-15T00:00:00.000,2020-03-01 09:10:00,32550,Compliance,"SS - IFO 271 W/S Ave C, 1st SS S/O E 16th St, 20 """,0.56,0.78,<1,<1,
715,1481,2020-01-15T00:00:00.000,2020-03-01 11:37:00,34550,Compliance,"SS - IFO 133 N/S 128th St, 2nd SS W/O Lenox Ave, 12 """,0.65,0.69,<1,<1,
716,1482,2020-01-15T00:00:00.000,2020-03-01 10:59:00,35750,Compliance,"SS - N/S W 83rd St, 2nd SS W/O Central Park West, 12 """,0.57,0.7,<1,<1,
717,1471,2020-01-15T00:00:00.000,2020-03-01 10:47:00,1SCH3,Operational,Croton High Service CDC /GH5 to Tunnel No. 1 -Shaft 4,0.72,0.64,<1,<1,0.69
718,1472,2020-01-15T00:00:00.000,2020-03-01 11:00:00,1SCL1,Operational,"Jerome Park Reservoir (W205th St & Goulden Ave, Bx) - Croton Distribution Chamber - low pressure service tunnel, Tap in Gatehouse #5, treated water",0.86,0.58,<1,<1,0.69
719,1473,2020-01-15T00:00:00.000,2020-03-01 09:08:00,3SC26,Operational,"Shaft 26 of New Croton Aqueduct, 179th St Pumping Station, Croton sampling pump tap -  Amsterdam Ave & West 179th St",0.75,0.72,<1,<1,
720,1470,2020-01-15T00:00:00.000,2020-03-01 08:17:00,1S07,Operational,"SS - Shaft 7 of City Tunnel No.1 - NE/S W 167th St, 1st SE/O Sedgwick Ave IFO 1260 Sedgwick Ave",0.7,0.81,<1,<1,
721,1466,2020-01-15T00:00:00.000,2020-03-01 10:09:00,13850,Compliance,"SS - IFO 1778 E/S Jerome Ave, 1st SS S/O E 176th St, 12 """,0.57,0.61,<1,<1,
722,1467,2020-01-15T00:00:00.000,2020-03-01 13:00:00,17550,Compliance,"SS - IFO 309 N/S E 149th St, 2nd SS W/O Courtlandt Ave, 12 """,0.57,0.65,<1,<1,
723,1468,2020-01-15T00:00:00.000,2020-03-01 12:29:00,18200,Operational,"SS - IFO 653 E/S River Ave, BTW E 150th & E 151st Sts, 36 """,0.72,0.71,<1,<1,
724,1478,2020-01-15T00:00:00.000,2020-03-01 09:57:00,30950,Compliance,"SS - W/S South End Ave, 2nd SS N/O West Thames St, 20 """,0.55,0.72,<1,<1,
725,1469,2020-01-15T00:00:00.000,2020-03-01 11:31:00,1S03,Operational,"Shaft 3 riser feed, Tap in Gatehouse #7 Jerome Park Reservoir (W205th St & Goulden Ave, Bx)",0.86,0.67,<1,<1,0.69
726,1483,2020-01-15T00:00:00.000,2020-03-01 12:17:00,39750,Compliance,"SS - IFO 321 N/S E 71st St, 2nd SS W/O 1st Ave, 12 """,0.54,0.71,<1,<1,
727,1479,2020-01-15T00:00:00.000,2020-03-01 08:32:00,32400,Operational,"SS - E/S 1st Ave, BTW E 29th & E 30th Sts, 48 """,0.64,0.77,<1,<1,
728,1462,2020-01-15T00:00:00.000,2020-03-01 10:04:00,23650,Compliance,"SS - E/S Nostrand Ave, 2nd SS N/O Ave W, 20 """,0.53,0.66,<1,<1,
729,1463,2020-01-15T00:00:00.000,2020-03-01 12:05:00,24150,Compliance,"SS - IFO 2220 S/S Atlantic Ave, 2nd SS E/O Hopkinson Ave (Thomas S. Boyland St.), 20 """,0.54,0.7,<1,<1,
730,1458,2020-01-15T00:00:00.000,2020-03-01 08:02:00,41150,Compliance,"SS - OPP 110-08 W/S Colonial Ave, 2nd SS S/O Horace Harding Expwy, 12 """,0.65,0.62,<1,<1,
731,1459,2020-01-15T00:00:00.000,2020-03-01 08:50:00,41350,Compliance,"SS - W/S Menahan St, 1st SS N/O Onderdonk Ave, 12 """,0.49,0.69,<1,<1,
732,1460,2020-01-15T00:00:00.000,2020-03-01 09:20:00,22400,Operational,"SS - N/S 65 St, BTW 16th & 17th Aves, IFO 1641 65th St.60 """,0.69,0.76,<1,<1,
733,1464,2020-01-15T00:00:00.000,2020-03-01 11:22:00,25250,Compliance,"SS - S/S Foster Ave, 2nd SS E/O E 101st St, 20 """,0.38,0.56,<1,<1,
734,1461,2020-01-15T00:00:00.000,2020-03-01 10:43:00,23350,Compliance,"SS - W/S Ocean Ave, 2nd SS S/O Ditmas Ave, OPP 985 Ocean Ave, 12 """,0.59,0.67,<1,<1,
735,1455,2020-01-15T00:00:00.000,2020-03-01 11:55:00,21850,Compliance,"SS - IFO 37 E/S 7th Ave, 1st SS S/O St Johns Pl, 12 """,0.37,0.58,<1,<1,
736,1456,2020-01-15T00:00:00.000,2020-03-01 09:21:00,22050,Compliance,"SS - IFO 130 E/S Humboldt St, 2nd SS S/O Boerum St, 20 """,0.68,0.74,<1,<1,
737,1484,2020-01-15T00:00:00.000,2020-03-01 09:40:00,50200,Operational,"SS - IFO 93 N/S Austin Place, BTW Victory Blvd & Ward Ave, 84 """,0.79,0.72,<1,<1,
738,1457,2020-01-15T00:00:00.000,2020-03-01 09:49:00,27000,Operational,SS - IFO 355 S 5th Street BTW Keap and Hooper Streets,0.67,0.74,<1,<1,
739,1465,2020-01-15T00:00:00.000,2020-03-01 08:43:00,29550,Compliance,"SS - N/S Bay Ridge Ave, 2nd SS W/O 4th Ave, IFO 335 Bay Ridge Ave 12 """,0.7,0.71,<1,<1,
740,1340,2020-01-14T00:00:00.000,2020-03-01 10:19:00,31950,Compliance,"SS - IFO 313 N/S W 47th St, 2nd SS W/O 8th Ave, 12 """,0.65,0.68,<1,<1,
741,1341,2020-01-14T00:00:00.000,2020-03-01 11:10:00,33550,Compliance,"SS - IFO 115 N/S E 67th St, 2nd SS W/O Lexington Ave, 12 """,0.48,0.65,<1,<1,
742,1342,2020-01-14T00:00:00.000,2020-03-01 12:40:00,37450,Compliance,"SS -OPP 532 N/S W 111st St, 2nd SS W/O Amsterdam Ave, 12 """,0.51,0.59,<1,<1,
743,1339,2020-01-14T00:00:00.000,2020-03-01 11:46:00,31650,Compliance,"SS - N/S E 77th St, 2nd SS W/O 3rd Ave, 12 """,0.43,0.7,<1,<1,
744,1345,2020-01-14T00:00:00.000,2020-03-01 11:15:00,20750,Compliance,"SS - S/S Park Ave, BTW Emerson Pl & Steuben St, 16 """,0.55,0.67,<1,<1,
745,1346,2020-01-14T00:00:00.000,2020-03-01 10:28:00,20900,Operational,"SS - S/S Sands St. BTW Gold St. and Manhattan Brg. Ent. Ramp, OPP 177 Sands St,48 """,0.53,0.66,<1,<1,
746,1333,2020-01-14T00:00:00.000,2020-03-01 12:23:00,40200,Operational,"SS - S/S 19th Ave, BTW 41st & Steinway Sts, IFO 40-14 19th Ave 60 """,0.82,0.7,<1,<1,
747,1337,2020-01-14T00:00:00.000,2020-03-01 08:40:00,30150,Compliance,"SS - E/S 1st Ave, 1st SS S/O E 3rd St,  OPP 49 1st Ave 12 """,0.61,0.65,<1,<1,
748,1347,2020-01-14T00:00:00.000,2020-03-01 10:50:00,22950,Compliance,"SS - IFO 132 N/S Myrtle Ave, 2nd SS E/O N Portland Ave, 20 """,0.6,0.6,<1,<1,
749,1330,2020-01-14T00:00:00.000,2020-03-01 11:13:00,31200,Operational,"SS - W/S Amsterdam Ave, BTW W 177th & W 178th Sts, IFO 2374 Amsterdam Ave48 """,0.53,0.66,<1,<1,
750,1331,2020-01-14T00:00:00.000,2020-03-01 11:32:00,34700,Operational,"SS - S/S W 165th St, BTW Edgecombe & Amsterdam Aves, 30 """,0.01,0.45,<1,<1,
751,1329,2020-01-14T00:00:00.000,2020-03-01 10:35:00,1S07,Operational,"SS - Shaft 7 of City Tunnel No.1 - NE/S W 167th St, 1st SE/O Sedgwick Ave IFO 1260 Sedgwick Ave",0.73,0.64,<1,<1,
752,1332,2020-01-14T00:00:00.000,2020-03-01 09:51:00,3SC26,Operational,"Shaft 26 of New Croton Aqueduct, 179th St Pumping Station, Croton sampling pump tap -  Amsterdam Ave & West 179th St",0.8,0.64,<1,<1,
753,1328,2020-01-14T00:00:00.000,2020-03-01 09:01:00,13900,Operational,"SS - S/S E 180th St, BTW Webster & Valentine Aves, IFO School 48 """,0.9,0.69,<1,<1,
754,1348,2020-01-14T00:00:00.000,2020-03-01 09:47:00,27000,Operational,SS - IFO 355 S 5th Street BTW Keap and Hooper Streets,0.68,0.71,<1,<1,
755,1319,2020-01-14T00:00:00.000,2020-03-01 08:23:00,1S03,Operational,"Shaft 3 riser feed, Tap in Gatehouse #7 Jerome Park Reservoir (W205th St & Goulden Ave, Bx)",0.81,0.69,<1,<1,0.71
756,1377,2020-01-14T00:00:00.000,2020-03-01 11:01:00,26850,Compliance,"SS - W/S W 37th St, 2nd SS n/O Neptune Ave, 12 """,0.63,0.65,<1,<1,
757,1320,2020-01-14T00:00:00.000,2020-03-01 08:41:00,1SCH3,Operational,Croton High Service CDC /GH5 to Tunnel No. 1 -Shaft 4,0.69,0.83,<1,<1,0.71
758,1372,2020-01-14T00:00:00.000,2020-03-01 12:04:00,21550,Compliance,"SS - E/S Eldert La, 2nd SS N/O Stanley Ave, IFO 943 Eldert Ln. 12 """,0.55,0.62,<1,<1,
759,1373,2020-01-14T00:00:00.000,2020-03-01 09:51:00,21750,Compliance,"SS - E/S 7th Ave, 1st SS N/O 52nd St, IFO 5115 7th Ave, 12 """,0.49,0.54,<1,<1,
760,1370,2020-01-14T00:00:00.000,2020-03-01 09:59:00,56000,Operational,"SS - N/S Hylan Blvd, opposite Holten Ave, 24 """,0.78,0.66,<1,<1,
761,1371,2020-01-14T00:00:00.000,2020-03-01 10:36:00,57750,Compliance,"SS - IFO 264 W/S Lockman Ave, 2nd SS S/O Brabant St, 12 """,0.74,0.64,<1,<1,
762,1374,2020-01-14T00:00:00.000,2020-03-01 10:25:00,22250,Compliance,"SS - IFO 9002 W/S Ft Hamilton Pkwy, 1st SS S/O 90th St, 12 """,0.84,0.62,<1,<1,
763,1375,2020-01-14T00:00:00.000,2020-03-01 09:14:00,22700,Operational,"SS - N/S Church Ave, BTW Ocean Pkwy & E 5th St, 48 """,0.52,0.61,<1,<1,
764,1321,2020-01-14T00:00:00.000,2020-03-01 08:49:00,1SCL1,Operational,"Jerome Park Reservoir (W205th St & Goulden Ave, Bx) - Croton Distribution Chamber - low pressure service tunnel, Tap in Gatehouse #5, treated water",0.72,0.75,<1,<1,0.72
765,1349,2020-01-14T00:00:00.000,2020-03-01 09:24:00,27750,Compliance,"SS - IFO 165 N/S S 1st St, 2nd SS W/O Driggs Ave, 20 """,0.54,0.75,<1,<1,
766,1368,2020-01-14T00:00:00.000,2020-03-01 09:00:00,51100,Operational,"SS - IFO 1759 NW/S Hylan Blvd, BTW Seaview & Liberty Aves, 48 """,0.88,0.67,<1,<1,
