,sample_number,sample_date,sample_time,sample_site,sample_class,location,residual_free_chlorine_mg_l,turbidity_ntu,coliform_quanti_tray_mpn_100ml,e_coli_quanti_tray_mpn_100ml,fluoride_mg_l
767,1376,2020-01-14T00:00:00.000,2020-03-01 08:36:00,26500,Operational,"SS - IFO 336 W/S 6th Ave, BTW 3rd and 4th St 66 """,0.59,0.6,<1,<1,
768,1369,2020-01-14T00:00:00.000,2020-03-01 09:26:00,51450,Compliance,"SS - IFO 119 E/S Justin Ave, BTW Hooper & O'Gorman Aves, 12 """,0.79,0.66,<1,<1,
769,1361,2020-01-14T00:00:00.000,2020-03-01 09:44:00,17350,Compliance,"SS - N/S W 232nd St, 1st SS E/O Arlington Ave, 12 """,0.64,0.52,<1,<1,
770,1362,2020-01-14T00:00:00.000,2020-03-01 08:02:00,17650,Compliance,"SS - IFO 1871 N/S Lafayette Ave, 1st SS W/O Underhill Ave, 12 """,0.58,0.73,<1,<1,
771,1363,2020-01-14T00:00:00.000,2020-03-01 08:31:00,18100,Operational,"SS - IFO 2208 S/S Starling Ave, BTW Castle Hill & Glebe Aves, 48 """,0.81,0.68,<1,<1,
772,1366,2020-01-14T00:00:00.000,2020-03-01 11:34:00,50200,Operational,"SS - IFO 93 N/S Austin Place, BTW Victory Blvd & Ward Ave, 84 """,0.82,0.61,<1,<1,
773,1364,2020-01-14T00:00:00.000,2020-03-01 10:53:00,1S03A,Operational,NYCDEP Building on E 233rd Street and Bronxwood Avenue,0.78,0.76,<1,<1,0.71
774,1365,2020-01-14T00:00:00.000,2020-03-01 10:20:00,1S03B,Operational,SS - Shaft 3B of City Tunnel No.3 - Mosholu Ave W/O Jerome Ave (w/i Van Cortlandt Park ~200' SE/O Shaft 2 building),0.85,0.69,<1,<1,0.71
775,1338,2020-01-14T00:00:00.000,2020-03-01 09:19:00,31050,Compliance,"SS - IFO 370 W/S Greenwich St, 1st SS N/O Franklin St, 20 """,0.55,0.69,<1,<1,
776,1355,2020-01-14T00:00:00.000,2020-03-01 09:25:00,47550,Compliance,"SS - E/S Beach 105th St, 2nd SS N/O Shore Front Pkwy, 12 """,0.47,0.91,<1,<1,
777,1354,2020-01-14T00:00:00.000,2020-03-01 10:10:00,46150,Compliance,"SS - IFO 20-23 S/S Seagirt Blvd, 2nd SS W/O Beach 20th St, 12 """,0.5,1.01,<1,<1,
778,1353,2020-01-14T00:00:00.000,2020-03-01 11:47:00,44450,Compliance,"SS - IFO 223-03 N/S Manor Rd, 2nd SS W/O 229th St, 12 """,0.44,0.58,<1,<1,
779,1356,2020-01-14T00:00:00.000,2020-03-01 11:08:00,47850,Compliance,"SS - IFO 246-35 N/S Van Zandt Ave, 1st SS W/O 248th St, 12 """,0.4,0.55,<1,<1,
780,1352,2020-01-14T00:00:00.000,2020-03-01 07:56:00,41100,Operational,"SS - IFO 94-03 S/S Alstyne Ave, BTW Junction Blvd & 94th St, 48 """,0.63,0.74,<1,<1,
781,1357,2020-01-14T00:00:00.000,2020-03-01 12:19:00,76150,Compliance,"SS - IFO 160-20 S/S 85th Ave, BTW 160th & 161st Sts",0.65,0.61,<1,<1,
782,1350,2020-01-14T00:00:00.000,2020-03-01 08:21:00,40750,Compliance,"SS - N/S Northern Blvd, 1st SS W/O 78th St, 12 """,0.71,0.77,<1,<1,
783,1351,2020-01-14T00:00:00.000,2020-03-01 08:47:00,40800,Operational,"SS - E/S 62nd St, BTW 37th Ave & Broadway, 48 """,0.72,0.73,<1,<1,
784,1358,2020-01-14T00:00:00.000,2020-03-01 12:52:00,78150,Compliance,"SS - IFO 85-31 E/S 120th St, 2nd SS N/O Hillside Ave",0.66,0.62,<1,<1,
785,1367,2020-01-14T00:00:00.000,2020-03-01 11:06:00,50300,Operational,"SS - N/E/S Clove Rd, N/W of Sunnyside Terrace.",0.9,0.59,<1,<1,
786,1359,2020-01-14T00:00:00.000,2020-03-01 11:24:00,10750,Compliance,"SS - N/S Bartow Ave, 2nd SS W/O Co-op City Blvd, 20 """,0.89,0.68,<1,<1,
787,1360,2020-01-14T00:00:00.000,2020-03-01 09:04:00,11250,Compliance,"SS - IFO 925 N/S E Tremont Ave, 1st SS E/O Daly Ave, 20 """,0.78,0.66,<1,<1,
788,1227,2020-01-13T00:00:00.000,2020-03-01 10:53:00,45700,Operational,"SS - E/S Cross Bay Blvd, BTW 156th Ave & Belt Pkwy, 48 """,0.54,0.62,<1,<1,
789,1226,2020-01-13T00:00:00.000,2020-03-01 11:39:00,45250,Compliance,"SS - E/S Beach 58th St, 2nd SS N/O Beach Channel Dr, 12 """,0.52,0.64,<1,<1,
790,1228,2020-01-13T00:00:00.000,2020-03-01 09:51:00,76550,Compliance,"SS - N/S Baisley Blvd, W/O Smith St",0.6,0.64,<1,<1,
791,1218,2020-01-13T00:00:00.000,2020-03-01 11:08:00,39650,Compliance,"SS - IFO 229 N/S E 49th St, 2nd SS W/O 2nd Ave, 12 """,0.53,0.64,<1,<1,
792,1224,2020-01-13T00:00:00.000,2020-03-01 08:32:00,41900,Operational,"SS - W/S Fresh Meadow La, Corner N/O Booth Memorial Ave, 20""",0.47,0.68,<1,<1,
793,1217,2020-01-13T00:00:00.000,2020-03-01 11:48:00,38250,Compliance,"SS - IFO 309 N/S E 87th St, 2nd SS W/O 1st Ave, 12 """,0.47,0.6,<1,<1,
794,1229,2020-01-13T00:00:00.000,2020-03-01 09:14:00,77650,Compliance,"SS - OPP 110-52 E/S 207th St, 1st N/O 111th Ave",0.59,0.66,<1,<1,
795,1225,2020-01-13T00:00:00.000,2020-03-01 12:22:00,43250,Compliance,"SS - IFO 87-48 W/S 78th St, 1st SS N/O 88th Ave, 12 """,0.59,0.61,<1,<1,
796,1205,2020-01-13T00:00:00.000,2020-03-01 12:11:00,46850,Compliance,"SS - IFO 63-01 NW/S Eliot Ave, BTW 63rd & 64th Sts, 12 """,0.58,0.65,<1,<1,
797,1213,2020-01-13T00:00:00.000,2020-03-01 10:12:00,31750,Compliance,"SS - IFO 427 N/S W 26th St, 2nd SS W/O 9th Ave, 12 """,0.43,0.71,<1,<1,
798,1214,2020-01-13T00:00:00.000,2020-03-01 09:19:00,31850,Compliance,"SS - IFO 82 S/S Warren St, 2nd SS E/O Greenwich St, 12 """,0.33,0.63,<1,<1,
799,1215,2020-01-13T00:00:00.000,2020-03-01 12:47:00,33450,Compliance,"SS - IFO 135 N/S W 112th St, 2nd SS W/O St Nicholas Ave, 12 """,0.72,0.72,<1,<1,
800,1204,2020-01-13T00:00:00.000,2020-03-01 08:43:00,44350,Compliance,"SS - IFO 21-55 N/S 34th Ave, 1st SS W/O 24th St, 12 """,0.31,0.64,<1,<1,
801,1198,2020-01-13T00:00:00.000,2020-03-01 10:24:00,24350,Compliance,"SS - W/S Brighton 11th St, 2nd SS S/O Cass Pl, IFO 82 Brighton 11th St.12 """,0.7,0.68,<1,<1,
802,1196,2020-01-13T00:00:00.000,2020-03-01 12:45:00,23950,Compliance,"SS - S/S Liberty Ave, 1st SS E/O Sheridan Ave,  IFO 1146 Liberty Ave12 """,0.44,0.58,<1,<1,
803,1199,2020-01-13T00:00:00.000,2020-03-01 09:29:00,20850,Compliance,"SS - E/S Union Ave, 1st SS N/O Frost St, IFO 568 Union Ave20 """,0.48,0.71,<1,<1,
804,1200,2020-01-13T00:00:00.000,2020-03-01 10:28:00,20900,Operational,"SS - S/S Sands St. BTW Gold St. and Manhattan Brg. Ent. Ramp, OPP 177 Sands St,48 """,0.49,0.71,<1,<1,
805,1194,2020-01-13T00:00:00.000,2020-03-01 11:18:00,22850,Compliance,"SS - N/S Beverly Rd, 1st SS E/O E 48th St, IFO 4805 Bevery Rd 16 """,0.42,0.67,<1,<1,
806,1201,2020-01-13T00:00:00.000,2020-03-01 10:46:00,22900,Operational,"SS -  W/S Washington Park, BTW Willoughby & Myrtle Aves, OPP 175 Washington Pk. 66 """,0.58,0.73,<1,<1,
807,1202,2020-01-13T00:00:00.000,2020-03-01 11:12:00,25400,Operational,"SS - S/S Pacific St, BTW Franklin & Classon Aves, 48 """,0.52,0.66,<1,<1,
808,1252,2020-01-13T00:00:00.000,2020-03-01 12:50:00,3SC26,Operational,"Shaft 26 of New Croton Aqueduct, 179th St Pumping Station, Croton sampling pump tap -  Amsterdam Ave & West 179th St",0.66,0.78,<1,<1,
809,1230,2020-01-13T00:00:00.000,2020-03-01 10:31:00,79450,Compliance,"SS - OPP 127-18 N/S Foch Blvd, 1st SS W/O 128th St",0.57,0.65,<1,<1,
810,1216,2020-01-13T00:00:00.000,2020-03-01 12:14:00,33950,Compliance,"SS - N/S E 104th St, 2nd SS E/O 3rd Ave, 12 """,0.66,0.68,<1,<1,
811,1195,2020-01-13T00:00:00.000,2020-03-01 11:57:00,23450,Compliance,"SS - N/S Jefferson Ave, 2nd SS W/O Lewis Ave, OPP 518 Jefferson Ave,  20 """,0.44,0.68,<1,<1,
812,1203,2020-01-13T00:00:00.000,2020-03-01 09:52:00,27000,Operational,SS - IFO 355 S 5th Street BTW Keap and Hooper Streets,0.63,0.77,<1,<1,
813,1197,2020-01-13T00:00:00.000,2020-03-01 09:44:00,24250,Compliance,"SS - W/S 20th Ave, 1st SS S/O 58th St, 12 """,0.58,0.65,<1,<1,
814,1246,2020-01-13T00:00:00.000,2020-03-01 09:31:00,15150,Compliance,"SS - IFO 1420 E/S Grand Concourse, 1st SS S/O E 171st St, 12 """,0.58,0.83,<1,<1,
815,1247,2020-01-13T00:00:00.000,2020-03-01 13:20:00,18300,Operational,"SS - E/S Southern Blvd, BTW St Mary's & E 142nd Sts, 36 """,0.52,0.74,<1,<1,
816,1245,2020-01-13T00:00:00.000,2020-03-01 10:05:00,14650,Compliance,"SS - E/S Concourse Village East, 1st SS N/O E 158th St, 12 """,0.63,0.58,<1,<1,
817,1242,2020-01-13T00:00:00.000,2020-03-01 10:31:00,1S03B,Operational,SS - Shaft 3B of City Tunnel No.3 - Mosholu Ave W/O Jerome Ave (w/i Van Cortlandt Park ~200' SE/O Shaft 2 building),0.78,0.59,<1,<1,0.7
818,1243,2020-01-13T00:00:00.000,2020-03-01 12:09:00,40200,Operational,"SS - S/S 19th Ave, BTW 41st & Steinway Sts, IFO 40-14 19th Ave 60 """,0.71,0.69,<1,<1,
819,1248,2020-01-13T00:00:00.000,2020-03-01 12:11:00,1S03,Operational,"Shaft 3 riser feed, Tap in Gatehouse #7 Jerome Park Reservoir (W205th St & Goulden Ave, Bx)",0.7,0.69,<1,<1,0.69
820,1249,2020-01-13T00:00:00.000,2020-03-01 10:54:00,1S07,Operational,"SS - Shaft 7 of City Tunnel No.1 - NE/S W 167th St, 1st SE/O Sedgwick Ave IFO 1260 Sedgwick Ave",0.62,0.59,<1,<1,
821,1239,2020-01-13T00:00:00.000,2020-03-01 09:12:00,17250,Compliance,"SS - N/S Allerton Ave, 1st SS E/O Throop Ave, 12 """,0.57,0.61,<1,<1,
822,1240,2020-01-13T00:00:00.000,2020-03-01 08:31:00,18650,Compliance,"SS - N/S Dewey Ave, BTW Quincy & Swinton Aves, 12 """,0.57,0.65,<1,<1,
823,1250,2020-01-13T00:00:00.000,2020-03-01 11:36:00,1SCH3,Operational,Croton High Service CDC /GH5 to Tunnel No. 1 -Shaft 4,0.71,0.67,<1,<1,0.69
824,1241,2020-01-13T00:00:00.000,2020-03-01 09:50:00,1S03A,Operational,NYCDEP Building on E 233rd Street and Bronxwood Avenue,0.81,0.66,<1,<1,0.69
825,1236,2020-01-13T00:00:00.000,2020-03-01 09:18:00,58650,Compliance,"SS - IFO 510 W/S Main St, 2nd SS S/O Hylan Blvd, 12 """,0.38,0.58,<1,<1,
826,1232,2020-01-13T00:00:00.000,2020-03-01 10:29:00,50200,Operational,"SS - IFO 93 N/S Austin Place, BTW Victory Blvd & Ward Ave, 84 """,0.73,0.64,<1,<1,
827,1234,2020-01-13T00:00:00.000,2020-03-01 10:07:00,50300,Operational,"SS - N/E/S Clove Rd, N/W of Sunnyside Terrace.",0.91,0.78,<1,<1,
828,1233,2020-01-13T00:00:00.000,2020-03-01 10:29:00,50250,Compliance,"SS - IFO 937 N/S Victory Blvd, 2nd SS E/O Highland Ave, 20 """,0.88,0.66,<1,<1,
829,1235,2020-01-13T00:00:00.000,2020-03-01 11:20:00,52050,Compliance,"SS - IFO 218 W/S Nicholas Ave, 1st SS S/O Charles Ave, 12 """,0.64,0.72,<1,<1,
830,1193,2020-01-13T00:00:00.000,2020-03-01 09:05:00,22600,Operational,"SS - E/S Ft Hamilton Pkwy, BTW 49th & 50th Sts, OPP 4918 Ft. Hamilton Pkwy. 72 """,0.57,0.63,<1,<1,
831,1251,2020-01-13T00:00:00.000,2020-03-01 11:46:00,1SCL1,Operational,"Jerome Park Reservoir (W205th St & Goulden Ave, Bx) - Croton Distribution Chamber - low pressure service tunnel, Tap in Gatehouse #5, treated water",0.78,0.78,<1,<1,0.7
832,1142,2020-01-12T00:00:00.000,2020-03-01 10:09:00,25150,Compliance,"SS - E/O Mother Gaston Blvd, 2nd SS N/O Livonia Ave, 12 """,0.66,0.74,<1,<1,
833,1130,2020-01-12T00:00:00.000,2020-03-01 08:54:00,55450,Compliance,"SS - W/S Seguine Ave, 1st SS S/O Kingsland St, 12 """,0.54,0.69,<1,<1,
834,1131,2020-01-12T00:00:00.000,2020-03-01 09:41:00,58950,Compliance,"SS - IFO 1085-15 N/S Castelton Ave, 2nd SS W/O Broadway, 12 """,0.78,0.65,<1,<1,
835,1127,2020-01-12T00:00:00.000,2020-03-01 08:01:00,29450,Compliance,"SS - IFO 4011 E/S 7th Ave, 1st SS S/O 40th St, 12 """,0.64,0.79,<1,<1,
836,1124,2020-01-12T00:00:00.000,2020-03-01 10:02:00,44250,Compliance,"SS - IFO 50-33 N/S Broadway, 2nd SS E/O 49th St, 12 """,0.39,0.63,<1,<1,
837,1125,2020-01-12T00:00:00.000,2020-03-01 11:52:00,23850,Compliance,"SS - W/S Ocean Pkwy, 2nd SS S/O Ave V,  IFO 2252 Ocean Pkwy (@ Gravesend Neck, 1st S/O) 20 """,0.75,0.79,<1,<1,
838,1126,2020-01-12T00:00:00.000,2020-03-01 11:19:00,29050,Compliance,"SS - N/S 81st St, 1st SS E/O 19th Ave, 12 """,0.7,0.84,<1,<1,
839,1129,2020-01-12T00:00:00.000,2020-03-01 10:45:00,51850,Compliance,"SS - IFO 67 N/S Hill St, 2nd SS W/O Tompkins Ave, 12 """,0.62,0.59,<1,<1,
840,1143,2020-01-12T00:00:00.000,2020-03-01 10:50:00,27550,Compliance,"SS - N/S Farragut Rd, BTW E 81st & E 82nd Sts, 12 """,0.54,0.79,<1,<1,
841,1119,2020-01-12T00:00:00.000,2020-03-01 07:22:00,26750,Compliance,"SS - IFO 1110 N/S President St, 2nd SS E/O Bedford Ave, 12 """,0.57,0.59,<1,<1,
842,1120,2020-01-12T00:00:00.000,2020-03-01 08:43:00,27000,Operational,SS - IFO 355 S 5th Street BTW Keap and Hooper Streets,0.62,0.64,<1,<1,
843,1121,2020-01-12T00:00:00.000,2020-03-01 09:20:00,27850,Compliance,"SS - IFO 136 S/S Kent St, 2nd SS E/O Franklin St, 20 """,0.53,0.66,<1,<1,
844,1122,2020-01-12T00:00:00.000,2020-03-01 11:12:00,40200,Operational,"SS - S/S 19th Ave, BTW 41st & Steinway Sts, IFO 40-14 19th Ave 60 """,0.87,0.85,<1,<1,
845,1144,2020-01-12T00:00:00.000,2020-03-01 09:23:00,41450,Compliance,"SS - OPP 18-20 W/S Decatur St, 2nd SS S/O Forest Ave, 12 """,0.42,0.72,<1,<1,
846,1123,2020-01-12T00:00:00.000,2020-03-01 10:37:00,40650,Compliance,"SS - IFO 30-12 W/S 94th St, 1st SS S/O 30th Ave, 12 """,0.73,0.89,<1,<1,
847,1145,2020-01-12T00:00:00.000,2020-03-01 12:32:00,42750,Compliance,"SS - IFO 64-50A W/S 188th St, 2nd SS S/O 64th Ave, 20 """,0.56,0.83,<1,<1,
848,1118,2020-01-12T00:00:00.000,2020-03-01 08:06:00,20900,Operational,"SS - S/S Sands St. BTW Gold St. and Manhattan Brg. Ent. Ramp, OPP 177 Sands St,48 """,0.68,0.62,<1,<1,
849,1161,2020-01-12T00:00:00.000,2020-03-01 08:49:00,32650,Compliance,"SS - IFO 14 S/S W 18th St, 2nd SS W/O 5th Ave, 12 """,0.51,0.63,<1,<1,
850,1162,2020-01-12T00:00:00.000,2020-03-01 09:15:00,34850,Compliance,"SS - OPP 40 N/S W 53rd St, 2nd SS E/O 6th Ave, IFO MOMA 12 """,0.4,0.8,<1,<1,
851,1163,2020-01-12T00:00:00.000,2020-03-01 11:53:00,35150,Compliance,"SS - IFO 21 E/S Bennett Ave, 2nd SS N/O W 181st St, 20 """,0.64,0.81,<1,<1,
852,1158,2020-01-12T00:00:00.000,2020-03-01 10:28:00,15050,Compliance,"SS - W/S Trinity Ave, 2nd SS S/O E 163rd St (IFO school), 16 """,0.69,0.71,<1,<1,
853,1159,2020-01-12T00:00:00.000,2020-03-01 10:54:00,1S07,Operational,"SS - Shaft 7 of City Tunnel No.1 - NE/S W 167th St, 1st SE/O Sedgwick Ave IFO 1260 Sedgwick Ave",0.62,0.76,<1,<1,
854,1160,2020-01-12T00:00:00.000,2020-03-01 08:15:00,30250,Compliance,"SS - OPP 280 N/S Madison St, 2nd SS W/O Montgomery St, 12 """,0.53,0.62,<1,<1,
855,1164,2020-01-12T00:00:00.000,2020-03-01 09:41:00,36350,Compliance,"SS - IFO 165 N/S E 112th St, 1st SS E/O Lexington Ave, 12 """,0.55,0.63,<1,<1,
856,1165,2020-01-12T00:00:00.000,2020-03-01 11:28:00,3SC26,Operational,"Shaft 26 of New Croton Aqueduct, 179th St Pumping Station, Croton sampling pump tap -  Amsterdam Ave & West 179th St",0.66,0.7,<1,<1,
857,1153,2020-01-12T00:00:00.000,2020-03-01 09:02:00,1S03,Operational,"Shaft 3 riser feed, Tap in Gatehouse #7 Jerome Park Reservoir (W205th St & Goulden Ave, Bx)",0.72,0.83,<1,<1,0.69
858,1154,2020-01-12T00:00:00.000,2020-03-01 10:17:00,1S03A,Operational,NYCDEP Building on E 233rd Street and Bronxwood Avenue,0.84,0.76,<1,<1,0.69
859,1155,2020-01-12T00:00:00.000,2020-03-01 09:02:00,1S03B,Operational,SS - Shaft 3B of City Tunnel No.3 - Mosholu Ave W/O Jerome Ave (w/i Van Cortlandt Park ~200' SE/O Shaft 2 building),0.73,0.71,<1,<1,0.69
860,1156,2020-01-12T00:00:00.000,2020-03-01 08:26:00,1SCH3,Operational,Croton High Service CDC /GH5 to Tunnel No. 1 -Shaft 4,0.62,0.78,<1,<1,0.69
861,1152,2020-01-12T00:00:00.000,2020-03-01 08:01:00,16250,Compliance,"SS - IFO 251 N/S E 204th St, 1st SS E/O Valentine Ave, 12 """,0.58,0.63,<1,<1,
862,1128,2020-01-12T00:00:00.000,2020-03-01 10:15:00,50300,Operational,"SS - N/E/S Clove Rd, N/W of Sunnyside Terrace.",0.83,0.86,<1,<1,
863,1146,2020-01-12T00:00:00.000,2020-03-01 08:53:00,46950,Compliance,"SS - IFO 118-40 S/S Metropolitan Ave, 2nd SS E/O 118th St IFO 118-18",0.55,0.6,<1,<1,
864,1148,2020-01-12T00:00:00.000,2020-03-01 11:35:00,79150,Compliance,"SS - IFO 127-11 E/S Farmers Blvd (Keyspan), 2nd SS N/O Merrick Blvd",0.54,0.65,<1,<1,
865,1147,2020-01-12T00:00:00.000,2020-03-01 12:09:00,78350,Compliance,"SS - N/S Hillside Ave, BTW 189th & 190th Sts",0.37,0.65,<1,<1,
866,1150,2020-01-12T00:00:00.000,2020-03-01 11:28:00,11750,Compliance,"SS - IFO 250 E/S City Island Ave, BTW Carroll & Schofield Sts, 20 """,0.4,0.57,<1,<1,
867,1149,2020-01-12T00:00:00.000,2020-03-01 12:01:00,10150,Compliance,"SS - W/S Zerega Ave, 1st SS S/O Hermany Ave, 12 "" OPP NYC Sanitation",0.59,0.62,<1,<1,
868,1151,2020-01-12T00:00:00.000,2020-03-01 10:49:00,12150,Compliance,"SS - IFO 963 N/S E 233rd St, 2nd SS W/O Gunther Ave, 12 """,0.9,0.9,<1,<1,
869,1157,2020-01-12T00:00:00.000,2020-03-01 08:38:00,1SCL1,Operational,"Jerome Park Reservoir (W205th St & Goulden Ave, Bx) - Croton Distribution Chamber - low pressure service tunnel, Tap in Gatehouse #5, treated water",0.7,0.75,<1,<1,0.69
870,1071,2020-01-11T00:00:00.000,2020-03-01 08:52:00,27650,Compliance,"SS - IFO 59 E/S Patchen Ave, 1st SS S/O Lexington Ave, 20 """,0.52,0.58,<1,<1,
871,1072,2020-01-11T00:00:00.000,2020-03-01 11:18:00,40200,Operational,"SS - S/S 19th Ave, BTW 41st & Steinway Sts, IFO 40-14 19th Ave 60 """,0.85,0.73,<1,<1,
872,1073,2020-01-11T00:00:00.000,2020-03-01 08:15:00,22650,Compliance,"SS - IFO 5601 E/S Ft Hamilton Pkwy, 1st SS S/O E 56th St, IFO 5517 Ft. Hamilton Pkwy, 20 """,0.63,0.59,<1,<1,
873,1068,2020-01-11T00:00:00.000,2020-03-01 08:05:00,24450,Compliance,"SS - E/S Brooklyn Ave, 2nd SS S/O Linden Blvd, IFO 887 Brooklyn Ave, 20 """,0.64,0.59,<1,<1,
874,1069,2020-01-11T00:00:00.000,2020-03-01 07:39:00,24550,Compliance,"SS - OPP 4106 N/S Glenwood Rd, 1st SS W/O E 42nd St, 12 """,0.54,0.69,<1,<1,
875,1070,2020-01-11T00:00:00.000,2020-03-01 09:24:00,27000,Operational,SS - IFO 355 S 5th Street BTW Keap and Hooper Streets,0.68,0.65,<1,<1,
876,1066,2020-01-11T00:00:00.000,2020-03-01 10:26:00,20900,Operational,"SS - S/S Sands St. BTW Gold St. and Manhattan Brg. Ent. Ramp, OPP 177 Sands St,48 """,0.66,0.67,<1,<1,
877,1074,2020-01-11T00:00:00.000,2020-03-01 07:42:00,27450,Compliance,"SS - IFO 1915 E/S Ocean Ave, 2nd SS N/O Ave O, 20 """,0.63,0.59,<1,<1,
878,1067,2020-01-11T00:00:00.000,2020-03-01 09:59:00,20950,Compliance,"SS - E/S Clinton St, 1st SS N/O Pierrepont St",0.6,0.57,<1,<1,
879,1075,2020-01-11T00:00:00.000,2020-03-01 09:39:00,50300,Operational,"SS - N/E/S Clove Rd, N/W of Sunnyside Terrace.",0.84,0.69,<1,<1,
880,1111,2020-01-11T00:00:00.000,2020-03-01 08:59:00,39550,Compliance,"SS - W/S Park Ave, 1st SS S/O E 95th St, 12 """,0.51,0.66,<1,<1,
881,1112,2020-01-11T00:00:00.000,2020-03-01 09:27:00,3SC26,Operational,"Shaft 26 of New Croton Aqueduct, 179th St Pumping Station, Croton sampling pump tap -  Amsterdam Ave & West 179th St",0.65,0.69,<1,<1,
882,1110,2020-01-11T00:00:00.000,2020-03-01 08:34:00,38150,Compliance,"SS - IFO 121 N/S W 72nd St, 2nd SS W/O Columbus Ave, 12 """,0.58,0.62,<1,<1,
883,1076,2020-01-11T00:00:00.000,2020-03-01 10:25:00,50750,Compliance,"SS - E/S Woodhull Ave, 1st SS S/O Albourne Ave, 8 """,0.39,0.56,<1,<1,
884,1102,2020-01-11T00:00:00.000,2020-03-01 10:44:00,1S03B,Operational,SS - Shaft 3B of City Tunnel No.3 - Mosholu Ave W/O Jerome Ave (w/i Van Cortlandt Park ~200' SE/O Shaft 2 building),0.8,0.66,<1,<1,0.7
885,1103,2020-01-11T00:00:00.000,2020-03-01 09:59:00,1SCH3,Operational,Croton High Service CDC /GH5 to Tunnel No. 1 -Shaft 4,0.6,0.76,<1,<1,0.7
886,1104,2020-01-11T00:00:00.000,2020-03-01 10:08:00,1SCL1,Operational,"Jerome Park Reservoir (W205th St & Goulden Ave, Bx) - Croton Distribution Chamber - low pressure service tunnel, Tap in Gatehouse #5, treated water",0.65,0.76,<1,<1,0.7
887,1105,2020-01-11T00:00:00.000,2020-03-01 09:50:00,10250,Compliance,"SS - W/S Nelson Ave, 1st SS N/O W 168th St (OPP school-1248 Nelson Ave), 12 """,0.75,0.72,<1,<1,
888,1100,2020-01-11T00:00:00.000,2020-03-01 09:44:00,1S03,Operational,"Shaft 3 riser feed, Tap in Gatehouse #7 Jerome Park Reservoir (W205th St & Goulden Ave, Bx)",0.75,0.68,<1,<1,0.7
889,1106,2020-01-11T00:00:00.000,2020-03-01 10:12:00,1S07,Operational,"SS - Shaft 7 of City Tunnel No.1 - NE/S W 167th St, 1st SE/O Sedgwick Ave IFO 1260 Sedgwick Ave",0.57,0.67,<1,<1,
890,1101,2020-01-11T00:00:00.000,2020-03-01 08:50:00,1S03A,Operational,NYCDEP Building on E 233rd Street and Bronxwood Avenue,0.82,0.7,<1,<1,0.7
891,1097,2020-01-11T00:00:00.000,2020-03-01 08:07:00,14350,Compliance,"SS - OPP 3748 W/S Third Ave, 1st SS N/O St Paul's Pl, 20 """,0.66,0.6,<1,<1,
892,1098,2020-01-11T00:00:00.000,2020-03-01 09:22:00,15450,Compliance,"SS - IFO 79E N/S East Gun Hill Rd, 1st SS W/O Rochambeau Ave, IFO 83 E. Gunhill Rd.20 """,0.59,0.63,<1,<1,
893,1107,2020-01-11T00:00:00.000,2020-03-01 07:11:00,32350,Compliance,"SS - IFO 116 E/S Ave C, 2nd SS N/O E 7th St, 12 """,0.43,0.63,<1,<1,
894,1099,2020-01-11T00:00:00.000,2020-03-01 07:35:00,17450,Compliance,"SS - IFO 2548 E/S White Plains Rd, 2nd SS N/O Mace Ave, 20 """,0.68,0.64,<1,<1,
895,1094,2020-01-11T00:00:00.000,2020-03-01 08:18:00,76450,Compliance,"SS - OPP 139-50 N/S 85th Dr, 2nd SS E/O 139th St",0.61,0.63,<1,<1,
896,1095,2020-01-11T00:00:00.000,2020-03-01 07:15:00,78550,Compliance,"SS - W/S Springfield Blvd, 2nd SS S/O 116th Ave",0.35,0.57,<1,<1,
897,1108,2020-01-11T00:00:00.000,2020-03-01 07:59:00,35550,Compliance,"SS - N/S Washington Square S, 1st SS W/O Washington Square E (OPP 70 Washington Square E), 12 """,0.45,0.64,<1,<1,
898,1096,2020-01-11T00:00:00.000,2020-03-01 07:09:00,11350,Compliance,"SS - W/S Metropolitan Ave, 2nd SS N/O Parkchester Rd (IFO Macy's), 20 """,0.66,0.64,<1,<1,
899,1090,2020-01-11T00:00:00.000,2020-03-01 09:26:00,41650,Compliance,"SS - IFO 106-15 N/S Queens Blvd (service Rd), 2nd SS E/O Yellowstone Blvd, 12 """,0.67,0.75,<1,<1,
900,1091,2020-01-11T00:00:00.000,2020-03-01 08:53:00,42150,Compliance,"SS - IFO 68-78 W/S 76th St, 1st N/O 69th Rd, 12 """,0.44,0.59,<1,<1,
901,1092,2020-01-11T00:00:00.000,2020-03-01 07:49:00,43150,Compliance,"SS - W/S 88th St, 2nd SS S/O 149th Ave, 12 """,0.59,0.62,<1,<1,
902,1077,2020-01-11T00:00:00.000,2020-03-01 09:17:00,50850,Compliance,"SS - IFO 512 W/S Arlene St,1st SS N/O Dawson Ct, 12 """,0.45,0.59,<1,<1,
903,1078,2020-01-11T00:00:00.000,2020-03-01 08:52:00,52150,Compliance,"SS - N/S Goethals Rd N, BTW Domain & Cooke Sts, 12 """,0.86,0.68,<1,<1,
904,1109,2020-01-11T00:00:00.000,2020-03-01 07:34:00,37950,Compliance,"SS - IFO 325 N/S E 12th St, 2nd SS E/O 2nd Ave, 12 """,0.39,0.59,<1,<1,
905,1089,2020-01-11T00:00:00.000,2020-03-01 09:53:00,41050,Compliance,"SS - IFO 86-31 W/S 57th Ave, 2nd SS S/O Seabury Ave, 12 """,0.63,0.74,<1,<1,
