order,property_id,property_name,bbl_10_digits,nyc_borough_block_and_lot,nyc_building_identification,address_1_self_reported,postal_code,street_number,street_name,borough,dof_gross_floor_area_ft,self_reported_gross_floor,primary_property_type_self,list_of_all_property_use,largest_property_use_type,largest_property_use_type_1,_2nd_largest_property_use,_2nd_largest_property_use_1,year_built,number_of_buildings,occupancy,metered_areas_energy,metered_areas_water,energy_star_score,source_eui_kbtu_ft,weather_normalized_source,site_eui_kbtu_ft,weather_normalized_site_eui,weather_normalized_site,weather_normalized_site_1,district_steam_use_kbtu,natural_gas_use_kbtu,weather_normalized_site_2,electricity_use_grid_purchase,electricity_use_grid_purchase_1,weather_normalized_site_3,total_ghg_emissions_metric,direct_ghg_emissions_metric,indirect_ghg_emissions_metric,water_use_all_water_sources,water_use_intensity_all_water,water_required,generation_date,dof_benchmarking_submission,latitude,longitude,community_board,council_district,census_tract,nta,fuel_oil_2_use_kbtu,_3rd_largest_property_use,_3rd_largest_property_use_1,fuel_oil_4_use_kbtu,parent_property_id,parent_property_name,address_2_self_reported,annual_maximum_demand_kw,annual_maximum_demand_mm,fuel_oil_5_6_use_kbtu,diesel_2_use_kbtu,district_chilled_water_use
279,2808077,Affi nia Shelburne,1008930025,1-0089-30025,1019090,303 Lexington Avenue,10016,Not found,Not found,Manhattan,Not found,190431,Hotel,Hotel,Hotel,190431.0,,,1925,1,100,Whole Building,Whole Building,38.0,185.9,,92.3,,12.3,0.5,,8922910.4,89229.1,8117693.9,2379159.7,2344231.8,1233.3,513.6,719.7,15022.4,78.89,Not found,2018-03-16T00:00:00.000,Not found,40.748607,-73.978104,106.0,4.0,80.0,Murray Hill-Kips Bay,,,,,,,,,,,,
280,2811996,The Benjamin Hotel,1013050020,1-0130-50020,1036452,125 East 50th. Street,10022,Not found,Not found,Manhattan,Not found,157462,Hotel,Hotel,Hotel,157462.0,,,1927,1,100,Whole Building,Whole Building,60.0,229.1,234.3,118.8,124.1,13.2,0.1,9353796.3,2175900.0,21759.0,7176391.8,2103279.9,2075359.1,1372.9,115.6,1257.3,8332.6,52.92,Not found,2018-03-16T00:00:00.000,Not found,40.75639,-73.972088,106.0,4.0,100.0,Turtle Bay-East Midtown,,,,,,,,,,,,
281,6213321,5.01E+76,1014860001,1014860001,,501 East 74th Street,10021,Not found,Not found,Manhattan,Not found,100000,Multifamily Housing,Multifamily Housing,Multifamily Housing,100000.0,,,2016,1,100,Whole Building,,50.0,117.1,120.2,66.7,70.3,6.5,0.5,,4422757.5,48124.0,2249248.8,659217.0,650622.9,434.3,234.9,199.4,2553.9,25.54,Not found,2018-03-16T00:00:00.000,Not found,40.768032,-73.952436,108.0,5.0,132.0,Lenox Hill-Roosevelt Island,,,,,,,,,,,,
282,6213321,5.01E+76,1014860001,1014860001,,501 East 74th Street,10021,Not found,Not found,Manhattan,Not found,100000,Multifamily Housing,Multifamily Housing,Multifamily Housing,100000.0,,,2016,1,100,Whole Building,,50.0,117.1,120.2,66.7,70.3,6.5,0.5,,4422757.5,48124.0,2249248.8,659217.0,650622.9,434.3,234.9,199.4,2553.9,25.54,Not found,2018-03-16T00:00:00.000,Not found,40.768032,-73.952436,108.0,5.0,132.0,Lenox Hill-Roosevelt Island,,,,,,,,,,,,
283,6213321,5.01E+76,1014860001,1014860001,,501 East 74th Street,10021,Not found,Not found,Manhattan,Not found,86000,Multifamily Housing,Multifamily Housing,Multifamily Housing,86000.0,,,2016,1,100,Whole Building,,35.0,136.1,139.8,77.6,81.8,7.6,0.6,,4422757.5,48124.0,2249248.8,659217.0,650622.9,434.3,234.9,199.4,2553.9,29.7,Not found,2018-03-16T00:00:00.000,Not found,40.768032,-73.952436,108.0,5.0,132.0,Lenox Hill-Roosevelt Island,,,,,,,,,,,,
284,6187021,La Villa Pa Shan Condominium,4049587502,4-04958-7502,4615482,135-17 Northern Blvd.,11354,Not found,Not found,Queens,Not found,33884,Multifamily Housing,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,24000.0,Parking,11392.0,2011,1,85,Whole Building,,,33.8,33.8,13.6,13.6,2.7,0.0,,146690.0,1466.9,315529.2,92476.3,92476.3,35.8,7.8,28.0,,,Not found,2018-03-16T00:00:00.000,Not found,40.76287,-73.832557,407.0,20.0,869.0,Flushing,,Retail Store,9884.0,,,,,,,,,
285,2803832,421 Degraw LLC,3004160017,3-00416-0017,3336101,421 Degraw,11231,Not found,Not found,Brooklyn,Not found,76334,Multifamily Housing,Multifamily Housing,Multifamily Housing,76334.0,,,1881,1,100,Whole Building,,92.0,80.0,,65.0,,,,,4537313.9,,428166.5,125488.4,,279.0,241.0,38.0,3003.3,39.34,Not found,2018-03-16T00:00:00.000,Not found,,,,,,,,,,,,,,,,,,
286,6210040,76 Fairview Corp,4033410037,4-03341-0037,4079917,111-45 76 Drive,11375,Not found,Not found,Queens,Not found,49000,Multifamily Housing,Multifamily Housing,Multifamily Housing,49000.0,,,1936,1,95,Whole Building,,88.0,84.6,,77.1,,0.5,0.8,,3418106.2,37281.1,90107.0,26408.8,26408.8,209.5,201.6,8.0,,,Not found,2018-03-17T00:00:00.000,Not found,40.715809,-73.835323,406.0,29.0,76902.0,Forest Hills,269486.4,,,,,,,,,,,
287,2654623,40-50 - 40-50 Brighton 1st Road,3086800001,3-08680-0001,3245026;3807093,40-50 Brighton 1st Road,11235,Not found,Not found,Brooklyn,Not found,434614,Multifamily Housing,"Multifamily Housing, Parking",Multifamily Housing,434614.0,Parking,29518.0,1962,1,100,Whole Building,Whole Building,,134.0,139.2,95.5,100.3,4.7,0.8,,34483703.9,365701.5,7015253.5,2056052.9,2061824.7,2453.6,1831.6,622.0,,,Not found,2018-03-18T00:00:00.000,Not found,40.575661,-73.966591,313.0,48.0,36001.0,Brighton Beach,,,,,,,,,,,,
288,3980497,Silvercup Studios East,4002970001,4-00297-0001,4436714,34-35 Review Ave,11101,Not found,Not found,Queens,Not found,160000,Other,Other,Other,160000.0,,,1937,1,100,Whole Building,Whole Building,,120.0,126.7,64.4,70.8,7.3,0.5,,6293179.9,73232.7,4008144.5,1174719.8,1174719.8,689.6,334.3,355.4,942.5,5.89,Not found,2018-03-19T00:00:00.000,Not found,40.735649,-73.938982,402.0,26.0,199.0,Hunters Point-Sunnyside-West Maspeth,,,,,,,,,,,,
289,6259862,205 LEXINGTON AVENUE,1008880024,1-00888-0024,1018475,205 Lexington Avenue,10016,Not found,Not found,Manhattan,Not found,119064,Office,Office,Office,119064.0,,,1963,1,100,Whole Building,,1.0,57983.6,56114.8,48143.4,46589.8,9.9,,5728146865.6,,,4000317.2,1172425.8,1177690.2,380695.1,0.0,380695.1,,,Not found,2018-03-19T00:00:00.000,Not found,40.7453,-73.980512,106.0,2.0,72.0,Murray Hill-Kips Bay,,,,,,,,,,,,
290,6259904,215 LEXINGTON AVENUE,1008887502,1-00888-7502,1018474,215 Lexington Avenue,10016,Not found,Not found,Manhattan,Not found,208233,Office,Office,Office,208233.0,,,1962,1,100,Whole Building,,1.0,54463.1,54463.1,45207.9,45207.9,11.5,,9405598525.0,,,8185063.5,2398904.6,2398904.6,625243.4,0.0,625243.4,,,Not found,2018-03-19T00:00:00.000,Not found,40.745541,-73.980339,106.0,2.0,72.0,Murray Hill-Kips Bay,,,,,,,,,,,,
291,6153751,8201 Associates,3063190006,3-06319-0006,3164785,8201 Bay Parkway,11214,Not found,Not found,Brooklyn,Not found,48000,Multifamily Housing,Multifamily Housing,Multifamily Housing,48000.0,,,1926,1,100,Whole Building,Whole Building,94.0,76.0,82.2,68.8,74.7,0.5,0.7,,3217999.9,34981.6,85664.2,25106.7,25325.8,178.5,170.9,7.6,3016.1,62.84,Not found,2018-03-19T00:00:00.000,Not found,40.604121,-73.991533,311.0,47.0,296.0,Bensonhurst West,,,,,,,,,,,,
292,4409966,Berkeley 12 East 41st LLC,1012750064,1-01275-0064,1035326,12 E. 41st Street,10017,Not found,Not found,Manhattan,Not found,83267,College/University,College/University,College/University,83267.0,,,1926,1,100,Whole Building,,,263.1,271.6,118.4,125.7,18.2,,4676604.5,,,5183959.3,1519331.4,1516185.6,770.1,0.0,770.1,,,Not found,2018-03-19T00:00:00.000,Not found,40.752524,-73.980708,105.0,4.0,82.0,Murray Hill-Kips Bay,,,,,,,,,,,,
293,4960043,3 East 43rd Street,1012780008,1-01278-0008,1035356,3 East 43rd Street,10017,Not found,Not found,Manhattan,Not found,40000,College/University,College/University,College/University,40000.0,,,1909,1,100,Whole Building,,,246.8,250.9,78.6,79.9,23.4,,,,,3144282.1,921536.2,936810.0,278.8,0.0,278.8,887.2,22.18,Not found,2018-03-19T00:00:00.000,Not found,40.754014,-73.980033,105.0,4.0,94.0,Midtown-Midtown South,,,,,,,,,,,,
294,2677378,Waterside - 10-40 Waterside Plaza,1009910060,1-00991-0060,1083706;1083707;1083709;1083708;1083710;1083711;1083712;1090181,10-40 Waterside Plaza,10010,Not found,Not found,Manhattan,Not found,1694660,Multifamily Housing,"Multifamily Housing, Office, Parking, Retail Store",Multifamily Housing,1603241.0,Parking,294656.0,1974,8,100,Whole Building,Whole Building,43.0,140.2,147.4,57.0,59.6,11.9,0.2,,31334635.8,322225.2,65207260.8,19111152.7,20160816.7,7445.6,1664.3,5781.2,,,Not found,2018-03-19T00:00:00.000,Not found,40.737152,-73.974243,106.0,4.0,62.0,Murray Hill-Kips Bay,,Office,78683.0,,,,,,,,,
295,3488156,1864 corp.,3063440033,3-06344-0033,3165771,1864 85 st.,11214,Not found,Not found,Brooklyn,Not found,72000,Multifamily Housing,Multifamily Housing,Multifamily Housing,72000.0,,,1930,1,100,Whole Building,Whole Building,68.0,113.6,,78.4,,4.4,0.6,,4073375.9,43866.7,1087776.7,318809.1,315546.2,348.6,252.2,96.4,5703.1,79.21,Not found,2018-03-19T00:00:00.000,Not found,40.607039,-74.000677,311.0,47.0,278.0,Bensonhurst West,483000.2,,,,,,,,,,,
296,6234680,31 Bennett,1021800098,1-02180-0098,1064417,31 Bennett Ave.,10033,Not found,Not found,Manhattan,Not found,40206,Multifamily Housing,Multifamily Housing,Multifamily Housing,40206.0,,,1920,1,90,Whole Building,Whole Building,86.0,116.8,121.5,83.6,88.5,4.0,0.7,,2804221.2,30096.1,558122.1,163576.2,160866.3,198.4,148.9,49.5,2164.6,53.84,Not found,2018-03-19T00:00:00.000,Not found,40.851412,-73.936169,112.0,10.0,271.0,Washington Heights North,,,,,,,,,,,,
297,6224375,Operative Cakes,2005600062;2055600068,2-00560-0062;2-05560-0068,2087721;2080293,711-733 Brush Avenue,10465,Not found,Not found,Bronx,Not found,104407,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,104407.0,,,1973,1,100,Whole Building,Whole Building,68.0,84.6,,32.0,,7.1,,,,,2564587.1,751637.4,745273.8,284.8,57.4,227.4,116.0,1.11,Not found,2018-03-19T00:00:00.000,Not found,40.821209,-73.837894,210.0,13.0,90.0,Soundview-Castle Hill-Clason Point-Harding Park,773283.0,,,,,,,,,,,
298,6196211,St Pancras School,4037030007,4037030007,4090330,68-20 Myrtle Ave,11385,Not found,Not found,Queens,Not found,61900,K-12 School,K-12 School,K-12 School,61900.0,,,1931,1,100,Whole Building,,90.0,74.3,,54.2,,2.5,0.5,,2631968.7,30157.4,517546.5,151684.2,151684.2,201.0,155.2,45.9,,,Not found,2018-03-19T00:00:00.000,Not found,40.701684,-73.883891,405.0,30.0,629.0,Glendale,207000.0,,,,,,,,,,,
299,5976231,National Arts Club,1008750070,1008750070,1017939,15 Gramercy Park South,10003,Not found,Not found,Manhattan,Not found,95092,Social/Meeting Hall,Social/Meeting Hall,Social/Meeting Hall,95092.0,,,1905,1,100,Whole Building,,,122.3,131.5,79.2,87.6,5.9,0.1,,669676.5,6936.1,1876647.4,550013.8,559571.8,571.6,405.3,166.4,3732.8,39.25,Not found,2018-03-19T00:00:00.000,Not found,40.737783,-73.986483,106.0,2.0,50.0,Gramercy,4981662.0,,,,,,,,,,,
300,4473652,25-20 Borden Avenue,4000680055,4000680055,4436623;4436624,25-20 Borden Avenue,11101,Not found,Not found,Queens,Not found,68994,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,103916.5,,,1952,2,100,Whole Building,Whole Building,,8.6,8.5,2.7,2.7,0.8,,,,,283117.5,82977.0,82753.1,25.1,0.0,25.1,588.2,5.66,Not found,2018-03-19T00:00:00.000,Not found,40.739478,-73.944958,402.0,26.0,1.0,Hunters Point-Sunnyside-West Maspeth,,,,,,,,,,,,
301,4473652,25-20 Borden Avenue,4000680055,4000680055,4436623;4436624,25-20 Borden Avenue,11101,Not found,Not found,Queens,Not found,68994,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,103916.5,,,1952,2,100,Whole Building,Whole Building,,8.6,8.5,2.7,2.7,0.8,,,,,283117.5,82977.0,82753.1,25.1,0.0,25.1,588.2,5.66,Not found,2018-03-19T00:00:00.000,Not found,40.739478,-73.944958,402.0,26.0,1.0,Hunters Point-Sunnyside-West Maspeth,,,,,,,,,,,,
302,6143730,Jay Cee of New York Corp.,1008330020,1008330020,,35 WEST 31ST STREET,10001,Not found,Not found,Manhattan,Not found,32500,Office,Office,Office,32500.0,,,1904,1,85,Whole Building,Whole Building,59.0,119.1,,61.4,,,,,2346.7,,870169.5,255032.1,,160.7,83.5,77.1,71712.1,2206.53,Not found,2018-03-19T00:00:00.000,Not found,40.747189,-73.987466,105.0,4.0,76.0,Midtown-Midtown South,1123872.1,,,,,,,,,,,
303,6143720,New York Midtown Corp,1007860062,1007860062,,222 West 37th Street,10018,Not found,Not found,Manhattan,Not found,39655,Office,Office,Office,39655.0,,,1923,1,85,Whole Building,Whole Building,52.0,131.0,,64.0,,,,,,,,,,185.7,77.8,,1330.9,33.56,Not found,2018-03-19T00:00:00.000,Not found,40.753255,-73.990121,105.0,3.0,109.0,Midtown-Midtown South,358179.0,,,,,,,,,,,
304,2689677,Hotel Wolcott,1008320049,1-00832-0049,1015792,4 West 31st St.,10001,Not found,Not found,Manhattan,Not found,90633,Hotel,Hotel,Hotel,90633.0,,,1904,1,100,Whole Building,,97.0,80.1,79.0,32.6,32.2,6.3,0.1,,965394.0,9653.9,1989928.0,583214.5,573548.2,227.7,51.3,176.4,17648.3,194.72,Not found,2018-03-19T00:00:00.000,Not found,40.746712,-73.986383,105.0,4.0,76.0,Midtown-Midtown South,,,,,,,,,,,,
305,4885731,Silvercup North,,,,295 Locust Avenue,10454,Not found,Not found,Bronx,Not found,115720,Performing Arts,Performing Arts,Performing Arts,115720.0,,,2015,1,0,Whole Building,,,216.8,222.5,92.1,97.6,16.8,0.4,,4009026.3,46416.0,6649382.2,1948822.2,1948822.2,802.5,212.9,589.5,,,Not found,2018-03-19T00:00:00.000,Not found,40.80323,-73.906202,201.0,17.0,19.0,Mott Haven-Port Morris,,,,,,,,,,,,
306,2642566,MANHATTAN PROPERTIES COMPANY,1008600001,1-00860-0001,1016951,295 FIFTH AVENUE,10016,Not found,Not found,Manhattan,Not found,593872,Office,"Financial Office, Office, Personal Services (Health/Beauty, Dry Cleaning, etc.)",Office,583972.0,Financial Office,9300.0,1921,1,100,Whole Building,Whole Building,95.0,96.5,98.5,43.3,46.1,7.1,0.0,,3438.2,35.0,14705745.4,4310006.9,4243025.9,2134.0,830.2,1303.8,2253.9,3.8,Not found,2018-03-19T00:00:00.000,Not found,40.746333,-73.986084,105.0,4.0,74.0,Midtown-Midtown South,,"Personal Services (Health/Beauty, Dry Cleaning, etc.)",600.0,11024313.8,,,,,,,,
307,2941942,Melohn Foundation,1010080026,1-01008-0026,1023393,105 West 55 St.,10019,Not found,Not found,Manhattan,Not found,53837,Multifamily Housing,Multifamily Housing,Multifamily Housing,53837.0,,,1917,1,100,Whole Building,Whole Building,84.0,88.3,93.7,87.5,92.8,,,,,,,,,354.5,354.5,0.0,7280.8,135.24,Not found,2018-03-19T00:00:00.000,Not found,40.763206,-73.978547,105.0,4.0,137.0,Midtown-Midtown South,,,,4708937.8,,,,,,,,
308,2964327,365 West End LLC,1011860025,1-01186-0025,1031099,365 West End Ave.,10024,Not found,Not found,Manhattan,Not found,172225,Multifamily Housing,Multifamily Housing,Multifamily Housing,172225.0,,,1924,1,100,Whole Building,Whole Building,80.0,91.9,95.7,61.1,64.8,4.1,0.0,,369503.1,3695.0,2435451.8,713790.0,713790.0,816.2,600.3,215.9,5680.0,32.98,Not found,2018-03-19T00:00:00.000,Not found,40.783257,-73.981967,107.0,6.0,163.0,Upper West Side,,,,7712886.9,,,,,,,,
309,6214760,sml realty llc,5072060171,5072060171,5151685,112 Industrial loop,10309,Not found,Not found,Staten Island,Not found,29566,Distribution Center,Other,Other,29566.0,,,1989,1,100,Whole Building,Whole Building,,48.7,,27.3,,2.8,,,523756.3,,283837.5,83188.0,82595.4,53.0,27.8,25.2,77.7,2.63,Not found,2018-03-19T00:00:00.000,Not found,40.548994,-74.230288,503.0,51.0,226.0,Charleston-Richmond Valley-Tottenville,,,,,,,,,,,,
310,2770557,Wien House,1021720060,1021720060,1084209,60 Nagle Avenue,10040,Not found,Not found,Manhattan,Not found,74870,Multifamily Housing,Multifamily Housing,Multifamily Housing,74870.0,,,1989,1,100,Whole Building,,,134.3,141.8,89.8,97.2,5.6,0.8,,5287073.9,58469.1,1435175.1,420625.7,418160.0,408.1,280.8,127.2,7605.8,101.59,Not found,2018-03-19T00:00:00.000,Not found,40.860031,-73.929024,112.0,10.0,285.0,Washington Heights North,,,,,,,,,,,,
311,1946606,Loews Regency Hotel,1013760036,1013760036,1946606,540 Park Avenue,10065,Not found,Not found,Manhattan,Not found,320000,Hotel,"Hotel, Parking",Hotel,320000.0,Parking,27000.0,1960,1,100,Whole Building,Whole Building,45.0,236.8,239.6,122.5,125.7,15.1,0.7,,22649785.2,237770.1,16554842.3,4851946.2,4824992.0,2670.8,1203.0,1467.7,26131.8,81.66,Not found,2018-03-19T00:00:00.000,Not found,40.764308,-73.968796,108.0,4.0,11401.0,Upper East Side-Carnegie Hill,,,,,,,,,,,,
312,4389812,175 Varick,1005800065,1-00580-0065.,1009754,175 Varick Street,10014,Not found,Not found,Manhattan,Not found,174137,Office,"Bank Branch, Office",Office,170437.0,Bank Branch,3700.0,1927,1,100,Whole Building,Whole Building,99.0,109.3,114.5,43.6,46.3,9.3,0.0,,696.7,7.0,5342600.2,1565826.4,1622687.3,642.4,168.8,473.7,1714.8,9.85,Not found,2018-03-19T00:00:00.000,Not found,40.727392,-74.005517,102.0,3.0,37.0,SoHo-TriBeCa-Civic Center-Little Italy,,,,2241070.8,,,,,,,,
313,1557451,60 Broad Street,1000240001,1000240001,1000817,60 Broad Street,10004,Not found,Not found,Manhattan,Not found,1072213,Office,Office,Office,1072213.0,,,1962,1,90,Whole Building,Whole Building,81.0,189.6,191.6,84.3,85.5,13.4,,41499161.3,,,48838600.1,14313773.2,14385427.3,7085.5,0.0,7085.5,14044.5,13.1,Not found,2018-03-19T00:00:00.000,Not found,40.705351,-74.011502,101.0,1.0,9.0,Battery Park City-Lower Manhattan,,,,,,,,,,,,
314,5638534,625 Broadway,1005230046,1005230046,,625 Broadway,10012,Not found,Not found,Manhattan,Not found,93838,Office,Office,Office,93838.0,,,1896,1,100,Whole Building,Whole Building,71.0,185.3,188.2,80.7,83.5,14.1,0.4,,3051636.8,33143.5,4516448.3,1323695.1,1323695.1,562.5,162.1,400.4,3918.8,41.76,Not found,2018-03-19T00:00:00.000,Not found,40.726014,-73.996291,102.0,1.0,5501.0,West Village,,,,,,,,,,,,
315,2643357,Bronx Center for Rehab,2037320020,2-03732-0020,2023644,1010 Underhill Avenue,10472,Not found,Not found,Bronx,Not found,64600,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),64600.0,,,1950,1,100,Whole Building,Whole Building,100.0,382.1,,161.4,,,,,3857735.8,,6571546.6,1926009.9,,787.5,204.9,582.6,8782.2,135.95,Not found,2018-03-19T00:00:00.000,Not found,40.826578,-73.86131,209.0,18.0,44.0,Soundview-Bruckner,,,,,,,,,,,,
316,2643387,Fort Tryon Center,1021800570,1021800570,1064472,801 West 190th Street,10040,Not found,Not found,Manhattan,Not found,68787,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),68787.0,,,1950,1,100,Whole Building,Whole Building,100.0,284.5,,120.7,,,,,3112606.1,,5191152.6,1521439.6,,625.6,165.3,460.2,7573.5,110.1,Not found,2018-03-19T00:00:00.000,Not found,40.856936,-73.934952,112.0,10.0,281.0,Washington Heights North,,,,,,,,,,,,
317,2643416,Split Rock,2048940011,2-04894-0011,2065676,3525 Baychester Avenue,10466,Not found,Not found,Bronx,Not found,80844,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),80844.0,,,1950,1,100,Whole Building,Whole Building,100.0,151.5,,51.6,,,,,406733.3,,3763365.5,1102979.2,,355.3,21.6,333.7,5750.6,71.13,Not found,2018-03-19T00:00:00.000,Not found,40.881703,-73.838998,212.0,12.0,460.0,Eastchester-Edenwald-Baychester,,,,,,,,,,,,
318,5840461,Lucky Supply Inc.,4026560064,4-02656-0064,4059709,58-75 Queens Midtown Expressway,11378,Not found,Not found,Queens,Not found,75447,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,75447.0,,,1965,1,100,Whole Building,Whole Building,86.0,18.0,18.6,8.4,8.9,1.3,0.0,,296346.2,3361.2,334202.3,97949.1,97949.1,45.4,15.7,29.6,,,Not found,2018-03-20T00:00:00.000,Not found,40.728275,-73.907784,402.0,30.0,229.0,park-cemetery-etc-Queens,,,,,,,,,,,,
319,2689677,Hotel Wolcott,1008320049,1-00832-0049,1015792,4 West 31st St.,10001,Not found,Not found,Manhattan,Not found,90633,Hotel,Hotel,Hotel,90633.0,,,1904,1,100,Whole Building,,97.0,80.1,79.0,32.6,32.2,6.3,0.1,,965394.0,9653.9,1989928.0,583214.5,573548.2,227.7,51.3,176.4,17648.3,194.72,Not found,2018-03-20T00:00:00.000,Not found,40.746712,-73.986383,105.0,4.0,76.0,Midtown-Midtown South,,,,,,,,,,,,
320,5395762,434 Broadway,1002320001,1-00232-0001,1003025,434 Broadway,10013,Not found,Not found,Manhattan,Not found,58862,Office,Office,Office,58862.0,,,1910,1,65,Whole Building,,24.0,267.5,269.0,106.8,107.3,22.1,0.0,,87348.4,873.5,4408438.0,1292039.1,1300659.9,528.5,137.6,390.8,376.3,6.39,Not found,2018-03-20T00:00:00.000,Not found,40.720069,-74.001302,102.0,1.0,45.0,SoHo-TriBeCa-Civic Center-Little Italy,1791778.2,,,,,,,,,,,
321,5395762,434 Broadway,1002320001,1-00232-0001,1003025,434 Broadway,10013,Not found,Not found,Manhattan,Not found,58862,Office,Office,Office,58862.0,,,1910,1,65,Whole Building,,24.0,267.5,269.0,106.8,107.3,22.1,0.0,,87348.4,873.5,4408438.0,1292039.1,1300659.9,528.5,137.6,390.8,376.3,6.39,Not found,2018-03-20T00:00:00.000,Not found,40.720069,-74.001302,102.0,1.0,45.0,SoHo-TriBeCa-Civic Center-Little Italy,1791778.2,,,,,,,,,,,
322,5070253,345 West 14th Street Condominium,1007387504,1-00738-7504,1013007,345 West 14th Street,10014,Not found,Not found,Manhattan,Not found,70038,Multifamily Housing,Multifamily Housing,Multifamily Housing,70038.0,,,2013,1,100,Whole Building,,23.0,126.5,128.2,53.3,55.0,9.9,0.2,,1367886.7,14849.3,2363726.5,692768.5,692768.5,282.2,72.7,209.6,1104.4,15.77,Not found,2018-03-20T00:00:00.000,Not found,40.740372,-74.00397,104.0,3.0,83.0,Hudson Yards-Chelsea-Flatiron-Union Square,,,,,,,,,,,,
323,2812024,56-11 94TH STREET CO. LLC,4019020039,4019020039,4047078,56-11 94TH ST,11373,Not found,Not found,Queens,Not found,109020,Multifamily Housing,"Medical Office, Multifamily Housing",Multifamily Housing,108120.0,Medical Office,900.0,1964,1,100,Whole Building,Whole Building,,43.4,,19.6,,3.2,,,348700.0,,1203415.8,352701.0,352701.0,169.2,62.5,106.7,3604.1,33.06,Not found,2018-03-20T00:00:00.000,Not found,40.73675,-73.867758,404.0,25.0,683.0,Elmhurst,,,,584000.0,,,,,,,,
324,2813213,40-40 79th STREET,4014890018,4014890018,4036813,40-40 79TH ST,11373,Not found,Not found,Queens,Not found,176480,Multifamily Housing,Multifamily Housing,Multifamily Housing,176480.0,,,1956,1,100,Whole Building,Whole Building,99.0,62.4,,27.5,,4.7,0.1,,1447300.0,14578.7,2846365.5,834221.9,822357.7,370.2,117.8,252.4,14180.6,80.35,Not found,2018-03-20T00:00:00.000,Not found,40.746626,-73.886595,404.0,25.0,267.0,Elmhurst,552000.0,,,,,,,,,,,
325,2817258,461 Central Park West Co LLC,1018420029,1018420029,1055658,461 CENTRAL PARK WEST,10025,Not found,Not found,Manhattan,Not found,71216,Multifamily Housing,Multifamily Housing,Multifamily Housing,71216.0,,,1956,1,100,Whole Building,Whole Building,98.0,66.6,,31.6,,4.7,0.0,,191705.9,1915.0,1157009.2,339100.0,334239.8,180.6,78.0,102.6,2216.5,31.12,Not found,2018-03-20T00:00:00.000,Not found,40.798304,-73.959848,107.0,7.0,193.0,Morningside Heights,,,,,,,,,,900000.0,,
326,2817325,Richelieu Gardens,4012630015,4012630015,4029030,34-44 77th Street,11372,Not found,Not found,Queens,Not found,104000,Multifamily Housing,Multifamily Housing,Multifamily Housing,104000.0,,,1992,1,100,Whole Building,Whole Building,97.0,69.1,,26.3,,5.8,0.0,,242000.0,2420.0,2075089.7,608173.9,608173.9,227.6,43.6,184.0,8616.8,82.85,Not found,2018-03-20T00:00:00.000,Not found,40.752316,-73.889527,403.0,25.0,287.0,Jackson Heights,414000.0,,,,,,,,,,,
