record_number,nyc_borough_block_and_lot_bbl,co_reported_bbl_status,bbls_co_reported,reported_nyc_building_identification_numbers_bins,street_number,street_name,borough,zip_code,bbl_on_the_covered_buildings_list,dof_benchmarking_submission_status,site_eui_kbtu_ft2,weather_normalized_site_eui_kbtu_ft2,source_eui_kbtu_ft2,weather_normalized_source_eui_kbtu_ft2,municipally_supplied_potable_water_indoor_intensity_gal_ft,automatic_water_benchmarking_eligible,reported_water_method,energy_star_score,total_ghg_emissions_mtco2e,direct_ghg_emissions_mtco2e,indirect_ghg_emissions_mtco2e,reported_property_floor_area_building_s_ft,dof_property_floor_area_buildngs_and_parking_ft2,primary_property_type_self_selected,dof_number_of_buildings,latitude,longitude,community_board,council_district,census_tract,bin,nta
2734969.0,1010950035,,,1027122,653,  11 AVENUE         ,MANHATTAN,10036.0,Yes,In Compliance ,108.8,106.4,253.1,249,56.76,No,Manual,31,1190.2,345.2,845,153363,153363,Hotel,1,40.764317,-73.995784,4.0,3.0,129.0,1027122.0,Clinton                                                                    
2741228.0,1021390017,,,1063400,1050,RIVERSIDE DRIVE     ,MANHATTAN,10032.0,Yes,In Compliance ,253.4,246.9,426.7,419,Not Available,No,None,20,4573.1,0,4573.1,256013,213214,Office,1,40.842353,-73.94386800000001,12.0,10.0,255.0,1063400.0,Washington Heights South                                                   
3108893.0,1008020056,,,1015051,122,WEST   27 STREET    ,MANHATTAN,10001.0,Yes,In Compliance ,74.9,70.1,162.4,158.3,Not Available,No,None,78,698.5,302.6,395.9,117291,117291,Office,1,40.745782,-73.99184699999999,5.0,3.0,95.0,1015051.0,Midtown-Midtown South                                                      
3893138.0,1006970031,,,1012384,259,  10 AVENUE         ,MANHATTAN,10001.0,Yes,In Compliance ,82.2,80.7,187.7,186.4,11.17,Yes,Manual,39,1249.9,385.1,864.8,215000,214780,K-12 School,1,40.749065,-74.00318299999999,4.0,3.0,99.0,1012384.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
4495647.0,1001727501,,,1001866,374,BROADWAY            ,MANHATTAN,10013.0,Yes,In Compliance ,77.0,74.4,115.5,112.5,Not Available,No,None,79,557.6,390.4,167.2,121689,137500,Multifamily Housing,1,40.717849,-74.003182,1.0,1.0,31.0,1001866.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1273008.0,1007819002,,,1083026,2,PENN PLAZA          ,MANHATTAN,10001.0,Yes,In Compliance ,81.1,79.1,193.1,190.9,11.92,No,Manual,79,10263.2,0,10263.2,1654537,1560607,Office,1,40.750017,-73.991345,5.0,3.0,101.0,1083026.0,Midtown-Midtown South                                                      
1273025.0,1008690034,,,1017595,90,PARK AVENUE         ,MANHATTAN,10016.0,Yes,In Compliance ,118.2,116.8,269.6,267.9,26.51,No,Manual,55,7773.2,31.6,7741.6,870877,927829,Office,1,40.750504,-73.978865,6.0,4.0,82.0,1017595.0,Murray Hill-Kips Bay                                                       
1160897.0,4018600102,,,Not Available,    92-59,  59 AVENUE         ,QUEENS,11373.0,Yes,In Compliance ,63.1,62.6,179,178.9,Not Available,No,None,80,1013.5,99.5,914.1,204340,202383,Retail Store,1,,,,,,,
1172592.0,1013030033,,,1036228,776,   3 AVENUE         ,MANHATTAN,10017.0,Yes,In Compliance ,80.6,78.6,210.5,207.5,15.35,No,Manual,79,3056.8,104.1,2952.8,487501,490020,Financial Office,1,40.754669,-73.97161899999999,6.0,4.0,92.0,1036228.0,Turtle Bay-East Midtown                                                    
1273033.0,1010280029,,,1024895,888,   7 AVENUE         ,MANHATTAN,10019.0,Yes,In Compliance ,113.2,110.7,276.4,272.8,32.38,No,Manual,64,7389.9,1.1,7388.8,848010,866359,Office,1,40.765015000000005,-73.980416,5.0,4.0,137.0,1024895.0,Midtown-Midtown South                                                      
1273461.0,1012690041,,,1034532,680,   5 AVENUE         ,MANHATTAN,10019.0,Yes,In Compliance ,80.4,77.1,181.8,177.6,Not Available,No,None,77,1396.3,0,1396.3,230193,205020,Office,1,40.760703,-73.975634,5.0,4.0,104.0,1034532.0,Midtown-Midtown South                                                      
1274618.0,1005990064,,,1010379,375,HUDSON STREET       ,MANHATTAN,10014.0,Yes,In Compliance ,67.4,66.1,187.5,185.9,Not Available,No,None,81,5887.4,0,5887.4,1093934,907938,Office,1,40.728435,-74.00715100000001,2.0,3.0,37.0,1010379.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1180593.0,4093640010,,,4440535,    89-10,VAN WYCK EXPWY SR W ,QUEENS,11418.0,Yes,In Compliance ,46.3,Not Available,48.6,Not Available,1535.6,No,Manual,100,323.4,323.4,0,131610,484470,Hospital (General Medical & Surgical),2,,,,,,,
1192662.0,1012617501,,,1071414,1166,AVENUE OF THE AMER  ,MANHATTAN,10036.0,Yes,In Compliance ,115.1,114.9,228,227.3,Not Available,No,None,63,15118.2,0,15118.2,1797825,1529036,Office,1,40.757003999999995,-73.98252600000001,5.0,4.0,96.0,1071414.0,Midtown-Midtown South                                                      
1210636.0,1012870021,,,1035471,477,MADISON AVENUE      ,MANHATTAN,10022.0,Yes,In Compliance ,41.1,Not Available,103.2,Not Available,24.29,No,Manual,97,980,0,980,307384,262287,Office,1,40.758715,-73.974956,5.0,4.0,102.0,1035471.0,Midtown-Midtown South                                                      
1211581.0,1013090001,,,1036476,405,PARK AVENUE         ,MANHATTAN,10022.0,Yes,In Compliance ,77.1,Not Available,188.8,Not Available,Not Available,No,None,71,3499,0,3499,161427,136044,Office,1,40.759826000000004,-73.972036,5.0,4.0,100.0,1036476.0,Turtle Bay-East Midtown                                                    
1217055.0,1008547501,,,Not Available,11,MADISON AVENUE      ,MANHATTAN,10010.0,Yes,In Compliance ,77.7,76.2,203.6,201.9,21.96,No,Manual,90,15889.6,221.5,15668.1,2613986,1587500,Office,1,40.741617,-73.987449,5.0,2.0,56.0,1088910.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
1230053.0,1010277504,,,1086135;1024876,230,WEST   56 STREET    ,MANHATTAN,10019.0,Yes,In Compliance ,79.9,78.9,224.7,223.9,11.54,No,Manual,71,4074.9,432.9,3642,651851,200000,Office,1,40.765595000000005,-73.982325,5.0,3.0,137.0,1086135.0,Midtown-Midtown South                                                      
1230813.0,1014637501,,,1045575,411,EAST   68 STREET    ,MANHATTAN,10065.0,Yes,In Compliance ,511.9,503.3,1101.7,1095.2,Not Available,No,None,Not Available,28370,0,28370,743935,731550,Other,1,40.765039,-73.957363,8.0,5.0,116.0,1081239.0,Lenox Hill-Roosevelt Island                                                
1230818.0,1014610013,,,1045570,425,EAST   66 STREET    ,MANHATTAN,10065.0,Yes,In Compliance ,441.4,432.1,932.3,922.7,Not Available,No,None,Not Available,10736.4,0,10736.4,327993,228637,Laboratory,1,40.763695,-73.958053,8.0,5.0,116.0,1045570.0,Lenox Hill-Roosevelt Island                                                
2658551.0,1021340250,,,1063279,   156-08,RIVERSIDE DRIVE WEST,MANHATTAN,10032.0,Yes,In Compliance ,144.3,142.1,179.3,177,77.33,Yes,ABS,3,779.8,686.9,92.9,71287,71287,Multifamily Housing,1,,,,,,,
1423084.0,1012950023,,,1036147,355,LEXINGTON AVENUE    ,MANHATTAN,10017.0,Yes,In Compliance ,61.9,59.4,159.7,157.1,4.56,No,Manual,88,1239.1,0,1239.1,256272,225000,Office,1,40.750245,-73.97690899999999,6.0,4.0,80.0,1036147.0,Murray Hill-Kips Bay                                                       
1423089.0,1000390012,,,1000880,110,MAIDEN LANE         ,MANHATTAN,10005.0,Yes,In Compliance ,121.7,118.8,257.7,252.9,14.67,No,Manual,57,9435.6,0,9435.6,1045088,1075808,Office,1,40.7066,-74.006633,1.0,1.0,7.0,1000880.0,Battery Park City-Lower Manhattan                                          
1423319.0,1013090023,,,1036482,641,LEXINGTON AVENUE    ,MANHATTAN,10022.0,Yes,In Compliance ,114.5,112,231.5,228.1,12.79,No,Manual,61,3611.1,0,3611.1,429866,426775,Office,1,40.759029999999996,-73.970321,6.0,4.0,100.0,1036482.0,Turtle Bay-East Midtown                                                    
1423551.0,1013050013,,,1036451,560,LEXINGTON AVENUE    ,MANHATTAN,10022.0,Yes,In Compliance ,66.4,63.9,181.1,177.6,13.58,No,Manual,82,1733.9,0,1733.9,328910,345743,Office,1,40.756651,-73.972264,5.0,4.0,100.0,1036451.0,Turtle Bay-East Midtown                                                    
1423560.0,1000250001,,,1000821,55,BROAD STREET        ,MANHATTAN,10004.0,Yes,In Compliance ,106.6,104.6,246.8,243.8,21.34,No,Manual,65,3319.8,0,3319.8,410295,406025,Office,1,40.705189000000004,-74.011505,1.0,1.0,9.0,1000821.0,Battery Park City-Lower Manhattan                                          
1423569.0,1000100023,,,1000027,1,WHITEHALL STREET    ,MANHATTAN,10004.0,Yes,In Compliance ,106.8,103.9,223.3,219.9,11.19,No,Manual,67,2606.4,0,2606.4,329991,321994,Office,1,40.703973,-74.013164,1.0,1.0,9.0,1000027.0,Battery Park City-Lower Manhattan                                          
1426392.0,1013250001,,,1038464,845,   3 AVENUE         ,MANHATTAN,10022.0,Yes,In Compliance ,106.4,104.2,223.8,221.1,11.62,No,Manual,68,2698.7,0,2698.7,342387,321452,Office,1,40.756688,-73.970128,6.0,4.0,98.0,1038464.0,Turtle Bay-East Midtown                                                    
1426421.0,1000090029,,,1000021,24,WHITEHALL STREET    ,MANHATTAN,10004.0,Yes,In Compliance ,136.2,133.5,281,277.8,9.92,No,Manual,46,8637.6,0,8637.6,859807,896956,Office,1,40.703446,-74.013092,1.0,1.0,9.0,1000021.0,Battery Park City-Lower Manhattan                                          
1426638.0,1012870028,,,1076267,41,EAST   51 STREET    ,MANHATTAN,10022.0,Yes,In Compliance ,110.3,108.4,311.3,309,18.31,No,Manual,82,3264.6,62.2,3202.3,370441,360000,Office,1,40.758323,-73.974722,5.0,4.0,102.0,1076267.0,Midtown-Midtown South                                                      
1429866.0,1007860001,,,1083624,520,   8 AVENUE         ,MANHATTAN,10018.0,Yes,In Compliance ,76.0,71.9,179.3,174.6,23.93,No,Manual,80,4711.5,1475.8,3235.7,814025,754487,Office,1,40.753612,-73.992417,5.0,3.0,109.0,1083624.0,Midtown-Midtown South                                                      
1439342.0,1000477501,,,1001026,120,BROADWAY            ,MANHATTAN,10005.0,Yes,In Compliance ,66.2,63.4,171.4,167.8,11.78,No,Manual,88,9874.1,110.9,9763.2,1910503,1736513,Office,1,40.708546000000005,-74.011041,1.0,1.0,7.0,1001026.0,Battery Park City-Lower Manhattan                                          
1439901.0,1012780069,,,1035365,529,   5 AVENUE         ,MANHATTAN,10017.0,Yes,In Compliance ,85.3,82.9,230.4,228,Not Available,No,None,76,1682.7,0,1682.7,249187,271266,Office,1,40.754467,-73.979455,5.0,4.0,94.0,1035365.0,Midtown-Midtown South                                                      
1439975.0,1012930014,,,1086164,19,EAST   57 STREET    ,MANHATTAN,10022.0,Yes,In Compliance ,109.8,107.2,291.2,288,Not Available,No,None,44,871,0,871,100684,99381,Office,1,40.762621,-73.973128,5.0,4.0,11202.0,1086164.0,Midtown-Midtown South                                                      
1847014.0,1010287501,,,1070014,235,WEST   56 STREET    ,MANHATTAN,10019.0,Yes,In Compliance ,51265.0,48382.1,61749.8,58282,Not Available,No,None,1,2097196.5,75.5,2097121,616000,729506,Multifamily Housing,1,40.765611,-73.982322,5.0,3.0,137.0,1070014.0,Midtown-Midtown South                                                      
1856803.0,1012590001,,,1034202,1120,AVENUE OF THE AMER  ,MANHATTAN,10036.0,Yes,In Compliance ,79.5,Not Available,169.3,Not Available,Not Available,No,None,83,3682,1.2,3680.8,623044,615000,Office,1,40.755651,-73.98351600000001,5.0,4.0,96.0,1034202.0,Midtown-Midtown South                                                      
2371576.0,1008820003,,,1018123,369,PARK AVENUE SOUTH   ,MANHATTAN,10016.0,Yes,In Compliance ,167.5,164.1,310.7,307.9,Not Available,Yes,None,25,1285.1,716.7,568.4,104232,89311,Office,1,40.742295,-73.984814,5.0,2.0,68.0,1018123.0,Gramercy                                                                   
2379262.0,1005980058,,,1010378,341,HUDSON STREET       ,MANHATTAN,10014.0,Yes,In Compliance ,97.8,96,247,245.2,Not Available,No,None,71,6714,1495.1,5219,909266,797477,Office,1,40.727439000000004,-74.007313,2.0,3.0,37.0,1010378.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1501971.0,1012710038,,,1077363,712,   5 AVENUE         ,MANHATTAN,10019.0,Yes,In Compliance ,68.6,67.3,178.8,177.4,12.58,No,Manual,80,3092.2,0,3092.2,574857,520796,Office,1,40.762495,-73.975193,5.0,4.0,104.0,1077363.0,Midtown-Midtown South                                                      
1231058.0,1012890014,,,1035727,512,MADISON AVENUE      ,MANHATTAN,10022.0,Yes,In Compliance ,84.3,Not Available,229.8,Not Available,12.98,No,Manual,74,6846.1,142.1,6704.1,1027741,916586,Financial Office,1,40.759838,-73.974165,5.0,4.0,102.0,,Midtown-Midtown South                                                      
1261446.0,1000627501,,,1001068,1,LIBERTY PLAZA       ,MANHATTAN,10006.0,Yes,In Compliance ,107.6,106.1,261.3,259.4,15.24,No,Manual,84,19360.4,91.4,19269,2342856,2139035,Office,1,40.70943,-74.01110200000001,1.0,1.0,13.0,1001068.0,Battery Park City-Lower Manhattan                                          
1261447.0,1010497501,,,1026318,35,COLUMBUS CIRCLE     ,MANHATTAN,10019.0,Yes,In Compliance ,154.9,Not Available,362.9,Not Available,Not Available,No,None,Not Available,31804.9,1406,30398.8,2722590,2797249,Office,1,40.768351,-73.982206,4.0,3.0,145.0,1026318.0,Lincoln Square                                                             
1261451.0,1000047501,,,1000005,1,WATER STREET        ,MANHATTAN,10004.0,Yes,In Compliance ,149.0,149,358.8,358.8,18.99,No,Manual,61,28473.3,0.1,28473.2,2428325,2542563,Office,1,40.702444,-74.012742,1.0,1.0,9.0,1000005.0,Battery Park City-Lower Manhattan                                          
1261456.0,1013010001,,,1036205,245,PARK AVENUE         ,MANHATTAN,10017.0,Yes,In Compliance ,117.5,115.2,273.9,271.1,15.78,No,Manual,77,14211,59.9,14151.1,1592125,1586886,Office,1,40.754826,-73.97568299999999,5.0,4.0,92.0,1036205.0,Turtle Bay-East Midtown                                                    
1151970.0,1009960029,,,1080824,1133,AVENUE OF THE AMER  ,MANHATTAN,10036.0,Yes,In Compliance ,110.8,108.7,243.8,241.2,Not Available,No,None,76,8112.3,0,8112.3,977035,1039529,Office,2,40.755942,-73.983324,5.0,4.0,119.0,1080824.0,Midtown-Midtown South                                                      
1261461.0,1012760058,,,1085972,300,MADISON AVENUE      ,MANHATTAN,10017.0,Yes,In Compliance ,124.9,122.9,329.9,328.1,1.86,No,Manual,79,10512.8,42.6,10470.1,1071012,1142417,Office,1,40.752235999999996,-73.979712,5.0,4.0,82.0,1085972.0,Murray Hill-Kips Bay                                                       
1261466.0,1000160120,,,1000057,200,LIBERTY STREET      ,MANHATTAN,10281.0,Yes,In Compliance ,113.6,112.6,230.9,229.5,Not Available,No,None,79,14138.4,25.8,14112.6,1485610,1501878,Office,1,40.711425,-74.01544200000001,1.0,1.0,31704.0,1000057.0,Battery Park City-Lower Manhattan                                          
1261470.0,1000160125,,,1000058,225,LIBERTY STREET      ,MANHATTAN,10280.0,Yes,In Compliance ,93.0,91.6,191.3,189.6,8.54,No,Manual,75,14211.1,0,14211.1,2158767,2267925,Office,1,40.711537,-74.01567299999999,1.0,1.0,31703.0,1000058.0,Battery Park City-Lower Manhattan                                          
1160595.0,5024000210,,,Not Available,140,MARSH AVENUE        ,STATEN ISLAND       ,10314.0,Yes,In Compliance ,53.2,52.4,150.2,149.3,Not Available,No,None,76,747.7,77.4,670.3,179200,179200,Retail Store,1,40.580505,-74.163098,2.0,51.0,27702.0,5127910.0,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   
1160893.0,2051410003,,,Not Available,100,BAYCHESTER AVENUE   ,BRONX               ,10475.0,Yes,In Compliance ,56.9,55.8,157.3,156.2,Not Available,No,None,85,734,90,644,166320,170513,Retail Store,1,40.86455,-73.82977,10.0,12.0,46201.0,2087397.0,Co-op City                                                                 
1261475.0,1000160150,,,1000060,250,VESEY STREET        ,MANHATTAN,10281.0,Yes,In Compliance ,10.4,9,171.3,170.8,15.02,No,Manual,80,6100.2,0,6100.2,1981198,2084079,Office,1,40.714529,-74.015677,1.0,1.0,31703.0,1000060.0,Battery Park City-Lower Manhattan                                          
1272226.0,1007830070,,,1014387,206,WEST   34 STREET    ,MANHATTAN,10001.0,Yes,In Compliance ,165.1,164.4,264.3,263.7,30.39,No,Manual,59,26439.2,9823.6,16615.6,2486762,2689635,Office,4,40.751148,-73.991013,5.0,3.0,101.0,1014387.0,Midtown-Midtown South                                                      
7365.0,1009970029,,,1022631,1155,AVENUE OF THE AMER  ,MANHATTAN,10036.0,Yes,In Compliance ,54.0,54.2,166.1,166.8,Not Available,No,None,90,3054.3,0,3054.3,686902,734668,Office,1,40.756631,-73.982826,5.0,4.0,119.0,1022631.0,Midtown-Midtown South                                                      
8139.0,1013150001,,,1037545,655,   3 AVENUE         ,MANHATTAN,10017.0,Yes,In Compliance ,85.3,83.4,186.8,184.1,Not Available,No,None,86,2453.3,0,2453.3,384432,380000,Office,1,40.750569,-73.974577,6.0,4.0,88.0,1037545.0,Turtle Bay-East Midtown                                                    
8604.0,1009990019,,,1022667,114,WEST   47 STREET    ,MANHATTAN,10036.0,Yes,In Compliance ,67.1,63.2,164.6,159.4,Not Available,No,None,84,2961.2,0,2961.2,572369,565000,Financial Office,1,40.758309999999994,-73.982504,5.0,4.0,125.0,1022667.0,Midtown-Midtown South                                                      
8841.0,1013190047,,,1037596,733,   3 AVENUE         ,MANHATTAN,10017.0,Yes,In Compliance ,100.6,96.6,220.7,215,Not Available,No,None,75,2731.4,0,2731.4,362578,405399,Office,1,40.753074,-73.972753,6.0,4.0,90.0,1037596.0,Turtle Bay-East Midtown                                                    
11809.0,1009950005,,,1085682,1472,BROADWAY            ,MANHATTAN,10036.0,Yes,In Compliance ,114.7,113.6,287,285.8,Not Available,No,None,61,13661.8,2557.4,11104.4,1601977,1642675,Office,1,40.755918,-73.986349,5.0,4.0,119.0,1085682.0,Midtown-Midtown South                                                      
13286.0,1013160001,,,1037549; 1037550,675,   3 AVENUE         ,MANHATTAN,10017.0,Yes,In Compliance ,97.7,95.2,204.3,201.5,Not Available,No,None,66,5436,0,5436,752426,289356,Office,1,40.750791,-73.973963,6.0,4.0,88.0,1037549.0,Turtle Bay-East Midtown                                                    
1025339.0,1012980023,,,1036162,425,LEXINGTON AVENUE    ,MANHATTAN,10017.0,Yes,In Compliance ,85.3,82.7,225.9,221.5,27.06,No,Manual,72,4982.7,56.2,4926.5,743915,627691,Office,1,40.752424,-73.97532,6.0,4.0,92.0,1036162.0,Turtle Bay-East Midtown                                                    
1045358.0,1012860035,,,1035464,320,PARK AVENUE         ,MANHATTAN,10022.0,Yes,In Compliance ,93.0,91.3,248.2,245.5,Not Available,No,None,79,5298.3,0,5298.3,721979,656436,Financial Office,1,40.75745,-73.973798,5.0,4.0,102.0,1035464.0,Midtown-Midtown South                                                      
1052478.0,1000480001,,,1001027,140,BROADWAY            ,MANHATTAN,10005.0,Yes,In Compliance ,132.9,129,269.1,264.5,0,No,Manual,68,12402.5,26.5,12375.9,1272119,1141266,Office,1,40.709043,-74.010626,1.0,1.0,7.0,1001027.0,Battery Park City-Lower Manhattan                                          
1069082.0,1008560024,,,1016880,380,PARK AVENUE SOUTH   ,MANHATTAN,10010.0,Yes,In Compliance ,100.6,96.7,215.7,211.3,Not Available,No,None,78,11334.2,0,11334.2,1513807,1159795,Office,1,40.742534,-73.984666,5.0,2.0,56.0,,Hudson Yards-Chelsea-Flatiron-Union Square                                 
1143922.0,1000350010,,,1000868,111,WALL STREET         ,MANHATTAN,10005.0,Yes,In Compliance ,66.1,63.6,176.5,173.4,11.69,No,Manual,Not Available,4675.5,87.2,4588.3,893647,990250,Office,1,40.704553000000004,-74.006636,1.0,1.0,7.0,1000868.0,Battery Park City-Lower Manhattan                                          
1143934.0,1001860001,,,1082816,107,NORTH MOORE STREET  ,MANHATTAN,10013.0,Yes,In Compliance ,78.8,78.8,202.6,202.6,17.34,No,Manual,78,11474.5,131.3,11343.2,1869756,1594289,Office,1,40.720279999999995,-74.011696,1.0,1.0,39.0,1082816.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1276621.0,1013137501,,,1086160;1037168;1037169;1037171,151,EAST   58 STREET    ,MANHATTAN,10022.0,Yes,In Compliance ,142.7,141,396.6,395,28.13,No,Manual,40,16669.8,152,16517.9,1466016,1402032,Office,2,40.761390000000006,-73.968118,6.0,4.0,11203.0,1086160.0,Turtle Bay-East Midtown                                                    
1296055.0,3064910011,,,Not Available,1608,SHORE PARKWAY       ,BROOKLYN            ,11214.0,Yes,In Compliance ,65.6,64,168.4,166,0.03,No,Manual,68,656.7,128.5,528.2,133882,285471,Retail Store,7,40.595621,-74.00009,11.0,43.0,294.0,3336456.0,Bensonhurst West                                                           
1296056.0,5012500090,,,Not Available,2161,FOREST AVENUE       ,STATEN ISLAND       ,10303.0,Yes,In Compliance ,43.4,43,125.4,125,5.57,No,Manual,82,322.8,8.9,314,91047,91100,Retail Store,1,40.626612,-74.16121899999999,1.0,49.0,31901.0,,Mariner's Harbor-Arlington-Port Ivory-Graniteville                         
1313050.0,1012930035,,,1036067,460,PARK AVENUE         ,MANHATTAN,10022.0,Yes,In Compliance ,82.6,79.2,192.4,187.8,Not Available,No,None,75,2138.3,0,2138.3,340574,254185,Office,1,40.761783,-73.970638,5.0,4.0,11202.0,1036067.0,Midtown-Midtown South                                                      
1324953.0,1013140015,,,1087632,222,EAST   41 STREET    ,MANHATTAN,10017.0,Yes,In Compliance ,73.5,71.7,196.8,194.2,12.81,No,Manual,83,2233.7,0,2233.7,384607,390973,Office,1,40.749621999999995,-73.97381899999999,6.0,4.0,88.0,1087632.0,Turtle Bay-East Midtown                                                    
