record_number,nyc_borough_block_and_lot_bbl,co_reported_bbl_status,bbls_co_reported,reported_nyc_building_identification_numbers_bins,street_number,street_name,borough,zip_code,bbl_on_the_covered_buildings_list,dof_benchmarking_submission_status,site_eui_kbtu_ft2,weather_normalized_site_eui_kbtu_ft2,source_eui_kbtu_ft2,weather_normalized_source_eui_kbtu_ft2,municipally_supplied_potable_water_indoor_intensity_gal_ft,automatic_water_benchmarking_eligible,reported_water_method,energy_star_score,total_ghg_emissions_mtco2e,direct_ghg_emissions_mtco2e,indirect_ghg_emissions_mtco2e,reported_property_floor_area_building_s_ft,dof_property_floor_area_buildngs_and_parking_ft2,primary_property_type_self_selected,dof_number_of_buildings,latitude,longitude,community_board,council_district,census_tract,bin,nta
2830985.0,4160830037,,,4303321,71,BEACH 70 STREET     ,QUEENS,11692.0,Yes,In Compliance ,115.1,Not Available,146,Not Available,Not Available,No,None,20,2362.9,2026.1,336.8,312100,155000,Multifamily Housing,1,,,,,,,
2858535.0,4002520018,,,4003447,    32-36,  47 AVENUE         ,QUEENS,11101.0,Yes,In Compliance ,14.8,12,18.6,15.5,0.05,Yes,ABS,100,434.6,379.8,54.8,390400,184400,Office,1,,,,,,,
2804445.0,3009747504,,,3392416,302,2 AVENUE            ,BROOKLYN            ,11215.0,Yes,In Compliance ,102.3,101.9,188.8,187.6,52.15,No,Manual,9,387,197.4,189.6,58676,58506,Multifamily Housing,1,,,,,,,
2805372.0,4032937501,,,4308252,110,73 ROAD             ,QUEENS,11375.0,Yes,In Compliance ,44.6,42.9,63.9,62,39.6,Yes,ABS,Not Available,289.9,214.9,75,110880,100800,Multifamily Housing,1,,,,,,,
2664866.0,4000540006,,,4000460,    11-36,  45 ROAD           ,QUEENS,11101.0,Yes,In Compliance ,25.8,24.7,64,62.8,6.03,Yes,ABS,95,107.7,24.8,83,56777,56000,Worship Facility,1,,,,,,,
2669439.0,4096490053,,,4206516,    85-02,MANTON STREET       ,QUEENS,11435.0,Yes,In Compliance ,89.5,87,121.7,118.8,81.53,Yes,ABS,Not Available,448.2,352.5,95.6,87020,92000,Multifamily Housing,1,,,,,,,
2726160.0,4030780103,,,4072035,    93-40,QUEENS BOULEVARD    ,QUEENS,11374.0,Yes,In Compliance ,97.2,93,128,123.6,Not Available,Yes,None,57,317,258,59,57288,52080,Multifamily Housing,1,,,,,,,
2726090.0,4008460042,,,4017708,    21-24,  31 STREET         ,QUEENS,11105.0,Yes,In Compliance ,105.2,100,140.3,135,Not Available,No,None,50,696.8,580.7,116,88000,87376,Multifamily Housing,1,,,,,,,
2794380.0,4030790100,,,4072064;4832088,    62-98,SAUNDERS STREET     ,QUEENS,11374.0,Yes,In Compliance ,74.6,71.3,101.1,97.5,49.13,Yes,ABS,78,385.9,304.8,81.1,89971,84018,Multifamily Housing,1,,,,,,,
2809067.0,4031610001,,,Not Available,    66-22,FLEET STREET        ,QUEENS,11375.0,Yes,In Compliance ,88.9,85.8,125,121.7,60.79,Yes,Manual,43,583.7,442.1,141.6,112800,112800,Multifamily Housing,1,,,,,,,
2814689.0,4043620024,,,4464064,    30-56,WHITESTONE EP SR W  ,QUEENS,11357.0,Yes,In Compliance ,30.3,29.4,80.2,79.5,Not Available,No,None,93,128.8,21.3,107.5,56000,57834,Office,1,,,,,,,
2817011.0,2032520209,,,2015473,80,GOUVERNEUR AVENUE   ,BRONX               ,10463.0,Yes,In Compliance ,126.9,123.2,176.5,172.2,Not Available,Yes,None,5,1382.6,1070.5,312.1,179531,197406,Multifamily Housing,1,,,,,,,
2897082.0,4001940007,,,4002593,    45-41,  39 PLACE          ,QUEENS,11104.0,Yes,In Compliance ,94.4,94.4,121.2,121.2,Not Available,Yes,None,48,383.6,320.5,63.1,72000,72000,Multifamily Housing,1,,,,,,,
3118087.0,4026110104,,,4445984,    47-10,GRAND AVENUE        ,QUEENS,11378.0,Yes,In Compliance ,0.9,0.9,2.8,2.8,Not Available,No,None,100,6,0,6,80000,79000,Non-Refrigerated Warehouse,1,,,,,,,
4039211.0,4031670028,,,4075055,    67-76,BOOTH STREET        ,QUEENS,11375.0,Yes,In Compliance ,117.2,112.7,165.1,160.4,Not Available,No,None,9,767.3,579.7,187.7,112460,145112,Multifamily Housing,1,,,,,,,
4040465.0,4012680013,,,4029197,    34-24,  82 STREET         ,QUEENS,11372.0,Yes,In Compliance ,15.5,15.6,48.8,49.1,39.15,Yes,ABS,Not Available,129.1,0,129.1,100177,97260,Multifamily Housing,1,,,,,,,
4352693.0,4041480080,,,4099030,    17-20,WHITESTONE EP SR W  ,QUEENS,11357.0,Yes,In Compliance ,47.8,46.3,136.2,134.1,Not Available,Yes,None,70,237.6,22.3,215.4,63110,62545,Office,1,,,,,,,
4410434.0,4051230061,,,4115413,    42-60,MAIN STREET         ,QUEENS,11355.0,Yes,In Compliance ,83.5,79.8,115.3,111.5,64,Yes,ABS,Not Available,868.1,670.8,197.3,179824,166600,Multifamily Housing,1,,,,,,,
4412512.0,4097110075,,,4207707,   139-79,  85 DRIVE          ,QUEENS,11435.0,Yes,In Compliance ,56.6,56.5,108.9,108.5,141.71,Yes,ABS,74,546.5,295.8,250.7,124600,114780,Multifamily Housing,1,,,,,,,
3115691.0,4012490018,,,4431303,    33-24,  77 STREET         ,QUEENS,11372.0,Yes,In Compliance ,73.8,Not Available,84.8,Not Available,106.37,Yes,ABS,98,767,711.6,55.3,190666,176000,Multifamily Housing,4,,,,,,,
3328352.0,4014697501,,,4534372,    35-38,JUNCTION BOULEVARD  ,QUEENS,11368.0,Yes,In Compliance ,49.9,48.1,85.7,83.3,Not Available,No,None,93,217.6,125.7,91.9,69605,65816,Multifamily Housing,1,,,,,,,
3523308.0,4005790087,,,4007123,    31-74,  29 STREET         ,QUEENS,11106.0,Yes,In Compliance ,79.6,75.5,106.9,102.6,30.37,Yes,ABS,81,428.5,341.4,87.1,93964,85422,Multifamily Housing,1,,,,,,,
3788161.0,4016320009,,,4040804,   100-30,DITMARS BOULEVARD   ,QUEENS,11369.0,Yes,In Compliance ,117.0,113.8,205.3,202.4,71.74,Yes,ABS,71,491.1,273.7,217.5,66462,66462,Senior Care Community,1,,,,,,,
4030193.0,4098200038,,,4210117,   168-36,  88 AVENUE         ,QUEENS,11432.0,Yes,In Compliance ,122.0,120.2,135.7,133.8,77.28,No,Manual,67,385,366,19,50977,50976,Multifamily Housing,1,,,,,,,
4043176.0,4067977503,,,4147000,   158-13,  72 AVENUE         ,QUEENS,11365.0,Yes,In Compliance ,134.8,131.1,212,208.5,Not Available,Yes,None,6,605.5,398.1,207.4,74178,83763,Multifamily Housing,1,,,,,,,
4364291.0,4096640001,,,4206531,   137-02,  83 AVENUE         ,QUEENS,11435.0,Yes,In Compliance ,62.3,60.9,76.6,75.1,Not Available,No,None,81,621.2,542.1,79.1,179024,179024,K-12 School,1,,,,,,,
4397965.0,4097550006,,,4208829,    89-11, 153 STREET         ,QUEENS,11432.0,Yes,In Compliance ,75.8,74.4,110.6,108.9,Not Available,No,None,95,419.9,304.4,115.6,94000,93480,Multifamily Housing,1,,,,,,,
4397966.0,4098140116,,,4210060,    87-84, 165 STREET         ,QUEENS,11432.0,Yes,In Compliance ,93.6,92,126.3,124.7,Not Available,No,None,84,322.3,255.5,66.8,60000,59470,Multifamily Housing,1,,,,,,,
2689283.0,4019180114,,,4047337,    96-05,HORACE HARDING EXPRE,QUEENS,11368.0,Yes,In Compliance ,67.9,68.2,211.2,212.1,Not Available,No,None,70,1461.4,17.9,1443.5,259938,263927,Office,1,,,,,,,
2789660.0,4018377501,,,4045238,    88-30,  51 AVENUE         ,QUEENS,11373.0,Yes,In Compliance ,111.6,108.5,146.5,142.8,Not Available,No,None,47,414,338.5,75.5,64528,77106,Multifamily Housing,1,,,,,,,
2831128.0,2023900024,,,2091182;2091183,1285,       WASHINGTON ST,BRONX               ,,Yes,In Compliance ,7.8,Not Available,8.2,Not Available,Not Available,No,None,100,80.9,80.9,0,194550,174480,Multifamily Housing,2,,,,,,,
3762090.0,4118860001,,,Not Available,   148-18, 134 STREET         ,QUEENS,11430.0,Yes,In Compliance ,83.5,82.2,178,175.1,58.83,No,Manual,72,482.3,179.9,302.4,84280,75838,Hotel,1,,,,,,,
2704882.0,4050200001,,,4113585,   142-05,ROOSEVELT AVENUE    ,QUEENS,11354.0,Yes,In Compliance ,103.3,97.5,150.6,144.6,84.47,Yes,ABS,Not Available,1250,943.1,306.9,175676,276203,Multifamily Housing,1,,,,,,,
2710657.0,4050227502,,,4446657,   143-51,ROOSEVELT AVENUE    ,QUEENS,11354.0,Yes,In Compliance ,81.9,81.9,156.9,156.9,Not Available,No,None,13,482.4,229.4,253,89960,132930,Multifamily Housing,2,,,,,,,
2726132.0,4023740160,,,4054759,    53-00,  65 PLACE          ,QUEENS,11378.0,Yes,In Compliance ,119.9,115.9,180.8,176.5,81.5,Yes,ABS,4,388.1,272.5,115.7,52800,52800,Multifamily Housing,1,,,,,,,
2721425.0,4065270052,,,4141901,   144-75,MELBOURNE AVENUE    ,QUEENS,11367.0,Yes,In Compliance ,97.9,97.9,139.8,139.8,49.1,Yes,ABS,55,659.6,490.3,169.3,115181,115212,Multifamily Housing,1,,,,,,,
2731801.0,2029910034,,,2010685,1788,HOE AVENUE          ,BRONX               ,10460.0,Yes,In Compliance ,813.2,803.3,1055,1044.5,Not Available,No,None,1,3191.1,2639.9,551.2,68952,58962,Hospital (General Medical & Surgical),1,,,,,,,
3481990.0,4004140041,,,4534978,    41-34,CRESCENT STREET     ,QUEENS,11101.0,Yes,In Compliance ,64.4,64.4,202.3,202.3,Not Available,No,None,20,470.1,0,470.1,88000,80000,Multifamily Housing,1,,,,,,,
2739194.0,4014970023,,,4037029,    41-50,  78 STREET         ,QUEENS,11373.0,Yes,In Compliance ,32.2,32.1,66.5,66.4,127.52,Yes,ABS,100,369.1,172.5,196.6,148956,148956,Multifamily Housing,1,,,,,,,
3089758.0,4017040172,,,4430230,   110-14,ASTORIA BOULEVARD   ,QUEENS,11369.0,Yes,In Compliance ,100.5,93.8,161.8,154.8,50.84,Yes,ABS,21,568.5,367.2,201.3,89580,75201,Multifamily Housing,1,,,,,,,
3116207.0,4015810001,,,4039447,    83-45,BROADWAY            ,QUEENS,11373.0,Yes,In Compliance ,103.9,103.8,137,136.8,Not Available,No,None,Not Available,1497,1259,238,191910,179494,Multifamily Housing,1,,,,,,,
3447066.0,4005850035,,,4007357,    34-20,  30 STREET         ,QUEENS,11106.0,Yes,In Compliance ,98.8,94.8,139.5,135.5,71.04,Yes,ABS,40,420.6,316.9,103.8,73080,62640,Multifamily Housing,1,,,,,,,
3895781.0,4033580018,,,4080152,   120-46,QUEENS BOULEVARD    ,QUEENS,11415.0,Yes,In Compliance ,82.2,81.3,210.2,210.1,Not Available,No,None,57,349.5,69.2,280.3,57000,57000,Office,1,,,,,,,
4382978.0,4033400044,,,4079815,   111-23,  76 ROAD           ,QUEENS,11375.0,Yes,In Compliance ,88.2,88.2,96.6,96.6,49,No,Manual,69,308.3,298,10.2,65000,52182,Multifamily Housing,1,,,,,,,
4401932.0,1010037501,,,1022710,76179,7 AVENUE            ,MANHATTAN,10019.0,Yes,In Compliance ,160.6,158.4,306.3,304.7,Not Available,No,None,Not Available,5179.8,2688.6,2491.1,450162,526729,Multifamily Housing,1,,,,,,,
4403943.0,4099500057,,,4213185,   183-11,HILLSIDE AVENUE     ,QUEENS,11432.0,Yes,In Compliance ,123.0,116.9,165.6,159.5,0,No,Manual,8,1001,808.3,192.7,128148,128148,Multifamily Housing,1,,,,,,,
3429407.0,1008397501,,,1081017,,                    ,MANHATTAN,,Yes,In Compliance ,75.9,74.4,206.7,205.1,Not Available,No,None,74,3669.6,0,3669.6,609179,614127,Office,1,,,,,,,
2587400.0,1020010001,,,1059941,2351,JOE DIMAGGIO HIGHWAY,MANHATTAN,10031.0,Yes,In Compliance ,45.1,41.7,80.4,76.8,Not Available,Yes,None,Not Available,242.7,131.9,110.8,84596,80742,Self-Storage Facility,1,,,,,,,
2640584.0,4071170003,,,4444025,   188-02,  64 AVENUE         ,QUEENS,11365.0,Yes,In Compliance ,146.9,146.4,201.4,200.1,Not Available,No,None,2,406.8,316.8,89.9,48000,1228778,Multifamily Housing,23,,,,,,,
1454910.0,1013049001,,,1084771,301,PARK AVENUE         ,MANHATTAN,10022.0,Yes,In Compliance ,141.2,138.3,273.2,270.4,80.03,No,Manual,23,16329.8,386,15943.8,1600000,1681000,Hotel,1,40.756648,-73.974358,5.0,4.0,100.0,1084771.0,Turtle Bay-East Midtown                                                    
4409209.0,4001310004,,,4000969,    50-05,  43 AVENUE         ,QUEENS,11377.0,Yes,In Compliance ,124.3,117.8,150.2,143.7,48.46,Yes,ABS,21,705,633.3,71.7,75075,64350,Multifamily Housing,1,,,,,,,
2640585.0,4071170006,,,4440205,   194-05,  67 AVENUE         ,QUEENS,11365.0,Yes,In Compliance ,305.5,304,419,414.3,Not Available,No,None,1,282,219.7,62.3,16000,410788,Multifamily Housing,27,,,,,,,
2667225.0,4005760036,,,4006916,    27-10,  30 AVENUE         ,QUEENS,11102.0,Yes,In Compliance ,112.0,107.3,159,154.4,103.13,Yes,ABS,36,302,226.1,75.9,46175,50850,Multifamily Housing,1,,,,,,,
2535105.0,4001430001,,,4001351,    47-00,NORTHERN BOULEVARD  ,QUEENS,11101.0,Yes,In Compliance ,68.7,67.3,159.2,158.3,Not Available,Yes,None,22,616.9,181.2,435.7,126125,126125,Distribution Center,1,,,,,,,
1454367.0,1012860021,,,1035462,455,MADISON AVENUE      ,MANHATTAN,10022.0,Yes,In Compliance ,141.3,139.2,218.2,216.3,225.56,No,Manual,45,10815,4150.2,6664.8,1200000,815240,Hotel,1,40.758114,-73.97539300000001,5.0,4.0,102.0,1035462.0,Midtown-Midtown South                                                      
2643987.0,4020820107,,,4050412,    61-15,  97 STREET         ,QUEENS,11374.0,Yes,In Compliance ,151.1,141.8,204.6,194.5,Not Available,No,None,80,1128.2,891.2,237,129990,395000,Multifamily Housing,1,,,,,,,
2729928.0,4099540066,,,4213294,   185-01,HILLSIDE AVENUE     ,QUEENS,11432.0,Yes,In Compliance ,82.8,80.5,119.1,116.4,Not Available,Yes,None,86,484.5,357.1,127.4,99792,95040,Multifamily Housing,1,,,,,,,
2653160.0,4002530017,,,4003449,    47-14,  32 PLACE          ,QUEENS,11101.0,Yes,In Compliance ,37.7,Not Available,92.2,Not Available,105.7,No,Manual,Not Available,130.8,31.6,99.2,47500,71276,Other,1,,,,,,,
2726122.0,4001850017,,,4002388,    41-11,  40 STREET         ,QUEENS,11104.0,Yes,In Compliance ,133.4,128,165.8,160.6,71.63,Yes,ABS,9,790.6,695.8,94.8,79000,79000,Multifamily Housing,1,,,,,,,
2726092.0,4008460048,,,4017709,    21-38,  31 STREET         ,QUEENS,11105.0,Yes,In Compliance ,118.7,110.9,151.4,143.3,Not Available,No,None,Not Available,787.9,680.7,107.3,88096,87396,Multifamily Housing,1,,,,,,,
2726120.0,4001880021,,,4002458,    41-00,  43 AVENUE         ,QUEENS,11104.0,Yes,In Compliance ,90.2,85.6,119.5,114.5,Not Available,Yes,None,65,499.2,403.7,95.5,97020,88200,Multifamily Housing,1,,,,,,,
2729916.0,4022230038,,,4052344,   108-37,  71 AVENUE         ,QUEENS,11375.0,Yes,In Compliance ,135.5,134.2,187.5,186.3,Not Available,Yes,None,14,898.1,692.5,205.6,114510,109057,Multifamily Housing,1,,,,,,,
2665626.0,4014510001,,,4035711,    90-10,  34 AVENUE         ,QUEENS,11372.0,Yes,In Compliance ,142.1,131.5,185.8,175.2,152.84,Yes,ABS,12,817,692.8,124.1,75298,89340,Multifamily Housing,1,,,,,,,
2682249.0,4005100020,,,4005574,810,12 AVENUE           ,QUEENS,11102.0,Yes,In Compliance ,81.6,78.6,116.7,113.6,Not Available,No,None,Not Available,1017.4,755.8,261.6,212909,167310,Multifamily Housing,1,,,,,,,
2717193.0,4041470001,,,4437997,   141-07,  20 AVENUE         ,QUEENS,11357.0,Yes,In Compliance ,96.1,Not Available,239.9,Not Available,14.79,No,Manual,25,1028.2,257,771.1,139253,88428,Office,1,,,,,,,
2646904.0,4004100038,,,4004972,    40-36,  22 STREET         ,QUEENS,11101.0,Yes,In Compliance ,38.3,35.5,74.7,71.9,Not Available,No,None,97,200,91.4,108.5,79200,81000,Office,1,,,,,,,
4489857.0,4019470018,,,0,    99-30,  59 AVENUE         ,QUEENS,11368.0,Yes,In Compliance ,0.0,0,0,0,0,Yes,Manual,0,0,0,0,0,235440,Not Available,3,,,,,,,
,4004900011,,,,    27-50,   1 STREET         ,QUEENS,,Yes,In Violation ,,,,,,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,134592,Not Available,1,,,,,,,
,4005030005,,,,    31-01,VERNON BOULEVARD    ,QUEENS,,Yes,In Violation ,,,,,,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100000,Not Available,1,,,,,,,
,1019990001,,,,2321,JOE DIMAGGIO HIGHWAY,MANHATTAN,,Yes,In Violation ,,,,,,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,318000,Not Available,1,,,,,,,
,3029620037,,,,,VARICK AVENUE       ,BROOKLYN,,Yes,In Violation ,,,,,,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,51896,Not Available,1,,,,,,,
2641865.0,4058780075,,,4443742,   209-20,  18 AVENUE         ,QUEENS,11360.0,Yes,In Compliance ,155.4,155.5,208.4,208.8,Not Available,No,None,4,1189.1,988.7,200.4,99990,196000,Multifamily Housing,2,,,,,,,
2641866.0,4033340260,,,4079634,   118-17,UNION TURNPIKE      ,QUEENS,11375.0,Yes,In Compliance ,53.4,51.4,115.2,109.4,Not Available,Yes,None,65,786.6,285.8,500.8,213644,213654,Multifamily Housing,1,,,,,,,
2646892.0,4004090001,,,4004951,    22-19,  41 AVENUE         ,QUEENS,11101.0,Yes,In Compliance ,61.0,58.9,145.8,143.1,Not Available,No,None,69,501,135.4,365.6,112589,112000,Office,1,,,,,,,
2729918.0,4022230020,,,4052343,   108-48,  70 ROAD           ,QUEENS,11375.0,Yes,In Compliance ,111.8,111.7,158.8,158.7,Not Available,Yes,None,39,817.6,611.7,205.9,125251,119287,Multifamily Housing,1,,,,,,,
2729926.0,4098340056,,,4210397,   175-21,  88 AVENUE         ,QUEENS,11432.0,Yes,In Compliance ,22.0,21.8,53,52.4,Not Available,Yes,None,100,169.1,43.3,125.8,105994,100947,Multifamily Housing,1,,,,,,,
4472403.0,4026020102,,,4848743,    56-45,  48 STREET         ,QUEENS,11378.0,Yes,In Compliance ,9.2,9.1,28.9,28.5,Not Available,Yes,None,92,41.7,0,41.7,54600,54600,Non-Refrigerated Warehouse,1,,,,,,,
2641788.0,4093630008,,,4587687,    89-40, 135 STREET         ,QUEENS,11418.0,Yes,In Compliance ,63.3,62.4,176.8,174.8,34.94,No,Manual,100,714.1,80.2,633.9,144700,135350,Senior Care Community,1,,,,,,,
4043338.0,2033130029,,,2017398,100,EAST MOSHOLU PARKWAY,BRONX               ,10458.0,Yes,In Compliance ,83.6,80.2,110.2,106.8,Not Available,Yes,None,66,456.6,370.9,85.6,95921,82218,Multifamily Housing,1,,,,,,,
3086594.0,4002550016,,,4003455,    48-40,  34 STREET         ,QUEENS,11101.0,Yes,In Compliance ,13.5,13.5,42.5,42.5,Not Available,No,None,Not Available,84.1,0,84.1,75000,75000,Other,1,,,,,,,
2967701.0,4018720007,,,4046340,    56-25,  92 STREET         ,QUEENS,11373.0,Yes,In Compliance ,31.8,29.5,48.1,45.5,10.4,No,Manual,100,179.2,124.1,55.1,94380,94380,K-12 School,1,,,,,,,
3099609.0,4002520001,,,4003446,    32-35,  48 AVENUE         ,QUEENS,11101.0,Yes,In Compliance ,62.0,56.4,138.3,132.7,Not Available,No,None,93,1062,424.3,637.7,216300,206000,Office,1,,,,,,,
3319843.0,4004100019,,,4004969,    21-02,  40 AVENUE         ,QUEENS,11101.0,Yes,In Compliance ,6.8,6.5,13.8,13.4,Not Available,No,None,Not Available,27.3,11.4,16,60000,52000,Other,1,,,,,,,
3523309.0,4005790082,,,4007122,    31-62,  29 STREET         ,QUEENS,11106.0,Yes,In Compliance ,84.1,80,112,107.8,31.23,Yes,ABS,76,451.6,363.6,88,93964,85422,Multifamily Housing,1,,,,,,,
3535360.0,4012800012,,,4029674,    35-30,  81 STREET         ,QUEENS,11372.0,Yes,In Compliance ,86.9,76.3,111.9,100.8,Not Available,Yes,None,59,555,465.6,89.5,106166,91000,Multifamily Housing,1,,,,,,,
4047780.0,3044080001,,,3256632,1205,FLATLANDS AVENUE    ,BROOKLYN            ,11234.0,Yes,In Compliance ,19.1,17.4,30.3,28.6,Not Available,Yes,None,Not Available,128.7,83.5,45.2,110896,111978,Self-Storage Facility,1,,,,,,,
4219041.0,4002140210,,,4003105,    33-00,NORTHERN BOULEVARD  ,QUEENS,11101.0,Yes,In Compliance ,68.0,63.4,148.9,143.7,18.17,No,Manual,89,2363.2,976,1387.2,444606,436814,Office,1,,,,,,,
4405697.0,1008687502,,,1017361,,                    ,MANHATTAN,,Yes,In Compliance ,108.8,100.8,167.2,156.5,Not Available,No,None,27,1587.8,1165.6,422.2,189595,232631,Multifamily Housing,1,,,,,,,
4408017.0,4021197501,,,4307726,   100-25,QUEENS BOULEVARD    ,QUEENS,11375.0,Yes,In Compliance ,65.2,63,96.5,94.4,Not Available,No,None,94,646,459.8,186.2,167196,167217,Multifamily Housing,1,,,,,,,
4412049.0,4012667501,,,4029148,    79-15,  35 AVENUE         ,QUEENS,11372.0,Yes,In Compliance ,56.7,54.9,77.3,75.5,32.2,Yes,ABS,95,174.7,137,37.7,53496,50996,Multifamily Housing,1,,,,,,,
4415003.0,2024900001,,,2003018,45,RIVER AVENUE        ,BRONX               ,10451.0,Yes,In Compliance ,8.4,8.4,26.4,26.4,Not Available,Yes,None,Not Available,200.3,0,200.3,287720,556968,Parking,1,,,,,,,
4408018.0,4021340032,,,4051257,    67-12,YELLOWSTONE BLVD    ,QUEENS,11375.0,Yes,In Compliance ,89.9,87.3,127,124.6,37.25,Yes,ABS,57,768.2,582.8,185.4,141728,141728,Multifamily Housing,1,,,,,,,
4408614.0,1004810001,,,1007193,400,CLEVELAND PLACE     ,MANHATTAN,10012.0,Yes,In Compliance ,68.8,66.5,122.7,120.5,Not Available,No,None,Not Available,776.3,421,355.3,177488,173838,Multifamily Housing,1,,,,,,,
4410005.0,2024430091,,,0,820,CONCOURSE VILLIAGE W,BRONX               ,,Yes,In Compliance ,0.0,0,0,0,0,No,Manual,0,0,0,0,0,90742,Not Available,1,,,,,,,
2962144.0,3087208001,,,3848215,,SEACOAST TERRACE    ,BROOKLYN            ,,Yes,In Compliance ,6.3,6.3,19.9,19.8,0,No,Manual,Not Available,50.5,0,50.5,96000,120000,Parking,1,,,,,,,
2688580.0,4020920001,,,4050482,    97-77,QUEENS BOULEVARD    ,QUEENS,11374.0,Yes,In Compliance ,42.7,42.5,130,129.5,0.86,Yes,ABS,93,1047.9,29.8,1018,300935,307297,Office,1,,,,,,,
2812752.0,4097570023,,,4208850,    90-04, 160 STREET         ,QUEENS,11432.0,Yes,In Compliance ,96.7,92.7,198.9,193.6,25.38,Yes,ABS,55,414.5,169.2,245.3,63492,57721,Office,1,,,,,,,
1457889.0,1012770014,,,1035348,330,MADISON AVENUE      ,MANHATTAN,10017.0,Yes,In Compliance ,78.1,76.2,210.2,207.9,12.96,No,Manual,82,5309.8,0,5309.8,859682,733001,Office,1,40.753383,-73.978871,5.0,4.0,94.0,1035348.0,Midtown-Midtown South                                                      
2539023.0,4040650001,,,4098135,   112-02,  15 AVENUE         ,QUEENS,11356.0,Yes,In Compliance ,462.2,462.2,674.1,674.1,590.33,Yes,Manual,1,4358.5,3159.8,1198.7,160000,168571,Non-Refrigerated Warehouse,1,,,,,,,
1200524.0,1013000033,,,1036195,730,   3 AVENUE         ,MANHATTAN,10017.0,Yes,In Compliance ,91.5,90,227.7,226.1,Not Available,No,None,84,4445.4,0,4445.4,627731,665110,Office,1,40.753104,-73.972757,6.0,4.0,92.0,1036195.0,Turtle Bay-East Midtown                                                    
1513225.0,1012910028,,,1035771,65,EAST   55 STREET    ,MANHATTAN,10022.0,Yes,In Compliance ,81.4,79.4,217.4,215.3,Not Available,No,None,76,3981.2,0,3981.2,619631,528562,Office,1,40.760718,-73.97264200000001,5.0,4.0,102.0,1035771.0,Midtown-Midtown South                                                      
1536164.0,1012810069,,,1035401,553,   5 AVENUE         ,MANHATTAN,10017.0,Yes,In Compliance ,68.3,67.1,193,191.9,Not Available,No,None,81,1332.9,0,1332.9,243294,206378,Office,1,40.755842,-73.979152,5.0,4.0,94.0,1035401.0,Midtown-Midtown South                                                      
4034602.0,4065270050,,,4450395,   144-55,MELBOURNE AVENUE    ,QUEENS,11367.0,Yes,In Compliance ,110.3,110.1,150.9,150.5,Not Available,No,None,66,1005.5,821.2,184.3,120212,115212,Multifamily Housing,2,,,,,,,
4038832.0,4021330016,,,4432046,   102-10,  66 ROAD           ,QUEENS,11375.0,Yes,In Compliance ,99.3,99.1,148,147.4,Not Available,No,None,77,3390.1,2392.3,997.8,574950,552840,Multifamily Housing,2,,,,,,,
4390608.0,4076480002,,,4459580,   224-02,HOR HARDING EP SR S ,QUEENS,11364.0,Yes,In Compliance ,185.6,185.5,230.4,230,Not Available,No,None,2,1399.8,1233.7,166.1,100000,132300,Multifamily Housing,8,,,,,,,
2808028.0,4098150056,,,4210062,    88-12,MERRICK BOULEVARD   ,QUEENS,11432.0,Yes,In Compliance ,90.9,88.2,181.9,179.1,18.22,Yes,ABS,78,1077.1,467.1,610,177749,202900,Office,1,,,,,,,
2810984.0,4041730010,,,4099333,    20-05,128 STREET          ,QUEENS,11356.0,Yes,In Compliance ,35.9,31.6,54.3,49.7,Not Available,No,None,99,690.7,219.6,471,148000,163000,Office,1,,,,,,,
2817023.0,2032520117,,,2015450,3960,SEDGWICK AVENUE     ,BRONX               ,10463.0,Yes,In Compliance ,126.9,123.2,176.5,172.2,Not Available,Yes,None,5,905.1,700.8,204.3,117520,186000,Multifamily Housing,1,,,,,,,
3927066.0,4024310023,,,4056316,    46-01,  67 STREET         ,QUEENS,11377.0,Yes,In Compliance ,44.2,43.2,138.8,135.7,Not Available,No,None,56,252,0,252,68750,62500,Multifamily Housing,1,,,,,,,
1721249.0,1010210026,,,1024795,750,   7 AVENUE         ,MANHATTAN,10019.0,Yes,In Compliance ,78.6,76.8,203.3,201.4,21.68,No,Manual,79,3952.1,16.8,3935.4,643301,561139,Office,1,40.760753,-73.983525,5.0,4.0,125.0,1024795.0,Midtown-Midtown South                                                      
2729938.0,4015040001,,,4037122,    40-05,HAMPTON STREET      ,QUEENS,11373.0,Yes,In Compliance ,137.7,132.2,202,196.6,Not Available,Yes,None,28,645.9,464.9,181,79424,75642,Multifamily Housing,1,,,,,,,
2729950.0,4014900018,,,4036837,    79-11,  41 AVENUE         ,QUEENS,11373.0,Yes,In Compliance ,112.1,108.6,149,145.4,Not Available,Yes,None,53,2104,1695.1,408.9,328776,313120,Multifamily Housing,1,,,,,,,
1846846.0,1013080033,,,1036473,880,   3 AVENUE         ,MANHATTAN,10022.0,Yes,In Compliance ,66.6,64.3,188.6,185.7,Not Available,No,None,63,760.8,0,760.8,142235,140400,Office,1,40.757909999999995,-73.969254,6.0,4.0,100.0,1036473.0,Turtle Bay-East Midtown                                                    
2665191.0,4098440110,,,4210594,    87-50,KINGSTON PLACE      ,QUEENS,11432.0,Yes,In Compliance ,107.8,104.9,145.6,142.6,115.25,Yes,ABS,58,469.7,372.1,97.6,75894,84611,Multifamily Housing,1,,,,,,,
