bbl,street_number,street_name,borough,zip,benchmarking_submission,entry_number,site_eui_kbtu_ft2,weather_normalized_source_eui_kbtu_ft2,indoor_water_intensity_all_water_sources_gal_ft2,reported_water_method,energy_star_score,total_ghg_emissions_mtco2e,property_floor_area_buildngs_and_parking_ft2,primary_property_type_self_selected,number_of_buildings,reported_bins,latitude,longitude,community_board,community_council,census_tract,nta
1005457502,704.0,BROADWAY,MANHATTAN,10003,Yes,3946.0,87.0,157.3,,Manual,,412.48,61237.0,Multifamily Housing,1,1008790,40.728682,-73.994011,2.0,2.0,57.0,West Village                                                               
1005457503,21.0,ASTOR PLACE,MANHATTAN,10003,Yes,2677.0,58.6,137.8,,Manual,,448.81,100000.0,Multifamily Housing,1,1008807,40.729991,-73.992221,2.0,2.0,57.0,West Village                                                               
1005460010,18.0,WASHINGTON PLACE,MANHATTAN,10003,Yes,3592.0,59.7,192.5,0.0,Manual,,580.98,103680.0,College/University (Campus-Level),1,1008810,40.729827,-73.995429,2.0,1.0,59.0,West Village                                                               
2032910001,330.0,BEDFORD PARK BLVD,BRONX,10458,Yes,6315.0,50.4,77.8,0.0,ABS,,424.93,122050.0,K-12 School,1,2016731;2113537;2113537;2113537;2113539;2113540,40.869094,-73.884839,7.0,15.0,40702.0,Bedford Park-Fordham North                                                 
2033260150,55.0,EAST  208 STREET,BRONX,10467,Yes,12497.0,76.2,99.8,0.0,ABS,,315.55,54775.0,Multifamily Housing,1,2017762,40.879634,-73.882311,7.0,11.0,419.0,Norwood                                                                    
2033310020,3060.0,DECATUR AVENUE,BRONX,10467,Yes,12499.0,78.1,92.0,0.0,ABS,,308.05,52800.0,Multifamily Housing,1,2017883,40.870993,-73.879025,7.0,11.0,425.0,Norwood                                                                    
1005460021,8.0,WASHINGTON PLACE,MANHATTAN,10003,Yes,8513.0,29.7,102.6,2.73,Manual,,359.2,128679.0,College/University (Campus-Level),1,1080100,40.729456,-73.994667,2.0,1.0,59.0,West Village                                                               
1005460026,21.0,WEST    4 STREET,MANHATTAN,10012,Yes,3781.0,32.2,107.4,0.0,Manual,,223.11,73913.0,College/University (Campus-Level),1,1008814,40.728978000000005,-73.995378,2.0,1.0,59.0,West Village                                                               
2044320028,750.0,MACE AVENUE,BRONX,10467,Yes,5599.0,71.2,96.1,0.0,ABS,,364.25,67390.0,Multifamily Housing,1,2051318,40.863169,-73.865337,11.0,13.0,330.0,Bronxdale                                                                  
1005460033,713.0,BROADWAY,MANHATTAN,10003,Yes,8028.0,21.7,72.6,2.16,Manual,,527.79,258686.0,College/University (Campus-Level),1,1008816;1008817;1008818,40.728924,-73.99383399999999,2.0,1.0,57.0,West Village                                                               
1005460035,707.0,BROADWAY,MANHATTAN,10003,Yes,8028.0,21.7,72.6,2.16,Manual,,527.79,258686.0,College/University (Campus-Level),1,1008816;1008817;1008818,40.728745,-73.993985,2.0,1.0,57.0,West Village                                                               
1005460040,699.0,BROADWAY,MANHATTAN,10003,No Record as of 08/1/13,,,,,,,,,,1,,40.728506,-73.994188,2.0,1.0,57.0,West Village                                                               
2052230001,3200.0,BAYCHESTER AVENUE,BRONX,10475,Yes,7203.0,176.8,235.7,0.0,ABS,92,1098.71,107658.0,Senior Care Facility,1,2072372,40.87696,-73.836309,12.0,12.0,46202.0,Co-op City                                                                 
1005470005,24.0,WAVERLY PLACE,MANHATTAN,10003,Yes,8043.0,25.8,86.3,0.0,Manual,,146.33,60329.0,College/University (Campus-Level),1,1008822,40.730398,-73.994938,2.0,1.0,59.0,West Village                                                               
1005470008,23.0,WASHINGTON PLACE,MANHATTAN,10003,Yes,3800.0,4.4,14.6,0.0,Manual,,50.97,124526.0,College/University (Campus-Level),1,1008823,40.72984,-73.995418,2.0,1.0,59.0,West Village                                                               
2057460584,2601.0,HENRY HUDSON PKWY W,BRONX,10463,Yes,2385.0,68.3,94.6,0.0,ABS,,507.19,92161.0,Multifamily Housing,1,2083481,40.880741,-73.918291,8.0,11.0,301.0,Spuyten Duyvil-Kingsbridge                                                 
1005470030,715.0,BROADWAY,MANHATTAN,10003,Yes,3787.0,0.2,0.5,0.0,Manual,,3.84,262739.0,College/University (Campus-Level),1,1088447,40.729099,-73.99368199999999,2.0,1.0,57.0,West Village                                                               
1005470030,715.0,BROADWAY,MANHATTAN,10003,Yes,3788.0,21.6,72.1,0.0,Manual,,198.02,97711.0,College/University (Campus-Level),1,1008831,40.729099,-73.99368199999999,2.0,1.0,57.0,West Village                                                               
2057870137,3220.0,NETHERLAND AVENUE,BRONX,10463,Yes,2388.0,73.5,95.6,0.0,ABS,,591.58,100488.0,Multifamily Housing,1,2084098,40.884192,-73.911459,8.0,11.0,297.0,Spuyten Duyvil-Kingsbridge                                                 
3011700005,36.0,PLAZA ST EAST,BROOKLYN,11238,Yes,2389.0,89.1,134.4,0.0,ABS,,397.15,75525.0,Multifamily Housing,1,3029313,40.675243,-73.969483,8.0,35.0,207.0,Prospect Heights                                                           
3012960052,377.0,MONTGOMERY STREET,BROOKLYN,11225,Yes,11652.0,91.6,130.4,0.0,ABS,,559.9,102070.0,Multifamily Housing,1,3034169,40.665465999999995,-73.952001,9.0,35.0,321.0,Crown Heights South                                                        
1005480028,50.0,EAST    8 STREET,MANHATTAN,10003,Yes,1358.0,98.3,137.2,0.0,Manual,,811.07,100581.0,Multifamily Housing,1,1008837,40.731119,-73.993686,2.0,1.0,59.0,West Village                                                               
1005480040,11.0,WAVERLY PLACE,MANHATTAN,10003,Yes,3238.0,85.6,154.6,,Manual,,567.47,82500.0,Multifamily Housing,1,1008838,40.730041,-73.994173,2.0,1.0,59.0,West Village                                                               
1005480045,15.0,WAVERLY PLACE,MANHATTAN,10003,Yes,4210.0,28.1,99.2,26.44,Manual,,307.69,116599.0,Multifamily Housing,1,1008839,40.730129,-73.99435,2.0,1.0,59.0,West Village                                                               
3017200001,475.0,MARCY AVENUE,BROOKLYN,11206,Yes,5645.0,26.2,79.4,0.0,ABS,,1331.92,575000.0,Other,7,3338519;3338520;3329629;3851381;3329626;3329628;3338503;3338893;3829161;3850597,40.699094,-73.94994,3.0,36.0,257.0,Bedford                                                                    
1005487501,60.0,EAST    8 STREET,MANHATTAN,10003,Yes,5303.0,34.7,95.5,,Manual,,1444.15,470253.0,Multifamily Housing,1,1080855,40.730886,-73.99313000000001,2.0,1.0,57.0,West Village                                                               
1005500022,1.0,   5 AVENUE,MANHATTAN,10003,Yes,5308.0,79.9,140.5,,Manual,,1485.12,238923.0,Multifamily Housing,1,1008847,40.731913,-73.996587,2.0,1.0,59.0,West Village                                                               
1005510001,2.0,   5 AVENUE,MANHATTAN,10011,Yes,10380.0,69.7,114.3,29.48,Manual,,2845.18,492726.0,Multifamily Housing,1,1008850,40.731921,-73.996608,2.0,1.0,63.0,West Village                                                               
3030920027,315.0,SEIGEL STREET,BROOKLYN,11206,Yes,11955.0,3.3,8.4,0.0,ABS,,16.22,61180.0,Multifamily Housing,1,3071423,40.705572,-73.93396,1.0,34.0,485.0,Bushwick South                                                             
3032210031,70.0,WYCKOFF AVENUE,BROOKLYN,11237,Yes,9095.0,36.9,82.1,0.0,ABS,,178.58,67000.0,Other,1,3073257,40.705090999999996,-73.920497,4.0,34.0,445.0,Bushwick North                                                             
3046880001,9101.0,CHURCH AVENUE,BROOKLYN,11236,Yes,12938.0,,,0.0,ABS,,,73656.0,Multifamily Housing,1,3102483,40.653504999999996,-73.918868,17.0,42.0,888.0,Rugby-Remsen Village                                                       
3053000045,1365.0,  38 STREET,BROOKLYN,11218,Yes,7343.0,29.1,49.2,0.0,ABS,87,227.98,98800.0,Warehouse (Unrefrigerated),1,3123385,40.640387,-73.984362,12.0,39.0,226.0,Borough Park                                                               
1005527501,360.0,AVENUE OF THE AMER,MANHATTAN,10011,Yes,3961.0,77.8,179.0,40.49,Manual,,395.11,67395.0,Multifamily Housing,1,1008904,40.732451,-74.000401,2.0,1.0,65.0,West Village                                                               
1005537501,103.0,WAVERLY PLACE,MANHATTAN,10011,Yes,11140.0,113.2,192.1,,Manual,78,661.96,90828.0,Hotel,1,1080117,40.73236,-73.998889,2.0,1.0,63.0,West Village                                                               
1005540001,756.0,BROADWAY,MANHATTAN,10003,Yes,108.0,82.8,206.6,12.74,Manual,83,7828.8,1137698.0,Office,1,1008952,40.730675,-73.992326,2.0,2.0,57.0,West Village                                                               
1005540001,756.0,BROADWAY,MANHATTAN,10003,Yes,242.0,602.4,858.4,,Manual,1,7457.73,154099.0,Retail,1,1008952,40.730675,-73.992326,2.0,2.0,57.0,West Village                                                               
1005540035,45.0,PARK AVENUE SOUTH,MANHATTAN,10003,No Record as of 08/1/13,,,,,,,,,,1,,,,,,,
1005550001,772.0,BROADWAY,MANHATTAN,10003,Yes,3249.0,68.5,115.0,,Manual,,2834.58,503960.0,Multifamily Housing,1,1008954,40.731248,-73.991842,2.0,2.0,57.0,West Village                                                               
3053990015,514.0,OCEAN PARKWAY,BROOKLYN,11218,Yes,7557.0,92.5,147.9,0.0,ABS,,367.83,64800.0,Multifamily Housing,1,3127186,40.635535,-73.97263199999999,12.0,39.0,484.0,Kensington-Ocean Parkway                                                   
1005560001,85.0,   4 AVENUE,MANHATTAN,10003,Yes,3924.0,113.2,202.2,,Manual,,1049.73,115240.0,Multifamily Housing,1,1008968,40.731704,-73.990276,3.0,2.0,42.0,East Village                                                               
3054380049,1753.0,  47 STREET,BROOKLYN,11204,Yes,9526.0,77.9,110.4,0.0,ABS,,236.85,50479.0,Multifamily Housing,1,3128695,40.630041999999996,-73.980823,12.0,44.0,476.0,Borough Park                                                               
3065030051,505.0,ELMWOOD AVENUE,BROOKLYN,11230,Yes,6547.0,72.7,105.8,0.0,ABS,,305.26,71500.0,Multifamily Housing,1,3170331,40.627468,-73.972297,12.0,44.0,46201.0,Flatbush                                                                   
3065110012,814.0,EAST    9 STREET,BROOKLYN,11230,Yes,7996.0,85.9,127.9,0.0,ABS,,384.16,75000.0,Multifamily Housing,1,3170521,40.628993,-73.96794799999999,14.0,45.0,456.0,Midwood                                                                    
1005560065,66.0,   3 AVENUE,MANHATTAN,10003,Yes,3526.0,97.2,279.7,,Manual,,463.44,55079.0,Entertainment/Culture,1,,40.731424,-73.988555,3.0,2.0,42.0,East Village                                                               
1005570017,60.0,EAST   12 STREET,MANHATTAN,10003,Yes,9502.0,87.7,137.3,,Manual,,863.51,119556.0,Multifamily Housing,1,1009001,40.73312,-73.990911,2.0,2.0,61.0,West Village                                                               
3065870051,1500.0,OCEAN PARKWAY,BROOKLYN,11230,Yes,2378.0,84.4,148.9,0.0,ABS,,388.4,71990.0,Multifamily Housing,1,3173783,40.612453,-73.96826899999999,12.0,44.0,440.0,Ocean Parkway South                                                        
1005580037,131.0,EAST   12 STREET,MANHATTAN,10003,Yes,898.0,91.6,182.2,53.79,Manual,49,362.68,57263.0,Residence Hall/Dormitory,1,1076070,40.732475,-73.989338,3.0,2.0,42.0,East Village                                                               
1005587501,114.0,EAST   13 STREET,MANHATTAN,10003,No Record as of 08/1/13,,,,,,,,,,1,,40.733287,-73.989327,3.0,2.0,42.0,East Village                                                               
3072240050,2531.0,EAST    7 STREET,BROOKLYN,11235,Yes,12454.0,90.3,196.2,0.0,ABS,,839.42,128109.0,Multifamily Housing,1,3196017,40.588357,-73.962271,13.0,48.0,370.0,Brighton Beach                                                             
3073350068,3395.0,NOSTRAND AVENUE,BROOKLYN,11229,Yes,6456.0,80.7,129.3,0.0,ABS,,442.23,90000.0,Multifamily Housing,1,3198972,40.601378000000004,-73.94205799999999,15.0,46.0,566.0,Madison                                                                    
1005590009,92.0,PARK AVENUE SOUTH,MANHATTAN,10003,Yes,7703.0,88.3,173.6,73.77,Manual,,1520.65,212205.0,Multifamily Housing,1,1077569,,,,,,
4002520018,,  47 AVENUE,QUEENS,11101,Yes,8509.0,8.6,12.0,0.0,ABS,100,258.36,390400.0,Office,1,4003447,,,,,,
4005870034,,BROADWAY,QUEENS,11106,Yes,5892.0,43.9,57.6,0.0,ABS,,256.92,77164.0,Multifamily Housing,1,4430914,,,,,,
1005590055,113.0,EAST   13 STREET,MANHATTAN,10003,No Record as of 08/1/13,,,,,,,,,,1,,40.733315000000005,-73.98934799999999,3.0,2.0,42.0,East Village                                                               
4009467501,,  78 STREET,QUEENS,11370,Yes,912.0,71.7,117.2,0.0,ABS,,96.21,21888.0,Multifamily Housing,152,4430192;4444581;4444582;4444583;4444584;4444585;4444586;4444879,,,,,,
4009477501,,  19 DRIVE,QUEENS,11370,Yes,913.0,66.4,109.2,0.0,ABS,,835.03,204459.0,Multifamily Housing,152,4020932;4444588;4444589;4444590;4444591;4444730;4444592;4444593;4444594;4444596;4444599;4444600;4444601;4444602;4444878;4444606;4444605;4444607;4444608;4444609;4444610;4444611;4444612;4444613;4444614;4444615;4444616;4444617;4444618;4444619;4444620;4444621,,,,,,
1005607502,40.0,EAST    9 STREET,MANHATTAN,10003,Yes,4216.0,68.6,121.8,47.63,Manual,,962.38,215923.0,Multifamily Housing,1,1009091,40.731808,-73.993473,2.0,2.0,59.0,West Village                                                               
1005607503,60.0,EAST    9 STREET,MANHATTAN,10003,Yes,5931.0,236.2,304.1,,Manual,,3602.77,189126.0,Multifamily Housing,1,,40.731476,-73.99267900000001,2.0,2.0,59.0,West Village                                                               
1005610014,38.0,EAST   10 STREET,MANHATTAN,10003,Yes,1340.0,69.1,110.6,,Manual,,680.92,160896.0,Multifamily Housing,1,1009098,40.732357,-73.992953,2.0,2.0,59.0,West Village                                                               
4009487501,,  79 STREET,QUEENS,11370,Yes,914.0,72.6,117.0,0.0,ABS,,424.27,95928.0,Multifamily Housing,152,4021013;4444629;4444630;4444631;4444634;4444635;4444636;4444638;4444639;4444640;4444641;4444643;4444645;4444646;4444648;4444649;4444650;4444652;4444653;4444876;4444657;4444659;4444660;4444661;4444663;4444664;4444665;4444666;4444667;4444672;4444673;4444675,,,,,,
1005610045,35.0,EAST    9 STREET,MANHATTAN,10003,Yes,1063.0,72.0,106.7,24.24,Manual,,807.13,137524.0,Multifamily Housing,1,1009101;1009093,40.731888,-73.99362099999999,2.0,2.0,59.0,West Village                                                               
4009727501,,DITMARS BOULEVARD,QUEENS,11370,Yes,802.0,73.4,116.4,0.0,ABS,,287.42,64416.0,Multifamily Housing,152,4449144;4449143;4449142;4449141;4449140;4449139;4449138;4449137;4449136;4449135;4449134;4449133;4449132;4449131;4449130;4449129;4307278;4449122;4449123;4449124;4449125;4449126;4449127;4454721,,,,,,
1005617502,28.0,EAST   10 STREET,MANHATTAN,10003,Yes,4637.0,79.6,133.6,,Manual,,1032.15,155646.0,Multifamily Housing,1,1009095,40.732574,-73.99346899999999,2.0,2.0,59.0,West Village                                                               
1005620001,63.0,UNIVERSITY PLACE,MANHATTAN,10003,Yes,718.0,88.3,160.6,,Manual,,1158.49,199822.0,Multifamily Housing,4,1082677,40.732862,-73.993689,2.0,2.0,61.0,West Village                                                               
1005620024,797.0,BROADWAY,MANHATTAN,10003,Yes,9269.0,48.6,96.9,16.65,Manual,97,393.1,98000.0,Office,1,1009108,40.732261,-73.991337,2.0,2.0,61.0,West Village                                                               
1005620030,787.0,BROADWAY,MANHATTAN,10003,Yes,3798.0,87.5,123.5,0.0,Manual,64,993.78,147657.0,Residence Hall/Dormitory,1,1009112,40.731846999999995,-73.99144100000001,2.0,2.0,61.0,West Village                                                               
1005630001,83.0,UNIVERSITY PLACE,MANHATTAN,10003,Yes,1895.0,72.4,185.1,0.0,Manual,84,1335.89,220000.0,Office,1,1009127,40.73348,-73.99315899999999,2.0,2.0,61.0,West Village                                                               
1005630037,801.0,BROADWAY,MANHATTAN,10003,Yes,6825.0,68.4,112.0,0.0,Manual,,648.54,115015.0,Multifamily Housing,1,1009138,40.732566,-73.991265,2.0,2.0,61.0,West Village                                                               
1005630046,57.0,EAST   11 STREET,MANHATTAN,10003,Yes,426.0,71.6,170.5,,Manual,73,334.34,54814.0,Office,1,1009141,40.733002,-73.992581,2.0,2.0,61.0,West Village                                                               
4009737501,,DITMARS BOULEVARD,QUEENS,11370,Yes,805.0,75.6,119.5,0.0,ABS,,580.22,127050.0,Multifamily Housing,152,4021464;4449145;4449146;4449147;4449148;4449149;4449150;4449151;4449152;4449153;4449154;4449155;4449156;4449157;4449158;4449159;4449160;4449161;4449162;4449163;4449164;4449165;4449166;4449167;4449168;4449169;4449170;4449171;4449172;4449173;4449174;4449175,,,,,,
1005640007,113.0,UNIVERSITY PLACE,MANHATTAN,10003,Yes,4769.0,,,,Manual,,,64999.0,Office,1,1009197,40.734375,-73.99239,2.0,2.0,61.0,West Village                                                               
1005640026,39.0,EAST   12 STREET,MANHATTAN,10003,Yes,10035.0,64.9,112.8,37.99,Manual,,374.2,89970.0,Multifamily Housing,1,1009204,40.733641999999996,-73.992109,2.0,2.0,61.0,West Village                                                               
1005640031,35.0,EAST   12 STREET,MANHATTAN,10003,Yes,5057.0,47.8,72.1,22.95,Manual,,182.62,64377.0,Multifamily Housing,1,1009206,40.733732,-73.992322,2.0,2.0,61.0,West Village                                                               
4012830016,,  73 STREET,QUEENS,11372,Yes,12730.0,40.1,80.3,0.0,ABS,,213.18,76510.0,Multifamily Housing,1,4029772,,,,,,
4014710012,,  84 STREET,QUEENS,11372,Yes,7891.0,0.2,0.7,0.0,ABS,,0.63,31641.0,Multifamily Housing,6,4431436,,,,,,
1005640045,132.0,   4 AVENUE,MANHATTAN,10003,No Record as of 08/1/13,,,,,,,,,,1,,40.733233,-73.98994,2.0,2.0,61.0,West Village                                                               
1005640054,120.0,   4 AVENUE,MANHATTAN,10003,Yes,3253.0,88.5,145.4,,Manual,,734.0,119640.0,Multifamily Housing,1,1009212,40.732876,-73.990012,2.0,2.0,61.0,West Village                                                               
1005650011,44.0,EAST   14 STREET,MANHATTAN,10003,Yes,5539.0,178.6,465.5,,Manual,10,2982.07,206442.0,Retail,1,1009216,40.735094000000004,-73.991427,2.0,2.0,61.0,West Village                                                               
1005650015,849.0,BROADWAY,MANHATTAN,10003,Yes,6440.0,77.4,214.2,,Manual,70,1627.42,247608.0,Office,2,1080132;1080133,40.734512,-73.990838,2.0,2.0,61.0,West Village                                                               
1005650021,842.0,BROADWAY,MANHATTAN,10003,Yes,10064.0,82.8,220.3,48.37,Manual,,3114.32,458931.0,Other,1,1087083;1009217,40.734108,-73.990903,2.0,2.0,61.0,West Village                                                               
1005659021,842.0,BROADWAY,MANHATTAN,10003,Yes,10064.0,82.8,220.3,48.37,Manual,,3114.32,458931.0,Other,1,1087083;1009217,40.734108,-73.990903,2.0,2.0,61.0,West Village                                                               
1005660001,9.0,   5 AVENUE,MANHATTAN,10003,No Record as of 08/1/13,,,,,,,,,,1,,40.732338,-73.996276,2.0,2.0,59.0,West Village                                                               
4014710012,,  84 STREET,QUEENS,11372,Yes,7905.0,7.1,23.0,0.0,ABS,,21.05,31641.0,Multifamily Housing,6,4431435,,,,,,
4014710012,,  84 STREET,QUEENS,11372,Yes,7906.0,7.0,22.7,0.0,ABS,,20.87,31641.0,Multifamily Housing,6,4431434,,,,,,
1005670019,40.0,UNIVERSITY PLACE,MANHATTAN,10003,Yes,9154.0,71.4,87.5,0.0,Manual,,389.64,101840.0,Multifamily Housing,1,1009238,40.7323,-73.994198,2.0,2.0,59.0,West Village                                                               
4014890018,,  79 STREET,QUEENS,11373,Yes,7322.0,79.5,90.1,0.0,ABS,,1121.89,176480.0,Multifamily Housing,1,4036813,,,,,,
4015190028,,WOODSIDE AVENUE,QUEENS,11373,Yes,10265.0,79.2,144.9,0.0,ABS,,272.6,52750.0,Multifamily Housing,1,4037687,,,,,,
1005680004,39.0,   5 AVENUE,MANHATTAN,10003,Yes,10033.0,73.5,116.0,32.4,Manual,,406.16,66866.0,Multifamily Housing,1,1009251,40.733801,-73.99520799999999,2.0,2.0,61.0,West Village                                                               
1005680006,41.0,   5 AVENUE,MANHATTAN,10003,Yes,4097.0,79.7,115.9,35.14,Manual,,618.17,95117.0,Multifamily Housing,1,1009252,40.733804,-73.99475,2.0,2.0,61.0,West Village                                                               
4015660039,,LAMONT AVENUE,QUEENS,11373,Yes,4135.0,118.5,182.7,0.0,ABS,,571.5,61500.0,Multifamily Housing,1,4039159,,,,,,
4018720007,,  92 STREET,QUEENS,11373,Yes,9028.0,22.3,41.3,0.0,ABS,100,136.58,94380.0,K-12 School,1,4046340,,,,,,
1005690005,49.0,   5 AVENUE,MANHATTAN,10003,Yes,4287.0,15.7,52.6,0.0,Manual,,187.34,127184.0,Multifamily Housing,1,1009275,40.734462,-73.994725,2.0,2.0,61.0,West Village                                                               
4021480001,,YELLOWSTONE BLVD,QUEENS,11375,Yes,7914.0,2.7,8.7,0.0,ABS,,73.38,288711.0,Multifamily Housing,3,4432058,,,,,,
1005697501,10.0,EAST   12 STREET,MANHATTAN,10003,Yes,3934.0,172.0,304.3,,Manual,,706.35,57363.0,Multifamily Housing,1,1009294,40.734413,-73.993985,2.0,2.0,61.0,West Village                                                               
1005697503,16.0,EAST   12 STREET,MANHATTAN,10003,Yes,9418.0,83.9,190.7,40.29,Manual,,326.17,52427.0,Multifamily Housing,1,1009333,40.734309,-73.993736,2.0,2.0,61.0,West Village                                                               
1005700032,114.0,UNIVERSITY PLACE,MANHATTAN,10003,Yes,9082.0,251.8,551.6,,Manual,,741.87,39073.0,Other,1,1009386,40.734390999999995,-73.992401,2.0,2.0,61.0,West Village                                                               
4021510101,,YELLOWSTONE BLVD,QUEENS,11375,Yes,7220.0,80.4,123.5,0.0,ABS,,153.14,31785.0,Multifamily Housing,4,4432071,,,,,,
1005707501,55.0,   5 AVENUE,MANHATTAN,10003,Yes,3482.0,,,,Manual,,,189732.0,Office,1,1009373,40.734877000000004,-73.994422,2.0,2.0,61.0,West Village                                                               
1005710025,120.0,UNIVERSITY PLACE,MANHATTAN,10003,No Record as of 08/1/13,,,,,,,,,,1,,40.734685,-73.992159,2.0,2.0,61.0,West Village                                                               
1005717501,7.0,EAST   13 STREET,MANHATTAN,10003,Yes,4394.0,59.0,128.4,71.52,Manual,,475.91,112642.0,Multifamily Housing,1,1009403;1083135,40.735102000000005,-73.993592,2.0,2.0,61.0,West Village                                                               
1005717502,22.0,EAST   14 STREET,MANHATTAN,10003,Yes,380.0,65.4,163.6,19.01,Manual,,327.54,57000.0,College/University (Campus-Level),1,1009394,40.735555,-73.99255600000001,2.0,2.0,61.0,West Village                                                               
4021510101,,YELLOWSTONE BLVD,QUEENS,11375,Yes,7229.0,99.2,151.5,0.0,ABS,,206.27,34785.0,Multifamily Housing,4,4432072,,,,,,
1005730039,28.0,   5 AVENUE,MANHATTAN,10011,Yes,3145.0,58.8,103.1,,Manual,,851.03,182980.0,Multifamily Housing,1,1009481,40.733148,-73.99571,2.0,3.0,63.0,West Village                                                               
1005730043,24.0,   5 AVENUE,MANHATTAN,10011,Yes,3589.0,95.4,148.8,,Manual,,2227.34,285266.0,Multifamily Housing,1,1009482,40.733011,-73.995811,2.0,3.0,63.0,West Village                                                               
4021510101,,YELLOWSTONE BLVD,QUEENS,11375,Yes,7233.0,86.6,141.1,0.0,ABS,,170.35,31785.0,Multifamily Housing,4,4432070,,,,,,
4021520101,,  66 AVENUE,QUEENS,11375,Yes,7255.0,79.9,132.3,0.0,ABS,,143.23,28780.0,Multifamily Housing,3,4432076,,,,,,
1005737502,422.0,AVENUE OF THE AMER,MANHATTAN,10011,Yes,6452.0,69.3,126.6,0.0,Manual,,675.92,115932.0,Multifamily Housing,1,1009504,40.734281,-73.99906899999999,2.0,3.0,63.0,West Village                                                               
4021520101,,  66 AVENUE,QUEENS,11375,Yes,7284.0,85.6,134.8,0.0,ABS,,164.88,31785.0,Multifamily Housing,3,4432077,,,,,,
4021540001,,YELLOWSTONE BLVD,QUEENS,11375,Yes,7175.0,60.9,93.3,0.0,ABS,,140.28,38500.0,Multifamily Housing,6,4432094,,,,,,
4021540001,,YELLOWSTONE BLVD,QUEENS,11375,Yes,7253.0,138.1,215.0,0.0,ABS,,330.03,39606.0,Multifamily Housing,6,4432099,,,,,,
1005750048,12.0,WEST   12 STREET,MANHATTAN,10011,No Record as of 08/1/13,,,,,,,,,,1,,40.734970000000004,-73.99530899999999,2.0,3.0,63.0,West Village                                                               
4021540001,,YELLOWSTONE BLVD,QUEENS,11375,Yes,7257.0,48.3,72.7,0.0,ABS,,122.39,39606.0,Multifamily Housing,6,4432095,,,,,,
4021540001,,YELLOWSTONE BLVD,QUEENS,11375,Yes,7271.0,64.1,101.0,0.0,ABS,,154.24,39606.0,Multifamily Housing,6,4432098,,,,,,
4021540001,,YELLOWSTONE BLVD,QUEENS,11375,Yes,7328.0,69.2,106.5,0.0,ABS,,164.56,39606.0,Multifamily Housing,6,4432096,,,,,,
1005760025,37.0,WEST   12 STREET,MANHATTAN,10011,Yes,3586.0,61.7,110.1,,Manual,,1211.18,236489.0,Multifamily Housing,1,1077930;1077932,40.735237,-73.99589,2.0,3.0,63.0,West Village                                                               
4021550001,,YELLOWSTONE BLVD,QUEENS,11375,Yes,7173.0,77.3,117.6,0.0,ABS,,204.86,44406.0,Multifamily Housing,6,4432104,,,,,,
1005760046,60.0,   5 AVENUE,MANHATTAN,10011,Yes,10574.0,,,0.0,Manual,,,125445.0,Office,1,1009620,40.734773,-73.994523,2.0,3.0,63.0,West Village                                                               
1005760049,13.0,WEST   12 STREET,MANHATTAN,10011,Yes,6234.0,77.0,111.8,39.37,Manual,,542.98,86378.0,Multifamily Housing,1,1009622,40.735003000000006,-73.995338,2.0,3.0,63.0,West Village                                                               
1005760066,49.0,WEST   12 STREET,MANHATTAN,10011,Yes,10293.0,68.7,106.9,,Manual,,418.18,74163.0,Multifamily Housing,1,1009632,40.735352,-73.99616800000001,2.0,3.0,63.0,West Village                                                               
1005767501,60.0,WEST   13 STREET,MANHATTAN,10011,Yes,10862.0,114.0,205.1,0.0,Manual,,571.5,60000.0,Multifamily Housing,1,1009636,40.736084999999996,-73.99596899999999,2.0,3.0,63.0,West Village                                                               
4021550001,,YELLOWSTONE BLVD,QUEENS,11375,Yes,7219.0,56.4,91.2,0.0,ABS,,154.32,44406.0,Multifamily Housing,6,4432105,,,,,,
1005770015,48.0,WEST   14 STREET,MANHATTAN,10011,Yes,8431.0,,,,Manual,,,64213.0,Residence Hall/Dormitory,1,1080153,40.736655999999996,-73.995186,2.0,3.0,63.0,West Village                                                               
1005770019,34.0,WEST   14 STREET,MANHATTAN,10011,No Record as of 08/1/13,,,,,,,,,,1,,40.736518,-73.994858,2.0,3.0,63.0,West Village                                                               
1005770024,22.0,WEST   14 STREET,MANHATTAN,10011,Yes,11328.0,51.1,82.5,33.48,Manual,,727.36,173100.0,Multifamily Housing,1,1083516,40.7364,-73.994577,2.0,3.0,63.0,West Village                                                               
1005770030,18.0,WEST   14 STREET,MANHATTAN,10011,Yes,7018.0,56.9,90.8,,Manual,,468.99,100320.0,Multifamily Housing,1,1009714,40.736359,-73.994483,2.0,3.0,63.0,West Village                                                               
1005770039,80.0,   5 AVENUE,MANHATTAN,10011,Yes,5929.0,65.7,161.8,,Manual,,774.46,132740.0,Office,1,1009717,40.735807,-73.99377199999999,2.0,3.0,63.0,West Village                                                               
1005770042,74.0,   5 AVENUE,MANHATTAN,10011,Yes,8017.0,73.2,118.7,0.0,Manual,,514.26,98066.0,Multifamily Housing,1,1009719,40.735519000000004,-73.993981,2.0,3.0,63.0,West Village                                                               
1005770071,55.0,WEST   13 STREET,MANHATTAN,10011,Yes,381.0,194.7,545.8,,Manual,,1392.33,80000.0,College/University (Campus-Level),1,1009722,40.736046,-73.99584,2.0,3.0,63.0,West Village                                                               
