_10_digit_bbl,required_to_report_automated,borocode,block,lot,number_of_buildings,tax_class,building_class,street_number,street_name,postcode,borough,dof_square_footage,latitude,longitude,community_board,council_district,census_tract,bin,nta
1004207501,No,1,420,7501,1,2,R0,40,DELANCEY STREET,10002,Manhattan,58364,40.719649,-73.9918,103.0,1.0,18.0,1087549.0,Chinatown
1004210044,Yes,1,421,44,1,2,D3,174,FORSYTH STREET,10002,Manhattan,38880,40.721375,-73.991313,103.0,1.0,3601.0,1084640.0,Chinatown
1004217502,Yes,1,421,7502,1,2,R0,36,RIVINGTON STREET,0,Manhattan,30023,40.720944,-73.991201,103.0,1.0,3601.0,1075911.0,Chinatown
1004250004,No,1,425,4,1,4,H2,189,BOWERY,10002,Manhattan,79408,40.720741,-73.993864,103.0,1.0,18.0,1090576.0,Chinatown
1004250023,Yes,1,425,23,1,4,H3,11,RIVINGTON STREET,10002,Manhattan,26283,40.721337,-73.992561,103.0,1.0,18.0,1005687.0,Chinatown
1004257501,Yes,1,425,7501,1,2,R0,195,BOWERY,0,Manhattan,44203,40.721041,-73.99374399999999,103.0,1.0,18.0,1079085.0,Chinatown
1004257502,Yes,1,425,7502,1,2,R0,199,BOWERY,0,Manhattan,65869,40.72115,-73.993701,103.0,1.0,18.0,1087253.0,Chinatown
1004260005,No,1,426,5,1,4,H9,223,BOWERY,10002,Manhattan,63599,40.721949,-73.993402,103.0,1.0,3601.0,,Chinatown
1004260010,Yes,1,426,10,1,4,L8,231,BOWERY,10002,Manhattan,47067,40.722246000000005,-73.99329,103.0,1.0,3601.0,1005708.0,Chinatown
1004260012,No,1,426,12,1,4,P7,235,BOWERY,10002,Manhattan,56344,40.722424,-73.993225,103.0,1.0,3601.0,1005709.0,Chinatown
1004260029,No,1,426,29,1,4,O6,195,CHRYSTIE STREET,10002,Manhattan,81900,40.721922,-73.991904,103.0,1.0,3601.0,1005719.0,Chinatown
1004260031,Yes,1,426,31,1,2B,C7,191,CHRYSTIE STREET,10002,Manhattan,37500,40.721798,-73.991969,103.0,1.0,3601.0,1005720.0,Chinatown
1004270002,Yes,1,427,2,1,2,D3,10,STANTON STREET,10002,Manhattan,167453,40.722654,-73.992492,103.0,1.0,3601.0,1078062.0,Chinatown
1004277504,Yes,1,427,7504,1,2,R0,273,BOWERY,10002,Manhattan,514093,40.723628999999995,-73.99278100000001,103.0,1.0,3601.0,1087241.0,Chinatown
1004277507,No,1,427,7507,1,2,R0,215,CHRYSTIE STREET,10002,Manhattan,277464,40.722786,-73.99146400000001,103.0,1.0,3601.0,1090397.0,Chinatown
1004290021,Yes,1,429,21,1,2,D6,117,EAST 2 STREET,10009,Manhattan,138202,40.723465999999995,-73.98689300000001,103.0,2.0,3002.0,1005743.0,East Village
1004290029,Yes,1,429,29,1,4,P5,137,EAST 2 STREET,10009,Manhattan,37280,40.723247,-73.986359,103.0,2.0,3002.0,1005745.0,East Village
1004300001,No,1,430,1,1,2,D4,40,1 AVENUE,10009,Manhattan,147730,40.724315000000004,-73.987669,103.0,2.0,3002.0,1005758.0,East Village
1004300010,No,1,430,10,11,2,D6,112,EAST 3 STREET,10009,Manhattan,101908,40.724334000000006,-73.98694,103.0,2.0,3002.0,,East Village
1004310001,No,1,431,1,1,2,D4,60,1 AVENUE,10009,Manhattan,194800,40.724905,-73.987243,103.0,2.0,32.0,1005759.0,East Village
1004320001,Yes,1,432,1,5,2,D4,66,1 AVENUE,10009,Manhattan,780062,40.725046999999996,-73.987138,103.0,2.0,32.0,,East Village
1004327501,Yes,1,432,7501,1,2,R0,85,AVENUE A,0,Manhattan,34605,40.725173,-73.98419100000001,103.0,2.0,32.0,1005764.0,East Village
1004327502,Yes,1,432,7502,1,2,R0,89,AVENUE A,0,Manhattan,25586,40.725278,-73.984115,103.0,2.0,32.0,1005763.0,East Village
1004350045,Yes,1,435,45,1,2,D9,111,EAST 7 STREET,10009,Manhattan,32698,40.726576,-73.98476,103.0,2.0,32.0,1005849.0,East Village
1004360044,Yes,1,436,44,1,2,D3,107,ST MARKS PLACE,10009,Manhattan,25610,40.727336,-73.984659,103.0,2.0,32.0,1005888.0,East Village
1004380032,No,1,438,32,1,4,P9,291,EAST 10 STREET,10009,Manhattan,50000,40.727992,-73.982552,103.0,2.0,34.0,1005949.0,East Village
1004397501,Yes,1,439,7501,1,2,R0,438,EAST 12 STREET,10009,Manhattan,152142,40.729493,-73.98232800000001,103.0,2.0,34.0,1090470.0,East Village
1004407502,Yes,1,440,7502,1,2,R0,407,EAST 12 STREET,10009,Manhattan,30462,40.72979,-73.982988,103.0,2.0,34.0,1086103.0,East Village
1004417502,No,1,441,7502,1,2,R0,404,EAST 14 STREET,0,Manhattan,30692,40.731225,-73.982259,103.0,2.0,34.0,1006012.0,East Village
1004417503,Yes,1,441,7503,1,2,R0,421,EAST 13 STREET,0,Manhattan,94773,40.730388,-73.98241800000001,103.0,2.0,34.0,1087654.0,East Village
1004417504,No,1,441,7504,1,2,R0,435,EAST 13 STREET,10009,Manhattan,138170,40.730295,-73.98219399999999,103.0,2.0,34.0,1090211.0,East Village
1004430005,Yes,1,443,5,1,4,E7,28,2 AVENUE,10003,Manhattan,52497,40.7246,-73.990569,103.0,2.0,3602.0,1006080.0,East Village
1004430016,No,1,443,16,1,4,M1,59,EAST 2 STREET,10003,Manhattan,26282,40.724515000000004,-73.98943299999999,103.0,2.0,3602.0,1082819.0,East Village
1004430020,Yes,1,443,20,1,2,C4,67,EAST 2 STREET,10003,Manhattan,26328,40.724425,-73.989224,103.0,2.0,3602.0,1006084.0,East Village
1004437505,No,1,443,7505,1,2,R0,24,2 AVENUE,10003,Manhattan,53702,40.724484999999994,-73.990652,103.0,2.0,3602.0,1090700.0,East Village
1004440001,No,1,444,1,1,4,W3,38,2 AVENUE,10003,Manhattan,41236,40.724965000000005,-73.990306,103.0,2.0,3602.0,1006113.0,East Village
1004440059,No,1,444,59,1,4,W3,44,EAST 2 STREET,10003,Manhattan,50000,40.724835999999996,-73.990111,103.0,2.0,3602.0,1066659.0,East Village
1004450014,Yes,1,445,14,1,2,D7,88,EAST 4 STREET,10003,Manhattan,114700,40.726082,-73.989202,103.0,2.0,38.0,1085556.0,East Village
1004450045,Yes,1,445,45,1,2,D1,81,EAST 3 STREET,10003,Manhattan,36047,40.724938,-73.988325,103.0,2.0,38.0,1006188.0,East Village
1004467502,Yes,1,446,7502,1,2,R0,99,EAST 4 STREET,0,Manhattan,75782,40.7258,-73.98848000000001,103.0,2.0,38.0,1006221.0,East Village
1004480001,No,1,448,1,1,2,D9,104,2 AVENUE,10003,Manhattan,35819,40.727484999999994,-73.988465,103.0,2.0,38.0,1006262.0,East Village
1004500003,No,1,450,3,1,4,O9,136,2 AVENUE,10003,Manhattan,31940,40.728819,-73.987498,103.0,2.0,38.0,1079104.0,East Village
1004510006,No,1,451,6,1,2,D9,156,2 AVENUE,10003,Manhattan,39395,40.729617,-73.986917,103.0,2.0,40.0,1006404.0,East Village
1004517502,Yes,1,451,7502,1,2,R0,240,EAST 10 STREET,0,Manhattan,88208,40.728967,-73.984922,103.0,2.0,40.0,1085794.0,East Village
1004520002,Yes,1,452,2,1,2,D9,162,2 AVENUE,10003,Manhattan,121503,40.729933,-73.986683,103.0,2.0,40.0,1006434.0,East Village
1004530011,Yes,1,453,11,2,2,D1,304,EAST 12 STREET,10003,Manhattan,101800,40.730833000000004,-73.98549200000001,103.0,2.0,40.0,1082513.0,East Village
1004537501,Yes,1,453,7501,1,2,R0,311,EAST 11 STREET,0,Manhattan,46707,40.72999,-73.985438,103.0,2.0,40.0,1088706.0,East Village
1004550001,No,1,455,1,1,4,I1,222,2 AVENUE,10003,Manhattan,56756,40.732,-73.985185,103.0,2.0,40.0,1006510.0,East Village
1004550005,Yes,1,455,5,1,4,I2,224,2 AVENUE,10003,Manhattan,102314,40.732082,-73.985127,103.0,2.0,40.0,1006511.0,East Village
1004550029,No,1,455,29,1,4,P3,342,EAST 14 STREET,10003,Manhattan,48820,40.731632,-73.98325799999999,103.0,2.0,40.0,1006521.0,East Village
1004560007,Yes,1,456,7,1,2,D9,285,BOWERY,10003,Manhattan,234610,40.724307,-73.992532,103.0,2.0,3602.0,1087255.0,East Village
1004567501,No,1,456,7501,1,2,R0,11,2 AVENUE,10003,Manhattan,69969,40.724101,-73.990948,103.0,2.0,3602.0,1088698.0,East Village
1004570001,Yes,1,457,1,1,2,D6,3,EXTRA PLACE,10003,Manhattan,42563,40.724768,-73.99156500000001,103.0,2.0,3602.0,1087207.0,East Village
1004570005,Yes,1,457,5,1,4,N9,313,BOWERY,10003,Manhattan,32358,40.72518,-73.992222,103.0,2.0,3602.0,1006536.0,East Village
1004570009,Yes,1,457,9,1,4,H8,1,EAST 2 STREET,10003,Manhattan,156365,40.725465,-73.991879,103.0,2.0,3602.0,1086133.0,East Village
1004570020,Yes,1,457,20,1,2,C1,21,EAST 2 STREET,10003,Manhattan,27600,40.725266999999995,-73.991175,103.0,2.0,3602.0,1006540.0,East Village
1004570029,No,1,457,29,1,2,D6,31,2 AVENUE,10003,Manhattan,26832,40.724683,-73.990533,103.0,2.0,3602.0,1089206.0,East Village
1004570128,Yes,1,457,128,1,2,D6,29,EAST 2 STREET,10003,Manhattan,35598,40.725171,-73.990944,103.0,2.0,3602.0,1087254.0,East Village
1004580006,No,1,458,6,1,4,H2,335,BOWERY,10003,Manhattan,90411,40.726046999999994,-73.991908,103.0,2.0,3602.0,1006545.0,East Village
1004590019,No,1,459,19,1,4,P5,66,EAST 4 STREET,10003,Manhattan,38000,40.726634000000004,-73.99049699999999,103.0,2.0,38.0,1082672.0,East Village
1004590029,Yes,1,459,29,1,2,D9,63,2 AVENUE,10003,Manhattan,45426,40.725981,-73.989591,103.0,2.0,38.0,1006574.0,East Village
1004590032,No,1,459,32,1,2,D9,57,2 AVENUE,10003,Manhattan,36720,40.7258,-73.989725,103.0,2.0,38.0,1006576.0,East Village
1004597502,Yes,1,459,7502,1,2,R0,52,EAST 4 STREET,0,Manhattan,39145,40.726881,-73.991074,103.0,2.0,38.0,1006566.0,East Village
1004597503,No,1,459,7503,1,2,R0,347,BOWERY,10003,Manhattan,26187,40.726535,-73.991734,103.0,2.0,38.0,1090232.0,East Village
1004600001,Yes,1,460,1,1,2,D9,1,COOPER SQUARE,10003,Manhattan,122689,40.727153,-73.991518,103.0,2.0,38.0,1006580.0,East Village
1004600056,Yes,1,460,56,1,4,P5,59,EAST 4 STREET,10003,Manhattan,32000,40.726785,-73.99080699999999,103.0,2.0,38.0,1082642.0,East Village
1004610006,Yes,1,461,6,1,4,H8,35,COOPER SQUARE,10003,Manhattan,45082,40.728171,-73.990897,103.0,2.0,38.0,1090311.0,East Village
1004610035,Yes,1,461,35,1,2,C7,87,2 AVENUE,10003,Manhattan,26460,40.726876000000004,-73.988927,103.0,2.0,38.0,1006629.0,East Village
1004620004,Yes,1,462,4,1,4,W2,3,TARAS SHEVCHENKO PLACE,10003,Manhattan,59732,40.728328000000005,-73.990049,103.0,2.0,38.0,,East Village
1004620007,No,1,462,7,1,4,M1,6,TARAS SHEVCHENKO PLACE,10003,Manhattan,51300,40.728602,-73.989847,103.0,2.0,38.0,1006644.0,East Village
1004620025,Yes,1,462,25,1,4,W6,107,2 AVENUE,10003,Manhattan,43214,40.727608000000004,-73.9884,103.0,2.0,38.0,1006653.0,East Village
1004620035,Yes,1,462,35,1,2,D1,223,EAST 6 STREET,10003,Manhattan,91680,40.727759000000006,-73.989378,103.0,2.0,38.0,1084755.0,East Village
1004627501,Yes,1,462,7501,1,2,R0,24,EAST 7 STREET,10003,Manhattan,54745,40.728446000000005,-73.989234,103.0,2.0,38.0,1084906.0,East Village
1004637501,No,1,463,7501,1,2,R0,63,COOPER SQUARE,0,Manhattan,32163,40.729104,-73.990208,103.0,2.0,38.0,1006698.0,East Village
1004648048,Yes,1,464,8048,1,2,D4,19,ST MARKS PLACE,10003,Manhattan,25068,40.729082,-73.988783,103.0,2.0,38.0,1006754.0,East Village
1004649006,No,1,464,9006,1,4,H8,29,3 AVENUE,10003,Manhattan,59815,40.729793,-73.989703,103.0,2.0,38.0,1006737.0,East Village
1004650001,No,1,465,1,1,4,H8,31,3 AVENUE,10003,Manhattan,146583,40.729807,-73.989692,103.0,2.0,38.0,1006764.0,East Village
1004650037,No,1,465,37,1,4,W4,28,STUYVESANT STREET,10003,Manhattan,25800,40.729944,-73.988212,103.0,2.0,40.0,1088854.0,East Village
1004650055,No,1,465,55,1,2,D9,145,2 AVENUE,10003,Manhattan,25341,40.729279999999996,-73.98719100000001,103.0,2.0,40.0,1006800.0,East Village
1004667501,No,1,466,7501,1,2,R0,47,3 AVENUE,0,Manhattan,41323,40.730809,-73.988977,103.0,2.0,40.0,1087710.0,East Village
1004667502,Yes,1,466,7502,1,2,R0,55,3 AVENUE,10003,Manhattan,67227,40.730995,-73.98884,103.0,2.0,40.0,1006807.0,East Village
1004670001,No,1,467,1,1,4,H8,67,3 AVENUE,10003,Manhattan,337600,40.731415000000005,-73.98853299999999,103.0,2.0,40.0,1006826.0,East Village
1004670025,Yes,1,467,25,1,2,D6,232,EAST 12 STREET,10003,Manhattan,65602,40.731454,-73.98695699999999,103.0,2.0,40.0,1006835.0,East Village
1004670031,Yes,1,467,31,1,4,J9,181,2 AVENUE,10003,Manhattan,59225,40.730647,-73.986192,103.0,2.0,40.0,1006836.0,East Village
1004670035,No,1,467,35,1,2,D6,175,2 AVENUE,10003,Manhattan,49227,40.730478999999995,-73.98631400000001,103.0,2.0,40.0,1006837.0,East Village
1004677501,Yes,1,467,7501,1,2,R0,235,EAST 11 STREET,0,Manhattan,39182,40.730806,-73.987364,103.0,2.0,40.0,1006849.0,East Village
1004680001,Yes,1,468,1,1,2,D7,87,3 AVENUE,10003,Manhattan,92304,40.732054999999995,-73.988075,103.0,2.0,40.0,1006851.0,East Village
1004680046,Yes,1,468,46,1,2,D9,229,EAST 12 STREET,10003,Manhattan,27215,40.731481,-73.98697800000001,103.0,2.0,40.0,1006875.0,East Village
1004690030,Yes,1,469,30,1,2,D6,223,2 AVENUE,10003,Manhattan,63158,40.732129,-73.98512,103.0,2.0,40.0,1006906.0,East Village
1004690033,Yes,1,469,33,1,2A,S3,221,2 AVENUE,10003,Manhattan,27341,40.732068,-73.985163,103.0,2.0,40.0,1006907.0,East Village
1004690049,Yes,1,469,49,1,2,D3,229,EAST 13 STREET,10003,Manhattan,30400,40.732279999999996,-73.986891,103.0,2.0,40.0,1088211.0,East Village
1004697502,No,1,469,7502,1,2,R0,111,3 AVENUE,10003,Manhattan,125097,40.732822999999996,-73.98750799999999,103.0,2.0,40.0,1066718.0,East Village
1004697505,Yes,1,469,7505,1,2,R0,123,3 AVENUE,10003,Manhattan,65155,40.732977000000005,-73.986841,103.0,2.0,40.0,1088500.0,East Village
1004697506,Yes,1,469,7506,3,2,R0,211,EAST 13 STREET,10003,Manhattan,112516,40.732401,-73.98718000000001,103.0,2.0,40.0,1089710.0,East Village
1004700009,Yes,1,470,9,1,2,C7,365,BROOME STREET,10013,Manhattan,35955,40.720064,-73.995765,102.0,1.0,41.0,1006924.0,SoHo-TriBeCa-Civic Center-Little Italy
1004700050,No,1,470,50,1,4,H3,146,BOWERY,10013,Manhattan,36515,40.719251,-73.994495,102.0,1.0,41.0,1006944.0,SoHo-TriBeCa-Civic Center-Little Italy
1004700061,No,1,470,61,1,4,K2,130,BOWERY,10013,Manhattan,32700,40.718784,-73.994686,102.0,1.0,41.0,1006952.0,SoHo-TriBeCa-Civic Center-Little Italy
1004700064,Yes,1,470,64,1,4,O5,124,BOWERY,10013,Manhattan,29940,40.718609,-73.99475799999999,102.0,1.0,41.0,1006953.0,SoHo-TriBeCa-Civic Center-Little Italy
1004710025,Yes,1,471,25,1,4,O5,176,GRAND STREET,10013,Manhattan,39558,40.71952,-73.99785,102.0,1.0,41.0,1006972.0,SoHo-TriBeCa-Civic Center-Little Italy
1004710055,No,1,471,55,1,4,H3,196,GRAND STREET,10013,Manhattan,26594,40.719193,-73.996883,102.0,1.0,41.0,1089632.0,SoHo-TriBeCa-Civic Center-Little Italy
1004720004,No,1,472,4,1,4,O6,179,LAFAYETTE STREET,10013,Manhattan,30718,40.720549,-73.99861800000001,102.0,1.0,45.0,1006999.0,SoHo-TriBeCa-Civic Center-Little Italy
1004720011,Yes,1,472,11,1,4,O6,407,BROOME STREET,10013,Manhattan,30392,40.720942,-73.997929,102.0,1.0,45.0,1007002.0,SoHo-TriBeCa-Civic Center-Little Italy
1004720012,No,1,472,12,1,4,O6,403,BROOME STREET,10013,Manhattan,25515,40.720862,-73.997742,102.0,1.0,45.0,1007003.0,SoHo-TriBeCa-Civic Center-Little Italy
1004720019,Yes,1,472,19,1,4,O6,241,CENTRE STREET,10013,Manhattan,26065,40.720234000000005,-73.99816700000001,102.0,1.0,45.0,1007005.0,SoHo-TriBeCa-Civic Center-Little Italy
1004720028,Yes,1,472,28,1,4,O5,154,GRAND STREET,10013,Manhattan,35287,40.719976,-73.9989,102.0,1.0,45.0,1007009.0,SoHo-TriBeCa-Civic Center-Little Italy
1004727501,No,1,472,7501,1,2,R0,240,CENTRE STREET,0,Manhattan,138120,40.720154,-73.998207,102.0,1.0,41.0,1075959.0,SoHo-TriBeCa-Civic Center-Little Italy
1004730001,Yes,1,473,1,1,4,O5,462,BROADWAY,10013,Manhattan,120900,40.720978,-74.00053,102.0,1.0,45.0,1079877.0,SoHo-TriBeCa-Civic Center-Little Italy
1004730010,Yes,1,473,10,1,4,K4,478,BROADWAY,10013,Manhattan,55015,40.721422,-74.000152,102.0,1.0,45.0,1079887.0,SoHo-TriBeCa-Civic Center-Little Italy
1004737501,Yes,1,473,7501,1,2,R0,476,BROADWAY,0,Manhattan,70632,40.721367,-74.000198,102.0,1.0,45.0,1007013.0,SoHo-TriBeCa-Civic Center-Little Italy
1004737502,Yes,1,473,7502,1,2,R0,30,CROSBY STREET,10013,Manhattan,78982,40.720785,-73.99958199999999,102.0,1.0,45.0,1079134.0,SoHo-TriBeCa-Civic Center-Little Italy
1004737503,Yes,1,473,7503,1,2,R0,425,BROOME STREET,0,Manhattan,34580,40.721323,-73.998828,102.0,1.0,45.0,1007020.0,SoHo-TriBeCa-Civic Center-Little Italy
1004737505,Yes,1,473,7505,1,2,R0,419,BROOME STREET,10013,Manhattan,44234,40.721216,-73.998579,102.0,1.0,45.0,1079136.0,SoHo-TriBeCa-Civic Center-Little Italy
1004740001,No,1,474,1,1,4,O5,42,GREENE STREET,10013,Manhattan,47621,40.721922,-74.001937,102.0,1.0,47.0,1007031.0,SoHo-TriBeCa-Civic Center-Little Italy
1004740012,No,1,474,12,1,4,K4,453,BROOME STREET,10013,Manhattan,32604,40.722232,-74.000776,102.0,1.0,47.0,1007037.0,SoHo-TriBeCa-Civic Center-Little Italy
1004740026,Yes,1,474,26,1,4,O5,90,GRAND STREET,10013,Manhattan,37500,40.721573,-74.002089,102.0,1.0,47.0,1007046.0,SoHo-TriBeCa-Civic Center-Little Italy
1004740029,Yes,1,474,29,1,2,D0,487,BROADWAY,10013,Manhattan,70759,40.721656,-73.99998199999999,102.0,1.0,47.0,1007047.0,SoHo-TriBeCa-Civic Center-Little Italy
1004740030,No,1,474,30,1,4,O5,483,BROADWAY,10013,Manhattan,51790,40.721543,-74.000076,102.0,1.0,47.0,1007048.0,SoHo-TriBeCa-Civic Center-Little Italy
1004740033,No,1,474,33,1,4,K4,479,BROADWAY,10013,Manhattan,63150,40.721433000000005,-74.00017,102.0,1.0,47.0,1007050.0,SoHo-TriBeCa-Civic Center-Little Italy
1004747503,Yes,1,474,7503,1,2,R0,47,MERCER STREET,10013,Manhattan,31000,40.721634,-74.001136,102.0,1.0,47.0,1007041.0,SoHo-TriBeCa-Civic Center-Little Italy
1004747504,Yes,1,474,7504,1,2,R0,473,BROADWAY,0,Manhattan,32157,40.721266,-74.000314,102.0,1.0,47.0,1007052.0,SoHo-TriBeCa-Civic Center-Little Italy
1004747505,Yes,1,474,7505,1,2,R0,475,BROADWAY,0,Manhattan,32613,40.721321,-74.00026700000001,102.0,1.0,47.0,1007051.0,SoHo-TriBeCa-Civic Center-Little Italy
1004747506,Yes,1,474,7506,1,2,R0,40,MERCER STREET,0,Manhattan,153500,40.721447,-74.00126999999999,102.0,1.0,47.0,1087559.0,SoHo-TriBeCa-Civic Center-Little Italy
1004750015,Yes,1,475,15,1,2B,C7,489,BROOME STREET,10013,Manhattan,25211,40.723058,-74.00246800000001,102.0,1.0,47.0,1007066.0,SoHo-TriBeCa-Civic Center-Little Italy
1004750046,No,1,475,46,1,2,D0,469,BROOME STREET,10013,Manhattan,34944,40.722605,-74.001526,102.0,1.0,47.0,1083492.0,SoHo-TriBeCa-Civic Center-Little Italy
1004750056,No,1,475,56,1,2C,D4,33,GREENE STREET,10013,Manhattan,30868,40.721768,-74.002096,102.0,1.0,47.0,1007082.0,SoHo-TriBeCa-Civic Center-Little Italy
1004757503,Yes,1,475,7503,1,2,R0,477,BROOME STREET,0,Manhattan,38524,40.722778000000005,-74.00188299999999,102.0,1.0,47.0,1007077.0,SoHo-TriBeCa-Civic Center-Little Italy
1004757509,Yes,1,475,7509,1,2,R0,43,WOOSTER STREET,10013,Manhattan,30000,40.722578000000006,-74.002486,102.0,1.0,47.0,1007071.0,SoHo-TriBeCa-Civic Center-Little Italy
1004757513,No,1,475,7513,1,2,R0,47,GREENE STREET,10013,Manhattan,28654,40.722183,-74.001739,102.0,1.0,47.0,1007080.0,SoHo-TriBeCa-Civic Center-Little Italy
1004760007,Yes,1,476,7,1,4,O6,100,AVENUE OF THE AMERICAS,10013,Manhattan,303214,40.723324,-74.004903,102.0,1.0,47.0,1007098.0,SoHo-TriBeCa-Civic Center-Little Italy
1004760019,No,1,476,19,1,2,C7,116,AVENUE OF THE AMERICAS,10013,Manhattan,28042,40.723865,-74.00454599999999,102.0,3.0,47.0,1007100.0,SoHo-TriBeCa-Civic Center-Little Italy
1004760062,Yes,1,476,62,1,4,O6,40,THOMPSON STREET,10013,Manhattan,30906,40.723242,-74.00399,102.0,1.0,47.0,1007109.0,SoHo-TriBeCa-Civic Center-Little Italy
1004760073,No,1,476,73,1,4,G1,356,WEST BROADWAY,10013,Manhattan,39000,40.722915,-74.003326,102.0,1.0,47.0,1007111.0,SoHo-TriBeCa-Civic Center-Little Italy
1004767502,Yes,1,476,7502,1,2,R0,350,WEST BROADWAY,10013,Manhattan,43721,40.722786,-74.003438,102.0,1.0,47.0,1088502.0,SoHo-TriBeCa-Civic Center-Little Italy
1004770001,Yes,1,477,1,1,2,D5,80,VARICK STREET,10013,Manhattan,125235,40.723214,-74.00620500000001,102.0,1.0,37.0,1007118.0,SoHo-TriBeCa-Civic Center-Little Italy
1004770011,No,1,477,11,1,4,O4,101,AVENUE OF THE AMERICAS,10013,Manhattan,402111,40.723247,-74.00495699999999,102.0,1.0,37.0,1007119.0,SoHo-TriBeCa-Civic Center-Little Italy
1004770068,Yes,1,477,68,1,4,H3,52,WATTS STREET,10013,Manhattan,54375,40.723687,-74.005372,102.0,3.0,37.0,1087915.0,SoHo-TriBeCa-Civic Center-Little Italy
1004777501,No,1,477,7501,1,2,R0,121,6 AVENUE,0,Manhattan,80862,40.723903,-74.00469,102.0,3.0,37.0,1083493.0,SoHo-TriBeCa-Civic Center-Little Italy
1004787501,Yes,1,478,7501,1,2,R0,354,BROOME STREET,0,Manhattan,80649,40.71983,-73.995141,102.0,1.0,41.0,1007129.0,SoHo-TriBeCa-Civic Center-Little Italy
1004787503,No,1,478,7503,1,2,R0,152,ELIZABETH STREET,10012,Manhattan,26788,40.720352,-73.995065,102.0,1.0,41.0,1090480.0,SoHo-TriBeCa-Civic Center-Little Italy
1004790029,Yes,1,479,29,1,4,H3,30,KENMARE STREET,10012,Manhattan,28207,40.720687,-73.995173,102.0,1.0,41.0,1088694.0,SoHo-TriBeCa-Civic Center-Little Italy
1004790040,Yes,1,479,40,1,4,L8,368,BROOME STREET,10013,Manhattan,32214,40.72011,-73.99583299999999,102.0,1.0,41.0,1007174.0,SoHo-TriBeCa-Civic Center-Little Italy
1004800009,No,1,480,9,1,2,D9,196,MULBERRY STREET,10013,Manhattan,53777,40.721436,-73.996461,102.0,1.0,41.0,1007179.0,SoHo-TriBeCa-Civic Center-Little Italy
1004807502,No,1,480,7502,1,2,R0,372,BROOME STREET,10013,Manhattan,38356,40.720236,-73.996147,102.0,1.0,41.0,1007190.0,SoHo-TriBeCa-Civic Center-Little Italy
1004807503,Yes,1,480,7503,1,2,R0,199,MOTT STREET,10012,Manhattan,35315,40.721293,-73.99560600000001,102.0,1.0,41.0,1007184.0,SoHo-TriBeCa-Civic Center-Little Italy
1004810001,Yes,1,481,1,1,4,H8,400,BROOME STREET,10012,Manhattan,173838,40.720733,-73.997388,102.0,1.0,41.0,1007193.0,SoHo-TriBeCa-Civic Center-Little Italy
1004810028,Yes,1,481,28,1,2,C7,195,MULBERRY STREET,10012,Manhattan,27289,40.72129,-73.99654,102.0,1.0,41.0,1007202.0,SoHo-TriBeCa-Civic Center-Little Italy
1004817502,Yes,1,481,7502,1,2,R0,225,LAFAYETTE STREET,0,Manhattan,80052,40.721576,-73.997348,102.0,1.0,41.0,1007197.0,SoHo-TriBeCa-Civic Center-Little Italy
1004817503,Yes,1,481,7503,1,2,R0,201,MULBERRY STREET,10012,Manhattan,30488,40.721496,-73.996461,102.0,1.0,41.0,1007201.0,SoHo-TriBeCa-Civic Center-Little Italy
1004820001,Yes,1,482,1,1,2,D4,41,CROSBY STREET,10012,Manhattan,31365,40.721656,-73.998824,102.0,1.0,45.0,1081554.0,SoHo-TriBeCa-Civic Center-Little Italy
1004820016,Yes,1,482,16,1,4,O6,72,SPRING STREET,10012,Manhattan,109377,40.722506,-73.99763,102.0,1.0,45.0,1007214.0,SoHo-TriBeCa-Civic Center-Little Italy
1004827501,Yes,1,482,7501,1,2,R0,406,BROOME STREET,0,Manhattan,74539,40.720876000000004,-73.997731,102.0,1.0,45.0,1066733.0,SoHo-TriBeCa-Civic Center-Little Italy
1004827504,Yes,1,482,7504,1,2,R0,200,LAFAYETTE STREET,10012,Manhattan,107896,40.721323,-73.997987,102.0,1.0,45.0,1007223.0,SoHo-TriBeCa-Civic Center-Little Italy
1004830001,Yes,1,483,1,1,4,O5,490,BROADWAY,10012,Manhattan,28829,40.722015,-73.99965,102.0,1.0,45.0,1007227.0,SoHo-TriBeCa-Civic Center-Little Italy
1004830007,Yes,1,483,7,1,4,K3,504,BROADWAY,10012,Manhattan,121992,40.722317,-73.999398,102.0,1.0,45.0,1079922.0,SoHo-TriBeCa-Civic Center-Little Italy
1004830015,Yes,1,483,15,1,4,O6,520,BROADWAY,10012,Manhattan,48235,40.722663,-73.999105,102.0,1.0,45.0,1007237.0,SoHo-TriBeCa-Civic Center-Little Italy
1004830017,Yes,1,483,17,1,4,O6,524,BROADWAY,10012,Manhattan,143637,40.722747999999996,-73.999033,102.0,1.0,45.0,1007238.0,SoHo-TriBeCa-Civic Center-Little Italy
1004837502,No,1,483,7502,1,2,R0,56,CROSBY STREET,0,Manhattan,55460,40.722018,-73.99853900000001,102.0,1.0,45.0,1007234.0,SoHo-TriBeCa-Civic Center-Little Italy
1004837503,No,1,483,7503,1,2,R0,42,CROSBY STREET,10012,Manhattan,51061,40.721612,-73.998885,102.0,1.0,45.0,1090398.0,SoHo-TriBeCa-Civic Center-Little Italy
1004840003,No,1,484,3,1,4,O6,96,SPRING STREET,10012,Manhattan,48904,40.723168,-73.999123,102.0,1.0,49.0,1007247.0,SoHo-TriBeCa-Civic Center-Little Italy
