_10_digit_bbl,required_to_report_automated,borocode,block,lot,number_of_buildings,tax_class,building_class,street_number,street_name,postcode,borough,dof_square_footage,latitude,longitude,community_board,council_district,census_tract,bin,nta
1002970001,Yes,1,297,1,1,4,J3,8,LUDLOW STREET,10002,Manhattan,40716,40.715005,-73.990949,103.0,1.0,16.0,1003806.0,Chinatown
1002977503,Yes,1,297,7503,1,2,R0,7,ESSEX STREET,0,Manhattan,31406,40.714954999999996,-73.990066,103.0,1.0,16.0,1090482.0,Chinatown
1003000008,Yes,1,300,8,1,4,L8,50,ELDRIDGE STREET,10002,Manhattan,32000,40.716012,-73.993052,103.0,1.0,16.0,1003881.0,Chinatown
1003030015,Yes,1,303,15,1,4,H2,91,BOWERY,10002,Manhattan,48642,40.717132,-73.99550500000001,103.0,1.0,16.0,1082490.0,Chinatown
1003030025,Yes,1,303,25,1,4,H3,61,CHRYSTIE STREET,10002,Manhattan,40529,40.716525,-73.994647,103.0,1.0,16.0,1084615.0,Chinatown
1003030027,No,1,303,27,1,4,O5,55,CHRYSTIE STREET,10002,Manhattan,37500,40.716358,-73.994726,103.0,1.0,16.0,1003915.0,Chinatown
1003037502,No,1,303,7502,1,2,R0,77,BOWERY,10002,Manhattan,44673,40.716786,-73.995711,103.0,1.0,16.0,1003905.0,Chinatown
1003040021,No,1,304,21,1,2,D7,249,GRAND STREET,10002,Manhattan,26565,40.718238,-73.994152,103.0,1.0,16.0,1003935.0,Chinatown
1003040035,No,1,304,35,1,2,C7,75,CHRYSTIE STREET,10002,Manhattan,26965,40.717201,-73.994318,103.0,1.0,16.0,1003945.0,Chinatown
1003070001,Yes,1,307,1,1,2,D3,45,ALLEN STREET,10002,Manhattan,109269,40.716605,-73.991714,103.0,1.0,16.0,1075792.0,Chinatown
1003070024,Yes,1,307,24,1,4,G9,59,ALLEN STREET,10002,Manhattan,57807,40.717104,-73.991458,103.0,1.0,16.0,1082491.0,Chinatown
1003080016,No,1,308,16,1,4,L8,59,ORCHARD STREET,10002,Manhattan,34465,40.716822,-73.990909,103.0,1.0,16.0,1003988.0,Chinatown
1003090006,Yes,1,309,6,1,2,D7,54,ORCHARD STREET,10002,Manhattan,33860,40.716679,-73.99096,103.0,1.0,16.0,1004000.0,Chinatown
1003090022,Yes,1,309,22,1,2,D3,51,LUDLOW STREET,10002,Manhattan,26300,40.71658,-73.990163,103.0,1.0,16.0,1004016.0,Chinatown
1003097501,Yes,1,309,7501,1,2,R0,48,ORCHARD STREET,0,Manhattan,35589,40.71647,-73.991068,103.0,1.0,16.0,1003999.0,Chinatown
1003100027,No,1,310,27,1,2,D5,35,ESSEX STREET,10002,Manhattan,26306,40.716001,-73.989535,103.0,1.0,16.0,1004041.0,Chinatown
1003107503,No,1,310,7503,1,2,R0,55,HESTER STREET,0,Manhattan,27576,40.715699,-73.99021,103.0,1.0,16.0,1004049.0,Chinatown
1003150045,Yes,1,315,45,1,4,N2,228,EAST BROADWAY,10002,Manhattan,44122,40.714359,-73.986707,103.0,1.0,1401.0,1004054.0,Lower East Side
1003230001,No,1,323,1,17,2,D3,288,DELANCEY STREET,10002,Manhattan,2948300,40.715917,-73.97985,103.0,2.0,1002.0,1078038.0,Lower East Side
1003250001,No,1,325,1,1,2,C4,140,BARUCH PLACE,10002,Manhattan,77910,40.71856,-73.976638,103.0,2.0,1002.0,1077594.0,Lower East Side
1003310200,Yes,1,331,200,1,4,G1,275,DELANCEY STREET,10002,Manhattan,98862,40.716118,-73.980553,103.0,1.0,12.0,1004067.0,Lower East Side
1003330001,No,1,333,1,4,2,D4,87,DELANCEY STREET,10002,Manhattan,257218,40.718957,-73.989571,103.0,1.0,18.0,1005288.0,Chinatown
1003360005,No,1,336,5,1,2,D3,15,BIALYSTOKER PLACE,10002,Manhattan,98052,40.71566,-73.982977,103.0,1.0,12.0,1088884.0,Lower East Side
1003360028,No,1,336,28,1,4,J9,466,GRAND STREET,10002,Manhattan,38000,40.715154999999996,-73.984045,103.0,1.0,12.0,1004072.0,Lower East Side
1003360029,Yes,1,336,29,1,4,I6,25,BIALYSTOKER PLACE,10002,Manhattan,26400,40.716063,-73.98276800000001,103.0,1.0,12.0,1004073.0,Lower East Side
1003380001,No,1,338,1,3,2,D6,60,PITT STREET,10002,Manhattan,478858,40.717872,-73.982702,103.0,2.0,2201.0,1082687.0,Lower East Side
1003410001,No,1,341,1,1,2,D6,460,GRAND STREET,10002,Manhattan,265181,40.715267,-73.98442,103.0,1.0,12.0,1004075.0,Lower East Side
1003410058,No,1,341,58,3,2,D6,410,GRAND STREET,10002,Manhattan,225000,40.715916,-73.98657,103.0,1.0,1402.0,1083423.0,Lower East Side
1003410070,Yes,1,341,70,2,2,D4,131,BROOME STREET,10002,Manhattan,231417,40.71622,-73.983991,103.0,1.0,12.0,1077598.0,Lower East Side
1003410075,No,1,341,75,1,2,C7,157,BROOME STREET,10002,Manhattan,27350,40.716607,-73.985271,103.0,1.0,1402.0,1004077.0,Lower East Side
1003420065,Yes,1,342,65,1,4,W2,142,BROOME STREET,10002,Manhattan,36694,40.716291,-73.984164,103.0,1.0,12.0,1004079.0,Lower East Side
1003430043,Yes,1,343,43,1,4,I6,80,RIDGE STREET,10002,Manhattan,121800,40.717771,-73.983795,103.0,1.0,12.0,1086094.0,Lower East Side
1003430050,Yes,1,343,50,1,2,D5,203,RIVINGTON STREET,10002,Manhattan,99911,40.718465,-73.98307700000001,103.0,1.0,12.0,1004081.0,Lower East Side
1003437501,No,1,343,7501,1,2,R0,78,RIDGE STREET,10002,Manhattan,56354,40.717707,-73.983828,103.0,1.0,12.0,1075794.0,Lower East Side
1003440013,Yes,1,344,13,1,2,D1,195,STANTON STREET,10002,Manhattan,47910,40.719818,-73.98314599999999,103.0,1.0,2201.0,1004094.0,Lower East Side
1003440017,Yes,1,344,17,1,2,D4,129,RIDGE STREET,10002,Manhattan,27299,40.719401,-73.98298,103.0,1.0,2201.0,1004095.0,Lower East Side
1003440041,Yes,1,344,41,1,2,D6,114,RIDGE STREET,10002,Manhattan,27109,40.719008,-73.98315699999999,103.0,2.0,2201.0,1086574.0,Lower East Side
1003447501,No,1,344,7501,1,2,R0,50,CLINTON STREET,10002,Manhattan,44089,40.71972,-73.98473299999999,103.0,1.0,2201.0,1090182.0,Lower East Side
1003450017,Yes,1,345,17,1,2,D1,331,EAST HOUSTON STREET,10002,Manhattan,57128,40.721042,-73.982442,103.0,2.0,2201.0,1089961.0,Lower East Side
1003450020,Yes,1,345,20,1,2,D1,155,RIDGE STREET,10002,Manhattan,35045,40.720334,-73.9825,103.0,2.0,2201.0,1004141.0,Lower East Side
1003450048,No,1,345,48,1,2,D3,115,PITT STREET,10002,Manhattan,170100,40.719697,-73.981822,103.0,2.0,2201.0,1004151.0,Lower East Side
1003450058,Yes,1,345,58,1,2,D9,133,PITT STREET,10002,Manhattan,98000,40.720227,-73.981562,103.0,2.0,2201.0,1088482.0,Lower East Side
1003457501,Yes,1,345,7501,1,2,R0,154,ATTORNEY STREET,10002,Manhattan,39643,40.720392,-73.98342,103.0,2.0,2201.0,1087572.0,Lower East Side
1003457502,No,1,345,7502,1,2,R0,196,STANTON STREET,10002,Manhattan,68396,40.719807,-73.983048,103.0,2.0,2201.0,1088333.0,Lower East Side
1003460001,Yes,1,346,1,1,2,D1,50,NORFOLK STREET,10002,Manhattan,137909,40.717025,-73.988063,103.0,1.0,1402.0,1004154.0,Lower East Side
1003460095,Yes,1,346,95,1,2,C7,384,GRAND STREET,10002,Manhattan,26377,40.716291999999996,-73.987822,103.0,1.0,1402.0,1004156.0,Lower East Side
1003460175,No,1,346,175,1,2,D7,180,BROOME STREET,10002,Manhattan,378028,40.716868,-73.986065,103.0,1.0,1402.0,1000000.0,Lower East Side
1003467501,Yes,1,346,7501,1,2,R0,145,CLINTON STREET,10002,Manhattan,280261,40.716609999999996,-73.986375,103.0,1.0,1402.0,1089660.0,Lower East Side
1003470080,Yes,1,347,80,1,2,D3,150,BROOME STREET,10002,Manhattan,180090,40.716415000000005,-73.984575,103.0,1.0,1402.0,1004158.0,Lower East Side
1003477501,No,1,347,7501,1,2,R0,175,DELANCEY STREET,10002,Manhattan,161040,40.717465999999995,-73.985004,103.0,1.0,1402.0,1089451.0,Lower East Side
1003480040,Yes,1,348,40,1,2,D6,90,CLINTON STREET,10002,Manhattan,38498,40.718528000000006,-73.985343,103.0,1.0,1402.0,1004195.0,Lower East Side
1003480046,Yes,1,348,46,1,2,C7,80,CLINTON STREET,10002,Manhattan,31314,40.718764,-73.98522,103.0,1.0,1402.0,1004199.0,Lower East Side
1003497503,No,1,349,7503,1,2,R0,150,RIVINGTON STREET,10002,Manhattan,58031,40.719283000000004,-73.9857,103.0,1.0,3001.0,1090811.0,Chinatown
1003500008,Yes,1,350,8,1,4,I5,180,SUFFOLK STREET,10002,Manhattan,56500,40.721067,-73.98501,103.0,2.0,3001.0,1004240.0,Chinatown
1003500018,No,1,350,18,1,2,D8,287,EAST HOUSTON STREET,10002,Manhattan,32805,40.72155,-73.984105,103.0,2.0,3001.0,1004245.0,Chinatown
1003500026,Yes,1,350,26,1,2,D7,19,CLINTON STREET,10002,Manhattan,36000,40.720738,-73.984224,103.0,2.0,3001.0,1088336.0,Chinatown
1003507501,Yes,1,350,7501,1,2,R0,20,CLINTON STREET,0,Manhattan,38670,40.720732,-73.984202,103.0,2.0,2201.0,1004261.0,Lower East Side
1003510001,No,1,351,1,2,2,D4,62,ESSEX STREET,10002,Manhattan,188220,40.717093,-73.988943,103.0,1.0,18.0,,Chinatown
1003527501,No,1,352,7501,1,2,R0,115,DELANCEY STREET,10002,Manhattan,441570,40.718509000000005,-73.988085,103.0,1.0,18.0,1090554.0,Chinatown
1003530052,Yes,1,353,52,1,2,D6,108,NORFOLK STREET,10002,Manhattan,35000,40.718954,-73.98705600000001,103.0,1.0,1402.0,1075815.0,Lower East Side
1003530057,Yes,1,353,57,1,2,C7,131,RIVINGTON STREET,10002,Manhattan,25650,40.719547,-73.986627,103.0,1.0,1402.0,1004302.0,Lower East Side
1003530069,Yes,1,353,69,1,2,D6,99,SUFFOLK STREET,10002,Manhattan,26600,40.718728999999996,-73.986227,103.0,1.0,1402.0,1086285.0,Lower East Side
1003537501,Yes,1,353,7501,1,2,R0,103,NORFOLK STREET,0,Manhattan,50563,40.718821999999996,-73.987147,103.0,1.0,18.0,1087502.0,Chinatown
1003537503,No,1,353,7503,1,2,R0,115,NORFOLK STREET,10002,Manhattan,34261,40.719143,-73.98698399999999,103.0,1.0,18.0,1088708.0,Chinatown
1003537504,No,1,353,7504,1,2,R0,100,NORFOLK STREET,10002,Manhattan,55157,40.718776,-73.987147,103.0,1.0,1402.0,1090469.0,Lower East Side
1003540001,No,1,354,1,1,2,D6,140,ESSEX STREET,10002,Manhattan,55723,40.720290999999996,-73.987298,103.0,1.0,3001.0,1000000.0,Chinatown
1003550054,No,1,355,54,1,2,D6,255,EAST HOUSTON STREET,10002,Manhattan,92697,40.72186,-73.985126,103.0,2.0,3001.0,1090485.0,Chinatown
1003560001,No,1,356,1,16,2,D3,10,AVENUE D,10009,Manhattan,1658649,40.720364000000004,-73.978438,103.0,2.0,20.0,1078045.0,Lower East Side
1003620001,Yes,1,362,1,7,2,D6,134,AVENUE D,10009,Manhattan,458591,40.724447,-73.975464,103.0,2.0,24.0,1077504.0,Lower East Side
1003620010,No,1,362,10,5,2,D3,132,AVENUE D,10009,Manhattan,380833,40.72437,-73.97551800000001,103.0,2.0,24.0,1077504.0,Lower East Side
1003670001,Yes,1,367,1,8,2,D3,152,AVENUE D,10009,Manhattan,610785,40.725076,-73.975009,103.0,2.0,24.0,1077543.0,Lower East Side
1003720012,Yes,1,372,12,1,2,D9,278,EAST 3 STREET,10009,Manhattan,26780,40.721455999999996,-73.980104,103.0,2.0,2202.0,1004356.0,Lower East Side
1003720016,No,1,372,16,1,2,D1,286,EAST 3 STREET,10009,Manhattan,29940,40.721415,-73.980003,103.0,2.0,2202.0,1084623.0,Lower East Side
1003720018,Yes,1,372,18,1,2,D1,290,EAST 3 STREET,10009,Manhattan,37767,40.721393,-73.97995300000001,103.0,2.0,2202.0,1004358.0,Lower East Side
1003720026,Yes,1,372,26,1,2,D3,306,EAST 3 STREET,10009,Manhattan,46162,40.721308,-73.97975100000001,103.0,2.0,2202.0,1084626.0,Lower East Side
1003720031,Yes,1,372,31,1,2,D9,316,EAST 3 STREET,10009,Manhattan,27496,40.721253000000004,-73.979624,103.0,2.0,2202.0,1089954.0,Lower East Side
1003720041,Yes,1,372,41,1,2,D7,310,2ND STREET,10009,Manhattan,131660,,,,,,,
1003720060,Yes,1,372,60,1,2,D7,280,EAST 2 STREET,10009,Manhattan,80500,40.720684999999996,-73.980288,103.0,2.0,2202.0,1086167.0,Lower East Side
1003730023,Yes,1,373,23,1,2,D9,340,EAST 4 STREET,10009,Manhattan,27042,40.721629,-73.978646,103.0,2.0,2601.0,1004389.0,Lower East Side
1003730038,Yes,1,373,38,1,4,N2,25,AVENUE D,10009,Manhattan,38721,40.720797,-73.978153,103.0,2.0,2601.0,1084874.0,Lower East Side
1003730051,No,1,373,51,1,2,D3,299,EAST 3 STREET,10009,Manhattan,41244,40.721365999999996,-73.97984100000001,103.0,2.0,2601.0,1087317.0,Lower East Side
1003730064,No,1,373,64,1,4,I5,279,EAST 3 STREET,10009,Manhattan,26793,40.721470000000004,-73.98009300000001,103.0,2.0,2601.0,1004406.0,Lower East Side
1003740025,No,1,374,25,1,2,D1,734,EAST 5 STREET,10009,Manhattan,49792,40.722288,-73.978318,103.0,2.0,2601.0,1087350.0,Lower East Side
1003740043,Yes,1,374,43,1,2,D1,353,EAST 4 STREET,10009,Manhattan,27226,40.721481,-73.978246,103.0,2.0,2601.0,1004420.0,Lower East Side
1003750001,Yes,1,375,1,1,2,C9,72,AVENUE C,10009,Manhattan,73392,40.722947,-73.979674,103.0,2.0,2601.0,1075623.0,Lower East Side
1003750045,No,1,375,45,1,2,C9,721,EAST 5 STREET,10009,Manhattan,39260,40.722713,-73.979281,103.0,2.0,2601.0,1075621.0,Lower East Side
1003757501,Yes,1,375,7501,1,2,R0,71,AVENUE D,0,Manhattan,34607,40.722297999999995,-73.977052,103.0,2.0,2601.0,1004444.0,Lower East Side
1003760058,Yes,1,376,58,1,2,D3,709,EAST 6 STREET,10009,Manhattan,65526,40.723394,-73.978992,103.0,2.0,2602.0,1075828.0,Lower East Side
1003767501,No,1,376,7501,1,2,R0,79,AVENUE D,10009,Manhattan,121049,40.722707,-73.97675600000001,103.0,2.0,2602.0,1090645.0,Lower East Side
1003770026,Yes,1,377,26,1,2,D4,390,EAST 8 STREET,10009,Manhattan,30018,40.723945,-73.976658,103.0,2.0,2602.0,1004507.0,Lower East Side
1003770030,Yes,1,377,30,1,2,D3,394,EAST 8 STREET,10009,Manhattan,28906,40.723896,-73.976546,103.0,2.0,2602.0,1084628.0,Lower East Side
1003777502,Yes,1,377,7502,1,2,R0,259,EAST 7 STREET,0,Manhattan,25115,40.723649,-73.977812,103.0,2.0,2602.0,1087666.0,Lower East Side
1003777503,Yes,1,377,7503,1,2,R0,101,AVENUE D,10009,Manhattan,107740,40.723308,-73.976323,103.0,2.0,2602.0,1089381.0,Lower East Side
1003780001,No,1,378,1,1,4,Y2,126,AVENUE C,10009,Manhattan,120040,40.724783,-73.978335,103.0,2.0,2602.0,1075834.0,Lower East Side
1003780010,Yes,1,378,10,1,2,D6,710,EAST 9 STREET,10009,Manhattan,34728,40.725093,-73.97753399999999,103.0,2.0,2602.0,1004530.0,Lower East Side
1003780017,No,1,378,17,1,2,C1,720,EAST 9 STREET,10009,Manhattan,64907,40.724958,-73.97721700000001,103.0,2.0,2602.0,1084876.0,Lower East Side
1003787501,No,1,378,7501,1,2,R0,399,EAST 8 STREET,10009,Manhattan,25615,40.723852,-73.976391,103.0,2.0,2602.0,1089859.0,Lower East Side
1003790027,Yes,1,379,27,1,4,E7,436,EAST 10 STREET,10009,Manhattan,92470,40.725147,-73.975813,103.0,2.0,28.0,1004551.0,Lower East Side
1003790053,Yes,1,379,53,1,2,D1,717,EAST 9 STREET,10009,Manhattan,44876,40.725027000000004,-73.97733199999999,103.0,2.0,28.0,1088945.0,Lower East Side
1003820001,No,1,382,1,2,2,D9,188,AVENUE C,10009,Manhattan,453600,40.726797,-73.976837,103.0,2.0,28.0,1083146.0,Lower East Side
1003820100,No,1,382,100,6,2,D4,162,AVENUE C,10009,Manhattan,553660,40.725963,-73.977458,103.0,2.0,28.0,1078025.0,Lower East Side
1003847503,Yes,1,384,7503,1,2,R0,310,EAST HOUSTON STREET,0,Manhattan,42752,40.721333,-73.983336,103.0,2.0,2202.0,1087568.0,Lower East Side
1003850005,Yes,1,385,5,1,2,D5,27,AVENUE B,10009,Manhattan,32225,40.722365,-73.983177,103.0,2.0,2202.0,1004589.0,Lower East Side
1003850014,Yes,1,385,14,1,2,D1,222,EAST 3 STREET,10009,Manhattan,49923,40.722406,-73.982359,103.0,2.0,2202.0,1004590.0,Lower East Side
1003850019,Yes,1,385,19,1,2,D7,228,EAST 3 STREET,10009,Manhattan,31025,40.722351,-73.982225,103.0,2.0,2202.0,1087318.0,Lower East Side
1003850049,Yes,1,385,49,1,2,D7,242,EAST 2 STREET,10009,Manhattan,34821,40.721404,-73.981962,103.0,2.0,2202.0,1087353.0,Lower East Side
1003850063,Yes,1,385,63,1,4,P6,214,EAST 2 STREET,10009,Manhattan,38876,40.721794,-73.982889,103.0,2.0,2202.0,1004609.0,Lower East Side
1003857501,Yes,1,385,7501,1,2,R0,254,EAST 2 STREET,0,Manhattan,51716,40.721237,-73.981569,103.0,2.0,2202.0,1079679.0,Lower East Side
1003860015,Yes,1,386,15,1,2,D3,258,EAST 4 STREET,10009,Manhattan,43902,40.723034999999996,-73.981972,103.0,2.0,2601.0,1082842.0,Lower East Side
1003860033,Yes,1,386,33,1,2,D9,274,EAST 4 STREET,10009,Manhattan,132308,40.722862,-73.981561,103.0,2.0,2601.0,1004617.0,Lower East Side
1003870020,Yes,1,387,20,1,2,C9,620,EAST 5 STREET,10009,Manhattan,32946,40.723485,-73.981114,103.0,2.0,2601.0,1075625.0,Lower East Side
1003870157,Yes,1,387,157,1,2,C1,619,EAST 5 STREET,10009,Manhattan,25200,40.723529,-73.981171,103.0,2.0,2601.0,1004667.0,Lower East Side
1003900005,Yes,1,390,5,1,4,M1,121,AVENUE B,10009,Manhattan,28564,40.725464,-73.980907,103.0,2.0,2602.0,1082499.0,Lower East Side
1003900011,No,1,390,11,1,4,I7,308,EAST 8 STREET,10009,Manhattan,97000,40.725178,-73.97958299999999,103.0,2.0,2602.0,1085478.0,Lower East Side
1003900024,Yes,1,390,24,1,2,D1,334,EAST 8 STREET,10009,Manhattan,29232,40.724903000000005,-73.978927,103.0,2.0,2602.0,1004713.0,Lower East Side
1003907502,Yes,1,390,7502,1,2,R0,342,EAST 8 STREET,10009,Manhattan,73359,40.724818,-73.978725,103.0,2.0,2602.0,1004715.0,Lower East Side
1003927501,Yes,1,392,7501,1,2,R0,143,AVENUE B,0,Manhattan,89531,40.726468,-73.98018499999999,103.0,2.0,28.0,1004784.0,Lower East Side
1003930001,Yes,1,393,1,1,2,D5,159,AVENUE B,10009,Manhattan,31267,40.726954,-73.979832,103.0,2.0,28.0,1004871.0,Lower East Side
1003930025,Yes,1,393,25,1,2,D5,636,EAST 11 STREET,10009,Manhattan,27362,40.726753,-73.977793,103.0,2.0,28.0,1004887.0,Lower East Side
1003937501,Yes,1,393,7501,1,2,R0,642,EAST 11 STREET,0,Manhattan,38020,40.726728,-73.977739,103.0,2.0,28.0,1088368.0,Lower East Side
1003947506,Yes,1,394,7506,1,2,R0,189,AVENUE C,10009,Manhattan,32113,40.726834999999994,-73.976834,103.0,2.0,28.0,1004910.0,Lower East Side
1003947507,No,1,394,7507,1,2,R0,185,AVENUE B,10009,Manhattan,49728,40.727807,-73.97920699999999,103.0,2.0,28.0,1089953.0,Lower East Side
1003950009,No,1,395,9,1,2,D9,606,EAST 13 STREET,10009,Manhattan,127950,40.728636,-73.97829399999999,103.0,2.0,28.0,,Lower East Side
1003960010,Yes,1,396,10,4,2,D6,604,EAST 14 STREET,10009,Manhattan,416708,40.729292,-73.977713,103.0,2.0,28.0,1077502.0,Lower East Side
1003960029,No,1,396,29,1,2,D6,223,AVENUE C,10009,Manhattan,63932,40.728043,-73.975982,103.0,2.0,28.0,1004945.0,Lower East Side
1003970029,No,1,397,29,1,2,D1,195,EAST 2 STREET,10009,Manhattan,33336,40.722264,-73.984036,103.0,2.0,3002.0,1004953.0,East Village
1003977503,No,1,397,7503,1,2,R0,250,EAST HOUSTON STREET,10002,Manhattan,169482,40.721937,-73.985321,103.0,2.0,3002.0,1004960.0,East Village
1003980002,No,1,398,2,1,4,K2,28,AVENUE A,10009,Manhattan,25760,40.723225,-73.985584,103.0,2.0,3002.0,1004962.0,East Village
1003980018,No,1,398,18,1,2,D7,176,EAST 3 STREET,10009,Manhattan,43520,40.723153,-73.98413000000001,103.0,2.0,3002.0,1004967.0,East Village
1003980035,Yes,1,398,35,1,2,D6,24,AVENUE B,10009,Manhattan,77000,40.722272,-73.983271,103.0,2.0,3002.0,1004976.0,East Village
1003990001,Yes,1,399,1,1,2,D6,42,AVENUE A,10009,Manhattan,28633,40.723738,-73.985208,103.0,2.0,32.0,1084788.0,East Village
1003990011,Yes,1,399,11,1,4,M9,206,EAST 4 STREET,10009,Manhattan,39246,40.7239,-73.984003,103.0,2.0,32.0,1004990.0,East Village
1003990044,Yes,1,399,44,1,2,D1,185,EAST 3 STREET,10009,Manhattan,35550,40.723079,-73.983906,103.0,2.0,32.0,1005004.0,East Village
1004000001,Yes,1,400,1,1,2,D6,58,AVENUE A,10009,Manhattan,79956,40.724344,-73.984768,103.0,2.0,32.0,1005010.0,East Village
1004010046,Yes,1,401,46,1,2,D6,535,EAST 5 STREET,10009,Manhattan,36330,40.724484000000004,-73.983487,103.0,2.0,32.0,1087322.0,East Village
1004020011,Yes,1,402,11,1,2,D9,140,EAST 7 STREET,10009,Manhattan,41600,40.725791,-73.98293100000001,103.0,2.0,32.0,1005083.0,East Village
1004020015,Yes,1,402,15,1,2,D9,144,EAST 7 STREET,10009,Manhattan,36705,40.725736,-73.982801,103.0,2.0,32.0,1005084.0,East Village
1004027503,No,1,402,7503,1,2,R0,100,AVENUE A,10009,Manhattan,51063,40.725678,-73.983797,103.0,2.0,32.0,1090420.0,East Village
1004050001,Yes,1,405,1,1,2,D1,174,AVENUE A,10009,Manhattan,40376,40.728538,-73.981711,103.0,2.0,34.0,1086128.0,East Village
1004050017,Yes,1,405,17,1,2,D9,518,EAST 12 STREET,10009,Manhattan,31500,40.728807,-73.980683,103.0,2.0,34.0,1005174.0,East Village
1004057504,No,1,405,7504,1,2,R0,525,EAST 11 STREET,0,Manhattan,34454,40.72814,-73.98104000000001,103.0,2.0,34.0,1087059.0,East Village
1004060021,Yes,1,406,21,1,2,C7,530,EAST 13 STREET,10009,Manhattan,27000,40.729248999999996,-73.979744,103.0,2.0,34.0,1005212.0,East Village
1004070047,Yes,1,407,47,1,2,D3,527,EAST 13 STREET,10009,Manhattan,30893,40.729306,-73.979838,103.0,2.0,34.0,1087434.0,East Village
1004077502,Yes,1,407,7502,1,2,R0,503,EAST 13 STREET,0,Manhattan,26084,40.729534,-73.980379,103.0,2.0,34.0,1086159.0,East Village
1004077503,No,1,407,7503,1,2,R0,500,EAST 14 STREET,10009,Manhattan,185068,40.730366,-73.980184,103.0,2.0,34.0,1090249.0,East Village
1004077504,No,1,407,7504,1,2,R0,524,EAST 14 STREET,10009,Manhattan,66823,40.729890999999995,-73.979088,103.0,2.0,34.0,1090264.0,East Village
1004090005,Yes,1,409,5,1,4,O5,85,DELANCEY STREET,10002,Manhattan,26856,40.718984000000006,-73.989661,103.0,1.0,18.0,1005288.0,Chinatown
1004097502,No,1,409,7502,1,2,R0,242,BROOME STREET,10002,Manhattan,176960,40.717845000000004,-73.98927900000001,103.0,1.0,18.0,1090581.0,Chinatown
1004100004,Yes,1,410,4,1,4,K4,130,ORCHARD STREET,10002,Manhattan,33546,40.719769,-73.98937600000001,103.0,1.0,18.0,1005304.0,Chinatown
1004100048,Yes,1,410,48,1,4,H1,107,RIVINGTON STREET,10002,Manhattan,59000,40.719967,-73.988023,103.0,1.0,18.0,1075676.0,Chinatown
1004100071,Yes,1,410,71,1,2,D7,100,DELANCEY STREET,10002,Manhattan,30812,40.718768,-73.988885,103.0,1.0,18.0,1075628.0,Chinatown
1004107501,No,1,410,7501,1,2,R0,101,LUDLOW STREET,0,Manhattan,114394,40.719111,-73.988864,103.0,1.0,18.0,1005320.0,Chinatown
1004110045,Yes,1,411,45,1,2,D1,144,LUDLOW STREET,10002,Manhattan,34904,40.720595,-73.98808100000001,103.0,1.0,3001.0,1077106.0,Chinatown
1004110058,No,1,411,58,1,2,D5,149,ESSEX STREET,10002,Manhattan,30870,40.720565,-73.987179,103.0,1.0,3001.0,1079703.0,Chinatown
1004117504,Yes,1,411,7504,1,2,R0,153,ESSEX STREET,10002,Manhattan,26214,40.720689,-73.987114,103.0,1.0,3001.0,1083465.0,Chinatown
1004120048,Yes,1,412,48,1,4,H2,180,LUDLOW STREET,10002,Manhattan,82411,40.721810999999995,-73.98746700000001,103.0,1.0,3001.0,1087953.0,Chinatown
1004120053,Yes,1,412,53,1,2,D8,207,EAST HOUSTON STREET,10002,Manhattan,209499,40.722401,-73.98690400000001,103.0,1.0,3001.0,1087955.0,Chinatown
1004127501,Yes,1,412,7501,1,2,R0,180,ORCHARD STREET,10002,Manhattan,199408,40.721853,-73.988304,103.0,1.0,3001.0,1090121.0,Chinatown
1004127503,No,1,412,7503,1,2,R0,200A,ORCHARD STREET,10002,Manhattan,161916,40.722396,-73.988015,103.0,1.0,3001.0,1000000.0,Chinatown
1004130043,Yes,1,413,43,1,2,D7,259,BROOME STREET,10002,Manhattan,27349,40.718139,-73.99031,103.0,1.0,18.0,1005447.0,Chinatown
1004130051,Yes,1,413,51,1,4,K4,314,GRAND STREET,10002,Manhattan,29465,40.717288,-73.990971,103.0,1.0,18.0,1005451.0,Chinatown
1004150018,Yes,1,415,18,1,4,I5,182,ELDRIDGE STREET,10002,Manhattan,29898,40.720596,-73.990703,103.0,1.0,18.0,1005483.0,Chinatown
1004150067,No,1,415,67,1,4,H9,139,ORCHARD STREET,10002,Manhattan,39064,40.720040999999995,-73.98926,103.0,1.0,18.0,1088498.0,Chinatown
1004150078,No,1,415,78,1,2,C7,80,DELANCEY STREET,10002,Manhattan,25071,40.719122,-73.99005799999999,103.0,1.0,18.0,1005508.0,Chinatown
1004170001,Yes,1,417,1,1,2,D1,224,ELDRIDGE STREET,10002,Manhattan,136000,40.722091999999996,-73.989938,103.0,1.0,3601.0,1005537.0,Chinatown
1004177501,Yes,1,417,7501,1,2,R0,190,ALLEN STREET,0,Manhattan,111051,40.722248,-73.988899,103.0,1.0,3001.0,1087667.0,Chinatown
1004200040,No,1,420,40,1,4,O5,40,DELANCEY STREET,10002,Manhattan,62100,40.719649,-73.9918,103.0,1.0,18.0,1087549.0,Chinatown
1004200047,No,1,420,47,1,4,I6,41,RIVINGTON STREET,10002,Manhattan,150000,40.720928,-73.991201,103.0,1.0,18.0,1005601.0,Chinatown
1004200062,Yes,1,420,62,1,2,D3,175,ELDRIDGE STREET,10002,Manhattan,61380,40.720411999999996,-73.990822,103.0,1.0,18.0,1005602.0,Chinatown
1004200068,Yes,1,420,68,1,2,D6,167,ELDRIDGE STREET,10002,Manhattan,32700,40.720121,-73.99096999999999,103.0,1.0,18.0,1075907.0,Chinatown
