,school_dbn,community_school_district,city_council_district,school_level,full_time_health_teachers,f_status_health_teachers,itinerant_health_teachers,sum_of_f_status_and_itinerant,total_part_time_and_full_time_health_teachers
537,10X344,10,11,Elementary,0,0,0,0,0
538,10X351,10,11,High School,0,0,0,0,0
539,10X353,10,11,High School,0,0,0,0,0
540,10X360,10,14,Elementary,0,0,0,0,0
541,10X363,10,14,Junior High-Intermediate-Middle,0,0,0,0,0
542,10X368,10,11,Secondary School,0,0,0,0,0
543,10X374,10,15,High School,1,0,0,0,1
544,10X382,10,14,Elementary,0,0,0,0,0
545,10X386,10,14,Elementary,0,0,0,0,0
546,10X390,10,14,Junior High-Intermediate-Middle,0,0,0,0,0
547,10X391,10,15,Junior High-Intermediate-Middle,0,0,0,0,0
548,10X396,10,14,Elementary,0,0,0,0,0
549,10X397,10,11,High School,0,0,0,0,0
550,10X433,10,11,High School,0,0,0,0,0
551,10X434,10,15,High School,0,0,0,0,0
552,10X437,10,15,High School,0,0,0,0,0
553,10X438,10,15,High School,0,0,0,0,0
554,10X439,10,15,High School,1,0,0,0,1
555,10X440,10,11,High School,2,0,0,0,2
556,10X442,10,11,High School,0,0,0,0,0
557,10X445,10,11,High School,0,0,0,0,0
558,10X447,10,14,Junior High-Intermediate-Middle,0,0,0,0,0
559,10X459,10,14,Junior High-Intermediate-Middle,0,0,0,0,0
560,10X477,10,11,High School,0,0,0,0,0
561,10X524,10,15,High School,0,0,0,0,0
562,10X546,10,11,High School,0,0,0,0,0
563,10X549,10,11,High School,0,0,0,0,0
564,10X565,10,15,High School,0,0,0,0,0
565,10X696,10,11,High School,0,0,0,0,0
566,11X016,11,11,Elementary,0,0,0,0,0
567,11X019,11,11,K-8,0,0,0,0,0
568,11X021,11,12,Elementary,0,0,0,0,0
569,11X041,11,12,Elementary,0,0,0,0,0
570,11X068,11,12,Elementary,0,0,0,0,0
571,11X076,11,12,Elementary,0,0,0,0,0
572,11X078,11,12,Elementary,0,0,0,0,0
573,11X083,11,13,K-8,0,0,0,0,0
574,11X087,11,12,Elementary,0,0,0,0,0
575,11X089,11,13,K-8,0,0,0,0,0
576,11X096,11,15,Elementary,0,0,0,0,0
577,11X097,11,13,Elementary,0,0,0,0,0
578,11X103,11,12,Elementary,0,0,0,0,0
579,11X105,11,13,Elementary,0,0,0,0,0
580,11X106,11,18,Elementary,0,0,0,0,0
581,11X108,11,13,Elementary,0,0,0,0,0
582,11X111,11,12,Elementary,0,0,0,0,0
583,11X112,11,12,Elementary,0,0,0,0,0
584,11X121,11,13,Elementary,0,0,0,0,0
585,11X127,11,18,Junior High-Intermediate-Middle,0,0,0,0,0
586,11X144,11,13,Junior High-Intermediate-Middle,0,0,0,0,0
587,11X153,11,12,Elementary,0,0,0,0,0
588,11X160,11,12,Elementary,0,0,0,0,0
589,11X169,11,12,Early Childhood,1,0,0,0,1
590,11X175,11,13,K-8,0,0,0,0,0
591,11X178,11,12,Elementary,0,0,0,0,0
592,11X180,11,12,Junior High-Intermediate-Middle,0,0,0,0,0
593,11X181,11,12,Junior High-Intermediate-Middle,0,0,0,0,0
594,11X189,11,12,Elementary,0,0,0,0,0
595,11X194,11,18,K-8,0,0,0,0,0
596,11X249,11,12,High School,0,0,0,0,0
597,11X253,11,12,High School,0,0,0,0,0
598,11X265,11,12,High School,1,0,0,0,1
599,11X270,11,12,High School,0,0,0,0,0
600,11X272,11,12,Junior High-Intermediate-Middle,0,0,0,0,0
601,11X275,11,12,High School,0,0,0,0,0
602,11X287,11,12,Junior High-Intermediate-Middle,0,0,0,0,0
603,11X288,11,13,High School,0,0,0,0,0
604,11X289,11,12,Junior High-Intermediate-Middle,0,0,0,0,0
605,11X290,11,12,High School,1,0,0,0,1
606,11X299,11,13,High School,0,0,0,0,0
607,11X326,11,13,Junior High-Intermediate-Middle,0,0,0,0,0
608,11X355,11,12,Junior High-Intermediate-Middle,0,0,0,0,0
609,11X357,11,13,Elementary,0,0,0,0,0
610,11X370,11,12,Junior High-Intermediate-Middle,0,0,0,0,0
611,11X418,11,13,High School,0,0,0,0,0
612,11X455,11,12,High School,1,0,0,0,1
613,11X462,11,12,Junior High-Intermediate-Middle,1,0,0,0,1
614,11X468,11,13,Junior High-Intermediate-Middle,0,0,0,0,0
615,11X481,11,13,Elementary,0,0,0,0,0
616,11X483,11,11,Elementary,0,0,0,0,0
617,11X498,11,13,K-8,0,0,0,0,0
618,11X508,11,13,High School,0,0,0,0,0
619,11X509,11,13,High School,0,0,0,0,0
620,11X513,11,12,High School,0,0,0,0,0
621,11X514,11,12,High School,0,0,0,0,0
622,11X529,11,12,Junior High-Intermediate-Middle,0,0,0,0,0
623,11X532,11,12,Junior High-Intermediate-Middle,0,0,0,0,0
624,11X542,11,13,High School,0,0,0,0,0
625,11X544,11,12,High School,0,0,0,0,0
626,11X545,11,12,High School,1,0,0,0,1
627,11X556,11,13,Junior High-Intermediate-Middle,0,0,0,0,0
628,11X566,11,13,Junior High-Intermediate-Middle,0,0,0,0,0
629,11X567,11,18,Elementary,0,0,0,0,0
630,12X006,12,17,Elementary,0,0,0,0,0
631,12X044,12,17,Elementary,0,0,0,0,0
632,12X047,12,18,Elementary,0,0,0,0,0
633,12X050,12,17,Elementary,0,0,0,0,0
634,12X057,12,15,Elementary,0,0,0,0,0
635,12X061,12,17,Elementary,0,0,0,0,0
636,12X066,12,17,Elementary,0,0,0,0,0
637,12X067,12,17,Elementary,0,0,0,0,0
638,12X092,12,17,Elementary,0,0,0,0,0
639,12X098,12,17,Junior High-Intermediate-Middle,0,0,0,0,0
640,12X129,12,15,Junior High-Intermediate-Middle,1,0,0,0,1
641,12X134,12,17,Elementary,0,0,0,0,0
642,12X150,12,17,Elementary,0,0,0,0,0
643,12X190,12,17,Junior High-Intermediate-Middle,0,0,0,0,0
644,12X195,12,18,Elementary,0,0,0,0,0
645,12X196,12,18,Elementary,0,0,0,0,0
646,12X211,12,17,K-8,0,0,0,0,0
647,12X212,12,17,K-8,0,0,0,0,0
648,12X214,12,17,K-8,0,0,0,0,0
649,12X217,12,17,Junior High-Intermediate-Middle,0,0,0,0,0
650,12X242,12,18,Secondary School,0,0,0,0,0
651,12X248,12,17,High School,0,0,0,0,0
652,12X251,12,17,High School,0,0,0,0,0
653,12X267,12,16,Secondary School,0,0,0,0,0
654,12X271,12,17,Secondary School,1,0,0,0,1
655,12X273,12,15,Junior High-Intermediate-Middle,0,0,0,0,0
656,12X278,12,17,High School,0,0,0,0,0
657,12X286,12,17,Junior High-Intermediate-Middle,0,0,0,0,0
658,12X300,12,15,Elementary,0,0,0,0,0
659,12X314,12,17,Elementary,0,0,0,0,0
660,12X316,12,15,Junior High-Intermediate-Middle,0,0,0,0,0
661,12X318,12,17,Junior High-Intermediate-Middle,0,0,0,0,0
662,12X341,12,17,Junior High-Intermediate-Middle,0,0,0,0,0
663,12X372,12,17,Secondary School,0,0,0,0,0
664,12X383,12,17,Junior High-Intermediate-Middle,0,0,0,0,0
665,12X384,12,17,Junior High-Intermediate-Middle,0,0,0,0,0
666,12X388,12,18,High School,0,0,0,0,0
667,12X446,12,17,High School,0,0,0,0,0
668,12X458,12,17,Elementary,0,0,0,0,0
669,12X463,12,17,Early Childhood,0,0,0,0,0
670,12X478,12,18,High School,0,0,0,0,0
671,12X479,12,16,High School,0,0,0,0,0
672,12X480,12,17,High School,0,0,0,0,0
673,12X511,12,17,High School,0,0,0,0,0
674,12X521,12,18,High School,0,0,0,0,0
675,12X531,12,18,Elementary,0,0,0,0,0
676,12X536,12,18,Elementary,0,0,0,0,0
677,12X550,12,18,High School,0,0,0,0,0
678,12X682,12,17,High School,0,0,0,0,0
679,12X684,12,15,High School,0,0,0,0,0
680,12X691,12,18,Elementary,0,0,0,0,0
681,12X692,12,18,High School,0,0,0,0,0
682,13K003,13,36,Elementary,0,0,0,0,0
683,13K008,13,33,Elementary,0,0,0,0,0
684,13K009,13,35,Elementary,0,0,0,0,0
685,13K011,13,35,Elementary,0,0,0,0,0
686,13K020,13,35,Elementary,0,0,0,0,0
687,13K044,13,36,Elementary,0,0,0,0,0
688,13K046,13,35,Elementary,0,0,0,0,0
689,13K054,13,33,Elementary,0,0,0,0,0
690,13K056,13,35,Elementary,0,0,0,0,0
691,13K067,13,35,Elementary,0,0,0,0,0
692,13K093,13,36,Elementary,0,0,0,0,0
693,13K113,13,35,Junior High-Intermediate-Middle,0,0,0,0,0
694,13K133,13,39,Elementary,0,0,0,0,0
695,13K256,13,36,Elementary,0,0,0,0,0
696,13K265,13,35,Secondary School,0,0,0,0,0
697,13K266,13,39,Junior High-Intermediate-Middle,0,0,0,0,0
698,13K270,13,35,Elementary,0,0,0,0,0
699,13K282,13,39,K-8,0,0,0,0,0
700,13K287,13,35,Elementary,0,0,0,0,0
701,13K301,13,36,Junior High-Intermediate-Middle,0,0,0,0,0
702,13K305,13,36,Elementary,0,0,0,0,0
703,13K307,13,33,Elementary,0,0,0,0,0
704,13K313,13,33,Junior High-Intermediate-Middle,0,0,0,0,0
705,13K350,13,33,High School,0,0,0,0,0
706,13K351,13,35,Junior High-Intermediate-Middle,0,0,0,0,0
707,13K412,13,33,High School,0,0,0,0,0
708,13K419,13,33,High School,0,0,0,0,0
709,13K430,13,35,High School,3,0,0,0,3
710,13K439,13,33,High School,0,0,0,0,0
711,13K483,13,33,High School,0,0,0,0,0
712,13K492,13,35,Junior High-Intermediate-Middle,0,0,0,0,0
713,13K499,13,35,High School,0,0,0,0,0
714,13K527,13,33,Junior High-Intermediate-Middle,0,0,0,0,0
715,13K553,13,36,High School,0,0,0,0,0
716,13K575,13,36,High School,0,0,0,0,0
717,13K595,13,36,High School,0,0,0,0,0
718,13K596,13,33,Junior High-Intermediate-Middle,0,0,0,0,0
719,13K605,13,33,High School,0,0,0,0,0
720,13K616,13,33,High School,0,0,0,0,0
721,13K670,13,35,High School,1,0,0,0,1
722,13K674,13,33,High School,0,0,0,0,0
723,13K691,13,35,Junior High-Intermediate-Middle,0,0,0,0,0
724,14K016,14,33,Elementary,0,0,0,0,0
725,14K017,14,34,Elementary,0,0,0,0,0
726,14K018,14,34,Elementary,0,0,0,0,0
727,14K023,14,36,Elementary,0,0,0,0,0
728,14K031,14,33,Elementary,0,0,0,0,0
729,14K034,14,33,Elementary,0,0,0,0,0
730,14K050,14,34,Junior High-Intermediate-Middle,0,0,0,0,0
731,14K059,14,36,Elementary,0,0,0,0,0
732,14K071,14,33,Secondary School,0,0,0,0,0
733,14K084,14,34,Elementary,0,0,0,0,0
734,14K110,14,33,Elementary,0,0,0,0,0
735,14K120,14,34,Elementary,0,0,0,0,0
736,14K126,14,33,Junior High-Intermediate-Middle,0,0,0,0,0
737,14K132,14,34,Elementary,0,0,0,0,0
738,14K147,14,34,Elementary,0,0,0,0,0
739,14K157,14,33,K-8,0,0,0,0,0
740,14K196,14,34,Elementary,0,0,0,0,0
741,14K250,14,34,Elementary,0,0,0,0,0
742,14K257,14,34,Elementary,0,0,0,0,0
743,14K297,14,36,Elementary,0,0,0,0,0
744,14K318,14,33,Junior High-Intermediate-Middle,0,0,0,0,0
745,14K319,14,34,Early Childhood,0,0,0,0,0
746,14K322,14,36,High School,0,0,0,0,0
747,14K330,14,36,Junior High-Intermediate-Middle,0,0,0,0,0
748,14K380,14,33,Elementary,0,0,0,0,0
749,14K414,14,34,Elementary,0,0,0,0,0
750,14K449,14,34,High School,0,0,0,0,0
751,14K454,14,34,High School,0,0,0,0,0
752,14K474,14,34,High School,0,0,0,0,0
753,14K477,14,34,High School,0,0,0,0,0
754,14K478,14,34,High School,1,0,0,0,1
755,14K488,14,33,High School,0,0,0,0,0
756,14K558,14,33,High School,0,0,0,0,0
757,14K561,14,33,High School,0,0,0,0,0
758,14K577,14,34,Junior High-Intermediate-Middle,0,0,0,0,0
759,14K582,14,34,Junior High-Intermediate-Middle,0,0,0,0,0
760,14K586,14,34,Secondary School,0,0,0,0,0
761,14K610,14,33,High School,0,0,0,0,0
762,14K614,14,34,Secondary School,0,0,0,0,0
763,14K632,14,33,High School,0,0,0,0,0
764,14K685,14,33,High School,0,0,0,0,0
765,15K001,15,38,Elementary,0,0,0,0,0
766,15K010,15,38,Elementary,0,0,0,0,0
767,15K015,15,38,Elementary,0,0,0,0,0
768,15K024,15,38,Elementary,0,0,0,0,0
769,15K029,15,39,Elementary,0,0,0,0,0
770,15K032,15,39,Elementary,0,0,0,0,0
771,15K038,15,33,Elementary,0,0,0,0,0
772,15K039,15,39,Elementary,0,0,0,0,0
773,15K051,15,39,Junior High-Intermediate-Middle,0,0,0,0,0
774,15K058,15,39,Elementary,0,0,0,0,0
775,15K088,15,38,Junior High-Intermediate-Middle,0,0,0,0,0
776,15K094,15,38,Elementary,0,0,0,0,0
777,15K107,15,39,Elementary,0,0,0,0,0
778,15K118,15,39,Elementary,0,0,0,0,0
779,15K124,15,39,Elementary,0,0,0,0,0
780,15K130,15,39,Elementary,0,0,0,0,0
781,15K131,15,39,Elementary,0,0,0,0,0
782,15K136,15,38,Junior High-Intermediate-Middle,0,0,0,0,0
783,15K146,15,39,Elementary,0,0,0,0,0
784,15K154,15,39,Elementary,0,0,0,0,0
785,15K169,15,38,Elementary,0,0,0,0,0
786,15K172,15,38,Elementary,0,0,0,0,0
787,15K230,15,39,Elementary,0,0,0,0,0
788,15K261,15,33,Elementary,0,0,0,0,0
789,15K295,15,38,Elementary,0,0,0,0,0
790,15K321,15,39,Elementary,0,0,0,0,0
791,15K423,15,33,High School,0,0,0,0,0
792,15K429,15,33,Secondary School,0,0,0,0,0
793,15K442,15,39,Junior High-Intermediate-Middle,0,0,0,0,0
794,15K443,15,38,Junior High-Intermediate-Middle,0,0,0,0,0
795,15K447,15,33,Junior High-Intermediate-Middle,0,0,0,0,0
796,15K448,15,39,Secondary School,0,0,0,0,0
797,15K462,15,39,High School,0,0,0,0,0
798,15K463,15,39,Secondary School,0,0,0,0,0
799,15K464,15,39,Secondary School,0,0,0,0,0
800,15K497,15,33,Secondary School,0,0,0,0,0
801,15K516,15,38,Elementary,0,0,0,0,0
802,15K519,15,33,High School,0,0,0,0,0
803,15K529,15,39,High School,0,0,0,0,0
804,15K592,15,33,High School,0,0,0,0,0
805,15K656,15,33,High School,0,0,0,0,0
806,15K667,15,38,High School,1,0,0,0,1
807,15K676,15,38,Elementary,0,0,0,0,0
808,15K684,15,39,High School,0,0,0,0,0
809,15K698,15,38,High School,0,0,0,0,0
810,15K821,15,38,Junior High-Intermediate-Middle,0,0,0,0,0
811,15K839,15,39,K-8,0,0,0,0,0
812,16K005,16,41,Elementary,0,0,0,0,0
813,16K021,16,36,Elementary,0,0,0,0,0
814,16K025,16,36,Elementary,0,0,0,0,0
815,16K026,16,36,Elementary,0,0,0,0,0
816,16K028,16,41,Elementary,0,0,0,0,0
817,16K035,16,36,Junior High-Intermediate-Middle,0,0,0,0,0
818,16K040,16,41,Elementary,0,0,0,0,0
819,16K057,16,36,Junior High-Intermediate-Middle,0,0,0,0,0
820,16K081,16,36,Elementary,0,0,0,0,0
821,16K243,16,36,Elementary,0,0,0,0,0
822,16K262,16,36,Elementary,0,0,0,0,0
823,16K267,16,36,Junior High-Intermediate-Middle,0,0,0,0,0
824,16K308,16,36,K-8,0,0,0,0,0
825,16K309,16,41,Elementary,0,0,0,0,0
826,16K335,16,36,Elementary,0,0,0,0,0
827,16K385,16,36,Junior High-Intermediate-Middle,0,0,0,0,0
828,16K393,16,36,High School,0,0,0,0,0
829,16K455,16,36,High School,0,0,0,0,0
830,16K498,16,41,High School,0,0,0,0,0
831,16K534,16,36,Junior High-Intermediate-Middle,0,0,0,0,0
832,16K584,16,36,Junior High-Intermediate-Middle,0,0,0,0,0
833,16K594,16,41,High School,0,0,0,0,0
834,16K627,16,36,Elementary,0,0,0,0,0
835,16K628,16,36,Early Childhood,0,0,0,0,0
836,16K636,16,36,Elementary,0,0,0,0,0
837,16K669,16,36,High School,0,0,0,0,0
838,16K681,16,36,Junior High-Intermediate-Middle,0,0,0,0,0
839,16K688,16,36,High School,0,0,0,0,0
840,16K765,16,36,High School,0,0,0,0,0
841,17K002,17,40,Junior High-Intermediate-Middle,0,0,0,0,0
842,17K006,17,40,Elementary,0,0,0,0,0
843,17K012,17,41,Elementary,0,0,0,0,0
844,17K061,17,40,Junior High-Intermediate-Middle,2,0,0,0,2
845,17K091,17,41,Elementary,0,0,0,0,0
846,17K092,17,40,Elementary,0,0,0,0,0
847,17K122,17,36,High School,0,0,0,0,0
848,17K138,17,36,K-8,0,0,0,0,0
849,17K161,17,35,K-8,0,0,0,0,0
850,17K167,17,35,Elementary,0,0,0,0,0
851,17K181,17,45,K-8,0,0,0,0,0
852,17K189,17,41,K-8,0,0,0,0,0
853,17K191,17,41,Elementary,0,0,0,0,0
854,17K221,17,35,Elementary,0,0,0,0,0
855,17K241,17,35,Elementary,0,0,0,0,0
856,17K246,17,40,Junior High-Intermediate-Middle,0,0,0,0,0
857,17K249,17,40,Elementary,0,0,0,0,0
858,17K289,17,36,Elementary,0,0,0,0,0
859,17K316,17,35,Elementary,0,0,0,0,0
860,17K334,17,36,Junior High-Intermediate-Middle,0,0,0,0,0
861,17K340,17,35,Junior High-Intermediate-Middle,0,0,0,0,0
862,17K352,17,35,Junior High-Intermediate-Middle,0,0,0,0,0
863,17K353,17,35,Junior High-Intermediate-Middle,0,0,0,0,0
864,17K354,17,36,Junior High-Intermediate-Middle,0,0,0,0,0
865,17K375,17,35,Elementary,0,0,0,0,0
866,17K382,17,40,Secondary School,0,0,0,0,0
867,17K394,17,36,K-8,0,0,0,0,0
868,17K397,17,40,Elementary,0,0,0,0,0
869,17K398,17,41,Elementary,0,0,0,0,0
870,17K399,17,40,Elementary,0,0,0,0,0
871,17K408,17,40,High School,0,0,0,0,0
872,17K484,17,41,Junior High-Intermediate-Middle,0,0,0,0,0
873,17K489,17,35,High School,0,0,0,0,0
874,17K524,17,35,High School,0,0,0,0,0
875,17K528,17,35,High School,0,0,0,0,0
876,17K531,17,40,Secondary School,0,0,0,0,0
877,17K532,17,35,Elementary,0,0,0,0,0
878,17K533,17,40,Secondary School,0,0,0,0,0
879,17K537,17,40,High School,0,0,0,0,0
880,17K539,17,40,High School,0,0,0,0,0
881,17K543,17,40,Secondary School,0,0,0,0,0
882,17K546,17,40,High School,0,0,0,0,0
883,17K547,17,35,High School,0,0,0,0,0
884,17K548,17,35,High School,0,0,0,0,0
885,17K568,17,41,High School,0,0,0,0,0
886,17K590,17,35,Secondary School,0,0,0,0,0
887,17K600,17,35,High School,1,0,0,0,1
888,17K705,17,35,Elementary,0,0,0,0,0
889,17K722,17,41,Junior High-Intermediate-Middle,0,0,0,0,0
890,17K745,17,40,High School,0,0,0,0,0
891,17K751,17,36,High School,0,0,0,0,0
892,17K770,17,41,Elementary,0,0,0,0,0
893,18K066,18,42,K-8,0,0,0,0,0
894,18K068,18,46,Junior High-Intermediate-Middle,1,0,0,0,1
895,18K114,18,46,Elementary,0,0,0,0,0
896,18K115,18,46,Elementary,0,0,0,0,0
897,18K135,18,41,Elementary,0,0,0,0,0
898,18K208,18,45,Elementary,0,0,0,0,0
899,18K211,18,46,Junior High-Intermediate-Middle,0,0,0,0,0
900,18K219,18,41,Elementary,0,0,0,0,0
901,18K233,18,42,Elementary,0,0,0,0,0
902,18K235,18,41,K-8,0,0,0,0,0
903,18K244,18,45,Elementary,0,0,0,0,0
904,18K268,18,41,Elementary,0,0,0,0,0
905,18K272,18,46,Elementary,0,0,0,0,0
906,18K276,18,46,Elementary,0,0,0,0,0
907,18K279,18,46,Elementary,0,0,0,0,0
908,18K285,18,45,Junior High-Intermediate-Middle,1,0,0,0,1
909,18K366,18,46,Junior High-Intermediate-Middle,0,0,0,0,0
910,18K563,18,45,High School,0,1,0,1,1
911,18K566,18,46,High School,0,0,0,0,0
912,18K567,18,46,High School,0,0,0,0,0
913,18K569,18,45,High School,0,0,0,0,0
914,18K576,18,46,High School,0,0,0,0,0
915,18K578,18,46,High School,0,0,0,0,0
916,18K581,18,41,Junior High-Intermediate-Middle,0,0,0,0,0
917,18K588,18,41,Junior High-Intermediate-Middle,0,0,0,0,0
918,18K589,18,41,High School,0,0,0,0,0
919,18K598,18,41,Junior High-Intermediate-Middle,0,0,0,0,0
920,18K617,18,46,High School,0,0,0,0,0
921,18K629,18,45,High School,0,0,0,0,0
922,18K633,18,46,High School,1,0,0,0,1
923,18K635,18,46,High School,0,0,0,0,0
924,18K637,18,46,High School,0,0,0,0,0
925,18K642,18,46,High School,1,0,0,0,1
926,18K673,18,41,High School,0,0,0,0,0
927,18K763,18,45,Junior High-Intermediate-Middle,0,0,0,0,0
928,19K007,19,37,Elementary,0,0,0,0,0
929,19K013,19,42,Elementary,0,0,0,0,0
930,19K065,19,37,Elementary,0,0,0,0,0
931,19K089,19,37,K-8,0,0,0,0,0
932,19K108,19,37,Elementary,0,0,0,0,0
933,19K149,19,42,Elementary,0,0,0,0,0
934,19K158,19,37,Elementary,0,0,0,0,0
935,19K159,19,42,Elementary,0,0,0,0,0
936,19K171,19,37,Junior High-Intermediate-Middle,0,0,0,0,0
937,19K174,19,42,K-8,0,0,0,0,0
938,19K190,19,42,Elementary,0,0,0,0,0
939,19K202,19,42,K-8,0,0,0,0,0
940,19K213,19,42,Elementary,0,0,0,0,0
941,19K214,19,37,Elementary,0,0,0,0,0
942,19K218,19,42,Junior High-Intermediate-Middle,1,0,0,0,1
943,19K224,19,42,Elementary,0,0,0,0,0
944,19K273,19,42,Elementary,0,0,0,0,0
945,19K290,19,37,Elementary,0,0,0,0,0
946,19K292,19,42,Junior High-Intermediate-Middle,0,0,0,0,0
947,19K306,19,42,K-8,0,0,0,0,0
948,19K311,19,42,Junior High-Intermediate-Middle,0,0,0,0,0
949,19K325,19,42,Elementary,0,0,0,0,0
950,19K328,19,42,Elementary,0,0,0,0,0
951,19K345,19,37,Elementary,0,0,0,0,0
952,19K346,19,42,Elementary,0,0,0,0,0
953,19K364,19,42,Junior High-Intermediate-Middle,0,0,0,0,0
954,19K404,19,42,High School,0,0,0,0,0
955,19K409,19,42,Secondary School,0,0,0,0,0
956,19K422,19,46,Secondary School,0,0,0,0,0
957,19K452,19,42,Junior High-Intermediate-Middle,0,0,0,0,0
958,19K502,19,42,High School,0,0,0,0,0
959,19K504,19,42,High School,1,0,0,0,1
960,19K507,19,42,High School,0,0,0,0,0
961,19K510,19,42,High School,1,0,0,0,1
962,19K557,19,42,Elementary,0,0,0,0,0
963,19K583,19,37,High School,0,0,0,0,0
964,19K615,19,37,High School,0,0,0,0,0
965,19K618,19,37,High School,0,0,0,0,0
966,19K639,19,37,High School,0,0,0,0,0
967,19K654,19,42,Junior High-Intermediate-Middle,1,0,0,0,1
968,19K659,19,37,High School,0,0,0,0,0
969,19K660,19,37,High School,0,0,0,0,0
970,19K661,19,37,Junior High-Intermediate-Middle,0,0,0,0,0
971,19K662,19,37,Junior High-Intermediate-Middle,0,0,0,0,0
972,19K663,19,42,Junior High-Intermediate-Middle,0,0,0,0,0
973,19K677,19,42,Elementary,0,0,0,0,0
974,19K678,19,42,Junior High-Intermediate-Middle,0,0,0,0,0
975,19K683,19,42,High School,0,0,0,0,0
976,19K760,19,37,Junior High-Intermediate-Middle,0,0,0,0,0
977,19K764,19,37,High School,0,0,0,0,0
978,20K030,20,43,K-8,0,0,0,0,0
979,20K048,20,44,Elementary,0,0,0,0,0
980,20K062,20,40,Junior High-Intermediate-Middle,0,0,0,0,0
981,20K069,20,38,Elementary,0,0,0,0,0
982,20K102,20,43,Elementary,0,0,0,0,0
983,20K104,20,43,K-8,0,0,0,0,0
984,20K105,20,38,Elementary,0,0,0,0,0
985,20K112,20,43,Elementary,0,0,0,0,0
986,20K127,20,43,Elementary,0,0,0,0,0
987,20K160,20,44,Elementary,0,0,0,0,0
988,20K163,20,43,K-8,0,0,0,0,0
989,20K164,20,44,Elementary,0,0,0,0,0
990,20K170,20,43,Elementary,0,0,0,0,0
991,20K176,20,43,Elementary,0,0,0,0,0
992,20K179,20,39,Elementary,0,0,0,0,0
993,20K180,20,44,K-8,0,0,0,0,0
994,20K185,20,43,Elementary,0,0,0,0,0
995,20K186,20,47,Elementary,0,0,0,0,0
996,20K187,20,38,Junior High-Intermediate-Middle,0,0,0,0,0
997,20K192,20,44,K-8,0,0,0,0,0
998,20K200,20,43,Elementary,0,0,0,0,0
999,20K201,20,43,Junior High-Intermediate-Middle,0,0,0,0,0
