incident_key,occur_date,occur_time,boro,precinct,jurisdiction_code,location_desc,statistical_murder_flag,perp_age_group,perp_sex,perp_race,vic_age_group,vic_sex,vic_race,x_coord_cd,y_coord_cd,latitude,longitude
206821821,2019-12-21T00:00:00.000,2020-02-23 04:30:00,BROOKLYN,78,1.0,,False,,,,25-44,M,BLACK HISPANIC,991724,186291,40.67800757700008,-73.97305570499998
206823155,2019-12-21T00:00:00.000,2020-02-23 03:20:00,BROOKLYN,70,0.0,,False,,,,25-44,M,BLACK,995944,176899,40.65222405100008,-73.95785778499999
206821819,2019-12-20T00:00:00.000,2020-02-23 21:36:00,BRONX,47,0.0,,False,,,,<18,M,BLACK,1020998,257118,40.87233570600006,-73.86712799899993
206729523,2019-12-19T00:00:00.000,2020-02-23 21:22:00,QUEENS,105,0.0,,False,,,,18-24,M,BLACK,1051883,184698,40.67337996200007,-73.75618326799997
206729524,2019-12-19T00:00:00.000,2020-02-23 16:20:00,BROOKLYN,67,0.0,MULTI DWELL - APT BUILD,True,,,,25-44,F,BLACK,1006160,180447,40.66194314900008,-73.92102913399998
206703579,2019-12-19T00:00:00.000,2020-02-23 05:15:00,MANHATTAN,28,0.0,,False,,,,18-24,M,BLACK HISPANIC,996089,231418,40.80186520800004,-73.95723931799995
206681438,2019-12-18T00:00:00.000,2020-02-23 23:22:00,MANHATTAN,32,0.0,,False,,,,25-44,M,BLACK,999651,234170,40.80941319900006,-73.94436716399997
206681439,2019-12-18T00:00:00.000,2020-02-23 18:15:00,QUEENS,100,0.0,,True,25-44,U,BLACK,45-64,M,BLACK,1036299,153335,40.58740067900004,-73.81260554099998
206570261,2019-12-16T00:00:00.000,2020-02-23 19:15:00,STATEN ISLAND,120,0.0,,True,,,,<18,M,BLACK HISPANIC,954514,170534,40.634711295000045,-74.10713802599996
206570260,2019-12-16T00:00:00.000,2020-02-23 12:37:00,MANHATTAN,23,2.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,UNKNOWN,25-44,M,BLACK,1001933,228925,40.79501283900004,-73.93613752499994
206526479,2019-12-15T00:00:00.000,2020-02-23 20:00:00,MANHATTAN,28,0.0,,False,,,,18-24,M,BLACK,997328,232574,40.805036364000046,-73.95276183299995
206526480,2019-12-15T00:00:00.000,2020-02-23 03:36:00,BROOKLYN,79,0.0,,False,,,,18-24,M,BLACK,998810,192148,40.69407488400003,-73.947496157
206524906,2019-12-14T00:00:00.000,2020-02-23 21:35:00,BRONX,52,0.0,,False,,,,18-24,M,BLACK,1013413,255738,40.86857634900008,-73.89455982599996
206316192,2019-12-11T00:00:00.000,2020-02-23 04:00:00,BROOKLYN,60,2.0,MULTI DWELL - PUBLIC HOUS,True,,,,25-44,M,BLACK,987061,148773,40.575031251000034,-73.98988266699997
206311808,2019-12-10T00:00:00.000,2020-02-23 23:32:00,STATEN ISLAND,122,0.0,,False,25-44,F,WHITE,18-24,M,WHITE,953155,145282,40.56539505300003,-74.11191815299998
206311808,2019-12-10T00:00:00.000,2020-02-23 23:32:00,STATEN ISLAND,122,0.0,,False,18-24,F,WHITE HISPANIC,18-24,M,WHITE,953155,145282,40.56539505300003,-74.11191815299998
206311808,2019-12-10T00:00:00.000,2020-02-23 23:32:00,STATEN ISLAND,122,0.0,,False,18-24,M,BLACK HISPANIC,18-24,M,WHITE,953155,145282,40.56539505300003,-74.11191815299998
206311807,2019-12-10T00:00:00.000,2020-02-23 21:36:00,BRONX,48,0.0,,False,,,,25-44,M,BLACK,1015119,247835,40.846879195000035,-73.88842801999994
206311359,2019-12-10T00:00:00.000,2020-02-23 20:35:00,STATEN ISLAND,120,0.0,,True,,,,25-44,M,WHITE HISPANIC,961472,164727,40.61879293100003,-74.08204929199997
206196589,2019-12-08T00:00:00.000,2020-02-23 23:16:00,BRONX,47,0.0,,False,25-44,M,BLACK,45-64,M,BLACK HISPANIC,1031078,262785,40.88784211400008,-73.83064118999994
206195058,2019-12-07T00:00:00.000,2020-02-23 22:40:00,BROOKLYN,70,0.0,MULTI DWELL - APT BUILD,True,18-24,M,BLACK,18-24,M,BLACK,995294,176595,40.65139047100007,-73.96020079799997
206195057,2019-12-07T00:00:00.000,2020-02-23 00:41:00,BRONX,40,2.0,MULTI DWELL - PUBLIC HOUS,False,,,,25-44,M,BLACK,1005530,233943,40.808777943000045,-73.923130702
206195060,2019-12-07T00:00:00.000,2020-02-23 00:23:00,QUEENS,115,0.0,,False,18-24,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1022420,212522,40.749926198000026,-73.86223992399994
206367551,2019-12-06T00:00:00.000,2020-02-23 23:30:00,BRONX,47,0.0,,False,25-44,M,BLACK,45-64,M,BLACK,1026179,261966,40.88561885600007,-73.84836422499995
206196588,2019-12-06T00:00:00.000,2020-02-23 23:00:00,BROOKLYN,77,0.0,MULTI DWELL - APT BUILD,False,,,,25-44,M,BLACK,1003812,183893,40.67140715000005,-73.92948225299993
206195056,2019-12-06T00:00:00.000,2020-02-23 17:40:00,BROOKLYN,75,0.0,PVT HOUSE,False,25-44,M,UNKNOWN,18-24,M,BLACK,1018637,182648,40.66794473600004,-73.87604591299998
206090803,2019-12-05T00:00:00.000,2020-02-23 14:15:00,BRONX,42,0.0,,False,18-24,M,BLACK,65+,M,BLACK,1008051,239452,40.82389216900003,-73.91400444399994
206090803,2019-12-05T00:00:00.000,2020-02-23 14:15:00,BRONX,42,0.0,,False,18-24,M,WHITE HISPANIC,65+,M,BLACK,1008051,239452,40.82389216900003,-73.91400444399994
206032523,2019-12-04T00:00:00.000,2020-02-23 23:12:00,BROOKLYN,67,0.0,MULTI DWELL - APT BUILD,False,,,,45-64,F,BLACK,999390,177145,40.65289404700008,-73.945438299
206032524,2019-12-04T00:00:00.000,2020-02-23 03:30:00,QUEENS,110,0.0,,False,,,,25-44,M,WHITE,1015799,208304,40.738374951000026,-73.88615590799998
205974389,2019-12-03T00:00:00.000,2020-02-23 20:45:00,BRONX,48,0.0,,False,,,,18-24,M,BLACK,1014808,247020,40.84464334200004,-73.88955581599998
205974388,2019-12-03T00:00:00.000,2020-02-23 14:28:00,BROOKLYN,67,0.0,,False,,,,25-44,M,BLACK,1002321,172248,40.63944734500007,-73.93488836999995
205908101,2019-12-02T00:00:00.000,2020-02-23 15:52:00,BROOKLYN,73,0.0,,False,,,,18-24,M,BLACK,1006612,185285,40.675221247000025,-73.91938390099993
205908100,2019-12-02T00:00:00.000,2020-02-23 11:50:00,BROOKLYN,67,0.0,,False,25-44,F,BLACK,25-44,M,BLACK,1004359,173694,40.64341191200003,-73.92754078099993
205862276,2019-12-01T00:00:00.000,2020-02-23 22:10:00,BROOKLYN,81,2.0,MULTI DWELL - PUBLIC HOUS,False,,,,25-44,M,BLACK,1005569,186646,40.678959457000076,-73.92313972699996
205862274,2019-12-01T00:00:00.000,2020-02-23 21:10:00,BROOKLYN,81,0.0,,False,25-44,M,BLACK,25-44,M,BLACK,1004788,190873,40.69056345100006,-73.92594259299993
205862271,2019-12-01T00:00:00.000,2020-02-23 03:32:00,STATEN ISLAND,123,0.0,,False,25-44,M,WHITE,25-44,M,WHITE,935099,136277,40.54059638700004,-74.17683949599996
205862275,2019-12-01T00:00:00.000,2020-02-23 01:07:00,QUEENS,114,0.0,,False,,,,18-24,M,BLACK,1000151,215230,40.75742705300007,-73.94260579999997
205862270,2019-11-30T00:00:00.000,2020-02-23 23:01:00,BRONX,46,0.0,,True,18-24,M,BLACK,25-44,M,BLACK,1005694,247184,40.84512030900004,-73.92249595899995
205862273,2019-11-29T00:00:00.000,2020-02-23 18:17:00,BROOKLYN,84,0.0,,False,,,,18-24,M,BLACK,988902,192641,40.69543880800006,-73.98322537599995
205862272,2019-11-29T00:00:00.000,2020-02-23 14:07:00,BRONX,42,0.0,,False,,,,25-44,M,WHITE HISPANIC,1011977,240173,40.82585965700008,-73.89981617899997
205771022,2019-11-28T00:00:00.000,2020-02-23 08:52:00,BROOKLYN,75,0.0,,False,,,,25-44,M,BLACK,1016655,182656,40.667974171000026,-73.88319042199998
205771021,2019-11-28T00:00:00.000,2020-02-23 04:12:00,BRONX,50,0.0,FAST FOOD,False,,,,25-44,M,BLACK,1010272,258954,40.877413096000055,-73.90590391399996
205748549,2019-11-27T00:00:00.000,2020-02-23 23:55:00,QUEENS,113,0.0,,False,25-44,M,BLACK,18-24,M,BLACK,1046624,184398,40.67259514700004,-73.77514474599997
205748550,2019-11-27T00:00:00.000,2020-02-23 23:30:00,BRONX,45,0.0,,False,18-24,M,BLACK,18-24,F,WHITE HISPANIC,1032140,242004,40.83079891400007,-73.82694879599995
205748550,2019-11-27T00:00:00.000,2020-02-23 23:30:00,BRONX,45,0.0,,False,18-24,M,BLACK,18-24,M,WHITE HISPANIC,1032140,242004,40.83079891400007,-73.82694879599995
205748548,2019-11-27T00:00:00.000,2020-02-23 22:24:00,BRONX,41,0.0,,False,18-24,M,WHITE HISPANIC,18-24,M,BLACK,1013879,239551,40.82414626900004,-73.89294648299993
205748548,2019-11-27T00:00:00.000,2020-02-23 22:24:00,BRONX,41,0.0,,False,18-24,M,WHITE HISPANIC,25-44,M,BLACK,1013879,239551,40.82414626900004,-73.89294648299993
205748546,2019-11-27T00:00:00.000,2020-02-23 15:54:00,BRONX,40,0.0,,False,<18,M,BLACK,18-24,F,BLACK,1006789,237559,40.81869973000005,-73.91857061799993
205748546,2019-11-27T00:00:00.000,2020-02-23 15:54:00,BRONX,40,0.0,,False,<18,M,BLACK,25-44,F,BLACK,1006789,237559,40.81869973000005,-73.91857061799993
205748546,2019-11-27T00:00:00.000,2020-02-23 15:54:00,BRONX,40,0.0,,False,<18,M,BLACK,18-24,M,BLACK,1006789,237559,40.81869973000005,-73.91857061799993
205748546,2019-11-27T00:00:00.000,2020-02-23 15:54:00,BRONX,40,0.0,,False,<18,M,BLACK,<18,M,BLACK,1006789,237559,40.81869973000005,-73.91857061799993
205719913,2019-11-27T00:00:00.000,2020-02-23 00:45:00,BRONX,47,0.0,,False,,,,25-44,M,BLACK,1022778,262631,40.88745957300006,-73.86066017599995
205705081,2019-11-26T00:00:00.000,2020-02-23 20:19:00,BROOKLYN,81,2.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,<18,M,BLACK,1002012,189767,40.68753374200002,-73.93595560199999
205645837,2019-11-25T00:00:00.000,2020-02-23 22:00:00,QUEENS,114,0.0,,False,,,,<18,M,BLACK,1002895,220799,40.77270715700007,-73.93268571799997
205599330,2019-11-23T00:00:00.000,2020-02-23 03:20:00,BROOKLYN,69,0.0,,False,,,,18-24,F,BLACK,1008613,174584,40.645844089000036,-73.91220873599997
205599330,2019-11-23T00:00:00.000,2020-02-23 03:20:00,BROOKLYN,69,0.0,,False,,,,18-24,M,BLACK,1008613,174584,40.645844089000036,-73.91220873599997
205493216,2019-11-21T00:00:00.000,2020-02-23 18:32:00,BRONX,49,0.0,,False,,,,18-24,F,BLACK,1026424,251705,40.857454424000025,-73.84754276399997
205437642,2019-11-20T00:00:00.000,2020-02-23 23:11:00,BRONX,44,0.0,COMMERCIAL BLDG,False,,,,18-24,M,BLACK,1007188,243233,40.83427221300008,-73.91710967899996
205437642,2019-11-20T00:00:00.000,2020-02-23 23:11:00,BRONX,44,0.0,COMMERCIAL BLDG,True,,,,18-24,M,BLACK,1007188,243233,40.83427221300008,-73.91710967899996
205437642,2019-11-20T00:00:00.000,2020-02-23 23:11:00,BRONX,44,0.0,COMMERCIAL BLDG,False,,,,25-44,M,BLACK,1007188,243233,40.83427221300008,-73.91710967899996
205437642,2019-11-20T00:00:00.000,2020-02-23 23:11:00,BRONX,44,0.0,COMMERCIAL BLDG,True,,,,25-44,M,BLACK,1007188,243233,40.83427221300008,-73.91710967899996
205437643,2019-11-20T00:00:00.000,2020-02-23 17:58:00,STATEN ISLAND,122,2.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,25-44,M,BLACK,956246,153097,40.586855984000074,-74.10082545299997
205437641,2019-11-20T00:00:00.000,2020-02-23 14:56:00,BROOKLYN,81,0.0,,False,,,,25-44,M,BLACK,1004925,187027,40.68000674300004,-73.92546037999993
205332522,2019-11-19T00:00:00.000,2020-02-23 08:45:00,BROOKLYN,75,0.0,,True,,,,25-44,M,BLACK HISPANIC,1013590,181763,40.66553377300004,-73.89424277099994
205280615,2019-11-17T00:00:00.000,2020-02-23 21:12:00,BRONX,43,2.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,18-24,M,BLACK,1020891,236726,40.816366145000075,-73.86762631099998
205280615,2019-11-17T00:00:00.000,2020-02-23 21:12:00,BRONX,43,2.0,MULTI DWELL - PUBLIC HOUS,True,25-44,M,BLACK,18-24,M,BLACK,1020891,236726,40.816366145000075,-73.86762631099998
205280613,2019-11-17T00:00:00.000,2020-02-23 14:45:00,MANHATTAN,23,2.0,MULTI DWELL - PUBLIC HOUS,False,,,,<18,M,BLACK HISPANIC,1000102,229680,40.79708858400005,-73.94274857999993
205280617,2019-11-17T00:00:00.000,2020-02-23 02:27:00,BROOKLYN,72,0.0,,False,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,978440,174981,40.64696537000003,-74.02093827699997
205280612,2019-11-16T00:00:00.000,2020-02-23 03:44:00,BROOKLYN,79,2.0,MULTI DWELL - PUBLIC HOUS,True,25-44,M,BLACK,25-44,M,BLACK,995728,190315,40.689048255000046,-73.95861337799995
205280238,2019-11-15T00:00:00.000,2020-02-23 20:22:00,BRONX,46,0.0,,True,<18,M,BLACK,25-44,M,BLACK,1006957,248723,40.849341252000045,-73.91792586299994
205280614,2019-11-15T00:00:00.000,2020-02-23 00:17:00,BRONX,42,0.0,,False,<18,M,BLACK,18-24,M,BLACK,1010207,241776,40.83026481100006,-73.90620546899999
205177555,2019-11-14T00:00:00.000,2020-02-23 21:01:00,MANHATTAN,34,0.0,,True,25-44,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC,1004637,253426,40.86225524200007,-73.92629731299998
205177556,2019-11-14T00:00:00.000,2020-02-23 00:59:00,BRONX,44,0.0,,False,,,,18-24,M,WHITE HISPANIC,1004530,242729,40.83289538100007,-73.92671649599998
205177554,2019-11-14T00:00:00.000,2020-02-23 00:12:00,MANHATTAN,25,0.0,,False,25-44,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,1001927,234115,40.80925797900005,-73.93614553099997
205124101,2019-11-13T00:00:00.000,2020-02-23 20:35:00,BROOKLYN,69,0.0,,False,,,,18-24,M,BLACK,1014941,171832,40.63827077700005,-73.88941816399995
205124100,2019-11-13T00:00:00.000,2020-02-23 00:08:00,BRONX,43,0.0,,False,18-24,M,BLACK,25-44,M,BLACK HISPANIC,1018876,241924,40.83064129700006,-73.87487918899996
205065107,2019-11-12T00:00:00.000,2020-02-23 02:24:00,BRONX,44,2.0,MULTI DWELL - PUBLIC HOUS,False,,,,18-24,M,BLACK HISPANIC,1007174,239543,40.82414425700006,-73.91717287899996
204971621,2019-11-10T00:00:00.000,2020-02-23 22:34:00,BRONX,44,0.0,,False,,,,25-44,M,BLACK,1008249,242113,40.83119531600005,-73.91327951999993
204971620,2019-11-10T00:00:00.000,2020-02-23 19:30:00,BROOKLYN,71,0.0,SHOE STORE,False,18-24,M,BLACK,<18,M,BLACK,999380,181277,40.66423549600006,-73.94546506699999
204971625,2019-11-10T00:00:00.000,2020-02-23 14:03:00,BROOKLYN,63,0.0,MULTI DWELL - APT BUILD,False,25-44,M,BLACK,18-24,F,BLACK,1004514,165224,40.62016320400005,-73.92700768599997
204971625,2019-11-10T00:00:00.000,2020-02-23 14:03:00,BROOKLYN,63,0.0,MULTI DWELL - APT BUILD,True,25-44,M,BLACK,18-24,F,BLACK,1004514,165224,40.62016320400005,-73.92700768599997
204971625,2019-11-10T00:00:00.000,2020-02-23 14:03:00,BROOKLYN,63,0.0,MULTI DWELL - APT BUILD,False,25-44,M,BLACK,25-44,M,BLACK,1004514,165224,40.62016320400005,-73.92700768599997
204971625,2019-11-10T00:00:00.000,2020-02-23 14:03:00,BROOKLYN,63,0.0,MULTI DWELL - APT BUILD,True,25-44,M,BLACK,25-44,M,BLACK,1004514,165224,40.62016320400005,-73.92700768599997
204971623,2019-11-10T00:00:00.000,2020-02-23 06:50:00,MANHATTAN,19,0.0,,False,,,,25-44,M,WHITE HISPANIC,996700,217648,40.76406937600007,-73.95505791899996
204971624,2019-11-10T00:00:00.000,2020-02-23 02:48:00,MANHATTAN,34,0.0,,False,25-44,M,BLACK,25-44,F,BLACK,1004258,254745,40.86587636400003,-73.92766355499998
204971624,2019-11-10T00:00:00.000,2020-02-23 02:48:00,MANHATTAN,34,0.0,,False,25-44,M,BLACK,18-24,M,BLACK,1004258,254745,40.86587636400003,-73.92766355499998
204971624,2019-11-10T00:00:00.000,2020-02-23 02:48:00,MANHATTAN,34,0.0,,False,25-44,M,BLACK,25-44,M,BLACK,1004258,254745,40.86587636400003,-73.92766355499998
204493622,2019-11-06T00:00:00.000,2020-02-23 22:36:00,BRONX,49,0.0,,False,25-44,M,BLACK,25-44,M,ASIAN / PACIFIC ISLANDER,1021068,256159,40.86970325500005,-73.86688016399995
204493624,2019-11-06T00:00:00.000,2020-02-23 21:21:00,BROOKLYN,77,2.0,MULTI DWELL - PUBLIC HOUS,False,,,,18-24,M,WHITE HISPANIC,1002013,185753,40.67651622300008,-73.93596257699994
204493625,2019-11-06T00:00:00.000,2020-02-23 02:27:00,BROOKLYN,72,0.0,,False,,,,25-44,M,BLACK,985720,182300,40.667056208000076,-73.99470257699994
204493623,2019-11-05T00:00:00.000,2020-02-23 23:30:00,QUEENS,113,0.0,,False,,,,25-44,M,BLACK,1044124,190608,40.689657398000065,-73.78410196999994
204480329,2019-11-05T00:00:00.000,2020-02-23 21:11:00,BROOKLYN,84,2.0,MULTI DWELL - PUBLIC HOUS,False,,,,18-24,M,BLACK,988761,194230,40.69980031700004,-73.98373278599996
204480329,2019-11-05T00:00:00.000,2020-02-23 21:11:00,BROOKLYN,84,2.0,MULTI DWELL - PUBLIC HOUS,False,,,,25-44,M,WHITE,988761,194230,40.69980031700004,-73.98373278599996
204464564,2019-11-04T00:00:00.000,2020-02-23 13:40:00,BRONX,40,0.0,,False,45-64,M,BLACK,25-44,M,BLACK HISPANIC,1008120,238322,40.82079045300003,-73.91375915499998
204464564,2019-11-04T00:00:00.000,2020-02-23 13:40:00,BRONX,40,0.0,,True,45-64,M,BLACK,25-44,M,BLACK HISPANIC,1008120,238322,40.82079045300003,-73.91375915499998
204464564,2019-11-04T00:00:00.000,2020-02-23 13:40:00,BRONX,40,0.0,,False,45-64,M,BLACK,25-44,M,WHITE HISPANIC,1008120,238322,40.82079045300003,-73.91375915499998
204464564,2019-11-04T00:00:00.000,2020-02-23 13:40:00,BRONX,40,0.0,,True,45-64,M,BLACK,25-44,M,WHITE HISPANIC,1008120,238322,40.82079045300003,-73.91375915499998
204468719,2019-11-04T00:00:00.000,2020-02-23 02:41:00,QUEENS,114,2.0,MULTI DWELL - PUBLIC HOUS,False,,,,18-24,M,WHITE,999925,214507,40.755443005000075,-73.94342324599995
204458418,2019-11-03T00:00:00.000,2020-02-23 14:54:00,QUEENS,101,0.0,,False,25-44,M,BLACK,25-44,M,WHITE HISPANIC,1050364,156970,40.597284244000036,-73.761930927
204458421,2019-11-03T00:00:00.000,2020-02-23 00:26:00,BROOKLYN,88,0.0,,False,18-24,M,BLACK,18-24,M,BLACK,994729,192071,40.693869310000025,-73.96221290099999
204458419,2019-11-02T00:00:00.000,2020-02-23 10:37:00,BRONX,47,0.0,,False,25-44,M,BLACK,25-44,M,BLACK,1025538,259944,40.88007212500003,-73.85069487599996
204458422,2019-11-02T00:00:00.000,2020-02-23 02:40:00,STATEN ISLAND,120,0.0,PVT HOUSE,False,,,,25-44,M,BLACK,962822,174282,40.645022746000045,-74.077216847
204458415,2019-11-02T00:00:00.000,2020-02-23 02:09:00,MANHATTAN,23,0.0,,False,,,,25-44,F,BLACK,998751,226901,40.78946330000008,-73.94763400399995
204458423,2019-11-02T00:00:00.000,2020-02-23 00:42:00,BROOKLYN,79,2.0,MULTI DWELL - PUBLIC HOUS,False,,,,45-64,M,BLACK,997366,192877,40.69607807800003,-73.95270199199997
204458420,2019-11-02T00:00:00.000,2020-02-23 00:24:00,BROOKLYN,90,2.0,MULTI DWELL - PUBLIC HOUS,True,,,,25-44,M,WHITE HISPANIC,1000684,198151,40.710548430000074,-73.94072361899998
204458416,2019-11-01T00:00:00.000,2020-02-23 05:00:00,BRONX,44,0.0,MULTI DWELL - APT BUILD,False,,,,25-44,M,ASIAN / PACIFIC ISLANDER,1009312,246894,40.84431481700005,-73.90942043899997
204434559,2019-10-31T00:00:00.000,2020-02-23 20:59:00,BROOKLYN,83,0.0,,True,,,,25-44,M,BLACK,1009342,190798,40.69034585500003,-73.90952141999998
204434561,2019-10-31T00:00:00.000,2020-02-23 19:03:00,BRONX,42,2.0,MULTI DWELL - PUBLIC HOUS,False,25-44,F,BLACK,25-44,M,BLACK,1010674,239150,40.82305580800004,-73.90452830099997
204434561,2019-10-31T00:00:00.000,2020-02-23 19:03:00,BRONX,42,2.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,25-44,M,BLACK,1010674,239150,40.82305580800004,-73.90452830099997
204434560,2019-10-31T00:00:00.000,2020-02-23 14:17:00,BRONX,52,0.0,,False,,,,<18,M,WHITE HISPANIC,1012932,255857,40.86890454400003,-73.89629841699998
204424712,2019-10-30T00:00:00.000,2020-02-23 19:55:00,BRONX,52,0.0,,False,,,,25-44,M,WHITE HISPANIC,1014260,256172,40.86976470700006,-73.891495476
204396946,2019-10-29T00:00:00.000,2020-02-23 20:36:00,QUEENS,113,0.0,,False,18-24,M,BLACK,25-44,M,BLACK,1049021,189295,40.68601904400003,-73.76645659599995
204398628,2019-10-29T00:00:00.000,2020-02-23 20:22:00,BROOKLYN,84,0.0,,False,<18,M,BLACK,25-44,M,BLACK,988740,194815,40.70140601600008,-73.983808132
204338715,2019-10-28T00:00:00.000,2020-02-23 22:39:00,BROOKLYN,73,0.0,,False,,,,45-64,M,BLACK,1006602,185144,40.67483425900008,-73.91942041999994
204338717,2019-10-28T00:00:00.000,2020-02-23 15:53:00,QUEENS,103,0.0,,False,<18,M,BLACK,<18,F,BLACK,1039709,196693,40.70638803100008,-73.79997184399997
204338716,2019-10-28T00:00:00.000,2020-02-23 14:26:00,MANHATTAN,25,2.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,25-44,M,BLACK,1001769,234797,40.811130194000036,-73.93671450599999
204340073,2019-10-28T00:00:00.000,2020-02-23 12:19:00,BRONX,44,0.0,,False,25-44,M,UNKNOWN,18-24,M,BLACK,1008787,243961,40.83626606400002,-73.91132866299995
204294842,2019-10-27T00:00:00.000,2020-02-23 18:14:00,BROOKLYN,79,0.0,,False,18-24,M,BLACK,18-24,F,BLACK,998611,187749,40.682000963000064,-73.94822315299997
204294846,2019-10-27T00:00:00.000,2020-02-23 17:09:00,BRONX,44,0.0,,False,,,,25-44,M,BLACK,1006769,241999,40.83088631600003,-73.91862797499994
