,prop_id,ampsdistrict,inspection_id,season,round,date,begininspection,endinspection,inspection_year,inspector,overall_condition,cleanliness,inspectiontype,comments,closed,inspector2
483,BZ51,16,11627,Winter,4,2003-01-23,11:37 AM,11:43 AM,2002,4,A,A,PIP,,,
484,X053,03,37596,Summer,4,1905-06-24,11:28 AM,11:38 AM,1905,2,A,A,PKSTAT LGHT,,,
485,X190,02,15740,Fall,2,2002-09-17,01:28 PM,01:56 PM,2002,39,A,A,PIP,,,
486,Q015-ZN15,16,6692,Winter,5,2000-02-15,11:05 AM,11:21 AM,1999,37,A,A,PIP,,,
487,Q393C,03,8117,Spring,3,1999-04-06,10:12 AM,10:36 AM,1999,32,A,A,PIP,,,
488,M105-01,03,45189,Summer,4,2006-07-20,11:16 AM,11:45 AM,2006,3,U,U,PIP,Tic-tac-toe play equipment damaged (See photo).,,
489,M098-ZN01,02,174,Spring,5,2001-05-02,11:10 AM,12:05 PM,2001,42,U,A,PIP,"Recommend the removal of chain-link fence around Arch.  If a fence must remain, how about a short wrought-iron fence.",,
490,BZ161,18,9599,Summer,3,2000-07-05,02:21 PM,02:23 PM,2000,39,A,A,PIP,,,
491,B073-20,19,29933,Spring,6,2004-05-21,11:50 AM,11:58 AM,2004,3,A,A,PIP,,,
492,Q164-ZN10,14,4830,Winter,6,2002-02-21,12:34 PM,01:41 PM,2001,4,U,U,PIP,,,
493,B019,06,26647,Winter,1,2003-12-08,12:38 PM,01:08 PM,2003,1,N,N,PIP,Not rated due to snow storm.,,
494,X010-01,03,10426,Fall,3,2001-10-10,11:56 AM,12:09 PM,2001,4,A,A,PIP,,,
495,R073,02,54364,Winter,1,2007-12-03,02:22 PM,02:48 PM,2007,15,A,A,PIP,,,
496,M140-01,14,6838,Summer,3,2000-07-07,09:56 AM,10:16 AM,2000,39,A,A,PIP,,,
497,BZ138,11,13655,Spring,2,2002-03-22,12:11 PM,12:12 PM,2002,39,A,A,PIP,,,
498,X122,10,49207,Winter,6,2007-02-21,10:03 AM,10:47 AM,2006,1,U,A,PIP,,,
499,Q021-ZN04,08,6468,Winter,1,2000-12-07,11:11 AM,12:39 PM,2000,41,A,A,PIP,,,
500,QZ52,02,5345,Winter,3,2002-01-14,02:47 PM,03:01 PM,2001,4,A,A,PIP,,,
501,X051,05,51712,Summer,2,1907-06-28,03:20 PM,03:21 PM,1907,3,U,A,FOCUS,,,13.0
502,B029-ZN04,08,1840,Fall,3,2000-10-10,11:38 AM,12:31 PM,2000,42,A,A,PIP,Two Parks workers cleaning throughout inspection.,,
503,Q483,04,9163,Summer,5,1999-08-03,01:46 PM,02:08 PM,1999,31,A,A,PIP,,,
504,X046-01,12,45238,Summer,1,1906-07-22,12:43 PM,12:56 PM,1906,13,A,A,WEPIP,,,
505,BZ74,18,41404,Winter,3,2006-01-04,09:59 AM,10:04 AM,2005,11,A,A,PIP,,,
506,X148M,09,4410,Spring,4,2003-04-22,12:36 PM,12:42 PM,2003,39,A,A,PIP,,,
507,B332,04,47996,Winter,2,1906-12-29,02:23 PM,02:24 PM,1906,6,N,N,PE PRKSTAT,Actual inspection time = 12:05 to 12:15 PM.,,15.0
508,B321,02,44768,Summer,3,2006-07-03,12:46 PM,01:12 PM,2006,11,U,U,PIP,,,
509,R107,02,30612,Summer,1,1904-06-18,03:50 PM,03:56 PM,1904,1,A,A,WEPIP,,,
510,RZ23,02,40710,Winter,1,2005-11-29,04:01 PM,04:04 PM,2005,2,A,A,PIP,,,
511,B223QC,01,4345,Spring,4,2003-04-14,11:38 AM,11:59 AM,2003,8,A,A,PIP,,,
512,M071-ZN04,14,636,Spring,3,2003-04-04,11:22 AM,12:29 PM,2003,42,A,A,PIP,Parks dumpster blocking upper middle path.,,
513,M211A,10,43813,Spring,5,2006-05-08,12:49 PM,01:06 PM,2006,1,A,A,PIP,N rating due to crew cleaning while inspector was present.,,
514,R031-08,03,31446,Summer,4,2004-07-23,10:59 AM,11:04 AM,2004,1,A,A,PIP,,,
515,B028-01,10,51555,Summer,1,1907-06-17,09:50 AM,10:23 AM,1907,15,A,A,WEPIP,"Based on inventory and location, PLGD has no dedicated sign and could be confused for ""Dyker Beach Playground"" which is the nearest routed sign.",,
516,XZ262,09,32391,Fall,1,2004-09-03,10:39 AM,10:43 AM,2004,3,A,A,PIP,,,
517,Q317,11,13633,Winter,4,2003-01-21,11:53 AM,12:12 PM,2002,8,A,A,PIP,,,
518,M010-ZN28,13,5475,Winter,5,2002-02-06,12:24 PM,01:35 PM,2001,42,A,A,PIP,"Pinetum Plgd (two swing bays and a piece of exercise equip, not fenced off) is not listed as a small park so it was rated with this zone.",,
519,QZ423,08,26088,Fall,5,2003-11-06,01:15 PM,01:40 PM,2003,1,A,A,PIP,,,
520,B378,02,10463,Winter,5,2000-02-07,02:54 PM,02:59 PM,1999,40,A,A,PIP,,,
521,M011,04,35041,Winter,5,1904-02-11,11:00 AM,11:29 AM,1904,7,A,A,MSITES,,,
522,X092-ZN18,13,9933,Winter,1,2001-12-05,01:30 PM,02:36 PM,2001,45,U,U,PIP,Renovation of Burial Vault recommended.  Repair fence and lock iron gates at night to prevent vandalism and sacrifice rituals inside gravesite.,,
523,M043-ZN02,12,40526,Fall,6,2005-11-17,11:59 AM,12:49 PM,2005,3,A,A,PIP,,,
524,B073-ZN22,19,10440,Winter,1,2002-12-06,12:31 PM,01:27 PM,2002,4,A,A,PIP,,,
525,B008-03,16,1665,Fall,2,2000-09-18,03:04 PM,03:41 PM,2000,39,U,A,PIP,,,
526,B223S,01,2569,Fall,3,1999-10-01,01:43 PM,01:57 PM,1999,31,A,A,PIP,,,
527,BZ18,05,6417,Fall,5,2000-10-30,10:38 AM,10:43 AM,2000,6,A,A,PIP,,,
528,B360,18,26887,Winter,2,2003-12-18,11:53 AM,12:06 PM,2003,5,A,A,PIP,,,
529,X148H2,06,29165,Spring,3,2004-04-07,12:24 PM,12:32 PM,2004,3,A,A,PIP,Workers cleaning,Partial Constr./Rest of Site Rated.,
530,B275,13,9749,Winter,4,2003-01-29,11:40 AM,12:09 PM,2002,4,A,A,PIP,"Litter condition changed from heavy to moderate dumping, rating for litter, cleanliness and overall changed from U to A after appeal.  BD 4/3/03.",,
531,X174,06,48885,Winter,5,1907-02-07,01:31 PM,01:33 PM,1907,12,N,N,SNR,Site is closed. No access.,Under Construction.,
532,M042-ZN05,12,46696,Fall,4,2006-10-11,09:57 AM,10:59 AM,2006,7,U,A,PIP,,,12.0
533,R026,03,41648,Winter,3,2006-01-09,03:53 PM,03:54 PM,2005,2,A,A,PIP,,,
534,B087,07,42956,Spring,2,2006-03-15,12:24 PM,01:31 PM,2006,11,A,A,PIP,,,
535,XZ83,04,52072,Summer,4,2007-07-18,11:41 AM,11:46 AM,2007,11,A,A,PIP,Greenstreet sign not present at site.,,
536,M071-ZN15,14,175,Spring,5,2001-05-03,09:41 AM,10:13 AM,2001,41,A,A,PIP,,,
537,X067,04,2819,Summer,3,2002-07-08,01:51 PM,02:01 PM,2002,44,U,U,PIP,,,
538,B258,03,54433,Winter,1,2007-12-06,12:07 PM,12:32 PM,2007,11,A,A,PIP,,,
539,X262,09,11165,Summer,6,1999-08-24,02:22 PM,02:44 PM,1999,31,A,A,PIP,Site looks very attractive,,
540,X001-ZN01,07,47561,Winter,1,2006-12-06,03:15 PM,03:25 PM,2006,6,U,A,PIP,,,15.0
541,B340,04,17696,Summer,2,2003-06-24,09:53 AM,10:23 AM,2003,5,U,U,PIP,,,
542,M056-04,09,52247,Summer,3,1907-07-21,11:09 AM,11:17 AM,1907,6,A,A,WEPIP,,,
543,X134,03,7552,Winter,3,2000-01-07,09:36 AM,09:44 AM,1999,32,A,A,PIP,,,
544,Q450,04,12113,Winter,3,2000-01-05,12:08 PM,12:47 PM,1999,31,A,A,PIP,Parks personnel present @ site.  Drinking Fountain door missing,,
545,Q163-ZN06,14,35100,Winter,6,2005-02-16,01:08 PM,02:13 PM,2004,2,A,A,PIP,,,
546,B210J,07,34894,Winter,5,1904-02-02,10:50 AM,11:04 AM,1904,7,A,A,MSITES,,,
547,B302,03,10743,Summer,5,2001-08-06,12:00 PM,12:13 PM,2001,6,A,A,PIP,,,
548,B164,11,45075,Summer,1,1906-07-16,02:38 PM,03:01 PM,1906,11,A,A,WEPIP,Gate to bocce and chess and checkers was locked at the time of inspection.,,
549,X010-07,03,9934,Summer,4,1999-07-21,12:11 PM,12:13 PM,1999,35,N,N,PIP,Boro and workers on site notified.,Under Construction.,
550,M071-03,14,41964,Winter,4,2006-01-24,02:16 PM,02:19 PM,2005,5,A,A,PIP,,,
551,B210A,07,46717,Fall,4,2006-10-12,11:50 AM,12:23 PM,2006,2,U,A,PIP,N rating for Litter due to workers present during inspection,,
552,X187-02,12,37210,Summer,1,2005-06-09,12:05 PM,12:20 PM,2005,3,A,A,PIP,,,
553,X195B,09,49841,Spring,2,1907-03-23,02:18 PM,02:46 PM,1907,13,U,A,SNR,No routed sign.  Actual time of inspection: 9:45am - 9:52am.  Several trucks parked on property.,,
554,X010-12,03,16548,Winter,3,2001-01-09,12:45 PM,01:30 PM,2000,37,A,A,PIP,,,
555,X055,08,7328,Summer,3,1999-07-07,10:23 AM,11:15 AM,1999,27,A,A,PIP,,,
556,Q357G,07,43799,Spring,5,2006-05-05,01:01 PM,01:20 PM,2006,3,U,U,PIP,,,
557,X008-ZN01,04,17518,Summer,2,2003-06-18,11:12 AM,11:54 AM,2003,42,U,U,PIP,"Plgd at Morris and Mt Eden covered with litter, and missing safety surface.",,
558,M158,06,18181,Summer,4,2003-07-22,12:42 PM,12:53 PM,2003,44,A,A,PIP,,,
559,QZ11,06,27572,Winter,4,2004-01-23,11:36 AM,11:44 AM,2003,3,A,A,PIP,,,
560,B249,16,14729,Summer,4,2002-07-16,10:00 AM,10:37 AM,2002,6,A,A,PIP,,,
561,Q360G,05,34855,Winter,5,1904-02-02,09:56 AM,02:13 PM,1904,5,A,A,MSITES,,,
562,XZ15,08,13154,Fall,2,1999-09-15,01:11 PM,01:22 PM,1999,31,A,A,PIP,,,
563,RZ40,02,5280,Winter,2,2001-12-31,10:00 AM,10:02 AM,2001,6,A,A,PIP,,,
564,M193,11,4861,Winter,6,2002-02-25,10:13 AM,10:33 AM,2001,45,A,A,PIP,,,
565,B367,16,39901,Fall,4,2005-10-12,01:14 PM,01:59 PM,2005,5,A,A,PIP,,,
566,B255N,07,33145,Fall,4,2004-10-15,01:53 PM,02:13 PM,2004,5,A,A,PIP,,,
567,Q123,01,13482,Winter,3,2003-01-07,11:07 AM,11:16 AM,2002,8,A,A,PIP,,,
568,B012-03,08,3656,Spring,5,1999-05-05,10:10 AM,11:00 AM,1999,27,A,A,PIP,,,
569,M095-ZN06,09,49505,Spring,1,2007-03-06,10:14 AM,11:02 AM,2007,11,U,U,PIP,,,
570,X148A3,04,32271,Fall,1,2004-08-30,04:03 PM,02:13 PM,2004,48,A,A,PIP,Inspection conducted from 12:10 to 12:25 PM.,,
571,QZ609,13,11796,Spring,4,2000-04-25,02:45 PM,02:48 PM,2000,35,A,A,PIP,,,
572,X068,06,9756,Spring,2,2000-03-22,12:08 PM,12:23 PM,2000,40,A,A,PIP,,,
573,X060,08,24511,Fall,2,2003-09-22,12:41 PM,12:45 PM,2003,4,A,A,PIP,,,
574,R046-06,02,5242,Winter,2,2001-12-18,10:30 AM,11:57 AM,2001,8,A,A,PIP,,,
575,XZ162,13,50225,Spring,4,2007-04-19,12:20 PM,12:24 PM,2007,1,A,A,PIP,,,
576,X070,07,46573,Fall,3,2006-10-03,01:58 PM,01:59 PM,2006,2,A,A,PIP,,,
577,XZ18,04,3370,Winter,1,2000-12-04,11:27 AM,11:35 AM,2000,6,A,A,PIP,,,
578,B249,16,41986,Winter,4,2006-01-24,12:00 PM,02:13 PM,2005,4,A,A,PIP,End of inspection time was 12:27 pm,,
579,BZ162,18,51635,Summer,2,2007-06-19,12:24 PM,12:37 PM,2007,7,A,A,PIP,,,
580,M203E,06,16320,Winter,4,2002-01-25,02:09 PM,02:23 PM,2001,45,A,A,PIP,,,
581,Q333,01,10781,Spring,1,2002-03-04,12:30 PM,12:41 PM,2002,6,A,A,PIP,"Rated HBCT, BBCT, and MPPA.",Partial Constr./Rest of Site Rated,
582,XZ39,12,47795,Winter,2,2006-12-21,11:38 AM,11:41 AM,2006,1,A,A,PIP,,,
583,Q029,04,27159,Winter,3,2004-01-06,10:50 AM,10:58 AM,2003,3,A,A,PIP,,,
584,MZ201,10,49645,Spring,2,2007-03-15,11:23 AM,11:36 AM,2007,2,A,A,PIP,,,
585,Q361,04,49314,Spring,1,2007-02-26,12:43 PM,01:11 PM,2007,3,A,A,PIP,N ratings due to snow covered.,,
586,MZ32,03,51792,Summer,3,2007-07-05,01:24 PM,01:41 PM,2007,15,A,A,PIP,"Came up in the sort as M276 (Greenstreet at the time), mistakenly rated MZ32. LM 2/26/16.",,
587,B275,13,45350,Summer,4,2006-07-26,10:13 AM,10:33 AM,2006,11,U,U,PIP,Athletic field was under construction.  Crew cleaning at the time of inspection.  No routed sign present at site.,Partial Constr./Rest of Site Rated.,
588,BZ90,13,46101,Fall,1,2006-09-05,11:14 AM,11:20 AM,2006,3,A,A,PIP,Wrong GS number,,
589,RZ73,01,2134,Spring,6,2000-05-23,04:48 PM,04:51 PM,2000,32,A,A,PIP,,,
590,BZ270,18,48590,Winter,4,2007-01-22,11:51 AM,11:57 AM,2006,13,A,A,PIP,,,
591,M205,09,1073,Fall,4,1999-10-18,01:39 PM,02:10 PM,1999,35,A,A,PIP,,,
592,M199,12A,35917,Spring,3,2005-04-01,11:33 AM,12:02 PM,2005,2,A,A,PIP,,,
593,B140,03,5654,Fall,4,2001-10-16,12:40 PM,01:04 PM,2001,6,A,A,PIP,,,
594,RZ66,03,748,Fall,2,2000-09-26,10:55 AM,11:01 AM,2000,6,A,A,PIP,,,
595,B283,05,27801,Winter,5,2004-02-05,10:52 AM,11:12 AM,2003,1,A,A,PIP,,,
596,Q339,13,14278,Fall,1,2002-09-10,11:35 AM,12:09 PM,2002,6,A,A,PIP,,,
597,M053,07,44373,Summer,1,2006-06-06,02:38 PM,03:16 PM,2006,11,A,A,PIP,,,
598,M303,10,43131,Spring,3,2006-03-27,10:42 AM,11:08 AM,2006,3,A,A,PIP,,,
599,B190,18,2328,Fall,2,2002-09-16,12:38 PM,12:48 PM,2002,45,A,A,PIP,"Allstate, 718 251 3301",Under Construction.,
600,Q318,13,34154,Winter,2,2004-12-21,10:41 AM,10:58 AM,2004,1,A,A,PIP,N rating due to snow cover.,,
601,B392,17,13314,Spring,6,1999-05-12,03:05 PM,03:15 PM,1999,27,A,A,PIP,Interior being used for parking.,,
602,B255C,07,27907,Winter,5,2004-02-10,11:50 AM,02:13 PM,2003,3,A,A,PIP,,,
603,QZ229,02,50072,Spring,4,2007-04-09,10:21 AM,10:26 AM,2007,13,A,A,PIP,,,
604,B265,07,47428,Winter,1,2006-11-29,10:40 AM,10:54 AM,2006,11,A,A,PIP,,,
605,Q220G,08,40851,Winter,1,2005-12-07,09:25 AM,09:40 AM,2005,2,A,A,PIP,,,
606,Q427,12,13797,Spring,5,1999-05-05,11:30 AM,12:15 PM,1999,32,U,A,PIP,,,
607,XZ326,05,53942,Fall,5,2007-10-29,12:36 PM,12:42 PM,2007,3,A,A,PIP,,,
608,M292,11,53953,Fall,5,2007-10-30,01:56 PM,01:57 PM,2007,6,A,A,PIP,Partial closure due to construction adj playground.,Partial Constr./Rest of Site Rated.,
609,XZ131,08,2694,Fall,3,2002-10-01,11:40 AM,11:42 AM,2002,6,A,A,PIP,,,
610,B269,03,3655,Winter,5,2003-02-10,10:16 AM,10:44 AM,2002,4,U,A,PIP,,,
611,R036,01,41305,Winter,3,2006-01-03,12:45 PM,01:06 PM,2005,3,A,A,PIP,,,
612,B114,01,22004,Summer,5,2003-08-05,12:21 PM,01:15 PM,2003,4,A,A,PIP,,,
613,B057-ZN04,18,47016,Fall,5,2006-10-27,09:59 AM,10:58 AM,2006,12,A,A,PIP,,,
614,B194,01,11116,Winter,4,2002-01-25,10:41 AM,10:50 AM,2001,44,A,A,PIP,,,
615,M098-02,02,28300,Spring,1,2004-03-01,01:01 PM,01:12 PM,2004,1,A,A,PIP,Patrons approached inspector to request more sand under the slides.,,
616,QT09,06,40046,Fall,4,2005-10-19,10:50 AM,11:04 AM,2005,11,A,A,PIP,,,
617,RZ176,02,39173,Fall,1,2005-09-01,12:20 PM,12:24 PM,2005,11,A,A,PIP,,,
618,M072-03,14,1659,Spring,4,2001-04-23,11:46 AM,11:57 AM,2001,44,A,A,PIP,,,
619,RZ63,02,1005,Fall,2,2002-09-16,12:20 PM,12:26 PM,2002,8,A,A,PIP,,,
620,X148D1,05,45922,Summer,6,2006-08-23,10:50 AM,11:00 AM,2006,3,A,A,PIP,,,
621,BZ175,03,30908,Summer,3,2004-07-08,11:40 AM,11:50 AM,2004,7,A,A,PIP,,,
622,QZ693,15,44947,Summer,3,2006-07-10,12:26 PM,12:31 PM,2006,11,A,A,PIP,,,
623,BZ349,05,12636,Winter,6,2003-02-25,11:17 AM,11:21 AM,2002,8,A,A,PIP,,,
624,M105,03,43998,Spring,6,2006-05-16,12:45 PM,02:07 PM,2006,11,A,A,PIP,,,
625,B065-ZN08,15,37220,Summer,1,2005-06-10,12:28 PM,01:18 PM,2005,3,U,A,PIP,,,
626,MZ127,03,47008,Fall,5,2006-10-27,09:55 AM,10:09 AM,2006,13,U,A,PIP,No Greenstreet sign present.,,
627,M045,08,53280,Fall,2,2007-09-17,10:00 AM,10:59 AM,2007,1,A,A,PIP,CS unofficially closed.,,
628,Q105,12,52941,Fall,1,2007-08-27,10:06 AM,10:33 AM,2007,3,U,U,PIP,,,
629,Q023-01,12,16371,Summer,3,2001-07-06,09:35 AM,09:59 AM,2001,42,U,U,PIP,Drinking fountain adj BBCT constantly bubbling up from drain.  It is now just a fountain.,,
630,Q313,14,48359,Winter,3,1907-01-11,10:33 AM,10:44 AM,1907,11,N,N,PE PRKSTAT,,,
631,MZ36,14,42785,Spring,1,2006-03-06,12:05 PM,12:12 PM,2006,1,A,A,PIP,,,
632,X010-06,03,48909,Winter,5,1907-02-07,03:44 PM,03:46 PM,1907,15,N,N,SNR,Actual inspection time = 12:15 to 12:30 PM,,
633,R106-ZN01,03,33686,Fall,6,2004-11-16,03:02 PM,02:13 PM,2004,6,A,A,PIP,,,
634,Q062,06,50775,Spring,6,2007-05-17,02:04 PM,02:02 PM,2007,6,A,A,PIP,,,
635,Q393G,03,13692,Summer,4,1999-07-15,03:45 PM,04:00 PM,1999,35,A,A,PIP,,,
636,M001,02,30437,Summer,2,2004-06-14,02:43 PM,02:46 PM,2004,1,N,N,PIP,The constructionfor this park is complete but the park is not yet open to the public. No photos available due to camera error.,Closed / No Construct.,
637,QZ71,07,10570,Spring,3,1999-04-08,01:31 PM,01:40 PM,1999,31,A,A,PIP,,,
638,MZ42,11,53139,Fall,1,2007-09-07,10:38 AM,10:44 AM,2007,11,A,A,PIP,,,
639,M030A,01,50581,Spring,5,2007-05-07,10:26 AM,10:39 AM,2007,13,A,A,PIP,,,
640,QZ96,09,54479,Winter,2,2007-12-10,02:20 PM,02:29 PM,2007,15,A,A,PIP,,,
641,B148,09,11409,Fall,1,1999-09-13,11:29 AM,11:49 AM,1999,32,A,A,PIP,Sundial off by 30 degrees from true north.,,
642,Q428,06,45778,Summer,6,2006-08-17,11:21 AM,11:49 AM,2006,11,A,A,PIP,Employee cleaning at the time of inspection.,,
643,QZ81,11,49725,Spring,2,2007-03-19,02:53 PM,02:54 PM,2007,6,A,A,PIP,"Features with ""N"" rating snow covered.",,
644,XZ79,03,52080,Summer,4,2007-07-18,03:22 PM,03:21 PM,2007,11,A,A,PIP,Actual inspection time : 12:03 PM - 12:11 PM .,,
645,Q389,14,1332,Winter,1,1999-11-30,11:00 AM,11:25 AM,1999,35,A,A,PIP,,,
646,X096,13,8561,Spring,2,2000-03-21,10:17 AM,10:31 AM,2000,39,A,A,PIP,,,
647,M028-ZN01,12,5613,Fall,3,2001-10-04,11:10 AM,12:29 PM,2001,42,U,U,PIP,3 dead rats on asphalt path south of zone on Fort Washington - Riverside Park link.  Natural Debris piled in lawn south of ballfields.,,
648,X245,06,50957,Spring,2,1907-05-25,12:08 PM,12:06 PM,1907,6,A,A,SNR,Unlocked.  Looks like a community Garden through the Botanical Gardens.,,
649,X104-02,07,37284,Summer,1,1905-06-12,12:14 PM,12:35 PM,1905,2,A,A,WEPIP,,,
650,M067,03,4692,Summer,4,2002-07-23,02:16 PM,02:24 PM,2002,45,N,N,PIP,,Under Construction.,
651,BZ157,18,7976,Fall,1,2001-08-27,11:40 AM,11:46 AM,2001,44,A,A,PIP,No businesses,,
652,B154,01,53611,Fall,4,2007-10-09,10:48 AM,11:10 AM,2007,3,A,A,PIP,,,
653,BZ52,17,14163,Winter,6,2003-02-24,01:14 PM,01:15 PM,2002,44,A,A,PIP,,,
654,M010-ZN06,13,3336,Summer,5,2002-08-07,12:06 PM,01:18 PM,2002,8,A,A,PIP,,,
655,R110,03,14640,Spring,3,1999-04-07,03:17 PM,03:47 PM,1999,31,A,A,PIP,,,
656,RZ264,03,43382,Spring,4,2006-04-10,10:57 AM,11:05 AM,2006,7,A,A,PIP,,,
657,Q015-ZN11,16,33459,Fall,5,2004-11-03,11:17 AM,12:18 PM,2004,5,A,A,PIP,,,
658,B124,01,11643,Summer,2,2000-06-27,11:29 AM,11:51 AM,2000,39,A,A,PIP,Now called William Sheridan PLGD.,,
659,Q430,13,45079,Summer,1,1906-07-16,01:09 PM,01:37 PM,1906,3,A,A,WEPIP,,,
660,QZ508,12,36872,Spring,6,2005-05-20,02:00 PM,02:10 PM,2005,2,A,A,PIP,city flag missing,,
661,X044,07,12283,Winter,1,2000-12-13,11:45 AM,01:26 PM,2000,39,U,U,PIP,,,
662,M056-01,09,40707,Winter,1,2005-11-29,10:01 AM,10:22 AM,2005,3,A,A,PIP,Picnic table located in swing area.  Should be removed.,,
663,M042-ZN05,12,49918,Spring,3,2007-03-27,04:01 PM,04:15 PM,2007,15,U,U,PIP,Actual inspection time = 11:00 AM to 12:05 PM.,,
664,M024,10,9462,Summer,2,2002-06-24,10:46 AM,10:57 AM,2002,44,A,A,PIP,Workers cleaning,,
665,B223F,02,4463,Spring,4,2003-04-30,01:00 PM,01:01 PM,2003,44,N,N,PIP,,Closed / No Construct.,
666,X113,02,8299,Fall,5,1999-11-03,11:41 AM,12:28 PM,1999,40,A,A,PIP,Standing water adjacent to curb on Hunts Point Avenue and Bryant Place.,,
667,Q341C,02,8256,Spring,4,2001-04-18,11:59 AM,12:08 PM,2001,6,A,A,PIP,,,
668,BZ60,17,1925,Winter,1,2000-12-05,12:31 PM,12:38 PM,2000,6,A,A,PIP,,,
669,Q099-54,15,14749,Spring,3,2001-04-04,01:05 PM,01:20 PM,2001,8,A,A,PIP,,,
670,B222,02,25966,Fall,5,2003-10-31,10:18 AM,10:49 AM,2003,5,A,A,PIP,crew cleaning,,
671,Q400,11,17664,Summer,2,2003-06-23,12:58 PM,01:23 PM,2003,4,U,U,PIP,,,
672,Q319,06,12169,Fall,2,2001-09-19,11:44 AM,12:00 PM,2001,39,U,A,PIP,,,
673,X158,05,27626,Winter,4,2004-01-27,12:41 PM,01:00 PM,2003,2,A,A,PIP,"""N"" ratings due to snow covered",,
674,X164,02,6009,Spring,6,2000-05-15,11:45 AM,12:15 AM,2000,39,A,A,PIP,,,
675,B253,02,22646,Summer,6,2003-08-19,10:56 AM,11:31 AM,2003,5,U,U,PIP,,,
676,Q099-54,15,45280,Summer,4,2006-07-24,10:39 AM,10:58 AM,2006,3,U,U,PIP,,,
677,XZ45,12,37206,Summer,1,2005-06-09,12:30 PM,12:26 PM,2005,3,A,A,PIP,,,
678,Q407,14,39039,Summer,6,2005-08-24,11:03 AM,11:23 AM,2005,1,A,A,PIP,,,
679,B223H,02,41729,Winter,3,2006-01-12,01:36 PM,02:13 PM,2005,11,A,A,PIP,,,
680,Q456,14,4641,Summer,3,2002-07-09,01:30 PM,01:56 PM,2002,4,A,A,PIP,,,
681,RZ267,03,36775,Spring,6,2005-05-17,11:23 AM,11:28 AM,2005,7,A,A,PIP,,,
682,X007,09,459,Spring,2,2002-03-20,12:35 PM,12:48 PM,2002,39,A,A,PIP,,,
683,Q024-ZN02,07,54296,Winter,1,2007-11-28,11:10 AM,11:45 AM,2007,6,A,A,PIP,,,
684,M071-ZN24,14,47644,Winter,2,2006-12-13,11:59 AM,12:51 PM,2006,3,A,A,PIP,,,
685,BZ266,17,53044,Fall,1,2007-08-31,04:02 PM,04:03 PM,2007,15,A,A,PIP,Actual inspection time = 12:45 PM to 1:00 PM.,,
686,X039-ZN15,15A,29246,Spring,4,2004-04-14,12:21 PM,01:22 PM,2004,4,A,A,PIP,,,
687,M010-202,13,15299,Summer,3,2002-07-01,12:15 PM,12:33 PM,2002,45,A,A,PIP,,,
688,QZ484,11,16326,Summer,6,2002-08-16,12:46 PM,12:50 PM,2002,44,A,A,PIP,,,
689,B223B,06,38890,Summer,3,1905-08-19,03:25 PM,03:42 PM,1905,2,A,A,WEPIP,Low branches obscuring RS,,
690,RZ22,02,7784,Fall,4,1999-10-19,10:14 AM,10:47 AM,1999,32,A,A,PIP,,,
691,M215,11,32243,Fall,1,2004-08-30,12:17 PM,12:39 PM,2004,3,A,A,PIP,Workers cleaning.,,
692,Q002,05,9476,Summer,6,2001-08-20,10:56 AM,11:47 AM,2001,42,U,U,PIP,1 plastic sign painted.,,
693,M304,12A,47940,Winter,2,1906-12-28,10:22 AM,10:26 AM,1906,11,N,N,PE PRKSTAT,,,
694,Q294,08,8016,Winter,6,2002-02-19,12:30 PM,01:10 PM,2001,6,U,U,PIP,,,
695,BZ151,16,52211,Summer,4,2007-07-23,01:49 PM,02:00 PM,2007,7,A,A,PIP,,,
696,RZ012B,01,4333,Spring,4,2003-04-15,11:22 AM,11:24 AM,2003,6,A,A,PIP,,,
697,B298,03,37368,Summer,2,2005-06-14,10:26 AM,10:52 AM,2005,3,A,A,PIP,,,
698,X108,06,41163,Winter,2,2005-12-20,11:53 AM,12:34 PM,2005,4,U,U,PIP,CS unofficially closed,,
699,X010-ZN06,03,50143,Spring,4,2007-04-11,11:09 AM,12:00 PM,2007,3,U,A,PIP,"Construction fencing down, no sign or workers present.",Partial Constr./Rest of Site Rated.,
700,B219,16,41001,Winter,2,2005-12-13,01:05 PM,01:17 PM,2005,7,U,A,PIP,Site partially closed,Partial Constr./Rest of Site Rated.,
701,B209,15,26403,Fall,6,2003-11-19,11:19 AM,11:36 AM,2003,4,A,A,PIP,,,
702,RZ147,01,32025,Summer,6,2004-08-18,10:32 AM,10:38 AM,2004,3,A,A,PIP,,,
703,M079,08,31880,Summer,3,1904-08-13,06:23 PM,07:00 PM,1904,2,A,A,WEPIP,,,
704,QZ425,08,14814,Winter,1,2002-12-02,11:59 AM,12:02 PM,2002,39,A,A,PIP,,,
705,B082-02,10,26030,Fall,5,2003-11-05,12:11 PM,12:29 PM,2003,1,A,A,PIP,,,
706,Q360F,05,4928,Winter,5,2003-02-06,01:16 PM,01:23 PM,2002,4,A,A,PIP,,,
707,BT14,15,16008,Summer,4,2002-07-22,01:43 PM,02:21 PM,2002,4,A,A,PIP,,,
708,QZ167,14,3514,Summer,5,2001-08-02,11:07 AM,11:09 AM,2001,39,A,A,PIP,,,
709,Q010A-ZN01,11,40031,Fall,4,2005-10-18,11:57 AM,12:34 PM,2005,5,A,A,PIP,,,
710,BZ08,02,12107,Winter,3,2003-01-09,10:38 AM,10:45 AM,2002,44,A,A,PIP,,,
