,prop_id,ampsdistrict,inspection_id,season,round,date,begininspection,endinspection,inspection_year,inspector,overall_condition,cleanliness,inspectiontype,comments,closed,inspector2
251,B223PE,01,27434,Winter,4,2004-01-20,11:12 AM,11:19 AM,2003,5,N,N,PIP,Inspection program suspended due to snow storm.,,
252,Q012-ZN01,11,28764,Spring,2,2004-03-18,10:54 AM,11:42 AM,2004,5,A,A,PIP,,,
253,XZ93,04,17203,Summer,1,2003-06-03,08:59 AM,09:02 AM,2003,5,A,A,PIP,,,
254,RZ042B,03,33586,Fall,6,2004-11-10,10:14 AM,10:26 AM,2004,2,A,A,PIP,,,
255,M155,10,9770,Fall,5,2002-10-28,10:31 AM,10:55 AM,2002,4,A,A,PIP,,,
256,B301,02,15292,Fall,1,2002-09-06,12:48 PM,01:15 PM,2002,39,A,A,PIP,well kept,,
257,RZ73,01,43088,Spring,2,2006-03-22,10:19 AM,10:20 AM,2006,6,A,A,PIP,,,
258,X141,12,30363,Summer,1,1904-06-13,04:42 PM,05:12 PM,1904,2,A,A,WEPIP,,,
259,RZ30,03,9277,Winter,1,1999-12-03,02:40 PM,02:45 PM,1999,32,A,A,PIP,,,
260,Q310,13,19218,Summer,4,2003-07-28,12:44 PM,01:06 PM,2003,1,A,A,PIP,Play equipment changed from U/S to U and OC  to A after appeal.  (changed from pr 1 IA to pr 2 IA).  10/10/03.  BD.,,
261,QZ71,07,26499,Winter,1,2003-12-02,11:14 AM,11:19 AM,2003,1,A,A,PIP,Routed sign reads Salvatore Totino Triangle.,,
262,B032-01,02,29829,Spring,6,2004-05-17,01:11 PM,01:22 PM,2004,1,A,A,PIP,,,
263,X193,12,810,Spring,3,2001-04-03,11:22 AM,11:55 AM,2001,41,A,A,PIP,,,
264,QZ547,13,32931,Fall,3,2004-10-05,11:49 AM,11:55 AM,2004,5,A,A,PIP,,,
265,B296,13,12399,Winter,3,2000-01-07,12:00 PM,12:45 PM,1999,25,A,A,PIP,,,
266,Q345,14,52954,Fall,1,2007-08-27,03:16 PM,03:15 PM,2007,6,A,A,PIP,,,
267,XZ188,13,35205,Winter,6,2005-02-22,10:18 AM,10:24 AM,2004,2,A,A,PIP,N rating due to snow covered.,,
268,MZ10,03,10305,Summer,1,2000-05-30,03:36 PM,03:41 PM,2000,39,A,A,PIP,,,
269,B028-01,10,45414,Summer,5,2006-08-01,12:45 PM,12:47 PM,2006,6,A,A,PIP,Actual time of inspection 10:20-10:40,,
270,QZ687,14,24523,Fall,2,2003-09-22,12:18 PM,12:23 PM,2003,3,A,A,PIP,,,
271,R133,03,49828,Spring,2,1907-03-22,04:51 PM,05:00 PM,1907,15,N,N,SNR,"Site hard to distinguish from DEP Blue Belt which seems to include Arbutus (R133), Hugenot Ponds (R131) and Bunker Ponds (R132).",,
272,Q205A,02,47125,Fall,6,2006-11-06,01:42 PM,02:32 PM,2006,1,U,A,PIP,,,
273,X017-02,05,41536,Winter,3,2006-01-06,10:38 AM,10:44 AM,2005,7,N,N,PIP,Under Construction.,Under Construction.,
274,XZ31,05,6632,Spring,3,2001-04-09,10:01 AM,10:04 AM,2001,6,A,A,PIP,no business in vicinity.mta truck parked on GS.,,
275,M105-01,03,50786,Spring,6,2007-05-17,11:14 AM,11:32 AM,2007,2,A,A,PIP,,,
276,X092-ZN05,13,53743,Fall,4,2007-10-16,12:26 PM,01:17 PM,2007,13,A,A,PIP,,,
277,Q393D,03,7193,Fall,5,2000-11-06,12:13 PM,12:35 PM,2000,42,U,U,PIP,,,
278,Q079,10,41903,Winter,4,2006-01-23,02:42 PM,02:43 PM,2005,5,A,A,PIP,,,
279,Q177,10,32942,Fall,3,2004-10-05,02:29 PM,02:40 PM,2004,7,A,A,PIP,,,
280,Q421,10,32036,Summer,6,2004-08-18,12:42 PM,12:58 PM,2004,5,A,A,PIP,,,
281,B041,08,32099,Summer,3,1904-08-21,03:14 PM,03:20 PM,1904,3,A,A,WEPIP,,,
282,Q051,12,52653,Summer,6,2007-08-15,10:52 AM,11:34 AM,2007,13,A,A,PIP,Ballfield under construction.,,
283,M058-ZN03,11,4146,Fall,6,2002-11-26,09:33 AM,11:11 AM,2002,6,U,A,PIP,,,
284,B054-ZN02,08,239,Summer,1,2001-06-07,10:18 AM,11:48 AM,2001,6,U,U,PIP,crew on duty was willing to take care of priorities.,,
285,M010-187,13,40754,Winter,1,2005-12-01,11:49 AM,11:56 AM,2005,11,A,A,PIP,,,
286,R045,02,5853,Fall,6,2001-11-27,10:33 AM,11:35 AM,2001,39,A,A,PIP,Litter rating changed from U/S to U and overall and cleanliness ratings from U to A following appeal resolution (AT 1/9/02),,
287,Q343,07,13777,Fall,6,2002-11-22,01:00 PM,01:22 PM,2002,4,U,U,PIP,,,
288,B243,02,33762,Winter,1,2004-11-29,10:44 AM,10:50 AM,2004,3,N,N,PIP,,Closed / No Construct.,
289,XZ262,09,37914,Summer,3,2005-07-07,10:51 AM,10:57 AM,2005,3,A,A,PIP,,,
290,B073-ZN20,19,12706,Spring,5,2000-05-03,03:40 PM,04:40 PM,2000,35,U,U,PIP,,,
291,Q018,02,38288,Summer,2,1905-07-22,06:06 PM,06:12 PM,1905,7,A,A,WEPIP,,,
292,R005-ZN01,01,28653,Spring,2,2004-03-16,12:36 PM,01:21 PM,2004,3,A,A,PIP,,,
293,X008-03,04,16035,Winter,6,2000-02-23,02:11 PM,02:38 PM,1999,39,U,A,PIP,,,
294,M288,04,245,Summer,2,2001-06-20,10:46 AM,11:15 AM,2001,39,A,A,PIP,,,
295,M160,10,47873,Winter,2,1906-12-27,11:27 AM,11:29 AM,1906,11,N,N,PE PRKSTAT,,Under Construction.,
296,QT21,02,8661,Spring,1,2001-03-05,02:05 PM,02:18 PM,2001,39,A,A,PIP,,,
297,X038-02,08,48951,Winter,5,1907-02-08,11:31 AM,11:50 AM,1907,13,N,N,SNR,,,
298,X148H,06,12854,Spring,5,2001-05-04,10:28 AM,11:04 AM,2001,41,U,U,PIP,,,
299,Q021B,08,35366,Spring,1,2005-03-02,01:35 PM,02:01 PM,2005,7,A,A,PIP,N rating due to snow covered features,,
300,B073-ZN21,19,34082,Winter,2,2004-12-17,10:54 AM,11:42 AM,2004,5,A,A,PIP,Crew working on lawn.,,
301,R027A,03,39175,Fall,1,2005-09-01,01:51 PM,02:16 PM,2005,11,A,A,PIP,,,
302,QZ463,11,54723,Winter,3,2007-12-31,10:44 AM,10:53 AM,2007,15,A,A,PIP,,,
303,X002-ZN03,11,42493,Winter,6,2006-02-22,10:00 AM,10:01 AM,2005,3,U,A,PIP,,,
304,Q012-ZN02,11,44964,Summer,3,2006-07-11,12:24 PM,01:09 PM,2006,1,A,A,PIP,"Changed two instances of  ""dead limb exhibiting severe wood rot"" in TREE. 9/11/2006 EH.",,
305,M237,02,40362,Fall,6,2005-11-07,10:20 AM,10:48 AM,2005,3,A,A,PIP,SW on Ganesvoort St. under construction.,,
306,R120-ZN01,03,41261,Winter,1,1905-12-28,10:21 AM,11:19 AM,1905,7,U,U,SNR,,,
307,B210W,10,15690,Fall,3,2000-10-04,01:29 PM,02:15 PM,2000,41,A,A,PIP,,,
308,Q005-04,12,12070,Summer,5,2002-08-06,10:47 AM,11:04 AM,2002,8,A,A,PIP,,,
309,X152,08,51516,Summer,1,1907-06-16,12:53 PM,12:52 PM,1907,6,A,A,WEPIP,,,
310,R095,03,12885,Fall,5,1999-11-05,01:00 PM,01:03 PM,1999,35,A,A,PIP,,,
311,B387,16,30950,Summer,3,2004-07-09,10:49 AM,11:13 AM,2004,2,U,A,PIP,,,
312,Q163-19,14,40604,Fall,6,2005-11-22,12:22 PM,12:44 PM,2005,5,A,A,PIP,,,
313,R114,01,53160,Fall,2,2007-09-10,10:30 AM,10:58 AM,2007,3,A,A,PIP,,,
314,Q121,12,28761,Spring,2,2004-03-18,12:56 PM,01:56 PM,2004,5,A,A,PIP,,,
315,RZ155,01,49714,Spring,2,2007-03-19,11:07 AM,11:12 AM,2007,1,A,A,PIP,N ratings due to snow cover.,,
316,M047,11,50755,Spring,6,2007-05-15,01:45 PM,02:42 PM,2007,3,A,A,PIP,Workers pruning hort areas.,,
317,R076,01,27580,Winter,4,2004-01-23,11:57 AM,03:48 PM,2003,1,A,A,PIP,N rating due to snow cover.,,
318,Q099-18,15,49120,Winter,6,2007-02-15,11:15 AM,11:47 AM,2006,11,A,A,PIP,Features rated N were covered with snow at the time of inspection.,,
319,X118-01,09,13230,Fall,3,2002-09-30,03:13 PM,03:21 PM,2002,45,A,A,PIP,,,
320,Q363,03,47041,Fall,5,2006-10-30,10:48 AM,11:15 AM,2006,2,A,A,PIP,N rating due to worker present,,
321,BZ07,15,3140,Summer,4,2001-07-20,11:44 AM,11:47 AM,2001,41,A,A,PIP,Greentreet(s),,
322,M282,07,13206,Fall,2,2002-09-20,01:39 PM,01:48 PM,2002,44,A,A,PIP,,,
323,B289,15,13912,Summer,5,1999-08-04,02:04 PM,02:11 PM,1999,35,A,A,PIP,,,
324,B270,16,39816,Fall,3,2005-10-05,11:34 AM,12:04 PM,2005,7,U,A,PIP,,,
325,M125D,02,14770,Spring,5,2000-05-04,11:35 AM,12:15 PM,2000,39,A,A,PIP,,,
326,Q393H,03,51391,Summer,2,2007-06-11,10:56 AM,11:21 AM,2007,13,A,A,PIP,,,
327,BZ285,14,13903,Winter,2,2002-12-20,03:07 PM,03:10 PM,2002,39,A,A,PIP,,,
328,R015,01,3209,Summer,2,2002-06-17,11:07 AM,11:24 AM,2002,39,A,A,PIP,well kept,,
329,B192,10,14267,Summer,2,2002-06-19,11:11 AM,11:57 AM,2002,44,A,A,PIP,,,
330,Q305,05,51104,Summer,1,2007-06-01,09:42 AM,10:54 AM,2007,15,A,A,PIP,,,
331,Q099-ZN14,15,54675,Winter,2,2007-12-19,10:32 AM,11:17 AM,2007,11,A,A,PIP,,,
332,M071-03,14,17644,Summer,2,2003-06-23,10:24 AM,10:46 AM,2003,5,A,A,PIP,,,
333,M071-ZN25,14,48197,Winter,3,2007-01-05,02:04 PM,02:06 PM,2006,6,U,A,PIP,Actual time of inspection: 11:26-11:56.,,
334,B093,03,9224,Fall,3,2000-10-06,11:58 AM,12:08 PM,2000,39,A,A,PIP,,,
335,Q351,12,12928,Spring,4,1999-04-20,11:05 AM,11:45 AM,1999,25,A,A,PIP,,,
336,B056,05,15526,Spring,5,1999-05-04,12:29 PM,01:15 PM,1999,32,U,A,PIP,,,
337,Q339,13,1305,Spring,4,2002-04-22,11:24 AM,11:43 AM,2002,39,A,A,PIP,,,
338,QZ392,08,51811,Summer,3,2007-07-05,11:12 AM,11:26 AM,2007,1,U,U,PIP,,,
339,B255N,07,26034,Fall,5,2003-11-05,10:36 AM,10:48 AM,2003,1,A,A,PIP,,,
340,M125E,02,44253,Summer,1,2006-06-02,10:59 AM,11:03 AM,2006,11,A,A,PIP,,,
341,Q393I,03,49102,Winter,6,2007-02-14,03:58 PM,03:56 PM,2006,2,A,A,PIP,N rating due to snow covered,,
342,M056-01,09,49462,Spring,1,2007-03-05,11:52 AM,12:22 PM,2007,15,A,A,PIP,CS unofficially closed.,,
343,Q044,02,34100,Winter,2,2004-12-20,10:21 AM,10:50 AM,2004,2,A,A,PIP,N rating due to snow covered,,
344,B251-08,15,34707,Winter,4,2005-01-27,11:15 AM,11:34 AM,2004,7,A,A,PIP,N rating due to snow covered features,,
345,B118B,06,30570,Summer,2,2004-06-18,11:27 AM,11:51 AM,2004,2,A,A,PIP,,,
346,X092-ZN21,13,7507,Winter,1,1999-11-30,01:05 PM,03:00 PM,1999,32,U,U,PIP,,,
347,B029-ZN05,08,33492,Fall,5,2004-11-04,10:05 AM,11:01 AM,2004,2,U,U,PIP,drain cover damaged between Albany Ave and Troy Ave. sign damaging tree on corner of Schenectady Ave,,
348,R005-ZN03,01,31754,Summer,5,2004-08-06,11:16 AM,12:33 PM,2004,48,A,A,PIP,,,
349,M010-ZN41,13,7139,Summer,1,2000-05-31,09:19 AM,11:12 AM,2000,37,U,U,PIP,,,
350,Q463,14,12517,Winter,2,1999-12-15,02:13 PM,02:18 PM,1999,32,A,A,PIP,,,
351,X157,11,52412,Summer,5,2007-08-03,12:04 PM,12:23 PM,2007,11,A,A,PIP,,,
352,B210J,07,14544,Spring,1,2003-03-11,10:04 AM,10:41 AM,2003,6,U,U,PIP,logos improperly attached,,
353,Q099-01,06,17007,Spring,6,2003-05-21,01:21 PM,01:42 PM,2003,8,A,A,PIP,,,
354,X116,02,53603,Fall,4,2007-10-09,11:24 AM,11:47 AM,2007,13,A,A,PIP,CS unofficially closed.,,
355,X039-ZN13,15A,6870,Summer,4,2000-07-19,10:42 AM,12:09 PM,2000,40,A,A,PIP,Area around the canoe/kayak launch undergoing capital work.,Under Construction.,
356,Q341C,02,4979,Spring,2,2002-03-28,11:55 AM,12:26 PM,2002,39,U,A,PIP,,,
357,B073-ZN12,19,15971,Winter,1,2001-12-07,12:55 PM,02:03 PM,2001,45,A,A,PIP,,,
358,QZ190,01,94,Spring,2,2003-03-25,11:44 AM,11:45 AM,2003,6,A,A,PIP,,,
359,QZ94,09,8418,Fall,5,2002-11-01,12:40 PM,12:57 PM,2002,6,U,U,PIP,,,
360,B054-ZN01,08,16712,Spring,5,2003-05-06,11:05 AM,11:43 AM,2003,8,A,A,PIP,,,
361,MZ103,10,34879,Winter,5,1904-02-02,10:31 AM,10:32 AM,1904,1,A,A,MSITES,,,
362,XZ111,06,41167,Winter,2,2005-12-20,01:00 PM,09:42 AM,2005,4,A,A,PIP,,,
363,M169,10,7883,Summer,5,2002-08-05,02:19 PM,02:26 PM,2002,45,A,A,PIP,"Jean + Ralph Salon,  212 865 8662.",,
364,B302,03,7455,Fall,3,1999-10-07,10:33 AM,11:05 AM,1999,31,A,A,PIP,,,
365,B184,15,40484,Fall,6,2005-11-16,09:56 AM,10:15 AM,2005,11,A,A,PIP,,,
366,B058-ZN05,01,43990,Spring,6,2006-05-16,09:46 AM,10:21 AM,2006,3,A,A,PIP,,,
367,M090,10,53140,Fall,1,2007-09-07,10:57 AM,11:05 AM,2007,11,A,A,PIP,,,
368,BZ287,14,54394,Winter,1,2007-12-04,01:24 PM,01:27 PM,2007,1,A,A,PIP,,,
369,B389,14,39933,Fall,4,2005-10-13,11:35 AM,11:43 AM,2005,7,A,A,PIP,,,
370,M105-02,03,42087,Winter,5,2006-01-30,11:26 AM,11:40 AM,2005,7,A,A,PIP,,,
371,M016,03,371,Fall,1,1999-09-14,10:27 AM,10:41 AM,1999,32,A,A,PIP,,,
372,Q002,05,47065,Fall,5,2006-10-30,01:27 PM,12:00 AM,2006,12,A,A,PIP,DPR personnel activitly working on litter.,,
373,R065-ZN08,02,38424,Summer,4,2005-07-28,10:33 AM,11:15 AM,2005,1,U,A,PIP,,,
374,B031,01,32313,Fall,1,2004-09-01,11:16 AM,11:17 AM,2004,48,A,A,PIP,,,
375,Q206,09,49182,Winter,6,2007-02-20,10:52 AM,10:59 AM,2006,3,A,A,PIP,,,
376,BZ370,15,43343,Spring,3,2006-04-05,11:28 AM,11:38 AM,2006,1,A,A,PIP,,,
377,X002-ZN01,11,15072,Summer,5,2002-08-06,12:23 PM,01:18 PM,2002,45,U,U,PIP,,,
378,M204,11,43947,Spring,6,2006-05-15,01:29 PM,01:29 PM,2006,6,N,N,PIP,Site closed.  Actual time of inspection: 11:46-11:48am,Closed / No Construct.,
379,M144-ZN02,03,6162,Winter,2,2000-12-27,01:05 PM,02:47 PM,2000,6,A,A,PIP,Part of zone closed adj to bridge.,Closed / No Construct.,
380,BZ78,03,2243,Winter,3,2002-01-08,12:57 PM,01:03 PM,2001,8,A,A,PIP,,,
381,Q102-03,05,3475,Fall,2,1999-09-27,12:10 PM,12:26 PM,1999,32,A,A,PIP,Sign on K swg needs to be secured.,,
382,Q163-19,14,14944,Winter,5,2003-02-03,11:17 AM,11:31 AM,2002,39,A,A,PIP,,,
383,BZ151,16,6788,Spring,6,2000-05-16,10:59 AM,11:05 AM,2000,39,A,A,PIP,,,
384,Q098-01,04,15085,Fall,6,2002-11-14,11:42 AM,11:54 AM,2002,8,A,A,PIP,,,
385,X172,11,42489,Winter,6,2006-02-21,11:39 AM,12:16 PM,2005,1,U,A,PIP,,,
386,B167A,01,10055,Fall,2,2002-09-18,01:27 PM,02:01 PM,2002,44,U,U,PIP,No overall shot due to disk error,,
387,B255N,07,47851,Winter,2,1906-12-26,01:29 PM,01:35 PM,1906,13,A,N,PE PRKSTAT,,,
388,BZ11,10,33447,Fall,5,2004-11-01,01:04 PM,01:06 PM,2004,1,A,A,PIP,,,
389,XZ193,13,21961,Summer,5,2003-08-05,09:46 AM,10:09 AM,2003,5,A,A,PIP,,,
390,Q006-01,07,9580,Fall,2,2002-09-24,12:36 PM,12:49 PM,2002,44,A,A,PIP,,,
391,XZ344,08,42730,Spring,1,2006-03-03,10:17 AM,10:23 AM,2006,3,A,A,PIP,,,
392,QZ319,06,24767,Fall,2,2003-09-25,01:35 PM,01:41 PM,2003,3,A,A,PIP,,,
393,XZ282,07,4268,Spring,3,2003-04-07,11:20 AM,11:22 AM,2003,39,A,A,PIP,,,
394,M183,11,51231,Summer,1,2007-06-05,11:27 AM,11:49 AM,2007,1,A,A,PIP,,,
395,B073-ZN11,19,29926,Spring,6,2004-05-20,01:22 PM,01:44 PM,2004,2,A,A,PIP,,,
396,Q015-10,16,33960,Winter,1,2004-12-08,01:10 PM,01:36 PM,2004,7,A,A,PIP,,,
397,Q099-18,15,23274,Fall,1,2003-09-08,11:53 AM,11:54 AM,2003,5,N,N,PIP,playground under renovations/construction,,
398,B057-ZN04,18,28795,Spring,2,2004-03-19,12:49 PM,01:45 PM,2004,5,A,A,PIP,,,
399,M138,10,2714,Winter,1,1999-12-01,12:16 PM,12:26 PM,1999,35,U,A,PIP,,,
400,X161,12,47161,Fall,6,2006-11-08,11:27 AM,11:48 AM,2006,1,A,A,PIP,,,
401,M097,07,45279,Summer,4,2006-07-24,01:37 PM,01:44 PM,2006,12,A,A,PIP,,,
402,X243,03,6095,Fall,1,2000-09-05,01:50 PM,02:06 PM,2000,40,A,A,PIP,Site locked,,
403,B041,08,424,Spring,2,2000-03-23,03:01 PM,03:06 PM,2000,40,A,A,PIP,,,
404,BZ325,01,37302,Summer,2,2005-06-13,11:47 AM,11:54 AM,2005,5,A,A,PIP,,,
405,Q217,09,10740,Spring,2,2002-03-25,10:34 AM,10:39 AM,2002,39,A,A,PIP,,,
406,M234,12A,14326,Summer,5,2000-07-31,12:29 PM,01:02 PM,2000,40,A,A,PIP,,,
407,M010-167,13,34106,Winter,2,2004-12-20,02:43 PM,02:45 PM,2004,7,A,A,PIP,fatures with N due to snow,,
408,X092-ZN08,13,7174,Summer,2,2000-06-28,09:48 AM,10:49 AM,2000,37,U,U,PIP,,,
409,Q349,11,35677,Spring,2,2005-03-18,12:25 PM,12:46 PM,2005,7,A,A,PIP,,,
410,B243,02,52185,Summer,3,1907-07-22,01:12 PM,01:34 PM,1907,15,A,A,WEPIP,North side of PLGD closed for DOT repairs to BQE.,Partial Constr./Rest of Site Rated.,
411,Q036A,02,26245,Fall,6,2003-11-13,09:53 AM,09:59 AM,2003,3,A,A,PIP,,,
412,Q023,12,54179,Fall,6,2007-11-14,12:24 PM,01:15 PM,2007,11,A,A,PIP,,Partial Constr./Rest of Site Rated.,
413,BZ343,01,47148,Fall,6,2006-11-08,10:26 AM,10:35 AM,2006,2,A,A,PIP,Greenstreet sign recommended.,,
414,RZ219,01,41882,Winter,4,2006-01-20,10:35 AM,10:40 AM,2005,3,A,A,PIP,,,
415,M144-ZN03,03,5820,Fall,6,2001-11-14,01:16 PM,02:03 PM,2001,45,A,A,PIP,Walkway along river fenced off.,,
416,Q435,02,3378,Summer,2,2001-06-18,12:44 PM,01:01 PM,2001,41,A,A,PIP,,,
417,Q141,02,12545,Fall,1,2002-09-03,01:30 PM,01:55 PM,2002,45,A,A,PIP,,,
418,Q020-02,05,2425,Summer,3,1999-07-01,02:27 PM,02:47 PM,1999,25,A,A,PIP,,,
419,Q066F,01,5079,Spring,4,2002-04-24,10:00 AM,10:22 AM,2002,44,A,A,PIP,All play equipment under construction except for courts.,Partial Constr./Rest of Site Rated,
420,M258,11,10487,Spring,6,2001-05-18,01:22 PM,02:01 PM,2001,8,A,A,PIP,,,
421,RZ47,03,9782,Spring,1,2000-03-14,01:22 PM,01:23 PM,2000,40,A,A,PIP,,,
422,X092-ZN05,13,32982,Fall,3,2004-10-07,09:47 AM,10:45 AM,2004,3,A,A,PIP,,,
423,RZ101,02,9856,Spring,3,2000-04-12,11:06 AM,11:09 AM,2000,39,A,A,PIP,,,
424,QZ149,07,5042,Spring,4,2002-04-15,01:35 PM,02:35 PM,2002,4,A,A,PIP,,,
425,B130,07,15342,Spring,6,2001-05-15,11:00 AM,11:41 AM,2001,41,A,A,PIP,No overall photo available,,
426,BZ359,10,29965,Spring,6,2004-05-24,10:59 AM,11:11 AM,2004,5,A,A,PIP,,,
427,BZ90,13,44420,Summer,1,2006-06-08,11:11 AM,11:17 AM,2006,3,A,A,PIP,Wrong GS #,,
428,M172,02,51186,Summer,1,2007-06-04,03:33 PM,03:33 PM,2007,15,A,A,PIP,,,
429,B182,16,9988,Summer,4,2002-07-16,12:56 PM,12:58 PM,2002,6,A,A,PIP,,,
430,X112,03,50712,Spring,6,2007-05-14,01:34 PM,01:39 PM,2007,6,U,U,PIP,,,
431,X187-02,12,39452,Fall,2,2005-09-16,09:57 AM,10:04 AM,2005,1,A,A,PIP,,,
432,MZ34,12,13708,Winter,5,2001-02-15,09:36 AM,09:41 AM,2000,42,A,A,PIP,Rancho Express 2 Nagle St 304.0505,,
433,X110B,08,7767,Fall,4,1999-10-14,09:51 AM,10:16 AM,1999,35,A,A,PIP,,,
434,X197,07,3538,Fall,6,2002-11-13,12:33 PM,12:40 PM,2002,6,N,N,PIP,,Under Construction.,
435,BZ13,08,49096,Winter,6,2007-02-14,12:52 PM,01:03 PM,2006,7,A,A,PIP,N rating due to snow covered feature.,,
436,Q178,11,45696,Summer,6,2006-08-14,12:01 PM,12:34 PM,2006,2,A,A,PIP,,,
437,M037-ZN03,12A,27933,Winter,5,2004-02-12,11:06 AM,12:03 PM,2003,5,U,U,PIP,,,
438,BZ261,17,30956,Summer,3,2004-07-09,01:06 PM,01:09 PM,2004,48,A,A,PIP,,,
439,XZ342,08,37059,Summer,1,2005-06-03,11:24 AM,11:29 AM,2005,4,A,A,PIP,,,
440,Q289,05,37515,Summer,2,2005-06-20,01:00 PM,01:21 PM,2005,1,A,A,PIP,,,
441,B153,16,11483,Winter,2,2001-12-19,11:24 AM,12:02 PM,2001,6,U,A,PIP,Half of site under construction.,Under Construction.,
442,Q423,05,13807,Fall,2,2000-09-19,12:01 PM,01:31 PM,2000,41,U,U,PIP,,,
443,X087,11,39793,Fall,3,2005-10-04,12:33 PM,12:59 PM,2005,11,A,A,PIP,,,
444,M090,10,12440,Summer,5,1999-07-30,03:22 PM,03:33 PM,1999,25,A,A,PIP,,,
445,X148E,05,51218,Summer,1,2007-06-04,11:54 AM,12:15 PM,2007,13,U,A,PIP,Lock needed on gate leading to unused section of park.,,
446,QZ346,07,29275,Spring,4,2004-04-15,10:38 AM,10:48 AM,2004,5,A,A,PIP,,,
447,B361,06,50554,Spring,5,2007-05-04,10:46 AM,11:21 AM,2007,15,A,A,PIP,BBCT and tennis remain closed until adj school lets out.,,
448,M079,08,17361,Summer,1,2003-06-10,10:00 AM,10:34 AM,2003,1,U,U,PIP,,,
449,B223OC,01,46843,Fall,4,2006-10-19,11:33 AM,11:47 AM,2006,11,A,A,PIP,,,
450,M235,03,38111,Summer,2,1905-07-15,04:18 PM,04:34 PM,1905,3,A,A,WEPIP,,,
451,XZ64,10,32887,Fall,3,2004-10-04,11:14 AM,11:28 AM,2004,7,A,A,PIP,,,
452,RZ97,02,11605,Summer,6,2001-08-21,11:08 AM,11:10 AM,2001,39,A,A,PIP,,,
453,M159,10,420,Winter,2,2001-12-18,01:00 PM,01:30 PM,2001,44,A,A,PIP,,,
454,RZ251,02,29819,Spring,6,2004-05-17,10:41 AM,10:46 AM,2004,3,A,A,PIP,,,
455,M052,05,33048,Fall,4,2004-10-13,11:45 AM,12:37 PM,2004,7,A,A,PIP,,,
456,M071-13,14,29848,Spring,6,2004-05-18,10:38 AM,10:51 AM,2004,7,A,A,PIP,workers present,,
457,X283,05,33809,Winter,1,2004-12-01,10:28 AM,10:51 AM,2004,5,A,A,PIP,,,
458,Q025,12,30160,Summer,1,2004-06-04,11:37 AM,11:49 AM,2004,5,A,A,PIP,"Crew cleaning, thus the ""N"" rating for litter.",,
459,X092-ZN01,13,4162,Winter,1,2002-12-04,10:46 AM,11:25 AM,2002,8,A,A,PIP,,,
460,B251-ZN01,15,36517,Spring,5,2005-05-03,12:38 PM,01:04 PM,2005,3,A,A,PIP,,,
461,M225,11,13029,Spring,3,2000-04-07,02:59 PM,03:25 PM,2000,39,A,A,PIP,,,
462,Q294,08,8046,Winter,4,2003-01-27,11:59 AM,12:32 PM,2002,6,A,A,PIP,,,
463,B223OA,01,49814,Spring,2,1907-03-22,03:34 PM,03:32 PM,1907,6,N,N,SNR,Unable to locate at address provided.,,
464,B016-02,04,6951,Fall,2,2000-09-20,01:22 PM,01:40 PM,2000,6,A,A,PIP,MPPA with ballfield having color seal applied not rated.,,
465,BZ387,18,26301,Fall,6,2003-11-14,10:24 AM,10:30 AM,2003,3,A,A,PIP,,,
466,R107,02,49200,Winter,6,2007-02-20,12:52 PM,01:07 PM,2006,2,A,A,PIP,N rating due snow covered.,,
467,Q461,07,3394,Fall,2,2000-09-19,10:34 AM,11:04 AM,2000,39,A,A,PIP,"Should be turned into large park zones, asphalt paths.",,
468,XZ205,11,29438,Spring,4,2004-04-26,11:09 AM,11:14 AM,2004,3,A,A,PIP,,,
469,RZ076N,01,14070,Fall,6,2000-11-14,10:37 AM,11:06 AM,2000,43,A,A,PIP,,,
470,M353-ZN03,14,23083,Summer,6,2003-08-27,10:06 AM,10:40 AM,2003,1,A,A,PIP,,,
471,X251,10,51664,Summer,2,1907-06-25,04:02 PM,04:08 PM,1907,13,A,A,FOCUS,Site locked.  Athletic fields not rated.  Actual time of inspection: 12:40pm - 1:10pm.,,3.0
472,Q461-ZN02,07,28992,Spring,3,2004-03-30,09:55 AM,10:42 AM,2004,1,A,A,PIP,,,
473,M200,07,43926,Spring,5,2006-05-11,11:25 AM,11:44 AM,2006,7,A,A,PIP,Partial construction rest of site rated.  Staff presently working on lawns.,Partial Constr./Rest of Site Rated.,
474,M029-ZN04,12,51661,Summer,2,1907-06-25,03:02 PM,03:26 PM,1907,1,A,A,FOCUS,Actual inspection time 10:00 AM to 11:00 AM,,15.0
475,X188,12,3395,Fall,5,1999-11-01,03:36 AM,04:05 AM,1999,39,A,A,PIP,,,
476,Q224,02,13278,Winter,3,2000-01-12,10:09 AM,10:21 AM,1999,32,A,A,PIP,Site located in section 4 in cemetery.,,
477,QT21,02,28319,Spring,1,2004-03-01,10:49 AM,10:57 AM,2004,4,A,A,PIP,,,
478,X010-ZN01,03,37726,Summer,4,1905-06-29,11:45 AM,12:40 PM,1905,3,U,A,PKSTAT LGHT,Workers cleaning,,
479,Q220B,12,17093,Spring,6,2003-05-27,10:59 AM,11:09 AM,2003,44,A,A,PIP,,,
480,M198,10,51353,Summer,1,1907-06-09,11:27 AM,11:59 AM,1907,3,A,A,WEPIP,,,
481,Q037,14,17791,Summer,3,2003-07-01,02:26 PM,02:33 PM,2003,5,A,A,PIP,,,
482,X102,06,10554,Fall,5,2002-11-04,12:47 PM,01:19 PM,2002,6,A,A,PIP,,,
