,site,date,turbidity_ntu_at_12am,turbidity_ntu_at_4am,turbidity_ntu_at_8am,turbidity_ntu_at_12pm,turbidity_ntu_at_4pm,turbidity_ntu_at_8pm,average_24hrturbidity_ntu,coliform_fecal_fc_100ml
311,DEL18DT,2019-03-30,0.7,0.8,0.75,0.75,0.75,0.75,0.75,<1
312,DEL18DT,2019-03-29,0.8,0.8,0.8,0.75,0.8,0.8,0.79,E1
313,DEL18DT,2019-03-29,0.8,0.8,0.8,0.75,0.8,0.8,0.79,E1
314,DEL18DT,2019-03-28,0.75,0.8,0.75,0.8,0.75,0.8,0.78,<1
315,DEL18DT,2019-03-28,0.75,0.8,0.75,0.8,0.75,0.8,0.78,<1
316,DEL18DT,2019-03-27,0.85,0.8,0.8,0.75,0.85,0.8,0.81,<1
317,DEL18DT,2019-03-27,0.85,0.8,0.8,0.75,0.85,0.8,0.81,<1
318,DEL18DT,2019-03-26,0.8,0.8,0.85,0.75,0.8,0.8,0.8,<1
319,DEL18DT,2019-03-26,0.8,0.8,0.85,0.75,0.8,0.8,0.8,<1
320,DEL18DT,2019-03-25,0.8,0.9,0.8,0.8,0.8,0.85,0.83,<1
321,DEL18DT,2019-03-25,0.8,0.9,0.8,0.8,0.8,0.85,0.83,<1
322,DEL18DT,2019-03-24,0.9,0.9,0.85,0.85,0.8,0.85,0.86,<1
323,DEL18DT,2019-03-24,0.9,0.9,0.85,0.85,0.8,0.85,0.86,<1
324,DEL18DT,2019-03-23,0.9,0.95,0.85,0.8,0.95,0.8,0.88,<1
325,DEL18DT,2019-03-23,0.9,0.95,0.85,0.8,0.95,0.8,0.88,<1
326,DEL18DT,2019-03-22,0.9,0.95,1.0,0.9,0.95,0.95,0.94,<1
327,DEL18DT,2019-03-22,0.9,0.95,1.0,0.9,0.95,0.95,0.94,<1
328,DEL18DT,2019-03-21,0.95,0.9,0.9,0.85,0.85,0.9,0.89,<1
329,DEL18DT,2019-03-21,0.95,0.9,0.9,0.85,0.85,0.9,0.89,<1
330,DEL18DT,2019-03-20,0.85,0.9,0.9,0.85,0.9,0.9,0.88,<1
331,DEL18DT,2019-03-20,0.85,0.9,0.9,0.85,0.9,0.9,0.88,<1
332,DEL18DT,2019-03-19,0.85,0.9,0.95,1.0,0.95,0.9,0.93,<1
333,DEL18DT,2019-03-19,0.85,0.9,0.95,1.0,0.95,0.9,0.93,<1
334,DEL18DT,2019-03-18,1.0,0.85,0.9,0.95,0.95,0.85,0.92,<1
335,DEL18DT,2019-03-18,1.0,0.85,0.9,0.95,0.95,0.85,0.92,<1
336,DEL18DT,2019-03-17,1.1,0.95,0.95,1.0,0.95,1.0,0.99,<1
337,DEL18DT,2019-03-17,1.1,0.95,0.95,1.0,0.95,1.0,0.99,<1
338,DEL18DT,2019-03-16,0.95,1.0,1.1,1.0,0.95,0.95,0.99,E3
339,DEL18DT,2019-03-16,0.95,1.0,1.1,1.0,0.95,0.95,0.99,E3
340,DEL18DT,2019-03-15,0.9,0.9,0.9,1.1,0.95,1.0,0.96,E2
341,DEL18DT,2019-03-15,0.9,0.9,0.9,1.1,0.95,1.0,0.96,E2
342,DEL18DT,2019-03-14,1.0,1.0,0.95,1.0,0.9,0.9,0.96,E1
343,DEL18DT,2019-03-14,1.0,1.0,0.95,1.0,0.9,0.9,0.96,E1
344,DEL18DT,2019-03-13,1.0,0.95,0.9,0.95,0.9,0.95,0.94,<1
345,DEL18DT,2019-03-13,1.0,0.95,0.9,0.95,0.9,0.95,0.94,<1
346,DEL18DT,2019-03-12,1.1,1.0,1.0,0.95,0.95,1.0,1.0,E2
347,DEL18DT,2019-03-12,1.1,1.0,1.0,0.95,0.95,1.0,1.0,E2
348,DEL18DT,2019-03-11,1.1,1.1,0.95,0.95,0.95,1.0,1.01,E1
349,DEL18DT,2019-03-11,1.1,1.1,0.95,0.95,0.95,1.0,1.01,E1
350,DEL18DT,2019-03-10,0.85,0.85,0.9,0.95,1.0,1.0,0.93,E1
351,DEL18DT,2019-03-10,0.85,0.85,0.9,0.95,1.0,1.0,0.93,E1
352,DEL18DT,2019-03-09,1.0,1.0,0.95,0.9,0.9,0.85,0.93,E1
353,DEL18DT,2019-03-09,1.0,1.0,0.95,0.9,0.9,0.85,0.93,E1
354,DEL18DT,2019-03-08,1.0,0.95,0.9,0.95,0.9,0.9,0.93,E1
355,DEL18DT,2019-03-08,1.0,0.95,0.9,0.95,0.9,0.9,0.93,E1
356,DEL18DT,2019-03-07,0.9,0.95,1.0,1.1,1.0,1.0,0.99,E3
357,DEL18DT,2019-03-07,0.9,0.95,1.0,1.1,1.0,1.0,0.99,E3
358,DEL18DT,2019-03-06,1.1,1.0,0.95,0.95,0.95,0.9,0.98,E2
359,DEL18DT,2019-03-06,1.1,1.0,0.95,0.95,0.95,0.9,0.98,E2
360,DEL18DT,2019-03-05,0.85,0.85,0.85,0.9,0.9,0.9,0.88,E4
361,DEL18DT,2019-03-05,0.85,0.85,0.85,0.9,0.9,0.9,0.88,E4
362,DEL18DT,2019-03-04,0.9,0.9,0.8,0.9,0.8,0.85,0.86,E3
363,DEL18DT,2019-03-04,,0.9,0.8,0.9,0.8,0.85,0.85,E3
364,DEL18DT,2019-03-03,0.85,0.95,0.85,0.9,0.9,0.9,0.89,E1
365,DEL18DT,2019-03-02,0.8,0.9,1.0,0.95,0.95,0.95,0.93,E2
366,DEL18DT,2019-03-01,0.9,0.9,0.8,0.85,0.8,0.85,0.85,<1
367,DEL18DT,2019-02-28,0.8,0.75,0.8,0.9,0.8,0.8,0.81,E1
368,DEL18DT,2019-02-27,0.8,0.75,0.8,0.95,0.95,0.8,0.84,E8
369,DEL18DT,2019-02-26,0.75,0.8,0.75,0.7,0.8,0.85,0.78,E4
370,DEL18DT,2019-02-25,0.95,0.85,0.8,0.8,0.7,0.75,0.81,E6
371,DEL18DT,2019-02-24,0.7,0.75,0.8,1.0,0.85,0.85,0.83,E4
372,DEL18DT,2019-02-23,0.7,0.65,0.7,0.65,0.65,0.7,0.68,E9
373,DEL18DT,2019-02-22,0.75,0.75,0.75,0.75,0.75,0.65,0.73,E9
374,DEL18DT,2019-02-21,0.75,0.65,0.75,0.7,0.7,0.65,0.7,E3
375,DEL18DT,2019-02-20,0.75,0.65,0.75,0.7,0.7,0.75,0.72,E3
376,DEL18DT,2019-02-19,0.65,0.65,0.7,0.75,0.8,0.7,0.71,E8
377,DEL18DT,2019-02-18,0.7,0.65,0.7,0.55,0.65,0.75,0.67,E7
378,DEL18DT,2019-02-17,0.7,0.7,0.7,0.7,0.7,0.7,0.7,E7
379,DEL18DT,2019-02-16,0.75,0.7,0.65,0.7,0.7,0.7,0.7,E8
380,DEL18DT,2019-02-15,0.7,0.7,0.7,0.7,0.7,0.7,0.7,E1
381,DEL18DT,2019-02-14,0.85,0.8,0.75,0.7,0.65,0.7,0.74,E1
382,DEL18DT,2019-02-13,1.0,0.95,0.85,0.8,0.8,0.8,0.87,<1
383,DEL18DT,2019-02-12,0.75,0.75,0.8,0.9,1.0,1.0,0.87,E2
384,DEL18DT,2019-02-11,0.7,0.65,0.8,0.65,0.8,0.6,0.7,E1
385,DEL18DT,2019-02-10,0.65,0.65,0.7,0.65,0.7,0.6,0.66,E1
386,DEL18DT,2019-02-09,0.65,0.6,0.6,0.65,0.65,0.65,0.63,E4
387,DEL18DT,2019-02-08,0.7,0.7,0.7,0.65,0.8,0.6,0.69,E1
388,DEL18DT,2019-02-07,0.65,0.6,0.65,0.65,0.7,0.7,0.66,<1
389,DEL18DT,2019-02-06,0.65,0.65,0.7,0.65,0.7,0.7,0.68,E1
390,DEL18DT,2019-02-05,0.7,0.65,0.7,0.6,0.65,0.65,0.66,<1
391,DEL18DT,2019-02-04,0.7,0.7,0.65,0.7,0.7,0.65,0.68,E1
392,DEL18DT,2019-02-03,0.6,0.6,0.7,0.7,0.7,0.7,0.67,E3
393,DEL18DT,2019-02-02,0.9,0.75,0.85,0.75,0.7,0.65,0.74,E3
394,DEL18DT,2019-02-01,0.7,0.7,0.75,0.75,0.75,0.75,0.73,E4
395,DEL18DT,2019-01-31,0.65,0.65,0.7,0.7,0.7,0.65,0.68,E6
396,DEL18DT,2019-01-30,0.7,0.75,0.7,0.65,0.6,0.65,0.68,E4
397,DEL18DT,2019-01-29,0.7,0.75,0.75,0.75,0.75,0.85,0.76,<1
398,DEL18DT,2019-01-28,0.7,0.7,0.6,0.65,0.8,0.7,0.69,E5
399,DEL18DT,2019-01-27,,,0.7,0.65,0.75,0.65,0.69,E3
400,DEL18DT,2019-01-26,,,0.65,0.65,0.65,0.7,0.66,E5
401,DEL18DT,2019-01-25,0.65,0.65,0.65,0.65,0.65,0.6,0.64,E6
402,DEL18DT,2019-01-24,0.65,0.6,0.6,0.6,0.6,0.7,0.63,E6
403,DEL18DT,2019-01-23,0.55,0.6,0.7,0.65,0.65,0.6,0.63,E3
404,DEL18DT,2019-01-22,0.65,0.6,0.7,0.6,0.6,0.6,0.63,<1
405,DEL18DT,2019-01-21,0.7,0.6,0.65,0.7,0.6,0.7,0.66,E1
406,DEL18DT,2019-01-20,0.7,0.7,0.8,0.75,0.75,0.65,0.73,E3
407,DEL18DT,2019-01-19,0.6,0.6,0.65,0.65,0.65,0.75,0.65,E1
408,DEL18DT,2019-01-18,0.6,0.6,0.65,0.6,0.6,0.6,0.61,<1
409,DEL18DT,2019-01-17,0.6,0.7,0.65,0.65,0.65,0.7,0.66,<1
410,DEL18DT,2019-01-16,0.6,0.7,0.65,0.65,0.65,0.7,0.66,<1
411,DEL18DT,2019-01-15,0.6,0.65,0.65,0.65,0.6,0.6,0.63,<1
412,DEL18DT,2019-01-14,0.75,0.7,0.65,0.65,0.7,0.65,0.68,<1
413,DEL18DT,2019-01-13,,,0.9,0.7,0.7,0.7,0.75,E1
414,DEL18DT,2019-01-12,1.0,,0.7,1.1,0.9,0.65,0.87,E1
415,DEL18DT,2019-01-11,0.7,0.75,0.7,0.7,0.75,0.7,0.72,<1
416,DEL18DT,2019-01-10,0.65,0.65,0.7,0.6,0.7,0.65,0.66,E2
417,DEL18DT,2019-01-09,0.65,0.65,0.7,0.65,0.65,0.7,0.67,E1
418,DEL18DT,2019-01-08,0.65,0.65,0.7,0.65,0.6,0.65,0.65,<1
419,DEL18DT,2019-01-07,0.8,0.8,0.75,0.6,0.7,0.65,0.72,<1
420,DEL18DT,2019-01-06,0.7,0.65,0.7,0.8,0.75,0.75,0.73,<1
421,DEL18DT,2019-01-05,0.8,0.75,0.65,0.65,0.7,0.7,0.71,E1
422,DEL18DT,2019-01-04,0.7,0.65,0.65,0.7,0.75,0.8,0.71,<1
423,DEL18DT,2019-01-03,0.7,0.65,0.65,0.7,0.65,0.65,0.67,E1
424,DEL18DT,2019-01-02,0.7,0.65,0.65,0.7,0.75,0.7,0.69,E2
425,DEL18DT,2019-01-01,0.7,0.7,0.7,0.65,0.85,0.75,0.73,E1
426,DEL18DT,2018-12-31,0.7,0.75,0.7,0.7,0.75,0.7,0.72,E2
427,DEL18DT,2018-12-30,0.85,0.8,0.75,0.7,0.7,0.7,0.75,<1
428,DEL18DT,2018-12-29,0.8,0.8,0.75,0.8,0.85,0.85,0.81,<1
429,DEL18DT,2018-12-28,0.65,0.7,0.7,0.7,0.7,0.75,0.7,<1
430,DEL18DT,2018-12-27,0.65,0.7,0.65,0.65,0.7,0.7,0.68,E1
431,DEL18DT,2018-12-26,0.7,0.7,0.7,0.75,0.65,0.65,0.69,E4
432,DEL18DT,2018-12-25,0.75,0.75,0.75,0.8,0.75,0.75,0.76,E3
433,DEL18DT,2018-12-24,0.8,0.8,0.8,0.75,0.75,0.75,0.78,E2
434,DEL18DT,2018-12-23,0.8,0.75,0.8,0.8,0.8,0.8,0.79,<1
435,DEL18DT,2018-12-22,0.75,0.75,0.75,0.8,0.8,0.75,0.77,<1
436,DEL18DT,2018-12-21,0.75,0.8,1.4,0.8,0.8,0.8,0.89,E3
437,DEL18DT,2018-12-20,0.85,0.75,0.8,0.8,0.75,0.8,0.79,E1
438,DEL18DT,2018-12-19,0.85,0.8,0.85,0.9,0.85,0.8,0.84,E1
439,DEL18DT,2018-12-18,0.8,0.85,0.8,0.7,0.8,0.85,0.8,E1
440,DEL18DT,2018-12-17,0.85,0.8,0.85,0.85,0.85,0.85,0.84,E1
441,DEL18DT,2018-12-16,0.8,0.9,0.85,0.85,0.85,0.75,0.83,<1
442,DEL18DT,2018-12-15,0.9,0.8,0.85,0.8,0.75,0.85,0.83,E2
443,DEL18DT,2018-12-14,0.8,0.9,0.85,0.9,0.8,0.85,0.85,<1
444,DEL18DT,2018-12-13,1.0,1.0,0.95,0.85,0.85,0.85,0.92,E1
445,DEL18DT,2018-12-12,0.75,0.8,0.85,0.95,0.9,0.85,0.85,<1
446,DEL18DT,2018-12-11,0.85,0.85,0.9,0.85,0.85,0.9,0.87,<1
447,DEL18DT,2018-12-10,0.8,0.85,0.85,0.8,0.9,0.85,0.84,E2
448,DEL18DT,2018-12-09,0.8,0.8,0.85,0.8,0.85,0.85,0.83,E3
449,DEL18DT,2018-12-08,0.85,0.9,0.85,0.85,0.85,0.85,0.86,<1
450,DEL18DT,2018-12-07,0.8,0.8,0.85,0.85,0.85,0.85,0.83,E2
451,DEL18DT,2018-12-06,0.8,0.75,0.8,0.9,0.8,0.8,0.81,<1
452,DEL18DT,2018-12-05,0.8,0.8,0.8,0.85,0.8,0.8,0.81,<1
453,DEL18DT,2018-12-04,0.95,0.8,0.85,0.8,0.8,0.85,0.84,E1
454,DEL18DT,2018-12-03,0.75,0.85,0.9,0.8,0.85,0.85,0.83,<1
455,DEL18DT,2018-12-02,0.8,0.8,0.85,0.8,0.9,0.8,0.83,E6
456,DEL18DT,2018-12-01,0.85,0.8,0.75,0.8,0.8,0.8,0.8,E2
457,DEL18DT,2018-11-30,0.85,0.8,0.8,0.8,0.8,0.85,0.82,<1
458,DEL18DT,2018-11-29,0.85,0.8,0.75,0.8,0.8,0.85,0.81,E4
459,DEL18DT,2018-11-28,0.85,0.8,0.7,0.85,0.85,0.8,0.81,<1
460,DEL18DT,2018-11-27,1.0,0.9,1.0,0.8,0.85,0.75,0.88,E2
461,DEL18DT,2018-11-26,0.7,0.7,0.65,0.65,0.9,0.9,0.75,<1
462,DEL18DT,2018-11-25,0.75,0.7,0.75,0.75,0.8,0.7,0.74,<1
463,DEL18DT,2018-11-24,0.75,0.7,0.8,0.75,0.7,0.7,0.73,<1
464,DEL18DT,2018-11-23,0.8,0.75,0.75,0.65,0.8,0.65,0.73,E3
465,DEL18DT,2018-11-22,0.75,0.75,0.75,0.7,0.8,0.8,0.76,E1
466,DEL18DT,2018-11-21,0.7,0.7,0.65,0.7,0.75,0.8,0.72,E2
467,DEL18DT,2018-11-20,0.65,0.65,0.7,0.6,0.7,0.7,0.67,E3
468,DEL18DT,2018-11-19,0.7,0.75,0.65,0.6,0.65,0.65,0.67,E1
469,DEL18DT,2018-11-18,0.7,0.75,0.7,0.75,0.7,0.7,0.72,E1
470,DEL18DT,2018-11-17,0.65,0.65,0.65,0.7,0.7,0.65,0.67,E2
471,DEL18DT,2018-11-16,0.8,0.85,0.85,0.9,0.65,0.65,0.78,E1
472,DEL18DT,2018-11-15,0.6,0.65,0.6,0.6,0.85,0.85,0.69,E2
473,DEL18DT,2018-11-14,0.6,0.6,0.6,0.6,0.55,0.65,0.6,<1
474,DEL18DT,2018-11-13,0.6,0.6,0.6,0.6,0.6,0.6,0.6,<1
475,DEL18DT,2018-11-12,0.65,0.6,0.55,0.6,0.55,0.55,0.58,<1
476,DEL18DT,2018-11-11,0.6,0.6,0.65,0.6,0.6,0.6,0.61,E2
477,DEL18DT,2018-11-10,0.65,0.7,0.65,0.65,0.65,0.65,0.66,E2
478,DEL18DT,2018-11-09,0.65,0.6,0.65,0.6,0.65,0.6,0.63,<1
479,DEL18DT,2018-11-08,0.65,0.65,0.65,0.65,0.65,0.7,0.66,E3
480,DEL18DT,2018-11-07,0.65,0.65,0.5,0.6,0.6,0.65,0.61,E1
481,DEL18DT,2018-11-06,0.7,0.65,0.7,0.75,0.55,0.65,0.67,E2
482,DEL18DT,2018-11-05,0.7,0.7,0.7,0.7,0.65,0.7,0.69,E3
483,DEL18DT,2018-11-04,0.6,0.65,0.65,0.65,0.7,0.7,0.66,E2
484,DEL18DT,2018-11-03,0.55,0.55,0.65,0.6,0.6,0.65,0.6,<1
485,DEL18DT,2018-11-02,0.6,0.65,0.6,0.6,0.65,0.55,0.61,E1
486,DEL18DT,2018-11-01,0.6,0.6,0.65,0.6,0.6,0.65,0.62,<1
487,DEL18DT,2018-10-31,0.7,0.7,0.6,0.6,0.65,0.7,0.66,<1
488,DEL18DT,2018-10-30,0.8,0.75,0.85,0.65,0.7,0.65,0.73,E1
489,DEL18DT,2018-10-29,0.65,0.7,0.75,0.8,0.85,0.8,0.76,E1
490,DEL18DT,2018-10-28,0.9,0.8,0.8,0.75,0.7,0.7,0.78,E2
491,DEL18DT,2018-10-27,0.75,0.7,0.8,0.8,0.75,0.75,0.76,E3
492,DEL18DT,2018-10-26,0.65,0.65,0.65,0.6,1.1,1.2,0.81,E1
493,DEL18DT,2018-10-25,0.65,0.6,0.55,0.6,0.6,0.65,0.61,E2
494,DEL18DT,2018-10-24,0.7,0.65,0.7,0.65,0.7,0.65,0.68,E2
495,DEL18DT,2018-10-23,0.6,0.6,0.65,0.65,0.7,0.6,0.63,<1
496,DEL18DT,2018-10-22,0.7,0.65,0.55,0.65,0.7,0.65,0.65,E2
497,DEL18DT,2018-10-21,0.7,0.75,0.85,0.65,0.7,0.7,0.73,E2
498,DEL18DT,2018-10-20,0.65,0.65,0.6,0.8,0.7,1.4,0.8,E3
499,DEL18DT,2018-10-19,0.65,0.65,0.65,0.6,0.65,0.6,0.63,E2
500,DEL18DT,2018-10-18,0.65,0.65,0.7,0.6,0.65,0.65,0.65,E2
501,DEL18DT,2018-10-17,0.75,0.7,0.65,0.6,0.65,0.65,0.67,E2
502,DEL18DT,2018-10-16,0.8,0.8,0.75,0.7,0.7,0.7,0.74,E3
503,DEL18DT,2018-10-15,0.75,0.7,0.7,0.75,0.8,0.7,0.73,E6
504,DEL18DT,2018-10-14,0.65,0.75,0.75,0.75,0.7,0.65,0.71,E6
505,DEL18DT,2018-10-13,0.65,0.75,0.7,0.65,0.75,0.75,0.71,E6
506,DEL18DT,2018-10-12,0.8,0.75,0.7,0.75,0.7,0.65,0.73,E4
507,DEL18DT,2018-10-11,0.7,0.7,0.65,0.65,0.65,0.8,0.69,E9
508,DEL18DT,2018-10-10,0.6,0.65,0.6,0.75,0.7,0.65,0.66,E13
509,DEL18DT,2018-10-09,0.75,0.7,0.75,0.65,0.65,0.6,0.68,E5
510,DEL18DT,2018-10-08,0.65,0.65,0.65,0.8,0.75,0.7,0.7,>=E6
511,DEL18DT,2018-10-07,0.65,0.75,0.75,0.6,0.65,0.65,0.68,<1
512,DEL18DT,2018-10-06,0.8,0.75,0.75,0.7,0.65,0.7,0.73,E10
513,DEL18DT,2018-10-05,0.8,0.75,0.75,0.65,0.65,0.7,0.72,38
514,DEL18DT,2018-10-04,0.8,0.75,0.9,1.0,0.95,0.8,0.87,32
515,DEL18DT,2018-10-03,0.65,0.65,0.65,0.85,0.95,1.0,0.79,E15
516,DEL18DT,2018-10-02,0.6,0.65,0.6,0.65,0.7,0.7,0.65,E5
517,DEL18DT,2018-10-01,0.6,0.6,0.6,0.7,0.75,0.7,0.66,E3
518,DEL18DT,2018-09-30,0.55,0.6,0.6,0.6,0.6,0.6,0.59,E8
519,DEL18DT,2018-09-29,0.6,0.55,0.55,0.7,0.55,0.65,0.6,E7
520,DEL18DT,2018-09-28,0.55,0.5,0.55,0.6,0.55,0.55,0.55,E8
521,DEL18DT,2018-09-27,0.7,0.75,0.85,0.75,0.55,0.6,0.7,38
522,DEL18DT,2018-09-26,0.8,0.6,0.6,0.8,0.75,0.75,0.72,58
523,DEL18DT,2018-09-25,0.65,0.65,0.7,0.6,0.55,0.6,0.63,E3
524,DEL18DT,2018-09-24,0.6,0.6,0.6,0.65,0.6,0.65,0.62,E5
525,DEL18DT,2018-09-23,0.6,0.6,0.6,0.6,0.6,0.55,0.59,E3
526,DEL18DT,2018-09-22,0.65,0.65,0.65,0.65,0.6,0.6,0.63,E2
527,DEL18DT,2018-09-21,0.8,0.7,0.65,0.6,0.6,0.65,0.67,E1
528,DEL18DT,2018-09-20,0.7,0.6,0.65,0.65,0.75,0.7,0.68,E3
529,DEL18DT,2018-09-19,0.65,0.7,0.6,0.6,0.6,0.6,0.63,<1
530,DEL18DT,2018-09-18,0.6,0.65,0.65,0.65,0.65,0.65,0.64,E1
531,DEL18DT,2018-09-17,0.7,0.7,0.65,0.55,0.65,0.6,0.64,<1
532,DEL18DT,2018-09-16,0.65,0.75,0.7,0.6,0.65,0.65,0.67,E3
533,DEL18DT,2018-09-15,0.65,0.65,0.65,0.75,0.6,0.65,0.66,E3
534,DEL18DT,2018-09-14,0.65,0.65,0.6,0.6,0.6,0.65,0.63,E3
535,DEL18DT,2018-09-13,0.65,0.75,0.7,0.6,0.6,0.65,0.66,E2
536,DEL18DT,2018-09-12,0.6,0.7,0.6,0.65,0.65,0.65,0.64,E4
537,DEL18DT,2018-09-11,0.6,0.6,0.6,0.75,0.75,0.55,0.64,E8
538,DEL18DT,2018-09-10,0.65,0.6,0.65,0.6,0.65,0.65,0.63,E14
539,DEL18DT,2018-09-09,0.7,0.6,0.55,0.55,0.8,0.6,0.63,E3
540,DEL18DT,2018-09-08,0.65,0.7,0.65,0.6,0.65,0.6,0.64,E1
541,DEL18DT,2018-09-07,0.7,0.75,0.65,0.7,0.6,0.65,0.68,<1
542,DEL18DT,2018-09-06,0.7,0.7,0.65,0.8,0.8,0.85,0.75,<1
543,DEL18DT,2018-09-05,0.7,0.7,0.6,0.7,0.65,0.75,0.68,E5
544,DEL18DT,2018-09-04,0.75,0.75,0.75,0.75,0.75,0.75,0.75,<1
545,DEL18DT,2018-09-03,0.7,0.7,0.7,0.75,0.75,0.8,0.73,<1
546,DEL18DT,2018-09-02,0.75,0.7,0.75,0.8,0.7,0.75,0.74,E1
547,DEL18DT,2018-09-01,0.65,0.75,0.75,0.75,0.85,0.85,0.77,E1
548,DEL18DT,2018-08-31,0.75,0.75,0.7,0.65,0.75,0.7,0.72,E1
549,DEL18DT,2018-08-30,0.8,0.8,0.7,0.7,0.75,0.85,0.77,E3
550,DEL18DT,2018-08-29,0.8,0.75,0.75,0.65,0.75,0.8,0.75,<1
551,DEL18DT,2018-08-28,0.75,0.75,0.7,0.85,0.8,0.9,0.79,<1
552,DEL18DT,2018-08-27,0.7,0.8,0.7,0.75,0.75,0.75,0.74,E1
553,DEL18DT,2018-08-26,0.8,0.75,0.9,0.7,0.7,0.85,0.78,E1
554,DEL18DT,2018-08-25,0.7,0.75,0.75,0.75,0.85,0.85,0.78,<1
555,DEL18DT,2018-08-24,0.7,0.8,0.8,0.7,0.8,0.75,0.76,E3
556,DEL18DT,2018-08-23,0.8,0.75,0.75,0.75,0.75,0.95,0.79,E4
557,DEL18DT,2018-08-22,0.75,0.75,0.7,0.7,0.85,0.8,0.76,E3
558,DEL18DT,2018-08-21,0.8,0.9,0.8,0.75,1.0,0.7,0.83,E5
559,DEL18DT,2018-08-20,0.75,0.75,0.65,0.9,0.65,0.7,0.73,E9
560,DEL18DT,2018-08-19,0.65,0.75,0.65,0.65,0.7,0.7,0.68,E19
561,DEL18DT,2018-08-18,0.75,0.65,0.7,0.7,0.65,0.8,0.71,E12
562,DEL18DT,2018-08-17,0.9,0.7,0.65,0.6,0.65,0.65,0.69,E2
563,DEL18DT,2018-08-16,0.7,0.75,0.65,0.65,0.65,0.75,0.69,E2
564,DEL18DT,2018-08-15,0.65,0.7,0.65,0.65,0.65,0.65,0.66,E9
565,DEL18DT,2018-08-14,0.8,0.65,0.6,0.65,0.55,0.5,0.63,E2
566,DEL18DT,2018-08-13,0.7,0.6,0.6,0.6,0.55,0.65,0.62,E2
567,DEL18DT,2018-08-12,0.55,0.6,0.6,0.7,0.6,0.7,0.63,E1
568,DEL18DT,2018-08-11,0.7,0.65,0.65,0.6,0.6,0.6,0.63,E3
569,DEL18DT,2018-08-10,0.75,0.7,0.7,0.6,0.65,0.65,0.68,E1
570,DEL18DT,2018-08-09,0.65,0.65,0.65,0.65,0.7,0.7,0.67,E1
571,DEL18DT,2018-08-08,0.7,0.65,0.6,0.65,0.65,1.0,0.71,<1
572,DEL18DT,2018-08-07,0.65,0.7,0.6,0.6,0.6,0.65,0.63,E1
573,DEL18DT,2018-08-06,0.7,0.65,0.65,0.6,0.55,0.6,0.63,E5
574,DEL18DT,2018-08-05,0.55,0.6,0.6,0.55,0.65,0.6,0.59,E2
575,DEL18DT,2018-08-04,0.6,0.55,0.55,0.55,0.55,0.55,0.56,E2
576,DEL18DT,2018-08-03,0.7,0.6,0.55,0.5,0.6,0.55,0.58,E1
577,DEL18DT,2018-08-02,0.55,0.55,0.55,0.65,0.85,0.6,0.63,E4
578,DEL18DT,2018-08-01,0.55,0.55,0.5,0.5,0.6,0.55,0.54,<1
579,DEL18DT,2018-07-31,0.55,0.55,0.5,0.5,0.5,0.55,0.53,<1
580,DEL18DT,2018-07-30,0.6,0.55,0.45,0.65,0.6,0.45,0.55,E1
581,DEL18DT,2018-07-29,0.55,0.5,0.5,0.5,0.55,0.55,0.53,E2
582,DEL18DT,2018-07-28,0.55,0.55,0.5,0.55,0.5,0.55,0.53,<1
583,DEL18DT,2018-07-27,0.55,0.6,0.55,0.55,0.55,0.55,0.56,E2
584,DEL18DT,2018-07-26,0.65,0.6,0.6,0.55,0.5,0.6,0.58,E1
585,DEL18DT,2018-07-25,0.55,0.55,0.55,0.6,0.6,0.6,0.58,<1
586,DEL18DT,2018-07-24,0.65,0.6,0.55,0.55,0.6,0.65,0.6,E3
587,DEL18DT,2018-07-23,0.5,0.75,0.65,0.6,0.95,0.6,0.68,E1
588,DEL18DT,2018-07-22,0.55,0.6,0.6,0.55,0.6,0.6,0.58,E3
589,DEL18DT,2018-07-21,0.55,0.6,0.75,0.65,0.55,0.55,0.61,<1
590,DEL18DT,2018-07-20,0.65,0.65,0.55,0.65,0.65,0.6,0.63,E1
591,DEL18DT,2018-07-19,0.65,0.55,0.6,0.65,0.55,0.65,0.61,E2
592,DEL18DT,2018-07-18,0.65,0.6,0.6,0.6,1.4,0.6,0.74,E2
593,DEL18DT,2018-07-17,0.7,0.7,0.65,0.65,0.65,0.6,0.66,E1
594,DEL18DT,2018-07-16,0.75,0.7,0.65,0.7,0.65,0.85,0.72,<1
595,DEL18DT,2018-07-15,0.75,0.7,0.75,0.65,0.6,0.7,0.69,<1
596,DEL18DT,2018-07-14,0.7,0.75,0.75,0.65,0.75,0.75,0.73,<1
597,DEL18DT,2018-07-13,0.8,0.75,0.8,0.75,0.75,0.7,0.76,<1
598,DEL18DT,2018-07-12,0.65,0.8,0.85,0.75,0.85,0.7,0.77,<1
599,DEL18DT,2018-07-11,0.8,0.7,0.75,0.8,0.8,1.0,0.81,<1
600,DEL18DT,2018-07-10,0.95,0.85,0.8,0.65,0.8,0.85,0.82,E1
601,DEL18DT,2018-07-09,0.85,0.8,0.75,0.75,0.8,0.85,0.8,E1
602,DEL18DT,2018-07-08,0.85,0.8,0.7,0.85,0.75,0.75,0.78,<1
603,DEL18DT,2018-07-07,0.8,0.9,0.8,0.8,0.75,0.8,0.81,E2
604,DEL18DT,2018-07-06,0.9,0.8,0.85,0.75,0.8,0.8,0.82,<1
605,DEL18DT,2018-07-05,0.9,0.9,0.85,0.9,0.9,0.9,0.89,E2
