,site,date,turbidity_ntu_at_12am,turbidity_ntu_at_4am,turbidity_ntu_at_8am,turbidity_ntu_at_12pm,turbidity_ntu_at_4pm,turbidity_ntu_at_8pm,average_24hrturbidity_ntu,coliform_fecal_fc_100ml
901,DEL18DT,2017-10-11,0.65,0.65,0.65,0.6,0.65,0.65,0.64,E1
902,DEL18DT,2017-10-10,0.65,0.65,0.7,0.65,0.65,0.7,0.67,E8
903,DEL18DT,2017-10-09,0.7,0.7,0.7,0.6,0.65,0.7,0.68,E1
904,DEL18DT,2017-10-08,0.6,0.75,0.65,0.65,0.65,0.75,0.68,<1
905,DEL18DT,2017-10-07,0.65,0.6,0.65,0.55,0.6,0.6,0.61,E2
906,DEL18DT,2017-10-06,0.65,0.65,0.65,0.6,0.65,0.7,0.65,E1
907,DEL18DT,2017-10-05,0.7,0.7,0.7,0.6,0.65,0.65,0.67,E1
908,DEL18DT,2017-10-04,0.7,0.65,0.7,0.7,0.7,0.7,0.69,E2
909,DEL18DT,2017-10-03,0.65,0.6,0.65,,,,0.63,
910,DEL18DT,2017-10-03,0.65,0.6,0.65,0.65,0.7,0.65,0.65,E2
911,DEL18DT,2017-10-02,0.65,0.65,0.65,0.65,0.6,0.7,0.65,E3
912,DEL18DT,2017-10-02,0.65,0.65,0.65,0.65,0.6,0.7,0.65,E3
913,DEL18DT,2017-10-01,0.6,0.6,0.6,0.6,0.6,0.6,0.6,E2
914,DEL18DT,2017-10-01,0.6,0.6,0.6,0.6,0.6,0.6,0.6,E2
915,DEL18DT,2017-09-30,0.7,0.7,0.7,0.7,0.6,0.6,0.67,E4
916,DEL18DT,2017-09-29,0.6,0.75,0.7,0.65,0.65,0.65,0.67,E2
917,DEL18DT,2017-09-28,0.7,0.7,0.6,0.65,0.65,0.65,0.66,E1
918,DEL18DT,2017-09-27,0.7,0.65,0.65,0.7,0.65,0.7,0.68,E1
919,DEL18DT,2017-09-26,0.75,0.75,0.8,0.7,0.7,0.75,0.74,E1
920,DEL18DT,2017-09-25,0.75,0.7,0.75,0.75,0.7,0.8,0.74,E2
921,DEL18DT,2017-09-24,0.65,0.7,0.75,0.65,0.8,0.75,0.72,<1
922,DEL18DT,2017-09-23,0.6,0.6,0.65,0.65,0.65,0.6,0.63,E2
923,DEL18DT,2017-09-22,0.5,0.5,0.45,0.65,0.6,0.6,0.55,<1
924,DEL18DT,2017-09-21,0.55,0.55,0.5,0.45,0.45,0.45,0.49,<1
925,DEL18DT,2017-09-20,0.5,0.45,0.5,0.5,0.5,0.5,0.49,<1
926,DEL18DT,2017-09-19,0.65,0.65,0.65,0.75,0.6,0.45,0.63,E2
927,DEL18DT,2017-09-18,0.7,0.65,0.65,0.65,0.65,0.65,0.66,E2
928,DEL18DT,2017-09-17,0.7,0.7,0.7,0.65,0.7,0.7,0.69,<1
929,DEL18DT,2017-09-16,0.65,0.7,0.7,0.6,0.7,0.7,0.68,E1
930,DEL18DT,2017-09-15,0.75,0.7,0.75,0.65,0.7,0.65,0.7,E2
931,DEL18DT,2017-09-14,0.8,0.8,0.75,0.7,0.7,0.75,0.75,E1
932,DEL18DT,2017-09-13,0.7,0.65,0.7,0.7,0.8,0.7,0.71,E1
933,DEL18DT,2017-09-12,0.6,0.65,0.65,0.65,0.65,0.65,0.64,E1
934,DEL18DT,2017-09-11,0.7,0.7,0.65,0.65,0.6,0.65,0.66,E1
935,DEL18DT,2017-09-10,0.65,0.65,0.7,0.65,0.65,0.65,0.66,E1
936,DEL18DT,2017-09-09,0.7,0.7,0.7,0.65,0.6,0.6,0.66,<1
937,DEL18DT,2017-09-08,0.7,0.7,0.7,0.65,0.75,0.7,0.7,E1
938,DEL18DT,2017-09-07,0.75,0.7,0.65,0.65,0.7,0.65,0.68,E5
939,DEL18DT,2017-09-06,0.7,0.7,0.65,0.7,0.7,0.7,0.69,E3
940,DEL18DT,2017-09-05,0.8,0.75,0.85,0.7,0.7,0.75,0.76,E5
941,DEL18DT,2017-09-04,0.75,0.75,0.7,0.65,0.7,0.8,0.73,E2
942,DEL18DT,2017-09-03,0.55,0.55,0.6,0.6,0.65,0.65,0.6,E10
943,DEL18DT,2017-09-02,0.65,0.7,0.65,0.55,0.55,0.65,0.63,E1
944,DEL18DT,2017-09-01,0.7,0.75,0.75,0.7,0.65,0.65,0.7,E1
945,DEL18DT,2017-08-31,0.7,0.7,0.7,0.65,0.75,0.7,0.7,<1
946,DEL18DT,2017-08-31,0.7,0.7,0.7,0.65,0.75,0.7,0.7,<1
947,DEL18DT,2017-08-30,0.65,0.6,0.6,0.7,0.65,0.7,0.65,<1
948,DEL18DT,2017-08-30,0.65,0.6,0.6,0.7,0.65,0.7,0.65,<1
949,DEL18DT,2017-08-29,0.65,0.65,0.65,0.55,0.6,0.65,0.63,E7
950,DEL18DT,2017-08-29,0.65,0.65,0.65,0.55,0.6,0.65,0.63,E7
951,DEL18DT,2017-08-28,0.8,0.7,0.65,0.65,0.65,0.65,0.68,<1
952,DEL18DT,2017-08-28,0.8,0.7,0.65,0.65,0.65,0.65,0.68,<1
953,DEL18DT,2017-08-27,0.65,0.7,0.65,0.85,0.8,0.85,0.75,E1
954,DEL18DT,2017-08-27,0.65,0.7,0.65,0.85,0.8,0.85,0.75,E1
955,DEL18DT,2017-08-26,0.7,0.65,0.6,0.7,0.65,0.65,0.66,E2
956,DEL18DT,2017-08-26,0.7,0.65,0.6,0.7,0.65,0.65,0.66,E2
957,DEL18DT,2017-08-25,0.75,0.85,0.85,1.0,0.7,0.7,0.81,E2
958,DEL18DT,2017-08-25,0.75,0.85,0.85,1.0,0.7,0.7,0.81,E2
959,DEL18DT,2017-08-24,0.75,0.75,0.7,0.8,0.65,0.55,0.7,E1
960,DEL18DT,2017-08-24,0.75,0.75,0.7,0.8,0.65,0.55,0.7,E1
961,DEL18DT,2017-08-23,0.8,0.75,0.8,0.85,0.75,0.7,0.78,<1
962,DEL18DT,2017-08-23,0.8,0.75,0.8,0.85,0.75,0.7,0.78,<1
963,DEL18DT,2017-08-22,0.85,0.8,0.8,0.8,0.75,0.8,0.8,E2
964,DEL18DT,2017-08-22,0.85,0.8,0.8,0.8,0.75,0.8,0.8,E2
965,DEL18DT,2017-08-21,0.75,0.7,0.7,0.75,0.8,0.8,0.75,<1
966,DEL18DT,2017-08-21,0.75,0.7,0.7,0.75,0.8,0.8,0.75,<1
967,DEL18DT,2017-08-20,0.8,0.7,0.8,0.7,0.8,0.75,0.76,<1
968,DEL18DT,2017-08-20,0.8,0.7,0.8,0.7,0.8,0.75,0.76,<1
969,DEL18DT,2017-08-19,0.75,0.7,0.75,0.7,0.85,0.85,0.77,E3
970,DEL18DT,2017-08-19,0.75,0.7,0.75,0.7,0.85,0.85,0.77,E3
971,DEL18DT,2017-08-18,0.75,0.75,0.75,0.8,0.75,0.8,0.77,E1
972,DEL18DT,2017-08-18,0.75,0.75,0.75,0.8,0.75,0.8,0.77,E1
973,DEL18DT,2017-08-17,0.85,0.85,0.85,0.75,0.75,0.75,0.8,<1
974,DEL18DT,2017-08-17,0.85,0.85,0.85,0.75,0.75,0.75,0.8,<1
975,DEL18DT,2017-08-16,0.75,0.8,0.85,1.0,0.75,0.8,0.83,E1
976,DEL18DT,2017-08-16,0.75,0.8,0.85,1.0,0.75,0.8,0.83,E1
977,DEL18DT,2017-08-15,0.85,0.85,0.75,0.8,0.8,0.85,0.82,<1
978,DEL18DT,2017-08-15,0.85,0.85,0.75,0.8,0.8,0.85,0.82,<1
979,DEL18DT,2017-08-14,0.75,0.75,0.8,0.75,0.75,0.85,0.78,E2
980,DEL18DT,2017-08-14,0.75,0.75,0.8,0.75,0.75,0.85,0.78,E2
981,DEL18DT,2017-08-13,0.75,0.75,0.75,0.8,0.75,0.7,0.75,E1
982,DEL18DT,2017-08-13,0.75,0.75,0.75,0.8,0.75,0.7,0.75,E1
983,DEL18DT,2017-08-12,0.7,0.7,0.7,0.65,0.75,0.75,0.71,E1
984,DEL18DT,2017-08-12,0.7,0.7,0.7,0.65,0.75,0.75,0.71,E1
985,DEL18DT,2017-08-11,0.85,0.8,0.75,0.75,0.75,0.8,0.78,E2
986,DEL18DT,2017-08-11,0.85,0.8,0.75,0.75,0.75,0.8,0.78,E2
987,DEL18DT,2017-08-10,0.8,0.8,0.8,0.8,0.7,0.8,0.78,E3
988,DEL18DT,2017-08-10,0.8,0.8,0.8,0.8,0.7,0.8,0.78,E3
989,DEL18DT,2017-08-09,0.8,0.8,0.8,0.9,0.75,0.85,0.82,E4
990,DEL18DT,2017-08-09,0.8,0.8,0.8,0.9,0.75,0.85,0.82,E4
991,DEL18DT,2017-08-08,0.8,0.85,0.8,0.8,0.7,0.8,0.79,E6
992,DEL18DT,2017-08-08,0.8,0.85,0.8,0.8,0.7,0.8,0.79,E6
993,DEL18DT,2017-08-07,0.9,0.85,0.85,0.85,0.8,0.8,0.84,E12
994,DEL18DT,2017-08-07,0.9,0.85,0.85,0.85,0.8,0.8,0.84,E12
995,DEL18DT,2017-08-06,0.8,0.8,0.75,0.85,0.9,0.8,0.82,E7
996,DEL18DT,2017-08-06,0.8,0.8,0.75,0.85,0.9,0.8,0.82,E7
997,DEL18DT,2017-08-05,0.9,0.85,0.85,0.85,0.8,0.8,0.84,E10
998,DEL18DT,2017-08-05,0.9,0.85,0.85,0.85,0.8,0.8,0.84,E10
999,DEL18DT,2017-08-04,0.7,0.65,0.75,1.0,1.0,0.9,0.83,E1
