,school_year,school_dbn,community_school_district,city_council_district,school_level,full_time_health_teachers,f_status_health_teachers,itinerant_health_teachers,sum_of_f_status_and_itinerant,total_part_time_and_full
783,2015-16,15K146,15,39,Elementary,0,0,0,0,0
784,2015-16,15K154,15,39,Elementary,0,0,0,0,0
785,2015-16,15K169,15,38,Elementary,0,0,0,0,0
786,2015-16,15K172,15,38,Elementary,0,0,0,0,0
787,2015-16,15K230,15,39,Elementary,0,0,0,0,0
788,2015-16,15K261,15,33,Elementary,0,0,0,0,0
789,2015-16,15K295,15,38,Elementary,0,0,0,0,0
790,2015-16,15K321,15,39,Elementary,0,0,0,0,0
791,2015-16,15K423,15,33,High School,0,0,0,0,0
792,2015-16,15K429,15,33,Secondary School,0,0,0,0,0
793,2015-16,15K442,15,39,Junior High-Intermediate-Middle,0,0,0,0,0
794,2015-16,15K443,15,38,Junior High-Intermediate-Middle,0,0,0,0,0
795,2015-16,15K447,15,33,Junior High-Intermediate-Middle,0,0,0,0,0
796,2015-16,15K448,15,39,Secondary School,0,0,0,0,0
797,2015-16,15K462,15,39,High School,0,0,0,0,0
798,2015-16,15K463,15,39,Secondary School,0,0,0,0,0
799,2015-16,15K464,15,39,Secondary School,0,0,0,0,0
800,2015-16,15K497,15,33,Secondary School,0,0,0,0,0
801,2015-16,15K516,15,38,Elementary,0,0,0,0,0
802,2015-16,15K519,15,33,High School,0,0,0,0,0
803,2015-16,15K529,15,39,High School,0,0,0,0,0
804,2015-16,15K592,15,33,High School,0,0,0,0,0
805,2015-16,15K656,15,33,High School,0,0,0,0,0
806,2015-16,15K667,15,38,High School,1,0,0,0,1
807,2015-16,15K676,15,38,Elementary,0,0,0,0,0
808,2015-16,15K684,15,39,High School,0,0,0,0,0
809,2015-16,15K698,15,38,High School,0,0,0,0,0
810,2015-16,15K821,15,38,Junior High-Intermediate-Middle,0,0,0,0,0
811,2015-16,15K839,15,39,K-8,0,0,0,0,0
812,2015-16,16K005,16,41,Elementary,0,0,0,0,0
813,2015-16,16K021,16,36,Elementary,0,0,0,0,0
814,2015-16,16K025,16,36,Elementary,0,0,0,0,0
815,2015-16,16K026,16,36,Elementary,0,0,0,0,0
816,2015-16,16K028,16,41,Elementary,0,0,0,0,0
817,2015-16,16K035,16,36,Junior High-Intermediate-Middle,0,0,0,0,0
818,2015-16,16K040,16,41,Elementary,0,0,0,0,0
819,2015-16,16K057,16,36,Junior High-Intermediate-Middle,0,0,0,0,0
820,2015-16,16K081,16,36,Elementary,0,0,0,0,0
821,2015-16,16K243,16,36,Elementary,0,0,0,0,0
822,2015-16,16K262,16,36,Elementary,0,0,0,0,0
823,2015-16,16K267,16,36,Junior High-Intermediate-Middle,0,0,0,0,0
824,2015-16,16K308,16,36,K-8,0,0,0,0,0
825,2015-16,16K309,16,41,Elementary,0,0,0,0,0
826,2015-16,16K335,16,36,Elementary,0,0,0,0,0
827,2015-16,16K385,16,36,Junior High-Intermediate-Middle,0,0,0,0,0
828,2015-16,16K393,16,36,High School,0,0,0,0,0
829,2015-16,16K455,16,36,High School,0,0,0,0,0
830,2015-16,16K498,16,41,High School,0,0,0,0,0
831,2015-16,16K534,16,36,Junior High-Intermediate-Middle,0,0,0,0,0
832,2015-16,16K584,16,36,Junior High-Intermediate-Middle,0,0,0,0,0
833,2015-16,16K594,16,41,High School,0,0,0,0,0
834,2015-16,16K627,16,36,Elementary,0,0,0,0,0
835,2015-16,16K628,16,36,Early Childhood,0,0,0,0,0
836,2015-16,16K636,16,36,Elementary,0,0,0,0,0
837,2015-16,16K669,16,36,High School,0,0,0,0,0
838,2015-16,16K681,16,36,Junior High-Intermediate-Middle,0,0,0,0,0
839,2015-16,16K688,16,36,High School,0,0,0,0,0
840,2015-16,16K765,16,36,High School,0,0,0,0,0
841,2015-16,17K002,17,40,Junior High-Intermediate-Middle,0,0,0,0,0
842,2015-16,17K006,17,40,Elementary,0,0,0,0,0
843,2015-16,17K012,17,41,Elementary,0,0,0,0,0
844,2015-16,17K061,17,40,Junior High-Intermediate-Middle,2,0,0,0,2
845,2015-16,17K091,17,41,Elementary,0,0,0,0,0
846,2015-16,17K092,17,40,Elementary,0,0,0,0,0
847,2015-16,17K122,17,36,High School,0,0,0,0,0
848,2015-16,17K138,17,36,K-8,0,0,0,0,0
849,2015-16,17K161,17,35,K-8,0,0,0,0,0
850,2015-16,17K167,17,35,Elementary,0,0,0,0,0
851,2015-16,17K181,17,45,K-8,0,0,0,0,0
852,2015-16,17K189,17,41,K-8,0,0,0,0,0
853,2015-16,17K191,17,41,Elementary,0,0,0,0,0
854,2015-16,17K221,17,35,Elementary,0,0,0,0,0
855,2015-16,17K241,17,35,Elementary,0,0,0,0,0
856,2015-16,17K246,17,40,Junior High-Intermediate-Middle,0,0,0,0,0
857,2015-16,17K249,17,40,Elementary,0,0,0,0,0
858,2015-16,17K289,17,36,Elementary,0,0,0,0,0
859,2015-16,17K316,17,35,Elementary,0,0,0,0,0
860,2015-16,17K334,17,36,Junior High-Intermediate-Middle,0,0,0,0,0
861,2015-16,17K340,17,35,Junior High-Intermediate-Middle,0,0,0,0,0
862,2015-16,17K352,17,35,Junior High-Intermediate-Middle,0,0,0,0,0
863,2015-16,17K353,17,35,Junior High-Intermediate-Middle,0,0,0,0,0
864,2015-16,17K354,17,36,Junior High-Intermediate-Middle,0,0,0,0,0
865,2015-16,17K375,17,35,Elementary,0,0,0,0,0
866,2015-16,17K382,17,40,Secondary School,0,0,0,0,0
867,2015-16,17K394,17,36,K-8,0,0,0,0,0
868,2015-16,17K397,17,40,Elementary,0,0,0,0,0
869,2015-16,17K398,17,41,Elementary,0,0,0,0,0
870,2015-16,17K399,17,40,Elementary,0,0,0,0,0
871,2015-16,17K408,17,40,High School,0,0,0,0,0
872,2015-16,17K484,17,41,Junior High-Intermediate-Middle,0,0,0,0,0
873,2015-16,17K489,17,35,High School,0,0,0,0,0
874,2015-16,17K524,17,35,High School,0,0,0,0,0
875,2015-16,17K528,17,35,High School,0,0,0,0,0
876,2015-16,17K531,17,40,Secondary School,0,0,0,0,0
877,2015-16,17K532,17,35,Elementary,0,0,0,0,0
878,2015-16,17K533,17,40,Secondary School,0,0,0,0,0
879,2015-16,17K537,17,40,High School,0,0,0,0,0
880,2015-16,17K539,17,40,High School,0,0,0,0,0
881,2015-16,17K543,17,40,Secondary School,0,0,0,0,0
882,2015-16,17K546,17,40,High School,0,0,0,0,0
883,2015-16,17K547,17,35,High School,0,0,0,0,0
884,2015-16,17K548,17,35,High School,0,0,0,0,0
885,2015-16,17K568,17,41,High School,0,0,0,0,0
886,2015-16,17K590,17,35,Secondary School,0,0,0,0,0
887,2015-16,17K600,17,35,High School,1,0,0,0,1
888,2015-16,17K705,17,35,Elementary,0,0,0,0,0
889,2015-16,17K722,17,41,Junior High-Intermediate-Middle,0,0,0,0,0
890,2015-16,17K745,17,40,High School,0,0,0,0,0
891,2015-16,17K751,17,36,High School,0,0,0,0,0
892,2015-16,17K770,17,41,Elementary,0,0,0,0,0
893,2015-16,18K066,18,42,K-8,0,0,0,0,0
894,2015-16,18K068,18,46,Junior High-Intermediate-Middle,1,0,0,0,1
895,2015-16,18K114,18,46,Elementary,0,0,0,0,0
896,2015-16,18K115,18,46,Elementary,0,0,0,0,0
897,2015-16,18K135,18,41,Elementary,0,0,0,0,0
898,2015-16,18K208,18,45,Elementary,0,0,0,0,0
899,2015-16,18K211,18,46,Junior High-Intermediate-Middle,0,0,0,0,0
900,2015-16,18K219,18,41,Elementary,0,0,0,0,0
901,2015-16,18K233,18,42,Elementary,0,0,0,0,0
902,2015-16,18K235,18,41,K-8,0,0,0,0,0
903,2015-16,18K244,18,45,Elementary,0,0,0,0,0
904,2015-16,18K268,18,41,Elementary,0,0,0,0,0
905,2015-16,18K272,18,46,Elementary,0,0,0,0,0
906,2015-16,18K276,18,46,Elementary,0,0,0,0,0
907,2015-16,18K279,18,46,Elementary,0,0,0,0,0
908,2015-16,18K285,18,45,Junior High-Intermediate-Middle,1,0,0,0,1
909,2015-16,18K366,18,46,Junior High-Intermediate-Middle,0,0,0,0,0
910,2015-16,18K563,18,45,High School,0,1,0,1,1
911,2015-16,18K566,18,46,High School,0,0,0,0,0
912,2015-16,18K567,18,46,High School,0,0,0,0,0
913,2015-16,18K569,18,45,High School,0,0,0,0,0
914,2015-16,18K576,18,46,High School,0,0,0,0,0
915,2015-16,18K578,18,46,High School,0,0,0,0,0
916,2015-16,18K581,18,41,Junior High-Intermediate-Middle,0,0,0,0,0
917,2015-16,18K588,18,41,Junior High-Intermediate-Middle,0,0,0,0,0
918,2015-16,18K589,18,41,High School,0,0,0,0,0
919,2015-16,18K598,18,41,Junior High-Intermediate-Middle,0,0,0,0,0
920,2015-16,18K617,18,46,High School,0,0,0,0,0
921,2015-16,18K629,18,45,High School,0,0,0,0,0
922,2015-16,18K633,18,46,High School,1,0,0,0,1
923,2015-16,18K635,18,46,High School,0,0,0,0,0
924,2015-16,18K637,18,46,High School,0,0,0,0,0
925,2015-16,18K642,18,46,High School,1,0,0,0,1
926,2015-16,18K673,18,41,High School,0,0,0,0,0
927,2015-16,18K763,18,45,Junior High-Intermediate-Middle,0,0,0,0,0
928,2015-16,19K007,19,37,Elementary,0,0,0,0,0
929,2015-16,19K013,19,42,Elementary,0,0,0,0,0
930,2015-16,19K065,19,37,Elementary,0,0,0,0,0
931,2015-16,19K089,19,37,K-8,0,0,0,0,0
932,2015-16,19K108,19,37,Elementary,0,0,0,0,0
933,2015-16,19K149,19,42,Elementary,0,0,0,0,0
934,2015-16,19K158,19,37,Elementary,0,0,0,0,0
935,2015-16,19K159,19,42,Elementary,0,0,0,0,0
936,2015-16,19K171,19,37,Junior High-Intermediate-Middle,0,0,0,0,0
937,2015-16,19K174,19,42,K-8,0,0,0,0,0
938,2015-16,19K190,19,42,Elementary,0,0,0,0,0
939,2015-16,19K202,19,42,K-8,0,0,0,0,0
940,2015-16,19K213,19,42,Elementary,0,0,0,0,0
941,2015-16,19K214,19,37,Elementary,0,0,0,0,0
942,2015-16,19K218,19,42,Junior High-Intermediate-Middle,1,0,0,0,1
943,2015-16,19K224,19,42,Elementary,0,0,0,0,0
944,2015-16,19K273,19,42,Elementary,0,0,0,0,0
945,2015-16,19K290,19,37,Elementary,0,0,0,0,0
946,2015-16,19K292,19,42,Junior High-Intermediate-Middle,0,0,0,0,0
947,2015-16,19K306,19,42,K-8,0,0,0,0,0
948,2015-16,19K311,19,42,Junior High-Intermediate-Middle,0,0,0,0,0
949,2015-16,19K325,19,42,Elementary,0,0,0,0,0
950,2015-16,19K328,19,42,Elementary,0,0,0,0,0
951,2015-16,19K345,19,37,Elementary,0,0,0,0,0
952,2015-16,19K346,19,42,Elementary,0,0,0,0,0
953,2015-16,19K364,19,42,Junior High-Intermediate-Middle,0,0,0,0,0
954,2015-16,19K404,19,42,High School,0,0,0,0,0
955,2015-16,19K409,19,42,Secondary School,0,0,0,0,0
956,2015-16,19K422,19,46,Secondary School,0,0,0,0,0
957,2015-16,19K452,19,42,Junior High-Intermediate-Middle,0,0,0,0,0
958,2015-16,19K502,19,42,High School,0,0,0,0,0
959,2015-16,19K504,19,42,High School,1,0,0,0,1
960,2015-16,19K507,19,42,High School,0,0,0,0,0
961,2015-16,19K510,19,42,High School,1,0,0,0,1
962,2015-16,19K557,19,42,Elementary,0,0,0,0,0
963,2015-16,19K583,19,37,High School,0,0,0,0,0
964,2015-16,19K615,19,37,High School,0,0,0,0,0
965,2015-16,19K618,19,37,High School,0,0,0,0,0
966,2015-16,19K639,19,37,High School,0,0,0,0,0
967,2015-16,19K654,19,42,Junior High-Intermediate-Middle,1,0,0,0,1
968,2015-16,19K659,19,37,High School,0,0,0,0,0
969,2015-16,19K660,19,37,High School,0,0,0,0,0
970,2015-16,19K661,19,37,Junior High-Intermediate-Middle,0,0,0,0,0
971,2015-16,19K662,19,37,Junior High-Intermediate-Middle,0,0,0,0,0
972,2015-16,19K663,19,42,Junior High-Intermediate-Middle,0,0,0,0,0
973,2015-16,19K677,19,42,Elementary,0,0,0,0,0
974,2015-16,19K678,19,42,Junior High-Intermediate-Middle,0,0,0,0,0
975,2015-16,19K683,19,42,High School,0,0,0,0,0
976,2015-16,19K760,19,37,Junior High-Intermediate-Middle,0,0,0,0,0
977,2015-16,19K764,19,37,High School,0,0,0,0,0
978,2015-16,20K030,20,43,K-8,0,0,0,0,0
979,2015-16,20K048,20,44,Elementary,0,0,0,0,0
980,2015-16,20K062,20,40,Junior High-Intermediate-Middle,0,0,0,0,0
981,2015-16,20K069,20,38,Elementary,0,0,0,0,0
982,2015-16,20K102,20,43,Elementary,0,0,0,0,0
983,2015-16,20K104,20,43,K-8,0,0,0,0,0
984,2015-16,20K105,20,38,Elementary,0,0,0,0,0
985,2015-16,20K112,20,43,Elementary,0,0,0,0,0
986,2015-16,20K127,20,43,Elementary,0,0,0,0,0
987,2015-16,20K160,20,44,Elementary,0,0,0,0,0
988,2015-16,20K163,20,43,K-8,0,0,0,0,0
989,2015-16,20K164,20,44,Elementary,0,0,0,0,0
990,2015-16,20K170,20,43,Elementary,0,0,0,0,0
991,2015-16,20K176,20,43,Elementary,0,0,0,0,0
992,2015-16,20K179,20,39,Elementary,0,0,0,0,0
993,2015-16,20K180,20,44,K-8,0,0,0,0,0
994,2015-16,20K185,20,43,Elementary,0,0,0,0,0
995,2015-16,20K186,20,47,Elementary,0,0,0,0,0
996,2015-16,20K187,20,38,Junior High-Intermediate-Middle,0,0,0,0,0
997,2015-16,20K192,20,44,K-8,0,0,0,0,0
998,2015-16,20K200,20,43,Elementary,0,0,0,0,0
999,2015-16,20K201,20,43,Junior High-Intermediate-Middle,0,0,0,0,0
