,im_incident_key,fire_box,incident_type_desc,incident_date_time,arrival_date_time,units_onscene,last_unit_cleared_date_time,highest_level_desc,total_incident_duration,action_taken1_desc,action_taken2_desc,action_taken3_desc,property_use_desc,street_highway,zip_code,borough_desc,floor,co_detector_present_desc,story_fire_origin_count,fire_spread_desc,detector_presence_desc,aes_presence_desc,standpipe_sys_present_flag
815,63473883,349,740A - Unnecessary alarm/construction activities,2018-06-30 14:30:34,2018-06-30 14:36:45,1.0,2018-06-30 14:40:05,11 - First Alarm,571,86 - Investigate,,,UUU - Undetermined,HUDSON ST,10014,1 - Manhattan,,,,,,,
816,63473882,60,735A - Unwarranted alarm/defective condition of alarm system,2018-06-30 14:30:19,2018-06-30 14:35:31,2.0,2018-06-30 14:46:20,11 - First Alarm,961,86 - Investigate,,,UUU - Undetermined,MAIDEN LA,10005,1 - Manhattan,,,,,,,
817,63473881,108,"600 - Good intent call, other",2018-06-30 14:30:17,2018-06-30 14:34:07,5.0,2018-06-30 14:39:30,11 - First Alarm,553,86 - Investigate,,,"960 - Street, other",MURRAY ST,10007,1 - Manhattan,,,,,,,
818,63473874,1014,"331 - Lock-in (if lock out , use 511 )",2018-06-30 14:28:38,,,2018-06-30 15:22:38,11 - First Alarm,3240,"70 - Assistance, other",,,963 - Street or road in commercial area,E 70 ST,10021,1 - Manhattan,,,,,,,
819,63473872,1328,522 - Water or steam leak,2018-06-30 14:27:40,2018-06-30 14:31:55,1.0,2018-06-30 14:37:46,11 - First Alarm,606,64 - Shut down system,,,429 - Multifamily dwelling,LEXINGTON AVE,10029,1 - Manhattan,,,,,,,
820,63473868,2265,"331 - Lock-in (if lock out , use 511 )",2018-06-30 14:25:30,2018-06-30 14:30:49,1.0,2018-06-30 14:33:40,11 - First Alarm,490,"70 - Assistance, other",,,"962 - Residential street, road or residential driveway",MILL RD,10306,3 - Staten Island,,,,,,,
821,63473862,1304,353 - Removal of victim(s) from stalled elevator,2018-06-30 14:24:52,2018-06-30 14:31:48,1.0,2018-06-30 14:43:56,11 - First Alarm,1144,64 - Shut down system,,,429 - Multifamily dwelling,1 AVE,10029,1 - Manhattan,L,,,,,,
822,63473859,868,"300 - Rescue, EMS incident, other",2018-06-30 14:23:46,2018-06-30 14:28:14,1.0,2018-06-30 14:38:50,11 - First Alarm,904,"00 - Action taken, other",,,UUU - Undetermined,BAINBRIDGE ST,11233,4 - Brooklyn,,,,,,,
823,63473858,808,"710 - Malicious, mischievous false call, other",2018-06-30 14:23:15,2018-06-30 14:26:01,1.0,2018-06-30 14:28:58,11 - First Alarm,343,"00 - Action taken, other",,,UUU - Undetermined,JEFFERSON AVE,11237,4 - Brooklyn,,,,,,,
824,63473855,8997,322 - Motor vehicle accident with injuries,2018-06-30 14:22:33,2018-06-30 14:33:11,3.0,2018-06-30 15:16:11,11 - First Alarm,3218,31 - Provide first aid & check for injuries,78 - Control traffic,,961 - Highway or divided highway,HUTCHINSON RIVER PKWY,10469,2 - Bronx,,,,,,,
825,63473854,450,"651 - Smoke scare, odor of smoke",2018-06-30 14:21:49,2018-06-30 14:27:18,5.0,2018-06-30 14:46:03,11 - First Alarm,1454,"00 - Action taken, other",,,UUU - Undetermined,E 9 ST,10009,1 - Manhattan,,,,,,,
826,63473852,2514,"746 - Carbon monoxide detector activation, no CO",2018-06-30 14:21:46,2018-06-30 14:26:54,2.0,2018-06-30 14:42:51,11 - First Alarm,1265,"42 - HazMat detection, monitoring, sampling, & analysis",51 - Ventilate,86 - Investigate,429 - Multifamily dwelling,UNION AVE,10456,2 - Bronx,2,Yes,,,,,
827,63473851,8472,"300 - Rescue, EMS incident, other",2018-06-30 14:21:28,2018-06-30 14:26:49,1.0,2018-06-30 14:43:00,11 - First Alarm,1292,"00 - Action taken, other",,,UUU - Undetermined,WATERSIDE PLZ,10040,1 - Manhattan,,,,,,,
828,63473848,2278,"300 - Rescue, EMS incident, other",2018-06-30 14:21:05,2018-06-30 14:30:51,1.0,2018-06-30 14:34:59,11 - First Alarm,834,"00 - Action taken, other",,,UUU - Undetermined,AVEL,11236,4 - Brooklyn,,,,,,,
829,63473841,1023,353 - Removal of victim(s) from stalled elevator,2018-06-30 14:20:04,2018-06-30 14:24:25,1.0,2018-06-30 14:45:20,11 - First Alarm,1516,64 - Shut down system,,,429 - Multifamily dwelling,W 70 ST,10023,1 - Manhattan,roof,,,,,,
830,63473837,2009,"300 - Rescue, EMS incident, other",2018-06-30 14:18:52,2018-06-30 14:22:15,1.0,2018-06-30 14:26:57,11 - First Alarm,485,"00 - Action taken, other",,,UUU - Undetermined,WYONA ST,11207,4 - Brooklyn,,,,,,,
831,63473836,1329,"651 - Smoke scare, odor of smoke",2018-06-30 14:18:25,2018-06-30 14:22:10,6.0,2018-06-30 14:34:54,11 - First Alarm,989,"00 - Action taken, other",,,UUU - Undetermined,E 109 ST,10029,1 - Manhattan,,,,,,,
832,63473832,3762,522 - Water or steam leak,2018-06-30 14:16:41,2018-06-30 14:22:23,1.0,2018-06-30 14:29:41,11 - First Alarm,780,64 - Shut down system,,,429 - Multifamily dwelling,SULLIVAN PL,11225,4 - Brooklyn,,,,,,,
833,63473831,2699,5001 - Cable / Telephone Wires Down,2018-06-30 14:16:25,2018-06-30 14:22:04,1.0,2018-06-30 14:57:57,11 - First Alarm,2492,45 - Remove hazard,55 - Establish safe area,,"960 - Street, other",LAFAYETTE AVE,10473,2 - Bronx,,,,,,,
834,63473830,2955,"300 - Rescue, EMS incident, other",2018-06-30 14:16:06,2018-06-30 14:19:35,1.0,2018-06-30 14:31:34,11 - First Alarm,928,"00 - Action taken, other",,,UUU - Undetermined,W 3 ST,11204,4 - Brooklyn,,,,,,,
835,63473825,8371,322 - Motor vehicle accident with injuries,2018-06-30 14:15:25,2018-06-30 14:24:57,2.0,2018-06-30 14:59:27,11 - First Alarm,2642,31 - Provide first aid & check for injuries,78 - Control traffic,,961 - Highway or divided highway,EXIT 29,11360,5 - Queens,,,,,,,
836,63473812,1610,"300 - Rescue, EMS incident, other",2018-06-30 14:11:02,2018-06-30 14:14:29,1.0,2018-06-30 14:26:47,11 - First Alarm,945,"00 - Action taken, other",,,UUU - Undetermined,ROCHESTER AVE,11213,4 - Brooklyn,,,,,,,
837,63473810,1376,"300 - Rescue, EMS incident, other",2018-06-30 14:10:33,2018-06-30 14:15:07,1.0,2018-06-30 14:19:15,11 - First Alarm,522,"00 - Action taken, other",,,UUU - Undetermined,W 115 ST,10026,1 - Manhattan,,,,,,,
838,63473807,9870,"300 - Rescue, EMS incident, other",2018-06-30 14:09:57,2018-06-30 14:12:51,1.0,2018-06-30 14:35:39,11 - First Alarm,1542,"00 - Action taken, other",,,UUU - Undetermined,PARSONS BLVD,11432,5 - Queens,,,,,,,
839,63473809,3125,353 - Removal of victim(s) from stalled elevator,2018-06-30 14:09:43,2018-06-30 14:15:26,1.0,2018-06-30 14:41:00,11 - First Alarm,1877,64 - Shut down system,,,429 - Multifamily dwelling,WEBSTER AVE,10457,2 - Bronx,3,,,,,,
840,63473802,865,"300 - Rescue, EMS incident, other",2018-06-30 14:08:38,2018-06-30 14:12:49,1.0,2018-06-30 14:26:35,11 - First Alarm,1077,"00 - Action taken, other",,,UUU - Undetermined,BUFFALO AVE,11233,4 - Brooklyn,,,,,,,
841,63473792,7404,"651 - Smoke scare, odor of smoke",2018-06-30 14:07:14,2018-06-30 14:15:03,4.0,2018-06-30 14:21:59,11 - First Alarm,885,"00 - Action taken, other",,,UUU - Undetermined,IRT 6 28 ST,99999,1 - Manhattan,,,,,,,
842,63473782,3182,"300 - Rescue, EMS incident, other",2018-06-30 14:06:59,2018-06-30 14:13:05,1.0,2018-06-30 14:27:35,11 - First Alarm,1236,"00 - Action taken, other",,,UUU - Undetermined,TALBOT ST,11415,5 - Queens,,,,,,,
843,63473779,4156,131 - Passenger vehicle fire,2018-06-30 14:06:01,2018-06-30 14:09:19,1.0,2018-06-30 14:20:27,11 - First Alarm,866,11 - Extinguishment by fire service personnel,12 - Salvage & overhaul,,"962 - Residential street, road or residential driveway",METROPOLITAN AVE,11385,5 - Queens,,,,,,,
844,63473774,202,735A - Unwarranted alarm/defective condition of alarm system,2018-06-30 14:05:35,,,2018-06-30 14:08:18,11 - First Alarm,163,86 - Investigate,,,UUU - Undetermined,KENT AVE,11211,4 - Brooklyn,,,,,,,
845,63473768,2268,322 - Motor vehicle accident with injuries,2018-06-30 14:05:28,2018-06-30 14:08:59,3.0,2018-06-30 14:30:01,11 - First Alarm,1473,31 - Provide first aid & check for injuries,78 - Control traffic,,"960 - Street, other",E 91 ST,11236,4 - Brooklyn,,,,,,,
846,63473764,4771,"300 - Rescue, EMS incident, other",2018-06-30 14:04:51,2018-06-30 14:10:28,1.0,2018-06-30 14:47:43,11 - First Alarm,2572,"00 - Action taken, other",,,UUU - Undetermined,UNDERCLIFF AVE,10453,2 - Bronx,,,,,,,
847,63473769,302,551 - Assist police or other governmental agency,2018-06-30 14:04:31,,,2018-06-30 14:11:11,11 - First Alarm,400,86 - Investigate,,,"960 - Street, other",JOHNFKENNEDY ARPT,99999,5 - Queens,,,,,,,
848,63473759,2753,"300 - Rescue, EMS incident, other",2018-06-30 14:02:20,2018-06-30 14:05:38,1.0,2018-06-30 14:23:15,11 - First Alarm,1255,"00 - Action taken, other",,,UUU - Undetermined,72 ST,11228,4 - Brooklyn,,,,,,,
849,63473758,2410,"300 - Rescue, EMS incident, other",2018-06-30 14:02:15,2018-06-30 14:06:39,1.0,2018-06-30 15:16:05,11 - First Alarm,4430,"00 - Action taken, other",,,UUU - Undetermined,HUNTS POINT AVE,10474,2 - Bronx,,,,,,,
850,63473757,811,"300 - Rescue, EMS incident, other",2018-06-30 14:01:57,2018-06-30 14:07:34,1.0,2018-06-30 16:03:02,11 - First Alarm,7265,"00 - Action taken, other",,,UUU - Undetermined,BROADWAY,10036,1 - Manhattan,,,,,,,
851,63473756,779,"651 - Smoke scare, odor of smoke",2018-06-30 14:01:28,2018-06-30 14:06:51,2.0,2018-06-30 14:16:24,11 - First Alarm,896,"00 - Action taken, other",,,UUU - Undetermined,W 41 ST,10018,1 - Manhattan,,,,,,,
852,63473748,2326,611 - Dispatched & canceled en route,2018-06-30 13:59:39,,,2018-06-30 14:53:22,11 - First Alarm,3223,93 - Cancelled en route,,,UUU - Undetermined,WESTCHESTER AVE,10455,2 - Bronx,,,,,,,
853,63473740,4181,"300 - Rescue, EMS incident, other",2018-06-30 13:59:30,2018-06-30 14:02:03,1.0,2018-06-30 14:05:44,11 - First Alarm,374,"00 - Action taken, other",,,UUU - Undetermined,53 AVE,11378,5 - Queens,,,,,,,
854,63473738,635,"113 - Cooking fire, confined to container",2018-06-30 13:58:53,2018-06-30 14:03:08,7.0,2018-06-30 14:20:58,11 - First Alarm,1325,11 - Extinguishment by fire service personnel,51 - Ventilate,,429 - Multifamily dwelling,10 AVE,10001,1 - Manhattan,2,,,,,,
855,63473735,3339,"300 - Rescue, EMS incident, other",2018-06-30 13:58:06,2018-06-30 14:02:58,1.0,2018-06-30 15:05:19,11 - First Alarm,4033,"00 - Action taken, other",,,UUU - Undetermined,E FORDHAM RD,10468,2 - Bronx,,,,,,,
856,63473730,874,745A - Unnecessary alarm/ordinary household activities,2018-06-30 13:56:36,2018-06-30 14:03:14,6.0,2018-06-30 14:27:11,11 - First Alarm,1835,86 - Investigate,,,UUU - Undetermined,CAMPUS RD,10301,3 - Staten Island,,,,,,,
857,63473722,3647,365 - Watercraft rescue,2018-06-30 13:53:58,2018-06-30 14:19:33,1.0,2018-06-30 14:34:15,11 - First Alarm,2417,"00 - Action taken, other",,,"941 - Open ocean, sea or tidal waters",MR03,11235,4 - Brooklyn,,,,,,,
858,63473713,978,"300 - Rescue, EMS incident, other",2018-06-30 13:51:13,2018-06-30 13:54:52,1.0,2018-06-30 14:03:06,11 - First Alarm,713,"00 - Action taken, other",,,UUU - Undetermined,WASHINGTON AVE,11238,4 - Brooklyn,,,,,,,
859,63473710,6566,"300 - Rescue, EMS incident, other",2018-06-30 13:50:48,2018-06-30 13:53:30,1.0,2018-06-30 13:59:45,11 - First Alarm,537,"00 - Action taken, other",,,UUU - Undetermined,150 ST,11435,5 - Queens,,,,,,,
860,63473709,637,"300 - Rescue, EMS incident, other",2018-06-30 13:50:32,2018-06-30 13:55:58,1.0,2018-06-30 14:09:33,11 - First Alarm,1141,"00 - Action taken, other",,,UUU - Undetermined,LAFAYETTE AVE,11238,4 - Brooklyn,,,,,,,
861,63473711,1768,412 - Gas leak (natural gas or LPG),2018-06-30 13:50:20,2018-06-30 13:55:37,5.0,2018-06-30 14:12:33,11 - First Alarm,1333,44 - Hazardous materials leak control & containment,64 - Shut down system,82 - Notify other agencies.,429 - Multifamily dwelling,SCHENCK AVE,11207,4 - Brooklyn,1,,,,,,
862,63473705,3284,"300 - Rescue, EMS incident, other",2018-06-30 13:49:35,2018-06-30 13:56:06,1.0,2018-06-30 14:17:14,11 - First Alarm,1659,"00 - Action taken, other",,,UUU - Undetermined,LAGUARDIAAIRPORT,11369,5 - Queens,,,,,,,
863,63473702,3103,353 - Removal of victim(s) from stalled elevator,2018-06-30 13:48:55,2018-06-30 13:53:53,1.0,2018-06-30 14:00:43,11 - First Alarm,708,64 - Shut down system,,,429 - Multifamily dwelling,MARMION AVE,10460,2 - Bronx,4,,,,,,
864,63473701,3312,323 - Motor vehicle/pedestrian accident (MV Ped),2018-06-30 13:48:43,2018-06-30 14:03:14,1.0,2018-06-30 14:03:47,11 - First Alarm,904,48 - Remove hazardous materials,78 - Control traffic,86 - Investigate,"960 - Street, other",NORTH ST,10468,2 - Bronx,,,,,,,
865,63473699,7981,"710 - Malicious, mischievous false call, other",2018-06-30 13:48:36,2018-06-30 13:53:30,5.0,2018-06-30 13:56:41,11 - First Alarm,485,"00 - Action taken, other",,,UUU - Undetermined,DEFAULT RECORD FOR SF,11373,5 - Queens,,,,,,,
866,63473700,2724,522 - Water or steam leak,2018-06-30 13:48:26,2018-06-30 13:55:22,1.0,2018-06-30 14:06:08,11 - First Alarm,1062,64 - Shut down system,,,429 - Multifamily dwelling,ELLIOT PL,10452,2 - Bronx,"3,4",,,,,,
867,63473694,706,"300 - Rescue, EMS incident, other",2018-06-30 13:47:34,2018-06-30 13:49:54,1.0,2018-06-30 14:03:00,11 - First Alarm,926,"00 - Action taken, other",,,UUU - Undetermined,FLUSHING AVE,11206,4 - Brooklyn,,,,,,,
868,63473693,1782,735A - Unwarranted alarm/defective condition of alarm system,2018-06-30 13:46:49,2018-06-30 13:52:27,2.0,2018-06-30 14:07:50,11 - First Alarm,1261,86 - Investigate,,,UUU - Undetermined,ROOSEVELT AVE,10314,3 - Staten Island,,,,,,,
869,63473686,4773,"300 - Rescue, EMS incident, other",2018-06-30 13:45:25,2018-06-30 13:52:51,1.0,2018-06-30 13:58:12,11 - First Alarm,767,"00 - Action taken, other",,,UUU - Undetermined,PARK AVE              E,10458,2 - Bronx,,,,,,,
870,63473690,1624,522 - Water or steam leak,2018-06-30 13:45:21,2018-06-30 13:54:00,1.0,2018-06-30 14:02:25,11 - First Alarm,1024,"70 - Assistance, other",,,429 - Multifamily dwelling,EDGECOMBE AVE,10031,1 - Manhattan,1,,,,,,
871,63473684,1378,"151 - Outside rubbish, trash or waste fire",2018-06-30 13:45:07,2018-06-30 13:50:50,1.0,2018-06-30 14:00:24,11 - First Alarm,917,11 - Extinguishment by fire service personnel,,,429 - Multifamily dwelling,E 115 ST,10029,1 - Manhattan,In front of,,,,,,
872,63473683,202,735A - Unwarranted alarm/defective condition of alarm system,2018-06-30 13:44:45,2018-06-30 13:49:19,3.0,2018-06-30 14:05:15,11 - First Alarm,1230,86 - Investigate,,,UUU - Undetermined,KENT AVE,11211,4 - Brooklyn,,,,,,,
873,63473678,2166,"331 - Lock-in (if lock out , use 511 )",2018-06-30 13:43:28,2018-06-30 13:58:06,1.0,2018-06-30 13:59:20,11 - First Alarm,952,"70 - Assistance, other",,,419 - 1 or 2 family dwelling,E 99 ST,11236,4 - Brooklyn,2,,,,,,
874,63473679,714,"113 - Cooking fire, confined to container",2018-06-30 13:43:20,2018-06-30 13:47:02,5.0,2018-06-30 14:04:41,11 - First Alarm,1281,11 - Extinguishment by fire service personnel,51 - Ventilate,,429 - Multifamily dwelling,JEWETT AVE,10302,3 - Staten Island,,,,,,,
875,63473676,1087,"600 - Good intent call, other",2018-06-30 13:42:52,2018-06-30 13:47:50,6.0,2018-06-30 14:02:33,11 - First Alarm,1181,86 - Investigate,,,429 - Multifamily dwelling,E 78 ST,10029,1 - Manhattan,1,,,,,,
876,63473670,3473,"300 - Rescue, EMS incident, other",2018-06-30 13:40:01,2018-06-30 13:45:05,1.0,2018-06-30 13:50:40,11 - First Alarm,639,"00 - Action taken, other",,,UUU - Undetermined,43 AVE,11368,5 - Queens,,,,,,,
877,63473671,3317,"710 - Malicious, mischievous false call, other",2018-06-30 13:39:58,2018-06-30 13:43:29,6.0,2018-06-30 13:45:36,11 - First Alarm,338,"00 - Action taken, other",,,UUU - Undetermined,DAVIDSON AVE,10468,2 - Bronx,,,,,,,
878,63473668,3278,323 - Motor vehicle/pedestrian accident (MV Ped),2018-06-30 13:38:56,2018-06-30 13:44:44,2.0,2018-06-30 13:49:03,11 - First Alarm,607,48 - Remove hazardous materials,78 - Control traffic,86 - Investigate,"960 - Street, other",ASTORIA BLVD S,11370,5 - Queens,,,,,,,
879,63473659,940,"600 - Good intent call, other",2018-06-30 13:37:31,2018-06-30 13:41:29,2.0,2018-06-30 13:50:03,11 - First Alarm,752,86 - Investigate,,,"960 - Street, other",3 AVE,10022,1 - Manhattan,,,,,,,
880,63473661,938,353 - Removal of victim(s) from stalled elevator,2018-06-30 13:37:10,2018-06-30 13:45:49,1.0,2018-06-30 15:00:54,11 - First Alarm,5024,64 - Shut down system,,,"500 - Mercantile, business, other",E 59 ST,10022,1 - Manhattan,cellar,,,,,,
881,63473654,2637,"445 - Arcing, shorted electrical equipment",2018-06-30 13:36:40,2018-06-30 13:39:53,6.0,2018-06-30 13:55:17,11 - First Alarm,1117,82 - Notify other agencies.,,,429 - Multifamily dwelling,61 ST,11220,4 - Brooklyn,3,,,,,,
882,63473653,8801,"151 - Outside rubbish, trash or waste fire",2018-06-30 13:36:06,2018-06-30 13:39:17,4.0,2018-06-30 13:47:13,11 - First Alarm,667,11 - Extinguishment by fire service personnel,,,931 - Open land or field,107 AVE,11419,5 - Queens,,,,,,,
883,63473650,2237,"710 - Malicious, mischievous false call, other",2018-06-30 13:34:43,2018-06-30 13:39:55,2.0,2018-06-30 13:44:34,11 - First Alarm,591,"00 - Action taken, other",,,UUU - Undetermined,CONCORD AVE,10455,2 - Bronx,,,,,,,
884,63473630,1947,353 - Removal of victim(s) from stalled elevator,2018-06-30 13:32:24,2018-06-30 13:37:09,1.0,2018-06-30 13:50:09,11 - First Alarm,1065,64 - Shut down system,55 - Establish safe area,82 - Notify other agencies.,429 - Multifamily dwelling,WORTMAN AVE,11207,4 - Brooklyn,7,,,,,,
885,63473626,212,740A - Unnecessary alarm/construction activities,2018-06-30 13:31:34,2018-06-30 13:36:07,1.0,2018-06-30 13:42:51,11 - First Alarm,677,86 - Investigate,,,UUU - Undetermined,E BROADWAY,10002,1 - Manhattan,,,,,,,
886,63473628,1782,735A - Unwarranted alarm/defective condition of alarm system,2018-06-30 13:31:33,2018-06-30 13:37:25,1.0,2018-06-30 13:41:48,11 - First Alarm,615,86 - Investigate,,,UUU - Undetermined,ROOSEVELT AVE,10314,3 - Staten Island,,,,,,,
887,63473623,1589,611 - Dispatched & canceled en route,2018-06-30 13:30:53,,,2018-06-30 13:34:46,11 - First Alarm,233,93 - Cancelled en route,,,UUU - Undetermined,W 141 ST,10037,1 - Manhattan,,,,,,,
888,63473619,9224,131 - Passenger vehicle fire,2018-06-30 13:30:13,2018-06-30 13:33:56,2.0,2018-06-30 13:50:32,11 - First Alarm,1219,11 - Extinguishment by fire service personnel,12 - Salvage & overhaul,,"962 - Residential street, road or residential driveway",54 AVE,11368,5 - Queens,,,,,,,
889,63473618,1378,"300 - Rescue, EMS incident, other",2018-06-30 13:30:12,2018-06-30 13:33:56,1.0,2018-06-30 13:45:16,11 - First Alarm,904,"00 - Action taken, other",,,UUU - Undetermined,E 116-ST-MARIN BLVD,10029,1 - Manhattan,,,,,,,
890,63473615,2621,"300 - Rescue, EMS incident, other",2018-06-30 13:29:07,2018-06-30 13:34:32,1.0,2018-06-30 13:40:33,11 - First Alarm,686,"00 - Action taken, other",,,UUU - Undetermined,8 AVE,11219,4 - Brooklyn,,,,,,,
891,63473607,794,"500 - Service Call, other",2018-06-30 13:25:28,2018-06-30 13:28:49,4.0,2018-06-30 13:59:03,11 - First Alarm,2015,86 - Investigate,,,419 - 1 or 2 family dwelling,QUINCY ST,11221,4 - Brooklyn,1,,,,,,
892,63473597,7168,"300 - Rescue, EMS incident, other",2018-06-30 13:24:19,2018-06-30 13:29:42,1.0,2018-06-30 13:34:00,11 - First Alarm,581,"00 - Action taken, other",,,UUU - Undetermined,CRESCENT ST,11101,5 - Queens,,,,,,,
893,63473595,362,740A - Unnecessary alarm/construction activities,2018-06-30 13:23:48,2018-06-30 13:28:56,3.0,2018-06-30 13:44:02,11 - First Alarm,1214,86 - Investigate,,,UUU - Undetermined,MERCER ST,10012,1 - Manhattan,,,,,,,
894,63473590,2176,5001 - Cable / Telephone Wires Down,2018-06-30 13:21:47,2018-06-30 13:29:23,1.0,2018-06-30 13:31:13,11 - First Alarm,566,45 - Remove hazard,55 - Establish safe area,,"960 - Street, other",E 101 ST,11236,4 - Brooklyn,,,,,,,
895,63473591,4823,735A - Unwarranted alarm/defective condition of alarm system,2018-06-30 13:21:36,2018-06-30 13:26:16,2.0,2018-06-30 13:33:32,11 - First Alarm,716,86 - Investigate,,,UUU - Undetermined,JOLINE AVE,10307,3 - Staten Island,,,,,,,
896,63473589,759,"445 - Arcing, shorted electrical equipment",2018-06-30 13:21:15,2018-06-30 13:31:59,2.0,2018-06-30 13:45:24,11 - First Alarm,1449,82 - Notify other agencies.,,,"500 - Mercantile, business, other",BROADWAY,10018,1 - Manhattan,1,,,,,,
897,63473586,3747,"113 - Cooking fire, confined to container",2018-06-30 13:21:00,2018-06-30 13:24:43,5.0,2018-06-30 13:35:42,11 - First Alarm,882,11 - Extinguishment by fire service personnel,51 - Ventilate,,419 - 1 or 2 family dwelling,E 21 ST,11226,4 - Brooklyn,1st floor,,,,,,
898,63473587,1065,740A - Unnecessary alarm/construction activities,2018-06-30 13:20:45,2018-06-30 13:26:03,4.0,2018-06-30 13:32:52,11 - First Alarm,727,86 - Investigate,,,UUU - Undetermined,E 77 ST,10021,1 - Manhattan,,,,,,,
899,63473581,2345,"113 - Cooking fire, confined to container",2018-06-30 13:20:24,2018-06-30 13:24:11,2.0,2018-06-30 13:35:20,11 - First Alarm,896,11 - Extinguishment by fire service personnel,51 - Ventilate,,429 - Multifamily dwelling,E 160 ST,10451,2 - Bronx,5B,,,,,,
900,63473578,8628,322 - Motor vehicle accident with injuries,2018-06-30 13:20:09,2018-06-30 13:37:52,2.0,2018-06-30 13:57:26,11 - First Alarm,2237,31 - Provide first aid & check for injuries,78 - Control traffic,,961 - Highway or divided highway,BELT PKWY,11234,4 - Brooklyn,,,,,,,
901,63473575,821,"300 - Rescue, EMS incident, other",2018-06-30 13:19:52,2018-06-30 13:24:53,1.0,2018-06-30 13:34:01,11 - First Alarm,849,"00 - Action taken, other",,,UUU - Undetermined,VICTORY BLVD,10301,3 - Staten Island,,,,,,,
902,63473570,1655,"300 - Rescue, EMS incident, other",2018-06-30 13:19:21,2018-06-30 13:22:34,1.0,2018-06-30 13:49:28,11 - First Alarm,1807,"00 - Action taken, other",,,UUU - Undetermined,THOMASBOYLAND ST,11233,4 - Brooklyn,,,,,,,
903,63473563,1592,"300 - Rescue, EMS incident, other",2018-06-30 13:16:51,2018-06-30 13:22:01,1.0,2018-06-30 13:34:16,11 - First Alarm,1045,"00 - Action taken, other",,,UUU - Undetermined,POWELL BLVD,10030,1 - Manhattan,,,,,,,
904,63473566,3594,511 - Lock-out,2018-06-30 13:16:49,2018-06-30 13:25:03,1.0,2018-06-30 13:25:32,11 - First Alarm,523,"70 - Assistance, other",,,"962 - Residential street, road or residential driveway",IBSEN AVE,10312,3 - Staten Island,,,,,,,
905,63473562,341,740A - Unnecessary alarm/construction activities,2018-06-30 13:16:27,2018-06-30 13:22:23,3.0,2018-06-30 13:28:54,11 - First Alarm,747,86 - Investigate,,,UUU - Undetermined,MULBERRY ST,10012,1 - Manhattan,,,,,,,
906,63473561,3369,"651 - Smoke scare, odor of smoke",2018-06-30 13:15:58,2018-06-30 13:20:03,3.0,2018-06-30 13:27:26,11 - First Alarm,688,"00 - Action taken, other",,,UUU - Undetermined,E FORDHAM RD,10458,2 - Bronx,,,,,,,
907,63473556,46,"300 - Rescue, EMS incident, other",2018-06-30 13:14:51,2018-06-30 13:20:31,1.0,2018-06-30 13:31:35,11 - First Alarm,1004,"00 - Action taken, other",,,UUU - Undetermined,CLAY ST,11222,4 - Brooklyn,,,,,,,
908,63473555,2469,611 - Dispatched & canceled en route,2018-06-30 13:14:39,,,2018-06-30 13:16:48,11 - First Alarm,129,93 - Cancelled en route,,,UUU - Undetermined,VINCENT AVE,10306,3 - Staten Island,,,,,,,
909,63473549,4499,"300 - Rescue, EMS incident, other",2018-06-30 13:13:35,2018-06-30 13:18:30,1.0,2018-06-30 14:00:46,11 - First Alarm,2831,"00 - Action taken, other",,,UUU - Undetermined,BAYCHESTER AVE,10475,2 - Bronx,,,,,,,
910,63473548,3550,"710 - Malicious, mischievous false call, other",2018-06-30 13:13:11,2018-06-30 13:15:54,1.0,2018-06-30 13:19:24,11 - First Alarm,373,"00 - Action taken, other",,,UUU - Undetermined,W 24 ST,11224,4 - Brooklyn,,,,,,,
911,63473540,1379,736 - CO detector activation due to malfunction,2018-06-30 13:11:42,2018-06-30 13:17:53,2.0,2018-06-30 13:35:36,11 - First Alarm,1434,"00 - Action taken, other",,,UUU - Undetermined,E 115 ST,10029,1 - Manhattan,,,,,,,
912,63473541,2215,"113 - Cooking fire, confined to container",2018-06-30 13:11:06,2018-06-30 13:20:27,1.0,2018-06-30 13:38:56,11 - First Alarm,1670,11 - Extinguishment by fire service personnel,51 - Ventilate,,419 - 1 or 2 family dwelling,86 RD,11421,5 - Queens,,,,,,,
913,63473531,1984,"331 - Lock-in (if lock out , use 511 )",2018-06-30 13:09:28,2018-06-30 13:14:25,1.0,2018-06-30 13:36:52,11 - First Alarm,1644,"70 - Assistance, other",31 - Provide first aid & check for injuries,52 - Forcible entry,429 - Multifamily dwelling,WILLIAMS AVE,11236,4 - Brooklyn,3,,,,,,
914,63473524,314,"331 - Lock-in (if lock out , use 511 )",2018-06-30 13:08:28,,,2018-06-30 13:25:25,11 - First Alarm,1017,86 - Investigate,52 - Forcible entry,,429 - Multifamily dwelling,CROSBY ST,10013,1 - Manhattan,3,,,,,,
915,63473525,342,353 - Removal of victim(s) from stalled elevator,2018-06-30 13:08:28,2018-06-30 13:14:15,1.0,2018-06-30 13:25:43,11 - First Alarm,1035,64 - Shut down system,,,"500 - Mercantile, business, other",BROADWAY,10012,1 - Manhattan,1,,,,,,
916,63473519,2929,"300 - Rescue, EMS incident, other",2018-06-30 13:07:36,2018-06-30 13:13:13,1.0,2018-06-30 13:31:53,11 - First Alarm,1457,"00 - Action taken, other",,,UUU - Undetermined,MONTGOMERY AVE,10453,2 - Bronx,,,,,,,
