,im_incident_key,fire_box,incident_type_desc,incident_date_time,arrival_date_time,units_onscene,last_unit_cleared_date_time,highest_level_desc,total_incident_duration,action_taken1_desc,action_taken2_desc,action_taken3_desc,property_use_desc,street_highway,zip_code,borough_desc,floor,co_detector_present_desc,story_fire_origin_count,fire_spread_desc,detector_presence_desc,aes_presence_desc,standpipe_sys_present_flag
0,63476768,2928,"746 - Carbon monoxide detector activation, no CO",2018-06-30 23:55:29,2018-07-01 00:00:32,2.0,2018-07-01 00:22:57,11 - First Alarm,1648,"42 - HazMat detection, monitoring, sampling, & analysis",51 - Ventilate,86 - Investigate,429 - Multifamily dwelling,UNDERCLIFF AVE,10453,2 - Bronx,1,Yes,,,,,
1,63476763,1021,"300 - Rescue, EMS incident, other",2018-06-30 23:54:44,2018-06-30 23:58:59,1.0,2018-07-01 00:09:29,11 - First Alarm,885,"00 - Action taken, other",,,UUU - Undetermined,RUTLAND RD,11203,4 - Brooklyn,,,,,,,
2,63476761,2745,"651 - Smoke scare, odor of smoke",2018-06-30 23:54:13,2018-06-30 23:58:29,3.0,2018-07-01 00:07:50,11 - First Alarm,817,"00 - Action taken, other",,,UUU - Undetermined,PROSPECT AVE,10456,2 - Bronx,,,,,,,
3,63476762,2135,"117 - Commercial Compactor fire, confined to rubbish",2018-06-30 23:54:08,2018-06-30 23:58:53,5.0,2018-07-01 00:19:16,11 - First Alarm,1508,11 - Extinguishment by fire service personnel,51 - Ventilate,,429 - Multifamily dwelling,BROWN PL,10454,2 - Bronx,basement,,,,,,
4,63476759,1877,"710 - Malicious, mischievous false call, other",2018-06-30 23:53:33,2018-06-30 23:56:50,1.0,2018-06-30 23:57:11,11 - First Alarm,218,"00 - Action taken, other",,,UUU - Undetermined,DEFAULT RECORD FOR SF,11208,4 - Brooklyn,,,,,,,
5,63476758,1765,"300 - Rescue, EMS incident, other",2018-06-30 23:53:30,2018-06-30 23:57:48,1.0,2018-07-01 00:10:41,11 - First Alarm,1031,"00 - Action taken, other",,,UUU - Undetermined,W 186 ST,10040,1 - Manhattan,,,,,,,
6,63476760,5535,412 - Gas leak (natural gas or LPG),2018-06-30 23:52:35,,,2018-07-01 00:11:36,11 - First Alarm,1141,44 - Hazardous materials leak control & containment,64 - Shut down system,82 - Notify other agencies.,429 - Multifamily dwelling,214 ST,11427,5 - Queens,2,,,,,,
7,63476745,5110,131 - Passenger vehicle fire,2018-06-30 23:49:05,2018-06-30 23:55:33,2.0,2018-07-01 00:18:03,11 - First Alarm,1738,11 - Extinguishment by fire service personnel,12 - Salvage & overhaul,,"960 - Street, other",75 PL,11379,5 - Queens,,,,,,,
8,63476743,4790,522 - Water or steam leak,2018-06-30 23:48:39,2018-06-30 23:56:26,1.0,2018-06-30 23:59:20,11 - First Alarm,641,64 - Shut down system,,,"962 - Residential street, road or residential driveway",DEFAULT RECORD FOR SF,10457,2 - Bronx,,,,,,,
9,63476742,3165,735A - Unwarranted alarm/defective condition of alarm system,2018-06-30 23:47:37,2018-06-30 23:53:16,3.0,2018-07-01 00:05:59,11 - First Alarm,1102,86 - Investigate,,,UUU - Undetermined,BEVERLY RD,11415,5 - Queens,,,,,,,
10,63476741,7998,"710 - Malicious, mischievous false call, other",2018-06-30 23:47:33,2018-06-30 23:51:00,1.0,2018-06-30 23:51:58,11 - First Alarm,265,"00 - Action taken, other",,,UUU - Undetermined,DEFAULT RECORD FOR SF,11368,5 - Queens,,,,,,,
11,63476734,797,"300 - Rescue, EMS incident, other",2018-06-30 23:46:29,2018-06-30 23:51:00,1.0,2018-06-30 23:53:20,11 - First Alarm,411,"00 - Action taken, other",,,UUU - Undetermined,W 43 ST,10036,1 - Manhattan,,,,,,,
12,63476735,1412,4002 - Explosive Escort,2018-06-30 23:45:50,2018-06-30 23:56:02,1.0,2018-07-01 05:20:01,11 - First Alarm,20051,"70 - Assistance, other",78 - Control traffic,86 - Investigate,"960 - Street, other",39 ST,11232,4 - Brooklyn,,,,,,,
13,63476730,9576,"300 - Rescue, EMS incident, other",2018-06-30 23:45:07,2018-06-30 23:48:46,1.0,2018-07-01 00:01:16,11 - First Alarm,969,"00 - Action taken, other",,,UUU - Undetermined,CONTINENTAL AVE,11375,5 - Queens,,,,,,,
14,63476729,199,"300 - Rescue, EMS incident, other",2018-06-30 23:44:08,2018-06-30 23:48:41,1.0,2018-07-01 00:11:44,11 - First Alarm,1656,"00 - Action taken, other",,,UUU - Undetermined,N 6 ST,11211,4 - Brooklyn,,,,,,,
15,63476727,1862,"300 - Rescue, EMS incident, other",2018-06-30 23:42:55,2018-06-30 23:45:47,1.0,2018-07-01 00:00:43,11 - First Alarm,1068,"00 - Action taken, other",,,UUU - Undetermined,EUCLID AVE,11208,4 - Brooklyn,,,,,,,
16,63476725,3136,"555 - Defective elevator, no occupants",2018-06-30 23:42:10,2018-06-30 23:47:11,1.0,2018-06-30 23:51:33,11 - First Alarm,563,45 - Remove hazard,,,429 - Multifamily dwelling,E 179 ST,10457,2 - Bronx,1,,,,,,
17,63476719,3555,"300 - Rescue, EMS incident, other",2018-06-30 23:40:47,2018-06-30 23:45:08,1.0,2018-07-01 00:19:34,11 - First Alarm,2327,"00 - Action taken, other",,,UUU - Undetermined,GILES PL,10463,2 - Bronx,,,,,,,
18,63476717,1516,"555 - Defective elevator, no occupants",2018-06-30 23:39:55,2018-06-30 23:45:19,1.0,2018-06-30 23:50:34,11 - First Alarm,639,45 - Remove hazard,,,429 - Multifamily dwelling,E 129 ST,10035,1 - Manhattan,1,,,,,,
19,63476716,921,"710 - Malicious, mischievous false call, other",2018-06-30 23:39:44,2018-06-30 23:44:12,6.0,2018-06-30 23:47:53,11 - First Alarm,489,"00 - Action taken, other",,,UUU - Undetermined,E 57 ST,10022,1 - Manhattan,,,,,,,
20,63476705,1781,"710 - Malicious, mischievous false call, other",2018-06-30 23:37:54,2018-06-30 23:42:53,1.0,2018-06-30 23:43:42,11 - First Alarm,348,"00 - Action taken, other",,,UUU - Undetermined,DEFAULT RECORD FOR SF,11207,4 - Brooklyn,,,,,,,
21,63476701,2258,"710 - Malicious, mischievous false call, other",2018-06-30 23:37:37,2018-06-30 23:42:16,1.0,2018-06-30 23:43:16,11 - First Alarm,339,"00 - Action taken, other",,,UUU - Undetermined,DEFAULT RECORD FOR SF,10455,2 - Bronx,,,,,,,
22,63476697,618,353 - Removal of victim(s) from stalled elevator,2018-06-30 23:35:45,2018-06-30 23:41:09,1.0,2018-06-30 23:57:38,11 - First Alarm,1313,64 - Shut down system,,,429 - Multifamily dwelling,W 23 ST,10011,1 - Manhattan,6,,,,,,
23,63476693,2870,412 - Gas leak (natural gas or LPG),2018-06-30 23:35:27,2018-06-30 23:40:19,3.0,2018-06-30 23:50:45,11 - First Alarm,918,216 - Checked exposures,,,"960 - Street, other",GLEASON AVE,10462,2 - Bronx,,,,,,,
24,63476677,105,"300 - Rescue, EMS incident, other",2018-06-30 23:33:00,2018-06-30 23:39:03,1.0,2018-06-30 23:46:18,11 - First Alarm,798,"00 - Action taken, other",,,UUU - Undetermined,BROADWAY,10007,1 - Manhattan,,,,,,,
25,63476679,2920,353 - Removal of victim(s) from stalled elevator,2018-06-30 23:32:58,2018-06-30 23:40:00,1.0,2018-06-30 23:49:03,11 - First Alarm,965,64 - Shut down system,,,419 - 1 or 2 family dwelling,TOPPING AVE,10457,2 - Bronx,1,,,,,,
26,63476672,9806,"710 - Malicious, mischievous false call, other",2018-06-30 23:32:32,2018-06-30 23:37:35,1.0,2018-06-30 23:38:09,11 - First Alarm,337,"00 - Action taken, other",,,UUU - Undetermined,DEFAULT RECORD FOR SF,11419,5 - Queens,,,,,,,
27,63476659,1483,522 - Water or steam leak,2018-06-30 23:31:03,2018-06-30 23:37:57,1.0,2018-06-30 23:47:47,11 - First Alarm,1004,64 - Shut down system,,,429 - Multifamily dwelling,E 126 ST,10035,1 - Manhattan,5,,,,,,
28,63476656,5068,"300 - Rescue, EMS incident, other",2018-06-30 23:31:00,2018-06-30 23:38:25,1.0,2018-06-30 23:50:22,11 - First Alarm,1162,"00 - Action taken, other",,,UUU - Undetermined,165 ST,11433,5 - Queens,,,,,,,
29,63476660,4939,522 - Water or steam leak,2018-06-30 23:30:58,2018-06-30 23:39:17,1.0,2018-06-30 23:52:16,11 - First Alarm,1278,64 - Shut down system,,,429 - Multifamily dwelling,PARSONS BLVD,11365,5 - Queens,1,,,,,,
30,63476646,1445,"710 - Malicious, mischievous false call, other",2018-06-30 23:30:05,2018-06-30 23:35:11,1.0,2018-06-30 23:35:39,11 - First Alarm,334,"00 - Action taken, other",,,UUU - Undetermined,DEFAULT RECORD FOR SF,10035,1 - Manhattan,,,,,,,
31,63476652,2158,424 - Carbon monoxide incident,2018-06-30 23:30:03,2018-06-30 23:35:26,1.0,2018-06-30 23:49:35,11 - First Alarm,1172,"42 - HazMat detection, monitoring, sampling, & analysis",55 - Establish safe area,,429 - Multifamily dwelling,FLATLANDS AVE,11236,4 - Brooklyn,,Yes,,,,,
32,63476643,3428,"445 - Arcing, shorted electrical equipment",2018-06-30 23:29:17,2018-06-30 23:32:55,6.0,2018-06-30 23:51:01,11 - First Alarm,1304,82 - Notify other agencies.,,,419 - 1 or 2 family dwelling,WILSON AVE,10469,2 - Bronx,exterior,,,,,,
33,63476637,2020,"300 - Rescue, EMS incident, other",2018-06-30 23:28:42,2018-06-30 23:34:10,1.0,2018-06-30 23:37:12,11 - First Alarm,510,"00 - Action taken, other",,,UUU - Undetermined,133 AVE,11417,5 - Queens,,,,,,,
34,63476641,9372,444 - Power line down,2018-06-30 23:28:32,2018-06-30 23:34:09,6.0,2018-07-01 00:41:36,11 - First Alarm,4384,55 - Establish safe area,82 - Notify other agencies.,,"962 - Residential street, road or residential driveway",101 ST,11368,5 - Queens,,,,,,,
35,63476628,3282,"710 - Malicious, mischievous false call, other",2018-06-30 23:27:23,2018-06-30 23:32:45,1.0,2018-06-30 23:33:24,11 - First Alarm,361,"00 - Action taken, other",,,UUU - Undetermined,DEFAULT RECORD FOR SF,11235,4 - Brooklyn,,,,,,,
36,63476634,470,"151 - Outside rubbish, trash or waste fire",2018-06-30 23:27:21,2018-06-30 23:30:01,6.0,2018-06-30 23:55:05,11 - First Alarm,1664,11 - Extinguishment by fire service personnel,,,"519 - Food and beverage sales, grocery store",E 14 ST,10009,1 - Manhattan,,,,,,,
37,63476631,4483,522 - Water or steam leak,2018-06-30 23:27:14,2018-06-30 23:32:17,1.0,2018-06-30 23:43:38,11 - First Alarm,984,86 - Investigate,64 - Shut down system,,419 - 1 or 2 family dwelling,FRANKLIN AVE,11355,5 - Queens,23,,,,,,
38,63476626,3380,"600 - Good intent call, other",2018-06-30 23:26:37,2018-06-30 23:36:44,2.0,2018-06-30 23:50:58,11 - First Alarm,1461,86 - Investigate,,,429 - Multifamily dwelling,GRANDCONCOURSE,10458,2 - Bronx,,,,,,,
39,63476623,479,322 - Motor vehicle accident with injuries,2018-06-30 23:26:35,2018-06-30 23:29:38,3.0,2018-07-01 00:50:43,11 - First Alarm,5048,31 - Provide first aid & check for injuries,78 - Control traffic,,963 - Street or road in commercial area,E 17 ST,10003,1 - Manhattan,,,,,,,
40,63476620,7617,"300 - Rescue, EMS incident, other",2018-06-30 23:25:48,2018-06-30 23:30:10,1.0,2018-06-30 23:39:45,11 - First Alarm,837,"00 - Action taken, other",,,UUU - Undetermined,25 AVE,11370,5 - Queens,,,,,,,
41,63476621,629,353 - Removal of victim(s) from stalled elevator,2018-06-30 23:25:24,2018-06-30 23:32:07,1.0,2018-06-30 23:46:57,11 - First Alarm,1293,64 - Shut down system,,,429 - Multifamily dwelling,2 AVE,10010,1 - Manhattan,6,,,,,,
42,63476617,801,"710 - Malicious, mischievous false call, other",2018-06-30 23:23:44,2018-06-30 23:27:25,1.0,2018-06-30 23:33:11,11 - First Alarm,567,"00 - Action taken, other",,,UUU - Undetermined,MYRTLE AVE,11237,4 - Brooklyn,,,,,,,
43,63476614,2894,412 - Gas leak (natural gas or LPG),2018-06-30 23:22:51,2018-06-30 23:27:18,1.0,2018-06-30 23:39:26,11 - First Alarm,995,86 - Investigate,45 - Remove hazard,64 - Shut down system,429 - Multifamily dwelling,CROES AVE,10472,2 - Bronx,,,,,,,
44,63476610,5003,"300 - Rescue, EMS incident, other",2018-06-30 23:21:45,2018-06-30 23:25:08,1.0,2018-06-30 23:36:14,11 - First Alarm,869,"00 - Action taken, other",,,UUU - Undetermined,175 ST,11433,5 - Queens,,,,,,,
45,63476608,3824,"300 - Rescue, EMS incident, other",2018-06-30 23:21:18,2018-06-30 23:25:16,1.0,2018-06-30 23:33:30,11 - First Alarm,732,"00 - Action taken, other",,,UUU - Undetermined,WIMAN AVE,10308,3 - Staten Island,,,,,,,
46,63476609,272,522 - Water or steam leak,2018-06-30 23:21:05,2018-06-30 23:27:11,1.0,2018-06-30 23:55:36,11 - First Alarm,2071,64 - Shut down system,,,429 - Multifamily dwelling,FDR DR                W,10002,1 - Manhattan,,,,,,,
47,63476606,6095,"300 - Rescue, EMS incident, other",2018-06-30 23:20:50,2018-06-30 23:26:20,1.0,2018-06-30 23:35:24,11 - First Alarm,874,"00 - Action taken, other",,,UUU - Undetermined,133 ST,11419,5 - Queens,,,,,,,
48,63476604,283,"300 - Rescue, EMS incident, other",2018-06-30 23:19:49,2018-06-30 23:22:22,1.0,2018-06-30 23:38:39,11 - First Alarm,1130,"00 - Action taken, other",,,UUU - Undetermined,PORTER AVE,11237,4 - Brooklyn,,,,,,,
49,63476601,1691,736 - CO detector activation due to malfunction,2018-06-30 23:18:16,2018-06-30 23:23:47,2.0,2018-06-30 23:32:13,11 - First Alarm,837,"00 - Action taken, other",,,UUU - Undetermined,W 163 ST,10032,1 - Manhattan,,Yes,,,,,
50,63476600,2741,"300 - Rescue, EMS incident, other",2018-06-30 23:18:06,2018-06-30 23:21:13,1.0,2018-06-30 23:47:07,11 - First Alarm,1741,"00 - Action taken, other",,,UUU - Undetermined,84 ST,11209,4 - Brooklyn,,,,,,,
51,63476598,4305,"300 - Rescue, EMS incident, other",2018-06-30 23:17:41,2018-06-30 23:20:42,1.0,2018-06-30 23:28:02,11 - First Alarm,621,"00 - Action taken, other",,,UUU - Undetermined,15 AVE,11357,5 - Queens,,,,,,,
52,63476596,1622,"710 - Malicious, mischievous false call, other",2018-06-30 23:17:28,2018-06-30 23:20:59,1.0,2018-06-30 23:21:27,11 - First Alarm,239,"00 - Action taken, other",,,UUU - Undetermined,DEFAULT RECORD FOR SF,11233,4 - Brooklyn,,,,,,,
53,63476591,406,322 - Motor vehicle accident with injuries,2018-06-30 23:16:14,2018-06-30 23:19:17,3.0,2018-06-30 23:27:05,11 - First Alarm,651,302 - Provide Patient Care,75 - Provide equipment,77 - Control crowd,961 - Highway or divided highway,PARK AVE,11201,4 - Brooklyn,,,,,,,
54,63476587,4156,"300 - Rescue, EMS incident, other",2018-06-30 23:15:14,2018-06-30 23:18:11,1.0,2018-06-30 23:23:36,11 - First Alarm,502,"00 - Action taken, other",,,UUU - Undetermined,METROPOLITAN AVE,11385,5 - Queens,,,,,,,
55,63476588,3388,522 - Water or steam leak,2018-06-30 23:14:59,2018-06-30 23:25:51,1.0,2018-06-30 23:38:10,11 - First Alarm,1391,64 - Shut down system,,,429 - Multifamily dwelling,UNIVERSITY AVE,10468,2 - Bronx,,,,,,,
56,63476584,3181,"300 - Rescue, EMS incident, other",2018-06-30 23:13:22,2018-06-30 23:17:52,1.0,2018-06-30 23:35:59,11 - First Alarm,1357,"00 - Action taken, other",,,UUU - Undetermined,AUSTIN ST,11415,5 - Queens,,,,,,,
57,63476580,1150,"300 - Rescue, EMS incident, other",2018-06-30 23:11:28,2018-06-30 23:16:53,1.0,2018-06-30 23:39:01,11 - First Alarm,1653,"00 - Action taken, other",,,UUU - Undetermined,W 84 ST,10024,1 - Manhattan,,,,,,,
58,63476578,2525,"300 - Rescue, EMS incident, other",2018-06-30 23:10:40,2018-06-30 23:21:05,1.0,2018-06-30 23:52:38,11 - First Alarm,2518,"00 - Action taken, other",,,UUU - Undetermined,E 165 ST,10452,2 - Bronx,,,,,,,
59,63476575,3366,"710 - Malicious, mischievous false call, other",2018-06-30 23:10:05,2018-06-30 23:17:06,1.0,2018-06-30 23:18:03,11 - First Alarm,478,"00 - Action taken, other",,,UUU - Undetermined,DEFAULT RECORD FOR SF,10468,2 - Bronx,,,,,,,
60,63476568,2339,"300 - Rescue, EMS incident, other",2018-06-30 23:08:47,2018-06-30 23:12:30,1.0,2018-06-30 23:38:29,11 - First Alarm,1782,"00 - Action taken, other",,,UUU - Undetermined,E 161 ST,10456,2 - Bronx,,,,,,,
61,63476566,3216,"300 - Rescue, EMS incident, other",2018-06-30 23:08:08,2018-06-30 23:13:20,1.0,2018-06-30 23:31:48,11 - First Alarm,1420,"00 - Action taken, other",,,UUU - Undetermined,VAN NEST AVE,10462,2 - Bronx,,,,,,,
62,63476565,2438,"445 - Arcing, shorted electrical equipment",2018-06-30 23:07:40,2018-06-30 23:11:07,5.0,2018-06-30 23:17:53,11 - First Alarm,613,64 - Shut down system,45 - Remove hazard,82 - Notify other agencies.,419 - 1 or 2 family dwelling,E 25 ST,11226,4 - Brooklyn,1,,,,,,
63,63476563,4037,"300 - Rescue, EMS incident, other",2018-06-30 23:06:53,2018-06-30 23:11:23,1.0,2018-06-30 23:17:43,11 - First Alarm,650,"00 - Action taken, other",,,UUU - Undetermined,SENECA AVE,11385,5 - Queens,,,,,,,
64,63476561,1386,"300 - Rescue, EMS incident, other",2018-06-30 23:06:39,2018-06-30 23:10:00,2.0,2018-06-30 23:32:47,11 - First Alarm,1568,"00 - Action taken, other",,,UUU - Undetermined,LENOX AVE,10026,1 - Manhattan,,,,,,,
65,63476557,7839,"300 - Rescue, EMS incident, other",2018-06-30 23:06:02,2018-06-30 23:12:06,1.0,2018-06-30 23:19:39,11 - First Alarm,817,"00 - Action taken, other",,,UUU - Undetermined,86 ST,11373,5 - Queens,,,,,,,
66,63476562,2723,412 - Gas leak (natural gas or LPG),2018-06-30 23:05:55,2018-06-30 23:11:39,3.0,2018-06-30 23:17:06,11 - First Alarm,671,44 - Hazardous materials leak control & containment,64 - Shut down system,82 - Notify other agencies.,429 - Multifamily dwelling,E CLARKE PL,10452,2 - Bronx,1,,,,,,
67,63476555,2115,353 - Removal of victim(s) from stalled elevator,2018-06-30 23:05:37,2018-06-30 23:11:44,1.0,2018-06-30 23:20:45,11 - First Alarm,908,64 - Shut down system,,,429 - Multifamily dwelling,HEGEMAN AVE,11212,4 - Brooklyn,2,,,,,,
68,63476554,2201,353 - Removal of victim(s) from stalled elevator,2018-06-30 23:05:21,2018-06-30 23:08:43,1.0,2018-06-30 23:21:14,11 - First Alarm,953,64 - Shut down system,,,429 - Multifamily dwelling,3 AVE,10451,2 - Bronx,,,,,,,
69,63476547,3737,735A - Unwarranted alarm/defective condition of alarm system,2018-06-30 23:02:36,2018-06-30 23:07:44,2.0,2018-06-30 23:12:12,11 - First Alarm,576,86 - Investigate,,,UUU - Undetermined,SELKIRK ST,10309,3 - Staten Island,,,,,,,
70,63476544,932,"445 - Arcing, shorted electrical equipment",2018-06-30 23:02:35,2018-06-30 23:09:03,4.0,2018-06-30 23:25:45,11 - First Alarm,1390,82 - Notify other agencies.,,,331 - Hospital - medical or psychiatric,10 AVE,10019,1 - Manhattan,cellar,,,,,,
71,63476535,1920,735B - Unnecessary alarm/alarm system testing or servicing,2018-06-30 23:01:15,2018-06-30 23:05:33,2.0,2018-06-30 23:21:25,11 - First Alarm,1210,86 - Investigate,,,UUU - Undetermined,SUTPHIN BLVD,11435,5 - Queens,,,,,,,
72,63476532,571,"300 - Rescue, EMS incident, other",2018-06-30 23:00:21,2018-06-30 23:05:17,1.0,2018-06-30 23:13:02,11 - First Alarm,761,"00 - Action taken, other",,,UUU - Undetermined,BOND ST,11217,4 - Brooklyn,,,,,,,
73,63476530,1558,"300 - Rescue, EMS incident, other",2018-06-30 22:58:43,2018-06-30 23:04:15,1.0,2018-06-30 23:27:48,11 - First Alarm,1745,"00 - Action taken, other",,,UUU - Undetermined,NORWALK AVE,10314,3 - Staten Island,,,,,,,
74,63476527,206,"331 - Lock-in (if lock out , use 511 )",2018-06-30 22:57:55,2018-06-30 23:04:14,1.0,2018-06-30 23:16:31,11 - First Alarm,1116,"70 - Assistance, other",,,"500 - Mercantile, business, other",BROADWAY,11211,4 - Brooklyn,1,,,,,,
75,63476526,203,"710 - Malicious, mischievous false call, other",2018-06-30 22:56:45,2018-06-30 23:00:33,4.0,2018-06-30 23:05:07,11 - First Alarm,502,"00 - Action taken, other",,,UUU - Undetermined,S 2 ST,11211,4 - Brooklyn,,,,,,,
76,63476510,3729,412 - Gas leak (natural gas or LPG),2018-06-30 22:53:15,2018-06-30 22:58:49,4.0,2018-06-30 23:16:19,11 - First Alarm,1384,44 - Hazardous materials leak control & containment,64 - Shut down system,82 - Notify other agencies.,429 - Multifamily dwelling,FAIRFIELD AVE,10463,2 - Bronx,1,,,,,,
77,63476505,3548,364 - Surf rescue,2018-06-30 22:52:46,2018-06-30 22:56:36,8.0,2018-07-01 00:37:24,11 - First Alarm,6278,86 - Investigate,21 - Search,45 - Remove hazard,937 - Beach,W 19 ST,11224,4 - Brooklyn,,,,,,,
78,63476500,8509,"300 - Rescue, EMS incident, other",2018-06-30 22:51:34,2018-06-30 22:55:40,1.0,2018-06-30 23:04:13,11 - First Alarm,759,"00 - Action taken, other",,,UUU - Undetermined,ATLANTIC AVE,11421,5 - Queens,,,,,,,
79,63476497,470,"445 - Arcing, shorted electrical equipment",2018-06-30 22:50:16,2018-06-30 22:52:48,6.0,2018-06-30 23:22:53,11 - First Alarm,1957,82 - Notify other agencies.,,,161 - Restaurant or cafeteria,E 14 ST,10009,1 - Manhattan,,,,,,,
80,63476493,2272,"300 - Rescue, EMS incident, other",2018-06-30 22:50:15,2018-06-30 22:58:44,1.0,2018-06-30 23:10:42,11 - First Alarm,1227,"00 - Action taken, other",,,UUU - Undetermined,WALTON AVE,10451,2 - Bronx,,,,,,,
81,63476490,1354,"300 - Rescue, EMS incident, other",2018-06-30 22:49:57,2018-06-30 22:53:13,1.0,2018-06-30 23:02:05,11 - First Alarm,728,"00 - Action taken, other",,,UUU - Undetermined,AMSTERDAM AVE,10025,1 - Manhattan,,,,,,,
82,63476485,1649,"445 - Arcing, shorted electrical equipment",2018-06-30 22:47:51,2018-06-30 22:52:41,6.0,2018-06-30 23:08:00,11 - First Alarm,1209,82 - Notify other agencies.,,,429 - Multifamily dwelling,RIVERSIDE DR,10031,1 - Manhattan,b,,,,,,
83,63476482,1062,"300 - Rescue, EMS incident, other",2018-06-30 22:47:44,2018-06-30 22:53:16,1.0,2018-06-30 23:19:34,11 - First Alarm,1910,"00 - Action taken, other",,,UUU - Undetermined,E 75 ST,10021,1 - Manhattan,,,,,,,
84,63476479,7138,"300 - Rescue, EMS incident, other",2018-06-30 22:47:24,2018-06-30 22:52:28,1.0,2018-06-30 23:10:50,11 - First Alarm,1406,"00 - Action taken, other",,,UUU - Undetermined,44 DR,11101,5 - Queens,,,,,,,
85,63476473,2452,"300 - Rescue, EMS incident, other",2018-06-30 22:46:48,2018-06-30 22:49:49,1.0,2018-06-30 23:00:50,11 - First Alarm,842,"00 - Action taken, other",,,UUU - Undetermined,OCEAN AVE,11210,4 - Brooklyn,,,,,,,
86,63476472,7176,"300 - Rescue, EMS incident, other",2018-06-30 22:46:45,2018-06-30 22:50:59,1.0,2018-06-30 22:57:41,11 - First Alarm,656,"00 - Action taken, other",,,UUU - Undetermined,VERNON BLVD,11101,5 - Queens,,,,,,,
87,63476474,2818,353 - Removal of victim(s) from stalled elevator,2018-06-30 22:46:42,2018-06-30 22:51:01,1.0,2018-06-30 22:58:19,11 - First Alarm,697,86 - Investigate,45 - Remove hazard,64 - Shut down system,429 - Multifamily dwelling,UNDERHILL AVE,10472,2 - Bronx,20th,,,,,,
88,63476470,1306,"300 - Rescue, EMS incident, other",2018-06-30 22:46:31,2018-06-30 22:48:52,1.0,2018-06-30 23:10:13,11 - First Alarm,1422,"00 - Action taken, other",,,UUU - Undetermined,4 AVE,11215,4 - Brooklyn,,,,,,,
89,63476467,1184,"300 - Rescue, EMS incident, other",2018-06-30 22:45:40,2018-06-30 22:48:07,1.0,2018-06-30 23:01:21,11 - First Alarm,941,"00 - Action taken, other",,,UUU - Undetermined,92 ST,11209,4 - Brooklyn,,,,,,,
90,63476464,3120,"300 - Rescue, EMS incident, other",2018-06-30 22:45:17,2018-06-30 22:49:38,1.0,2018-06-30 23:26:17,11 - First Alarm,2460,"00 - Action taken, other",,,UUU - Undetermined,GRAND AVE,10453,2 - Bronx,,,,,,,
91,63476465,642,353 - Removal of victim(s) from stalled elevator,2018-06-30 22:44:58,2018-06-30 22:51:21,1.0,2018-06-30 23:03:08,11 - First Alarm,1090,64 - Shut down system,,,"449 - Hotel/motel, commercial",W 26 ST,10010,1 - Manhattan,2,,,,,,
92,63476454,8401,323 - Motor vehicle/pedestrian accident (MV Ped),2018-06-30 22:43:55,2018-06-30 22:54:26,1.0,2018-06-30 23:07:31,11 - First Alarm,1416,48 - Remove hazardous materials,78 - Control traffic,86 - Investigate,961 - Highway or divided highway,EXIT 11,11432,5 - Queens,,,,,,,
93,63476455,430,"113 - Cooking fire, confined to container",2018-06-30 22:43:34,2018-06-30 22:48:24,2.0,2018-06-30 22:54:24,11 - First Alarm,650,11 - Extinguishment by fire service personnel,51 - Ventilate,,429 - Multifamily dwelling,DUFFIELD ST,11201,4 - Brooklyn,1,,,,,,
94,63476458,459,735A - Unwarranted alarm/defective condition of alarm system,2018-06-30 22:43:18,2018-06-30 22:48:20,2.0,2018-06-30 22:57:57,11 - First Alarm,879,86 - Investigate,,,UUU - Undetermined,PIERREPONT ST,11201,4 - Brooklyn,,,,,,,
95,63476453,272,522 - Water or steam leak,2018-06-30 22:43:14,2018-06-30 22:50:06,1.0,2018-06-30 23:05:41,11 - First Alarm,1347,64 - Shut down system,,,429 - Multifamily dwelling,FDR DR                W,10002,1 - Manhattan,,,,,,,
96,63476451,7406,"300 - Rescue, EMS incident, other",2018-06-30 22:43:11,2018-06-30 22:48:10,1.0,2018-06-30 22:55:28,11 - First Alarm,737,"00 - Action taken, other",,,UUU - Undetermined,BROADWAY,11103,5 - Queens,,,,,,,
97,63476450,886,"300 - Rescue, EMS incident, other",2018-06-30 22:43:09,2018-06-30 22:47:15,1.0,2018-06-30 23:33:01,11 - First Alarm,2992,"00 - Action taken, other",,,UUU - Undetermined,W 55 ST,10019,1 - Manhattan,,,,,,,
98,63476448,3931,"555 - Defective elevator, no occupants",2018-06-30 22:42:29,2018-06-30 22:47:32,1.0,2018-06-30 23:16:57,11 - First Alarm,2068,45 - Remove hazard,,,429 - Multifamily dwelling,NETHERLAND AVE,10471,2 - Bronx,basement,,,,,,
99,63476438,2783,"300 - Rescue, EMS incident, other",2018-06-30 22:40:01,2018-06-30 22:43:30,1.0,2018-06-30 23:01:56,11 - First Alarm,1315,"00 - Action taken, other",,,UUU - Undetermined,3 AVE,10457,2 - Bronx,,,,,,,
100,63476437,532,"300 - Rescue, EMS incident, other",2018-06-30 22:40:01,2018-06-30 22:44:27,1.0,2018-06-30 23:07:55,11 - First Alarm,1674,"00 - Action taken, other",,,UUU - Undetermined,ATLANTIC AVE,11201,4 - Brooklyn,,,,,,,
101,63476435,3259,323 - Motor vehicle/pedestrian accident (MV Ped),2018-06-30 22:39:57,2018-06-30 22:43:31,1.0,2018-06-30 23:01:49,11 - First Alarm,1312,48 - Remove hazardous materials,78 - Control traffic,86 - Investigate,"962 - Residential street, road or residential driveway",BEDFORD AVE,11210,4 - Brooklyn,,,,,,,
