,sample_id,sample_date,beach_name,sample_location,units_or_notes,enterococci_results
944,CP1906170800-1.1,2019-06-17T00:00:00.000,GERRITSEN/KIDDIE BEACH,Left,MPN/100 ml,12.0
945,NP1906170715-1.3,2019-06-17T00:00:00.000,SI YMCA OF GREATER NEW YORK,Right,MPN/100 ml,8.0
946,CP1906170915-1.2,2019-06-17T00:00:00.000,MANHATTAN BEACH,Center,Result below detection limit,
947,CP1906170930-1.1,2019-06-17T00:00:00.000,CONEY ISLAND BR. 15TH - 6TH,Center,Result below detection limit,
948,CP1906170915-1.3,2019-06-17T00:00:00.000,MANHATTAN BEACH,Right,MPN/100 ml,4.0
949,NP1906170840-1.1,2019-06-17T00:00:00.000,CEDAR GROVE,Left,MPN/100 ml,8.0
950,CP1906171120-1.2,2019-06-17T00:00:00.000,SEAGATE BEACH - 38TH STREET,Center,MPN/100 ml,4.0
951,NP1906170920-1.3,2019-06-17T00:00:00.000,MIDLAND BEACH,Right,Result below detection limit,
952,CP1906170800-1.2,2019-06-17T00:00:00.000,GERRITSEN/KIDDIE BEACH,Center,MPN/100 ml,28.0
953,CP1906171100-1.2,2019-06-17T00:00:00.000,SEAGATE BEACH - 42ND STREET,Center,MPN/100 ml,4.0
954,CP1906171120-1.1,2019-06-17T00:00:00.000,SEAGATE BEACH - 38TH STREET,Left,MPN/100 ml,4.0
955,NP1906170920-1.2,2019-06-17T00:00:00.000,MIDLAND BEACH,Center,Result below detection limit,
956,CP1906171030-5.1,2019-06-17T00:00:00.000,CONEY ISLAND WEST 16TH - WEST 27TH,Center,MPN/100 ml,4.0
957,NP1906170840-1.3,2019-06-17T00:00:00.000,CEDAR GROVE,Right,MPN/100 ml,4.0
958,CP1906170915-1.1,2019-06-17T00:00:00.000,MANHATTAN BEACH,Left,MPN/100 ml,8.0
959,NP1906171000-1.2,2019-06-17T00:00:00.000,SOUTH BEACH,Center,MPN/100 ml,4.0
960,NP1906170920-1.1,2019-06-17T00:00:00.000,MIDLAND BEACH,Left,Result below detection limit,
961,CP1906171100-1.1,2019-06-17T00:00:00.000,SEAGATE BEACH - 42ND STREET,Left,MPN/100 ml,4.0
962,NP1906170840-1.2,2019-06-17T00:00:00.000,CEDAR GROVE,Center,MPN/100 ml,4.0
963,CP1906170800-1.3,2019-06-17T00:00:00.000,GERRITSEN/KIDDIE BEACH,Right,MPN/100 ml,4.0
964,CP1906171100-1.3,2019-06-17T00:00:00.000,SEAGATE BEACH - 42ND STREET,Right,MPN/100 ml,4.0
965,CP1906170945-2.1,2019-06-17T00:00:00.000,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,MPN/100 ml,4.0
966,CP1906170845-1.3,2019-06-17T00:00:00.000,KINGSBOROUGH COMMUNITY COLLEGE,Right,MPN/100 ml,8.0
967,NP1906170800-1.3,2019-06-17T00:00:00.000,WOLFE'S POND PARK,Right,MPN/100 ml,4.0
968,NP1906110945-1.1,2019-06-11T00:00:00.000,LOCUST POINT YACHT CLUB,Left,MPN/100 ml,500.0
969,CP1906111030-1.1,2019-06-11T00:00:00.000,MORRIS YACHT AND BEACH CLUB,Left,MPN/100 ml,28.0
970,NP1906110805-1.2,2019-06-11T00:00:00.000,AMERICAN TURNERS,Center,MPN/100 ml,100.0
971,NP1906110730-1.1,2019-06-11T00:00:00.000,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,MPN/100 ml,96.0
972,CP1906112300-1.3,2019-06-11T00:00:00.000,WEST FORDHAM STREET ASSOCIATION,Right,MPN/100 ml,24.0
973,NP1906110850-1.3,2019-06-11T00:00:00.000,MANHEM BEACH CLUB,Right,MPN/100 ml,280.0
974,NP1906110850-1.2,2019-06-11T00:00:00.000,MANHEM BEACH CLUB,Center,MPN/100 ml,250.0
975,CP1906112300-1.1,2019-06-11T00:00:00.000,WEST FORDHAM STREET ASSOCIATION,Left,MPN/100 ml,20.0
976,NP1906110830-1.1,2019-06-11T00:00:00.000,DANISH AMERICAN BEACH CLUB,Left,MPN/100 ml,1200.0
977,NP1906110730-1.3,2019-06-11T00:00:00.000,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,MPN/100 ml,460.0
978,NP1906110750-1.3,2019-06-11T00:00:00.000,WHITE CROSS FISHING CLUB,Right,MPN/100 ml,88.0
979,CP1906110900-1.1,2019-06-11T00:00:00.000,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,MPN/100 ml,150.0
980,NP1906110830-1.3,2019-06-11T00:00:00.000,DANISH AMERICAN BEACH CLUB,Right,MPN/100 ml,480.0
981,CP1906112300-1.2,2019-06-11T00:00:00.000,WEST FORDHAM STREET ASSOCIATION,Center,MPN/100 ml,32.0
982,CP1906110800-1.3,2019-06-11T00:00:00.000,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,MPN/100 ml,460.0
983,NP1906110750-1.2,2019-06-11T00:00:00.000,WHITE CROSS FISHING CLUB,Center,MPN/100 ml,120.0
984,NP1906110805-1.3,2019-06-11T00:00:00.000,AMERICAN TURNERS,Right,MPN/100 ml,100.0
985,NP1906110920-1.1,2019-06-11T00:00:00.000,SCHUYLER HILL CIVIC ASSOCIATION,Left,MPN/100 ml,120.0
986,NP1906110830-1.2,2019-06-11T00:00:00.000,DANISH AMERICAN BEACH CLUB,Center,MPN/100 ml,560.0
987,NP1906110850-1.1,2019-06-11T00:00:00.000,MANHEM BEACH CLUB,Left,MPN/100 ml,200.0
988,NP1906110920-1.2,2019-06-11T00:00:00.000,SCHUYLER HILL CIVIC ASSOCIATION,Center,MPN/100 ml,100.0
989,NP1906110730-1.2,2019-06-11T00:00:00.000,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,MPN/100 ml,240.0
990,CP1906111030-1.2,2019-06-11T00:00:00.000,MORRIS YACHT AND BEACH CLUB,Center,MPN/100 ml,36.0
991,CP1906110900-1.2,2019-06-11T00:00:00.000,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,MPN/100 ml,140.0
992,NP1906110945-1.3,2019-06-11T00:00:00.000,LOCUST POINT YACHT CLUB,Right,MPN/100 ml,260.0
993,CP1906110900-1.3,2019-06-11T00:00:00.000,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,MPN/100 ml,150.0
994,NP1906110920-1.3,2019-06-11T00:00:00.000,SCHUYLER HILL CIVIC ASSOCIATION,Right,MPN/100 ml,72.0
995,NP1906110750-1.1,2019-06-11T00:00:00.000,WHITE CROSS FISHING CLUB,Left,MPN/100 ml,130.0
996,CP1906111030-1.3,2019-06-11T00:00:00.000,MORRIS YACHT AND BEACH CLUB,Right,MPN/100 ml,12.0
997,CP1906110800-1.2,2019-06-11T00:00:00.000,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,MPN/100 ml,460.0
998,CP1906111000-1.2,2019-06-11T00:00:00.000,ORCHARD BEACH,Center,MPN/100 ml,4.0
999,NP1906110945-1.2,2019-06-11T00:00:00.000,LOCUST POINT YACHT CLUB,Center,MPN/100 ml,380.0
