,x,y,unique_squirrel_id,hectare,shift,date,hectare_squirrel_number,combination_of_primary_and,running,chasing,climbing,eating,foraging,kuks,quaas,moans,tail_flags,tail_twitches,approaches,indifferent,runs_from,geocoded_column,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,age,primary_fur_color,highlight_fur_color,location,above_ground_sighter,other_interactions,other_activities,color_notes,specific_location,:@computed_region_efsh_h5xi
0,-73.9561344937861,40.7940823884086,37F-PM-1014-03,37F,PM,10142018,3,+,False,False,False,False,False,False,False,False,False,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.9561344937861, 40.7940823884086]}",19,4,19,13,,,,,,,,,,
1,-73.9570437717691,40.7948509408039,37E-PM-1006-03,37E,PM,10062018,3,Gray+Cinnamon,True,False,False,False,False,False,False,False,False,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.9570437717691, 40.794850940803904]}",19,4,19,13,Adult,Gray,Cinnamon,Ground Plane,FALSE,me,,,,
2,-73.9768311751004,40.7667178072558,2E-AM-1010-03,02E,AM,10102018,3,Cinnamon+,False,False,True,False,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9768311751004, 40.76671780725581]}",19,4,19,13,Adult,Cinnamon,,Above Ground,4,,,,,
3,-73.9757249834141,40.7697032606755,5D-PM-1018-05,05D,PM,10182018,5,Gray+,False,False,True,False,False,False,False,False,False,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.9757249834141, 40.7697032606755]}",19,4,19,13,Juvenile,Gray,,Above Ground,3,,,,,
4,-73.9593126695714,40.797533370163,39B-AM-1018-01,39B,AM,10182018,1,+,False,False,False,False,False,True,False,False,False,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.9593126695714, 40.797533370163]}",19,4,19,13,,,,Above Ground,,,unknown,,,
5,-73.9565700386162,40.7902561000937,33H-AM-1019-02,33H,AM,10192018,2,Gray+Cinnamon,False,False,False,False,False,False,False,False,False,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.9565700386162, 40.7902561000937]}",19,4,19,13,Juvenile,Gray,Cinnamon,Ground Plane,FALSE,,wrestling with mother,,,
6,-73.9719735582476,40.7693045133578,6G-PM-1020-02,06G,PM,10202018,2,Gray+,True,True,False,False,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9719735582476, 40.7693045133578]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,,,,
7,-73.9602609920814,40.7942883045566,35C-PM-1013-03,35C,PM,10132018,3,Gray+Cinnamon,False,False,False,False,True,False,False,False,False,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.9602609920814, 40.79428830455661]}",19,4,19,13,,Gray,Cinnamon,Ground Plane,FALSE,,,,,
8,-73.9770718586754,40.7729752391435,7B-AM-1008-09,07B,AM,10082018,9,Gray+,False,False,False,False,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9770718586754, 40.7729752391435]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,,,,
9,-73.9596413903948,40.7903128889029,32E-PM-1017-14,32E,PM,10172018,14,Gray+,False,False,False,True,True,False,False,False,False,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.9596413903948, 40.7903128889029]}",19,4,19,13,Adult,Gray,,,,,,Nothing selected as Primary. Gray selected as Highlights. Made executive adjustments.,,
10,-73.9702676472613,40.7762126854894,13E-AM-1017-05,13E,AM,10172018,5,Gray+Cinnamon,False,False,False,False,True,False,False,False,False,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.9702676472613, 40.7762126854894]}",19,4,19,13,Adult,Gray,Cinnamon,Above Ground,,,,,on tree stump,
11,-73.9683613516225,40.7725908847499,11H-AM-1010-03,11H,AM,10102018,3,Cinnamon+White,False,False,False,False,True,False,False,False,False,True,False,True,False,"{'type': 'Point', 'coordinates': [-73.9683613516225, 40.7725908847499]}",19,4,19,13,Adult,Cinnamon,White,,,,,,,
12,-73.9541201789795,40.7931811701082,36H-AM-1010-02,36H,AM,10102018,2,Gray+,False,False,False,False,True,False,False,False,False,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.9541201789795, 40.7931811701082]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,,just outside hectare,,
13,-73.9582694312289,40.7917367820255,33F-AM-1008-02,33F,AM,10082018,2,Gray+,False,False,False,False,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9582694312289, 40.7917367820255]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,,,,
14,-73.9674285955293,40.7829723919744,21C-PM-1006-01,21C,PM,10062018,1,Gray+,False,False,False,False,False,False,False,False,True,True,False,False,False,"{'type': 'Point', 'coordinates': [-73.9674285955293, 40.7829723919744]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,,,,
15,-73.9722500196844,40.7742879599026,11D-AM-1010-03,11D,AM,10102018,3,Gray+Cinnamon,False,False,True,False,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9722500196844, 40.7742879599026]}",19,4,19,13,Adult,Gray,Cinnamon,Above Ground,30,,grooming,,,
16,-73.9695063535333,40.7823507678183,20B-PM-1013-05,20B,PM,10132018,5,Gray+White,False,False,False,False,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9695063535333, 40.7823507678183]}",19,4,19,13,Adult,Gray,White,Ground Plane,FALSE,,,,,
17,-73.9532170504865,40.7919669739962,36I-PM-1007-01,36I,PM,10072018,1,Gray+Cinnamon,False,False,False,False,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9532170504865, 40.7919669739962]}",19,4,19,13,Adult,Gray,Cinnamon,Ground Plane,FALSE,,,,,
18,-73.9768603630674,40.7702795904962,5C-PM-1010-09,05C,PM,10102018,9,Cinnamon+Gray,True,False,False,False,False,False,False,False,False,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.9768603630674, 40.7702795904962]}",19,4,19,13,Adult,Cinnamon,Gray,Ground Plane,FALSE,,,,,
19,-73.9706105896967,40.7698124821507,7H-AM-1006-05,07H,AM,10062018,5,Gray+Cinnamon,False,True,False,False,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9706105896967, 40.7698124821507]}",19,4,19,13,Adult,Gray,Cinnamon,Above Ground,10,,,,,
20,-73.9703781726172,40.7787526130321,16C-PM-1018-03,16C,PM,10182018,3,"Gray+Cinnamon, White",True,False,False,True,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9703781726172, 40.7787526130321]}",19,4,19,13,Adult,Gray,"Cinnamon, White",Above Ground,6,,,,,
21,-73.9703925210471,40.7765032004992,14E-AM-1008-23,14E,AM,10082018,23,Gray+,False,False,False,False,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9703925210471, 40.7765032004992]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,walking,,,
22,-73.9638179439747,40.7924173263904,32A-PM-1013-03,32A,PM,10132018,3,Gray+Cinnamon,False,False,False,True,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9638179439747, 40.7924173263904]}",19,4,19,13,Juvenile,Gray,Cinnamon,Ground Plane,FALSE,,,,,
23,-73.9584070974734,40.7913812490557,33F-AM-1008-01,33F,AM,10082018,1,Gray+,False,False,False,False,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9584070974734, 40.7913812490557]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,moving slowly,,,
24,-73.9671130680114,40.7784859700171,17F-AM-1007-07,17F,AM,10072018,7,Gray+White,True,False,False,False,False,False,False,False,True,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9671130680114, 40.7784859700171]}",19,4,19,13,Adult,Gray,White,Above Ground,24,,,,,
25,-73.9649866016038,40.7764929694457,16I-AM-1008-01,16I,AM,10082018,1,"Cinnamon+Gray, White",False,False,False,False,True,False,False,False,False,True,False,True,False,"{'type': 'Point', 'coordinates': [-73.9649866016038, 40.7764929694457]}",19,4,19,13,Adult,Cinnamon,"Gray, White",Ground Plane,FALSE,,,,,
26,-73.9670628558161,40.7734991420941,12I-AM-1013-01,12I,AM,10132018,1,Cinnamon+White,False,False,False,False,False,False,False,False,False,True,False,False,True,"{'type': 'Point', 'coordinates': [-73.9670628558161, 40.77349914209411]}",19,4,19,13,Adult,Cinnamon,White,Ground Plane,FALSE,,sitting,,on tree roots,
27,-73.958736593111,40.7908524370626,32F-PM-1008-07,32F,PM,10082018,7,Gray+,True,True,False,False,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.958736593111, 40.7908524370626]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,,,,
28,-73.9671786715256,40.7867352791232,25A-AM-1013-04,25A,AM,10132018,4,Gray+White,False,False,False,False,True,False,False,False,False,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.9671786715256, 40.7867352791232]}",19,4,19,13,,Gray,White,Ground Plane,FALSE,,,,,
29,-73.9692943291611,40.7769536102488,15E-AM-1013-01,15E,AM,10132018,1,Gray+White,True,False,False,False,True,False,False,False,False,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.9692943291611, 40.7769536102488]}",19,4,19,13,Adult,Gray,White,Ground Plane,FALSE,,,,,
30,-73.9540054100539,40.7952445999836,39G-PM-1013-06,39G,PM,10132018,6,Gray+Cinnamon,True,False,False,False,False,False,False,False,False,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.9540054100539, 40.7952445999836]}",19,4,19,13,Adult,Gray,Cinnamon,Ground Plane,FALSE,,,,,
31,-73.9576530157255,40.7868659490397,29I-PM-1007-01,29I,PM,10072018,1,Gray+Cinnamon,False,False,False,True,True,False,False,False,False,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.9576530157255, 40.7868659490397]}",19,4,19,13,,Gray,Cinnamon,Ground Plane,FALSE,,,,,
32,-73.9738033257473,40.7711846894166,7E-AM-1006-02,07E,AM,10062018,2,Gray+,False,False,False,True,False,False,False,False,False,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.9738033257473, 40.7711846894166]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,,,under a tree,
33,-73.9704402681017,40.7798965621203,17C-PM-1013-05,17C,PM,10132018,5,Gray+,False,False,False,True,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9704402681017, 40.77989656212031]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,eating (ate upside down on a tree — #jealous),,,
34,-73.9756976076707,40.7753897331918,10A-PM-1014-01,10A,PM,10142018,1,"Gray+Black, Cinnamon, White",False,False,False,False,True,False,False,False,False,True,False,True,False,"{'type': 'Point', 'coordinates': [-73.9756976076707, 40.7753897331918]}",19,4,19,13,Adult,Gray,"Black, Cinnamon, White",Ground Plane,FALSE,,,Gray & White selected as Primary. Black & Cinnamon selected as Highlights. Made executive adjustments.,in b/w trees,
35,-73.9662438996681,40.7890381809441,28A-PM-1007-05,28A,PM,10072018,5,Cinnamon+,True,False,False,False,True,False,False,False,False,True,False,False,True,"{'type': 'Point', 'coordinates': [-73.9662438996681, 40.7890381809441]}",19,4,19,13,Adult,Cinnamon,,Ground Plane,FALSE,,,,,
36,-73.9643153920428,40.7820818516957,22F-PM-1014-05,22F,PM,10142018,5,Gray+Cinnamon,False,False,False,False,False,False,False,False,False,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.9643153920428, 40.7820818516957]}",19,4,19,13,Adult,Gray,Cinnamon,Ground Plane,FALSE,,,,,
37,-73.9742073452913,40.7757957380463,12B-AM-1007-01,12B,AM,10072018,1,Gray+Cinnamon,False,True,False,False,False,False,False,False,True,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9742073452913, 40.7757957380463]}",19,4,19,13,Adult,Gray,Cinnamon,Ground Plane,FALSE,,,,,
38,-73.9716147061553,40.7813911036179,18A-PM-1018-01,18A,PM,10182018,1,Gray+,False,False,True,False,False,False,False,False,False,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.9716147061553, 40.7813911036179]}",19,4,19,13,Adult,Gray,,Above Ground,30,,,,,
39,-73.9535410657077,40.7928711760061,36H-PM-1008-02,36H,PM,10082018,2,Gray+,False,False,False,False,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9535410657077, 40.79287117600611]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,,,,
40,-73.9639159298446,40.7891774637988,29C-AM-1007-06,29C,AM,10072018,6,Gray+Cinnamon,True,False,False,False,False,False,False,False,False,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.9639159298446, 40.7891774637988]}",19,4,19,13,Adult,Gray,Cinnamon,Ground Plane,FALSE,,,,,
41,-73.9579564338627,40.7959337795027,38C-PM-1014-09,38C,PM,10142018,9,Black+,False,False,False,True,False,False,False,False,False,False,True,False,False,"{'type': 'Point', 'coordinates': [-73.9579564338627, 40.7959337795027]}",19,4,19,13,Adult,Black,,Ground Plane,FALSE,,,,,
42,-73.9574648097543,40.7892508428622,31H-PM-1008-02,31H,PM,10082018,2,Gray+Cinnamon,True,False,True,False,False,False,False,False,False,True,False,True,False,"{'type': 'Point', 'coordinates': [-73.9574648097543, 40.78925084286221]}",19,4,19,13,Juvenile,Gray,Cinnamon,Above Ground,8,,,,,
43,-73.970252675331,40.7705999588222,8H-AM-1017-06,08H,AM,10172018,6,Gray+Cinnamon,False,True,False,True,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.970252675331, 40.77059995882221]}",19,4,19,13,Adult,Gray,Cinnamon,Above Ground,6,,,,,
44,-73.9579645940414,40.7918613498407,34F-AM-1007-01,34F,AM,10072018,1,Gray+White,True,False,True,False,False,False,False,False,False,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.9579645940414, 40.7918613498407]}",19,4,19,13,Adult,Gray,White,Above Ground,25,,,,,
45,-73.9673253417305,40.7749505252981,13H-PM-1010-02,13H,PM,10102018,2,Gray+,False,False,False,False,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9673253417305, 40.7749505252981]}",19,4,19,13,Adult,Gray,,Above Ground,5,,,,tree,
46,-73.9640032826529,40.7820309825448,22F-PM-1014-06,22F,PM,10142018,6,Gray+,True,False,False,False,False,False,False,False,False,True,False,True,False,"{'type': 'Point', 'coordinates': [-73.9640032826529, 40.782030982544796]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,,,,
47,-73.9595933195409,40.7905847332369,32E-AM-1007-13,32E,AM,10072018,13,Gray+,False,False,True,False,False,False,False,False,False,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.9595933195409, 40.7905847332369]}",19,4,19,13,Adult,Gray,,Above Ground,50,,,,,
48,-73.9602222116708,40.793779699421,35C-AM-1007-05,35C,AM,10072018,5,Gray+,False,False,True,False,False,False,False,False,False,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.9602222116708, 40.793779699421]}",19,4,19,13,Adult,Gray,,Above Ground,4,,,,,
49,-73.9680635070949,40.779249873647,17E-AM-1017-05,17E,AM,10172018,5,Black+,False,False,False,False,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9680635070949, 40.779249873647]}",19,4,19,13,Adult,Black,,Above Ground,10,,,,Branch,
50,-73.9801666435401,40.7686905339212,2B-PM-1013-01,02B,PM,10132018,1,Gray+White,True,False,False,False,False,False,False,False,False,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.9801666435401, 40.7686905339212]}",19,4,19,13,Adult,Gray,White,Ground Plane,FALSE,,running (with nut),,,
51,-73.9675634326877,40.7813477352507,19D-AM-1007-01,19D,AM,10072018,1,Gray+,False,False,True,True,False,False,False,False,False,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.9675634326877, 40.7813477352507]}",19,4,19,13,Juvenile,Gray,,Ground Plane,FALSE,fenced off area can't approach,,,,
52,-73.9584970643213,40.7982886348696,40B-AM-1019-03,40B,AM,10192018,3,Gray+White,True,True,False,False,False,False,False,False,False,True,True,False,False,"{'type': 'Point', 'coordinates': [-73.9584970643213, 40.7982886348696]}",19,4,19,13,Juvenile,Gray,White,Ground Plane,FALSE,,,,,
53,-73.9760298241178,40.7681954366911,3E-PM-1008-07,03E,PM,10082018,7,Gray+Cinnamon,False,False,False,True,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9760298241178, 40.7681954366911]}",19,4,19,13,Adult,Gray,Cinnamon,Ground Plane,FALSE,,,,,
54,-73.9568802149818,40.7972399133816,39C-PM-1006-01,39C,PM,10062018,1,Gray+,True,False,False,False,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9568802149818, 40.7972399133816]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,,,,
55,-73.9724642436394,40.7690526441109,6G-AM-1008-02,06G,AM,10082018,2,Gray+,False,False,False,False,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9724642436394, 40.7690526441109]}",19,4,19,13,Juvenile,Gray,,Ground Plane,FALSE,,,,bush,
56,-73.9690175838534,40.7760432720017,14F-AM-1007-05,14F,AM,10072018,5,Gray+Cinnamon,False,False,False,True,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9690175838534, 40.7760432720017]}",19,4,19,13,Juvenile,Gray,Cinnamon,Ground Plane,FALSE,,,,,
57,-73.9704082821356,40.7690280985956,6I-PM-1013-06,06I,PM,10132018,6,Gray+Cinnamon,False,False,False,False,False,False,False,False,False,True,False,False,False,"{'type': 'Point', 'coordinates': [-73.9704082821356, 40.7690280985956]}",19,4,19,13,Adult,Gray,Cinnamon,Ground Plane,FALSE,,playing with #5,,,
58,-73.9684910712272,40.7768811640021,15F-PM-1010-05,15F,PM,10102018,5,Gray+,False,False,False,False,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9684910712272, 40.7768811640021]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,,,,
59,-73.9768674812942,40.7735232648872,8B-PM-1012-02,08B,PM,10122018,2,"Gray+Cinnamon, White",False,False,False,False,True,False,False,False,False,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.9768674812942, 40.7735232648872]}",19,4,19,13,Adult,Gray,"Cinnamon, White",Ground Plane,FALSE,,,,hiding in bushes,
60,-73.9797084866613,40.7698885241349,3A-PM-1017-06,03A,PM,10172018,6,Gray+Cinnamon,False,False,False,False,True,False,False,False,False,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.9797084866613, 40.7698885241349]}",19,4,19,13,Adult,Gray,Cinnamon,Ground Plane,FALSE,,,,,
61,-73.952819267977,40.7923130402793,36I-AM-1017-02,36I,AM,10172018,2,Gray+Cinnamon,False,False,False,False,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.952819267977, 40.7923130402793]}",19,4,19,13,Adult,Gray,Cinnamon,Ground Plane,FALSE,,,Cinnamon stripe on back,,
62,-73.9745630038492,40.7692602628745,5E-AM-1008-06,05E,AM,10082018,6,Cinnamon+White,True,False,False,False,False,False,False,False,False,False,True,False,False,"{'type': 'Point', 'coordinates': [-73.9745630038492, 40.7692602628745]}",19,4,19,13,Adult,Cinnamon,White,Ground Plane,FALSE,,,,,
63,-73.9595002339508,40.7903365788694,32E-PM-1017-13,32E,PM,10172018,13,Gray+,False,False,False,True,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9595002339508, 40.7903365788694]}",19,4,19,13,Adult,Gray,,,,,,Nothing selected as Primary. Gray selected as Highlights. Made executive adjustments.,,
64,-73.9741824992294,40.7689486657963,5F-PM-1007-03,05F,PM,10072018,3,Gray+Cinnamon,False,False,False,False,False,False,False,False,False,True,False,True,False,"{'type': 'Point', 'coordinates': [-73.9741824992294, 40.7689486657963]}",19,4,19,13,Adult,Gray,Cinnamon,Ground Plane,FALSE,,hiding nut,,,
65,-73.9749243901189,40.7761393551781,11B-PM-1014-05,11B,PM,10142018,5,Gray+,False,False,False,False,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9749243901189, 40.7761393551781]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,,,,
66,-73.968381325559,40.7780143443779,16E-PM-1018-06,16E,PM,10182018,6,Cinnamon+Gray,False,False,False,False,True,False,False,False,False,True,False,True,False,"{'type': 'Point', 'coordinates': [-73.968381325559, 40.7780143443779]}",19,4,19,13,Adult,Cinnamon,Gray,Ground Plane,FALSE,,,,On a rock,
67,-73.9694240327509,40.7755898126674,13F-AM-1007-02,13F,AM,10072018,2,Cinnamon+White,False,False,False,True,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.96942403275091, 40.7755898126674]}",19,4,19,13,Adult,Cinnamon,White,,,,,,,
68,-73.9689000978955,40.7828364735236,20B-PM-1013-10,20B,PM,10132018,10,Gray+White,False,False,False,False,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9689000978955, 40.7828364735236]}",19,4,19,13,Adult,Gray,White,Ground Plane,FALSE,,drank from a pond of rain water,,,
69,-73.9804528867547,40.7696753655986,3A-PM-1017-05,03A,PM,10172018,5,Gray+Cinnamon,False,False,False,False,True,False,False,False,False,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.9804528867547, 40.76967536559861]}",19,4,19,13,Adult,Gray,Cinnamon,Ground Plane,FALSE,,,,,
70,-73.9576245992455,40.7873862510001,29H-PM-1006-01,29H,PM,10062018,1,Gray+,False,False,True,False,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9576245992455, 40.7873862510001]}",19,4,19,13,Adult,Gray,,Above Ground,50,,sitting,,,
71,-73.9666007935638,40.7845098131567,23C-PM-1014-03,23C,PM,10142018,3,Gray+,False,True,False,False,False,False,False,False,False,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.9666007935638, 40.7845098131567]}",19,4,19,13,Adult,Gray,,Above Ground,8,,chasing (#4 across trees),,,
72,-73.96148483609,40.7922645521905,33C-PM-1007-03,33C,PM,10072018,3,Gray+White,False,False,False,False,True,False,False,False,False,True,False,True,False,"{'type': 'Point', 'coordinates': [-73.96148483609, 40.7922645521905]}",19,4,19,13,Adult,Gray,White,Ground Plane,FALSE,,,,,
73,-73.9546654184146,40.7947639241491,38G-PM-1020-09,38G,PM,10202018,9,"Gray+Cinnamon, White",False,False,False,True,True,False,False,False,True,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9546654184146, 40.7947639241491]}",19,4,19,13,Adult,Gray,"Cinnamon, White",Ground Plane,FALSE,,,,,
74,-73.9667114027214,40.7768804702473,16G-PM-1017-01,16G,PM,10172018,1,"Gray+Cinnamon, White",False,False,False,False,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9667114027214, 40.7768804702473]}",19,4,19,13,Adult,Gray,"Cinnamon, White",Ground Plane,FALSE,,,,,
75,-73.9530035564643,40.7921822457613,36I-PM-1007-07,36I,PM,10072018,7,Gray+,False,False,False,False,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9530035564643, 40.7921822457613]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,,,,
76,-73.9615696577673,40.7951278622399,35A-AM-1014-03,35A,AM,10142018,3,Gray+White,False,False,False,False,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9615696577673, 40.7951278622399]}",19,4,19,13,Adult,Gray,White,Ground Plane,FALSE,,,,,
77,-73.964474836001,40.7883840104749,28C-PM-1006-01,28C,PM,10062018,1,Gray+Cinnamon,False,False,False,False,False,False,False,False,True,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.964474836001, 40.7883840104749]}",19,4,19,13,Adult,Gray,Cinnamon,Ground Plane,FALSE,gnd to tree,gathering acorns,,,
78,-73.9610705592868,40.7914829661051,32D-AM-1013-06,32D,AM,10132018,6,Cinnamon+,True,False,False,True,True,False,False,False,False,True,True,False,False,"{'type': 'Point', 'coordinates': [-73.9610705592868, 40.7914829661051]}",19,4,19,13,Adult,Cinnamon,,Ground Plane,FALSE,,"eating (a mushroom),circles around us,really fat,scratching himself,grooming activity",,,
79,-73.9688454483585,40.7845301288163,22A-AM-1008-05,22A,AM,10082018,5,Gray+White,False,False,False,True,False,False,False,False,True,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.9688454483585, 40.7845301288163]}",19,4,19,13,Adult,Gray,White,Above Ground,3,,,,trash can,
80,-73.9578237168359,40.7980959471034,40B-PM-1014-06,40B,PM,10142018,6,Gray+Cinnamon,True,False,False,False,False,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.9578237168359, 40.7980959471034]}",19,4,19,13,Adult,Gray,Cinnamon,Ground Plane,FALSE,,,,,
81,-73.9688271202401,40.7809719445309,19C-PM-1018-01,19C,PM,10182018,1,Gray+White,True,True,False,True,False,False,False,False,False,True,False,True,False,"{'type': 'Point', 'coordinates': [-73.9688271202401, 40.7809719445309]}",19,4,19,13,Adult,Gray,White,Ground Plane,FALSE,,,,,
82,-73.9617088749928,40.7944585082367,35A-PM-1013-06,35A,PM,10132018,6,Cinnamon+,True,False,False,False,False,False,False,False,False,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.9617088749928, 40.7944585082367]}",19,4,19,13,Adult,Cinnamon,,Ground Plane,FALSE,,,,,
83,-73.9701824825872,40.7766530579293,14E-AM-1008-09,14E,AM,10082018,9,Gray+,True,True,False,False,False,True,False,False,False,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.9701824825872, 40.7766530579293]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,,,,
84,-73.9676410497481,40.7766043512974,15G-PM-1019-05,15G,PM,10192018,5,Gray+Cinnamon,False,False,True,False,False,False,False,False,False,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.9676410497481, 40.7766043512974]}",19,4,19,13,Adult,Gray,Cinnamon,Above Ground,4,,,,,
85,-73.9708726050721,40.7723572030236,10F-AM-1007-02,10F,AM,10072018,2,Gray+,False,False,True,False,False,False,False,False,False,False,False,False,False,"{'type': 'Point', 'coordinates': [-73.9708726050721, 40.7723572030236]}",19,4,19,13,Adult,Gray,,Above Ground,70,,,,,
86,-73.9541453465817,40.7982162223764,42E-PM-1012-06,42E,PM,10122018,6,"Cinnamon+Gray, White",True,False,False,False,True,False,False,False,False,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.9541453465817, 40.79821622237641]}",19,4,19,13,Adult,Cinnamon,"Gray, White",Ground Plane,FALSE,,,,,
87,-73.9683608295976,40.7842927405327,22B-AM-1013-04,22B,AM,10132018,4,Cinnamon+,False,False,False,False,True,False,False,False,False,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.9683608295976, 40.7842927405327]}",19,4,19,13,Adult,Cinnamon,,Ground Plane,FALSE,ran from dog-walker,,,Under bench,
88,-73.968052057989,40.777338666528,15F-PM-1010-06,15F,PM,10102018,6,Gray+,False,False,False,False,True,False,False,False,False,False,False,True,False,"{'type': 'Point', 'coordinates': [-73.968052057989, 40.777338666528]}",19,4,19,13,Adult,Gray,,Ground Plane,FALSE,,,,,
89,-73.9787180870736,40.7715877863274,5A-AM-1006-05,05A,AM,10062018,5,Gray+Cinnamon,False,False,False,False,True,False,False,False,True,False,False,False,True,"{'type': 'Point', 'coordinates': [-73.9787180870736, 40.7715877863274]}",19,4,19,13,Adult,Gray,Cinnamon,Ground Plane,FALSE,,,,near 65th St arch,
