cmplnt_num,cmplnt_fr_dt,cmplnt_fr_tm,addr_pct_cd,rpt_dt,ky_cd,ofns_desc,pd_cd,pd_desc,crm_atpt_cptd_cd,law_cat_cd,boro_nm,prem_typ_desc,juris_desc,jurisdiction_code,parks_nm,housing_psa,x_coord_cd,y_coord_cd,latitude,longitude,lat_lon,patrol_boro,vic_age_group,vic_race,vic_sex,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,cmplnt_to_dt,cmplnt_to_tm,loc_of_occur_desc,susp_race,susp_sex,susp_age_group,transit_district,station_name,hadevelopt
876525802,2008-04-10T00:00:00.000,19:10:00,73.0,2008-04-10T00:00:00.000,341,PETIT LARCENY,321.0,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BROOKLYN,STREET,N.Y. POLICE DEPT,0.0,NA,NA,1008495.0,183171.0,40.669413836,-73.91260308,"{'latitude': '40.669413836', 'longitude': '-73.91260308'}",PATROL BORO BKLYN NORTH,18-24,BLACK,M,17614.0,55.0,2.0,17.0,46.0,,,,,,,,,
402693528,2007-06-03T00:00:00.000,15:23:00,28.0,2007-06-03T00:00:00.000,236,DANGEROUS WEAPONS,782.0,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,MANHATTAN,STREET,N.Y. POLICE DEPT,0.0,NA,NA,999336.0,231461.0,40.801978284,-73.945511151,"{'latitude': '40.801978284', 'longitude': '-73.945511151'}",PATROL BORO MAN NORTH,,UNKNOWN,E,13093.0,18.0,4.0,36.0,18.0,,,,,,,,,
832030069,2010-02-16T00:00:00.000,20:50:00,102.0,2010-02-16T00:00:00.000,105,ROBBERY,375.0,"ROBBERY,PHARMACY",COMPLETED,FELONY,QUEENS,GROCERY/BODEGA,N.Y. POLICE DEPT,0.0,NA,NA,1031117.0,194344.0,40.699990268,-73.830977746,"{'latitude': '40.699990268', 'longitude': '-73.830977746'}",PATROL BORO QUEENS SOUTH,,UNKNOWN,D,24014.0,46.0,3.0,28.0,60.0,2010-02-16T00:00:00.000,20:50:00,INSIDE,,,,,,
538308771,2009-11-10T00:00:00.000,16:35:00,79.0,2009-11-10T00:00:00.000,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BROOKLYN,FOOD SUPERMARKET,N.Y. POLICE DEPT,0.0,NA,NA,996722.0,187385.0,40.681004729,-73.955034577,"{'latitude': '40.681004729', 'longitude': '-73.955034577'}",PATROL BORO BKLYN NORTH,,UNKNOWN,D,17618.0,69.0,2.0,49.0,51.0,2009-11-10T00:00:00.000,16:45:00,INSIDE,,,,,,
965693192,2006-04-11T00:00:00.000,09:30:00,123.0,2006-04-25T00:00:00.000,112,THEFT-FRAUD,739.0,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,STATEN ISLAND,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0.0,NA,NA,,,,,,PATROL BORO STATEN ISLAND,25-44,WHITE,M,,,,,,2006-04-11T00:00:00.000,10:00:00,,,,,,,
141085517,2011-06-23T00:00:00.000,20:30:00,81.0,2011-06-24T00:00:00.000,118,DANGEROUS WEAPONS,792.0,WEAPONS POSSESSION 1 & 2,COMPLETED,FELONY,BROOKLYN,STREET,N.Y. POLICE DEPT,0.0,NA,NA,1004893.0,186419.0,40.678337995,-73.925577614,"{'latitude': '40.678337995', 'longitude': '-73.925577614'}",PATROL BORO BKLYN NORTH,,UNKNOWN,E,13516.0,69.0,2.0,49.0,52.0,,,FRONT OF,,,,,,
484433797,2007-11-24T00:00:00.000,11:55:00,45.0,2007-11-24T00:00:00.000,232,POSSESSION OF STOLEN PROPERTY,490.0,"STOLEN PROPERTY 3,POSSESSION",COMPLETED,MISDEMEANOR,BRONX,DEPARTMENT STORE,N.Y. POLICE DEPT,0.0,NA,NA,1033597.0,255731.0,40.868467378,-73.821582846,"{'latitude': '40.868467378', 'longitude': '-73.821582846'}",PATROL BORO BRONX,,UNKNOWN,D,12344.0,43.0,5.0,2.0,28.0,,,INSIDE,,,,,,
106486628,2008-03-29T00:00:00.000,15:17:00,77.0,2008-03-29T00:00:00.000,235,DANGEROUS DRUGS,567.0,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,BROOKLYN,STREET,N.Y. POLICE DEPT,0.0,NA,NA,1004930.0,183332.0,40.669864789,-73.92545369,"{'latitude': '40.669864789', 'longitude': '-73.92545369'}",PATROL BORO BKLYN NORTH,,UNKNOWN,E,17615.0,16.0,2.0,49.0,49.0,,,FRONT OF,,,,,,
859668043,2006-04-21T00:00:00.000,17:00:00,32.0,2006-04-21T00:00:00.000,105,ROBBERY,389.0,"ROBBERY,DWELLING",COMPLETED,FELONY,MANHATTAN,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2.0,NA,733,,,,,,PATROL BORO MAN NORTH,25-44,WHITE HISPANIC,M,,,,,,,,INSIDE,UNKNOWN,M,,,,
499632944,2006-04-14T00:00:00.000,17:00:00,120.0,2006-04-15T00:00:00.000,348,VEHICLE AND TRAFFIC LAWS,916.0,LEAVING SCENE-ACCIDENT-PERSONA,ATTEMPTED,MISDEMEANOR,STATEN ISLAND,STREET,N.Y. POLICE DEPT,0.0,NA,NA,,,,,,PATROL BORO STATEN ISLAND,45-64,UNKNOWN,F,,,,,,,,,,,,,,
330148303,2007-08-12T00:00:00.000,00:50:00,52.0,2007-08-12T00:00:00.000,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BRONX,STREET,N.Y. POLICE DEPT,0.0,NA,NA,1019496.0,259454.0,40.878753425,-73.872546635,"{'latitude': '40.878753425', 'longitude': '-73.872546635'}",PATROL BORO BRONX,<18,BLACK,M,11605.0,24.0,5.0,40.0,34.0,,,,UNKNOWN,,,,,
772315573,2006-08-15T00:00:00.000,20:00:00,113.0,2006-08-15T00:00:00.000,109,GRAND LARCENY,419.0,"LARCENY,GRAND FROM PERSON,UNCL",COMPLETED,FELONY,QUEENS,STREET,N.Y. POLICE DEPT,0.0,NA,NA,1053029.0,193013.0,40.696193821,-73.751967063,"{'latitude': '40.696193821', 'longitude': '-73.751967063'}",PATROL BORO QUEENS SOUTH,<18,BLACK,F,15312.0,41.0,3.0,6.0,71.0,,,,BLACK,M,,,,
415191250,2009-06-05T00:00:00.000,18:13:00,75.0,2009-06-05T00:00:00.000,118,DANGEROUS WEAPONS,793.0,WEAPONS POSSESSION 3,COMPLETED,FELONY,BROOKLYN,STREET,N.Y. POLICE DEPT,0.0,NA,NA,1017226.0,185362.0,40.675399421,-73.881118891,"{'latitude': '40.675399421', 'longitude': '-73.881118891'}",PATROL BORO BKLYN NORTH,,UNKNOWN,E,17215.0,45.0,2.0,37.0,47.0,,,,,,,,,
306568702,2009-10-08T00:00:00.000,02:11:00,23.0,2010-04-13T00:00:00.000,114,ARSON,264.0,"ARSON, MOTOR VEHICLE 1 2 3 & 4",COMPLETED,FELONY,MANHATTAN,STREET,OTHER,97.0,NA,NA,1001088.0,228949.0,40.795080364,-73.939189266,"{'latitude': '40.795080364', 'longitude': '-73.939189266'}",PATROL BORO MAN NORTH,,UNKNOWN,E,12426.0,7.0,4.0,35.0,14.0,,,,,,,,,
218747981,2006-04-27T00:00:00.000,09:00:00,72.0,2006-04-29T00:00:00.000,112,THEFT-FRAUD,739.0,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,BROOKLYN,OTHER,N.Y. POLICE DEPT,0.0,NA,NA,,,,,,PATROL BORO BKLYN SOUTH,45-64,WHITE HISPANIC,M,,,,,,,,INSIDE,,,,,,
781664524,2007-04-12T00:00:00.000,02:40:00,13.0,2007-04-12T00:00:00.000,236,DANGEROUS WEAPONS,782.0,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,MANHATTAN,STREET,N.Y. POLICE DEPT,0.0,NA,NA,986090.0,211515.0,40.747244422,-73.99336087,"{'latitude': '40.747244422', 'longitude': '-73.99336087'}",PATROL BORO MAN SOUTH,,UNKNOWN,E,11722.0,11.0,4.0,10.0,6.0,,,,,,,,,
774511569,2009-05-18T00:00:00.000,08:45:00,14.0,2009-05-18T00:00:00.000,113,FORGERY,723.0,"FORGERY,DRIVERS LICENSE",COMPLETED,FELONY,MANHATTAN,STREET,PORT AUTHORITY,3.0,NA,NA,986819.0,214690.0,40.755958814,-73.990728688,"{'latitude': '40.755958814', 'longitude': '-73.990728688'}",PATROL BORO MAN SOUTH,,UNKNOWN,E,12080.0,12.0,4.0,10.0,8.0,,,,,,,,,
458693223,2009-07-19T00:00:00.000,20:30:00,49.0,2009-07-21T00:00:00.000,341,PETIT LARCENY,357.0,"LARCENY,PETIT OF VEHICLE ACCES",COMPLETED,MISDEMEANOR,BRONX,STREET,N.Y. POLICE DEPT,0.0,NA,NA,1024286.0,250376.0,40.853816674,-73.85527954,"{'latitude': '40.853816674', 'longitude': '-73.85527954'}",PATROL BORO BRONX,45-64,WHITE,M,11270.0,59.0,5.0,12.0,32.0,2009-07-20T00:00:00.000,09:00:00,,,,,,,
205240410,2007-04-06T00:00:00.000,21:30:00,,2007-04-06T00:00:00.000,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,,,N.Y. POLICE DEPT,,NA,NA,,,,,,,UNKNOWN,WHITE,F,,,,,,,,OUTSIDE,WHITE,F,25-44,,,
684762539,2009-12-27T00:00:00.000,01:30:00,44.0,2009-12-27T00:00:00.000,236,DANGEROUS WEAPONS,782.0,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,BRONX,STREET,N.Y. POLICE DEPT,0.0,NA,NA,1003178.0,242520.0,40.832324737,-73.931602749,"{'latitude': '40.832324737', 'longitude': '-73.931602749'}",PATROL BORO BRONX,,UNKNOWN,E,10930.0,50.0,5.0,35.0,27.0,,,,,,,,,
631504051,2006-12-10T00:00:00.000,20:19:00,44.0,2006-12-10T00:00:00.000,235,DANGEROUS DRUGS,567.0,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,BRONX,STREET,N.Y. POLICE DEPT,0.0,NA,NA,1008846.0,245939.0,40.841694933,-73.911108193,"{'latitude': '40.841694933', 'longitude': '-73.911108193'}",PATROL BORO BRONX,,UNKNOWN,E,10935.0,50.0,5.0,42.0,27.0,,,FRONT OF,,,,,,
637964791,2010-07-28T00:00:00.000,16:02:00,30.0,2010-07-28T00:00:00.000,352,CRIMINAL TRESPASS,205.0,"TRESPASS 2, CRIMINAL",COMPLETED,MISDEMEANOR,MANHATTAN,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0.0,NA,NA,997919.0,238889.0,40.822368382,-73.950614198,"{'latitude': '40.822368382', 'longitude': '-73.950614198'}",PATROL BORO MAN NORTH,,UNKNOWN,D,12428.0,37.0,4.0,23.0,19.0,,,INSIDE,,,,,,
730205151,2007-05-14T00:00:00.000,10:00:00,46.0,2007-05-14T00:00:00.000,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,OTHER,N.Y. POLICE DEPT,0.0,NA,NA,1013045.0,252933.0,40.860878686,-73.895902416,"{'latitude': '40.860878686', 'longitude': '-73.895902416'}",PATROL BORO BRONX,25-44,BLACK,F,10936.0,6.0,5.0,22.0,29.0,,,INSIDE,,,,,,
975331489,2006-04-09T00:00:00.000,15:52:00,42.0,2006-04-09T00:00:00.000,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BRONX,STREET,N.Y. POLICE DEPT,0.0,NA,NA,,,,,,PATROL BORO BRONX,45-64,BLACK,F,,,,,,,,FRONT OF,BLACK,M,25-44,,,
816337536,2007-02-20T00:00:00.000,16:02:00,43.0,2007-02-20T00:00:00.000,235,DANGEROUS DRUGS,567.0,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,BRONX,STREET,N.Y. POLICE DEPT,0.0,NA,NA,1018029.0,240747.0,40.827414051,-73.877945775,"{'latitude': '40.827414051', 'longitude': '-73.877945775'}",PATROL BORO BRONX,,UNKNOWN,E,11610.0,58.0,5.0,31.0,26.0,,,FRONT OF,,,,,,
367892768,2005-12-12T00:00:00.000,11:45:00,94.0,2006-01-05T00:00:00.000,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BROOKLYN,PUBLIC SCHOOL,N.Y. POLICE DEPT,0.0,NA,NA,997222.0,202340.0,40.722051984,-73.953203061,"{'latitude': '40.722051984', 'longitude': '-73.953203061'}",PATROL BORO BKLYN NORTH,<18,BLACK,M,18182.0,36.0,2.0,38.0,57.0,,,INSIDE,BLACK,M,,,,
274778164,2006-04-27T00:00:00.000,09:30:00,109.0,2006-04-27T00:00:00.000,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,QUEENS,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0.0,NA,NA,,,,,,PATROL BORO QUEENS NORTH,25-44,WHITE,M,,,,,,,,INSIDE,WHITE,M,,,,
962024190,2006-04-21T00:00:00.000,01:40:00,63.0,2006-04-21T00:00:00.000,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0.0,NA,NA,,,,,,PATROL BORO BKLYN SOUTH,,UNKNOWN,F,,,,,,,,INSIDE,,,,,,
290071126,2007-08-10T00:00:00.000,03:20:00,44.0,2007-08-10T00:00:00.000,235,DANGEROUS DRUGS,511.0,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,BRONX,STREET,N.Y. POLICE DEPT,0.0,NA,NA,1008222.0,243318.0,40.834502766,-73.91337278,"{'latitude': '40.834502766', 'longitude': '-73.91337278'}",PATROL BORO BRONX,,UNKNOWN,E,10934.0,50.0,5.0,42.0,27.0,,,INSIDE,,,,,,
501943895,2007-12-23T00:00:00.000,20:49:00,14.0,2007-12-23T00:00:00.000,360,,649.0,FALSE REPORT UNCLASSIFIED,COMPLETED,MISDEMEANOR,MANHATTAN,STREET,N.Y. POLICE DEPT,0.0,NA,NA,988650.0,214286.0,40.754849215,-73.984119991,"{'latitude': '40.754849215', 'longitude': '-73.984119991'}",PATROL BORO MAN SOUTH,,UNKNOWN,E,13094.0,11.0,4.0,51.0,8.0,,,,,,,,,
598324231,2005-04-24T00:00:00.000,16:50:00,73.0,2006-04-24T00:00:00.000,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0.0,NA,NA,,,,,,PATROL BORO BKLYN NORTH,18-24,BLACK,F,,,,,,,,INSIDE,BLACK,M,18-24,,,
564589463,2006-04-19T00:00:00.000,20:30:00,60.0,2006-04-20T00:00:00.000,341,PETIT LARCENY,357.0,"LARCENY,PETIT OF VEHICLE ACCES",COMPLETED,MISDEMEANOR,BROOKLYN,STREET,N.Y. POLICE DEPT,0.0,NA,NA,,,,,,PATROL BORO BKLYN SOUTH,45-64,WHITE,F,,,,,,2006-04-20T00:00:00.000,08:50:00,,UNKNOWN,,,,,
542496060,2007-10-05T00:00:00.000,14:15:00,40.0,2007-10-05T00:00:00.000,110,GRAND LARCENY OF MOTOR VEHICLE,441.0,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,BRONX,STREET,N.Y. POLICE DEPT,0.0,NA,NA,1010091.0,238524.0,40.82133934,-73.90663716,"{'latitude': '40.82133934', 'longitude': '-73.90663716'}",PATROL BORO BRONX,25-44,WHITE,M,10934.0,49.0,5.0,43.0,23.0,,,FRONT OF,,,,,,
741569683,2011-10-22T00:00:00.000,15:27:00,52.0,2011-10-22T00:00:00.000,118,DANGEROUS WEAPONS,793.0,WEAPONS POSSESSION 3,COMPLETED,FELONY,BRONX,STREET,N.Y. POLICE DEPT,0.0,NA,NA,1012759.0,254893.0,40.866259219,-73.896928019,"{'latitude': '40.866259219', 'longitude': '-73.896928019'}",PATROL BORO BRONX,,UNKNOWN,E,11606.0,24.0,5.0,29.0,34.0,,,,,,,,,
504619784,2011-06-03T00:00:00.000,11:50:00,104.0,2011-06-03T00:00:00.000,351,CRIMINAL MISCHIEF & RELATED OF,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,QUEENS,OTHER,N.Y. POLICE DEPT,0.0,NA,NA,1011777.0,199061.0,40.713018605,-73.900707211,"{'latitude': '40.713018605', 'longitude': '-73.900707211'}",PATROL BORO QUEENS NORTH,,UNKNOWN,D,15309.0,54.0,3.0,34.0,62.0,,,INSIDE,,,,,,
365732646,2006-04-10T00:00:00.000,19:29:00,106.0,2006-04-11T00:00:00.000,114,ARSON,263.0,"ARSON 2,3,4",COMPLETED,FELONY,QUEENS,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0.0,NA,NA,1028713.0,187853.0,40.682186401,-73.839690483,"{'latitude': '40.682186401', 'longitude': '-73.839690483'}",PATROL BORO QUEENS SOUTH,,UNKNOWN,E,24013.0,62.0,3.0,41.0,64.0,,,INSIDE,,,,,,
251075012,2008-01-29T00:00:00.000,00:59:00,46.0,2008-01-29T00:00:00.000,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,ATTEMPTED,MISDEMEANOR,BRONX,STREET,N.Y. POLICE DEPT,0.0,NA,NA,1006189.0,249745.0,40.85214828,-73.920698491,"{'latitude': '40.85214828', 'longitude': '-73.920698491'}",PATROL BORO BRONX,,UNKNOWN,E,10931.0,6.0,5.0,42.0,29.0,,,,,,,,,
561595654,2006-04-27T00:00:00.000,12:49:00,45.0,2006-04-27T00:00:00.000,348,VEHICLE AND TRAFFIC LAWS,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",COMPLETED,MISDEMEANOR,BRONX,STREET,N.Y. POLICE DEPT,0.0,NA,NA,,,,,,PATROL BORO BRONX,,UNKNOWN,E,,,,,,,,OPPOSITE OF,,,,,,
593414077,2006-04-17T00:00:00.000,22:30:00,62.0,2006-04-18T00:00:00.000,126,MISCELLANEOUS PENAL LAW,198.0,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,BROOKLYN,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0.0,NA,NA,,,,,,PATROL BORO BKLYN SOUTH,18-24,WHITE,F,,,,,,2006-04-17T00:00:00.000,22:40:00,FRONT OF,WHITE,M,25-44,,,
310888739,2006-05-26T00:00:00.000,15:50:00,14.0,2006-05-26T00:00:00.000,105,ROBBERY,361.0,"ROBBERY,BANK",COMPLETED,FELONY,MANHATTAN,BANK,N.Y. POLICE DEPT,0.0,NA,NA,990191.0,213903.0,40.753797076,-73.97855821,"{'latitude': '40.753797076', 'longitude': '-73.97855821'}",PATROL BORO MAN SOUTH,,UNKNOWN,D,12079.0,11.0,4.0,51.0,8.0,,,INSIDE,BLACK,M,,,,
898709331,2007-05-11T00:00:00.000,23:50:00,48.0,2007-05-12T00:00:00.000,236,DANGEROUS WEAPONS,782.0,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,BRONX,STREET,N.Y. POLICE DEPT,0.0,NA,NA,1014675.0,246495.0,40.84320283,-73.890038898,"{'latitude': '40.84320283', 'longitude': '-73.890038898'}",PATROL BORO BRONX,,UNKNOWN,E,11269.0,35.0,5.0,43.0,31.0,,,,,,,,,
153209879,2006-08-09T00:00:00.000,21:00:00,103.0,2006-08-09T00:00:00.000,117,DANGEROUS DRUGS,503.0,"CONTROLLED SUBSTANCE,INTENT TO",COMPLETED,FELONY,QUEENS,STREET,N.Y. POLICE DEPT,0.0,NA,NA,1040175.0,192273.0,40.694253261,-73.798327783,"{'latitude': '40.694253261', 'longitude': '-73.798327783'}",PATROL BORO QUEENS SOUTH,,UNKNOWN,E,24668.0,41.0,3.0,46.0,61.0,,,,,,,,,
597151753,2006-05-18T00:00:00.000,15:32:00,71.0,2006-05-18T00:00:00.000,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,PUBLIC SCHOOL,POLICE DEPT NYC,69.0,NA,NA,994845.0,183399.0,40.670066502,-73.961808224,"{'latitude': '40.670066502', 'longitude': '-73.961808224'}",PATROL BORO BKLYN SOUTH,25-44,BLACK,F,13509.0,17.0,2.0,48.0,44.0,2006-05-18T00:00:00.000,15:40:00,INSIDE,,,,,,
746189037,2010-06-04T00:00:00.000,17:56:00,47.0,2010-06-04T00:00:00.000,105,ROBBERY,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BRONX,STREET,N.Y. POLICE DEPT,0.0,NA,NA,1026208.0,266257.0,40.89739614,-73.84823246,"{'latitude': '40.89739614', 'longitude': '-73.84823246'}",PATROL BORO BRONX,25-44,BLACK,M,11275.0,29.0,5.0,2.0,30.0,,,FRONT OF,,,,,,
528246155,2008-03-20T00:00:00.000,15:10:00,13.0,2008-03-20T00:00:00.000,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,MANHATTAN,DEPARTMENT STORE,N.Y. POLICE DEPT,0.0,NA,NA,985690.0,208934.0,40.740160295,-73.994805026,"{'latitude': '40.740160295', 'longitude': '-73.994805026'}",PATROL BORO MAN SOUTH,,UNKNOWN,D,12074.0,12.0,4.0,10.0,7.0,,,INSIDE,,,,,,
174529719,2006-04-28T00:00:00.000,02:50:00,9.0,2006-04-28T00:00:00.000,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,MANHATTAN,STREET,N.Y. POLICE DEPT,0.0,NA,NA,,,,,,PATROL BORO MAN SOUTH,,UNKNOWN,M,,,,,,,,FRONT OF,,,,,,
609006204,2007-12-23T00:00:00.000,03:39:00,102.0,2008-01-22T00:00:00.000,114,ARSON,263.0,"ARSON 2,3,4",COMPLETED,FELONY,QUEENS,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0.0,NA,NA,1025164.0,187653.0,40.681654562,-73.852487561,"{'latitude': '40.681654562', 'longitude': '-73.852487561'}",PATROL BORO QUEENS SOUTH,,UNKNOWN,E,24012.0,46.0,3.0,41.0,60.0,,,INSIDE,,,,,,
847118936,2008-07-22T00:00:00.000,08:53:00,40.0,2008-07-22T00:00:00.000,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,BRONX,STREET,N.Y. POLICE DEPT,0.0,NA,NA,1005630.0,237083.0,40.817396125,-73.922759467,"{'latitude': '40.817396125', 'longitude': '-73.922759467'}",PATROL BORO BRONX,,UNKNOWN,M,10929.0,49.0,5.0,43.0,23.0,,,,,,,,,
317288455,2009-03-25T00:00:00.000,09:00:00,44.0,2009-03-25T00:00:00.000,117,DANGEROUS DRUGS,514.0,"CONTROLLED SUBSTANCE,SALE 2",COMPLETED,FELONY,BRONX,STREET,N.Y. POLICE DEPT,0.0,NA,NA,1006557.0,239442.0,40.82386862,-73.919402547,"{'latitude': '40.82386862', 'longitude': '-73.919402547'}",PATROL BORO BRONX,,UNKNOWN,E,10929.0,50.0,5.0,42.0,27.0,,,,,,,,,
698991270,2009-10-04T00:00:00.000,02:00:00,6.0,2009-10-04T00:00:00.000,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,STREET,N.Y. POLICE DEPT,0.0,NA,NA,984232.0,206302.0,40.73293622,-74.000066396,"{'latitude': '40.73293622', 'longitude': '-74.000066396'}",PATROL BORO MAN SOUTH,18-24,WHITE,M,12077.0,57.0,4.0,10.0,3.0,,,,BLACK,M,,,,
421160773,2006-04-22T00:00:00.000,16:30:00,1.0,2006-04-22T00:00:00.000,124,KIDNAPPING & RELATED OFFENSES,183.0,"IMPRISONMENT 1,UNLAWFUL",COMPLETED,FELONY,MANHATTAN,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0.0,NA,NA,,,,,,PATROL BORO MAN SOUTH,65+,WHITE,F,,,,,,2006-04-22T00:00:00.000,17:59:00,INSIDE,,,,,,
750316008,2006-04-22T00:00:00.000,14:15:00,42.0,2006-04-22T00:00:00.000,105,ROBBERY,399.0,"ROBBERY,COMMERCIAL UNCLASSIFIED",ATTEMPTED,FELONY,BRONX,SMALL MERCHANT,N.Y. POLICE DEPT,0.0,NA,NA,,,,,,PATROL BORO BRONX,,UNKNOWN,M,,,,,,,,INSIDE,BLACK,M,,,,
867234129,2009-12-18T00:00:00.000,14:05:00,48.0,2009-12-18T00:00:00.000,358,OFFENSES INVOLVING FRAUD,705.0,"FORGERY,ETC.-MISD.",COMPLETED,MISDEMEANOR,BRONX,STREET,N.Y. POLICE DEPT,0.0,NA,NA,1014658.0,247117.0,40.844910096,-73.89009752,"{'latitude': '40.844910096', 'longitude': '-73.89009752'}",PATROL BORO BRONX,,UNKNOWN,E,10935.0,35.0,5.0,43.0,31.0,,,,,,,,,
565987645,2009-03-15T00:00:00.000,13:00:00,113.0,2009-03-25T00:00:00.000,113,FORGERY,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,QUEENS,BANK,N.Y. POLICE DEPT,0.0,NA,NA,1041529.0,189746.0,40.687308587,-73.793466566,"{'latitude': '40.687308587', 'longitude': '-73.793466566'}",PATROL BORO QUEENS SOUTH,18-24,BLACK,F,24668.0,41.0,3.0,46.0,71.0,,,INSIDE,UNKNOWN,M,,,,
203257072,2006-03-08T00:00:00.000,18:30:00,52.0,2006-03-09T00:00:00.000,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BRONX,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0.0,NA,NA,,,,,,PATROL BORO BRONX,25-44,WHITE HISPANIC,F,,,,,,,,INSIDE,WHITE HISPANIC,M,25-44,,,
314103470,2010-09-03T00:00:00.000,01:55:00,52.0,2010-09-03T00:00:00.000,348,VEHICLE AND TRAFFIC LAWS,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",COMPLETED,MISDEMEANOR,BRONX,STREET,N.Y. POLICE DEPT,0.0,NA,NA,1012469.0,253491.0,40.862412087,-73.897982408,"{'latitude': '40.862412087', 'longitude': '-73.897982408'}",PATROL BORO BRONX,,UNKNOWN,E,11606.0,24.0,5.0,29.0,34.0,,,,,,,,,
651444479,2006-04-25T00:00:00.000,20:25:00,44.0,2006-04-25T00:00:00.000,348,VEHICLE AND TRAFFIC LAWS,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",COMPLETED,MISDEMEANOR,BRONX,STREET,N.Y. POLICE DEPT,0.0,NA,NA,,,,,,PATROL BORO BRONX,,UNKNOWN,E,,,,,,,,,,,,,,
907489220,2009-02-25T00:00:00.000,21:40:00,75.0,2009-02-25T00:00:00.000,235,DANGEROUS DRUGS,567.0,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,BROOKLYN,STREET,N.Y. POLICE DEPT,0.0,NA,NA,1015804.0,177113.0,40.652762942,-73.886283976,"{'latitude': '40.652762942', 'longitude': '-73.886283976'}",PATROL BORO BKLYN NORTH,,UNKNOWN,E,17214.0,45.0,2.0,25.0,47.0,,,,,,,,,
