,nyc_cooling_tower,bin,address,borough,zip,intended_use,make,model,serial_number,cooling_capacity,cooling_capacity_1,date_registered,latitude,longitude,deleted,location_1,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,date_commissioned,community_board,council_district,census_tract,bbl,nta
0,1000002213,1083138,12 WEST 12TH,MANHATTAN,10011,NULL,MARLEY,495K,AQ-10052677-A1,1700000.0,CFM,2015-08-30T00:00:00.000,40.734548,-73.995219,No,"{'latitude': '40.734548', 'longitude': '-73.995219'}",12074.0,57,4,10,3,,,,,,
1,1000002313,3329443,250 LIVINGSTON,BROOKLYN,11201,NULL,NULL,AT-29-921,MOO5126,9000000.0,,2015-08-31T00:00:00.000,40.688759,-73.984531,No,"{'latitude': '40.688759', 'longitude': '-73.984531'}",16865.0,68,2,38,54,,,,,,
2,1000002842,4530083,93-40 SUTPHIN,QUEENS,11435,AIR CONDITIONING,EVAPCO,LSWA-232D,T020175,450.0,REFRIGERATION TONS,2015-09-01T00:00:00.000,40.698463,-73.810633,No,"{'latitude': '40.698463', 'longitude': '-73.810633'}",24670.0,41,3,6,61,2003-12-01T00:00:00.000,,,,,
3,1000003533,1069590,151 W 54TH,MANHATTAN,10019,NULL,EVAPCO,AT 8-186,870308 RH,500.0,REFRIGERATION TONS,2015-09-04T00:00:00.000,40.763413,-73.98042,No,"{'latitude': '40.763413', 'longitude': '-73.98042'}",12081.0,11,4,51,10,,,,,,
4,1000003662,3137311,953 10TH AVE,BROOKLYN,11219,NULL,MARLEY,D24681 90 3345,A0-10040454,200.0,REFRIGERATION TONS,2015-09-04T00:00:00.000,40.63959,-73.999312,No,"{'latitude': '40.63959', 'longitude': '-73.999312'}",17621.0,2,2,7,39,2005-01-01T00:00:00.000,,,,,
5,1000004036,1000821,55 BROAD,MANHATTAN,10004,NULL,MARLEY,2-650CS,12-210-66,20796000.0,BTU/HR,2015-09-09T00:00:00.000,40.705277,-74.011047,No,"{'latitude': '40.705277', 'longitude': '-74.011047'}",11726.0,56,4,32,1,1967-02-01T00:00:00.000,,,,,
6,1000004492,1087496,545 WEST 25TH,MANHATTAN,10001,NULL,EVAPCO,LSWA-P182B-2,6-295256,3850000.0,BTU/HR,2015-09-14T00:00:00.000,40.749935,-74.004941,No,"{'latitude': '40.749935', 'longitude': '-74.004941'}",11722.0,12,4,10,6,2006-08-01T00:00:00.000,,,,,
7,1000020319,1005388,180 ORCHARD/ALSO 171 LUDLOW STREET,MANHATTAN,10002,NULL,BALTIMORE AIRCOIL COMPANY (BAC),FXV-1218C-24T-L,U136619113-01-01,,,2016-10-12T00:00:00.000,40.721757,-73.98816,No,"{'latitude': '40.721757', 'longitude': '-73.98816'}",11723.0,70,4,32,4,,,,,,
8,1000000709,4530083,93-40 SUTPHIN,QUEENS,11435,NULL,NULL,,T020174,5400000.0,,2015-08-20T00:00:00.000,40.698463,-73.810633,No,"{'latitude': '40.698463', 'longitude': '-73.810633'}",24670.0,41,3,6,61,,,,,,
9,1000001361,3335182,25 WASHINGTON AVE,BROOKLYN,11205,AIR CONDITIONING,MARLEY,NC8405QAN28GF,nc-10064465-a1,800.0,,2015-08-26T00:00:00.000,40.698249,-73.967936,No,"{'latitude': '40.698249', 'longitude': '-73.967936'}",17613.0,68,2,38,55,2013-10-18T00:00:00.000,,,,,
10,1000000799,2097550,1400 PELHAM PARKWAY SOUTH,BRONX,10461,AIR CONDITIONING,MARLEY,NC8303G25G,NC804813-A1,500.0,,2015-08-21T00:00:00.000,40.856351,-73.846592,No,"{'latitude': '40.856351', 'longitude': '-73.846592'}",11270.0,59,5,12,32,2005-10-11T00:00:00.000,11.0,13.0,296.0,2042050001.0,Pelham Parkway                                                             
11,1000001242,1038577,919 THIRD AVE,MANHATTAN,10022,BASE BUILDING HVAC,MARLEY,760,Main_System,5400.0,BTU/HR,2015-08-25T00:00:00.000,40.758963,-73.967589,No,"{'latitude': '40.758963', 'longitude': '-73.967589'}",12419.0,71,4,51,9,1969-01-01T00:00:00.000,6.0,4.0,108.0,1013290001.0,Turtle Bay-East Midtown                                                    
12,1000000088,5151735,26 CENTRAL AVENUE,STATEN ISLAND,10301,NULL,BALTIMORE AIRCOIL COMPANY (BAC),NULL,U108311501,,REFRIGERATION TONS,2015-08-12T00:00:00.000,40.640659,-74.077196,No,"{'latitude': '40.640659', 'longitude': '-74.077196'}",10369.0,4,1,13,74,,1.0,49.0,3.0,5000060021.0,West New Brighton-New Brighton-St. George                                  
13,1000001018,1081243,420 EAST 76 STREET,MANHATTAN,10021,NULL,MARLEY,NULL,NC-808277-A1,350.0,REFRIGERATION TONS,2015-08-24T00:00:00.000,40.769663,-73.952991,No,"{'latitude': '40.769663', 'longitude': '-73.952991'}",12083.0,23,4,1,11,,8.0,5.0,132.0,1014700033.0,Lenox Hill-Roosevelt Island                                                
14,1000000777,3397430,2601 OCEAN PARKWAY,BROOKLYN,11235,AIR CONDITIONING,MARLEY,4821,71896-1/B22148A/4821,240000.0,BTU/HR,2015-08-21T00:00:00.000,40.586652,-73.966168,No,"{'latitude': '40.586652', 'longitude': '-73.966168'}",13826.0,21,2,45,35,2016-08-04T00:00:00.000,13.0,48.0,370.0,3072390001.0,Brighton Beach                                                             
15,1000000484,3397443,236 LIVINGSTON ST,BROOKLYN,11201,NULL,BALTIMORE AIRCOIL COMPANY (BAC),VTO-102/LX,U083002401,135000000.0,BTU/HR,2015-08-19T00:00:00.000,40.688956,-73.984967,No,"{'latitude': '40.688956', 'longitude': '-73.984967'}",16865.0,68,2,38,54,2008-02-28T00:00:00.000,2.0,33.0,37.0,3001657501.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
16,1000000169,1051485,1425 MADISON AVENUE,MANHATTAN,10029,NULL,MARLEY,NC9055CS,60963-NC9055CS-94,4500.0,REFRIGERATION TONS,2015-08-15T00:00:00.000,40.788516,-73.952216,No,"{'latitude': '40.788516', 'longitude': '-73.952216'}",12426.0,7,4,35,14,,11.0,8.0,168.0,1016040023.0,East Harlem South                                                          
17,1000000962,1080710,1170 BROADWAY,MANHATTAN,10001,,BALTIMORE AIRCOIL COMPANY (BAC),FXV - 442,U110501901-01,2249100.0,BTU/HR,2015-08-21T00:00:00.000,40.744903,-73.988488,No,"{'latitude': '40.744903', 'longitude': '-73.988488'}",11722.0,11,4,50,7,2011-09-09T00:00:00.000,5.0,2.0,58.0,1008290050.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
18,1000000122,1024795,750 7TH AVENUE,MANHATTAN,10019,NULL,BALTIMORE AIRCOIL COMPANY (BAC),3868-3CS,88401174,21600000.0,REFRIGERATION TONS,2015-08-14T00:00:00.000,40.760885,-73.983911,No,"{'latitude': '40.760885', 'longitude': '-73.983911'}",12081.0,11,4,51,10,,5.0,4.0,125.0,1010210026.0,Midtown-Midtown South                                                      
19,1000000607,2086830,3880 SEDGWICK AVE,BRONX,10463,NULL,OTHER,GPTC75A,TWD03100,1125000.0,REFRIGERATION TONS,2015-08-20T00:00:00.000,40.882409,-73.893929,No,"{'latitude': '40.882409', 'longitude': '-73.893929'}",11272.0,48,5,40,33,,8.0,11.0,409.0,2032460076.0,Van Cortlandt Village                                                      
20,1000000464,1015265,1407 BROADWAY,MANHATTAN,10018,CONDENSATE WATER,BALTIMORE AIRCOIL COMPANY (BAC),15282,U54091501,3384000.0,,2015-08-19T00:00:00.000,40.753392,-73.987566,No,"{'latitude': '40.753392', 'longitude': '-73.987566'}",12080.0,11,4,10,8,2005-10-01T00:00:00.000,5.0,3.0,113.0,1008140015.0,Midtown-Midtown South                                                      
21,1000001058,1023163,1335 AVENUE OF THE AMERICAS,MANHATTAN,10019,NULL,MARLEY,NULL,458-1-144,30000.0,,2015-08-24T00:00:00.000,40.762444,-73.979713,No,"{'latitude': '40.762444', 'longitude': '-73.979713'}",12081.0,11,4,51,10,,5.0,4.0,131.0,1010067502.0,Midtown-Midtown South                                                      
22,1000001129,1012154,95 HORATIO STREET,MANHATTAN,10014,AIR CONDITIONING,BAC,FXV23831M,V123314402-02,375.0,,2015-08-24T00:00:00.000,40.73906,-74.008837,No,"{'latitude': '40.73906', 'longitude': '-74.008837'}",12077.0,57,4,10,3,2013-04-25T00:00:00.000,2.0,3.0,79.0,1006430001.0,West Village                                                               
23,1000000448,1035454,444 MADISON AVENUE,MANHATTAN,10022,AIR CONDITIONING,MARLEY,SPX,825997-A3MCW90174908,400.0,REFRIGERATION TONS,2015-08-19T00:00:00.000,40.75759,-73.976105,No,"{'latitude': '40.75759', 'longitude': '-73.976105'}",12419.0,11,4,51,10,2008-04-01T00:00:00.000,5.0,4.0,102.0,1012850015.0,Midtown-Midtown South                                                      
24,1000000776,1016884,241 FIFTH AVENUE,MANHATTAN,10016,NULL,NULL,MD5008NJCILCAF,10057686-a1,200.0,,2015-08-21T00:00:00.000,40.744211,-73.987243,No,"{'latitude': '40.744211', 'longitude': '-73.987243'}",12078.0,11,4,50,7,2012-08-03T00:00:00.000,5.0,2.0,56.0,1008577502.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
25,1000000323,2096863,09-09 HAZEN,BRONX,11370,NULL,MARLEY,90-3345,A405891JIT,1080000.0,BTU/HR,2015-08-18T00:00:00.000,40.789326,-73.875037,No,"{'latitude': '40.789326', 'longitude': '-73.875037'}",14781.0,39,5,4,72,2013-04-01T00:00:00.000,,,,,
26,1000001113,1024938,350 W 43RD ST,MANHATTAN,10036,NULL,BALTIMORE AIRCOIL COMPANY (BAC),FXV-444,U014241101,130.0,REFRIGERATION TONS,2015-08-24T00:00:00.000,40.758509,-73.99129,No,"{'latitude': '40.758509', 'longitude': '-73.99129'}",13094.0,12,4,10,8,,4.0,3.0,121.0,1010330109.0,Clinton                                                                    
27,1000000654,1055912,881 AMSTERDAM AVENUE,MANHATTAN,10025,NULL,EVAPCO,LSWE536K12-C,13-521165,100.0,REFRIGERATION TONS,2015-08-20T00:00:00.000,40.798622,-73.966443,No,"{'latitude': '40.798622', 'longitude': '-73.966443'}",12422.0,20,4,23,15,2015-03-01T00:00:00.000,7.0,7.0,189.0,1018550050.0,Upper West Side                                                            
28,1000001192,1001016,90 MAIDEN LANE,MANHATTAN,10005,NULL,EVAPCO,LSWA-58B,895153,1344.0,REFRIGERATION TONS,2015-08-24T00:00:00.000,40.70691,-74.007491,No,"{'latitude': '40.70691', 'longitude': '-74.007491'}",11726.0,56,4,32,1,1988-04-15T00:00:00.000,1.0,1.0,7.0,1000420036.0,Battery Park City-Lower Manhattan                                          
29,1000000595,2116700,2300 SOUTHERN BLVD,BRONX,10460,NULL,BALTIMORE AIRCOIL COMPANY (BAC),VTI-375PMCS,911008I2,400.0,REFRIGERATION TONS,2015-08-20T00:00:00.000,40.849995,-73.878301,No,"{'latitude': '40.849995', 'longitude': '-73.878301'}",11269.0,28,5,22,34,1992-05-01T00:00:00.000,6.0,15.0,334.0,2031200020.0,park-cemetery-etc-Bronx                                                    
30,1000001412,1001395,21 BARCLAY,MANHATTAN,10007,NULL,BALTIMORE AIRCOIL COMPANY (BAC),31056A/QX,U025392601,12000000.0,BTU/HR,2015-08-26T00:00:00.000,40.712518,-74.008747,No,"{'latitude': '40.712518', 'longitude': '-74.008747'}",10366.0,56,4,32,1,2003-05-01T00:00:00.000,,,,,
31,1000000845,2097550,1400 PELHAM PARKWAY SOUTH,BRONX,10461,NULL,EVAPCO,A719214,T012103,1500.0,,2015-08-21T00:00:00.000,40.856351,-73.846592,No,"{'latitude': '40.856351', 'longitude': '-73.846592'}",11270.0,59,5,12,32,2016-06-28T00:00:00.000,11.0,13.0,296.0,2042050001.0,Pelham Parkway                                                             
32,1000001171,1035355,521 FIFTH AVE,MANHATTAN,10017,NULL,EVAPCO,USS 224-818,Main_System,18000.0,BTU/HR,2015-08-24T00:00:00.000,40.754171,-73.97982,No,"{'latitude': '40.754171', 'longitude': '-73.97982'}",10360.0,11,4,51,8,,5.0,4.0,94.0,1012780001.0,Midtown-Midtown South                                                      
33,1000004570,1005388,180 ORCHARD/ALSO 171 LUDLOW STREET,MANHATTAN,10002,AIR CONDITIONING,BALTIMORE AIRCOIL COMPANY (BAC),FXV-1218C-24T-L,U136619107-01-01,3600000.0,,2015-09-14T00:00:00.000,40.721757,-73.98816,No,"{'latitude': '40.721757', 'longitude': '-73.98816'}",11723.0,70,4,32,4,2015-10-15T00:00:00.000,,,,,
34,1000000983,1007825,160 VARICK STREET,MANHATTAN,10013,NULL,BALTIMORE AIRCOIL COMPANY (BAC),BAC,CTI#92-11-01,70.0,REFRIGERATION TONS,2015-08-21T00:00:00.000,40.726917,-74.005221,No,"{'latitude': '40.726917', 'longitude': '-74.005221'}",12076.0,57,4,10,1,1996-08-01T00:00:00.000,2.0,3.0,37.0,1005067501.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
35,1000000700,1082908,4 PENN PLAZA,MANHATTAN,10001,BASE BUILDING HVAC,MARLEY,NC8405S,10028584-B1,6228100.0,BTU/HR,2015-08-20T00:00:00.000,40.750495,-73.993395,No,"{'latitude': '40.750495', 'longitude': '-73.993395'}",10098.0,11,4,10,8,2012-11-16T00:00:00.000,5.0,3.0,101.0,1007810001.0,Midtown-Midtown South                                                      
36,1000000839,2097550,1400 PELHAM PARKWAY SOUTH,BRONX,10461,AIR CONDITIONING,BALTIMORE AIRCOIL COMPANY (BAC),3828A-2,J026199363,1500.0,,2015-08-21T00:00:00.000,40.856351,-73.846592,No,"{'latitude': '40.856351', 'longitude': '-73.846592'}",11270.0,59,5,12,32,2016-06-28T00:00:00.000,11.0,13.0,296.0,2042050001.0,Pelham Parkway                                                             
37,1000000107,1030994,11 RIVERSIDE DR,MANHATTAN,10023,NULL,BALTIMORE AIRCOIL COMPANY (BAC),NULL,unknown,27000000.0,,2015-08-14T00:00:00.000,40.781125,-73.984495,No,"{'latitude': '40.781125', 'longitude': '-73.984495'}",12420.0,20,4,19,12,,7.0,6.0,159.0,1011840031.0,Lincoln Square                                                             
38,1000000610,1056035,1111 AMSTERDAM AVE,MANHATTAN,10025,AIR CONDITIONING,BALTIMORE AIRCOIL COMPANY (BAC),3269-4CSY,90400918,3600.0,REFRIGERATION TONS,2015-08-20T00:00:00.000,40.805696,-73.96148,No,"{'latitude': '40.805696', 'longitude': '-73.96148'}",12424.0,37,4,23,17,1992-03-31T00:00:00.000,9.0,7.0,20101.0,1018670001.0,Morningside Heights                                                        
39,1000000470,1023449,881 SEVENTH AVENUE,MANHATTAN,10019,BASE BUILDING HVAC,BALTIMORE AIRCOIL COMPANY (BAC),VT1-750-QMAX,V00-2092901,12450000.0,REFRIGERATION TONS,2015-08-19T00:00:00.000,40.76501,-73.979921,No,"{'latitude': '40.76501', 'longitude': '-73.979921'}",12081.0,11,4,51,10,2001-09-07T00:00:00.000,5.0,4.0,137.0,1010090001.0,Midtown-Midtown South                                                      
40,1000000532,5000025,60 BAY ST,STATEN ISLAND,10301,CONDENSATE WATER,MARLEY,NCCLASS,NC-250485-A1,3000000.0,REFRIGERATION TONS,2015-08-20T00:00:00.000,40.640551,-74.076237,No,"{'latitude': '40.640551', 'longitude': '-74.076237'}",10369.0,4,1,13,74,2006-05-04T00:00:00.000,1.0,49.0,3.0,5000050051.0,West New Brighton-New Brighton-St. George                                  
41,1000001210,1001228,140 WEST ST,MANHATTAN,10007,NULL,MARLEY,NC7132SM,222-512,400.0,,2015-08-25T00:00:00.000,40.713803,-74.012935,No,"{'latitude': '40.713803', 'longitude': '-74.012935'}",11728.0,56,4,32,1,,1.0,1.0,21.0,1000847501.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
42,1000000214,1013043,111 8TH AVE,MANHATTAN,10011,NULL,BALTIMORE AIRCOIL COMPANY (BAC),1-33269-2,97418171,6456000.0,BTU/HR,2015-08-17T00:00:00.000,40.74136,-74.003208,No,"{'latitude': '40.74136', 'longitude': '-74.003208'}",12074.0,12,4,10,6,,4.0,3.0,83.0,1007390001.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
43,1000000661,1089439,250 WEST 55 STREET,MANHATTAN,10019,NULL,MARLEY,NC841VLN5CGF,"NC-1005039-A1,A2,A3,A4,A5",75000000.0,REFRIGERATION TONS,2015-08-20T00:00:00.000,40.764892,-73.983528,No,"{'latitude': '40.764892', 'longitude': '-73.983528'}",12081.0,11,4,10,10,2013-08-02T00:00:00.000,5.0,3.0,137.0,1010260055.0,Midtown-Midtown South                                                      
44,1000000727,4442431,82-50 164TH STREET,QUEENS,11432,AIR CONDITIONING,MARLEY,NC8305G2,NC-251386-A2,1000.0,,2015-08-20T00:00:00.000,40.717081,-73.80416,No,"{'latitude': '40.717081', 'longitude': '-73.80416'}",24340.0,25,3,24,65,2005-01-01T00:00:00.000,8.0,24.0,1267.0,4068580001.0,Pomonok-Flushing Heights-Hillcrest                                         
45,1000000964,1038570,909 3RD AVE,MANHATTAN,10022,NULL,EVAPCO,AT 19-311,9-372078,200.0,REFRIGERATION TONS,2015-08-21T00:00:00.000,40.758299,-73.967903,No,"{'latitude': '40.758299', 'longitude': '-73.967903'}",12419.0,71,4,51,9,2010-03-12T00:00:00.000,6.0,4.0,108.0,1013280001.0,Turtle Bay-East Midtown                                                    
46,1000001239,1036466,600 LEXINGTON AVE,MANHATTAN,10022,NULL,BALTIMORE AIRCOIL COMPANY (BAC),15425-2,Main_System,970.0,REFRIGERATION TONS,2015-08-25T00:00:00.000,40.758061,-73.971603,No,"{'latitude': '40.758061', 'longitude': '-73.971603'}",10100.0,11,4,51,10,,5.0,4.0,100.0,1013070014.0,Turtle Bay-East Midtown                                                    
47,1000000136,1035780,450 PARK AVE,MANHATTAN,10022,AIR CONDITIONING,MARLEY,NC SERIES,1-1095-470,1000.0,,2015-08-14T00:00:00.000,40.761495,-73.971328,No,"{'latitude': '40.761495', 'longitude': '-73.971328'}",12419.0,11,4,51,10,1973-02-07T00:00:00.000,5.0,4.0,11202.0,1012920037.0,Midtown-Midtown South                                                      
48,1000000858,1035377,350 MADISON AVE,MANHATTAN,10017,NULL,BALTIMORE AIRCOIL COMPANY (BAC),33707-2FW,U000618201,1400.0,REFRIGERATION TONS,2015-08-21T00:00:00.000,40.754698,-73.978408,No,"{'latitude': '40.754698', 'longitude': '-73.978408'}",12079.0,11,4,51,8,2000-11-01T00:00:00.000,5.0,4.0,94.0,1012790057.0,Midtown-Midtown South                                                      
49,1000000910,1053899,506 LENOX AVE,MANHATTAN,10037,BASE BUILDING HVAC,MARLEY,N/A,6310-1119,1850.0,REFRIGERATION TONS,2015-08-21T00:00:00.000,40.814124,-73.939767,No,"{'latitude': '40.814124', 'longitude': '-73.939767'}",13095.0,18,4,36,20,2016-08-04T00:00:00.000,10.0,9.0,212.0,1017330001.0,Central Harlem North-Polo Grounds                                          
50,1000000274,1034204,42 WEST 44TH STREET,MANHATTAN,10036,AIR CONDITIONING,BALTIMORE AIRCOIL COMPANY (BAC),YTO-116-MO,93100499,100.0,REFRIGERATION TONS,2015-08-18T00:00:00.000,40.755406,-73.982177,No,"{'latitude': '40.755406', 'longitude': '-73.982177'}",13094.0,11,4,51,8,2001-04-01T00:00:00.000,5.0,4.0,96.0,1012590014.0,Midtown-Midtown South                                                      
51,1000000370,1087137,1248 YORK AVE.,MANHATTAN,10065,NULL,NULL,310560,U084251 & U084514,15.2,,2015-08-19T00:00:00.000,40.762765,-73.954639,No,"{'latitude': '40.762765', 'longitude': '-73.954639'}",10090.0,23,4,1,11,2013-08-01T00:00:00.000,8.0,5.0,116.0,1014800010.0,Lenox Hill-Roosevelt Island                                                
52,1000001228,1045572,1250 FIRST AVENUE,MANHATTAN,10065,NULL,BALTIMORE AIRCOIL COMPANY (BAC),F1743-L,97123271,6000000.0,BTU/HR,2015-08-25T00:00:00.000,40.764795,-73.957803,No,"{'latitude': '40.764795', 'longitude': '-73.957803'}",10090.0,23,4,1,11,,8.0,5.0,116.0,1014620001.0,Lenox Hill-Roosevelt Island                                                
53,1000000418,1044023,207 EAST 74 STREET,MANHATTAN,10021,NULL,BALTIMORE AIRCOIL COMPANY (BAC),3358C,U107264101,,,2015-08-19T00:00:00.000,40.770927,-73.958724,No,"{'latitude': '40.770927', 'longitude': '-73.958724'}",12083.0,23,4,51,11,2011-12-22T00:00:00.000,8.0,4.0,134.0,1014290005.0,Lenox Hill-Roosevelt Island                                                
54,1000000922,1036205,245 PARK AVE,MANHATTAN,10167,AIR CONDITIONING,MARLEY,NC8132CM,94355-nc8132cm-1996,1000.0,REFRIGERATION TONS,2015-08-21T00:00:00.000,40.754626,-73.974723,No,"{'latitude': '40.754626', 'longitude': '-73.974723'}",10354.0,11,4,51,10,1996-11-07T00:00:00.000,5.0,4.0,92.0,1013010001.0,Turtle Bay-East Midtown                                                    
55,1000020958,2001501,470 E161,BRONX,10451,AIR CONDITIONING,BALTIMORE AIRCOIL COMPANY (BAC),FXT-136,U175167001-01-01,1632000.0,REFRIGERATION TONS,2017-05-03T00:00:00.000,40.823235,-73.911825,No,"{'latitude': '40.823235', 'longitude': '-73.911825'}",10929.0,34,5,43,25,2017-05-05T00:00:00.000,,,,,
56,1000001093,3347736,330 JAY STREET,BROOKLYN,11201,AIR CONDITIONING,BALTIMORE AIRCOIL COMPANY (BAC),33860FW,Uo13612604,15975000.0,REFRIGERATION TONS,2015-08-24T00:00:00.000,40.694603,-73.987696,No,"{'latitude': '40.694603', 'longitude': '-73.987696'}",16865.0,68,2,38,54,2002-06-10T00:00:00.000,2.0,33.0,11.0,3001407502.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
57,1000000575,4040898,102-10 DITMARS BLVD,QUEENS,11369,NULL,MARLEY,493B,238130,,,2015-08-20T00:00:00.000,40.768359,-73.868269,No,"{'latitude': '40.768359', 'longitude': '-73.868269'}",14511.0,65,3,21,73,,3.0,21.0,357.0,4016390001.0,East Elmhurst                                                              
58,1000000141,1083846,200 CENTRAL PARK WEST,MANHATTAN,10024,NULL,BALTIMORE AIRCOIL COMPANY (BAC),VT1-600,UO53804303,600.0,REFRIGERATION TONS,2015-08-14T00:00:00.000,40.781354,-73.97406,No,"{'latitude': '40.781354', 'longitude': '-73.97406'}",12421.0,20,4,19,12,,7.0,6.0,165.0,1011300001.0,Upper West Side                                                            
59,1000000321,1085502,300 VESEY ST,MANHATTAN,10282,NULL,MARLEY,NC9155CN,88705-NC9155CN-1996,8100.0,REFRIGERATION TONS,2015-08-18T00:00:00.000,40.714532,-74.016907,No,"{'latitude': '40.714532', 'longitude': '-74.016907'}",10368.0,56,4,32,1,1997-01-01T00:00:00.000,1.0,1.0,31703.0,1000160225.0,Battery Park City-Lower Manhattan                                          
60,1000000500,1081307,410 E 92ND ST,MANHATTAN,10128,NULL,EVAPCO,AT 19-48,4-119987,,REFRIGERATION TONS,2015-08-19T00:00:00.000,40.780208,-73.946119,No,"{'latitude': '40.780208', 'longitude': '-73.946119'}",10099.0,23,4,1,11,,8.0,5.0,152.0,1015717501.0,Yorkville                                                                  
61,1000001098,1087484,125 MAIDEN LANE,MANHATTAN,10038,NULL,MARLEY,NULL,MD10066512-A1 / MD5018RCD1LSBF,8221100.0,BTU/HR,2015-08-24T00:00:00.000,40.706598,-74.006258,No,"{'latitude': '40.706598', 'longitude': '-74.006258'}",13096.0,56,4,32,1,,1.0,1.0,1502.0,1000707501.0,Battery Park City-Lower Manhattan                                          
62,1000000565,1035434,12 EAST 49TH STREET,MANHATTAN,10017,NULL,BALTIMORE AIRCOIL COMPANY (BAC),3685-FWX,97401289,3000.0,,2015-08-20T00:00:00.000,40.757231,-73.977022,No,"{'latitude': '40.757231', 'longitude': '-73.977022'}",12079.0,11,4,51,10,2006-05-05T00:00:00.000,5.0,4.0,94.0,1012840007.0,Midtown-Midtown South                                                      
63,1000000814,1001877,66 LEONARD STREET,MANHATTAN,10013,NULL,BALTIMORE AIRCOIL COMPANY (BAC),15-201-2,USA000073101,60.0,REFRIGERATION TONS,2015-08-21T00:00:00.000,40.717349,-74.005649,No,"{'latitude': '40.717349', 'longitude': '-74.005649'}",12076.0,56,4,32,1,2000-09-20T00:00:00.000,1.0,1.0,33.0,1001737501.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
64,1000000645,1035393,45 EAST 45TH STREET,MANHATTAN,10017,AIR CONDITIONING,MARLEY,NC-214621-A1,NC8305F1CS,400.0,REFRIGERATION TONS,2015-08-20T00:00:00.000,40.754846,-73.977181,No,"{'latitude': '40.754846', 'longitude': '-73.977181'}",12079.0,11,4,51,10,2007-03-01T00:00:00.000,5.0,4.0,94.0,1012810021.0,Midtown-Midtown South                                                      
65,1000000760,1000875,100 WALL ST,MANHATTAN,10005,NULL,MARLEY,91160,1-1493-85,250.0,REFRIGERATION TONS,2015-08-21T00:00:00.000,40.705244,-74.006755,Yes,"{'latitude': '40.705244', 'longitude': '-74.006755'}",11726.0,56,4,32,1,,1.0,1.0,7.0,1000380001.0,Battery Park City-Lower Manhattan                                          
66,1000000363,1087130,1198 YORK AVENUE,MANHATTAN,10065,REFRIGERATION,BALTIMORE AIRCOIL COMPANY (BAC),F1843-MM,U002307701 ,0.7,REFRIGERATION TONS,2015-08-19T00:00:00.000,40.761772,-73.956938,No,"{'latitude': '40.761772', 'longitude': '-73.956938'}",10090.0,23,4,1,11,2000-10-19T00:00:00.000,8.0,5.0,116.0,1014800010.0,Lenox Hill-Roosevelt Island                                                
67,1000000851,1036461,575 LEXINGTON AVE,MANHATTAN,10022,NULL,MARLEY,NC8413SLN3SG,NC-10080232-A3,600.0,,2015-08-21T00:00:00.000,40.757209,-73.971272,No,"{'latitude': '40.757209', 'longitude': '-73.971272'}",12419.0,71,4,51,9,2013-12-14T00:00:00.000,6.0,4.0,100.0,1013060023.0,Turtle Bay-East Midtown                                                    
68,1000000257,1018162,387 PARK AVENUE SOUTH,MANHATTAN,10016,,EVAPCO,AT-210-924,13-524816,900.0,REFRIGERATION TONS,2015-08-18T00:00:00.000,40.74272,-73.983981,No,"{'latitude': '40.74272', 'longitude': '-73.983981'}",12078.0,11,4,50,7,,5.0,2.0,68.0,1008830001.0,Gramercy                                                                   
69,1000000742,1010378,345 HUDSON STREET,MANHATTAN,10014,NULL,MARLEY,MARLEY NC,24B693-A1-NC8306H1CS-04,500.0,REFRIGERATION TONS,2015-08-20T00:00:00.000,40.727746,-74.007858,No,"{'latitude': '40.727746', 'longitude': '-74.007858'}",12077.0,57,4,10,1,2008-05-01T00:00:00.000,2.0,3.0,37.0,1005980058.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
70,1000001075,1044756,353 EAST 68TH STREET,MANHATTAN,10065,NULL,BALTIMORE AIRCOIL COMPANY (BAC),VTO-166-OMJX,U002408201,8000000.0,BTU/HR,2015-08-24T00:00:00.000,40.765707,-73.958297,No,"{'latitude': '40.765707', 'longitude': '-73.958297'}",10090.0,23,4,1,11,,8.0,5.0,118.0,1014430020.0,Lenox Hill-Roosevelt Island                                                
71,1000000020,1006849,235 EAST 11TH STREET,MANHATTAN,10003,NULL,BALTIMORE AIRCOIL COMPANY (BAC),VTO 102L,V148042301-01-01,100.0,REFRIGERATION TONS,2015-08-11T00:00:00.000,40.730861,-73.986942,No,"{'latitude': '40.730861', 'longitude': '-73.986942'}",11724.0,70,4,50,5,,3.0,2.0,40.0,1004677501.0,East Village                                                               
