,nyc_cooling_tower,bin,address,borough,zip,intended_use,make,model,serial_number,cooling_capacity,cooling_capacity_1,date_registered,latitude,longitude,deleted,location_1,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,date_commissioned,community_board,council_district,census_tract,bbl,nta
429,1000000092,2097114,265 EAST 161ST STREET,BRONX,10451,AIR CONDITIONING,BALTIMORE AIRCOIL COMPANY (BAC),3648A-4,U024831703,,,2015-08-12T00:00:00.000,40.826509,-73.919127,No,"{'latitude': '40.826509', 'longitude': '-73.919127'}",10929.0,50,5,42,27,2005-05-02T00:00:00.000,4.0,16.0,18302.0,2024440001.0,East Concourse-Concourse Village                                           
430,1000000151,1046258,541 E 71ST ST,MANHATTAN,10021,AIR CONDITIONING,BALTIMORE AIRCOIL COMPANY (BAC),VXTN265CMR,87-101468,12000000.0,BTU/HR,2015-08-14T00:00:00.000,40.765559,-73.952189,No,"{'latitude': '40.765559', 'longitude': '-73.952189'}",12083.0,23,4,1,11,1990-12-15T00:00:00.000,8.0,5.0,124.0,1014830023.0,Lenox Hill-Roosevelt Island                                                
431,1000000459,2097375,985 ASTOR AVE,BRONX,10469,NULL,COOL WATER TECHNOLOGIES,RTA300B,82808,840.0,,2015-08-19T00:00:00.000,40.860374,-73.859255,No,"{'latitude': '40.860374', 'longitude': '-73.859255'}",11607.0,59,5,12,32,2008-07-01T00:00:00.000,11.0,13.0,324.0,2043600001.0,Bronxdale                                                                  
432,1000000309,4438605,89-36 VAN WYCK EXPRESSWAY,QUEENS,11418,AIR CONDITIONING,BALTIMORE AIRCOIL COMPANY (BAC),JE3568-2L,U000483401,1240.0,REFRIGERATION TONS,2015-08-18T00:00:00.000,40.700934,-73.816292,No,"{'latitude': '40.700934', 'longitude': '-73.816292'}",24014.0,46,3,28,60,2000-04-01T00:00:00.000,9.0,29.0,14202.0,4093640010.0,Richmond Hill                                                              
433,1000000126,4052689,69-70 GRAND CENTRAL PARKWAY,QUEENS,11375,NULL,MARLEY,V2BX136,AQ-10031667-A1 496K,111.0,,2015-08-14T00:00:00.000,40.724668,-73.838277,No,"{'latitude': '40.724668', 'longitude': '-73.838277'}",14786.0,40,3,28,70,,6.0,29.0,75702.0,4022450046.0,Forest Hills                                                               
434,1000000317,2002826,1040 GRANDCONCOURSE,BRONX,10456,NULL,MARLEY,NULL,1280351/B22154A/4853,90.0,,2015-08-18T00:00:00.000,40.831014,-73.919757,No,"{'latitude': '40.831014', 'longitude': '-73.919757'}",10934.0,50,5,42,27,,4.0,16.0,18102.0,2024620001.0,East Concourse-Concourse Village                                           
435,1000001000,1071457,399 PARK AVENUE,MANHATTAN,10022,NULL,MARLEY,MARLEY COUNTERFLOW,95-075,90000000.0,,2015-08-24T00:00:00.000,40.759005,-73.971527,No,"{'latitude': '40.759005', 'longitude': '-73.971527'}",12419.0,11,4,51,10,1995-01-01T00:00:00.000,5.0,4.0,100.0,1013087502.0,Turtle Bay-East Midtown                                                    
436,1000002624,1083745,407 WEST  42,MANHATTAN,10036,CONDENSATE WATER,EVAPCO,LSTA-10-182,940028,510.0,REFRIGERATION TONS,2015-09-01T00:00:00.000,40.758941,-73.993084,Yes,"{'latitude': '40.758941', 'longitude': '-73.993084'}",13094.0,12,4,10,6,1992-05-01T00:00:00.000,,,,,
437,1000001168,1038468,231 E 51ST STREET,MANHATTAN,10022,NULL,NULL,F1743-LMR,93100487,3750000.0,,2015-08-24T00:00:00.000,40.756093,-73.968879,No,"{'latitude': '40.756093', 'longitude': '-73.968879'}",12419.0,71,4,51,9,1993-02-01T00:00:00.000,6.0,4.0,98.0,1013250017.0,Turtle Bay-East Midtown                                                    
438,1000000360,1036219,511 LEXINGTON AVENUE,MANHATTAN,10017,NULL,EVAPCO,AT-19-58,"T000 401,2,3",150.0,REFRIGERATION TONS,2015-08-19T00:00:00.000,40.754889,-73.973027,No,"{'latitude': '40.754889', 'longitude': '-73.973027'}",12079.0,71,4,51,9,2000-01-01T00:00:00.000,6.0,4.0,92.0,1013020051.0,Turtle Bay-East Midtown                                                    
439,1000000782,4113182,35-15 PARSONS BLVD,QUEENS,11354,NULL,BALTIMORE AIRCOIL COMPANY (BAC),NULL,uo71403401,72.0,REFRIGERATION TONS,2015-08-21T00:00:00.000,40.765359,-73.823132,No,"{'latitude': '40.765359', 'longitude': '-73.823132'}",13832.0,22,3,3,67,,7.0,20.0,1163.0,4050030006.0,Murray Hill                                                                
440,1000000478,4003444,45-20 32ND PLACE,QUEENS,11101,AIR CONDITIONING,EVAPCO,ATW286-31-2,T010147,170080.0,,2015-08-19T00:00:00.000,40.744099,-73.93319,No,"{'latitude': '40.744099', 'longitude': '-73.93319'}",16858.0,53,3,33,66,2001-01-02T00:00:00.000,2.0,26.0,179.0,4002497501.0,Hunters Point-Sunnyside-West Maspeth                                       
441,1000001013,1035357,340 MADISON AVE,MANHATTAN,10173,NULL,BALTIMORE AIRCOIL COMPANY (BAC),3648A-3,u026099301,5810.0,BTU/HR,2015-08-24T00:00:00.000,40.753937,-73.978954,No,"{'latitude': '40.753937', 'longitude': '-73.978954'}",10360.0,11,4,51,8,2004-03-17T00:00:00.000,5.0,4.0,94.0,1012780014.0,Midtown-Midtown South                                                      
442,1000000260,1040762,645 MADISON AVE,MANHATTAN,10022,NULL,BALTIMORE AIRCOIL COMPANY (BAC),VT0-155-N,U123426501-01,250.0,REFRIGERATION TONS,2015-08-18T00:00:00.000,40.76398,-73.970836,No,"{'latitude': '40.76398', 'longitude': '-73.970836'}",12419.0,23,4,51,11,,8.0,4.0,11401.0,1013740049.0,Upper East Side-Carnegie Hill                                              
443,1000000642,1001232,217 BROADWAY,MANHATTAN,10007,BASE BUILDING HVAC,BALTIMORE AIRCOIL COMPANY (BAC),1425DW,USA00017180,5997600.0,REFRIGERATION TONS,2015-08-20T00:00:00.000,40.711747,-74.008852,No,"{'latitude': '40.711747', 'longitude': '-74.008852'}",11728.0,56,4,32,1,1999-01-01T00:00:00.000,1.0,1.0,21.0,1000880001.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
444,1000000422,1032498,101 WEST 91ST STREET,MANHATTAN,10024,NULL,BALTIMORE AIRCOIL COMPANY (BAC),15250-2,97400837,12000.0,,2015-08-19T00:00:00.000,40.79015,-73.970015,No,"{'latitude': '40.79015', 'longitude': '-73.970015'}",12422.0,20,4,19,15,1998-09-01T00:00:00.000,7.0,6.0,177.0,1012220029.0,Upper West Side                                                            
445,1000001141,4541714,4610 CENTER BOULEVARD,QUEENS,11109,NULL,BALTIMORE AIRCOIL COMPANY (BAC),LPT-549,13-541925,2250000.0,BTU/HR,2015-08-24T00:00:00.000,40.747341,-73.957056,No,"{'latitude': '40.747341', 'longitude': '-73.957056'}",16864.0,53,3,33,66,,2.0,26.0,1.0,4000210110.0,Hunters Point-Sunnyside-West Maspeth                                       
446,1000000683,1002934,75 VARICK ST,MANHATTAN,10013,NULL,MARLEY,NC8311BG-09,10003080-81,938.0,REFRIGERATION TONS,2015-08-20T00:00:00.000,40.723439,-74.006819,No,"{'latitude': '40.723439', 'longitude': '-74.006819'}",12076.0,57,4,32,1,2010-03-01T00:00:00.000,2.0,1.0,37.0,1002260001.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
447,1000000820,1042479,150 EAST 69TH STREET,MANHATTAN,10021,NULL,BALTIMORE AIRCOIL COMPANY (BAC),3427-3L,92401103,400.0,REFRIGERATION TONS,2015-08-21T00:00:00.000,40.767841,-73.963061,No,"{'latitude': '40.767841', 'longitude': '-73.963061'}",10090.0,23,4,51,11,1992-07-02T00:00:00.000,8.0,4.0,120.0,1014030033.0,Upper East Side-Carnegie Hill                                              
448,1000000968,1024895,888 7TH AVENUE,MANHATTAN,10019,AIR CONDITIONING,BALTIMORE AIRCOIL COMPANY (BAC),PT2-1212A-2N1,U082933201,400.0,REFRIGERATION TONS,2015-08-21T00:00:00.000,40.765361,-73.980881,No,"{'latitude': '40.765361', 'longitude': '-73.980881'}",12081.0,11,4,51,10,2008-02-01T00:00:00.000,5.0,4.0,137.0,1010280029.0,Midtown-Midtown South                                                      
449,1000000522,3398406,60 WATER ST,BROOKLYN,11201,NULL,BALTIMORE AIRCOIL COMPANY (BAC),FXV-1212C-24D-P,U147086501-01-01,267.0,REFRIGERATION TONS,2015-08-20T00:00:00.000,40.702952,-73.992076,No,"{'latitude': '40.702952', 'longitude': '-73.992076'}",16865.0,68,2,38,54,2014-11-01T00:00:00.000,2.0,33.0,21.0,3000367504.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
450,1000000703,1082908,4 PENN PLAZA,MANHATTAN,10001,BASE BUILDING HVAC,MARLEY,NC8405S,10028584-A1,6228100.0,BTU/HR,2015-08-20T00:00:00.000,40.750495,-73.993395,No,"{'latitude': '40.750495', 'longitude': '-73.993395'}",10098.0,11,4,10,8,2012-11-16T00:00:00.000,5.0,3.0,101.0,1007810001.0,Midtown-Midtown South                                                      
451,1000000848,1035405,250 PARK AVENUE,MANHATTAN,10177,NULL,MARLEY,NC8303FL,10003961-A2,250.0,,2015-08-21T00:00:00.000,40.755164,-73.976001,No,"{'latitude': '40.755164', 'longitude': '-73.976001'}",12079.0,11,4,51,10,2009-06-01T00:00:00.000,5.0,4.0,94.0,1012820034.0,Midtown-Midtown South                                                      
452,1000000669,1007238,524 BROADWAY,MANHATTAN,10012,NULL,BALTIMORE AIRCOIL COMPANY (BAC),15201WS,95401035,2400000.0,BTU/HR,2015-08-20T00:00:00.000,40.722693,-73.998467,No,"{'latitude': '40.722693', 'longitude': '-73.998467'}",12075.0,57,4,32,2,1995-01-01T00:00:00.000,2.0,1.0,45.0,1004830017.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
453,1000001183,2072372,3200 BAYCHESTER AVE,BRONX,10475,NULL,BALTIMORE AIRCOIL COMPANY (BAC),15325,J024722001,91560.0,CFM,2015-08-24T00:00:00.000,40.877233,-73.835436,No,"{'latitude': '40.877233', 'longitude': '-73.835436'}",12344.0,29,5,2,30,2002-12-01T00:00:00.000,12.0,12.0,46202.0,2052230001.0,Co-op City                                                                 
454,1000000979,2014382,2501 JEROME AVENUE,BRONX,10468,AIR CONDITIONING,BALTIMORE AIRCOIL COMPANY (BAC),FXV-422,V041247901,87100.0,BTU/HR,2015-08-21T00:00:00.000,40.864081,-73.900495,No,"{'latitude': '40.864081', 'longitude': '-73.900495'}",11606.0,24,5,29,34,2000-01-01T00:00:00.000,7.0,14.0,265.0,2032010056.0,Kingsbridge Heights                                                        
455,1000001002,4462481,8000 UTOPIA PKWY,QUEENS,11432,AIR CONDITIONING,BALTIMORE AIRCOIL COMPANY (BAC),VXT-165-J,U013092201,3088000.0,,2015-08-24T00:00:00.000,40.725601,-73.791694,No,"{'latitude': '40.725601', 'longitude': '-73.791694'}",24340.0,25,3,24,65,1980-02-05T00:00:00.000,8.0,24.0,1267.0,4070210001.0,Pomonok-Flushing Heights-Hillcrest                                         
456,1000000731,1083929,1901 1ST AVENUE,MANHATTAN,10029,AIR CONDITIONING,MARLEY,NC8312NL2B,817798,12250000.0,,2015-08-20T00:00:00.000,40.785054,-73.94496,No,"{'latitude': '40.785054', 'longitude': '-73.94496'}",12426.0,7,4,35,14,2007-11-17T00:00:00.000,11.0,8.0,15602.0,1016690001.0,East Harlem South                                                          
457,1000000833,3395986,85 SMITH STREET,BROOKLYN,11201,NULL,BALTIMORE AIRCOIL COMPANY (BAC),VFL03632M,u065610501,120.0,REFRIGERATION TONS,2015-08-21T00:00:00.000,40.688887,-73.988689,No,"{'latitude': '40.688887', 'longitude': '-73.988689'}",16865.0,68,2,38,54,,2.0,33.0,43.0,3001767501.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
458,1000000898,1034522,1330 AVENUE OF THE AMERICAS,MANHATTAN,10019,AIR CONDITIONING,MARLEY,NC2211-CS,14513-0003-99,225.0,REFRIGERATION TONS,2015-08-21T00:00:00.000,40.761966,-73.978475,No,"{'latitude': '40.761966', 'longitude': '-73.978475'}",12081.0,11,4,51,10,1995-01-01T00:00:00.000,5.0,4.0,104.0,1012690001.0,Midtown-Midtown South                                                      
459,1000001109,1036205,245 PARK AVE,MANHATTAN,10167,AIR CONDITIONING,BALTIMORE AIRCOIL COMPANY (BAC),CT 1 - VT1-340-QM,"U025039501, U025039502, U025039503, U025039504",1452.0,REFRIGERATION TONS,2015-08-24T00:00:00.000,40.754626,-73.974723,No,"{'latitude': '40.754626', 'longitude': '-73.974723'}",10354.0,11,4,51,10,2012-01-23T00:00:00.000,5.0,4.0,92.0,1013010001.0,Turtle Bay-East Midtown                                                    
460,1000001147,1008212,632 BROADWAY,MANHATTAN,10012,BASE BUILDING HVAC,BALTIMORE AIRCOIL COMPANY (BAC),VTO-041J,U110267301,41.0,,2015-08-24T00:00:00.000,40.72602,-73.995692,No,"{'latitude': '40.72602', 'longitude': '-73.995692'}",12075.0,57,4,32,5,2015-01-01T00:00:00.000,2.0,1.0,5502.0,1005220010.0,West Village                                                               
461,1000001126,1036176,140 EAST 45TH STREET,MANHATTAN,10017,NULL,MARLEY,NC CLASS,Cell #!:  NC-250548-A1 NC-8311H2BGK-05,24000000.0,BTU/HR,2015-08-24T00:00:00.000,40.752748,-73.9741,No,"{'latitude': '40.752748', 'longitude': '-73.9741'}",12079.0,71,4,51,9,,6.0,4.0,92.0,1012990027.0,Turtle Bay-East Midtown                                                    
462,1000000393,1088703,515 W.120TH STREET,MANHATTAN,10027,NULL,BALTIMORE AIRCOIL COMPANY (BAC),3872A-3/X,U038267001,50.0,,2015-08-19T00:00:00.000,40.810356,-73.960531,No,"{'latitude': '40.810356', 'longitude': '-73.960531'}",12424.0,37,4,23,17,2004-04-01T00:00:00.000,9.0,7.0,203.0,1019750001.0,Morningside Heights                                                        
463,1000000536,1038517,875 3RD AVE,MANHATTAN,10022,AIR CONDITIONING,MARLEY,HC8818,8818-1-217-81,2000.0,REFRIGERATION TONS,2015-08-20T00:00:00.000,40.757218,-73.969196,No,"{'latitude': '40.757218', 'longitude': '-73.969196'}",12419.0,71,4,51,9,1982-01-01T00:00:00.000,6.0,4.0,98.0,1013260001.0,Turtle Bay-East Midtown                                                    
464,1000001196,5037085,140 MEISNER AVENUE,STATEN ISLAND,10306,AIR CONDITIONING,BALTIMORE AIRCOIL COMPANY (BAC),15219-0,U02609350,200.0,REFRIGERATION TONS,2015-08-25T00:00:00.000,40.579446,-74.130289,No,"{'latitude': '40.579446', 'longitude': '-74.130289'}",10693.0,30,1,14,76,2007-11-05T00:00:00.000,2.0,50.0,279.0,5022500370.0,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   
465,1000000931,1016047,452 5TH AVE,MANHATTAN,10018,NULL,MARLEY,MD,MD5008QLF3LCAKMD-10049795-A3 2012,250.0,REFRIGERATION TONS,2015-08-21T00:00:00.000,40.75205,-73.982477,No,"{'latitude': '40.75205', 'longitude': '-73.982477'}",12080.0,11,4,51,8,2012-10-17T00:00:00.000,5.0,4.0,84.0,1008410049.0,Midtown-Midtown South                                                      
466,1000000765,1045285,1133 YORK AVENUE,MANHATTAN,10065,NULL,MARLEY,NC8407QCN3SMF,10075329-A1,4320000.0,BTU/HR,2015-08-21T00:00:00.000,40.760239,-73.959004,No,"{'latitude': '40.760239', 'longitude': '-73.959004'}",10090.0,23,4,1,11,,8.0,5.0,10602.0,1014560021.0,Lenox Hill-Roosevelt Island                                                
467,1000000549,1035347,6 EAST 43RD STREET,MANHATTAN,10017,NULL,EVAPCO,A+8-189,906651,260.0,REFRIGERATION TONS,2015-08-20T00:00:00.000,40.753507,-73.979798,No,"{'latitude': '40.753507', 'longitude': '-73.979798'}",12079.0,11,4,51,8,,5.0,4.0,94.0,1012770008.0,Midtown-Midtown South                                                      
468,1000000647,1087284,425 EAST 67TH STREET,MANHATTAN,10065,,MARLEY,NC9152CN,105053-005-96,18000000.0,BTU/HR,2015-08-20T00:00:00.000,40.764375,-73.9568,No,"{'latitude': '40.764375', 'longitude': '-73.9568'}",10090.0,23,4,1,11,,8.0,5.0,116.0,1014620005.0,Lenox Hill-Roosevelt Island                                                
469,1000000555,1081213,10 E 71ST ST,MANHATTAN,10021,NULL,BALTIMORE AIRCOIL COMPANY (BAC),15325LDK,U000434401,325.0,REFRIGERATION TONS,2015-08-20T00:00:00.000,40.771218,-73.967186,No,"{'latitude': '40.771218', 'longitude': '-73.967186'}",12083.0,23,4,51,11,2000-01-03T00:00:00.000,8.0,4.0,130.0,1013850001.0,Upper East Side-Carnegie Hill                                              
470,1000001035,2119099,700 EXTERIOR ST,BRONX,10451,NULL,BALTIMORE AIRCOIL COMPANY (BAC),3501C-2,U082592302,1002.0,REFRIGERATION TONS,2015-08-24T00:00:00.000,40.824019,-73.930045,No,"{'latitude': '40.824019', 'longitude': '-73.930045'}",10929.0,50,5,35,27,2009-01-01T00:00:00.000,4.0,8.0,63.0,2023570045.0,West Concourse                                                             
471,1000000206,4454650,17-85 215 ST,QUEENS,11360,NULL,BALTIMORE AIRCOIL COMPANY (BAC),15425-2,UO64714201,1900.0,,2015-08-17T00:00:00.000,40.785266,-73.775633,No,"{'latitude': '40.785266', 'longitude': '-73.775633'}",14195.0,22,3,20,67,,7.0,19.0,99703.0,4059380003.0,Ft. Totten-Bay Terrace-Clearview                                           
472,1000000049,1001670,31 CHAMBERS STREET,MANHATTAN,10007,NULL,NULL,VX-40-CSR,U002009903,,,2015-08-12T00:00:00.000,40.713594,-74.004242,No,"{'latitude': '40.713594', 'longitude': '-74.004242'}",11728.0,56,4,32,2,,1.0,1.0,31.0,1001530024.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
473,1000000051,1001670,31 CHAMBERS STREET,MANHATTAN,10007,NULL,NULL,F1843,U002009901,,,2015-08-12T00:00:00.000,40.713594,-74.004242,No,"{'latitude': '40.713594', 'longitude': '-74.004242'}",11728.0,56,4,32,2,,1.0,1.0,31.0,1001530024.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
474,1000000183,1080922,460 WEST 41ST STREET,MANHATTAN,10018,NULL,MARLEY,NC8301D-3BG,813457-A1,6615000.0,BTU/HR,2015-08-17T00:00:00.000,40.758468,-73.995798,No,"{'latitude': '40.758468', 'longitude': '-73.995798'}",12080.0,12,4,10,6,,4.0,3.0,115.0,1010500001.0,Clinton                                                                    
475,1000000358,1089377,135 EAST 79TH STREET,MANHATTAN,10075,NULL,BALTIMORE AIRCOIL COMPANY (BAC),FXV-1212C-36D-L,U124005409-0101,78750.0,CFM,2015-08-19T00:00:00.000,40.775363,-73.959129,No,"{'latitude': '40.775363', 'longitude': '-73.959129'}",10092.0,23,4,51,11,,8.0,4.0,140.0,1015087501.0,Upper East Side-Carnegie Hill                                              
476,1000000063,4000698,25-10 COURT SQUARE,QUEENS,11101,NULL,BALTIMORE AIRCOIL COMPANY (BAC),,VXT120CMR,,,2015-08-12T00:00:00.000,40.746007,-73.943177,No,"{'latitude': '40.746007', 'longitude': '-73.943177'}",16858.0,53,3,33,66,,2.0,26.0,19.0,4000830001.0,Hunters Point-Sunnyside-West Maspeth                                       
477,1000001068,1018063,315 PARK AVENUE SOUTH,MANHATTAN,10010,NULL,MARLEY,NC8306,NCS241354-A1/A2,1100.0,REFRIGERATION TONS,2015-08-24T00:00:00.000,40.740514,-73.985634,No,"{'latitude': '40.740514', 'longitude': '-73.985634'}",12073.0,11,4,50,7,,5.0,2.0,68.0,1008790081.0,Gramercy                                                                   
478,1000000199,1000820,50 BROAD STREET,MANHATTAN,10004,AIR CONDITIONING,MARLEY,NC8306,775,350.0,REFRIGERATION TONS,2015-08-17T00:00:00.000,40.705416,-74.011972,No,"{'latitude': '40.705416', 'longitude': '-74.011972'}",11725.0,56,4,32,1,1965-05-01T00:00:00.000,1.0,1.0,9.0,1000240036.0,Battery Park City-Lower Manhattan                                          
479,1000000926,1036452,125 EAST 50TH STREET,MANHATTAN,10022,NULL,EVAPCO,NULL,983841 / 983842,250.0,REFRIGERATION TONS,2015-08-21T00:00:00.000,40.756596,-73.971987,No,"{'latitude': '40.756596', 'longitude': '-73.971987'}",12419.0,71,4,51,9,,6.0,4.0,100.0,1013050020.0,Turtle Bay-East Midtown                                                    
480,1000000374,4539949,43-10 CRESCENT ST.,QUEENS,11101,NULL,EVAPCO,NULL,11-464455,7793.0,,2015-08-19T00:00:00.000,40.748721,-73.942825,No,"{'latitude': '40.748721', 'longitude': '-73.942825'}",16858.0,53,3,33,66,,2.0,26.0,19.0,4004350013.0,Hunters Point-Sunnyside-West Maspeth                                       
481,1000000082,1003704,197 EAST BROADWAY,MANHATTAN,10002,NULL,EVAPCO,NULL,12-485680,37800.0,CFM,2015-08-12T00:00:00.000,40.713981,-73.988352,No,"{'latitude': '40.713981', 'longitude': '-73.988352'}",11723.0,70,4,32,4,,3.0,1.0,6.0,1002850029.0,Lower East Side                                                            
482,1000000718,1016213,260 PARK AVENUE SOUTH,MANHATTAN,10010,AIR CONDITIONING,BALTIMORE AIRCOIL COMPANY (BAC),VT1-N346,U040789701 & U040789702,700.0,REFRIGERATION TONS,2015-08-20T00:00:00.000,40.738859,-73.987745,No,"{'latitude': '40.738859', 'longitude': '-73.987745'}",12073.0,11,4,50,7,2004-01-03T00:00:00.000,5.0,2.0,52.0,1008497504.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
483,1000000229,1022549,660 1ST AVE,MANHATTAN,10016,NULL,BALTIMORE AIRCOIL COMPANY (BAC),NULL,85-7760,150.0,,2015-08-17T00:00:00.000,40.74596,-73.971468,No,"{'latitude': '40.74596', 'longitude': '-73.971468'}",12078.0,71,4,51,9,,6.0,4.0,8601.0,1009690005.0,Turtle Bay-East Midtown                                                    
484,1000000864,1083796,636 11TH AVENUE,MANHATTAN,10036,BASE BUILDING HVAC,EVAPCO,ATW207C,T000385,126000.0,REFRIGERATION TONS,2015-08-21T00:00:00.000,40.763395,-73.995563,No,"{'latitude': '40.763395', 'longitude': '-73.995563'}",13094.0,12,4,10,10,2000-07-10T00:00:00.000,4.0,3.0,129.0,1010750001.0,Clinton                                                                    
485,1000000391,1036144,101 PARK AVE,MANHATTAN,10178,NULL,EVAPCO,AT 424-724,8-331990,1600.0,,2015-08-19T00:00:00.000,40.750874,-73.977756,No,"{'latitude': '40.750874', 'longitude': '-73.977756'}",12079.0,11,4,51,8,2008-10-03T00:00:00.000,5.0,4.0,80.0,1012950001.0,Murray Hill-Kips Bay                                                       
486,1000000033,1081128,11 WEST 53 STREET,MANHATTAN,10019,NULL,BALTIMORE AIRCOIL COMPANY (BAC),VTI-800-RM,25930200,158600.0,CFM,2015-08-12T00:00:00.000,40.761276,-73.976742,No,"{'latitude': '40.761276', 'longitude': '-73.976742'}",12081.0,11,4,51,10,,5.0,4.0,104.0,1012690020.0,Midtown-Midtown South                                                      
487,1000000569,1087313,417 EAST 68TH STREET,MANHATTAN,10065,,BALTIMORE AIRCOIL COMPANY (BAC),31328A,U037112501,14604000.0,,2015-08-20T00:00:00.000,40.765061,-73.956579,No,"{'latitude': '40.765061', 'longitude': '-73.956579'}",10090.0,23,4,1,11,,8.0,5.0,116.0,1014637501.0,Lenox Hill-Roosevelt Island                                                
488,1000000184,1085498,810 8 AVENUE,MANHATTAN,10019,NULL,EVAPCO,LSTA 10-125,971613,1200.0,REFRIGERATION TONS,2015-08-17T00:00:00.000,40.761909,-73.985785,No,"{'latitude': '40.761909', 'longitude': '-73.985785'}",12081.0,11,4,10,10,1997-12-16T00:00:00.000,5.0,3.0,125.0,1010210001.0,Midtown-Midtown South                                                      
489,1000000496,1007238,524 BROADWAY,MANHATTAN,10012,AIR CONDITIONING,BALTIMORE AIRCOIL COMPANY (BAC),VFL-036-31M,U150611504-01-01,29340.0,CFM,2015-08-19T00:00:00.000,40.722693,-73.998467,No,"{'latitude': '40.722693', 'longitude': '-73.998467'}",12075.0,57,4,32,2,2015-03-10T00:00:00.000,2.0,1.0,45.0,1004830017.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
490,1000000913,1016045,11 WEST 39 STREET,MANHATTAN,10018,NULL,MARLEY,NC CLASS,NC807123-A4 NC8311J4BG,1000.0,REFRIGERATION TONS,2015-08-21T00:00:00.000,40.752157,-73.983069,No,"{'latitude': '40.752157', 'longitude': '-73.983069'}",12080.0,11,4,51,8,2008-08-01T00:00:00.000,5.0,4.0,84.0,1008410031.0,Midtown-Midtown South                                                      
491,1000000746,3048341,760 BROADWAY,BROOKLYN,11206,AIR CONDITIONING,BALTIMORE AIRCOIL COMPANY (BAC),1-33935-PM-2,"99402711, 99402721 and 99402731",6000.0,BTU/HR,2015-08-20T00:00:00.000,40.699488,-73.942766,No,"{'latitude': '40.699488', 'longitude': '-73.942766'}",17213.0,69,2,49,51,2016-08-10T00:00:00.000,3.0,36.0,28501.0,3017230001.0,Bushwick South                                                             
492,1000000729,1083929,1901 1ST AVENUE,MANHATTAN,10029,AIR CONDITIONING,BALTIMORE AIRCOIL COMPANY (BAC),VXT-45-CM,uo65822101,675000.0,REFRIGERATION TONS,2015-08-20T00:00:00.000,40.785054,-73.94496,No,"{'latitude': '40.785054', 'longitude': '-73.94496'}",12426.0,7,4,35,14,2006-07-15T00:00:00.000,11.0,8.0,15602.0,1016690001.0,East Harlem South                                                          
493,1000001030,3014856,150 55,BROOKLYN,11220,NULL,EVAPCO,LSTE-429,15-721495,100.0,REFRIGERATION TONS,2015-08-24T00:00:00.000,40.646672,-74.021221,No,"{'latitude': '40.646672', 'longitude': '-74.021221'}",18180.0,9,2,7,45,,,,,,
494,1000000707,1040886,5 EAST 62 STREET,MANHATTAN,10065,NULL,EVAPCO,AT 19-56,7-314251,26500.0,,2015-08-20T00:00:00.000,40.766032,-73.970806,No,"{'latitude': '40.766032', 'longitude': '-73.970806'}",10090.0,23,4,51,11,,8.0,4.0,11401.0,1013770007.0,Upper East Side-Carnegie Hill                                              
495,1000001124,1035734,54 E 54TH ST,MANHATTAN,10022,NULL,EVAPCO,NULL,5-284609 and 5-284610,650.0,REFRIGERATION TONS,2015-08-24T00:00:00.000,40.76003,-73.973508,No,"{'latitude': '40.76003', 'longitude': '-73.973508'}",12419.0,11,4,51,10,2006-04-21T00:00:00.000,5.0,4.0,102.0,1012890052.0,Midtown-Midtown South                                                      
496,1000001208,1001228,140 WEST ST,MANHATTAN,10007,NULL,MARLEY,NC7132SM,NC71225M,600.0,REFRIGERATION TONS,2015-08-25T00:00:00.000,40.713803,-74.012935,No,"{'latitude': '40.713803', 'longitude': '-74.012935'}",11728.0,56,4,32,1,,1.0,1.0,21.0,1000847501.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
497,1000000224,1000802,29 BROADWAY,MANHATTAN,10006,NULL,BALTIMORE AIRCOIL COMPANY (BAC),15162-2,U064934402,240000.0,,2015-08-17T00:00:00.000,40.706147,-74.013598,No,"{'latitude': '40.706147', 'longitude': '-74.013598'}",11727.0,56,4,32,1,,1.0,1.0,13.0,1000200001.0,Battery Park City-Lower Manhattan                                          
498,1000000547,1035347,6 EAST 43RD STREET,MANHATTAN,10017,NULL,EVAPCO,A+8-189,906652,260.0,REFRIGERATION TONS,2015-08-20T00:00:00.000,40.753507,-73.979798,No,"{'latitude': '40.753507', 'longitude': '-73.979798'}",12079.0,11,4,51,8,,5.0,4.0,94.0,1012770008.0,Midtown-Midtown South                                                      
