report_date,building_id,dob_violations,hpd_violations,fdny_violations,total_open_violations
2018-12-31T00:00:00.000,TQ101,16,22,3,41.0
2018-12-31T00:00:00.000,TQ102,13,28,0,41.0
2018-12-31T00:00:00.000,TQ103,12,1,1,14.0
2018-12-31T00:00:00.000,TQ104,42,36,0,78.0
2018-12-31T00:00:00.000,TQ105,16,1,2,19.0
2018-12-31T00:00:00.000,TQ106,16,65,6,87.0
2018-12-31T00:00:00.000,TQ107,0,2,0,2.0
2018-12-31T00:00:00.000,TQ108,1,3,0,4.0
2018-12-31T00:00:00.000,TQ109,4,0,2,6.0
2018-12-31T00:00:00.000,TQ110,0,0,0,0.0
2018-12-31T00:00:00.000,TQ111,1,10,1,12.0
2018-12-31T00:00:00.000,TQ112,20,62,0,82.0
2018-12-31T00:00:00.000,TQ113,1,17,0,18.0
2018-12-31T00:00:00.000,TQ114,21,96,0,117.0
2018-12-31T00:00:00.000,TQ115,5,12,0,17.0
2018-09-30T00:00:00.000,TQ01,0,2,3,5.0
2018-09-30T00:00:00.000,TQ02,4,2,0,6.0
2018-09-30T00:00:00.000,TQ03,1,2,2,5.0
2018-09-30T00:00:00.000,TQ04,0,13,4,17.0
2018-09-30T00:00:00.000,TQ05,13,45,5,63.0
2018-09-30T00:00:00.000,TQ06,0,0,6,6.0
2018-09-30T00:00:00.000,TQ07,0,1,6,7.0
2018-09-30T00:00:00.000,TQ08,33,0,6,39.0
2018-09-30T00:00:00.000,TQ09,7,3,0,10.0
2018-09-30T00:00:00.000,TQ10,8,13,2,23.0
2018-09-30T00:00:00.000,TQ11,20,0,1,21.0
2018-09-30T00:00:00.000,TQ12,1,0,0,1.0
2018-09-30T00:00:00.000,TQ13,0,8,0,8.0
2018-09-30T00:00:00.000,TQ14,9,80,1,90.0
2018-09-30T00:00:00.000,TQ15,0,0,0,0.0
2018-09-30T00:00:00.000,TQ16,0,0,0,0.0
2018-09-30T00:00:00.000,TQ17,13,43,5,61.0
2018-09-30T00:00:00.000,TQ18,3,51,0,54.0
2018-09-30T00:00:00.000,TQ19,17,8,0,25.0
2018-09-30T00:00:00.000,TQ20,3,0,3,6.0
2018-09-30T00:00:00.000,TQ21,5,19,1,25.0
2018-09-30T00:00:00.000,TQ22,0,3,0,3.0
2018-09-30T00:00:00.000,TQ23,2,0,0,2.0
2018-09-30T00:00:00.000,TQ24,10,1,1,12.0
2018-09-30T00:00:00.000,TQ25,8,8,3,19.0
2018-09-30T00:00:00.000,TQ26,18,48,9,75.0
2018-09-30T00:00:00.000,TQ27,8,18,2,28.0
2018-09-30T00:00:00.000,TQ28,33,110,3,146.0
2018-09-30T00:00:00.000,TQ29,6,45,2,53.0
2018-09-30T00:00:00.000,TQ30,6,4,0,10.0
2018-09-30T00:00:00.000,TQ31,25,13,0,38.0
2018-09-30T00:00:00.000,TQ32,0,1,0,1.0
2018-09-30T00:00:00.000,TQ33,13,19,0,32.0
2018-09-30T00:00:00.000,TQ34,77,38,0,115.0
2018-09-30T00:00:00.000,TQ35,2,3,1,6.0
2018-09-30T00:00:00.000,TQ36,12,57,3,72.0
2018-09-30T00:00:00.000,TQ37,7,2,0,9.0
2018-09-30T00:00:00.000,TQ38,12,8,1,21.0
2018-09-30T00:00:00.000,TQ39,2,2,0,4.0
2018-09-30T00:00:00.000,TQ40,0,0,3,3.0
