,clientid,resp,qrep,qkey,qcell,sc1,sc2,sc3,sc4,sc4b,sc4d,sc4d1,sc6,sc6a,sc7,mp1,ph1,bc1a,bc1,bc2,bc3,pph1,el1,el3,el4,el7,el8,el9,el10,el11,el12_1,el12mns,el13a,el13b,el13c,el13d,el13e,el14,el15,el17a,el17b,el17c,el17d,el17e,el17f,cp1,ih1,ih2,ih3,ih5,bf1_1,bf1wks,bf1a_1,bf2,mh1,mh2,mh4,cc1,sd2,d1,d1yob,d2,fixd2,d3,d4_1,d5,d6,d7,st1,st2,st3,st4,st5,es1a,es1b,es2,es3,es4,fulladra,qc1,lang,samp_weight,pop_weight,stratum,odate,fdate,el12wks,cp2,cp3,cp4,cp5,cp6a,cp6b,cp6c,cp7,cp8,cp9,cp10_1,cp10wks,bf1mns,d4_2,de1,de2_1,de3,bf1amns,el16,sd1_1,sd1mns,pph2a,pph2b,pph2c,ih5a_1,bf1awks,mh3,sd1wks,cp10mns,ih4_1,mh3a,de2_2,sc4b1,sc4b2,selchild,de2_3,ih4_2,ih4_3,ih5a_2
494,2508,49,3,202508,1,1,1.0,2.0,1,1,2,2,1,2,1,0,1,9,1,1,2,1,1,2.0,1.0,1.0,9.0,1.0,50.0,2.0,3.0,4.0,,,,,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1,1,1,1,2,4,,3.0,4.0,5,2,1,6.0,1.0,99,,1,11215.0,2,1,1,,6,4,4,4,4,4,4,4,2,12,3,,2,1,0.6553293469857733,66.8004390611387,1,24-Feb-16,24-Feb-16,,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,60.0,1.0,3.0,,13.0,,2.0,1.0,1.0,7.0,,2.0,14.0,,,,,,,,3.0,,,,,,,,,,
495,2513,1042,19,202513,1,1,1.0,2.0,1,1,2,2,1,2,1,2,1,4,1,2,2,1,1,2.0,1.0,1.0,9.0,1.0,40.0,1.0,2.0,,0.0,8.0,12.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1,1,1,1,2,4,,3.0,3.0,5,2,2,5.0,1.0,99,,99,10044.0,2,3,21,3.0,6,4,4,4,4,4,4,4,2,12,5,1.0,1,1,1.340125265822633,136.60452803713756,1,19-Mar-16,19-Mar-16,20.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,40.0,1.0,2.0,4.0,12.0,,2.0,3.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,
496,2515,579,12,202515,1,1,1.0,2.0,1,1,2,1,1,2,1,0,1,9,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,2,4,,77.0,4.0,5,2,2,,,1,1990.0,1,11230.0,2,1,81,2.0,6,4,4,4,4,3,2,4,1,1,2,1.0,1,1,0.7813219429630847,79.6433870665174,1,8-Mar-16,16-Mar-16,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,
497,2520,1240,24,202520,1,1,1.0,2.0,1,1,2,1,1,1,1,0,3,99,1,1,2,1,1,2.0,1.0,1.0,9.0,1.0,40.0,1.0,3.0,6.0,0.0,0.0,24.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1,3,1,1,2,4,,3.0,5.0,5,2,3,1.0,1.0,99,,1,10027.0,2,1,99,3.0,6,4,2,4,2,4,4,4,2,11,3,1.0,2,1,0.7934138949575522,80.87596989842007,1,23-Mar-16,23-Mar-16,,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,777.0,,,,7.0,,2.0,1.0,99.0,4.0,,,,,,,,,,,,,,,,,,,,,
498,2530,1224,11,202530,1,1,1.0,2.0,1,1,1,2,1,2,1,2,3,11,1,1,2,1,1,2.0,1.0,2.0,3.0,1.0,45.0,2.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1,3,1,1,2,4,,3.0,1.0,3,2,3,5.0,4.0,1,1983.0,1,90026.0,2,3,1,,6,4,4,4,3,1,4,4,2,99,3,,2,1,0.9325659757274569,95.06031878261929,1,23-Mar-16,24-Mar-16,3.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,45.0,2.0,2.0,1.0,3.0,,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
499,2533,544,11,202533,0,1,,,1,1,1,1,1,2,1,0,1,2,1,1,2,1,1,2.0,1.0,1.0,77.0,1.0,20.0,2.0,2.0,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,77.0,1,1,1,1,2,4,,3.0,7.0,4,2,2,1.0,1.0,99,,99,11249.0,2,1,1,,4,4,4,4,4,4,3,4,2,99,99,1.0,1,1,0.5684573915698374,57.945220245476285,1,7-Mar-16,7-Mar-16,6.0,1.0,1.0,1.0,2.0,3.0,2.0,5.0,2.0,0.0,,,,18.0,,2.0,1.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,,
500,2534,94,6,202534,1,1,1.0,2.0,1,1,1,1,1,2,1,1,3,12,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,5,,3.0,,5,2,3,,,1,1986.0,1,10033.0,1,1,63,1.0,6,4,4,4,4,3,4,4,2,8,1,1.0,2,1,1.5655126126149053,159.57919534572028,2,25-Feb-16,25-Feb-16,,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,40.0,1.0,1.0,,,,1.0,1.0,56.0,4.0,,,,,,,,,,,,,,,,,,,,,
501,2538,520,9,202538,0,1,,,1,1,1,1,1,2,1,6,2,1,1,1,2,1,1,2.0,1.0,1.0,77.0,1.0,30.0,2.0,2.0,,,,,,,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1,1,2,2,4,,3.0,7.0,5,2,2,5.0,1.0,1,1981.0,1,11206.0,2,1,1,,4,4,4,4,2,4,3,4,2,77,10,1.0,2,1,0.571795585552812,58.28549620711241,1,6-Mar-16,8-Mar-16,4.0,1.0,1.0,1.0,2.0,3.0,3.0,5.0,1.0,777.0,,,,15.0,,2.0,1.0,1.0,6.0,,,,,,,,,,,,6.0,,,,,,,,,
502,2540,790,11,202540,0,1,,,1,1,1,1,1,2,1,8,1,12,1,1,2,1,1,2.0,1.0,2.0,4.0,1.0,20.0,2.0,2.0,,,,,,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1,2,2,2,2,5,,3.0,,5,2,3,4.0,2.0,1,1977.0,1,11220.0,2,1,1,,4,4,4,4,4,4,3,4,2,7,11,1.0,2,1,0.6444435468705261,65.69080429417001,1,14-Mar-16,14-Mar-16,6.0,1.0,1.0,1.0,2.0,6.0,1.0,6.0,1.0,4.0,4.0,,,,,2.0,1.0,1.0,6.0,,,,,,,,,,,,6.0,,,,,,,,,
503,2544,28,2,202544,1,1,1.0,2.0,1,1,1,2,1,2,1,0,1,10,1,1,2,1,1,2.0,1.0,1.0,9.0,1.0,50.0,1.0,2.0,,1.0,0.0,12.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1,1,1,1,2,3,1.0,2.0,4.0,5,2,1,6.0,1.0,1,1982.0,1,10010.0,2,1,1,,6,4,4,4,4,4,4,4,2,12,3,1.0,2,1,0.7209580353731216,73.4902435379962,1,24-Feb-16,24-Feb-16,13.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,45.0,1.0,2.0,2.0,,,2.0,1.0,1.0,,,2.0,3.0,,,,,1.0,,,,,,,,,,,,,
504,2547,624,15,202547,1,1,1.0,2.0,1,1,1,2,1,2,1,0,2,2,1,1,3,1,1,2.0,1.0,1.0,9.0,1.0,40.0,2.0,3.0,12.0,,,,,,2.0,2.0,,,,,,,2,1,1,1,2,4,,3.0,3.0,5,2,3,,,1,1987.0,1,10459.0,2,2,86,3.0,2,4,4,1,4,4,3,3,1,1,3,1.0,1,1,0.6937312433891076,70.714903677018,1,8-Mar-16,13-Mar-16,,,,,,,,,,,,,,9.0,,,,,6.0,10.0,,,,,,,,,,,,,,,,,,,,
505,2557,701,2,202557,1,1,1.0,2.0,1,1,1,2,1,2,1,2,2,8,1,1,2,1,1,2.0,1.0,1.0,7.0,1.0,50.0,3.0,3.0,3.0,4.0,0.0,6.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1,2,1,2,2,4,,3.0,5.0,5,2,2,5.0,77.0,1,1978.0,1,11415.0,2,1,67,3.0,6,4,4,4,4,2,4,4,2,12,5,1.0,2,1,0.5788605352400658,59.005655838638354,1,10-Mar-16,10-Mar-16,,1.0,1.0,2.0,3.0,6.0,4.0,4.0,1.0,40.0,1.0,2.0,2.0,4.0,,2.0,1.0,67.0,3.0,,,,,,,,,,,,2.0,,,,,,,3.0,5.0,
506,2559,610,9,202559,1,1,1.0,2.0,1,1,1,1,1,2,1,0,2,7,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,,,,3,2,3,,,1,1988.0,1,11220.0,2,3,21,3.0,6,4,4,4,4,4,4,4,2,2,1,1.0,2,1,3.653037328316086,372.36924999719463,2,8-Mar-16,8-Mar-16,,1.0,2.0,1.0,3.0,1.0,1.0,4.0,1.0,35.0,4.0,,,,,2.0,3.0,21.0,,,,,,,,,,,,,,,,,,,,,,
507,2560,266,2,202560,1,1,1.0,2.0,1,1,1,2,1,2,1,0,2,6,1,1,2,1,1,2.0,1.0,1.0,9.0,1.0,50.0,3.0,3.0,5.0,2.0,6.0,7.0,8.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1,1,1,1,2,4,,2.0,5.0,5,2,3,1.0,1.0,1,1975.0,1,72758.0,2,1,1,,6,4,2,4,2,2,4,4,2,12,3,1.0,2,1,0.6390256167949944,65.13853220455164,1,27-Feb-16,27-Feb-16,,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,50.0,4.0,,,11.0,,1.0,1.0,65.0,,,,,,,,,2.0,,,,,,,,,,,,,
508,2565,962,17,202565,1,1,1.0,2.0,1,1,1,2,1,2,1,0,1,8,1,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,4,,3.0,1.0,5,2,3,,,1,1982.0,1,10466.0,2,2,2,3.0,3,4,99,4,4,4,2,4,1,1,2,1.0,1,1,1.5398260866338291,156.96086118842445,2,18-Mar-16,18-Mar-16,,1.0,2.0,1.0,1.0,6.0,1.0,6.0,1.0,777.0,,,,10.0,,2.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,
509,2577,1388,24,202577,1,1,1.0,2.0,1,1,1,1,1,2,1,0,1,5,1,2,4,1,1,2.0,1.0,2.0,1.0,1.0,30.0,77.0,,,,,,,,,2.0,,,,,,,1,1,1,1,2,5,,3.0,,3,2,2,,,1,1979.0,1,11231.0,2,1,1,,4,4,2,2,2,2,3,4,2,5,3,1.0,2,1,0.9178700882061441,93.56230599968481,1,25-Mar-16,25-Mar-16,,1.0,1.0,1.0,4.0,1.0,99.0,3.0,1.0,70.0,4.0,,,,,1.0,8.0,1.0,5.0,10.0,,,,,,,,,,,,,,,,,,,,
510,2582,580,12,202582,1,1,1.0,2.0,1,1,2,2,1,2,1,4,2,8,1,1,1,1,1,2.0,1.0,1.0,9.0,1.0,35.0,2.0,3.0,7.0,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1,2,1,1,2,4,,3.0,3.0,4,2,2,2.0,1.0,1,1986.0,1,11208.0,2,2,58,3.0,6,4,4,4,4,3,1,4,2,12,6,,1,1,0.5725863757410495,58.366104731700055,1,8-Mar-16,8-Mar-16,,1.0,2.0,2.0,4.0,3.0,4.0,4.0,1.0,35.0,4.0,,,16.0,,2.0,2.0,58.0,2.0,,,,,,,,,,,,,,,,,,,,,
511,2583,676,13,202583,0,1,,,1,1,2,2,1,2,1,2,1,7,1,2,2,2,1,1.0,1.0,1.0,7.0,1.0,40.0,2.0,2.0,,,,,,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2,1,1,1,2,4,,2.0,5.0,5,2,2,2.0,1.0,99,,1,11436.0,2,2,1,,5,4,4,4,4,2,4,4,2,6,5,1.0,2,1,0.659784756139649,67.25459740006379,1,9-Mar-16,9-Mar-16,8.0,,,,,,,,,,,,,3.0,,,,,,,,,2.0,2.0,2.0,,2.0,,,,,,,,,,,,,
512,2584,870,17,202584,1,1,1.0,2.0,1,1,1,1,1,2,1,0,3,6,1,1,2,1,1,2.0,1.0,2.0,77.0,1.0,40.0,3.0,2.0,,1.0,77.0,6.0,77.0,0.0,2.0,2.0,,,,,,,1,2,1,1,2,4,,3.0,7.0,5,1,3,,,1,1984.0,1,11214.0,2,1,79,2.0,5,4,4,4,4,4,4,4,2,7,3,1.0,2,1,0.4995329983055051,50.919470897828134,1,16-Mar-16,16-Mar-16,6.0,1.0,1.0,1.0,2.0,5.0,5.0,3.0,1.0,40.0,4.0,,,10.0,,2.0,1.0,79.0,6.0,4.0,,,,,,,,2.0,,,,,,,,,,,,
513,2586,1313,25,202586,1,1,1.0,2.0,1,1,1,2,1,2,1,2,3,11,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,77,1,,,,3,1,3,,,1,1984.0,1,10002.0,2,3,21,2.0,1,77,4,1,77,77,4,4,2,77,77,1.0,2,1,1.2959542980284762,132.10199804061483,1,24-Mar-16,24-Mar-16,,1.0,1.0,1.0,1.0,4.0,4.0,5.0,1.0,40.0,2.0,3.0,,,,2.0,3.0,21.0,,,,,,,,,,2.0,,1.0,,,,,,,,,,
514,2588,863,17,202588,1,1,1.0,2.0,1,1,1,1,1,2,1,0,1,10,1,1,4,1,1,2.0,1.0,2.0,3.0,1.0,45.0,4.0,,,,,,,,,2.0,,,,,,,1,1,1,1,2,5,,3.0,,5,2,2,,,1,1980.0,1,10011.0,2,3,80,1.0,4,4,4,4,4,4,4,4,2,12,3,1.0,2,1,0.9263462271102202,94.42631400259174,1,16-Mar-16,16-Mar-16,,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,80.0,1.0,2.0,2.0,,,2.0,3.0,9.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,
515,2591,810,16,202591,1,1,1.0,2.0,1,1,2,1,1,2,1,1,2,2,1,1,2,1,1,2.0,1.0,1.0,9.0,1.0,777.0,3.0,77.0,,77.0,0.0,0.0,77.0,0.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,2,4,,77.0,1.0,5,2,1,3.0,1.0,99,,1,10462.0,2,2,1,,6,4,4,4,4,4,4,4,2,11,4,1.0,1,1,0.7218738168891442,73.5835929471685,1,14-Mar-16,14-Mar-16,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,40.0,1.0,2.0,2.0,6.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
516,2592,1088,18,202592,1,1,1.0,2.0,1,1,1,1,1,2,1,0,1,12,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,2,1,,,,5,2,1,,,1,1996.0,1,10306.0,1,8,1,,4,4,4,4,4,3,4,4,2,1,3,1.0,2,1,3.031913856070319,309.0555576560258,2,20-Mar-16,20-Mar-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,2596,1263,25,202596,1,1,1.0,2.0,1,1,1,1,1,2,1,1,2,7,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,4,,3.0,7.0,5,2,3,,,1,1992.0,1,10459.0,2,2,1,,5,4,4,4,4,4,4,4,2,5,4,1.0,1,1,1.1580118652854337,118.04095359818292,2,23-Mar-16,23-Mar-16,,1.0,1.0,1.0,1.0,3.0,2.0,6.0,1.0,40.0,1.0,2.0,2.0,6.0,,2.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,
518,2602,1314,20,202602,1,1,1.0,2.0,1,1,1,1,1,2,1,1,1,3,1,1,2,1,1,2.0,1.0,2.0,9.0,1.0,40.0,1.0,2.0,,1.0,0.0,12.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1,2,1,1,2,3,12.0,3.0,5.0,4,2,2,5.0,1.0,1,1989.0,1,11203.0,2,2,50,3.0,6,4,4,4,4,2,4,4,2,9,3,1.0,1,1,0.45009193797288183,45.87973850516424,1,24-Mar-16,24-Mar-16,12.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,35.0,77.0,,,,,2.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,
519,2606,772,15,202606,1,1,1.0,2.0,1,1,1,2,1,2,1,1,2,2,1,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,4,,3.0,1.0,5,2,3,,,1,1989.0,1,10314.0,2,1,1,,5,4,4,4,4,4,4,4,2,4,3,1.0,2,1,2.169117603990603,221.10715625400357,2,13-Mar-16,13-Mar-16,,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,40.0,3.0,1.0,,4.0,,2.0,1.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,
520,2614,185,2,202614,1,1,1.0,2.0,1,1,2,2,1,2,1,0,3,4,1,1,3,1,1,2.0,1.0,1.0,6.0,1.0,35.0,3.0,3.0,2.0,77.0,77.0,0.0,8.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1,2,1,1,2,4,,3.0,2.0,5,2,3,1.0,1.0,1,1986.0,1,11236.0,1,2,1,,6,4,4,4,2,4,4,4,1,7,3,1.0,1,1,0.5636911533633344,57.45937781170034,1,25-Feb-16,25-Feb-16,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,2.0,1.0,,5.0,,1.0,2.0,58.0,7.0,,,,,,,,,,,,,,,,,,,,,
521,2634,942,15,202634,1,1,1.0,2.0,1,1,1,2,1,2,1,0,1,11,1,2,3,1,1,2.0,1.0,1.0,9.0,1.0,20.0,3.0,2.0,,8.0,8.0,8.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1,1,1,1,2,4,,3.0,1.0,5,2,1,1.0,1.0,1,1987.0,1,10473.0,1,8,1,,6,4,4,4,4,4,4,4,2,10,2,1.0,1,1,1.0173897126688836,103.70675419186222,1,17-Mar-16,17-Mar-16,12.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,40.0,4.0,,,6.0,,1.0,8.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,
522,2640,487,5,202640,1,1,1.0,2.0,1,1,1,1,1,2,1,0,2,7,1,2,3,1,1,2.0,1.0,1.0,9.0,1.0,45.0,1.0,3.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1,1,1,2,3,3.0,3.0,1.0,5,2,2,2.0,1.0,1,1981.0,1,21044.0,2,1,1,,6,4,4,4,3,4,4,4,2,12,3,1.0,2,1,0.5814438289564207,59.26898168429154,1,5-Mar-16,5-Mar-16,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,50.0,3.0,2.0,3.0,,,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
523,2652,1296,23,202652,1,1,1.0,2.0,1,1,1,2,1,2,1,1,1,4,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,4,,3.0,3.0,5,2,1,,,1,1980.0,1,10075.0,2,1,1,,6,4,4,4,4,4,4,4,2,12,4,1.0,2,1,0.7209580353731216,73.4902435379962,1,23-Mar-16,23-Mar-16,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60.0,1.0,2.0,1.0,12.0,,2.0,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,
524,2669,1212,23,202669,1,1,1.0,2.0,1,1,1,1,1,2,1,2,2,11,1,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,4,,77.0,2.0,5,2,1,,,1,1977.0,1,11787.0,2,1,72,1.0,4,4,4,4,3,4,4,4,2,12,5,,1,1,1.3108994877356328,133.6254232296164,2,22-Mar-16,22-Mar-16,,1.0,1.0,1.0,3.0,2.0,6.0,2.0,1.0,50.0,77.0,,,12.0,,2.0,1.0,72.0,,,,,,,,,,,,,,,,,,,,,,
525,2686,712,11,202686,0,1,,,1,1,1,1,1,2,1,0,2,10,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,3,2.0,3.0,4.0,5,2,3,,,1,1981.0,1,11365.0,2,3,60,1.0,6,4,4,4,4,4,4,4,2,77,4,1.0,2,1,3.111937184500588,317.2126675105792,2,10-Mar-16,19-Mar-16,,1.0,1.0,1.0,2.0,6.0,6.0,3.0,1.0,40.0,77.0,,,,,2.0,1.0,60.0,6.0,,,,,,,,,,,,,,,,,,,,,
526,2694,973,18,202694,1,1,1.0,2.0,1,1,1,1,1,2,1,0,1,7,1,1,2,1,1,2.0,1.0,1.0,6.0,1.0,40.0,3.0,3.0,3.0,3.0,6.0,6.0,3.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,2,4,,3.0,5.0,4,2,1,2.0,1.0,1,1983.0,1,11358.0,2,1,1,,6,4,4,4,4,4,4,4,2,12,3,1.0,2,1,0.608974341491052,62.07528104102016,1,18-Mar-16,18-Mar-16,,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,40.0,2.0,2.0,1.0,6.0,,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,
527,2695,743,11,202695,1,1,1.0,2.0,1,1,2,2,1,2,1,2,4,6,2,2,4,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,,3.0,1.0,5,2,3,,,1,1976.0,1,10467.0,1,8,56,3.0,3,4,4,4,4,4,3,4,2,77,6,1.0,1,2,1.7622446666506255,179.6329097832504,2,12-Mar-16,12-Mar-16,,1.0,1.0,1.0,3.0,3.0,3.0,6.0,1.0,48.0,4.0,,,,,1.0,8.0,56.0,3.0,,,,,,,,,,,,,,,,,,,,,
528,2699,767,11,202699,1,1,1.0,2.0,1,2,2,1,1,2,1,0,1,5,2,2,5,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,,1.0,4.0,3,2,3,,,1,1984.0,1,7305.0,2,1,29,1.0,4,4,1,77,77,4,2,4,2,1,4,1.0,1,1,1.5095016096604437,153.86976144531235,2,13-Mar-16,13-Mar-16,,1.0,1.0,1.0,3.0,3.0,3.0,2.0,77.0,20.0,77.0,,,,,2.0,1.0,29.0,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,
529,2700,1464,23,202700,1,1,1.0,2.0,1,1,1,1,1,2,1,0,1,4,1,1,3,1,1,2.0,1.0,1.0,9.0,1.0,40.0,3.0,3.0,8.0,2.0,2.0,14.0,16.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2,1,1,1,2,4,,3.0,3.0,5,2,1,5.0,1.0,1,1979.0,1,10128.0,2,1,1,,6,4,4,4,4,4,4,4,2,12,4,,2,1,0.7934138949575522,80.87596989842007,1,29-Mar-16,29-Mar-16,,,,,,,,,,,,,,12.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
530,2706,612,14,202706,1,1,1.0,2.0,1,1,1,2,1,2,1,1,2,10,1,2,3,1,1,2.0,1.0,1.0,8.0,1.0,35.0,2.0,2.0,,,,,,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1,1,1,1,2,5,,3.0,,5,2,2,2.0,1.0,1,1968.0,1,10466.0,2,2,40,3.0,6,4,4,4,2,4,4,4,2,10,3,1.0,1,1,0.8136040274240272,82.93403386223697,1,8-Mar-16,11-Mar-16,4.0,1.0,1.0,2.0,1.0,1.0,6.0,2.0,1.0,35.0,1.0,2.0,3.0,,,2.0,2.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,
531,2712,394,3,202712,0,1,,,1,1,1,2,1,2,1,0,1,4,1,1,2,1,1,2.0,1.0,1.0,77.0,1.0,777.0,77.0,,,,,,,,,1.0,1.0,2.0,77.0,2.0,1.0,77.0,1,1,1,1,2,4,,1.0,7.0,5,2,1,5.0,1.0,99,,1,11206.0,2,1,1,,4,4,4,4,77,4,3,77,2,77,4,1.0,1,1,0.5313322294183933,54.16089844859776,1,1-Mar-16,14-Mar-16,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,777.0,,,,4.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
532,2719,456,8,202719,0,1,,,1,1,1,1,1,1,1,0,1,3,1,2,4,1,1,77.0,1.0,2.0,77.0,1.0,30.0,4.0,,,,,,,,,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1,1,1,1,2,1,,,,5,2,4,1.0,3.0,1,1989.0,1,11206.0,2,2,1,,4,4,1,1,1,4,3,3,2,1,2,1.0,2,1,0.7332172262073745,74.73987371865125,1,3-Mar-16,3-Mar-16,,1.0,2.0,1.0,1.0,6.0,1.0,6.0,2.0,666.0,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
533,2722,1074,18,202722,1,1,1.0,2.0,1,1,1,2,1,2,1,1,1,7,1,1,3,1,1,1.0,1.0,1.0,9.0,2.0,20.0,4.0,,,,,,,,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,2,5,,3.0,,5,2,1,8.0,1.0,1,1988.0,1,10467.0,1,8,42,2.0,3,2,2,3,4,4,4,4,1,3,4,1.0,2,2,1.376669903099634,140.32967452517772,2,20-Mar-16,20-Mar-16,,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,39.0,4.0,,,,2.0,1.0,8.0,42.0,6.0,,,,,,,,,,,,,,2.0,,,,,,,
534,2724,1359,24,202724,1,1,1.0,2.0,1,1,2,2,1,2,1,1,1,99,1,1,2,1,1,2.0,1.0,1.0,5.0,1.0,25.0,2.0,2.0,,,,,,,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1,1,1,2,2,4,,3.0,7.0,5,2,2,6.0,1.0,99,,1,11218.0,2,1,1,,6,4,4,4,4,4,4,4,2,99,99,1.0,2,1,0.5402911802795658,55.07412147730257,1,25-Mar-16,25-Mar-16,6.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,40.0,4.0,,,9.0,,2.0,1.0,1.0,5.0,,1.0,,,,,,,,6.0,,5.0,,,,,,,,,
535,2733,668,12,202733,1,1,1.0,2.0,1,1,1,1,1,2,1,1,3,12,1,2,3,1,1,2.0,1.0,1.0,7.0,1.0,40.0,3.0,2.0,,0.0,6.0,2.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1,3,1,1,2,4,,3.0,5.0,5,2,2,2.0,1.0,1,1984.0,1,11413.0,1,8,26,3.0,5,4,4,4,1,2,2,4,2,2,3,1.0,2,2,0.455621915241301,46.44343202999662,1,9-Mar-16,9-Mar-16,12.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,,,,3.0,,1.0,8.0,26.0,4.0,,,,,,,,,,,,,,,,,,,,,
